entry_ts,market,side,qty,entry_trigger_cents,entry_fill_cents_assumed,entry_fill_cents_actual,entry_fill_cents_used,entry_notional_dollars,exit_ts,exit_trigger_cents,exit_fill_cents_assumed,exit_fill_cents_actual,exit_fill_cents_used,exit_notional_dollars,outcome,resolution_source,result,gross_pnl_dollars,gross_pnl_percent,market_status,market_result,settlement_ts
2026-03-22 17:19:35,KXBTC15M-26MAR221730-30,no,20,90,90,,90,18.0,2026-03-22 17:24:31,78,75,,75,15.0,exited_before_settlement,execution_telemetry_exit,,-3.0,-16.6667,,,
2026-03-22 17:40:44,KXBTC15M-26MAR221745-45,yes,20,90,90,,90,18.0,,,,,,,win,kalshi_api,yes,2.0,11.1111,finalized,yes,2026-03-22T21:45:10.957255Z
2026-03-22 17:56:14,KXBTC15M-26MAR221800-00,no,10,90,90,,90,9.0,2026-03-22 17:56:46,67,66,,66,6.6,exited_before_settlement,execution_telemetry_exit,,-2.4,-26.6667,,,
2026-03-22 18:02:34,KXBTC15M-26MAR221815-15,no,20,90,90,,90,18.0,2026-03-22 18:03:14,75,74,,74,14.8,exited_before_settlement,execution_telemetry_exit,,-3.2,-17.7778,,,
2026-03-23 09:39:34,KXBTC15M-26MAR230945-45,yes,20,90,90,,90,18.0,,,,,,,win,kalshi_api,yes,2.0,11.1111,finalized,yes,2026-03-23T13:45:11.160661Z
2026-03-23 09:58:37,KXBTC15M-26MAR231000-00,yes,20,90,91,,91,18.2,,,,,,,win,kalshi_api,yes,1.8,9.8901,finalized,yes,2026-03-23T14:00:10.85878Z
2026-03-23 10:08:46,KXBTC15M-26MAR231015-15,yes,3,91,91,,91,2.73,2026-03-23 10:09:25,78,76,,76,2.28,exited_before_settlement,execution_telemetry_exit,,-0.45,-16.4835,,,
2026-03-23 10:26:49,KXBTC15M-26MAR231030-30,no,20,90,90,,90,18.0,,,,,,,win,kalshi_api,no,2.0,11.1111,finalized,no,2026-03-23T14:30:11.206095Z
2026-03-23 10:42:24,KXBTC15M-26MAR231045-45,yes,20,91,92,,92,18.4,2026-03-23 10:43:24,74,73,,73,14.6,exited_before_settlement,execution_telemetry_exit,,-3.8,-20.6522,,,
2026-03-23 10:51:05,KXBTC15M-26MAR231100-00,no,1,90,90,,90,0.9,2026-03-23 10:51:36,78,77,,77,0.77,exited_before_settlement,execution_telemetry_exit,,-0.13,-14.4444,,,
2026-03-23 22:55:50,KXBTC15M-26MAR232300-00,no,10,90,92,,92,9.2,,,,,,,win,kalshi_api,no,0.8,8.6957,finalized,no,2026-03-24T03:00:10.817895Z
2026-03-23 23:13:27,KXBTC15M-26MAR232315-15,yes,10,91,91,,91,9.1,,,,,,,win,kalshi_api,yes,0.9,9.8901,finalized,yes,2026-03-24T03:15:10.815311Z
2026-03-23 23:28:08,KXBTC15M-26MAR232330-30,yes,10,90,91,,91,9.1,,,,,,,win,kalshi_api,yes,0.9,9.8901,finalized,yes,2026-03-24T03:30:10.819264Z
2026-03-23 23:37:06,KXBTC15M-26MAR232345-45,no,10,90,90,,90,9.0,2026-03-23 23:40:38,75,72,,72,7.2,exited_before_settlement,execution_telemetry_exit,,-1.8,-20.0,,,
2026-03-23 23:55:00,KXBTC15M-26MAR240000-00,yes,10,90,90,,90,9.0,,,,,,,win,kalshi_api,yes,1.0,11.1111,determined,yes,
2026-03-24 00:06:10,KXBTC15M-26MAR240015-15,yes,3,91,91,,91,2.73,,,,,,,win,kalshi_api,yes,0.27,9.8901,finalized,yes,2026-03-24T04:15:10.811589Z
2026-03-24 00:32:04,KXBTC15M-26MAR240045-45,no,10,90,90,,90,9.0,,,,,,,win,kalshi_api,no,1.0,11.1111,finalized,no,2026-03-24T04:45:10.830833Z
2026-03-24 00:50:29,KXBTC15M-26MAR240100-00,no,10,90,90,,90,9.0,2026-03-24 00:51:00,77,75,,75,7.5,exited_before_settlement,execution_telemetry_exit,,-1.5,-16.6667,,,
2026-03-24 01:04:01,KXBTC15M-26MAR240115-15,no,10,90,90,,90,9.0,,,,,,,open,kalshi_api,,,,active,,
