dataset,candidate,label,hazard_min_score,hazard_max_seconds,fallback,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive
v21,hazard45_max540_else_score_min60,hazard>=0.45; sec>=60; hazard_max540_else_score_min60,0.45,540.0,score_min60,221,219,161,58,0.7351598173515982,0.9909502262443439,0.6730304328791142,68.0,69.56164383561644,72.5,0,0,779.414322,423.0,15234.0,15657.0,866.0,443.0,0.056846527504266775,0.028294053777862937,2.0228310502283104,2.004524886877828,0.7149315068493151,0.02022831050228313,132,131,92,39,0.7022900763358778,0.9924242424242424,0.6191346229115295,68.0,69.12213740458016,72.0,0,0,779.504859,255.0,9055.0,9310.0,145.0,-110.0,0.01601325234676974,-0.011815252416756176,-0.8396946564885496,-0.8333333333333334,0.7106870229007634,-0.008396946564885543,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,70.0,71.88636363636364,78.25,0,0,779.189098,82.0,3163.0,3245.0,237.0,155.0,0.07492886500158077,0.04776579352850539,3.522727272727273,3.4444444444444446,0.7374999999999999,0.035227272727272774,True,False,True
v21,hazard45_max540_else_logit_thresh55_edge15,hazard>=0.45; sec>=60; hazard_max540_else_logit_thresh55_edge15,0.45,540.0,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard45_max420_else_score_min60,hazard>=0.45; sec>=60; hazard_max420_else_score_min60,0.45,420.0,score_min60,221,219,161,58,0.7351598173515982,0.9909502262443439,0.6730304328791142,68.0,69.56164383561644,72.5,0,0,779.414322,423.0,15234.0,15657.0,866.0,443.0,0.056846527504266775,0.028294053777862937,2.0228310502283104,2.004524886877828,0.7149315068493151,0.02022831050228313,132,131,92,39,0.7022900763358778,0.9924242424242424,0.6191346229115295,68.0,69.12213740458016,72.0,0,0,779.504859,255.0,9055.0,9310.0,145.0,-110.0,0.01601325234676974,-0.011815252416756176,-0.8396946564885496,-0.8333333333333334,0.7106870229007634,-0.008396946564885543,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,70.0,71.88636363636364,78.25,0,0,779.189098,82.0,3163.0,3245.0,237.0,155.0,0.07492886500158077,0.04776579352850539,3.522727272727273,3.4444444444444446,0.7374999999999999,0.035227272727272774,True,False,True
v21,hazard45_max420_else_logit_thresh55_edge15,hazard>=0.45; sec>=60; hazard_max420_else_logit_thresh55_edge15,0.45,420.0,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard50_nomax_else_score_min60,hazard>=0.5; sec>=60; hazard_no_max_else_score_min60,0.5,,score_min60,221,219,162,57,0.7397260273972602,0.9909502262443439,0.6778350728003982,68.0,69.4931506849315,72.5,0,0,779.456167,423.0,15219.0,15642.0,981.0,558.0,0.06445890005913661,0.03567318757192175,2.547945205479452,2.524886877828054,0.7142465753424657,0.025479452054794516,132,131,93,38,0.7099236641221374,0.9924242424242424,0.6271154560889036,68.0,69.00763358778626,72.0,0,0,779.550778,255.0,9040.0,9295.0,260.0,5.0,0.028761061946902654,0.0005379236148466917,0.03816793893129771,0.03787878787878788,0.7095419847328245,0.00038167938931288337,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,70.0,71.88636363636364,78.25,0,0,779.189098,82.0,3163.0,3245.0,237.0,155.0,0.07492886500158077,0.04776579352850539,3.522727272727273,3.4444444444444446,0.7374999999999999,0.035227272727272774,True,True,True
v21,hazard50_nomax_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_no_max_else_logit_thresh55_edge15,0.5,,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard50_max900_else_score_min60,hazard>=0.5; sec>=60; hazard_max900_else_score_min60,0.5,900.0,score_min60,221,219,162,57,0.7397260273972602,0.9909502262443439,0.6778350728003982,68.0,69.4931506849315,72.5,0,0,779.456167,423.0,15219.0,15642.0,981.0,558.0,0.06445890005913661,0.03567318757192175,2.547945205479452,2.524886877828054,0.7142465753424657,0.025479452054794516,132,131,93,38,0.7099236641221374,0.9924242424242424,0.6271154560889036,68.0,69.00763358778626,72.0,0,0,779.550778,255.0,9040.0,9295.0,260.0,5.0,0.028761061946902654,0.0005379236148466917,0.03816793893129771,0.03787878787878788,0.7095419847328245,0.00038167938931288337,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,70.0,71.88636363636364,78.25,0,0,779.189098,82.0,3163.0,3245.0,237.0,155.0,0.07492886500158077,0.04776579352850539,3.522727272727273,3.4444444444444446,0.7374999999999999,0.035227272727272774,True,True,True
v21,hazard50_max900_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_max900_else_logit_thresh55_edge15,0.5,900.0,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard50_max780_else_score_min60,hazard>=0.5; sec>=60; hazard_max780_else_score_min60,0.5,780.0,score_min60,221,219,161,58,0.7351598173515982,0.9909502262443439,0.6730304328791142,68.0,69.54794520547945,72.5,0,0,779.414322,423.0,15231.0,15654.0,869.0,446.0,0.05705469109053903,0.028491120480388397,2.036529680365297,2.018099547511312,0.7147945205479451,0.020365296803653066,132,131,92,39,0.7022900763358778,0.9924242424242424,0.6191346229115295,68.0,69.09923664122137,72.0,0,0,779.504859,255.0,9052.0,9307.0,148.0,-107.0,0.016349977905435263,-0.011496722896744386,-0.816793893129771,-0.8106060606060606,0.7104580152671756,-0.008167938931297747,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,70.0,71.88636363636364,78.25,0,0,779.189098,82.0,3163.0,3245.0,237.0,155.0,0.07492886500158077,0.04776579352850539,3.522727272727273,3.4444444444444446,0.7374999999999999,0.035227272727272774,True,False,True
v21,hazard50_max780_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_max780_else_logit_thresh55_edge15,0.5,780.0,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard50_max660_else_score_min60,hazard>=0.5; sec>=60; hazard_max660_else_score_min60,0.5,660.0,score_min60,221,219,161,58,0.7351598173515982,0.9909502262443439,0.6730304328791142,68.0,69.56164383561644,72.5,0,0,779.414322,423.0,15234.0,15657.0,866.0,443.0,0.056846527504266775,0.028294053777862937,2.0228310502283104,2.004524886877828,0.7149315068493151,0.02022831050228313,132,131,92,39,0.7022900763358778,0.9924242424242424,0.6191346229115295,68.0,69.12213740458016,72.0,0,0,779.504859,255.0,9055.0,9310.0,145.0,-110.0,0.01601325234676974,-0.011815252416756176,-0.8396946564885496,-0.8333333333333334,0.7106870229007634,-0.008396946564885543,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,70.0,71.88636363636364,78.25,0,0,779.189098,82.0,3163.0,3245.0,237.0,155.0,0.07492886500158077,0.04776579352850539,3.522727272727273,3.4444444444444446,0.7374999999999999,0.035227272727272774,True,False,True
v21,hazard50_max660_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_max660_else_logit_thresh55_edge15,0.5,660.0,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard50_max540_else_score_min60,hazard>=0.5; sec>=60; hazard_max540_else_score_min60,0.5,540.0,score_min60,221,219,161,58,0.7351598173515982,0.9909502262443439,0.6730304328791142,68.0,69.56164383561644,72.5,0,0,779.414322,423.0,15234.0,15657.0,866.0,443.0,0.056846527504266775,0.028294053777862937,2.0228310502283104,2.004524886877828,0.7149315068493151,0.02022831050228313,132,131,92,39,0.7022900763358778,0.9924242424242424,0.6191346229115295,68.0,69.12213740458016,72.0,0,0,779.504859,255.0,9055.0,9310.0,145.0,-110.0,0.01601325234676974,-0.011815252416756176,-0.8396946564885496,-0.8333333333333334,0.7106870229007634,-0.008396946564885543,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,70.0,71.88636363636364,78.25,0,0,779.189098,82.0,3163.0,3245.0,237.0,155.0,0.07492886500158077,0.04776579352850539,3.522727272727273,3.4444444444444446,0.7374999999999999,0.035227272727272774,True,False,True
v21,hazard50_max540_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_max540_else_logit_thresh55_edge15,0.5,540.0,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard50_max420_else_score_min60,hazard>=0.5; sec>=60; hazard_max420_else_score_min60,0.5,420.0,score_min60,221,219,161,58,0.7351598173515982,0.9909502262443439,0.6730304328791142,68.0,69.56164383561644,72.5,0,0,779.414322,423.0,15234.0,15657.0,866.0,443.0,0.056846527504266775,0.028294053777862937,2.0228310502283104,2.004524886877828,0.7149315068493151,0.02022831050228313,132,131,92,39,0.7022900763358778,0.9924242424242424,0.6191346229115295,68.0,69.12213740458016,72.0,0,0,779.504859,255.0,9055.0,9310.0,145.0,-110.0,0.01601325234676974,-0.011815252416756176,-0.8396946564885496,-0.8333333333333334,0.7106870229007634,-0.008396946564885543,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,70.0,71.88636363636364,78.25,0,0,779.189098,82.0,3163.0,3245.0,237.0,155.0,0.07492886500158077,0.04776579352850539,3.522727272727273,3.4444444444444446,0.7374999999999999,0.035227272727272774,True,False,True
v21,hazard50_max420_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_max420_else_logit_thresh55_edge15,0.5,420.0,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
