dataset,candidate,label,hazard_min_score,hazard_max_seconds,fallback,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive
current,hazard45_max420_else_logit_thresh55_edge15,hazard>=0.45; sec>=60; hazard_max420_else_logit_thresh55_edge15,0.45,420.0,logit_thresh55_edge15,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.47260273972603,72.0,0,0,772.2335,573.0,19994.0,20567.0,1706.0,1133.0,0.0853255976793038,0.05508824816453542,3.8801369863013697,3.840677966101695,0.7043493150684931,0.038801369863013746,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,71.5,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.67241379310344,71.0,0,0,771.7515,113.0,3983.0,4096.0,617.0,504.0,0.15490836053226212,0.123046875,8.689655172413794,8.542372881355933,0.7062068965517241,0.08689655172413802,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,69.84745762711864,72.0,0,0,774.221,115.0,4121.0,4236.0,179.0,64.0,0.04343605920892987,0.015108593012275733,1.0847457627118644,1.0847457627118644,0.7179661016949153,0.010847457627118584,True,True,True
current,hazard50_nomax_else_score_min60,hazard>=0.5; sec>=60; hazard_no_max_else_score_min60,0.5,,score_min60,295,292,221,71,0.7568493150684932,0.9898305084745763,0.7045171643411514,68.0,69.28424657534246,73.0,0,0,768.7909999999999,573.0,20231.0,20804.0,1869.0,1296.0,0.09238297662003855,0.062295712363007114,4.438356164383562,4.393220338983051,0.7124657534246576,0.04438356164383561,177,175,132,43,0.7542857142857143,0.9887005649717514,0.6854924458173186,68.0,68.76,72.0,0,0,768.143,344.0,12033.0,12377.0,1167.0,823.0,0.09698329593617552,0.06649430395087663,4.702857142857143,4.649717514124294,0.7072571428571428,0.04702857142857153,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.55172413793103,73.75,0,0,770.818,113.0,4034.0,4147.0,566.0,453.0,0.14030738720872582,0.10923559199421268,7.810344827586207,7.677966101694915,0.7150000000000001,0.07810344827586202,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,70.57627118644068,75.0,0,0,773.162,116.0,4164.0,4280.0,136.0,20.0,0.03266090297790586,0.004672897196261682,0.3389830508474576,0.3389830508474576,0.7254237288135594,0.003389830508474412,True,True,True
current,hazard50_nomax_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_no_max_else_logit_thresh55_edge15,0.5,,logit_thresh55_edge15,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.46917808219177,72.0,0,0,772.2335,573.0,19993.0,20566.0,1707.0,1134.0,0.08537988295903566,0.05513955071477195,3.8835616438356166,3.8440677966101693,0.7043150684931506,0.0388356164383562,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,71.5,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.62068965517241,71.0,0,0,771.7515,113.0,3980.0,4093.0,620.0,507.0,0.15577889447236182,0.1238700219887613,8.741379310344827,8.59322033898305,0.7056896551724138,0.08741379310344832,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,69.88135593220339,72.0,0,0,774.221,115.0,4123.0,4238.0,177.0,62.0,0.042929905408682995,0.0146295422369042,1.0508474576271187,1.0508474576271187,0.7183050847457627,0.010508474576271132,True,True,True
current,hazard50_max900_else_score_min60,hazard>=0.5; sec>=60; hazard_max900_else_score_min60,0.5,900.0,score_min60,295,292,221,71,0.7568493150684932,0.9898305084745763,0.7045171643411514,68.0,69.28424657534246,73.0,0,0,768.7909999999999,573.0,20231.0,20804.0,1869.0,1296.0,0.09238297662003855,0.062295712363007114,4.438356164383562,4.393220338983051,0.7124657534246576,0.04438356164383561,177,175,132,43,0.7542857142857143,0.9887005649717514,0.6854924458173186,68.0,68.76,72.0,0,0,768.143,344.0,12033.0,12377.0,1167.0,823.0,0.09698329593617552,0.06649430395087663,4.702857142857143,4.649717514124294,0.7072571428571428,0.04702857142857153,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.55172413793103,73.75,0,0,770.818,113.0,4034.0,4147.0,566.0,453.0,0.14030738720872582,0.10923559199421268,7.810344827586207,7.677966101694915,0.7150000000000001,0.07810344827586202,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,70.57627118644068,75.0,0,0,773.162,116.0,4164.0,4280.0,136.0,20.0,0.03266090297790586,0.004672897196261682,0.3389830508474576,0.3389830508474576,0.7254237288135594,0.003389830508474412,True,True,True
current,hazard50_max900_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_max900_else_logit_thresh55_edge15,0.5,900.0,logit_thresh55_edge15,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.46917808219177,72.0,0,0,772.2335,573.0,19993.0,20566.0,1707.0,1134.0,0.08537988295903566,0.05513955071477195,3.8835616438356166,3.8440677966101693,0.7043150684931506,0.0388356164383562,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,71.5,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.62068965517241,71.0,0,0,771.7515,113.0,3980.0,4093.0,620.0,507.0,0.15577889447236182,0.1238700219887613,8.741379310344827,8.59322033898305,0.7056896551724138,0.08741379310344832,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,69.88135593220339,72.0,0,0,774.221,115.0,4123.0,4238.0,177.0,62.0,0.042929905408682995,0.0146295422369042,1.0508474576271187,1.0508474576271187,0.7183050847457627,0.010508474576271132,True,True,True
current,hazard50_max780_else_score_min60,hazard>=0.5; sec>=60; hazard_max780_else_score_min60,0.5,780.0,score_min60,295,292,221,71,0.7568493150684932,0.9898305084745763,0.7045171643411514,68.0,69.51369863013699,73.0,0,0,768.3530000000001,573.0,20298.0,20871.0,1802.0,1229.0,0.08877721943048576,0.05888553495280533,4.208904109589041,4.1661016949152545,0.7147602739726028,0.0420890410958904,177,175,131,44,0.7485714285714286,0.9887005649717514,0.6794258610309706,68.0,69.01142857142857,72.5,0,0,767.32,344.0,12077.0,12421.0,1023.0,679.0,0.08470646683779084,0.05466548587070284,3.88,3.8361581920903953,0.7097714285714285,0.03880000000000006,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.55172413793103,73.75,0,0,770.818,113.0,4034.0,4147.0,566.0,453.0,0.14030738720872582,0.10923559199421268,7.810344827586207,7.677966101694915,0.7150000000000001,0.07810344827586202,59,59,44,15,0.7457627118644068,1.0,0.6220385597107273,69.0,70.96610169491525,75.0,0,0,771.657,116.0,4187.0,4303.0,213.0,97.0,0.05087174588010509,0.022542412270508946,1.6440677966101696,1.6440677966101696,0.7293220338983052,0.016440677966101602,True,True,True
current,hazard50_max780_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_max780_else_logit_thresh55_edge15,0.5,780.0,logit_thresh55_edge15,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.46917808219177,72.0,0,0,772.2335,573.0,19993.0,20566.0,1707.0,1134.0,0.08537988295903566,0.05513955071477195,3.8835616438356166,3.8440677966101693,0.7043150684931506,0.0388356164383562,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,71.5,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.62068965517241,71.0,0,0,771.7515,113.0,3980.0,4093.0,620.0,507.0,0.15577889447236182,0.1238700219887613,8.741379310344827,8.59322033898305,0.7056896551724138,0.08741379310344832,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,69.88135593220339,72.0,0,0,774.221,115.0,4123.0,4238.0,177.0,62.0,0.042929905408682995,0.0146295422369042,1.0508474576271187,1.0508474576271187,0.7183050847457627,0.010508474576271132,True,True,True
current,hazard50_max660_else_score_min60,hazard>=0.5; sec>=60; hazard_max660_else_score_min60,0.5,660.0,score_min60,295,292,221,71,0.7568493150684932,0.9898305084745763,0.7045171643411514,68.0,69.52054794520548,73.0,0,0,768.285,573.0,20300.0,20873.0,1800.0,1227.0,0.08866995073891626,0.05878407512096968,4.2020547945205475,4.159322033898305,0.7148287671232877,0.04202054794520549,177,175,131,44,0.7485714285714286,0.9887005649717514,0.6794258610309706,68.0,69.02285714285715,72.5,0,0,766.964,344.0,12079.0,12423.0,1021.0,677.0,0.08452686480668929,0.054495693471786205,3.8685714285714288,3.824858757062147,0.7098857142857142,0.03868571428571432,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.55172413793103,73.75,0,0,770.818,113.0,4034.0,4147.0,566.0,453.0,0.14030738720872582,0.10923559199421268,7.810344827586207,7.677966101694915,0.7150000000000001,0.07810344827586202,59,59,44,15,0.7457627118644068,1.0,0.6220385597107273,69.0,70.96610169491525,75.0,0,0,771.657,116.0,4187.0,4303.0,213.0,97.0,0.05087174588010509,0.022542412270508946,1.6440677966101696,1.6440677966101696,0.7293220338983052,0.016440677966101602,True,True,True
current,hazard50_max660_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_max660_else_logit_thresh55_edge15,0.5,660.0,logit_thresh55_edge15,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.46232876712328,72.0,0,0,772.2335,573.0,19991.0,20564.0,1709.0,1136.0,0.08548846981141514,0.055242170783894186,3.8904109589041096,3.8508474576271188,0.7042465753424657,0.038904109589041114,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,71.5,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.62068965517241,71.0,0,0,771.7515,113.0,3980.0,4093.0,620.0,507.0,0.15577889447236182,0.1238700219887613,8.741379310344827,8.59322033898305,0.7056896551724138,0.08741379310344832,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,69.84745762711864,72.0,0,0,774.221,115.0,4121.0,4236.0,179.0,64.0,0.04343605920892987,0.015108593012275733,1.0847457627118644,1.0847457627118644,0.7179661016949153,0.010847457627118584,True,True,True
current,hazard50_max540_else_score_min60,hazard>=0.5; sec>=60; hazard_max540_else_score_min60,0.5,540.0,score_min60,295,292,221,71,0.7568493150684932,0.9898305084745763,0.7045171643411514,68.0,69.52054794520548,73.0,0,0,768.285,573.0,20300.0,20873.0,1800.0,1227.0,0.08866995073891626,0.05878407512096968,4.2020547945205475,4.159322033898305,0.7148287671232877,0.04202054794520549,177,175,131,44,0.7485714285714286,0.9887005649717514,0.6794258610309706,68.0,69.02285714285715,72.5,0,0,766.964,344.0,12079.0,12423.0,1021.0,677.0,0.08452686480668929,0.054495693471786205,3.8685714285714288,3.824858757062147,0.7098857142857142,0.03868571428571432,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.55172413793103,73.75,0,0,770.818,113.0,4034.0,4147.0,566.0,453.0,0.14030738720872582,0.10923559199421268,7.810344827586207,7.677966101694915,0.7150000000000001,0.07810344827586202,59,59,44,15,0.7457627118644068,1.0,0.6220385597107273,69.0,70.96610169491525,75.0,0,0,771.657,116.0,4187.0,4303.0,213.0,97.0,0.05087174588010509,0.022542412270508946,1.6440677966101696,1.6440677966101696,0.7293220338983052,0.016440677966101602,True,True,True
current,hazard50_max540_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_max540_else_logit_thresh55_edge15,0.5,540.0,logit_thresh55_edge15,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.46232876712328,72.0,0,0,772.2335,573.0,19991.0,20564.0,1709.0,1136.0,0.08548846981141514,0.055242170783894186,3.8904109589041096,3.8508474576271188,0.7042465753424657,0.038904109589041114,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,71.5,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.62068965517241,71.0,0,0,771.7515,113.0,3980.0,4093.0,620.0,507.0,0.15577889447236182,0.1238700219887613,8.741379310344827,8.59322033898305,0.7056896551724138,0.08741379310344832,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,69.84745762711864,72.0,0,0,774.221,115.0,4121.0,4236.0,179.0,64.0,0.04343605920892987,0.015108593012275733,1.0847457627118644,1.0847457627118644,0.7179661016949153,0.010847457627118584,True,True,True
current,hazard50_max420_else_score_min60,hazard>=0.5; sec>=60; hazard_max420_else_score_min60,0.5,420.0,score_min60,295,292,221,71,0.7568493150684932,0.9898305084745763,0.7045171643411514,68.0,69.52054794520548,73.0,0,0,768.285,573.0,20300.0,20873.0,1800.0,1227.0,0.08866995073891626,0.05878407512096968,4.2020547945205475,4.159322033898305,0.7148287671232877,0.04202054794520549,177,175,131,44,0.7485714285714286,0.9887005649717514,0.6794258610309706,68.0,69.02285714285715,72.5,0,0,766.964,344.0,12079.0,12423.0,1021.0,677.0,0.08452686480668929,0.054495693471786205,3.8685714285714288,3.824858757062147,0.7098857142857142,0.03868571428571432,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.55172413793103,73.75,0,0,770.818,113.0,4034.0,4147.0,566.0,453.0,0.14030738720872582,0.10923559199421268,7.810344827586207,7.677966101694915,0.7150000000000001,0.07810344827586202,59,59,44,15,0.7457627118644068,1.0,0.6220385597107273,69.0,70.96610169491525,75.0,0,0,771.657,116.0,4187.0,4303.0,213.0,97.0,0.05087174588010509,0.022542412270508946,1.6440677966101696,1.6440677966101696,0.7293220338983052,0.016440677966101602,True,True,True
current,hazard50_max420_else_logit_thresh55_edge15,hazard>=0.5; sec>=60; hazard_max420_else_logit_thresh55_edge15,0.5,420.0,logit_thresh55_edge15,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.46232876712328,72.0,0,0,772.2335,573.0,19991.0,20564.0,1709.0,1136.0,0.08548846981141514,0.055242170783894186,3.8904109589041096,3.8508474576271188,0.7042465753424657,0.038904109589041114,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,71.5,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.62068965517241,71.0,0,0,771.7515,113.0,3980.0,4093.0,620.0,507.0,0.15577889447236182,0.1238700219887613,8.741379310344827,8.59322033898305,0.7056896551724138,0.08741379310344832,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,69.84745762711864,72.0,0,0,774.221,115.0,4121.0,4236.0,179.0,64.0,0.04343605920892987,0.015108593012275733,1.0847457627118644,1.0847457627118644,0.7179661016949153,0.010847457627118584,True,True,True
v21,hazard45_nomax_else_score_min60,hazard>=0.45; sec>=60; hazard_no_max_else_score_min60,0.45,,score_min60,221,219,162,57,0.7397260273972602,0.9909502262443439,0.6778350728003982,67.0,68.85844748858447,72.0,0,0,779.504859,424.0,15080.0,15504.0,1120.0,696.0,0.07427055702917772,0.04489164086687306,3.1780821917808217,3.1493212669683257,0.707945205479452,0.03178082191780818,132,131,93,38,0.7099236641221374,0.9924242424242424,0.6271154560889036,68.0,68.57251908396947,71.0,0,0,779.745618,255.0,8983.0,9238.0,317.0,62.0,0.03528887899365468,0.006711409395973154,0.4732824427480916,0.4696969696969697,0.7051908396946566,0.004732824427480797,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.06818181818181,71.0,0,0,779.2121585,86.0,2995.0,3081.0,505.0,419.0,0.1686143572621035,0.13599480688088283,9.522727272727273,9.522727272727273,0.7002272727272728,0.0952272727272726,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,68.5,70.5,78.0,0,0,779.4280695,83.0,3102.0,3185.0,298.0,215.0,0.09606705351386202,0.06750392464678179,4.886363636363637,4.777777777777778,0.7238636363636363,0.04886363636363644,True,True,True
v21,hazard45_nomax_else_logit_thresh55_edge15,hazard>=0.45; sec>=60; hazard_no_max_else_logit_thresh55_edge15,0.45,,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard45_max900_else_score_min60,hazard>=0.45; sec>=60; hazard_max900_else_score_min60,0.45,900.0,score_min60,221,219,162,57,0.7397260273972602,0.9909502262443439,0.6778350728003982,67.0,68.85844748858447,72.0,0,0,779.504859,424.0,15080.0,15504.0,1120.0,696.0,0.07427055702917772,0.04489164086687306,3.1780821917808217,3.1493212669683257,0.707945205479452,0.03178082191780818,132,131,93,38,0.7099236641221374,0.9924242424242424,0.6271154560889036,68.0,68.57251908396947,71.0,0,0,779.745618,255.0,8983.0,9238.0,317.0,62.0,0.03528887899365468,0.006711409395973154,0.4732824427480916,0.4696969696969697,0.7051908396946566,0.004732824427480797,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.06818181818181,71.0,0,0,779.2121585,86.0,2995.0,3081.0,505.0,419.0,0.1686143572621035,0.13599480688088283,9.522727272727273,9.522727272727273,0.7002272727272728,0.0952272727272726,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,68.5,70.5,78.0,0,0,779.4280695,83.0,3102.0,3185.0,298.0,215.0,0.09606705351386202,0.06750392464678179,4.886363636363637,4.777777777777778,0.7238636363636363,0.04886363636363644,True,True,True
v21,hazard45_max900_else_logit_thresh55_edge15,hazard>=0.45; sec>=60; hazard_max900_else_logit_thresh55_edge15,0.45,900.0,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard45_max780_else_score_min60,hazard>=0.45; sec>=60; hazard_max780_else_score_min60,0.45,780.0,score_min60,221,219,161,58,0.7351598173515982,0.9909502262443439,0.6730304328791142,67.0,69.14155251141553,72.0,0,0,779.457798,423.0,15142.0,15565.0,958.0,535.0,0.06326773213578127,0.03437198843559268,2.442922374429224,2.420814479638009,0.710730593607306,0.02442922374429224,132,131,92,39,0.7022900763358778,0.9924242424242424,0.6191346229115295,68.0,68.82442748091603,72.0,0,0,779.550778,255.0,9016.0,9271.0,184.0,-71.0,0.02040816326530612,-0.007658289289181318,-0.5419847328244275,-0.5378787878787878,0.7077099236641222,-0.005419847328244409,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.06818181818181,71.0,0,0,779.097888,86.0,2995.0,3081.0,505.0,419.0,0.1686143572621035,0.13599480688088283,9.522727272727273,9.522727272727273,0.7002272727272728,0.0952272727272726,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,69.5,71.1590909090909,78.25,0,0,779.202374,82.0,3131.0,3213.0,269.0,187.0,0.08591504311721494,0.0582010582010582,4.25,4.155555555555556,0.7302272727272728,0.04249999999999987,True,False,True
v21,hazard45_max780_else_logit_thresh55_edge15,hazard>=0.45; sec>=60; hazard_max780_else_logit_thresh55_edge15,0.45,780.0,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
v21,hazard45_max660_else_score_min60,hazard>=0.45; sec>=60; hazard_max660_else_score_min60,0.45,660.0,score_min60,221,219,161,58,0.7351598173515982,0.9909502262443439,0.6730304328791142,68.0,69.56164383561644,72.5,0,0,779.414322,423.0,15234.0,15657.0,866.0,443.0,0.056846527504266775,0.028294053777862937,2.0228310502283104,2.004524886877828,0.7149315068493151,0.02022831050228313,132,131,92,39,0.7022900763358778,0.9924242424242424,0.6191346229115295,68.0,69.12213740458016,72.0,0,0,779.504859,255.0,9055.0,9310.0,145.0,-110.0,0.01601325234676974,-0.011815252416756176,-0.8396946564885496,-0.8333333333333334,0.7106870229007634,-0.008396946564885543,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,70.0,71.88636363636364,78.25,0,0,779.189098,82.0,3163.0,3245.0,237.0,155.0,0.07492886500158077,0.04776579352850539,3.522727272727273,3.4444444444444446,0.7374999999999999,0.035227272727272774,True,False,True
v21,hazard45_max660_else_logit_thresh55_edge15,hazard>=0.45; sec>=60; hazard_max660_else_logit_thresh55_edge15,0.45,660.0,logit_thresh55_edge15,221,218,159,59,0.7293577981651376,0.9864253393665159,0.6667865949081514,67.0,68.44954128440367,71.0,0,0,779.4973125,425.0,14922.0,15347.0,978.0,553.0,0.06554081222356252,0.036033100931778195,2.536697247706422,2.502262443438914,0.7039908256880734,0.02536697247706421,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,67.0,68.26153846153846,71.0,0,0,779.7675320000001,254.0,8874.0,9128.0,326.0,72.0,0.03673653369393735,0.007887817703768623,0.5538461538461539,0.5454545454545454,0.7021538461538461,0.005538461538461603,44,44,34,10,0.7727272727272727,1.0,0.6300764193536366,66.5,67.81818181818181,70.25,0,0,779.3057875,86.0,2984.0,3070.0,416.0,330.0,0.13941018766756033,0.10749185667752444,7.5,7.5,0.6977272727272728,0.07499999999999996,45,44,33,11,0.75,0.9777777777777777,0.6055943364104085,68.0,69.63636363636364,73.75,0,0,779.189098,85.0,3064.0,3149.0,236.0,151.0,0.07702349869451697,0.04795173070816132,3.4318181818181817,3.3555555555555556,0.7156818181818182,0.0343181818181818,True,True,True
