dataset,split,model,rows,brier,logloss,side_accuracy,mean_p_yes,yes_rate
all_heartbeats,all,v28_live_surface,19021,0.14719568906947586,0.4411537473875953,0.7765627464381473,0.5078122247425724,0.4958204090216077
all_heartbeats,all,v28_avg90,19021,0.14627480367892753,0.4380780224163301,0.7762998790810157,0.5072974457148134,0.4958204090216077
all_heartbeats,all,v32_avg110_final60_exact,19021,0.14634996798161448,0.4413355875948192,0.7761421586667367,0.5069912476145157,0.4958204090216077
all_heartbeats,all,v33_antipersist3,19021,0.14619727080735515,0.44108139817200354,0.7752484096524893,0.5069106960198212,0.4958204090216077
all_heartbeats,train,v28_live_surface,11398,0.15021180768457804,0.45053443687975286,0.7742586418669942,0.5133149740047459,0.5092998771714335
all_heartbeats,train,v28_avg90,11398,0.1491926204722829,0.44744831451062284,0.7740831724864011,0.513313309553019,0.5092998771714335
all_heartbeats,train,v32_avg110_final60_exact,11398,0.14954655877638046,0.4538001002532664,0.773907703105808,0.5132522203038254,0.5092998771714335
all_heartbeats,train,v33_antipersist3,11398,0.1495432249764075,0.4540996210067746,0.7741709071766977,0.5132847106461029,0.5092998771714335
all_heartbeats,validation,v28_live_surface,3818,0.1366720507095461,0.4104850288259039,0.785751702462022,0.5210804959207964,0.5188580408590885
all_heartbeats,validation,v28_avg90,3818,0.13619576019406116,0.4078126452381387,0.785751702462022,0.5205872725290001,0.5188580408590885
all_heartbeats,validation,v32_avg110_final60_exact,3818,0.13601740650460276,0.40697079771709804,0.785751702462022,0.5200953604766811,0.5188580408590885
all_heartbeats,validation,v33_antipersist3,3818,0.13537996167719218,0.4049275807442162,0.787061288632792,0.5199449668990239,0.5188580408590885
all_heartbeats,holdout,v28_live_surface,3805,0.1487204016274989,0.44382708999913917,0.7742444152431012,0.4780149591844347,0.4323258869908016
all_heartbeats,holdout,v28_avg90,3805,0.14764786864990137,0.44037779134552535,0.7734559789750328,0.47594149964268956,0.4323258869908016
all_heartbeats,holdout,v32_avg110_final60_exact,3805,0.1471423406072355,0.43847993778461114,0.7731931668856767,0.4750874185421114,0.4323258869908016
all_heartbeats,holdout,v33_antipersist3,3805,0.14702862445784223,0.43836223156716037,0.766622864651774,0.4747383267879797,0.4323258869908016
minute_bucket,all,v28_live_surface,4898,0.15081637420193264,0.4510374295628187,0.7676602694977542,0.507484784390018,0.4963250306247448
minute_bucket,all,v28_avg90,4898,0.14958008118933838,0.4463610481309747,0.7674561045324623,0.5070648571412746,0.4963250306247448
minute_bucket,all,v32_avg110_final60_exact,4898,0.14934782139035715,0.44527531166629936,0.7674561045324623,0.5068351574143115,0.4963250306247448
minute_bucket,all,v33_antipersist3,4898,0.14914682448488126,0.44470178181343295,0.7670477746018783,0.5067306231335399,0.4963250306247448
minute_bucket,train,v28_live_surface,2938,0.15367327731389033,0.45997936075678325,0.765146358066712,0.512482868239483,0.5098706603131382
minute_bucket,train,v28_avg90,2938,0.15219464200167915,0.4546499090224425,0.765146358066712,0.5125337480998546,0.5098706603131382
minute_bucket,train,v32_avg110_final60_exact,2938,0.15219721388921814,0.4545750821821977,0.765146358066712,0.5126078232826634,0.5098706603131382
minute_bucket,train,v33_antipersist3,2938,0.1521941539870563,0.45457160495142185,0.7658270932607216,0.5126501167330053,0.5098706603131382
minute_bucket,validation,v28_live_surface,982,0.140475025497193,0.4210097007520474,0.7759674134419552,0.5201243025717217,0.5183299389002036
minute_bucket,validation,v28_avg90,982,0.1398632573398406,0.41760584350858687,0.7759674134419552,0.519853165861462,0.5183299389002036
minute_bucket,validation,v32_avg110_final60_exact,982,0.13955792430113886,0.4159302951996375,0.7759674134419552,0.5193289521548895,0.5183299389002036
minute_bucket,validation,v33_antipersist3,982,0.13869214739777053,0.4133342475375738,0.7780040733197556,0.5191786018993139,0.5183299389002036
minute_bucket,holdout,v28_live_surface,978,0.15261762480021762,0.45432560527274646,0.7668711656441718,0.4797788772282995,0.4335378323108384
minute_bucket,holdout,v28_avg90,978,0.15148227071239526,0.4503333770062844,0.7658486707566462,0.47779520397201874,0.4335378323108384
minute_bucket,holdout,v32_avg110_final60_exact,978,0.1506179275048345,0.4468030012312816,0.7658486707566462,0.47694865561833477,0.4335378323108384
minute_bucket,holdout,v33_antipersist3,978,0.15048980896560965,0.4465477718742531,0.7597137014314929,0.4764490409830081,0.4335378323108384
