dataset,candidate,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask
current,logit55_edge10_control,ask,ask<=95,35,32,3,0.9142857142857143,164.0,4.685714285714286,85.0
current,logit55_edge10_control,time,sec<=300,9,7,2,0.7777777777777778,-6.0,-0.6666666666666666,76.0
current,logit55_edge10_control,time,sec<=600,57,42,15,0.7368421052631579,98.0,1.719298245614035,68.0
current,logit55_edge10_control,time,sec<=900,222,168,54,0.7567567567567568,1117.0,5.031531531531532,68.0
current,logit55_edge10_control,score,p<=0.60,99,69,30,0.696969696969697,547.0,5.525252525252525,63.0
current,logit55_edge10_control,score,p<=0.70,124,92,32,0.7419354838709677,454.0,3.661290322580645,68.0
current,logit55_edge10_control,score,p<=0.80,50,43,7,0.86,252.0,5.04,79.5
current,logit55_edge10_control,score,p<=0.90,14,12,2,0.8571428571428571,-49.0,-3.5,88.0
current,logit55_edge10_control,score,p>0.90,1,1,0,1.0,5.0,5.0,94.0
current,logit55_edge10_control,edge,edge<=-5,230,180,50,0.782608695652174,1459.0,6.343478260869565,68.0
current,logit55_edge10_control,edge,edge<=0,50,32,18,0.64,-262.0,-5.24,66.0
current,logit55_edge10_control,edge,edge<=5,6,4,2,0.6666666666666666,27.0,4.5,56.0
current,logit55_edge10_control,edge,edge>5,2,1,1,0.5,-15.0,-7.5,55.5
current,logit60_edge10_control,split,holdout,57,41,16,0.7192982456140351,-216.0,-3.789473684210526,72.0
current,logit60_edge10_control,split,train,170,136,34,0.8,752.0,4.423529411764706,72.0
current,logit60_edge10_control,split,validation,56,44,12,0.7857142857142857,205.0,3.6607142857142856,73.0
current,logit60_edge10_control,side,no,137,108,29,0.7883211678832117,544.0,3.9708029197080292,72.0
current,logit60_edge10_control,side,yes,146,113,33,0.773972602739726,197.0,1.3493150684931507,72.0
current,logit60_edge10_control,hour,0,9,7,2,0.7777777777777778,24.0,2.6666666666666665,72.0
current,logit60_edge10_control,hour,1,8,7,1,0.875,84.0,10.5,74.0
current,logit60_edge10_control,hour,10,12,11,1,0.9166666666666666,217.0,18.083333333333332,71.0
current,logit60_edge10_control,hour,11,12,8,4,0.6666666666666666,-110.0,-9.166666666666666,72.0
current,logit60_edge10_control,hour,12,12,11,1,0.9166666666666666,194.0,16.166666666666668,72.5
current,logit60_edge10_control,hour,13,12,8,4,0.6666666666666666,-143.0,-11.916666666666666,76.5
current,logit60_edge10_control,hour,14,11,8,3,0.7272727272727273,-61.0,-5.545454545454546,76.0
current,logit60_edge10_control,hour,15,11,8,3,0.7272727272727273,-30.0,-2.727272727272727,69.0
current,logit60_edge10_control,hour,16,8,5,3,0.625,-128.0,-16.0,74.5
current,logit60_edge10_control,hour,17,12,10,2,0.8333333333333334,147.0,12.25,69.0
current,logit60_edge10_control,hour,18,12,9,3,0.75,3.0,0.25,74.0
current,logit60_edge10_control,hour,19,11,10,1,0.9090909090909091,194.0,17.636363636363637,69.0
current,logit60_edge10_control,hour,2,13,8,5,0.6153846153846154,-131.0,-10.076923076923077,68.0
current,logit60_edge10_control,hour,20,12,11,1,0.9166666666666666,157.0,13.083333333333334,78.5
current,logit60_edge10_control,hour,21,12,10,2,0.8333333333333334,94.0,7.833333333333333,72.0
current,logit60_edge10_control,hour,22,12,10,2,0.8333333333333334,63.0,5.25,73.5
current,logit60_edge10_control,hour,23,12,10,2,0.8333333333333334,99.0,8.25,70.5
current,logit60_edge10_control,hour,3,16,13,3,0.8125,51.0,3.1875,74.0
current,logit60_edge10_control,hour,4,15,12,3,0.8,71.0,4.733333333333333,73.0
current,logit60_edge10_control,hour,5,16,11,5,0.6875,-72.0,-4.5,69.5
current,logit60_edge10_control,hour,6,12,11,1,0.9166666666666666,183.0,15.25,71.0
current,logit60_edge10_control,hour,7,12,9,3,0.75,-7.0,-0.5833333333333334,74.0
current,logit60_edge10_control,hour,8,10,6,4,0.6,-143.0,-14.3,70.0
current,logit60_edge10_control,hour,9,11,8,3,0.7272727272727273,-15.0,-1.3636363636363635,72.0
current,logit60_edge10_control,ask,ask<=60,6,4,2,0.6666666666666666,48.0,8.0,57.0
current,logit60_edge10_control,ask,ask<=70,114,81,33,0.7105263157894737,211.0,1.8508771929824561,68.0
current,logit60_edge10_control,ask,ask<=80,105,83,22,0.7904761904761904,273.0,2.6,74.0
current,logit60_edge10_control,ask,ask<=95,58,53,5,0.9137931034482759,209.0,3.603448275862069,85.0
current,logit60_edge10_control,time,sec<=300,18,17,1,0.9444444444444444,205.0,11.38888888888889,86.0
current,logit60_edge10_control,time,sec<=600,73,56,17,0.7671232876712328,-47.0,-0.6438356164383562,74.0
current,logit60_edge10_control,time,sec<=900,192,148,44,0.7708333333333334,583.0,3.0364583333333335,71.0
current,logit60_edge10_control,score,p<=0.70,179,131,48,0.7318435754189944,420.0,2.346368715083799,69.0
current,logit60_edge10_control,score,p<=0.80,73,62,11,0.8493150684931506,321.0,4.397260273972603,79.0
current,logit60_edge10_control,score,p<=0.90,26,23,3,0.8846153846153846,-27.0,-1.0384615384615385,88.5
current,logit60_edge10_control,score,p>0.90,5,5,0,1.0,27.0,5.4,94.0
current,logit60_edge10_control,edge,edge<=-5,212,169,43,0.7971698113207547,791.0,3.731132075471698,72.0
current,logit60_edge10_control,edge,edge<=0,62,46,16,0.7419354838709677,-69.0,-1.1129032258064515,72.0
current,logit60_edge10_control,edge,edge<=5,7,5,2,0.7142857142857143,34.0,4.857142857142857,67.0
current,logit60_edge10_control,edge,edge>5,2,1,1,0.5,-15.0,-7.5,55.5
current,logit60_edge15_control,split,holdout,58,43,15,0.7413793103448276,-61.0,-1.0517241379310345,72.0
current,logit60_edge15_control,split,train,172,135,37,0.7848837209302325,632.0,3.6744186046511627,72.0
current,logit60_edge15_control,split,validation,57,44,13,0.7719298245614035,168.0,2.9473684210526314,72.0
current,logit60_edge15_control,side,no,140,109,31,0.7785714285714286,474.0,3.3857142857142857,73.0
current,logit60_edge15_control,side,yes,147,113,34,0.7687074829931972,265.0,1.8027210884353742,72.0
current,logit60_edge15_control,hour,0,9,7,2,0.7777777777777778,26.0,2.888888888888889,72.0
current,logit60_edge15_control,hour,1,8,7,1,0.875,85.0,10.625,73.5
current,logit60_edge15_control,hour,10,12,11,1,0.9166666666666666,185.0,15.416666666666666,74.5
current,logit60_edge15_control,hour,11,12,9,3,0.75,-5.0,-0.4166666666666667,72.5
current,logit60_edge15_control,hour,12,12,11,1,0.9166666666666666,198.0,16.5,71.5
current,logit60_edge15_control,hour,13,12,8,4,0.6666666666666666,-110.0,-9.166666666666666,72.5
current,logit60_edge15_control,hour,14,11,8,3,0.7272727272727273,-20.0,-1.8181818181818181,73.0
current,logit60_edge15_control,hour,15,11,8,3,0.7272727272727273,-20.0,-1.8181818181818181,69.0
current,logit60_edge15_control,hour,16,8,6,2,0.75,-20.0,-2.5,74.5
current,logit60_edge15_control,hour,17,12,10,2,0.8333333333333334,137.0,11.416666666666666,69.5
current,logit60_edge15_control,hour,18,12,9,3,0.75,30.0,2.5,73.0
current,logit60_edge15_control,hour,19,11,10,1,0.9090909090909091,198.0,18.0,71.0
current,logit60_edge15_control,hour,2,14,9,5,0.6428571428571429,-122.0,-8.714285714285714,71.0
current,logit60_edge15_control,hour,20,12,10,2,0.8333333333333334,109.0,9.083333333333334,73.0
current,logit60_edge15_control,hour,21,12,10,2,0.8333333333333334,83.0,6.916666666666667,73.0
current,logit60_edge15_control,hour,22,12,10,2,0.8333333333333334,74.0,6.166666666666667,72.5
current,logit60_edge15_control,hour,23,12,10,2,0.8333333333333334,100.0,8.333333333333334,72.0
current,logit60_edge15_control,hour,3,16,12,4,0.75,-17.0,-1.0625,71.5
current,logit60_edge15_control,hour,4,16,13,3,0.8125,94.0,5.875,74.0
current,logit60_edge15_control,hour,5,16,11,5,0.6875,-48.0,-3.0,69.5
current,logit60_edge15_control,hour,6,12,11,1,0.9166666666666666,219.0,18.25,70.5
current,logit60_edge15_control,hour,7,12,9,3,0.75,-16.0,-1.3333333333333333,74.0
current,logit60_edge15_control,hour,8,11,5,6,0.45454545454545453,-326.0,-29.636363636363637,73.0
current,logit60_edge15_control,hour,9,12,8,4,0.6666666666666666,-95.0,-7.916666666666667,72.5
current,logit60_edge15_control,ask,ask<=60,5,3,2,0.6,9.0,1.8,55.0
current,logit60_edge15_control,ask,ask<=70,108,78,30,0.7222222222222222,299.0,2.7685185185185186,68.0
current,logit60_edge15_control,ask,ask<=80,137,108,29,0.7883211678832117,351.0,2.562043795620438,74.0
current,logit60_edge15_control,ask,ask<=95,37,33,4,0.8918918918918919,80.0,2.1621621621621623,85.0
current,logit60_edge15_control,time,sec<=300,9,9,0,1.0,114.0,12.666666666666666,88.0
current,logit60_edge15_control,time,sec<=600,72,55,17,0.7638888888888888,-3.0,-0.041666666666666664,74.0
current,logit60_edge15_control,time,sec<=900,206,158,48,0.7669902912621359,628.0,3.0485436893203883,71.5
current,logit60_edge15_control,score,p<=0.70,218,167,51,0.7660550458715596,943.0,4.325688073394495,70.0
current,logit60_edge15_control,score,p<=0.80,54,41,13,0.7592592592592593,-259.0,-4.796296296296297,79.5
current,logit60_edge15_control,score,p<=0.90,12,11,1,0.9166666666666666,37.0,3.0833333333333335,88.5
