rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.270000000000003,6.18,8,2,-7.13,-16.369999999999997,-1.77,6,2,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-25.7,5.7500000000000036,7,3,-9.92,-13.28,-2.5,2,7,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND entry_to_exit_loss_cents>=10,6,0.11320754716981132,-25.730000000000004,5.719999999999999,5,1,-6.760000000000001,-16.47,-2.5,5,0,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=90,5,0.09433962264150944,-25.730002,5.719998000000004,4,1,-11.709999999999999,-10.750002,-3.27,0,5,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-25.89,5.560000000000002,3,0,-11.709999999999999,-10.909999999999998,-3.27,0,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=50,7,0.1320754716981132,-26.020000000000003,5.43,6,1,-7.11,-16.369999999999997,-2.54,4,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-26.07,5.380000000000003,6,1,-8.889999999999999,-15.409999999999998,-1.77,4,1,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=4,5,0.09433962264150944,-26.12,5.330000000000002,5,0,-7.11,-16.47,-2.54,4,0,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=100,8,0.1509433962264151,-26.39,5.060000000000002,7,1,-7.799999999999999,-15.319999999999999,-3.27,5,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=100,4,0.07547169811320754,-26.410002000000002,5.039998000000001,3,1,-10.91,-12.230001999999999,-3.27,1,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-26.42,5.030000000000001,5,0,-8.18,-16.47,-1.77,3,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=0,11,0.20754716981132076,-26.48,4.970000000000002,7,4,-8.340000000000002,-16.369999999999997,-1.77,7,2,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-26.48,4.970000000000002,6,0,-7.799999999999999,-15.409999999999998,-3.27,5,1,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-26.64,4.810000000000002,6,2,-8.69,-15.409999999999998,-2.54,6,1,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=12,7,0.1320754716981132,-26.66,4.790000000000003,6,1,-8.42,-16.47,-1.77,5,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_sigma_t_dollars>=75,7,0.1320754716981132,-26.679181999999997,4.7708180000000056,6,1,-8.339179999999999,-15.790002,-2.5500000000000003,4,2,1,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND entry_to_exit_loss_cents>=20,13,0.24528301886792453,-26.830002,4.6199980000000025,7,6,-10.680000000000001,-12.880002,-3.27,5,8,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=4,6,0.11320754716981132,-26.84,4.610000000000003,5,1,-8.889999999999999,-15.409999999999998,-2.54,4,1,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8,13,0.24528301886792453,-26.880000000000003,4.57,8,5,-8.74,-16.369999999999997,-1.77,9,2,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND position_seconds<=180,13,0.24528301886792453,-26.880000000000003,4.57,8,5,-8.74,-16.369999999999997,-1.77,9,2,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=180,9,0.16981132075471697,-26.919179999999997,4.530820000000006,7,2,-8.679179999999999,-16.47,-1.77,7,0,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=300,12,0.22641509433962265,-26.989182,4.460818000000003,8,4,-9.58918,-14.130002,-3.27,7,5,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.6,7,0.1320754716981132,-26.990000000000002,4.460000000000001,5,2,-8.31,-15.409999999999998,-3.27,6,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND fair_minus_exit_bid_cents>=0,7,0.1320754716981132,-26.990000000000002,4.460000000000001,6,1,-8.4,-15.319999999999999,-3.27,4,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-27.020000000000003,4.43,6,2,-8.11,-16.369999999999997,-2.54,5,2,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND position_seconds<=45,22,0.41509433962264153,-27.029999999999994,4.420000000000009,15,7,-9.06,-15.69,-2.2800000000000002,13,3,6,True,True
suppress_collapse_exit_if_exit_exit_bid_cents<=45 AND exit_sigma_t_dollars>=75,3,0.05660377358490566,-27.09,4.360000000000003,2,1,-11.709999999999999,-12.110000000000001,-3.27,0,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-27.21,4.240000000000002,6,4,-8.340000000000002,-16.369999999999997,-2.5,7,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=10,6,0.11320754716981132,-27.33,4.1200000000000045,5,1,-9.09,-16.47,-1.77,4,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=300,10,0.18867924528301888,-27.389182,4.060818000000001,7,3,-8.52918,-15.590002,-3.27,6,4,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=500,10,0.18867924528301888,-27.389182,4.060818000000001,7,3,-8.52918,-15.590002,-3.27,6,4,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=15 AND exit_sigma_t_dollars>=100,7,0.1320754716981132,-27.439999999999998,4.010000000000005,6,1,-7.799999999999999,-16.369999999999997,-3.27,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND entry_to_exit_loss_cents>=10,3,0.05660377358490566,-27.450000000000003,4.0,3,0,-7.710000000000001,-16.47,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents<=0,5,0.09433962264150944,-27.470001999999997,3.9799980000000055,4,1,-11.45,-13.470002,-2.5500000000000003,3,1,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND exit_btc_age_ms>=500,14,0.2641509433962264,-27.479999999999993,3.9700000000000095,9,5,-10.37,-15.88,-1.2299999999999998,4,5,5,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-27.480000000000004,3.969999999999999,3,0,-8.8,-15.409999999999998,-3.27,2,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100,9,0.16981132075471697,-27.53,3.9200000000000017,7,2,-8.94,-15.319999999999999,-3.27,6,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=100,9,0.16981132075471697,-27.53,3.9200000000000017,7,2,-8.94,-15.319999999999999,-3.27,6,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND position_seconds<=180,9,0.16981132075471697,-27.53,3.9200000000000017,7,2,-8.94,-15.319999999999999,-3.27,6,3,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=100,7,0.1320754716981132,-27.630000000000003,3.8200000000000003,6,1,-8.94,-15.42,-3.27,6,1,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND fair_minus_exit_bid_cents>=15,5,0.09433962264150944,-27.650000000000002,3.8000000000000007,3,2,-8.8,-15.58,-3.27,2,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=180,3,0.05660377358490566,-27.840002000000002,3.609998000000001,2,1,-11.709999999999999,-12.860002,-3.27,0,3,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_btc_age_ms>=500,15,0.2830188679245283,-28.009999999999994,3.4400000000000084,9,6,-10.37,-16.41,-1.2299999999999998,4,6,5,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_p_hold>=0.7,7,0.1320754716981132,-28.129179999999998,3.3208200000000048,6,1,-9.88918,-16.47,-1.77,5,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-28.14,3.3100000000000023,4,1,-9.899999999999999,-16.47,-1.77,3,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-28.14,3.3100000000000023,4,1,-9.899999999999999,-16.47,-1.77,3,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=4,3,0.05660377358490566,-28.17,3.280000000000001,3,0,-9.16,-16.47,-2.54,2,0,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.65,4,0.07547169811320754,-28.17,3.280000000000001,3,1,-9.49,-15.409999999999998,-3.27,3,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=0,8,0.1509433962264151,-28.200000000000003,3.25,5,3,-9.290000000000001,-16.369999999999997,-2.54,5,2,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=10,4,0.07547169811320754,-28.21,3.240000000000002,3,1,-11.709999999999999,-13.229999999999999,-3.27,0,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents>=10,6,0.11320754716981132,-28.230000000000004,3.219999999999999,5,1,-9.54,-15.42,-3.27,5,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=12 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.25,3.200000000000003,5,1,-8.61,-16.369999999999997,-3.27,4,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=75,6,0.11320754716981132,-28.270000000000003,3.1799999999999997,5,1,-10.129999999999999,-16.369999999999997,-1.77,2,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=100,6,0.11320754716981132,-28.270002,3.179998000000001,4,2,-10.429999999999998,-14.570002,-3.27,4,2,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-28.310000000000002,3.1400000000000006,4,0,-9.629999999999999,-15.409999999999998,-3.27,3,1,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND position_seconds<=45,18,0.33962264150943394,-28.479999999999993,2.9700000000000095,12,6,-9.78,-15.69,-3.01,10,3,5,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND fair_minus_exit_bid_cents>=5,5,0.09433962264150944,-28.51,2.9400000000000013,4,1,-9.92,-15.319999999999999,-3.27,2,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-28.520000000000003,2.9299999999999997,4,0,-8.78,-16.47,-3.27,4,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4,10,0.18867924528301888,-28.6,2.8500000000000014,6,4,-9.69,-16.369999999999997,-2.54,7,2,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND position_seconds<=180,10,0.18867924528301888,-28.6,2.8500000000000014,6,4,-9.69,-16.369999999999997,-2.54,7,2,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.61,2.8400000000000034,5,1,-9.919999999999998,-15.42,-3.27,5,1,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.68,2.770000000000003,5,1,-8.94,-16.47,-3.27,6,0,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=500 AND entry_to_exit_loss_cents>=10,15,0.2830188679245283,-28.769999999999992,2.6800000000000104,8,7,-10.399999999999999,-16.41,-1.9599999999999997,5,6,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=90,8,0.1509433962264151,-28.86918,2.580820000000003,6,2,-10.629179999999998,-16.47,-1.77,6,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=4,4,0.07547169811320754,-28.909999999999997,2.5400000000000063,3,1,-9.899999999999999,-16.47,-2.54,3,0,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=4,4,0.07547169811320754,-28.909999999999997,2.5400000000000063,3,1,-9.899999999999999,-16.47,-2.54,3,0,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=5,7,0.1320754716981132,-28.93,2.520000000000003,4,3,-9.290000000000001,-16.369999999999997,-3.27,5,2,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_p_hold>=0.7,6,0.11320754716981132,-28.93918,2.5108200000000025,5,1,-10.699179999999998,-16.47,-1.77,4,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_sigma_t_dollars>=75,5,0.09433962264150944,-28.939999999999998,2.510000000000005,3,2,-10.729999999999999,-14.94,-3.27,1,4,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=10,5,0.09433962264150944,-29.01,2.4400000000000013,3,2,-10.33,-15.409999999999998,-3.27,4,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=10,5,0.09433962264150944,-29.01,2.4400000000000013,3,2,-10.33,-15.409999999999998,-3.27,4,1,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND fair_minus_exit_bid_cents>=5,3,0.05660377358490566,-29.060000000000002,2.3900000000000006,3,0,-10.09,-16.47,-2.5,2,0,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.18,2.270000000000003,5,2,-10.589999999999998,-15.319999999999999,-3.27,4,3,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=0,3,0.05660377358490566,-29.18,2.270000000000003,2,1,-10.499999999999998,-15.409999999999998,-3.27,2,1,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=100,5,0.09433962264150944,-29.21,2.240000000000002,4,1,-10.52,-15.42,-3.27,4,1,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=45,6,0.11320754716981132,-29.22,2.230000000000004,5,1,-10.98,-16.47,-1.77,4,0,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=800,3,0.05660377358490566,-29.23,2.2200000000000024,3,0,-11.709999999999999,-16.47,-1.05,0,0,3,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=45,3,0.05660377358490566,-29.23,2.2200000000000024,3,0,-11.709999999999999,-16.47,-1.05,0,0,3,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=90,3,0.05660377358490566,-29.23,2.2200000000000024,3,0,-11.709999999999999,-16.47,-1.05,0,0,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents<=10,5,0.09433962264150944,-29.250000000000004,2.1999999999999993,4,1,-11.11,-16.369999999999997,-1.77,1,2,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=0 AND position_seconds>=90,3,0.05660377358490566,-29.28,2.1700000000000017,2,1,-10.6,-15.409999999999998,-3.27,2,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND position_seconds>=90,3,0.05660377358490566,-29.28,2.1700000000000017,2,1,-10.6,-15.409999999999998,-3.27,2,1,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.35,2.1000000000000014,3,0,-11.11,-16.47,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.35,2.1000000000000014,3,0,-11.11,-16.47,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.35,2.1000000000000014,3,0,-11.11,-16.47,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.35,2.1000000000000014,3,0,-11.11,-16.47,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.35,2.1000000000000014,3,0,-11.11,-16.47,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.35,2.1000000000000014,3,0,-11.11,-16.47,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.35,2.1000000000000014,3,0,-11.11,-16.47,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.35,2.1000000000000014,3,0,-11.11,-16.47,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-29.37,2.080000000000002,3,0,-9.629999999999999,-16.47,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=0,3,0.05660377358490566,-29.400000000000002,2.0500000000000007,2,1,-9.76,-16.369999999999997,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=0 AND exit_sigma_t_dollars>=50,3,0.05660377358490566,-29.400000000000002,2.0500000000000007,2,1,-9.76,-16.369999999999997,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-29.42,2.030000000000001,2,1,-10.749999999999998,-15.4,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.53,1.9200000000000017,4,3,-9.889999999999999,-16.369999999999997,-3.27,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.53,1.9200000000000017,4,3,-9.889999999999999,-16.369999999999997,-3.27,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_btc_age_ms>=500,7,0.1320754716981132,-29.540000000000003,1.9100000000000001,4,3,-11.299999999999999,-16.47,-1.77,5,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-29.770000000000003,1.6799999999999997,3,1,-10.129999999999999,-16.369999999999997,-3.27,2,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=10 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-29.770000000000003,1.6799999999999997,3,1,-10.129999999999999,-16.369999999999997,-3.27,2,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=75,4,0.07547169811320754,-30.020000000000003,1.4299999999999997,3,1,-11.11,-16.369999999999997,-2.54,1,2,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND entry_to_exit_loss_cents<=10,6,0.11320754716981132,-30.310000000000006,1.139999999999997,4,2,-11.11,-16.369999999999997,-2.8299999999999996,1,2,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-30.37,1.0800000000000018,2,1,-10.729999999999999,-16.369999999999997,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND fair_minus_exit_bid_cents<=0,4,0.07547169811320754,-30.62,0.8300000000000018,3,1,-11.6,-16.47,-2.5500000000000003,3,0,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-30.750000000000004,0.6999999999999993,2,1,-11.11,-16.369999999999997,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-30.750000000000004,0.6999999999999993,2,1,-11.11,-16.369999999999997,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150,3,0.05660377358490566,-30.930000000000003,0.5199999999999996,2,1,-11.19,-16.47,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-30.930000000000003,0.5199999999999996,2,1,-11.19,-16.47,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-30.930000000000003,0.5199999999999996,2,1,-11.19,-16.47,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-30.930000000000003,0.5199999999999996,2,1,-11.19,-16.47,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-30.930000000000003,0.5199999999999996,2,1,-11.19,-16.47,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-30.930000000000003,0.5199999999999996,2,1,-11.19,-16.47,-3.27,3,0,0,True,True
