model,split,bin,rows,mean_pred,realized,error
v28_live_surface,validation,"[0.850,0.900]",297,0.8762562772489667,0.9158249158249159,-0.03956863857594917
v28_live_surface,validation,"[0.900,0.950]",364,0.9251898129708297,0.9532967032967034,-0.028106890325873657
v28_live_surface,validation,"[0.950,0.975]",280,0.9637538738674923,0.9571428571428572,0.006611016724635155
v28_live_surface,validation,"[0.975,1.000]",938,0.9929795706440876,0.997867803837953,-0.004888233193865443
v28_live_surface,holdout,"[0.500,0.550]",772,0.5241293466401051,0.5246113989637305,-0.00048205232362541484
v28_live_surface,holdout,"[0.550,0.600]",549,0.5724183705342918,0.692167577413479,-0.11974920687918722
v28_live_surface,holdout,"[0.600,0.650]",422,0.6227605101125879,0.7014218009478673,-0.0786612908352794
v28_live_surface,holdout,"[0.650,0.700]",328,0.6722228045728412,0.7134146341463414,-0.041191829573500205
v28_live_surface,holdout,"[0.700,0.750]",322,0.726720953003335,0.8043478260869565,-0.0776268730836216
v28_live_surface,holdout,"[0.750,0.800]",226,0.7748798218092245,0.7831858407079646,-0.008306018898740053
v28_live_surface,holdout,"[0.800,0.850]",182,0.8254914540843625,0.9065934065934066,-0.08110195250904406
v28_live_surface,holdout,"[0.850,0.900]",250,0.8754241154380822,0.968,-0.09257588456191779
v28_live_surface,holdout,"[0.900,0.950]",321,0.9294554908976024,0.9283489096573209,0.0011065812402815123
v28_live_surface,holdout,"[0.950,0.975]",269,0.963496653305446,0.9628252788104089,0.0006713744950370693
v28_live_surface,holdout,"[0.975,1.000]",666,0.9933254824094894,0.993993993993994,-0.0006685115845046496
v28_avg60,all,"[0.500,0.550]",3317,0.5246569173051722,0.5360265299969852,-0.011369612691813025
v28_avg60,all,"[0.550,0.600]",2602,0.5735461259749881,0.6156802459646425,-0.04213411998965444
v28_avg60,all,"[0.600,0.650]",1992,0.6236573139689279,0.6907630522088354,-0.06710573823990751
v28_avg60,all,"[0.650,0.700]",1528,0.6745917765471684,0.6982984293193717,-0.023706652772203296
v28_avg60,all,"[0.700,0.750]",1255,0.7245548416136045,0.7402390438247012,-0.015684202211096676
v28_avg60,all,"[0.750,0.800]",1266,0.7755326727387549,0.7938388625592417,-0.018306189820486818
v28_avg60,all,"[0.800,0.850]",1091,0.8246795082371785,0.8588450962419798,-0.034165588004801295
v28_avg60,all,"[0.850,0.900]",1375,0.874877919157691,0.9178181818181819,-0.04294026266049089
v28_avg60,all,"[0.900,0.950]",1629,0.9269404149359168,0.9404542664211173,-0.013513851485200457
v28_avg60,all,"[0.950,0.975]",1224,0.963057981264429,0.9428104575163399,0.020247523748089136
v28_avg60,all,"[0.975,1.000]",4166,0.994140804606836,0.9923187710033605,0.001822033603475437
v28_avg60,train,"[0.500,0.550]",2069,0.5245798233126793,0.5345577573707105,-0.009977934058031268
v28_avg60,train,"[0.550,0.600]",1650,0.5732378015797238,0.6060606060606061,-0.03282280448088226
v28_avg60,train,"[0.600,0.650]",1247,0.623475970036299,0.6952686447473937,-0.07179267471109474
v28_avg60,train,"[0.650,0.700]",903,0.6744210081624059,0.7131782945736435,-0.038757286411237546
v28_avg60,train,"[0.700,0.750]",767,0.7238884315010069,0.7392438070404173,-0.015355375539410354
v28_avg60,train,"[0.750,0.800]",727,0.7754963222489203,0.7881705639614855,-0.01267424171256526
v28_avg60,train,"[0.800,0.850]",655,0.825563670161365,0.8778625954198473,-0.05229892525848234
v28_avg60,train,"[0.850,0.900]",849,0.8742889273960176,0.9022379269729093,-0.027948999576891675
v28_avg60,train,"[0.900,0.950]",985,0.9272006497657269,0.9431472081218274,-0.015946558356100482
v28_avg60,train,"[0.950,0.975]",670,0.962932902619145,0.9402985074626866,0.022634395156458376
v28_avg60,train,"[0.975,1.000]",2331,0.9942201357953098,0.9897039897039897,0.004516146091320117
v28_avg60,validation,"[0.500,0.550]",499,0.5253570882391064,0.561122244488978,-0.03576515624987153
v28_avg60,validation,"[0.550,0.600]",431,0.5753564897304283,0.5939675174013921,-0.018611027670963787
v28_avg60,validation,"[0.600,0.650]",335,0.6241067189543309,0.6388059701492538,-0.01469925119492288
v28_avg60,validation,"[0.650,0.700]",307,0.6765520986651057,0.6547231270358306,0.021828971629275107
v28_avg60,validation,"[0.700,0.750]",204,0.7233690377156786,0.6764705882352942,0.04689844948038446
v28_avg60,validation,"[0.750,0.800]",285,0.7773105694649804,0.7929824561403509,-0.01567188667537045
v28_avg60,validation,"[0.800,0.850]",252,0.8224540006293803,0.8214285714285714,0.0010254292008089472
v28_avg60,validation,"[0.850,0.900]",297,0.8754509746511774,0.9393939393939394,-0.06394296474276207
v28_avg60,validation,"[0.900,0.950]",346,0.9250969164430054,0.9421965317919075,-0.017099615348902142
v28_avg60,validation,"[0.950,0.975]",275,0.9630018722413485,0.9418181818181818,0.0211836904231667
v28_avg60,validation,"[0.975,1.000]",1054,0.9941571310080642,0.9962049335863378,-0.0020478025782735276
v28_avg60,holdout,"[0.500,0.550]",749,0.5244034088598242,0.5233644859813084,0.0010389228785158133
v28_avg60,holdout,"[0.550,0.600]",521,0.5730249522198854,0.6641074856046065,-0.09108253338472116
v28_avg60,holdout,"[0.600,0.650]",410,0.6238416681491182,0.7195121951219512,-0.09567052697283296
v28_avg60,holdout,"[0.650,0.700]",318,0.6731841820856399,0.6981132075471698,-0.024929025461529863
v28_avg60,holdout,"[0.700,0.750]",284,0.7272063928514193,0.7887323943661971,-0.06152600151477783
v28_avg60,holdout,"[0.750,0.800]",254,0.7736418311605477,0.8110236220472441,-0.03738179088669635
v28_avg60,holdout,"[0.800,0.850]",184,0.8245800618068688,0.842391304347826,-0.01781124254095723
v28_avg60,holdout,"[0.850,0.900]",229,0.8763183406602899,0.9475982532751092,-0.07127991261481925
v28_avg60,holdout,"[0.900,0.950]",298,0.9282206806110324,0.9295302013422819,-0.0013095207312495694
v28_avg60,holdout,"[0.950,0.975]",279,0.9634136539299746,0.9498207885304659,0.013592865399508658
v28_avg60,holdout,"[0.975,1.000]",781,0.9938819966334356,0.9948783610755442,-0.0009963644421085993
v28_avg30,all,"[0.500,0.550]",3384,0.5246425146588779,0.5348699763593381,-0.010227461700460183
v28_avg30,all,"[0.550,0.600]",2653,0.5735256567905552,0.6257067470787787,-0.052181090288223486
v28_avg30,all,"[0.600,0.650]",2012,0.6231281070173369,0.6883697813121272,-0.06524167429479033
v28_avg30,all,"[0.650,0.700]",1561,0.6743163478590599,0.7040358744394619,-0.029719526580402
v28_avg30,all,"[0.700,0.750]",1292,0.7251887217363903,0.7476780185758514,-0.022489296839461104
v28_avg30,all,"[0.750,0.800]",1288,0.7757709287269233,0.8004658385093167,-0.024694909782393415
v28_avg30,all,"[0.800,0.850]",1087,0.8256895635461744,0.8785648574057038,-0.05287529385952938
v28_avg30,all,"[0.850,0.900]",1368,0.8748020497808688,0.918859649122807,-0.0440575993419382
v28_avg30,all,"[0.900,0.950]",1682,0.9269575763152638,0.9423305588585018,-0.015372982543238045
v28_avg30,all,"[0.950,0.975]",1202,0.9633198612738639,0.9500831946755408,0.013236666598323121
v28_avg30,all,"[0.975,1.000]",3916,0.9938114088492843,0.992849846782431,0.0009615620668532721
v28_avg30,train,"[0.500,0.550]",2110,0.5245472875242521,0.5322274881516588,-0.007680200627406708
v28_avg30,train,"[0.550,0.600]",1675,0.573089072039662,0.6161194029850746,-0.04303033094541264
v28_avg30,train,"[0.600,0.650]",1275,0.6230425015593962,0.6909803921568628,-0.06793789059746658
v28_avg30,train,"[0.650,0.700]",927,0.6746991082681872,0.7195253505933118,-0.044826242325124555
v28_avg30,train,"[0.700,0.750]",766,0.7246988819747971,0.7571801566579635,-0.032481274683166306
v28_avg30,train,"[0.750,0.800]",743,0.7754791621671241,0.7900403768506057,-0.014561214683481594
v28_avg30,train,"[0.800,0.850]",669,0.8265021620873018,0.8923766816143498,-0.06587451952704804
v28_avg30,train,"[0.850,0.900]",835,0.874087298239357,0.9029940119760479,-0.028906713736690848
v28_avg30,train,"[0.900,0.950]",1007,0.92667114645113,0.9473684210526315,-0.020697274601501503
v28_avg30,train,"[0.950,0.975]",658,0.963090061657954,0.9452887537993921,0.01780130785856182
v28_avg30,train,"[0.975,1.000]",2188,0.9938293696037309,0.9904021937842779,0.0034271758194530655
v28_avg30,validation,"[0.500,0.550]",515,0.5255803902164868,0.5631067961165048,-0.03752640590001799
v28_avg30,validation,"[0.550,0.600]",442,0.576214027777826,0.6018099547511312,-0.02559592697330515
v28_avg30,validation,"[0.600,0.650]",327,0.6240244571305629,0.6483180428134556,-0.02429358568289275
v28_avg30,validation,"[0.650,0.700]",309,0.6758235049404681,0.6504854368932039,0.02533806804726413
v28_avg30,validation,"[0.700,0.750]",218,0.7241356924893628,0.6697247706422018,0.05441092184716101
v28_avg30,validation,"[0.750,0.800]",309,0.7774130204855243,0.8155339805825242,-0.038120960096999945
v28_avg30,validation,"[0.800,0.850]",239,0.8243474760426078,0.8410041841004184,-0.01665670805781061
v28_avg30,validation,"[0.850,0.900]",288,0.8753995276169734,0.9340277777777778,-0.05862825016080442
v28_avg30,validation,"[0.900,0.950]",369,0.9255807012589043,0.94579945799458,-0.020218756735675636
v28_avg30,validation,"[0.950,0.975]",265,0.9636691758560227,0.9471698113207547,0.016499364535268013
v28_avg30,validation,"[0.975,1.000]",1004,0.9936873723738519,0.9970119521912351,-0.003324579817383211
v28_avg30,holdout,"[0.500,0.550]",759,0.5242708721580771,0.5230566534914362,0.0012142186666409538
v28_avg30,holdout,"[0.550,0.600]",536,0.5726730811961012,0.6753731343283582,-0.10270005313225705
v28_avg30,holdout,"[0.600,0.650]",410,0.6226794252413599,0.7121951219512195,-0.0895156967098596
v28_avg30,holdout,"[0.650,0.700]",325,0.6717916388208558,0.7107692307692308,-0.03897759194837502
v28_avg30,holdout,"[0.700,0.750]",308,0.7271522854806515,0.7792207792207793,-0.052068493740127786
v28_avg30,holdout,"[0.750,0.800]",236,0.7745394719494793,0.8135593220338984,-0.039019850084419105
v28_avg30,holdout,"[0.800,0.850]",179,0.8244444824810254,0.8770949720670391,-0.052650489586013705
v28_avg30,holdout,"[0.850,0.900]",245,0.8765356984354161,0.9551020408163265,-0.07856634238091043
v28_avg30,holdout,"[0.900,0.950]",306,0.929560523272713,0.9215686274509803,0.007991895821732653
v28_avg30,holdout,"[0.950,0.975]",279,0.9635300397075435,0.96415770609319,-0.0006276663856464859
v28_avg30,holdout,"[0.975,1.000]",724,0.9939291360462527,0.994475138121547,-0.0005460020752943162
v28_avg45,all,"[0.500,0.550]",3355,0.524684397716552,0.5350223546944859,-0.010337956977933938
v28_avg45,all,"[0.550,0.600]",2628,0.5736491170596383,0.6206240487062404,-0.04697493164660216
v28_avg45,all,"[0.600,0.650]",1999,0.6234646816774491,0.6903451725862931,-0.06688049090884407
v28_avg45,all,"[0.650,0.700]",1535,0.674331437844865,0.7022801302931596,-0.027948692448294565
v28_avg45,all,"[0.700,0.750]",1279,0.7246786203003504,0.743549648162627,-0.01887102786227668
v28_avg45,all,"[0.750,0.800]",1265,0.7755741546341719,0.7960474308300395,-0.020473276195867585
v28_avg45,all,"[0.800,0.850]",1104,0.8250556311861492,0.865036231884058,-0.039980600697908764
v28_avg45,all,"[0.850,0.900]",1365,0.8748324625066091,0.9223443223443224,-0.04751185983771333
v28_avg45,all,"[0.900,0.950]",1651,0.9269021352677501,0.9388249545729861,-0.011922819305235977
v28_avg45,all,"[0.950,0.975]",1207,0.9630719220163237,0.947804473902237,0.015267448114086757
v28_avg45,all,"[0.975,1.000]",4057,0.9939651472870813,0.9926053734286419,0.0013597738584394392
v28_avg45,train,"[0.500,0.550]",2094,0.5246181474877123,0.5324737344794651,-0.007855586991752816
v28_avg45,train,"[0.550,0.600]",1662,0.5733089187908725,0.6119133574007221,-0.03860443860984952
v28_avg45,train,"[0.600,0.650]",1259,0.6233643205457453,0.6926131850675139,-0.0692488645217686
v28_avg45,train,"[0.650,0.700]",912,0.6746077593171215,0.7192982456140351,-0.044690486296913634
v28_avg45,train,"[0.700,0.750]",764,0.7240861963736501,0.7447643979057592,-0.020678201532109086
v28_avg45,train,"[0.750,0.800]",733,0.7754353996540551,0.791268758526603,-0.015833358872547998
v28_avg45,train,"[0.800,0.850]",669,0.8259594943141959,0.8804185351270553,-0.05445904081285935
v28_avg45,train,"[0.850,0.900]",835,0.8741800903101534,0.9065868263473054,-0.03240673603715194
v28_avg45,train,"[0.900,0.950]",993,0.926733071068847,0.9425981873111783,-0.015865116242331334
v28_avg45,train,"[0.950,0.975]",663,0.9629218690831759,0.9441930618401206,0.018728807243055257
v28_avg45,train,"[0.975,1.000]",2269,0.9940088902960721,0.990304098721904,0.0037047915741681425
v28_avg45,validation,"[0.500,0.550]",507,0.5254651470676964,0.5641025641025641,-0.03863741703486767
v28_avg45,validation,"[0.550,0.600]",436,0.575785660788266,0.5894495412844036,-0.013663880496137648
v28_avg45,validation,"[0.600,0.650]",330,0.6239731845905238,0.6515151515151515,-0.027541966924627737
v28_avg45,validation,"[0.650,0.700]",306,0.6756179723452836,0.6535947712418301,0.02202320110345357
v28_avg45,validation,"[0.700,0.750]",216,0.7235851410634155,0.6759259259259259,0.04765921513748961
v28_avg45,validation,"[0.750,0.800]",291,0.7773761564501663,0.8041237113402062,-0.026747554890039882
v28_avg45,validation,"[0.800,0.850]",248,0.8230341623643738,0.8266129032258065,-0.0035787408614327276
v28_avg45,validation,"[0.850,0.900]",294,0.8751285261568236,0.9421768707482994,-0.0670483445914758
v28_avg45,validation,"[0.900,0.950]",361,0.9256419533157949,0.9390581717451524,-0.013416218429357474
v28_avg45,validation,"[0.950,0.975]",266,0.9634933220324245,0.9473684210526315,0.016124900979793022
v28_avg45,validation,"[0.975,1.000]",1030,0.9939703573792888,0.996116504854369,-0.002146147475080129
v28_avg45,holdout,"[0.500,0.550]",754,0.5243434004462075,0.5225464190981433,0.001796981348064275
v28_avg45,holdout,"[0.550,0.600]",530,0.5729583179219154,0.6735849056603773,-0.10062658773846189
v28_avg45,holdout,"[0.600,0.650]",410,0.6233635809542794,0.7146341463414634,-0.09127056538718403
v28_avg45,holdout,"[0.650,0.700]",317,0.6722945774668647,0.7003154574132492,-0.02802087994638447
v28_avg45,holdout,"[0.700,0.750]",299,0.726982310585223,0.7892976588628763,-0.06231534827765328
v28_avg45,holdout,"[0.750,0.800]",241,0.7738203159286585,0.8008298755186722,-0.02700955959001372
v28_avg45,holdout,"[0.800,0.850]",187,0.8245029030318014,0.8609625668449198,-0.03645966381311838
v28_avg45,holdout,"[0.850,0.900]",236,0.8767718187391391,0.9533898305084746,-0.07661801176933547
v28_avg45,holdout,"[0.900,0.950]",297,0.9289991266285809,0.9259259259259259,0.0030732007026549324
v28_avg45,holdout,"[0.950,0.975]",278,0.96302657198177,0.9568345323741008,0.006192039607669231
v28_avg45,holdout,"[0.975,1.000]",758,0.9938271271256383,0.9947229551451188,-0.0008958280194805157
v28_avg75,all,"[0.500,0.550]",3290,0.5247106038798249,0.5334346504559271,-0.008724046576102151
v28_avg75,all,"[0.550,0.600]",2577,0.5736526799129182,0.6135040745052387,-0.039851394592320455
v28_avg75,all,"[0.600,0.650]",1978,0.6237618953006203,0.69211324570273,-0.06835135040210971
v28_avg75,all,"[0.650,0.700]",1514,0.6745899649334176,0.6935270805812418,-0.018937115647824188
v28_avg75,all,"[0.700,0.750]",1255,0.7243574807673218,0.7458167330677291,-0.02145925230040735
v28_avg75,all,"[0.750,0.800]",1245,0.7758910488116261,0.7831325301204819,-0.007241481308855824
v28_avg75,all,"[0.800,0.850]",1070,0.8240937645478126,0.8542056074766355,-0.030111842928822963
v28_avg75,all,"[0.850,0.900]",1376,0.874677901704671,0.9164244186046512,-0.04174651689998021
v28_avg75,all,"[0.900,0.950]",1630,0.9265952402219023,0.9404907975460123,-0.013895557324109964
v28_avg75,all,"[0.950,0.975]",1246,0.9632441840711817,0.9373996789727127,0.02584450509846903
v28_avg75,all,"[0.975,1.000]",4264,0.9943112725193942,0.9922607879924953,0.0020504845268989325
v28_avg75,train,"[0.500,0.550]",2052,0.5246340146908078,0.5316764132553606,-0.007042398564552799
v28_avg75,train,"[0.550,0.600]",1637,0.5733844129214555,0.6053756872327428,-0.03199127431128734
v28_avg75,train,"[0.600,0.650]",1232,0.6235433713856038,0.6939935064935064,-0.07045013510790266
v28_avg75,train,"[0.650,0.700]",899,0.6743643312375276,0.7119021134593994,-0.03753778222187176
v28_avg75,train,"[0.700,0.750]",769,0.7237688568168282,0.7386215864759428,-0.01485272965911455
v28_avg75,train,"[0.750,0.800]",713,0.7759436373421051,0.7840112201963534,-0.008067582854248245
v28_avg75,train,"[0.800,0.850]",630,0.8246874779664832,0.8714285714285714,-0.04674109346208821
v28_avg75,train,"[0.850,0.900]",858,0.8737541357241492,0.8997668997668997,-0.026012764042750547
v28_avg75,train,"[0.900,0.950]",981,0.9265584556944529,0.9439347604485219,-0.017376304754068927
v28_avg75,train,"[0.950,0.975]",689,0.9628862282555548,0.9332365747460087,0.02964965350954607
v28_avg75,train,"[0.975,1.000]",2393,0.9943536620841819,0.9895528625156708,0.004800799568511094
v28_avg75,validation,"[0.500,0.550]",495,0.5253727535809595,0.5595959595959596,-0.034223206015000174
v28_avg75,validation,"[0.550,0.600]",425,0.5754600690917195,0.5858823529411765,-0.010422283849456981
v28_avg75,validation,"[0.600,0.650]",333,0.6240563468673446,0.6456456456456456,-0.02158929877830107
v28_avg75,validation,"[0.650,0.700]",305,0.6764161107979839,0.6491803278688525,0.027235782929131425
v28_avg75,validation,"[0.700,0.750]",204,0.7224832512706102,0.7058823529411765,0.016600898329433678
v28_avg75,validation,"[0.750,0.800]",277,0.7775940981909341,0.7617328519855595,0.015861246205374546
v28_avg75,validation,"[0.800,0.850]",255,0.8221970477177645,0.8235294117647058,-0.00133236404694137
v28_avg75,validation,"[0.850,0.900]",293,0.8756283078625826,0.9419795221843004,-0.06635121432171776
v28_avg75,validation,"[0.900,0.950]",356,0.9255929777941538,0.9382022471910112,-0.012609269396857359
v28_avg75,validation,"[0.950,0.975]",266,0.9636877877675923,0.9398496240601504,0.02383816370744196
v28_avg75,validation,"[0.975,1.000]",1076,0.9943607016371091,0.9962825278810409,-0.001921826243931779
v28_avg75,holdout,"[0.500,0.550]",743,0.5244809900356809,0.5208613728129206,0.003619617222760385
v28_avg75,holdout,"[0.550,0.600]",515,0.5730138695518193,0.6621359223300971,-0.08912205277827778
v28_avg75,holdout,"[0.600,0.650]",413,0.6241763483068701,0.7239709443099274,-0.09979459600305729
v28_avg75,holdout,"[0.650,0.700]",310,0.67344761075249,0.6838709677419355,-0.01042335698944541
v28_avg75,holdout,"[0.700,0.750]",282,0.727318454651218,0.7943262411347518,-0.06700778648353378
v28_avg75,holdout,"[0.750,0.800]",255,0.7738940280261366,0.803921568627451,-0.030027540601314406
v28_avg75,holdout,"[0.800,0.850]",185,0.8246863231310542,0.8378378378378378,-0.013151514706783662
v28_avg75,holdout,"[0.850,0.900]",225,0.8769628892914255,0.9466666666666667,-0.06970377737524114
v28_avg75,holdout,"[0.900,0.950]",293,0.9279361652925726,0.931740614334471,-0.003804449041898361
v28_avg75,holdout,"[0.950,0.975]",291,0.9636862217815647,0.9450171821305842,0.018669039650980546
v28_avg75,holdout,"[0.975,1.000]",795,0.9941167769732339,0.9949685534591195,-0.0008517764858856358
v28_avg90,all,"[0.500,0.550]",3253,0.5246798024619962,0.5315093759606517,-0.006829573498655539
v28_avg90,all,"[0.550,0.600]",2561,0.5736229508383225,0.6126513080827801,-0.039028357244457634
v28_avg90,all,"[0.600,0.650]",1967,0.6238929496054059,0.6903914590747331,-0.06649850946932723
v28_avg90,all,"[0.650,0.700]",1513,0.6748642593773558,0.6906807666886979,-0.0158165073113421
v28_avg90,all,"[0.700,0.750]",1230,0.7242169917481256,0.7471544715447155,-0.022937479796589888
v28_avg90,all,"[0.750,0.800]",1232,0.7758726069354122,0.7824675324675324,-0.006594925532120266
v28_avg90,all,"[0.800,0.850]",1072,0.8237199357569516,0.8423507462686567,-0.01863081051170512
v28_avg90,all,"[0.850,0.900]",1365,0.8746751518106878,0.9113553113553113,-0.03668015954462356
v28_avg90,all,"[0.900,0.950]",1626,0.9262975049528345,0.939729397293973,-0.013431892341138507
v28_avg90,all,"[0.950,0.975]",1256,0.9631931177585342,0.9355095541401274,0.027683563618406848
v28_avg90,all,"[0.975,1.000]",4370,0.9943687042728075,0.9922196796338673,0.002149024638940289
v28_avg90,train,"[0.500,0.550]",2029,0.5246042753437716,0.5303104977821587,-0.005706222438387032
v28_avg90,train,"[0.550,0.600]",1633,0.5734795076941496,0.605021432945499,-0.03154192525134947
v28_avg90,train,"[0.600,0.650]",1223,0.6238687934131681,0.6941946034341783,-0.07032581002101013
v28_avg90,train,"[0.650,0.700]",889,0.6746225542173337,0.7097862767154106,-0.035163722498076866
v28_avg90,train,"[0.700,0.750]",760,0.7234474221237032,0.7315789473684211,-0.008131525244717941
v28_avg90,train,"[0.750,0.800]",707,0.7760086388581008,0.7835926449787836,-0.007584006120682774
v28_avg90,train,"[0.800,0.850]",622,0.8239208899370771,0.8617363344051447,-0.037815444468067616
v28_avg90,train,"[0.850,0.900]",864,0.8738968108172043,0.8946759259259259,-0.020779115108721657
v28_avg90,train,"[0.900,0.950]",973,0.9263422847434543,0.9434737923946557,-0.017131507651201416
v28_avg90,train,"[0.950,0.975]",705,0.9629467675212585,0.9333333333333333,0.02961343418792517
v28_avg90,train,"[0.975,1.000]",2448,0.9944644898494392,0.9893790849673203,0.005085404882118949
v28_avg90,validation,"[0.500,0.550]",487,0.5251884939570076,0.5564681724845996,-0.03127967852759195
v28_avg90,validation,"[0.550,0.600]",417,0.5749101428256097,0.5851318944844125,-0.010221751658802791
v28_avg90,validation,"[0.600,0.650]",334,0.6233853125111166,0.6317365269461078,-0.008351214434991205
v28_avg90,validation,"[0.650,0.700]",310,0.6764135782134135,0.6516129032258065,0.024800674987607074
v28_avg90,validation,"[0.700,0.750]",204,0.7225420072676555,0.7352941176470589,-0.01275211037940338
v28_avg90,validation,"[0.750,0.800]",264,0.7778402158834885,0.7537878787878788,0.02405233709560972
v28_avg90,validation,"[0.800,0.850]",257,0.8220502548242367,0.8093385214007782,0.012711733423458438
v28_avg90,validation,"[0.850,0.900]",287,0.8749126341782713,0.9372822299651568,-0.0623695957868855
v28_avg90,validation,"[0.900,0.950]",356,0.9247654655014113,0.9325842696629213,-0.00781880416151004
v28_avg90,validation,"[0.950,0.975]",265,0.9632443882684891,0.939622641509434,0.02362174675905515
v28_avg90,validation,"[0.975,1.000]",1104,0.9943755962094812,0.9963768115942029,-0.002001215384721644
v28_avg90,holdout,"[0.500,0.550]",737,0.5245515959013545,0.5183175033921302,0.006234092509224243
v28_avg90,holdout,"[0.550,0.600]",511,0.5730309422194101,0.6594911937377691,-0.08646025151835901
v28_avg90,holdout,"[0.600,0.650]",410,0.6243785442702819,0.7268292682926829,-0.10245072402240096
v28_avg90,holdout,"[0.650,0.700]",314,0.6740189951992724,0.6751592356687898,-0.0011402404695173285
v28_avg90,holdout,"[0.700,0.750]",266,0.7277003366675875,0.8007518796992481,-0.07305154303166062
v28_avg90,holdout,"[0.750,0.800]",261,0.7735138968525263,0.8084291187739464,-0.03491522192142016
v28_avg90,holdout,"[0.800,0.850]",193,0.8252956585531669,0.8238341968911918,0.0014614616619751386
v28_avg90,holdout,"[0.850,0.900]",214,0.8774991199362635,0.9439252336448598,-0.0664261137085963
v28_avg90,holdout,"[0.900,0.950]",297,0.9279871861260123,0.936026936026936,-0.00803974990092371
v28_avg90,holdout,"[0.950,0.975]",286,0.9637528738149731,0.9370629370629371,0.026689936752036014
v28_avg90,holdout,"[0.975,1.000]",818,0.9940727485397011,0.9951100244498777,-0.0010372759101766604
v30_avg60_exact_var,all,"[0.500,0.550]",3303,0.5246419083399817,0.535270965788677,-0.010629057448695245
v30_avg60_exact_var,all,"[0.550,0.600]",2586,0.5734919373725129,0.6156225831399845,-0.04213064576747161
v30_avg60_exact_var,all,"[0.600,0.650]",1992,0.6236362608220012,0.6897590361445783,-0.06612277532257715
v30_avg60_exact_var,all,"[0.650,0.700]",1518,0.674623723749155,0.6982872200263505,-0.02366349627719544
v30_avg60_exact_var,all,"[0.700,0.750]",1252,0.7245245013728918,0.737220447284345,-0.012695945911453177
v30_avg60_exact_var,all,"[0.750,0.800]",1251,0.7755685255975794,0.7929656274980016,-0.017397101900422207
v30_avg60_exact_var,all,"[0.800,0.850]",1070,0.8246456776214494,0.8579439252336448,-0.033298247612195464
v30_avg60_exact_var,all,"[0.850,0.900]",1351,0.874980785489261,0.9148778682457439,-0.03989708275648296
v30_avg60_exact_var,all,"[0.900,0.950]",1598,0.9268951346020141,0.9386733416770964,-0.011778207075082259
