rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=100,8,0.1509433962264151,-26.65,5.060000000000002,7,1,-7.84,-15.54,-3.27,5,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-26.68,5.030000000000001,5,0,-8.22,-16.69,-1.77,3,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=100,4,0.07547169811320754,-26.690002,5.019998000000001,3,1,-10.9,-12.520002000000002,-3.27,1,3,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-26.740000000000002,4.969999999999999,6,0,-7.84,-15.629999999999999,-3.27,5,1,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_sigma_t_dollars>=75,7,0.1320754716981132,-26.769181999999997,4.940818000000004,6,1,-8.32918,-15.890001999999999,-2.5500000000000003,4,2,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND entry_to_exit_loss_cents>=10,7,0.1320754716981132,-26.810000000000002,4.899999999999999,5,2,-7.620000000000002,-16.69,-2.5,6,0,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=0,11,0.20754716981132076,-26.9,4.810000000000002,7,4,-8.540000000000001,-16.59,-1.77,7,2,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-27.060000000000002,4.649999999999999,6,2,-8.89,-15.629999999999999,-2.54,6,1,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=12,7,0.1320754716981132,-27.07,4.640000000000001,6,1,-8.61,-16.69,-1.77,5,0,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=300,12,0.22641509433962265,-27.079182000000003,4.630817999999998,8,4,-9.57918,-14.230001999999999,-3.27,7,5,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND position_seconds<=45,22,0.41509433962264153,-27.159999999999997,4.550000000000004,15,7,-9.190000000000001,-15.69,-2.2800000000000002,13,3,6,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=4,6,0.11320754716981132,-27.18,4.530000000000001,5,1,-9.01,-15.629999999999999,-2.54,4,1,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND fair_minus_exit_bid_cents>=0,7,0.1320754716981132,-27.25,4.460000000000001,6,1,-8.44,-15.54,-3.27,4,3,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=180,9,0.16981132075471697,-27.32918,4.38082,7,2,-8.86918,-16.69,-1.77,7,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=300,10,0.18867924528301888,-27.329182000000003,4.380817999999998,7,3,-8.659180000000001,-15.400001999999999,-3.27,6,4,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=500,10,0.18867924528301888,-27.329182000000003,4.380817999999998,7,3,-8.659180000000001,-15.400001999999999,-3.27,6,4,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents<=45 AND exit_sigma_t_dollars>=75,3,0.05660377358490566,-27.35,4.359999999999999,2,1,-11.749999999999998,-12.330000000000002,-3.27,0,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-27.36,4.350000000000001,6,2,-8.23,-16.59,-2.54,5,2,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8,13,0.24528301886792453,-27.380000000000003,4.329999999999998,8,5,-9.02,-16.59,-1.77,9,2,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND position_seconds<=180,13,0.24528301886792453,-27.380000000000003,4.329999999999998,8,5,-9.02,-16.59,-1.77,9,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.6,7,0.1320754716981132,-27.410000000000004,4.299999999999997,5,2,-8.51,-15.629999999999999,-3.27,6,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents<=0,5,0.09433962264150944,-27.610001999999998,4.099998000000003,4,1,-11.37,-13.690002,-2.5500000000000003,3,1,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-27.630000000000003,4.079999999999998,6,4,-8.540000000000001,-16.59,-2.5,7,2,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=15 AND exit_sigma_t_dollars>=100,7,0.1320754716981132,-27.7,4.010000000000002,6,1,-7.84,-16.59,-3.27,5,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100,9,0.16981132075471697,-27.72,3.990000000000002,7,2,-8.91,-15.54,-3.27,6,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=100,9,0.16981132075471697,-27.72,3.990000000000002,7,2,-8.91,-15.54,-3.27,6,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND position_seconds<=180,9,0.16981132075471697,-27.72,3.990000000000002,7,2,-8.91,-15.54,-3.27,6,3,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=10,6,0.11320754716981132,-27.740000000000002,3.969999999999999,5,1,-9.28,-16.69,-1.77,4,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-27.740000000000002,3.969999999999999,3,0,-8.84,-15.629999999999999,-3.27,2,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND exit_btc_age_ms>=500,14,0.2641509433962264,-27.809999999999995,3.9000000000000057,9,5,-10.41,-16.17,-1.2299999999999998,4,5,5,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=100,7,0.1320754716981132,-27.82,3.8900000000000006,6,1,-8.91,-15.64,-3.27,6,1,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND fair_minus_exit_bid_cents>=15,5,0.09433962264150944,-27.91,3.8000000000000007,3,2,-8.84,-15.8,-3.27,2,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=180,3,0.05660377358490566,-27.980002,3.729998000000002,2,1,-11.749999999999998,-12.960002,-3.27,0,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=10,4,0.07547169811320754,-28.35,3.3599999999999994,3,1,-11.749999999999998,-13.330000000000002,-3.27,0,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents>=10,6,0.11320754716981132,-28.419999999999998,3.2900000000000027,5,1,-9.51,-15.64,-3.27,5,1,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=4,3,0.05660377358490566,-28.43,3.280000000000001,3,0,-9.2,-16.69,-2.54,2,0,1,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_p_hold>=0.7,7,0.1320754716981132,-28.459180000000003,3.2508199999999974,6,1,-9.999179999999999,-16.69,-1.77,5,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-28.48,3.2300000000000004,4,1,-10.02,-16.69,-1.77,3,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-28.48,3.2300000000000004,4,1,-10.02,-16.69,-1.77,3,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=100,6,0.11320754716981132,-28.480002000000002,3.2299979999999984,4,2,-10.49,-14.720002000000001,-3.27,4,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=12 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.509999999999998,3.200000000000003,5,1,-8.65,-16.59,-3.27,4,2,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.65,4,0.07547169811320754,-28.51,3.1999999999999993,3,1,-9.610000000000001,-15.629999999999999,-3.27,3,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=75,6,0.11320754716981132,-28.53,3.1799999999999997,5,1,-10.17,-16.59,-1.77,2,2,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND entry_to_exit_loss_cents>=10,4,0.07547169811320754,-28.53,3.1799999999999997,3,1,-8.57,-16.69,-3.27,4,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND entry_to_exit_loss_cents<=10,4,0.07547169811320754,-28.55,3.16,4,0,-11.15,-15.629999999999999,-1.77,1,1,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-28.57,3.1400000000000006,4,0,-9.67,-15.629999999999999,-3.27,3,1,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND position_seconds<=45,18,0.33962264150943394,-28.609999999999992,3.1000000000000085,12,6,-9.91,-15.69,-3.01,10,3,5,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=0,8,0.1509433962264151,-28.62,3.09,5,3,-9.49,-16.59,-2.54,5,2,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND fair_minus_exit_bid_cents>=5,5,0.09433962264150944,-28.77,2.9400000000000013,4,1,-9.959999999999999,-15.54,-3.27,2,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-28.78,2.9299999999999997,4,0,-8.82,-16.69,-3.27,4,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.799999999999997,2.9100000000000037,5,1,-9.89,-15.64,-3.27,5,1,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-28.869999999999997,2.8400000000000034,5,1,-8.91,-16.69,-3.27,6,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4,10,0.18867924528301888,-29.1,2.6099999999999994,6,4,-9.97,-16.59,-2.54,7,2,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND position_seconds<=180,10,0.18867924528301888,-29.1,2.6099999999999994,6,4,-9.97,-16.59,-2.54,7,2,1,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_p_hold>=0.7,6,0.11320754716981132,-29.19918,2.5108200000000025,5,1,-10.73918,-16.69,-1.77,4,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_sigma_t_dollars>=75,5,0.09433962264150944,-29.2,2.5100000000000016,3,2,-10.77,-15.16,-3.27,1,4,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=4,4,0.07547169811320754,-29.25,2.460000000000001,3,1,-10.02,-16.69,-2.54,3,0,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=4,4,0.07547169811320754,-29.25,2.460000000000001,3,1,-10.02,-16.69,-2.54,3,0,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=90,8,0.1509433962264151,-29.27918,2.4308200000000006,6,2,-10.81918,-16.69,-1.77,6,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=5,7,0.1320754716981132,-29.35,2.3599999999999994,4,3,-9.49,-16.59,-3.27,5,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.37,2.34,5,2,-10.56,-15.54,-3.27,4,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND fair_minus_exit_bid_cents>=5,3,0.05660377358490566,-29.39,2.3200000000000003,3,0,-10.2,-16.69,-2.5,2,0,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=100,5,0.09433962264150944,-29.4,2.3100000000000023,4,1,-10.489999999999998,-15.64,-3.27,4,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=10,5,0.09433962264150944,-29.43,2.280000000000001,3,2,-10.53,-15.629999999999999,-3.27,4,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=10,5,0.09433962264150944,-29.43,2.280000000000001,3,2,-10.53,-15.629999999999999,-3.27,4,1,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=800,3,0.05660377358490566,-29.49,2.2200000000000024,3,0,-11.749999999999998,-16.69,-1.05,0,0,3,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=45,3,0.05660377358490566,-29.49,2.2200000000000024,3,0,-11.749999999999998,-16.69,-1.05,0,0,3,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=90,3,0.05660377358490566,-29.49,2.2200000000000024,3,0,-11.749999999999998,-16.69,-1.05,0,0,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents<=10,5,0.09433962264150944,-29.51,2.1999999999999993,4,1,-11.15,-16.59,-1.77,1,2,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=0,3,0.05660377358490566,-29.520000000000003,2.1899999999999977,2,1,-10.62,-15.629999999999999,-3.27,2,1,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=45,6,0.11320754716981132,-29.55,2.16,5,1,-11.09,-16.69,-1.77,4,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.61,2.1000000000000014,3,0,-11.15,-16.69,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.61,2.1000000000000014,3,0,-11.15,-16.69,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.61,2.1000000000000014,3,0,-11.15,-16.69,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.61,2.1000000000000014,3,0,-11.15,-16.69,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.61,2.1000000000000014,3,0,-11.15,-16.69,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.61,2.1000000000000014,3,0,-11.15,-16.69,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_fair_drawdown_cents<=8,3,0.05660377358490566,-29.61,2.1000000000000014,3,0,-11.15,-16.69,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.61,2.1000000000000014,3,0,-11.15,-16.69,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.61,2.1000000000000014,3,0,-11.15,-16.69,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-29.61,2.1000000000000014,3,0,-11.15,-16.69,-1.77,1,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=0 AND position_seconds>=90,3,0.05660377358490566,-29.62,2.09,2,1,-10.72,-15.629999999999999,-3.27,2,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND position_seconds>=90,3,0.05660377358490566,-29.62,2.09,2,1,-10.72,-15.629999999999999,-3.27,2,1,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-29.630000000000003,2.0799999999999983,3,0,-9.67,-16.69,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=0,3,0.05660377358490566,-29.66,2.0500000000000007,2,1,-9.799999999999999,-16.59,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=0 AND exit_sigma_t_dollars>=50,3,0.05660377358490566,-29.66,2.0500000000000007,2,1,-9.799999999999999,-16.59,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-29.68,2.030000000000001,2,1,-10.790000000000001,-15.620000000000001,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.950000000000003,1.759999999999998,4,3,-10.09,-16.59,-3.27,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_btc_age_ms<=500,7,0.1320754716981132,-29.950000000000003,1.759999999999998,4,3,-10.09,-16.59,-3.27,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_btc_age_ms>=500,7,0.1320754716981132,-29.96,1.75,4,3,-11.5,-16.69,-1.77,5,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-30.03,1.6799999999999997,3,1,-10.17,-16.59,-3.27,2,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=10 AND exit_sigma_t_dollars>=100,4,0.07547169811320754,-30.03,1.6799999999999997,3,1,-10.17,-16.59,-3.27,2,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=75,4,0.07547169811320754,-30.28,1.4299999999999997,3,1,-11.15,-16.59,-2.54,1,2,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND entry_to_exit_loss_cents<=10,6,0.11320754716981132,-30.570000000000004,1.139999999999997,4,2,-11.15,-16.59,-2.8299999999999996,1,2,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-30.63,1.0800000000000018,2,1,-10.77,-16.59,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND fair_minus_exit_bid_cents<=0,4,0.07547169811320754,-30.9,0.8100000000000023,3,1,-11.66,-16.69,-2.5500000000000003,3,0,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=100,3,0.05660377358490566,-31.01,0.6999999999999993,2,1,-11.15,-16.59,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents<=10,3,0.05660377358490566,-31.01,0.6999999999999993,2,1,-11.15,-16.59,-3.27,1,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150,3,0.05660377358490566,-31.12,0.5899999999999999,2,1,-11.159999999999998,-16.69,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-31.12,0.5899999999999999,2,1,-11.159999999999998,-16.69,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-31.12,0.5899999999999999,2,1,-11.159999999999998,-16.69,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-31.12,0.5899999999999999,2,1,-11.159999999999998,-16.69,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-31.12,0.5899999999999999,2,1,-11.159999999999998,-16.69,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=150,3,0.05660377358490566,-31.12,0.5899999999999999,2,1,-11.159999999999998,-16.69,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150 AND exit_btc_age_ms<=500,3,0.05660377358490566,-31.12,0.5899999999999999,2,1,-11.159999999999998,-16.69,-3.27,3,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150 AND position_seconds<=45,3,0.05660377358490566,-31.12,0.5899999999999999,2,1,-11.159999999999998,-16.69,-3.27,3,0,0,True,True
