dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,median_ask,median_seconds_to_close,positive_net,coverage_pass
v21,book_margin_window360_780,5,20,20,1.0,16,4,0.8,158.0,0.10957004160887657,68.0,749.4816525,True,True
v21,book_margin_window360_780,6,20,20,1.0,16,4,0.8,128.0,0.08695652173913043,69.0,779.4168385,True,True
v21,book_margin_window360_780,7,20,20,1.0,15,5,0.75,82.0,0.05782792665726375,67.0,719.63513,True,True
v21,book_margin_window360_780,8,20,20,1.0,11,9,0.55,-268.0,-0.195906432748538,65.0,779.266826,False,True
v21,book_margin_window360_780,9,20,20,1.0,15,5,0.75,71.0,0.0496850944716585,67.5,719.6126730000001,True,True
v21,book_margin_window360_780,10,20,18,0.9,13,5,0.7222222222222222,-7.0,-0.005355776587605203,71.0,710.327001,False,True
v21,book_margin_window360_780,11,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,599.629771,True,True
v21,book_margin_window480_780,0,20,19,0.95,16,3,0.8421052631578947,213.0,0.15356885364095169,70.0,779.096396,True,True
v21,book_margin_window480_780,1,20,19,0.95,11,8,0.5789473684210527,-302.0,-0.21540656205420827,71.0,779.45898,False,True
v21,book_margin_window480_780,2,20,19,0.95,12,7,0.631578947368421,-153.0,-0.1130820399113082,67.0,779.006226,False,True
v21,book_margin_window480_780,3,20,17,0.85,11,6,0.6470588235294118,-139.0,-0.11218724778046812,68.0,779.330157,False,True
v21,book_margin_window480_780,4,20,17,0.85,14,3,0.8235294117647058,212.0,0.17845117845117844,67.0,779.057066,True,True
v21,book_margin_window480_780,5,20,19,0.95,15,4,0.7894736842105263,140.0,0.10294117647058823,68.0,779.022706,True,True
v21,book_margin_window480_780,6,20,19,0.95,15,4,0.7894736842105263,97.0,0.0691375623663578,70.0,779.457798,True,True
v21,book_margin_window480_780,7,20,19,0.95,14,5,0.7368421052631579,46.0,0.033973412112259974,67.0,719.677835,True,True
v21,book_margin_window480_780,8,20,17,0.85,9,8,0.5294117647058824,-257.0,-0.22212618841832324,64.0,779.400567,False,True
v21,book_margin_window480_780,9,20,18,0.9,15,3,0.8333333333333334,221.0,0.17279124315871774,67.5,749.408148,True,True
v21,book_margin_window480_780,10,20,17,0.85,12,5,0.7058823529411765,-43.0,-0.03459372485921158,71.0,719.352897,False,True
v21,book_margin_window480_780,11,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,599.629771,True,True
v21,book_margin_window540_780,0,20,19,0.95,16,3,0.8421052631578947,213.0,0.15356885364095169,70.0,779.096396,True,True
v21,book_margin_window540_780,1,20,19,0.95,11,8,0.5789473684210527,-302.0,-0.21540656205420827,71.0,779.45898,False,True
v21,book_margin_window540_780,2,20,17,0.85,11,6,0.6470588235294118,-111.0,-0.0916597853014038,67.0,779.401955,False,True
v21,book_margin_window540_780,3,20,17,0.85,11,6,0.6470588235294118,-139.0,-0.11218724778046812,68.0,779.330157,False,True
v21,book_margin_window540_780,4,20,16,0.8,14,2,0.875,293.0,0.2646793134598013,66.5,779.0926425,True,True
v21,book_margin_window540_780,5,20,19,0.95,15,4,0.7894736842105263,140.0,0.10294117647058823,68.0,779.022706,True,True
v21,book_margin_window540_780,6,20,18,0.9,14,4,0.7777777777777778,91.0,0.06951871657754011,69.0,779.4813285,True,True
v21,book_margin_window540_780,7,20,19,0.95,14,5,0.7368421052631579,46.0,0.033973412112259974,67.0,719.677835,True,True
v21,book_margin_window540_780,8,20,17,0.85,9,8,0.5294117647058824,-257.0,-0.22212618841832324,64.0,779.400567,False,True
v21,book_margin_window540_780,9,20,16,0.8,13,3,0.8125,165.0,0.14537444933920704,67.5,779.1302795,True,True
v21,book_margin_window540_780,10,20,17,0.85,12,5,0.7058823529411765,-43.0,-0.03459372485921158,71.0,719.352897,False,True
v21,book_margin_window540_780,11,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,599.629771,True,True
v21,book_margin_window600_780,0,20,17,0.85,14,3,0.8235294117647058,154.0,0.12359550561797752,70.0,779.133875,True,True
v21,book_margin_window600_780,1,20,19,0.95,11,8,0.5789473684210527,-302.0,-0.21540656205420827,71.0,779.45898,False,True
v21,book_margin_window600_780,2,20,17,0.85,11,6,0.6470588235294118,-111.0,-0.0916597853014038,67.0,779.401955,False,True
v21,book_margin_window600_780,3,20,16,0.8,11,5,0.6875,-65.0,-0.055793991416309016,67.5,779.340972,False,True
v21,book_margin_window600_780,4,20,14,0.7,12,2,0.8571428571428571,236.0,0.24481327800829875,66.5,779.167083,True,False
v21,book_margin_window600_780,5,20,18,0.9,14,4,0.7777777777777778,109.0,0.0844306738962045,68.0,779.1375439999999,True,True
v21,book_margin_window600_780,6,20,16,0.8,12,4,0.75,45.0,0.03896103896103896,69.0,779.535687,True,True
v21,book_margin_window600_780,7,20,16,0.8,12,4,0.75,71.0,0.06288751107174491,67.0,779.1138945,True,True
v21,book_margin_window600_780,8,20,14,0.7,7,7,0.5,-257.0,-0.26854754440961337,64.5,779.621536,False,False
v21,book_margin_window600_780,9,20,13,0.65,11,2,0.8461538461538461,181.0,0.1969532100108814,67.0,779.144798,True,False
v21,book_margin_window600_780,10,20,14,0.7,11,3,0.7857142857142857,60.0,0.057692307692307696,71.0,779.0737925000001,True,False
v21,book_margin_window600_780,11,1,0,0.0,0,0,,0.0,,,,False,False
v21,book_margin_window480_720,0,20,19,0.95,16,3,0.8421052631578947,173.0,0.1212333566923616,72.0,719.279755,True,True
v21,book_margin_window480_720,1,20,18,0.9,12,6,0.6666666666666666,-143.0,-0.10647803425167536,70.0,719.4599330000001,False,True
v21,book_margin_window480_720,2,20,19,0.95,12,7,0.631578947368421,-170.0,-0.12408759124087591,66.0,719.27809,False,True
v21,book_margin_window480_720,3,20,16,0.8,12,4,0.75,12.0,0.010101010101010102,71.0,719.1557929999999,True,True
v21,book_margin_window480_720,4,20,16,0.8,13,3,0.8125,140.0,0.1206896551724138,68.5,719.2253585000001,True,True
v21,book_margin_window480_720,5,20,19,0.95,15,4,0.7894736842105263,114.0,0.08225108225108226,68.0,719.455426,True,True
v21,book_margin_window480_720,6,20,19,0.95,16,3,0.8421052631578947,207.0,0.14860014357501794,69.0,719.376381,True,True
v21,book_margin_window480_720,7,20,18,0.9,13,5,0.7222222222222222,3.0,0.002313030069390902,69.0,719.2061719999999,True,True
v21,book_margin_window480_720,8,20,17,0.85,10,7,0.5882352941176471,-208.0,-0.17218543046357615,66.0,719.405325,False,True
v21,book_margin_window480_720,9,20,18,0.9,15,3,0.8333333333333334,197.0,0.15118956254796623,70.0,719.1297855,True,True
v21,book_margin_window480_720,10,20,17,0.85,12,5,0.7058823529411765,-59.0,-0.04686258935663225,71.0,719.068194,False,True
v21,book_margin_window480_720,11,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,599.629771,True,True
v21,book_margin_window540_720,0,20,19,0.95,16,3,0.8421052631578947,173.0,0.1212333566923616,72.0,719.279755,True,True
v21,book_margin_window540_720,1,20,18,0.9,12,6,0.6666666666666666,-143.0,-0.10647803425167536,70.0,719.4599330000001,False,True
v21,book_margin_window540_720,2,20,17,0.85,11,6,0.6470588235294118,-128.0,-0.10423452768729642,66.0,719.384456,False,True
v21,book_margin_window540_720,3,20,16,0.8,12,4,0.75,12.0,0.010101010101010102,71.0,719.1557929999999,True,True
v21,book_margin_window540_720,4,20,15,0.75,13,2,0.8666666666666667,221.0,0.20481927710843373,68.0,719.244801,True,False
v21,book_margin_window540_720,5,20,19,0.95,15,4,0.7894736842105263,114.0,0.08225108225108226,68.0,719.455426,True,True
v21,book_margin_window540_720,6,20,18,0.9,15,3,0.8333333333333334,201.0,0.15473441108545036,68.5,719.4171355000001,True,True
v21,book_margin_window540_720,7,20,18,0.9,13,5,0.7222222222222222,3.0,0.002313030069390902,69.0,719.2061719999999,True,True
v21,book_margin_window540_720,8,20,17,0.85,10,7,0.5882352941176471,-208.0,-0.17218543046357615,66.0,719.405325,False,True
v21,book_margin_window540_720,9,20,16,0.8,13,3,0.8125,141.0,0.12165660051768766,70.0,719.1512005,True,True
v21,book_margin_window540_720,10,20,17,0.85,12,5,0.7058823529411765,-59.0,-0.04686258935663225,71.0,719.068194,False,True
v21,book_margin_window540_720,11,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,599.629771,True,True
v21,book_margin_window600_720,0,20,17,0.85,14,3,0.8235294117647058,114.0,0.08864696734059098,72.0,719.314504,True,True
v21,book_margin_window600_720,1,20,16,0.8,10,6,0.625,-216.0,-0.17763157894736842,70.5,719.515915,False,True
v21,book_margin_window600_720,2,20,17,0.85,11,6,0.6470588235294118,-128.0,-0.10423452768729642,66.0,719.384456,False,True
v21,book_margin_window600_720,3,20,15,0.75,12,3,0.8,86.0,0.07719928186714542,70.0,719.171935,True,False
v21,book_margin_window600_720,4,20,13,0.65,11,2,0.8461538461538461,164.0,0.1752136752136752,68.0,719.364749,True,False
v21,book_margin_window600_720,5,20,18,0.9,14,4,0.7777777777777778,83.0,0.0630220197418375,68.0,719.4661565,True,True
v21,book_margin_window600_720,6,20,15,0.75,12,3,0.8,122.0,0.11317254174397032,69.0,719.504876,True,False
v21,book_margin_window600_720,7,20,15,0.75,11,4,0.7333333333333333,28.0,0.026119402985074626,67.0,719.24551,True,False
v21,book_margin_window600_720,8,20,13,0.65,7,6,0.5384615384615384,-244.0,-0.2584745762711864,67.0,719.623259,False,False
v21,book_margin_window600_720,9,20,12,0.6,10,2,0.8333333333333334,134.0,0.15473441108545036,70.0,719.388567,True,False
v21,book_margin_window600_720,10,20,14,0.7,11,3,0.7857142857142857,44.0,0.041666666666666664,71.5,719.134312,True,False
v21,book_margin_window600_720,11,1,0,0.0,0,0,,0.0,,,,False,False
v21,book_margin_window480_660,0,20,18,0.9,16,2,0.8888888888888888,210.0,0.1510791366906475,74.0,659.3450765,True,True
v21,book_margin_window480_660,1,20,17,0.85,12,5,0.7058823529411765,-105.0,-0.08045977011494253,75.0,659.278182,False,True
v21,book_margin_window480_660,2,20,19,0.95,11,8,0.5789473684210527,-323.0,-0.22698524244553758,70.0,659.277331,False,True
v21,book_margin_window480_660,3,20,13,0.65,9,4,0.6923076923076923,-100.0,-0.1,72.0,659.405611,False,False
v21,book_margin_window480_660,4,20,15,0.75,13,2,0.8666666666666667,139.0,0.11972437553832903,75.0,659.245558,True,False
v21,book_margin_window480_660,5,20,18,0.9,14,4,0.7777777777777778,-31.0,-0.02166317260656883,78.0,659.3678065,False,True
v21,book_margin_window480_660,6,20,19,0.95,15,4,0.7894736842105263,37.0,0.025290498974709502,74.0,659.226848,True,True
v21,book_margin_window480_660,7,20,18,0.9,14,4,0.7777777777777778,18.0,0.013024602026049204,76.0,659.2428455,True,True
v21,book_margin_window480_660,8,20,17,0.85,11,6,0.6470588235294118,-179.0,-0.13995308835027365,72.0,659.403021,False,True
v21,book_margin_window480_660,9,20,17,0.85,15,2,0.8823529411764706,216.0,0.16822429906542055,75.0,659.131985,True,True
v21,book_margin_window480_660,10,20,17,0.85,12,5,0.7058823529411765,-71.0,-0.05586152635719906,71.0,659.189924,False,True
v21,book_margin_window480_660,11,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,599.629771,True,True
v21,book_margin_window540_660,0,20,18,0.9,16,2,0.8888888888888888,210.0,0.1510791366906475,74.0,659.3450765,True,True
v21,book_margin_window540_660,1,20,17,0.85,12,5,0.7058823529411765,-105.0,-0.08045977011494253,75.0,659.278182,False,True
v21,book_margin_window540_660,2,20,15,0.75,9,6,0.6,-236.0,-0.20774647887323944,70.0,659.40267,False,False
v21,book_margin_window540_660,3,20,13,0.65,9,4,0.6923076923076923,-100.0,-0.1,72.0,659.405611,False,False
v21,book_margin_window540_660,4,20,14,0.7,13,1,0.9285714285714286,220.0,0.2037037037037037,75.0,659.302787,True,False
v21,book_margin_window540_660,5,20,17,0.85,13,4,0.7647058823529411,-56.0,-0.04129793510324484,79.0,659.393357,False,True
v21,book_margin_window540_660,6,20,16,0.8,13,3,0.8125,71.0,0.05777054515866558,77.0,659.4307114999999,True,True
v21,book_margin_window540_660,7,20,17,0.85,13,4,0.7647058823529411,-1.0,-0.0007686395080707148,75.0,659.245889,False,True
v21,book_margin_window540_660,8,20,17,0.85,11,6,0.6470588235294118,-179.0,-0.13995308835027365,72.0,659.403021,False,True
v21,book_margin_window540_660,9,20,15,0.75,13,2,0.8666666666666667,160.0,0.14035087719298245,75.0,659.21459,True,False
v21,book_margin_window540_660,10,20,16,0.8,11,5,0.6875,-105.0,-0.08713692946058091,71.0,659.195019,False,True
v21,book_margin_window540_660,11,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,599.629771,True,True
