dataset,model,feature_set,c_value,block_index,train_base_markets,block_start_close_dt,block_end_close_dt,edge_floor_cents,train_edge_net_pnl_cents,train_edge_coverage,features,base_markets,selected_markets,wins,losses,accuracy,coverage,net_pnl_cents,net_roi_on_cost,median_ask,median_edge_cents
current,prob_micro_full_C0.25,prob_micro_full,0.25,9,180,2026-05-03 00:15:00+00:00,2026-05-03 06:45:00+00:00,-10.0,898.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,19,9,10,0.47368421052631576,0.95,-225.0,-0.2,55.0,-1.6868362042116019
current,prob_micro_full_C0.25,prob_micro_full,0.25,10,200,2026-05-03 07:00:00+00:00,2026-05-03 11:45:00+00:00,-5.0,987.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,9,11,0.45,1.0,-270.0,-0.23076923076923078,55.0,-0.9721837131632896
current,prob_micro_full_C0.25,prob_micro_full,0.25,11,220,2026-05-03 12:00:00+00:00,2026-05-03 17:00:00+00:00,-10.0,855.0,0.990909090909091,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,20,8,12,0.4,1.0,-390.0,-0.3277310924369748,56.5,-1.6820972029965446
current,prob_micro_full_C0.25,prob_micro_full,0.25,12,240,2026-05-03 17:15:00+00:00,2026-05-03 22:00:00+00:00,0.0,543.0,0.9333333333333333,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,19,12,7,0.631578947368421,0.95,-41.0,-0.033037872683319904,59.0,0.6196072135230182
current,prob_micro_full_C0.25,prob_micro_full,0.25,13,260,2026-05-03 22:15:00+00:00,2026-05-04 03:00:00+00:00,0.0,151.0,0.9730769230769231,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,18,12,6,0.6666666666666666,0.9,161.0,0.15495668912415783,55.5,3.167576534996858
current,prob_micro_full_C0.25,prob_micro_full,0.25,14,280,2026-05-04 03:15:00+00:00,2026-05-04 08:00:00+00:00,0.0,320.0,0.9785714285714285,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,logit_drift_p_15m_rv_15m,abs_book_rv15_gap,abs_book_rv30_gap,margin_per_rv_sigma_15m,margin_per_rv_sigma_30m,adverse_move_5m,adverse_move_15m,signed_move_5m,signed_move_15m,spread_cents,seconds_to_close",20,19,9,10,0.47368421052631576,0.95,-351.0,-0.2805755395683453,62.0,0.7432137815055953
v21,prob3_C0.05,prob3,0.05,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,-5.0,832.0,0.975,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,11,9,0.55,1.0,-79.0,-0.06700593723494487,56.0,-0.4285548256895453
v21,prob3_C0.05,prob3,0.05,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-20.0,747.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,13,7,0.65,1.0,115.0,0.0970464135021097,57.0,-4.1628910867291395
v21,prob3_C0.05,prob3,0.05,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-5.0,901.0,0.9833333333333333,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,14,6,0.7,1.0,217.0,0.1834319526627219,53.5,-2.386648440378572
v21,prob3_C0.05,prob3,0.05,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,-5.0,1077.0,0.9857142857142858,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,10,10,0.5,1.0,-151.0,-0.13119026933101652,54.0,-0.5631401558193616
v21,prob3_C0.05,prob3,0.05,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,-5.0,805.0,0.9875,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,10,10,0.5,1.0,-160.0,-0.13793103448275862,55.5,-0.1485775133450602
v21,prob3_C0.05,prob3,0.05,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,-5.0,1154.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,14,6,0.7,1.0,244.0,0.21107266435986158,52.5,1.0114424048249404
v21,prob3_C0.05,prob3,0.05,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,-5.0,1408.0,0.995,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,18,10,8,0.5555555555555556,0.9,25.0,0.02564102564102564,53.5,-1.3264957294077426
v21,prob3_C0.1,prob3,0.1,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,-5.0,803.0,0.9875,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,11,9,0.55,1.0,-79.0,-0.06700593723494487,56.0,0.4051797757812494
v21,prob3_C0.1,prob3,0.1,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-20.0,857.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,13,7,0.65,1.0,115.0,0.0970464135021097,57.0,-4.010941770128884
v21,prob3_C0.1,prob3,0.1,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-5.0,904.0,0.9833333333333333,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,13,7,0.65,1.0,109.0,0.09151973131821999,55.5,-2.8053495146107394
v21,prob3_C0.1,prob3,0.1,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,-5.0,1281.0,0.9857142857142858,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,10,10,0.5,1.0,-151.0,-0.13119026933101652,54.0,-0.160808761975332
v21,prob3_C0.1,prob3,0.1,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,-5.0,1045.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,11,9,0.55,1.0,-48.0,-0.041811846689895474,55.5,0.2166312830724273
v21,prob3_C0.1,prob3,0.1,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,-5.0,1362.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,14,6,0.7,1.0,244.0,0.21107266435986158,52.5,1.5615616877317962
v21,prob3_C0.1,prob3,0.1,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,-5.0,1746.0,0.995,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,18,10,8,0.5555555555555556,0.9,53.0,0.0559662090813094,52.5,-1.0618111480864556
v21,prob3_C0.25,prob3,0.25,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,0.0,900.0,0.95,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,19,9,10,0.47368421052631576,0.95,-233.0,-0.205648720211827,57.0,1.350355917882922
v21,prob3_C0.25,prob3,0.25,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-20.0,1072.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,12,8,0.6,1.0,30.0,0.02564102564102564,55.5,-3.191556629449238
v21,prob3_C0.25,prob3,0.25,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-5.0,1172.0,0.9833333333333333,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,13,7,0.65,1.0,109.0,0.09151973131821999,55.5,-2.6466524436528083
v21,prob3_C0.25,prob3,0.25,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,-5.0,1331.0,0.9928571428571429,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,10,10,0.5,1.0,-112.0,-0.10071942446043165,52.0,1.2895661840291162
v21,prob3_C0.25,prob3,0.25,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,-5.0,1123.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,10,10,0.5,1.0,-130.0,-0.11504424778761062,54.5,0.7730771288459017
v21,prob3_C0.25,prob3,0.25,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,-20.0,1603.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,20,14,6,0.7,1.0,249.0,0.2163336229365769,52.5,0.3231585179773582
v21,prob3_C0.25,prob3,0.25,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,-20.0,1813.0,0.995,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m",20,19,9,10,0.47368421052631576,0.95,-133.0,-0.1287512100677638,54.0,-2.6279178658543927
v21,prob_gap_margin_C0.05,prob_gap_margin,0.05,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,-20.0,1025.0,0.9875,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,12,8,0.6,1.0,47.0,0.040763226366001735,56.0,-0.32680013809057584
v21,prob_gap_margin_C0.05,prob_gap_margin,0.05,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-20.0,1072.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,13,7,0.65,1.0,157.0,0.1373578302712161,54.5,-2.462106677772198
v21,prob_gap_margin_C0.05,prob_gap_margin,0.05,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-5.0,1177.0,0.9833333333333333,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,14,6,0.7,1.0,220.0,0.1864406779661017,53.5,-2.2948418079985267
v21,prob_gap_margin_C0.05,prob_gap_margin,0.05,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,-15.0,1177.0,0.9928571428571429,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,10,10,0.5,1.0,-103.0,-0.09338168631006347,52.0,0.24254590370623674
v21,prob_gap_margin_C0.05,prob_gap_margin,0.05,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,-15.0,1074.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,10,10,0.5,1.0,-136.0,-0.11971830985915492,54.5,0.46423060660657356
v21,prob_gap_margin_C0.05,prob_gap_margin,0.05,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,-5.0,1217.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,14,6,0.7,1.0,244.0,0.21107266435986158,52.5,1.5621394032893718
v21,prob_gap_margin_C0.05,prob_gap_margin,0.05,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,-5.0,1741.0,0.995,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,18,10,8,0.5555555555555556,0.9,53.0,0.0559662090813094,52.5,-1.0299343872148938
v21,prob_gap_margin_C0.1,prob_gap_margin,0.1,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,-20.0,1025.0,0.9875,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,12,8,0.6,1.0,47.0,0.040763226366001735,56.0,0.01680839785531063
v21,prob_gap_margin_C0.1,prob_gap_margin,0.1,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-20.0,1072.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,13,7,0.65,1.0,157.0,0.1373578302712161,54.5,-2.3219310073807726
v21,prob_gap_margin_C0.1,prob_gap_margin,0.1,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-15.0,1105.0,0.9916666666666667,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,12,8,0.6,1.0,33.0,0.028277634961439587,55.5,-3.1153251225465013
v21,prob_gap_margin_C0.1,prob_gap_margin,0.1,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,-15.0,1177.0,0.9928571428571429,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,10,10,0.5,1.0,-103.0,-0.09338168631006347,52.0,0.5516482548139088
v21,prob_gap_margin_C0.1,prob_gap_margin,0.1,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,-5.0,1119.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,10,10,0.5,1.0,-130.0,-0.11504424778761062,54.5,0.9815612448407336
v21,prob_gap_margin_C0.1,prob_gap_margin,0.1,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,-15.0,1653.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,14,6,0.7,1.0,249.0,0.2163336229365769,52.5,0.24152147700543836
v21,prob_gap_margin_C0.1,prob_gap_margin,0.1,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,-20.0,1910.0,0.995,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,19,9,10,0.47368421052631576,0.95,-133.0,-0.1287512100677638,54.0,-2.3258079619613383
v21,prob_gap_margin_C0.25,prob_gap_margin,0.25,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,0.0,1062.0,0.95,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,19,10,9,0.5263157894736842,0.95,-124.0,-0.1103202846975089,57.0,1.430366762488994
v21,prob_gap_margin_C0.25,prob_gap_margin,0.25,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-20.0,985.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,13,7,0.65,1.0,157.0,0.1373578302712161,54.5,-2.2162188243982044
v21,prob_gap_margin_C0.25,prob_gap_margin,0.25,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-15.0,1105.0,0.9916666666666667,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,12,8,0.6,1.0,36.0,0.030927835051546393,55.5,-2.773380769845499
v21,prob_gap_margin_C0.25,prob_gap_margin,0.25,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,-5.0,1364.0,0.9928571428571429,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,10,10,0.5,1.0,-112.0,-0.10071942446043165,52.0,1.4887326807726957
v21,prob_gap_margin_C0.25,prob_gap_margin,0.25,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,-5.0,1123.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,10,10,0.5,1.0,-130.0,-0.11504424778761062,54.5,1.1421501810929264
v21,prob_gap_margin_C0.25,prob_gap_margin,0.25,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,-20.0,1453.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,20,15,5,0.75,1.0,360.0,0.3157894736842105,52.0,2.0783809298153137
v21,prob_gap_margin_C0.25,prob_gap_margin,0.25,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,-20.0,1718.0,0.995,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,abs_book_rv15_gap,margin_per_rv_sigma_15m",20,19,9,10,0.47368421052631576,0.95,-133.0,-0.1287512100677638,54.0,-2.3048493654514246
v21,prob_path_compact_C0.05,prob_path_compact,0.05,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,-5.0,820.0,0.975,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,11,9,0.55,1.0,-70.0,-0.05982905982905983,56.0,1.3693070634110924
v21,prob_path_compact_C0.05,prob_path_compact,0.05,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-5.0,937.0,0.98,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,13,7,0.65,1.0,154.0,0.1343804537521815,53.5,4.528974262412184
v21,prob_path_compact_C0.05,prob_path_compact,0.05,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-5.0,936.0,0.9833333333333333,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,12,8,0.6,1.0,67.0,0.05913503971756399,52.0,0.20739017535869309
v21,prob_path_compact_C0.05,prob_path_compact,0.05,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,-10.0,789.0,0.9928571428571429,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,9,11,0.45,1.0,-227.0,-0.20141969831410825,54.0,0.34830626106094087
v21,prob_path_compact_C0.05,prob_path_compact,0.05,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,-10.0,872.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,11,9,0.55,1.0,-53.0,-0.04596704249783174,55.5,0.09236192705828827
v21,prob_path_compact_C0.05,prob_path_compact,0.05,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,-10.0,612.0,0.9944444444444445,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,16,4,0.8,1.0,459.0,0.4022787028921998,52.0,0.8131708376065632
v21,prob_path_compact_C0.05,prob_path_compact,0.05,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,0.0,1099.0,0.875,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,16,9,7,0.5625,0.8,6.0,0.006711409395973154,50.0,2.6743474602860573
v21,prob_path_compact_C0.1,prob_path_compact,0.1,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,-5.0,694.0,0.975,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,11,9,0.55,1.0,-78.0,-0.06621392190152801,56.5,1.8201104407556272
v21,prob_path_compact_C0.1,prob_path_compact,0.1,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-5.0,772.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,12,8,0.6,1.0,53.0,0.046207497820401046,53.5,3.4350634091631527
v21,prob_path_compact_C0.1,prob_path_compact,0.1,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-5.0,1031.0,0.9833333333333333,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,12,8,0.6,1.0,65.0,0.05726872246696035,52.0,-0.16938901683569796
v21,prob_path_compact_C0.1,prob_path_compact,0.1,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,-10.0,1129.0,0.9928571428571429,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,8,12,0.4,1.0,-320.0,-0.2857142857142857,52.5,0.7116688436441905
v21,prob_path_compact_C0.1,prob_path_compact,0.1,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,-10.0,904.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,11,9,0.55,1.0,-53.0,-0.04596704249783174,55.5,0.17978715611990026
v21,prob_path_compact_C0.1,prob_path_compact,0.1,9,180,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,0.0,739.0,0.8666666666666667,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,19,16,3,0.8421052631578947,0.95,469.0,0.4146772767462423,55.0,3.370092839859545
v21,prob_path_compact_C0.1,prob_path_compact,0.1,10,200,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,0.0,867.0,0.885,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,16,10,6,0.625,0.8,106.0,0.1185682326621924,51.0,2.739263997887484
v21,prob_path_compact_C0.25,prob_path_compact,0.25,4,80,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,-5.0,717.0,0.9875,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,12,8,0.6,1.0,33.0,0.028277634961439587,56.0,0.9740659021512528
v21,prob_path_compact_C0.25,prob_path_compact,0.25,5,100,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,-5.0,786.0,0.99,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,13,7,0.65,1.0,214.0,0.19705340699815838,52.0,6.816228371003831
v21,prob_path_compact_C0.25,prob_path_compact,0.25,6,120,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,-5.0,922.0,0.9916666666666667,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,11,9,0.55,1.0,-12.0,-0.01079136690647482,52.0,0.1056207509874234
v21,prob_path_compact_C0.25,prob_path_compact,0.25,7,140,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,-10.0,896.0,0.9928571428571429,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,9,11,0.45,1.0,-224.0,-0.199288256227758,53.5,1.31227217598315
v21,prob_path_compact_C0.25,prob_path_compact,0.25,8,160,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,-10.0,822.0,0.99375,"logit_book_p_side,logit_brownian_p_rv_15m,logit_brownian_p_rv_30m,logit_drift_p_5m_rv_15m,abs_book_rv15_gap,margin_per_rv_sigma_15m,adverse_move_15m,signed_move_5m,seconds_to_close",20,20,11,9,0.55,1.0,-53.0,-0.04596704249783174,55.5,-0.4441745823447185
