market,entry_ts,side,status,result,entry_cents,exit_cents,actual_gross_cents,hold_gross_cents,exit_value_cents,exit_reason,side_won,p_side,p_yes,probability_error,brier,ask_cents,fair_side_cents,edge_cents,raw_edge_cents,net_edge_cents,seconds_to_close,d_sigma,abs_d_sigma,sigma_t_dollars,recross_hazard_score,btc_age_ms,book_age_ms,eligible_depth,btc_price,strike,volshock,old_v22_best_side,old_v22_p_yes,old_v22_side_p,v28_minus_v22_side_p,h1_feed_fresh,h2_thin_touch_depth,h2_crowded_depth,h4_large_model_disagreement,h4_old_model_opposes_side,h5_late_high_sigma,h6_recross_hazard_high
KXBTC15M-26MAY060715-15,2026-05-06T11:04:13.932587+00:00,yes,finalized,yes,81,93,24,38,-14,exit_trigger,True,0.872115,0.872115,0.12788500000000003,0.016354573225000005,81,87.211512,2.711512,4.711512,2.711512,646.069,-0.965012,0.965012,103.247452,0.33327148213923247,0.0,78.0,154.34,82387.68,82288.05,0.571941,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060715-15,2026-05-06T11:05:20.921823+00:00,yes,finalized,yes,89,99,20,22,-2,exit_trigger,True,0.947668,0.947668,0.052332000000000045,0.0027386382240000046,89,94.766793,2.766793,4.766793,2.766793,579.088,-1.409923,1.409923,96.285383,0.18857738603460397,0.0,63.0,165.0,82423.8,82288.05,0.516779,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060730-30,2026-05-06T11:17:21.814934+00:00,yes,finalized,yes,84,,32,32,0,,True,0.899565,0.899565,0.10043500000000005,0.01008718922500001,84,89.95653,2.95653,4.95653,2.95653,758.195,-1.086416,1.086416,108.093945,0.3347696641718883,297.0,937.0,50.0,82515.23,82397.79,0.417987,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060745-45,2026-05-06T11:36:48.678566+00:00,yes,finalized,no,69,57,-24,-138,114,exit_trigger,False,0.851843,0.851843,-0.851843,0.725636496649,69,85.184309,12.684309,14.684309,12.684309,491.325,-0.889718,0.889718,99.908025,0.3032242515016857,16.0,453.0,578.57,82758.14,82669.25,0.623726,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060745-45,2026-05-06T11:40:26.802021+00:00,yes,finalized,no,78,43,-70,-156,86,exit_trigger,False,0.850438,0.850438,-0.850438,0.723244791844,78,85.043807,3.543807,5.543807,3.543807,273.2,-0.862815,0.862815,74.46556,0.17312459053557222,0.0,578.0,52.0,82733.5,82669.25,0.621082,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060800-00,2026-05-06T11:55:23.357323+00:00,yes,finalized,yes,79,70,-18,42,-60,exit_trigger,True,0.85,0.85,0.15000000000000002,0.022500000000000006,79,85.000023,2.500023,4.500023,2.500023,276.653,-0.843583,0.843583,71.231918,0.1698860167511377,360.0,469.0,99.39,82554.92,82494.83,0.406545,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060800-00,2026-05-06T11:56:05.957819+00:00,yes,finalized,yes,66,50,-32,68,-100,exit_trigger,True,0.874265,0.874265,0.12573500000000004,0.015809290225000012,66,87.426542,17.426542,19.426542,17.426542,234.058,-0.931829,0.931829,64.915315,0.13037654446491642,78.0,62.0,386.27,82530.03,82494.83,0.379321,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060815-15,2026-05-06T12:03:25.667738+00:00,no,finalized,no,79,,42,42,0,,True,0.860153,0.139847,0.13984700000000005,0.019557183409000017,79,86.015349,3.515349,5.515349,3.515349,694.343,0.900687,0.900687,110.693222,0.39502393499448535,0.0,203.0,204.67,82405.1,82504.8,0.337575,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060830-30,2026-05-06T12:20:52.620287+00:00,yes,finalized,yes,76,100,48,48,0,exit_trigger,True,0.873796,0.873796,0.12620399999999998,0.015927449615999997,76,87.379562,7.879562,9.879562,7.879562,547.393,-0.951357,0.951357,101.970105,0.3071369986810028,0.0,812.0,967.0,82383.29,82286.28,0.358658,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060900-00,2026-05-06T12:47:36.190511+00:00,yes,finalized,no,78,73,-10,-156,146,exit_trigger,False,0.856054,0.856054,-0.856054,0.732828450916,78,85.605411,4.105411,6.105411,4.105411,743.816,-0.872054,0.872054,111.415066,0.42347442313737094,0.0,359.0,500.0,82425.0,82327.84,0.119273,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060900-00,2026-05-06T12:52:10.686314+00:00,yes,finalized,no,78,40,-76,-156,80,exit_trigger,False,0.851503,0.851503,-0.851503,0.725057359009,78,85.150336,3.650336,5.650336,3.650336,469.329,-0.847529,0.847529,86.309767,0.26705469444086044,0.0,844.0,32.77,82400.99,82327.84,0.033502,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060900-00,2026-05-06T12:55:45.395274+00:00,no,finalized,no,73,65,-16,54,-70,exit_trigger,True,0.855256,0.144744,0.14474399999999998,0.020950825535999994,73,85.525574,9.025574,11.025574,9.025574,254.617,0.858522,0.858522,64.599386,0.1456127710368916,0.0,547.0,1100.9,82272.38,82327.84,0.076933,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY060900-00,2026-05-06T12:57:02.171854+00:00,no,finalized,no,79,96,34,42,-8,exit_trigger,True,0.853869,0.146131,0.146131,0.021354269161000004,79,85.386882,2.886882,4.886882,2.886882,177.842,0.854076,0.854076,58.355434,0.11042228288847712,0.0,312.0,55.0,82278.0,82327.84,0.329424,,,,,True,False,False,False,False,True,False
KXBTC15M-26MAY060915-15,2026-05-06T13:01:03.021665+00:00,no,finalized,no,70,70,0,60,-60,exit_trigger,True,0.850409,0.149591,0.14959100000000003,0.02237746728100001,70,85.040902,11.540902,13.540902,11.540902,836.982,0.894029,0.894029,128.899563,0.5084126970275672,0.0,672.0,4953.55,82106.68,82221.92,0.375678,,,,,True,False,True,False,False,False,True
KXBTC15M-26MAY060915-15,2026-05-06T13:04:52.730752+00:00,no,finalized,no,75,100,50,50,0,exit_trigger,True,0.850534,0.149466,0.149466,0.022340085155999997,75,85.053378,6.553378,8.553378,6.553378,607.275,0.865815,0.865815,114.250778,0.39483162919703507,0.0,359.0,85.0,82123.0,82221.92,0.458938,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060930-30,2026-05-06T13:20:00.426065+00:00,no,finalized,no,76,66,-20,48,-68,exit_trigger,True,0.866835,0.133165,0.13316499999999998,0.017732917224999995,76,86.683483,7.183483,9.183483,7.183483,599.586,0.920139,0.920139,127.632912,0.41510300263167554,0.0,781.0,227.0,82000.04,82117.48,0.705093,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060930-30,2026-05-06T13:21:20.527378+00:00,no,finalized,no,76,69,-14,48,-62,exit_trigger,True,0.857875,0.142125,0.14212499999999995,0.020199515624999984,76,85.787483,6.287483,8.287483,6.287483,519.475,0.883105,0.883105,121.152108,0.38059617369193155,16.0,891.0,655.0,82010.49,82117.48,0.765794,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060930-30,2026-05-06T13:22:09.814364+00:00,no,finalized,no,73,72,-3,54,-57,exit_trigger,True,0.851733,0.148267,0.14826700000000004,0.021983103289000012,73,85.173278,8.673278,10.673278,8.673278,470.196,0.859473,0.859473,115.605764,0.35378003234582406,0.0,172.0,179.0,82018.12,82117.48,0.779291,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060930-30,2026-05-06T13:23:17.429882+00:00,no,finalized,no,77,,46,46,0,,True,0.852543,0.147457,0.14745699999999995,0.021743566848999984,77,85.254265,4.754265,6.754265,4.754265,402.581,0.842871,0.842871,106.944065,0.3078986934577516,0.0,781.0,160.0,82027.34,82117.48,0.782356,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY060945-45,2026-05-06T13:30:42.918976+00:00,no,finalized,no,59,51,-16,82,-98,exit_trigger,True,0.854149,0.145851,0.14585099999999995,0.021272514200999987,59,85.414906,22.414906,24.414906,22.414906,857.092,0.906349,0.906349,149.202987,0.5882306018534502,16.0,297.0,8757.49,81825.0,81960.23,0.679909,,,,,True,False,True,False,False,False,True
KXBTC15M-26MAY060945-45,2026-05-06T13:37:31.591236+00:00,no,finalized,no,70,62,-16,60,-76,exit_trigger,True,0.850231,0.149769,0.14976900000000004,0.022430753361000012,70,85.023092,11.523092,13.523092,11.523092,448.417,0.846684,0.846684,109.863923,0.33255592758743224,15.0,968.0,9543.6,81867.21,81960.23,0.662518,,,,,True,False,True,False,False,False,True
KXBTC15M-26MAY060945-45,2026-05-06T13:39:39.360539+00:00,no,finalized,no,71,65,-12,58,-70,exit_trigger,True,0.861162,0.138838,0.13883800000000002,0.019275990244000004,71,86.116192,11.616192,13.616192,11.616192,320.658,0.879528,0.879528,91.219395,0.22595024441507225,16.0,718.0,2.0,81880.0,81960.23,0.569517,,,,,True,True,False,False,False,False,False
KXBTC15M-26MAY060945-45,2026-05-06T13:40:40.839433+00:00,no,finalized,no,72,96,48,56,-8,exit_trigger,True,0.852929,0.147071,0.14707099999999995,0.021629879040999986,72,85.292897,9.792897,11.792897,9.792897,259.163,0.853062,0.853062,82.32698,0.1882466731492732,0.0,218.0,121.03,81890.0,81960.23,0.578711,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY061000-00,2026-05-06T13:46:04.291263+00:00,no,finalized,no,65,,70,70,0,,True,0.854748,0.145252,0.14525200000000005,0.021098143504000015,65,85.474759,16.474759,18.474759,16.474759,835.709,0.901711,0.901711,150.536104,0.5866639910305327,0.0,672.0,107.0,81760.24,81895.98,0.650544,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061015-15,2026-05-06T14:01:01.694849+00:00,no,finalized,no,68,65,-6,64,-70,exit_trigger,True,0.859312,0.140688,0.14068800000000004,0.01979311334400001,68,85.931175,13.931175,15.931175,13.931175,838.309,0.912125,0.912125,154.496323,0.5814886127535356,0.0,703.0,269.86,81558.51,81699.43,0.702248,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061015-15,2026-05-06T14:02:01.255623+00:00,no,finalized,no,70,70,0,60,-60,exit_trigger,True,0.85586,0.14414,0.14414000000000005,0.020776339600000013,70,85.585958,12.085958,14.085958,12.085958,778.747,0.898574,0.898574,147.555942,0.5588405505167043,0.0,266.0,2075.04,81566.84,81699.43,0.673097,,,,,True,False,True,False,False,False,True
KXBTC15M-26MAY061015-15,2026-05-06T14:03:29.118515+00:00,no,finalized,no,73,,54,54,0,,True,0.853364,0.146636,0.146636,0.021502116495999996,73,85.33635,8.83635,10.83635,8.83635,690.885,0.868622,0.868622,137.49369,0.5053900102338842,16.0,125.0,10.0,81580.0,81699.43,0.64298,,,,,True,True,False,False,False,False,True
KXBTC15M-26MAY061030-30,2026-05-06T14:21:21.955274+00:00,yes,finalized,yes,78,70,-16,44,-60,exit_trigger,True,0.851204,0.851204,0.14879600000000004,0.022140249616000012,78,85.120359,3.620359,5.620359,3.620359,518.045,-0.866678,0.866678,129.182932,0.4119781212705184,0.0,906.0,221.3,81529.98,81418.02,0.791039,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061030-30,2026-05-06T14:22:08.253733+00:00,yes,finalized,yes,78,73,-10,44,-54,exit_trigger,True,0.850668,0.850668,0.14933200000000002,0.022300046224000006,78,85.066818,3.566818,5.566818,3.566818,471.76,-0.865359,0.865359,123.624961,0.3767253384297188,0.0,187.0,295.0,81525.0,81418.02,0.796185,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061030-30,2026-05-06T14:23:02.194928+00:00,yes,finalized,yes,74,,52,52,0,,True,0.861605,0.861605,0.13839500000000005,0.019153176025000013,74,86.160544,8.660544,10.660544,8.660544,417.833,-0.883983,0.883983,115.364165,0.32474472240620245,265.0,109.0,183.14,81483.94,81418.02,0.771325,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061045-45,2026-05-06T14:36:03.487946+00:00,yes,finalized,yes,80,77,-6,40,-46,exit_trigger,True,0.861569,0.861569,0.13843099999999997,0.01916314176099999,80,86.156943,2.656943,4.656943,2.656943,536.526,-0.917282,0.917282,132.521908,0.4088757000780344,94.0,328.0,185.0,81763.51,81661.37,0.793663,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061045-45,2026-05-06T14:42:39.031183+00:00,yes,finalized,yes,84,98,28,32,-4,exit_trigger,True,0.896088,0.896088,0.103912,0.010797703744000001,84,89.608755,2.608755,4.608755,2.608755,140.969,-1.035636,1.035636,64.395182,0.0904738204447633,0.0,875.0,20.81,81728.06,81661.37,0.628531,,,,,True,True,False,False,False,True,False
KXBTC15M-26MAY061100-00,2026-05-06T14:49:02.524922+00:00,no,finalized,no,83,63,-40,34,-74,exit_trigger,True,0.880408,0.119592,0.11959200000000003,0.014302246464000008,83,88.040808,2.040808,4.040808,2.040808,657.485,0.975249,0.975249,137.175264,0.4421322714023326,0.0,453.0,527.42,81707.41,81841.19,0.572632,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061100-00,2026-05-06T14:52:03.907988+00:00,no,finalized,no,81,,38,38,0,,True,0.868814,0.131186,0.13118600000000002,0.017209766596000008,81,86.881373,2.381373,4.381373,2.381373,476.106,0.935905,0.935905,116.048052,0.331062545685405,500.0,828.0,55.0,81732.58,81841.19,0.554286,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061130-30,2026-05-06T15:16:07.754622+00:00,yes,finalized,yes,80,,40,40,0,,True,0.877418,0.877418,0.12258199999999997,0.015026346723999993,80,87.741773,4.241773,6.241773,4.241773,832.26,-0.989346,0.989346,151.382846,0.5363298971132572,78.0,235.0,133.26,81502.96,81371.22,0.461182,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061200-00,2026-05-06T15:45:31.352501+00:00,yes,finalized,yes,82,90,16,36,-20,exit_trigger,True,0.876246,0.876246,0.12375400000000003,0.015315052516000007,82,87.624613,2.124613,4.124613,2.124613,868.655,-0.980704,0.980704,154.679749,0.5526871033269218,0.0,0.0,126.0,81710.04,81558.35,0.415958,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061300-00,2026-05-06T16:51:53.747448+00:00,yes,finalized,no,80,65,-30,-160,130,exit_trigger,False,0.860906,0.860906,-0.860906,0.7411591408359999,80,86.090566,2.590566,4.590566,2.590566,486.266,-0.913273,0.913273,102.313366,0.30173010638435865,16.0,360.0,1412.0,81779.02,81685.58,0.109155,,,,,True,False,True,False,False,False,True
KXBTC15M-26MAY061400-00,2026-05-06T17:56:31.054630+00:00,no,finalized,no,89,84,-10,22,-32,exit_trigger,True,0.97364,0.02636,0.02636000000000005,0.0006948496000000027,89,97.364022,5.364022,7.364022,5.364022,208.945,1.815216,1.815216,65.953573,0.05173622929495089,0.0,766.0,1564.77,81417.09,81536.81,-0.218643,,,,,True,False,True,False,False,False,False
KXBTC15M-26MAY061415-15,2026-05-06T18:13:31.826504+00:00,no,finalized,no,88,,24,24,0,,True,0.936538,0.063462,0.06346200000000002,0.004027425444000002,88,93.653786,2.653786,4.653786,2.653786,88.182,1.31322,1.31322,42.787954,0.036021852060430126,172.0,860.0,100.0,81398.77,81454.96,-0.392463,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY061445-45,2026-05-06T18:33:05.291432+00:00,no,finalized,no,88,77,-22,24,-46,exit_trigger,True,0.931168,0.068832,0.068832,0.004737844224000001,88,93.116797,2.116797,4.116797,2.116797,714.71,1.282896,1.282896,123.96563,0.30626002441386213,16.0,687.0,55.0,81351.99,81511.02,-0.246207,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061445-45,2026-05-06T18:34:43.723157+00:00,no,finalized,no,90,99,18,20,-2,exit_trigger,True,0.95423,0.04577,0.04576999999999998,0.002094892899999998,90,95.42301,2.42301,4.42301,2.42301,616.279,1.499534,1.499534,115.339149,0.21306142679499787,0.0,125.0,990.42,81338.07,81511.02,-0.213087,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY061545-45,2026-05-06T19:39:22.225110+00:00,yes,finalized,yes,84,95,22,32,-10,exit_trigger,True,0.894983,0.894983,0.10501700000000003,0.011028570289000006,84,89.498288,2.498288,4.498288,2.498288,337.776,-1.033104,1.033104,71.803,0.15655407010504802,0.0,781.0,16.0,81394.4,81320.22,-0.432853,,,,,True,True,False,False,False,False,False
KXBTC15M-26MAY061615-15,2026-05-06T20:04:49.362032+00:00,yes,finalized,yes,90,94,8,20,-12,exit_trigger,True,0.957239,0.957239,0.04276100000000005,0.0018285031210000043,90,95.723898,2.723898,4.723898,2.723898,610.641,-1.526062,1.526062,90.658184,0.16233734364968389,0.0,563.0,435.42,81606.39,81468.04,-0.525002,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY061645-45,2026-05-06T20:30:50.142599+00:00,no,finalized,no,76,,48,48,0,,True,0.855564,0.144436,0.144436,0.020861758096000004,76,85.556402,6.056402,8.056402,6.056402,849.86,0.899418,0.899418,105.062382,0.41532436376612036,953.0,375.0,27.93,81493.4,81587.9,-0.448086,,,,,False,False,False,False,False,False,True
KXBTC15M-26MAY061800-00,2026-05-06T21:48:44.171608+00:00,no,finalized,no,67,24,-86,66,-152,exit_trigger,True,0.897587,0.102413,0.10241299999999998,0.010488422568999995,67,89.758707,18.758707,20.758707,18.758707,675.841,1.041596,1.041596,83.420093,0.2551010740832833,16.0,672.0,132.0,81503.2,81590.09,-0.898843,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY061815-15,2026-05-06T22:05:33.833890+00:00,no,finalized,no,84,96,24,32,-8,exit_trigger,True,0.948944,0.051056,0.05105599999999999,0.002606715135999999,84,94.894387,7.894387,9.894387,7.894387,566.176,1.420915,1.420915,76.887084,0.14726933295332775,0.0,704.0,60.0,81421.19,81530.44,-0.893504,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY061830-30,2026-05-06T22:24:05.666236+00:00,no,finalized,no,89,99,20,22,-2,exit_trigger,True,0.94737,0.05263,0.052629999999999955,0.0027699168999999954,89,94.737019,2.737019,4.737019,2.737019,354.337,1.390029,1.390029,60.063508,0.09386761131456846,187.0,437.0,55.0,81299.68,81383.17,-0.903759,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY061900-00,2026-05-06T22:55:11.351814+00:00,yes,finalized,yes,90,,20,20,0,,True,0.955382,0.955382,0.044618000000000047,0.0019907659240000044,90,95.5382,2.5382,4.5382,2.5382,288.66,-1.451672,1.451672,52.39474,0.06948748597263207,188.0,16.0,132.0,81376.24,81316.48,-1.097499,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY061915-15,2026-05-06T23:03:05.391564+00:00,no,finalized,no,87,99,24,26,-2,exit_trigger,True,0.923342,0.076658,0.076658,0.005876448964000001,87,92.334214,2.334214,4.334214,2.334214,714.621,1.171707,1.171707,83.126581,0.2295042151020138,31.0,703.0,185.54,81231.46,81356.84,-1.008454,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY062015-15,2026-05-07T00:10:50.463746+00:00,no,finalized,no,42,12,-60,116,-176,exit_trigger,True,0.871622,0.128378,0.128378,0.016480910884,42,87.162189,41.162189,43.162189,41.162189,249.54,0.91646,0.91646,44.824649,0.09439569910943164,15.0,266.0,108.0,81462.32,81441.09,-0.736545,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY062015-15,2026-05-07T00:11:50.328687+00:00,yes,finalized,no,86,90,8,-172,180,exit_trigger,False,0.934569,0.934569,-0.934569,0.873419215761,86,93.456922,4.456922,6.456922,4.456922,189.681,-1.248169,1.248169,39.129319,0.051560846761120625,0.0,125.0,1557.14,81489.93,81441.09,-0.758732,,,,,True,False,True,False,False,False,False
KXBTC15M-26MAY062015-15,2026-05-07T00:13:29.676269+00:00,yes,finalized,no,67,,-134,-134,0,,False,0.885657,0.885657,-0.885657,0.7843883216490001,67,88.565723,17.565723,19.565723,17.565723,90.328,-0.973796,0.973796,26.822858,0.03209081623854011,0.0,485.0,100.0,81462.8,81441.09,-0.793683,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY062030-30,2026-05-07T00:19:56.465037+00:00,no,finalized,no,67,83,32,66,-34,exit_trigger,True,0.874426,0.125574,0.12557399999999996,0.01576882947599999,67,87.442646,16.442646,18.442646,16.442646,603.539,0.939215,0.939215,69.962658,0.223976175011057,15.0,313.0,192.08,81409.77,81435.85,-0.783274,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY062045-45,2026-05-07T00:34:48.726250+00:00,no,finalized,no,80,92,24,40,-16,exit_trigger,True,0.925277,0.074723,0.07472299999999998,0.005583526728999998,80,92.527718,9.027718,11.027718,9.027718,611.277,1.2166,1.2166,73.762938,0.18008324702870745,0.0,500.0,182.48,81191.95,81248.91,-0.56787,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY062100-00,2026-05-07T00:48:37.529673+00:00,yes,finalized,yes,83,81,-4,34,-38,exit_trigger,True,0.909296,0.909296,0.090704,0.008227215616,83,90.929645,4.929645,6.929645,4.929645,682.483,-1.100713,1.100713,81.601676,0.23636880575375532,0.0,547.0,1091.93,81110.67,81020.85,-0.418349,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY062100-00,2026-05-07T00:50:05.400087+00:00,yes,finalized,yes,84,74,-20,32,-52,exit_trigger,True,0.908226,0.908226,0.09177400000000002,0.008422467076000004,84,90.822597,3.822597,5.822597,3.822597,594.611,-1.097949,1.097949,79.37525,0.2152024091712024,1250.0,422.0,65.0,81112.12,81020.85,-0.32379,,,,,False,False,False,False,False,False,False
KXBTC15M-26MAY062100-00,2026-05-07T00:53:00.679991+00:00,yes,finalized,yes,61,68,14,78,-64,exit_trigger,True,0.852359,0.852359,0.14764100000000002,0.021797864881000006,61,85.235911,20.235911,22.235911,20.235911,419.323,-0.832571,0.832571,66.528845,0.1975068124858315,0.0,704.0,633.0,81016.75,81020.85,-0.327161,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY062115-15,2026-05-07T01:02:05.343442+00:00,yes,finalized,yes,73,67,-12,54,-66,exit_trigger,True,0.942571,0.942571,0.05742899999999995,0.0032980900409999947,73,94.257121,17.757121,19.757121,17.757121,774.658,-1.308547,1.308547,95.357648,0.23905318791075164,78.0,500.0,1252.35,81149.85,81025.07,-0.168717,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY062115-15,2026-05-07T01:06:13.148102+00:00,no,finalized,yes,69,52,-34,-138,104,exit_trigger,False,0.860865,0.139135,-0.860865,0.741088548225,69,86.086452,13.586452,15.586452,13.586452,526.855,0.897785,0.897785,79.306335,0.24724590482473205,0.0,328.0,111.0,80953.87,81025.07,-0.122471,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY062115-15,2026-05-07T01:12:05.323223+00:00,yes,finalized,yes,88,99,22,24,-2,exit_trigger,True,0.993517,0.993517,0.0064830000000000165,4.2029289000000214e-05,88,99.351657,8.351657,10.351657,8.351657,174.688,-2.487111,2.487111,51.075323,0.01871038914515192,0.0,500.0,50.0,81094.28,81025.07,0.056543,,,,,True,False,False,False,False,True,False
KXBTC15M-26MAY062130-30,2026-05-07T01:19:31.919768+00:00,no,finalized,yes,76,60,-32,-152,120,exit_trigger,False,0.887777,0.112223,-0.887777,0.788148001729,76,88.777671,9.277671,11.277671,9.277671,628.084,0.999156,0.999156,98.793384,0.3038697963028121,0.0,297.0,24.0,81030.32,81139.46,0.060341,,,,,True,True,False,False,False,False,True
KXBTC15M-26MAY062215-15,2026-05-07T02:02:18.109889+00:00,no,finalized,no,65,72,14,70,-56,exit_trigger,True,0.889241,0.110759,0.11075900000000005,0.012267556081000011,65,88.92409,19.92409,21.92409,19.92409,761.901,1.024084,1.024084,96.701078,0.3195253376053145,0.0,750.0,548.68,81081.82,81180.85,-0.662525,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY062215-15,2026-05-07T02:05:49.379754+00:00,no,finalized,no,84,89,10,32,-22,exit_trigger,True,0.897937,0.102063,0.10206300000000001,0.010416855969000003,84,89.793675,2.793675,4.793675,2.793675,550.623,1.061117,1.061117,82.450849,0.22318437858918544,1391.0,32.0,625.0,81093.36,81180.85,-0.659611,,,,,False,False,False,False,False,False,False
KXBTC15M-26MAY062245-45,2026-05-07T02:33:18.249412+00:00,yes,finalized,yes,86,90,8,28,-20,exit_trigger,True,0.949793,0.949793,0.050207,0.0025207428490000004,86,94.979256,5.979256,7.979256,5.979256,701.753,-1.416091,1.416091,100.035973,0.2143515250453267,0.0,812.0,2329.71,81058.63,80916.97,-0.489258,,,,,True,False,True,False,False,False,False
KXBTC15M-26MAY062300-00,2026-05-07T02:47:13.718042+00:00,yes,finalized,yes,87,95,16,26,-10,exit_trigger,True,0.923042,0.923042,0.07695799999999997,0.005922533763999996,87,92.304222,2.304222,4.304222,2.304222,766.284,-1.169169,1.169169,103.911432,0.2978333379290589,0.0,578.0,1125.39,81098.4,80976.91,-0.612411,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY062315-15,2026-05-07T03:07:00.520511+00:00,no,finalized,no,84,87,6,32,-26,exit_trigger,True,0.91617,0.08383,0.08382999999999996,0.007027468899999993,84,91.616959,4.616959,6.616959,4.616959,479.481,1.139452,1.139452,81.898993,0.19128692789448937,0.0,562.0,54.0,81060.35,81118.23,-0.768848,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY070000-00,2026-05-07T03:53:32.799784+00:00,no,finalized,no,78,79,2,44,-42,exit_trigger,True,0.863962,0.136038,0.136038,0.018506337443999998,78,86.396244,4.896244,6.896244,4.896244,387.203,0.906372,0.906372,72.906016,0.1931875391606329,16.0,703.0,60.35,80951.72,80986.08,-1.071624,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY070015-15,2026-05-07T04:10:20.371309+00:00,no,finalized,yes,70,69,-2,-140,138,exit_trigger,False,0.963659,0.036341,-0.963659,0.9286386682810001,70,96.365923,22.865923,24.865923,22.865923,279.632,1.543579,1.543579,61.940476,0.07375286170271013,0.0,766.0,522.86,80833.75,80845.71,-1.034697,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY070030-30,2026-05-07T04:22:22.987474+00:00,yes,finalized,yes,82,97,30,36,-6,exit_trigger,True,0.924288,0.924288,0.075712,0.005732306944,82,92.428791,6.928791,8.928791,6.928791,457.016,-1.178593,1.178593,79.866432,0.1751266718605662,0.0,547.0,236.0,80963.93,80889.16,-1.055636,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY070115-15,2026-05-07T05:03:36.061580+00:00,yes,finalized,yes,82,82,0,36,-36,exit_trigger,True,0.879857,0.879857,0.120143,0.014434340449,82,87.985652,2.485652,4.485652,2.485652,683.939,-0.944285,0.944285,94.791324,0.3214091633389714,32.0,657.0,55.0,81069.0,80979.49,-1.477869,,,,,True,False,False,False,False,False,True
KXBTC15M-26MAY070545-45,2026-05-07T09:39:08.515673+00:00,no,finalized,no,82,91,18,36,-18,exit_trigger,True,0.925171,0.074829,0.07482900000000003,0.005599379241000005,82,92.517143,7.017143,9.017143,7.017143,351.487,1.204817,1.204817,66.690641,0.12492601757355813,0.0,203.0,510.0,80940.0,81024.54,-0.979965,,,,,True,False,False,False,False,False,False
KXBTC15M-26MAY070645-45,2026-05-07T10:31:23.542448+00:00,yes,finalized,yes,81,,38,38,0,,True,0.895399,0.895399,0.10460100000000006,0.010941369201000011,81,89.539895,5.039895,7.039895,5.039895,816.468,-1.013529,1.013529,106.686678,0.36879792565874936,0.0,16.0,1405.25,80702.94,80594.81,-0.797651,,,,,True,False,True,False,False,False,True
