rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,23,0.4339622641509434,-19.349179999999997,12.470820000000007,17,6,-7.25918,-11.77,-0.3200000000000001,10,9,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,21,0.39622641509433965,-19.44918,12.370820000000005,16,5,-7.25918,-11.870000000000001,-0.3200000000000001,10,7,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,19,0.3584905660377358,-20.779179999999997,11.040820000000007,14,5,-7.85918,-11.870000000000001,-1.05,9,7,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,18,0.33962264150943394,-21.79918,10.020820000000004,14,4,-8.239180000000001,-13.240000000000002,-0.3200000000000001,9,5,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=75,19,0.3584905660377358,-22.79918,9.020820000000004,15,4,-6.40918,-16.07,-0.3200000000000001,9,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=180,20,0.37735849056603776,-22.899179999999998,8.920820000000006,15,5,-7.25918,-15.32,-0.3200000000000001,10,6,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=75,16,0.3018867924528302,-23.189180000000004,8.63082,13,3,-6.1891799999999995,-15.96,-1.04,7,6,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=0,18,0.33962264150943394,-23.269180000000002,8.550820000000002,13,5,-7.6391800000000005,-14.590000000000003,-1.04,7,8,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-23.460000000000004,8.36,5,1,-8.88,-11.23,-3.35,2,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,13,0.24528301886792453,-23.559179999999998,8.260820000000006,9,4,-11.099180000000002,-10.64,-1.82,5,6,2,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND entry_to_exit_loss_cents>=20,8,0.1509433962264151,-24.07,7.7500000000000036,6,2,-8.719999999999999,-12.0,-3.35,3,5,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=50,9,0.16981132075471697,-24.640000000000004,7.18,8,1,-6.28,-16.51,-1.85,5,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND position_seconds<=45,26,0.49056603773584906,-24.65,7.170000000000005,18,8,-6.130000000000001,-15.610000000000001,-2.9099999999999997,16,3,7,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-24.740000000000006,7.079999999999998,7,0,-6.28,-16.61,-1.85,5,0,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,5,0.09433962264150944,-24.790000000000003,7.030000000000001,5,0,-10.27,-11.170000000000002,-3.35,2,3,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=75,14,0.2641509433962264,-25.20918,6.610820000000004,11,3,-7.989180000000001,-16.17,-1.05,7,4,3,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.260000000000005,6.559999999999999,8,2,-7.86,-15.55,-1.85,7,1,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-25.37,6.450000000000003,4,2,-8.88,-13.14,-3.35,2,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=500,8,0.1509433962264151,-25.439999999999998,6.380000000000006,7,1,-10.21,-14.91,-0.3200000000000001,2,2,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.640000000000004,6.18,8,2,-7.28,-16.51,-1.85,6,2,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=500,15,0.2830188679245283,-25.729180000000003,6.090820000000001,10,5,-8.909180000000001,-13.469999999999999,-3.35,8,7,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-26.080000000000002,5.740000000000002,7,3,-10.139999999999999,-13.36,-2.58,2,7,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND entry_to_exit_loss_cents>=10,6,0.11320754716981132,-26.100000000000005,5.719999999999999,5,1,-6.910000000000001,-16.61,-2.58,5,0,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=90,5,0.09433962264150944,-26.16,5.660000000000004,4,1,-11.860000000000001,-10.95,-3.35,0,5,0,True,True
