dataset,candidate,slice,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask,median_edge
current,score_min60_locked_equiv,"score=(0.7, 0.8]",46,39,7,0.8478260869565217,264.0,5.739130434782608,76.0,-3.6081849394760397
current,score_min60_locked_equiv,"edge=(-200.001, -5.0]",128,95,33,0.7421875,-109.0,-0.8515625,72.0,-9.23492275293864
current,score_min60_locked_equiv,"edge=(-3.0, 0.0]",109,80,29,0.7339449541284404,539.0,4.944954128440367,65.0,-2.5
current,score_min60_locked_equiv,"edge=(-5.0, -3.0]",67,54,13,0.8059701492537313,744.0,11.104477611940299,67.0,-3.5423953491621702
current,score_min60_locked_equiv,"ask=(60.0, 70.0]",188,135,53,0.7180851063829787,821.0,4.367021276595745,65.0,-3.0
current,score_min60_locked_equiv,"ask=(70.0, 80.0]",97,80,17,0.8247422680412371,579.0,5.969072164948454,74.0,-8.525013322530612
current,score_min60_locked_equiv,"ask=(80.0, 90.0]",17,12,5,0.7058823529411765,-239.0,-14.058823529411764,83.0,-10.18983297922938
current,score_min60_locked_equiv,"time=(-1.001, 600.0]",56,42,14,0.75,113.0,2.017857142857143,71.0,-4.818790028949465
current,score_min60_locked_equiv,"time=(600.0, 720.0]",67,55,12,0.8208955223880597,712.0,10.626865671641792,69.0,-4.102223021550287
current,score_min60_locked_equiv,"time=(720.0, 840.0]",165,121,44,0.7333333333333333,331.0,2.006060606060606,68.0,-3.611148244322493
current,score_min60_locked_equiv,"time=(840.0, 10000.0]",16,11,5,0.6875,18.0,1.125,63.5,-3.473840154034871
current,book_margin_edge_ge_m5,split=holdout,62,45,17,0.7258064516129032,231.0,3.725806451612903,65.0,-2.5
current,book_margin_edge_ge_m5,split=train,182,128,54,0.7032967032967034,603.0,3.3131868131868134,63.0,-2.5
current,book_margin_edge_ge_m5,split=validation,61,43,18,0.7049180327868853,117.0,1.9180327868852458,65.0,-2.5
current,book_margin_edge_ge_m5,side=no,155,110,45,0.7096774193548387,482.0,3.109677419354839,64.0,-2.5
current,book_margin_edge_ge_m5,side=yes,150,106,44,0.7066666666666667,469.0,3.1266666666666665,64.0,-2.5
current,book_margin_edge_ge_m5,"score=(-1.001, 0.625]",138,96,42,0.6956521739130435,802.0,5.811594202898551,62.0,-2.5
current,book_margin_edge_ge_m5,"score=(0.625, 0.65]",59,33,26,0.559322033898305,-625.0,-10.59322033898305,64.0,-2.5
current,book_margin_edge_ge_m5,"score=(0.65, 0.7]",63,48,15,0.7619047619047619,389.0,6.174603174603175,68.0,-2.5
current,book_margin_edge_ge_m5,"score=(0.7, 0.8]",38,33,5,0.868421052631579,379.0,9.973684210526315,75.0,-2.5
current,book_margin_edge_ge_m5,"edge=(-3.0, 0.0]",256,187,69,0.73046875,1358.0,5.3046875,64.0,-2.5
current,book_margin_edge_ge_m5,"edge=(-5.0, -3.0]",49,29,20,0.5918367346938775,-407.0,-8.306122448979592,64.0,-3.0
current,book_margin_edge_ge_m5,"ask=(60.0, 70.0]",260,177,83,0.6807692307692308,566.0,2.1769230769230767,63.0,-2.5
current,book_margin_edge_ge_m5,"ask=(70.0, 80.0]",38,33,5,0.868421052631579,379.0,9.973684210526315,75.0,-2.5
current,book_margin_edge_ge_m5,"time=(-1.001, 600.0]",20,15,5,0.75,143.0,7.15,64.0,-2.5
current,book_margin_edge_ge_m5,"time=(600.0, 720.0]",43,30,13,0.6976744186046512,82.0,1.9069767441860466,64.0,-2.5
current,book_margin_edge_ge_m5,"time=(720.0, 840.0]",161,121,40,0.7515527950310559,1208.0,7.503105590062112,64.0,-2.5
current,book_margin_edge_ge_m5,"time=(840.0, 10000.0]",81,50,31,0.6172839506172839,-482.0,-5.950617283950617,64.0,-2.5
current,book_margin_edge_ge_m3,split=holdout,62,45,17,0.7258064516129032,231.0,3.725806451612903,65.0,-2.5
current,book_margin_edge_ge_m3,split=train,182,128,54,0.7032967032967034,596.0,3.2747252747252746,63.0,-2.5
current,book_margin_edge_ge_m3,split=validation,61,43,18,0.7049180327868853,117.0,1.9180327868852458,65.0,-2.5
current,book_margin_edge_ge_m3,side=no,155,110,45,0.7096774193548387,482.0,3.109677419354839,64.0,-2.5
current,book_margin_edge_ge_m3,side=yes,150,106,44,0.7066666666666667,462.0,3.08,64.0,-2.5
current,book_margin_edge_ge_m3,"score=(-1.001, 0.625]",138,96,42,0.6956521739130435,803.0,5.818840579710145,62.0,-2.5
current,book_margin_edge_ge_m3,"score=(0.625, 0.65]",59,33,26,0.559322033898305,-625.0,-10.59322033898305,64.0,-2.5
current,book_margin_edge_ge_m3,"score=(0.65, 0.7]",62,47,15,0.7580645161290323,360.0,5.806451612903226,68.0,-2.5
current,book_margin_edge_ge_m3,"score=(0.7, 0.8]",39,34,5,0.8717948717948718,400.0,10.256410256410257,75.0,-2.5
current,book_margin_edge_ge_m3,"edge=(-3.0, 0.0]",257,188,69,0.7315175097276264,1379.0,5.365758754863813,64.0,-2.5
current,book_margin_edge_ge_m3,"edge=(-5.0, -3.0]",48,28,20,0.5833333333333334,-435.0,-9.0625,64.0,-3.0
current,book_margin_edge_ge_m3,"ask=(60.0, 70.0]",259,176,83,0.6795366795366795,538.0,2.077220077220077,63.0,-2.5
current,book_margin_edge_ge_m3,"ask=(70.0, 80.0]",39,34,5,0.8717948717948718,400.0,10.256410256410257,75.0,-2.5
current,book_margin_edge_ge_m3,"time=(-1.001, 600.0]",20,15,5,0.75,135.0,6.75,64.0,-2.5
current,book_margin_edge_ge_m3,"time=(600.0, 720.0]",43,30,13,0.6976744186046512,82.0,1.9069767441860466,64.0,-2.5
current,book_margin_edge_ge_m3,"time=(720.0, 840.0]",161,121,40,0.7515527950310559,1209.0,7.509316770186335,64.0,-2.5
current,book_margin_edge_ge_m3,"time=(840.0, 10000.0]",81,50,31,0.6172839506172839,-482.0,-5.950617283950617,64.0,-2.5
current,book_p625_edge_ge_m3,split=holdout,62,44,18,0.7096774193548387,2.0,0.03225806451612903,67.0,-2.5
current,book_p625_edge_ge_m3,split=train,182,133,49,0.7307692307692307,752.0,4.131868131868132,65.0,-2.5
current,book_p625_edge_ge_m3,split=validation,61,46,15,0.7540983606557377,273.0,4.475409836065574,68.0,-2.5
current,book_p625_edge_ge_m3,side=no,154,113,41,0.7337662337662337,508.0,3.2987012987012987,66.0,-2.5
current,book_p625_edge_ge_m3,side=yes,151,110,41,0.7284768211920529,519.0,3.437086092715232,66.0,-2.5
current,book_p625_edge_ge_m3,"score=(-1.001, 0.625]",53,43,10,0.8113207547169812,855.0,16.132075471698112,63.0,-2.5
current,book_p625_edge_ge_m3,"score=(0.625, 0.65]",94,56,38,0.5957446808510638,-653.0,-6.946808510638298,64.0,-2.5
current,book_p625_edge_ge_m3,"score=(0.65, 0.7]",93,68,25,0.7311827956989247,288.0,3.096774193548387,68.0,-2.5
current,book_p625_edge_ge_m3,"score=(0.7, 0.8]",55,47,8,0.8545454545454545,489.0,8.89090909090909,74.0,-2.5
current,book_p625_edge_ge_m3,"edge=(-3.0, 0.0]",263,198,65,0.752851711026616,1468.0,5.581749049429658,66.0,-2.5
current,book_p625_edge_ge_m3,"edge=(-5.0, -3.0]",42,25,17,0.5952380952380952,-441.0,-10.5,67.0,-3.0
current,book_p625_edge_ge_m3,"ask=(60.0, 70.0]",239,167,72,0.698744769874477,563.0,2.3556485355648538,65.0,-2.5
current,book_p625_edge_ge_m3,"ask=(70.0, 80.0]",56,47,9,0.8392857142857143,416.0,7.428571428571429,74.0,-2.5
current,book_p625_edge_ge_m3,"time=(-1.001, 600.0]",31,22,9,0.7096774193548387,28.0,0.9032258064516129,65.0,-2.5
current,book_p625_edge_ge_m3,"time=(600.0, 720.0]",57,44,13,0.7719298245614035,419.0,7.350877192982456,67.0,-2.5
current,book_p625_edge_ge_m3,"time=(720.0, 840.0]",155,118,37,0.7612903225806451,997.0,6.432258064516129,66.0,-2.5
current,book_p625_edge_ge_m3,"time=(840.0, 10000.0]",62,39,23,0.6290322580645161,-417.0,-6.725806451612903,66.0,-2.5
current,book_p65_edge_ge_m3,split=holdout,62,44,18,0.7096774193548387,-114.0,-1.8387096774193548,69.0,-2.5
current,book_p65_edge_ge_m3,split=train,180,130,50,0.7222222222222222,-28.0,-0.15555555555555556,69.0,-2.5
current,book_p65_edge_ge_m3,split=validation,61,47,14,0.7704918032786885,266.0,4.360655737704918,69.0,-2.5
current,book_p65_edge_ge_m3,side=no,149,110,39,0.738255033557047,179.0,1.2013422818791946,69.0,-2.5
current,book_p65_edge_ge_m3,side=yes,154,111,43,0.7207792207792207,-55.0,-0.35714285714285715,69.0,-2.5
current,book_p65_edge_ge_m3,"score=(0.625, 0.65]",13,8,5,0.6153846153846154,-84.0,-6.461538461538462,66.0,-3.0
current,book_p65_edge_ge_m3,"score=(0.65, 0.7]",184,127,57,0.6902173913043478,-171.0,-0.9293478260869565,68.0,-2.5
current,book_p65_edge_ge_m3,"score=(0.7, 0.8]",90,71,19,0.7888888888888889,244.0,2.7111111111111112,74.0,-2.5
current,book_p65_edge_ge_m3,"score=(0.8, 2.0]",16,15,1,0.9375,135.0,8.4375,83.0,-1.5
current,book_p65_edge_ge_m3,"edge=(-3.0, 0.0]",254,186,68,0.7322834645669292,101.0,0.39763779527559057,69.0,-2.5
current,book_p65_edge_ge_m3,"edge=(-5.0, -3.0]",49,35,14,0.7142857142857143,23.0,0.46938775510204084,68.0,-3.0
current,book_p65_edge_ge_m3,"ask=(60.0, 70.0]",194,134,60,0.6907216494845361,-136.0,-0.7010309278350515,68.0,-2.5
current,book_p65_edge_ge_m3,"ask=(70.0, 80.0]",93,72,21,0.7741935483870968,125.0,1.3440860215053763,74.0,-2.5
current,book_p65_edge_ge_m3,"ask=(80.0, 90.0]",16,15,1,0.9375,135.0,8.4375,83.0,-1.5
current,book_p65_edge_ge_m3,"time=(-1.001, 600.0]",40,31,9,0.775,153.0,3.825,69.5,-2.5
current,book_p65_edge_ge_m3,"time=(600.0, 720.0]",75,54,21,0.72,-31.0,-0.41333333333333333,69.0,-2.5
current,book_p65_edge_ge_m3,"time=(720.0, 840.0]",145,109,36,0.7517241379310344,417.0,2.8758620689655174,69.0,-2.5
current,book_p65_edge_ge_m3,"time=(840.0, 10000.0]",43,27,16,0.627906976744186,-415.0,-9.651162790697674,69.0,-2.5
current,score_min60_edge_ge_m5,split=holdout,58,43,15,0.7413793103448276,189.0,3.2586206896551726,67.0,-2.9633025931925943
current,score_min60_edge_ge_m5,split=train,176,135,41,0.7670454545454546,973.0,5.528409090909091,66.0,-2.5
current,score_min60_edge_ge_m5,split=validation,61,46,15,0.7540983606557377,200.0,3.278688524590164,69.0,-3.0
current,score_min60_edge_ge_m5,side=no,145,111,34,0.7655172413793103,831.0,5.731034482758621,68.0,-2.5
current,score_min60_edge_ge_m5,side=yes,150,113,37,0.7533333333333333,531.0,3.54,67.0,-2.7869929135073725
current,score_min60_edge_ge_m5,"score=(-1.001, 0.625]",87,60,27,0.6896551724137931,408.0,4.689655172413793,62.0,-2.5
current,score_min60_edge_ge_m5,"score=(0.625, 0.65]",44,30,14,0.6818181818181818,56.0,1.2727272727272727,65.0,-2.8817292828985046
current,score_min60_edge_ge_m5,"score=(0.65, 0.7]",75,58,17,0.7733333333333333,532.0,7.093333333333334,68.0,-3.0
current,score_min60_edge_ge_m5,"score=(0.7, 0.8]",59,49,10,0.8305084745762712,363.0,6.1525423728813555,74.0,-2.5
current,score_min60_edge_ge_m5,"score=(0.8, 2.0]",30,27,3,0.9,3.0,0.1,88.5,-2.7615550577453902
current,score_min60_edge_ge_m5,"edge=(-3.0, 0.0]",164,121,43,0.7378048780487805,494.0,3.0121951219512195,66.0,-2.5
current,score_min60_edge_ge_m5,"edge=(-5.0, -3.0]",131,103,28,0.7862595419847328,868.0,6.625954198473282,68.0,-3.611148244322493
current,score_min60_edge_ge_m5,"ask=(60.0, 70.0]",200,144,56,0.72,1035.0,5.175,65.0,-2.5690462849179454
current,score_min60_edge_ge_m5,"ask=(70.0, 80.0]",63,51,12,0.8095238095238095,291.0,4.619047619047619,73.0,-2.5
current,score_min60_edge_ge_m5,"ask=(80.0, 90.0]",21,19,2,0.9047619047619048,80.0,3.8095238095238093,85.0,-3.0
current,score_min60_edge_ge_m5,"time=(-1.001, 600.0]",77,60,17,0.7792207792207793,232.0,3.012987012987013,69.0,-2.7128038836917625
current,score_min60_edge_ge_m5,"time=(600.0, 720.0]",78,62,16,0.7948717948717948,612.0,7.846153846153846,68.0,-3.0
current,score_min60_edge_ge_m5,"time=(720.0, 840.0]",129,95,34,0.7364341085271318,527.0,4.0852713178294575,66.0,-2.5
current,score_min60_edge_ge_m3,split=holdout,55,42,13,0.7636363636363637,262.0,4.763636363636364,67.0,-2.5
current,score_min60_edge_ge_m3,split=train,167,128,39,0.7664670658682635,898.0,5.377245508982036,66.0,-2.5
current,score_min60_edge_ge_m3,split=validation,60,44,16,0.7333333333333333,-42.0,-0.7,69.5,-2.5
current,score_min60_edge_ge_m3,side=no,136,104,32,0.7647058823529411,680.0,5.0,67.0,-2.5
current,score_min60_edge_ge_m3,side=yes,146,110,36,0.7534246575342466,438.0,3.0,67.0,-2.5
current,score_min60_edge_ge_m3,"score=(-1.001, 0.625]",82,56,26,0.6829268292682927,363.0,4.426829268292683,62.0,-2.5
current,score_min60_edge_ge_m3,"score=(0.625, 0.65]",42,28,14,0.6666666666666666,1.0,0.023809523809523808,65.0,-2.5
current,score_min60_edge_ge_m3,"score=(0.65, 0.7]",57,41,16,0.7192982456140351,113.0,1.9824561403508771,68.0,-2.5
current,score_min60_edge_ge_m3,"score=(0.7, 0.8]",60,52,8,0.8666666666666667,617.0,10.283333333333333,74.0,-2.5
current,score_min60_edge_ge_m3,"score=(0.8, 2.0]",41,37,4,0.9024390243902439,24.0,0.5853658536585366,89.0,-2.0
current,score_min60_edge_ge_m3,"edge=(-3.0, 0.0]",234,182,52,0.7777777777777778,1214.0,5.188034188034188,68.0,-2.5
current,score_min60_edge_ge_m3,"edge=(-5.0, -3.0]",48,32,16,0.6666666666666666,-96.0,-2.0,66.0,-3.0
current,score_min60_edge_ge_m3,"ask=(60.0, 70.0]",179,123,56,0.6871508379888268,423.0,2.363128491620112,64.0,-2.5
current,score_min60_edge_ge_m3,"ask=(70.0, 80.0]",62,54,8,0.8709677419354839,671.0,10.82258064516129,73.5,-2.5
current,score_min60_edge_ge_m3,"ask=(80.0, 90.0]",24,21,3,0.875,28.0,1.1666666666666667,84.5,-2.4638733287422383
current,score_min60_edge_ge_m3,"ask=(90.0, 101.0]",17,16,1,0.9411764705882353,-4.0,-0.23529411764705882,94.0,-1.8773514083852092
current,score_min60_edge_ge_m3,"time=(-1.001, 600.0]",84,66,18,0.7857142857142857,186.0,2.2142857142857144,72.5,-2.5
current,score_min60_edge_ge_m3,"time=(600.0, 720.0]",81,63,18,0.7777777777777778,483.0,5.962962962962963,68.0,-2.5
current,score_min60_edge_ge_m3,"time=(720.0, 840.0]",108,80,28,0.7407407407407407,529.0,4.898148148148148,66.0,-2.5
v21,book_margin_locked_equiv,split=holdout,44,34,10,0.7727272727272727,293.0,6.659090909090909,67.0,-2.5
v21,book_margin_locked_equiv,split=train,131,90,41,0.6870229007633588,-80.0,-0.6106870229007634,66.0,-2.5
v21,book_margin_locked_equiv,split=validation,44,32,12,0.7272727272727273,212.0,4.818181818181818,64.5,-2.5
v21,book_margin_locked_equiv,side=no,103,75,28,0.7281553398058253,359.0,3.4854368932038833,65.0,-2.5
v21,book_margin_locked_equiv,side=yes,116,81,35,0.6982758620689655,66.0,0.5689655172413793,66.0,-2.5
v21,book_margin_locked_equiv,"score=(-1.001, 0.625]",75,55,20,0.7333333333333333,702.0,9.36,62.0,-2.5
v21,book_margin_locked_equiv,"score=(0.625, 0.65]",34,21,13,0.6176470588235294,-162.0,-4.764705882352941,64.5,-2.5
v21,book_margin_locked_equiv,"score=(0.65, 0.7]",58,43,15,0.7413793103448276,245.0,4.224137931034483,68.0,-2.5
v21,book_margin_locked_equiv,"score=(0.7, 0.8]",41,26,15,0.6341463414634146,-513.0,-12.512195121951219,73.0,-2.5
v21,book_margin_locked_equiv,"edge=(-3.0, 0.0]",200,140,60,0.7,131.0,0.655,65.5,-2.5
v21,book_margin_locked_equiv,"edge=(-5.0, -3.0]",19,16,3,0.8421052631578947,294.0,15.473684210526315,67.0,-3.0
v21,book_margin_locked_equiv,"ask=(60.0, 70.0]",164,118,46,0.7195121951219512,904.0,5.512195121951219,64.0,-2.5
v21,book_margin_locked_equiv,"ask=(70.0, 80.0]",44,27,17,0.6136363636363636,-632.0,-14.363636363636363,72.5,-2.5
v21,book_margin_locked_equiv,"time=(-1.001, 600.0]",30,19,11,0.6333333333333333,-245.0,-8.166666666666666,66.5,-2.5
v21,book_margin_locked_equiv,"time=(600.0, 720.0]",42,32,10,0.7619047619047619,222.0,5.285714285714286,67.5,-2.5
v21,book_margin_locked_equiv,"time=(720.0, 840.0]",107,74,33,0.6915887850467289,46.0,0.42990654205607476,65.0,-2.5
v21,book_margin_locked_equiv,"time=(840.0, 10000.0]",40,31,9,0.775,402.0,10.05,64.0,-2.5
v21,score_min60_locked_equiv,split=holdout,44,34,10,0.7727272727272727,155.0,3.522727272727273,70.0,-3.5216921627255537
v21,score_min60_locked_equiv,split=train,130,92,38,0.7076923076923077,-19.0,-0.14615384615384616,68.0,-2.8026408434897903
v21,score_min60_locked_equiv,split=validation,44,35,9,0.7954545454545454,398.0,9.045454545454545,67.0,-3.4181941714539192
v21,score_min60_locked_equiv,side=no,99,76,23,0.7676767676767676,542.0,5.474747474747475,67.0,-2.5
v21,score_min60_locked_equiv,side=yes,119,85,34,0.7142857142857143,-8.0,-0.06722689075630252,68.0,-3.497933801312115
v21,score_min60_locked_equiv,"score=(-1.001, 0.625]",64,48,16,0.75,584.0,9.125,63.0,-2.536446462113009
v21,score_min60_locked_equiv,"score=(0.625, 0.65]",51,33,18,0.6470588235294118,-196.0,-3.843137254901961,65.0,-3.2393794833255214
v21,score_min60_locked_equiv,"score=(0.65, 0.7]",50,37,13,0.74,85.0,1.7,70.0,-3.5844655820472937
v21,score_min60_locked_equiv,"score=(0.7, 0.8]",43,33,10,0.7674418604651163,-61.0,-1.4186046511627908,75.0,-2.651543544234414
v21,score_min60_locked_equiv,"edge=(-200.001, -5.0]",72,53,19,0.7361111111111112,-65.0,-0.9027777777777778,71.0,-7.804298711814461
v21,score_min60_locked_equiv,"edge=(-3.0, 0.0]",102,79,23,0.7745098039215687,810.0,7.9411764705882355,65.0,-2.5
v21,score_min60_locked_equiv,"edge=(-5.0, -3.0]",44,29,15,0.6590909090909091,-211.0,-4.795454545454546,67.0,-3.697564798521416
v21,score_min60_locked_equiv,"ask=(60.0, 70.0]",139,101,38,0.7266187050359713,743.0,5.345323741007194,65.0,-2.665912208528219
v21,score_min60_locked_equiv,"ask=(70.0, 80.0]",59,40,19,0.6779661016949152,-486.0,-8.23728813559322,73.0,-4.551088659809537
v21,score_min60_locked_equiv,"ask=(80.0, 90.0]",17,17,0,1.0,257.0,15.117647058823529,83.0,-5.5918700093682645
v21,score_min60_locked_equiv,"time=(-1.001, 600.0]",44,33,11,0.75,6.0,0.13636363636363635,72.5,-4.343769004909497
v21,score_min60_locked_equiv,"time=(600.0, 720.0]",44,36,8,0.8181818181818182,445.0,10.113636363636363,68.0,-3.1729138505479284
v21,score_min60_locked_equiv,"time=(720.0, 840.0]",119,86,33,0.7226890756302521,219.0,1.8403361344537814,67.0,-2.651543544234414
v21,book_margin_edge_ge_m5,split=holdout,44,34,10,0.7727272727272727,293.0,6.659090909090909,67.0,-2.5
v21,book_margin_edge_ge_m5,split=train,131,90,41,0.6870229007633588,-80.0,-0.6106870229007634,66.0,-2.5
v21,book_margin_edge_ge_m5,split=validation,44,32,12,0.7272727272727273,212.0,4.818181818181818,64.5,-2.5
v21,book_margin_edge_ge_m5,side=no,103,75,28,0.7281553398058253,359.0,3.4854368932038833,65.0,-2.5
v21,book_margin_edge_ge_m5,side=yes,116,81,35,0.6982758620689655,66.0,0.5689655172413793,66.0,-2.5
v21,book_margin_edge_ge_m5,"score=(-1.001, 0.625]",75,55,20,0.7333333333333333,702.0,9.36,62.0,-2.5
v21,book_margin_edge_ge_m5,"score=(0.625, 0.65]",34,21,13,0.6176470588235294,-162.0,-4.764705882352941,64.5,-2.5
v21,book_margin_edge_ge_m5,"score=(0.65, 0.7]",58,43,15,0.7413793103448276,245.0,4.224137931034483,68.0,-2.5
v21,book_margin_edge_ge_m5,"score=(0.7, 0.8]",41,26,15,0.6341463414634146,-513.0,-12.512195121951219,73.0,-2.5
v21,book_margin_edge_ge_m5,"edge=(-3.0, 0.0]",200,140,60,0.7,131.0,0.655,65.5,-2.5
v21,book_margin_edge_ge_m5,"edge=(-5.0, -3.0]",19,16,3,0.8421052631578947,294.0,15.473684210526315,67.0,-3.0
v21,book_margin_edge_ge_m5,"ask=(60.0, 70.0]",164,118,46,0.7195121951219512,904.0,5.512195121951219,64.0,-2.5
v21,book_margin_edge_ge_m5,"ask=(70.0, 80.0]",44,27,17,0.6136363636363636,-632.0,-14.363636363636363,72.5,-2.5
v21,book_margin_edge_ge_m5,"time=(-1.001, 600.0]",30,19,11,0.6333333333333333,-245.0,-8.166666666666666,66.5,-2.5
v21,book_margin_edge_ge_m5,"time=(600.0, 720.0]",42,32,10,0.7619047619047619,222.0,5.285714285714286,67.5,-2.5
v21,book_margin_edge_ge_m5,"time=(720.0, 840.0]",107,74,33,0.6915887850467289,46.0,0.42990654205607476,65.0,-2.5
v21,book_margin_edge_ge_m5,"time=(840.0, 10000.0]",40,31,9,0.775,402.0,10.05,64.0,-2.5
v21,book_margin_edge_ge_m3,split=holdout,44,34,10,0.7727272727272727,293.0,6.659090909090909,67.0,-2.5
v21,book_margin_edge_ge_m3,split=train,131,90,41,0.6870229007633588,-109.0,-0.8320610687022901,66.0,-2.5
v21,book_margin_edge_ge_m3,split=validation,44,32,12,0.7272727272727273,212.0,4.818181818181818,64.5,-2.5
v21,book_margin_edge_ge_m3,side=no,103,75,28,0.7281553398058253,330.0,3.203883495145631,65.0,-2.5
v21,book_margin_edge_ge_m3,side=yes,116,81,35,0.6982758620689655,66.0,0.5689655172413793,66.0,-2.5
v21,book_margin_edge_ge_m3,"score=(-1.001, 0.625]",74,54,20,0.7297297297297297,667.0,9.013513513513514,62.0,-2.5
v21,book_margin_edge_ge_m3,"score=(0.625, 0.65]",34,21,13,0.6176470588235294,-162.0,-4.764705882352941,64.5,-2.5
v21,book_margin_edge_ge_m3,"score=(0.65, 0.7]",58,43,15,0.7413793103448276,245.0,4.224137931034483,68.0,-2.5
v21,book_margin_edge_ge_m3,"score=(0.7, 0.8]",41,26,15,0.6341463414634146,-513.0,-12.512195121951219,73.0,-2.5
v21,book_margin_edge_ge_m3,"score=(0.8, 2.0]",12,12,0,1.0,159.0,13.25,83.5,-1.5
v21,book_margin_edge_ge_m3,"edge=(-3.0, 0.0]",201,141,60,0.7014925373134329,137.0,0.681592039800995,66.0,-2.5
v21,book_margin_edge_ge_m3,"edge=(-5.0, -3.0]",18,15,3,0.8333333333333334,259.0,14.38888888888889,67.5,-3.0
v21,book_margin_edge_ge_m3,"ask=(60.0, 70.0]",163,117,46,0.7177914110429447,869.0,5.331288343558282,64.0,-2.5
v21,book_margin_edge_ge_m3,"ask=(70.0, 80.0]",44,27,17,0.6136363636363636,-632.0,-14.363636363636363,72.5,-2.5
v21,book_margin_edge_ge_m3,"time=(-1.001, 600.0]",31,20,11,0.6451612903225806,-239.0,-7.709677419354839,67.0,-2.5
v21,book_margin_edge_ge_m3,"time=(600.0, 720.0]",42,32,10,0.7619047619047619,222.0,5.285714285714286,67.5,-2.5
v21,book_margin_edge_ge_m3,"time=(720.0, 840.0]",106,73,33,0.6886792452830188,11.0,0.10377358490566038,65.0,-2.5
v21,book_margin_edge_ge_m3,"time=(840.0, 10000.0]",40,31,9,0.775,402.0,10.05,64.0,-2.5
v21,book_p625_edge_ge_m3,split=holdout,44,35,9,0.7954545454545454,253.0,5.75,70.0,-2.5
v21,book_p625_edge_ge_m3,split=train,131,92,39,0.7022900763358778,-134.0,-1.0229007633587786,68.0,-2.5
v21,book_p625_edge_ge_m3,split=validation,44,31,13,0.7045454545454546,1.0,0.022727272727272728,66.0,-2.5
v21,book_p625_edge_ge_m3,side=no,97,73,24,0.7525773195876289,313.0,3.2268041237113403,68.0,-2.5
v21,book_p625_edge_ge_m3,side=yes,122,85,37,0.6967213114754098,-193.0,-1.5819672131147542,68.0,-2.5
