dataset,candidate,label,min_seconds_to_close,max_seconds_to_close,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive
current,book_margin_window540_660,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=540; margin_rv15>=0; sec_to_close<=660,540.0,660.0,295,262,194,68,0.7404580152671756,0.888135593220339,0.684171332318484,73.0,74.09160305343511,82.0,3,0,649.8820000000001,463.0,19412.0,19875.0,-12.0,-475.0,-0.000618174325159695,-0.02389937106918239,-1.8129770992366412,-1.6101694915254237,0.7585877862595419,-0.018129770992366345,177,151,112,39,0.7417218543046358,0.8531073446327684,0.6665250354949417,71.0,73.83443708609272,81.0,1,0,649.413,269.0,11149.0,11418.0,51.0,-218.0,0.004574401291595659,-0.01909266071115782,-1.4437086092715232,-1.231638418079096,0.756158940397351,-0.014437086092715212,59,54,39,15,0.7222222222222222,0.9152542372881356,0.5910955707120474,74.5,75.85185185185185,84.0,0,0,650.2625,93.0,4096.0,4189.0,-196.0,-289.0,-0.0478515625,-0.06899021246120793,-5.351851851851852,-4.898305084745763,0.7757407407407407,-0.05351851851851852,59,57,43,14,0.7543859649122807,0.9661016949152542,0.628977037672441,71.0,73.10526315789474,81.0,2,0,650.557,101.0,4167.0,4268.0,133.0,32.0,0.031917446604271656,0.007497656982193065,0.5614035087719298,0.5423728813559322,0.7487719298245614,0.0056140350877192935,True,False,False
v21,book_margin_locked,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; sec_to_close<=none,120.0,,221,219,156,63,0.7123287671232876,0.9909502262443439,0.6491214398502179,66.0,67.32420091324201,70.5,0,0,779.813589,431.0,14744.0,15175.0,856.0,425.0,0.05805751492132393,0.02800658978583196,1.9406392694063928,1.9230769230769231,0.6929223744292238,0.019406392694063856,132,131,90,41,0.6870229007633588,0.9924242424242424,0.6032467934308663,66.0,67.33587786259542,71.0,0,0,779.94713,259.0,8821.0,9080.0,179.0,-80.0,0.020292483845369007,-0.00881057268722467,-0.6106870229007634,-0.6060606060606061,0.6931297709923665,-0.006106870229007688,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,64.5,65.93181818181819,67.0,0,0,779.7111965,87.0,2901.0,2988.0,299.0,212.0,0.10306790761806274,0.07095046854082998,4.818181818181818,4.818181818181818,0.6790909090909091,0.048181818181818215,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,67.0,68.68181818181819,71.25,0,0,779.378346,85.0,3022.0,3107.0,378.0,293.0,0.12508272667107875,0.09430318635339556,6.659090909090909,6.511111111111111,0.7061363636363637,0.06659090909090903,True,False,True
v21,book_margin_wait480_locked,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=480; margin_rv15>=0; sec_to_close<=none,480.0,,221,208,151,57,0.7259615384615384,0.9411764705882353,0.6616616811648351,66.0,67.16346153846153,70.0,0,0,779.9349755000001,411.0,13970.0,14381.0,1130.0,719.0,0.08088761632068718,0.04999652319032056,3.456730769230769,3.253393665158371,0.6913942307692308,0.03456730769230765,132,124,88,36,0.7096774193548387,0.9393939393939394,0.6244416488936401,65.5,67.16129032258064,70.25,0,0,809.5333945,246.0,8328.0,8574.0,472.0,226.0,0.056676272814601344,0.02635875903895498,1.8225806451612903,1.7121212121212122,0.6914516129032258,0.01822580645161298,44,42,31,11,0.7380952380952381,0.9545454545454546,0.5893126929422804,64.5,66.04761904761905,67.0,0,0,779.746739,83.0,2774.0,2857.0,326.0,243.0,0.11751982696467195,0.08505425271263563,5.785714285714286,5.5227272727272725,0.6802380952380952,0.05785714285714294,45,42,32,10,0.7619047619047619,0.9333333333333333,0.6147245613168169,67.0,68.28571428571429,71.0,0,0,779.4613555000001,82.0,2868.0,2950.0,332.0,250.0,0.11576011157601115,0.0847457627118644,5.9523809523809526,5.555555555555555,0.7023809523809523,0.059523809523809534,True,True,True
v21,book_margin_max780,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=120; margin_rv15>=0; sec_to_close<=780,120.0,780.0,221,219,154,65,0.7031963470319634,0.9909502262443439,0.6396090640789774,68.0,70.0,74.0,0,0,779.078782,419.0,15330.0,15749.0,70.0,-349.0,0.0045662100456621,-0.02216013715156518,-1.5936073059360731,-1.579185520361991,0.7191324200913243,-0.015936073059360845,132,131,90,41,0.6870229007633588,0.9924242424242424,0.6032467934308663,68.0,70.35114503816794,73.5,0,0,779.128219,247.0,9216.0,9463.0,-216.0,-463.0,-0.0234375,-0.048927401458311315,-3.5343511450381677,-3.507575757575758,0.7223664122137404,-0.035343511450381615,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,67.0,68.25,71.25,0,0,779.0346135,86.0,3003.0,3089.0,197.0,111.0,0.0656010656010656,0.035933959210100355,2.522727272727273,2.522727272727273,0.7020454545454545,0.025227272727272765,45,44,32,12,0.7272727272727273,0.9777777777777777,0.581511269075488,70.0,70.70454545454545,75.25,0,0,719.488535,86.0,3111.0,3197.0,89.0,3.0,0.028608164577306333,0.0009383797309978105,0.06818181818181818,0.06666666666666667,0.7265909090909091,0.0006818181818182278,True,False,True
v21,book_margin_window360_780,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=360; margin_rv15>=0; sec_to_close<=780,360.0,780.0,221,215,152,63,0.7069767441860465,0.9728506787330317,0.642931485113039,68.0,69.85116279069767,73.5,0,0,779.08268,413.0,15018.0,15431.0,182.0,-231.0,0.012118790784392063,-0.014969865854448837,-1.0744186046511628,-1.0452488687782806,0.7177209302325581,-0.010744186046511617,132,128,89,39,0.6953125,0.9696969696969697,0.610848991608053,68.0,70.28125,73.25,0,0,779.1351950000001,242.0,8996.0,9238.0,-96.0,-338.0,-0.01067140951534015,-0.036588006061918164,-2.640625,-2.5606060606060606,0.72171875,-0.026406249999999964,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,67.0,68.25,71.25,0,0,779.0346135,86.0,3003.0,3089.0,197.0,111.0,0.0656010656010656,0.035933959210100355,2.522727272727273,2.522727272727273,0.7020454545454545,0.025227272727272765,45,43,31,12,0.7209302325581395,0.9555555555555556,0.5730897131812113,70.0,70.20930232558139,74.5,0,0,719.536687,85.0,3019.0,3104.0,81.0,-4.0,0.026830076184166943,-0.001288659793814433,-0.09302325581395349,-0.08888888888888889,0.7218604651162791,-0.0009302325581396209,True,False,False
v21,book_margin_window480_780,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=480; margin_rv15>=0; sec_to_close<=780,480.0,780.0,221,201,145,56,0.7213930348258707,0.9095022624434389,0.6557076301256701,68.0,69.90547263681592,74.0,0,0,779.136515,385.0,14051.0,14436.0,449.0,64.0,0.03195502099494698,0.004433361041839845,0.31840796019900497,0.2895927601809955,0.7182089552238806,0.0031840796019900752,132,121,86,35,0.7107438016528925,0.9166666666666666,0.6244586367567668,68.0,70.28099173553719,73.0,0,0,779.205947,228.0,8504.0,8732.0,96.0,-132.0,0.011288805268109126,-0.015116811726981219,-1.0909090909090908,-1.0,0.7216528925619835,-0.01090909090909098,44,41,30,11,0.7317073170731707,0.9318181818181818,0.5806646689292336,67.0,68.46341463414635,72.0,0,0,779.177169,80.0,2807.0,2887.0,193.0,113.0,0.0687566797292483,0.039140976792518184,2.7560975609756095,2.5681818181818183,0.7041463414634147,0.02756097560975601,45,39,29,10,0.7435897435897436,0.8666666666666667,0.5891834407831603,70.0,70.25641025641026,74.5,0,0,779.068803,77.0,2740.0,2817.0,160.0,83.0,0.058394160583941604,0.029463968761093362,2.128205128205128,1.8444444444444446,0.7223076923076922,0.021282051282051406,True,False,True
v21,book_margin_window540_780,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=540; margin_rv15>=0; sec_to_close<=780,540.0,780.0,221,195,141,54,0.7230769230769231,0.8823529411764706,0.6564215508078228,68.0,69.74871794871795,73.0,0,0,779.177169,374.0,13601.0,13975.0,499.0,125.0,0.03668847878832439,0.008944543828264758,0.6410256410256411,0.5656108597285068,0.7166666666666667,0.0064102564102563875,132,117,84,33,0.717948717948718,0.8863636363636364,0.6304890994394946,68.0,70.03418803418803,73.0,0,0,779.243106,221.0,8194.0,8415.0,206.0,-15.0,0.025140346595069564,-0.0017825311942959,-0.1282051282051282,-0.11363636363636363,0.7192307692307692,-0.0012820512820512775,44,41,30,11,0.7317073170731707,0.9318181818181818,0.5806646689292336,67.0,68.46341463414635,72.0,0,0,779.177169,80.0,2807.0,2887.0,193.0,113.0,0.0687566797292483,0.039140976792518184,2.7560975609756095,2.5681818181818183,0.7041463414634147,0.02756097560975601,45,37,27,10,0.7297297297297297,0.8222222222222222,0.5702183167528574,70.0,70.27027027027027,74.0,0,0,779.078782,73.0,2600.0,2673.0,100.0,27.0,0.038461538461538464,0.010101010101010102,0.7297297297297297,0.6,0.7224324324324325,0.007297297297297223,True,False,True
v21,book_margin_window600_780,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=600; margin_rv15>=0; sec_to_close<=780,600.0,780.0,221,174,126,48,0.7241379310344828,0.7873303167420814,0.6534299392486264,68.0,69.80459770114942,73.0,0,0,779.2651445,333.0,12146.0,12479.0,454.0,121.0,0.03737856084307591,0.009696289766808237,0.6954022988505747,0.5475113122171946,0.7171839080459771,0.00695402298850567,132,110,78,32,0.7090909090909091,0.8333333333333334,0.6183065513617867,68.0,70.1,73.0,0,0,779.3059065,207.0,7711.0,7918.0,89.0,-118.0,0.01154195305407859,-0.01490275322051023,-1.0727272727272728,-0.8939393939393939,0.7198181818181819,-0.010727272727272807,44,34,25,9,0.7352941176470589,0.7727272727272727,0.5688285871705533,67.0,67.97058823529412,71.0,0,0,779.2829215,67.0,2311.0,2378.0,189.0,122.0,0.08178277801817395,0.051303616484440706,3.588235294117647,2.772727272727273,0.6994117647058824,0.035882352941176476,45,30,23,7,0.7666666666666667,0.6666666666666666,0.5907167384187784,70.5,70.8,74.75,0,0,779.166385,59.0,2124.0,2183.0,176.0,117.0,0.08286252354048965,0.053595968850206135,3.9,2.6,0.7276666666666666,0.039000000000000146,False,False,True
v21,book_margin_window480_720,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=480; margin_rv15>=0; sec_to_close<=720,480.0,720.0,221,197,147,50,0.7461928934010152,0.8914027149321267,0.6811136120632476,69.0,71.23857868020305,77.0,0,0,719.247671,371.0,14034.0,14405.0,666.0,295.0,0.04745617785378367,0.020479000347101702,1.49746192893401,1.334841628959276,0.7312182741116752,0.014974619289340074,132,118,88,30,0.7457627118644068,0.8939393939393939,0.6603107217485352,69.0,71.54237288135593,77.0,0,0,719.3205005,221.0,8442.0,8663.0,358.0,137.0,0.04240701255626629,0.015814383008195775,1.1610169491525424,1.0378787878787878,0.7341525423728813,0.01161016949152549,44,40,30,10,0.75,0.9090909090909091,0.5980603857923198,67.0,69.75,75.25,0,0,719.2404385,77.0,2790.0,2867.0,210.0,133.0,0.07526881720430108,0.0463899546564353,3.325,3.022727272727273,0.71675,0.03325,45,39,29,10,0.7435897435897436,0.8666666666666667,0.5891834407831603,71.0,71.84615384615384,76.5,0,0,719.12733,73.0,2802.0,2875.0,98.0,25.0,0.03497501784439686,0.008695652173913044,0.6410256410256411,0.5555555555555556,0.7371794871794872,0.0064102564102563875,True,True,True
v21,book_margin_window540_720,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=540; margin_rv15>=0; sec_to_close<=720,540.0,720.0,221,191,143,48,0.7486910994764397,0.8642533936651584,0.682684546247468,69.0,71.12041884816755,77.0,0,0,719.27809,360.0,13584.0,13944.0,716.0,356.0,0.05270906949352179,0.025530694205393,1.8638743455497382,1.6108597285067874,0.7300523560209424,0.01863874345549732,132,114,86,28,0.7543859649122807,0.8636363636363636,0.6679340473466707,69.0,71.33333333333333,77.0,0,0,719.345707,214.0,8132.0,8346.0,468.0,254.0,0.057550418101328084,0.030433740714114546,2.2280701754385963,1.9242424242424243,0.7321052631578946,0.022280701754386123,44,40,30,10,0.75,0.9090909090909091,0.5980603857923198,67.0,69.75,75.25,0,0,719.2404385,77.0,2790.0,2867.0,210.0,133.0,0.07526881720430108,0.0463899546564353,3.325,3.022727272727273,0.71675,0.03325,45,37,27,10,0.7297297297297297,0.8222222222222222,0.5702183167528574,71.0,71.94594594594595,77.0,0,0,719.132241,69.0,2662.0,2731.0,38.0,-31.0,0.014274981217129978,-0.011351153423654338,-0.8378378378378378,-0.6888888888888889,0.7381081081081081,-0.008378378378378404,True,False,False
v21,book_margin_window600_720,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=600; margin_rv15>=0; sec_to_close<=720,600.0,720.0,221,165,123,42,0.7454545454545455,0.746606334841629,0.6739275857952518,69.0,71.53939393939395,77.0,0,0,719.376381,309.0,11804.0,12113.0,496.0,187.0,0.042019654354456114,0.015437959217369767,1.1333333333333333,0.8461538461538461,0.7341212121212121,0.011333333333333417,132,104,77,27,0.7403846153846154,0.7878787878787878,0.6486335151385043,69.0,71.74038461538461,78.25,0,0,719.4080805000001,194.0,7461.0,7655.0,239.0,45.0,0.03203323951212974,0.005878510777269758,0.4326923076923077,0.3409090909090909,0.7360576923076922,0.004326923076923173,44,32,24,8,0.75,0.7272727272727273,0.5789344100575552,67.0,69.75,75.25,0,0,719.307245,62.0,2232.0,2294.0,168.0,106.0,0.07526881720430108,0.046207497820401046,3.3125,2.409090909090909,0.716875,0.03312499999999996,45,29,22,7,0.7586206896551724,0.6444444444444445,0.5789239838218866,72.0,72.79310344827586,78.0,0,0,719.344771,53.0,2111.0,2164.0,89.0,36.0,0.04216011369019422,0.0166358595194085,1.2413793103448276,0.8,0.7462068965517245,0.012413793103447923,False,True,True
v21,book_margin_window480_660,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=480; margin_rv15>=0; sec_to_close<=660,480.0,660.0,221,189,143,46,0.7566137566137566,0.8552036199095022,0.6907200232980768,74.0,74.74603174603175,82.0,1,0,659.285359,333.0,14127.0,14460.0,173.0,-160.0,0.012246053656119487,-0.011065006915629323,-0.8465608465608465,-0.7239819004524887,0.7650793650793652,-0.00846560846560862,132,111,82,29,0.7387387387387387,0.8409090909090909,0.6500078016644905,74.0,75.07207207207207,83.0,1,0,659.342256,193.0,8333.0,8526.0,-133.0,-326.0,-0.01596063842553702,-0.03823598404879193,-2.936936936936937,-2.4696969696969697,0.7681081081081081,-0.029369369369369402,44,40,32,8,0.8,0.9090909090909091,0.6524269365360051,75.0,74.775,81.25,0,0,659.247158,71.0,2991.0,3062.0,209.0,138.0,0.06987629555332665,0.045068582625734814,3.45,3.1363636363636362,0.7655,0.034500000000000086,45,38,29,9,0.7631578947368421,0.8444444444444444,0.6079318763676019,71.0,73.76315789473684,80.75,0,0,659.195019,69.0,2803.0,2872.0,97.0,28.0,0.03460577952194078,0.009749303621169917,0.7368421052631579,0.6222222222222222,0.7557894736842105,0.007368421052631691,True,False,True
v21,book_margin_window540_660,choose=book_p_side; book_p_side>=0.6; ask<=95; sec_to_close>=540; margin_rv15>=0; sec_to_close<=660,540.0,660.0,221,176,134,42,0.7613636363636364,0.7963800904977375,0.6932341295501715,74.0,74.9090909090909,82.25,1,0,659.327779,308.0,13184.0,13492.0,216.0,-92.0,0.016383495145631068,-0.006818855618144086,-0.5227272727272727,-0.416289592760181,0.7665909090909092,-0.005227272727272858,132,103,78,25,0.7572815533980582,0.7803030303030303,0.6662124821896459,74.0,75.20388349514563,83.0,1,0,659.378184,178.0,7746.0,7924.0,54.0,-124.0,0.006971340046475601,-0.015648662291771833,-1.203883495145631,-0.9393939393939394,0.7693203883495147,-0.012038834951456412,44,38,30,8,0.7894736842105263,0.8636363636363636,0.636542205246726,75.0,74.71052631578948,81.75,0,0,659.2485455,67.0,2839.0,2906.0,161.0,94.0,0.05671010919337795,0.03234686854783207,2.473684210526316,2.1363636363636362,0.764736842105263,0.02473684210526328,45,35,26,9,0.7428571428571429,0.7777777777777778,0.5793069315616083,71.0,74.25714285714285,81.5,0,0,659.21459,63.0,2599.0,2662.0,1.0,-62.0,0.00038476337052712584,-0.02329075882794891,-1.7714285714285714,-1.3777777777777778,0.7605714285714286,-0.017714285714285682,False,False,False
