ts_wall,market,source,side,p_side,ask_prob,v28_minus_ask_prob,edge_cents,seconds_to_close,sigma_t_dollars,abs_d_sigma,eligible_depth,recross_hazard_score,book_age_ms,btc_age_ms,spectral_tag,window_n,lambda_plus,top_eigenvalue,top_over_mp_edge,outlier_count,outlier_share,side_won,gross_cents,result
2026-05-05T18:17:35.665921+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.490871,0.46,0.030870999999999982,-0.91287,744.334,127.169692,0.035071,4.0,1.1166450668232988,16.0,531.0,insufficient_history,0,,,,,,False,-92,no
2026-05-05T18:17:35.666929+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.509129,0.55,-0.04087099999999999,-8.08713,744.334,127.169692,0.035071,858.3,1.1166450668232988,16.0,531.0,insufficient_history,0,,,,,,True,90,no
2026-05-05T18:17:55.665741+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.498546,0.49,0.008545999999999998,-3.145439,724.344,125.455275,0.060659,255.52,1.0592445461593225,0.0,15.0,insufficient_history,0,,,,,,True,102,no
2026-05-05T18:17:55.665741+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.501455,0.52,-0.018545000000000034,-5.854544,724.334,125.454416,0.060659,2235.04,1.0592299817207849,16.0,31.0,insufficient_history,0,,,,,,False,-104,no
2026-05-05T18:18:15.665920+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.48859,0.5,-0.011409999999999976,-5.14101,704.334,123.961236,0.027428,1053.47,1.066945266003482,47.0,47.0,insufficient_history,0,,,,,,False,-100,no
2026-05-05T18:18:15.667133+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.51141,0.52,-0.008589999999999987,-4.85899,704.334,123.961236,0.027428,20.0,1.066945266003482,47.0,47.0,insufficient_history,0,,,,,,True,96,no
2026-05-05T18:18:35.656329+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.458993,0.49,-0.031007000000000007,-7.100716,684.344,122.176675,0.041907,574.35,1.021655083200317,62.0,31.0,spectral_dominant_factor,24,2.8123397341059935,86.71076304368907,30.832250453999045,3,0.9592177616803534,False,-98,no
2026-05-05T18:18:35.665800+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.541007,0.52,0.021006999999999998,-1.899284,684.344,122.176675,0.041907,28.63,1.021655083200317,62.0,31.0,spectral_dominant_factor,25,2.76664991614216,129.10943321098387,46.66634273374752,4,0.9801260527698706,True,96,no
2026-05-05T18:18:55.665943+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.66014,0.66,0.00013999999999991797,-3.985957,664.344,120.327134,0.329851,1641.12,0.7433380384134836,15.0,31.0,spectral_dominant_factor,26,2.7239641942529045,117.45973050746709,43.12087903184884,4,0.9770755456293411,True,68,no
2026-05-05T18:18:55.666954+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.339859,0.35,-0.010140999999999956,-5.014136,664.333,120.326133,0.329854,503.72,0.7433234706658455,31.0,31.0,spectral_dominant_factor,27,2.6839768844158582,107.49893996319378,40.05211095049721,4,0.9756411732232805,False,-70,no
2026-05-05T18:19:15.688799+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.170511,0.2,-0.029489000000000015,-6.448942,644.311,118.924195,0.782011,545.59,0.4603346610791099,47.0,453.0,spectral_dominant_factor,28,2.64642348391316,65.26117239353461,24.660139539358806,3,0.9503000079102003,False,-40,no
2026-05-05T18:19:15.688799+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.829489,0.81,0.01948899999999998,-1.551058,644.311,118.924195,0.782011,859.54,0.4603346610791099,47.0,453.0,spectral_dominant_factor,29,2.6110738689304656,56.89716597635872,21.790714791100353,3,0.9407858575969187,True,38,no
2026-05-05T18:19:35.699487+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.166519,0.19,-0.023481000000000002,-5.848133,624.301,117.062885,0.794445,424.42,0.44052636335986556,109.0,172.0,spectral_dominant_factor,30,2.5777268083056626,54.44426274997085,21.12103678890511,4,0.968609186680813,False,-38,no
2026-05-05T18:19:35.701610+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.833481,0.82,0.013481000000000076,-2.151867,624.301,117.062885,0.794445,1038.88,0.44052636335986556,109.0,172.0,spectral_dominant_factor,31,2.546205504039961,52.681920944917934,20.690364882696887,4,0.968628105339867,True,36,no
2026-05-05T18:19:40.632845+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.850039,0.82,0.030039000000000038,-0.496087,619.367,116.590494,0.85127,1689.56,0.41287069208660115,969.0,0.0,spectral_dominant_factor,32,2.5163539399558577,41.70932699078244,16.57530219755736,4,0.9616748015550269,True,36,no
2026-05-05T18:19:55.708165+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.185626,0.19,-0.004373999999999989,-3.93739,604.293,115.184649,0.728656,372.92,0.45545539444561095,94.0,188.0,spectral_dominant_factor,33,2.488033871712585,82.36975035503207,33.10636213257604,3,0.9564733503477651,False,-38,no
2026-05-05T18:19:55.708165+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.814374,0.82,-0.005625999999999909,-4.06261,604.293,115.184649,0.728656,950.0,0.45545539444561095,94.0,188.0,spectral_dominant_factor,34,2.4611223297537475,77.37626654262581,31.43942322865676,3,0.9514224668849336,True,36,no
2026-05-05T18:20:15.726472+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.212737,0.21,0.002737000000000017,-3.226252,584.275,113.476644,0.644097,332.06,0.48013803167130703,94.0,188.0,spectral_dominant_factor,35,2.43550953544849,72.82988708442976,29.90334713307472,3,0.9635074542022729,False,-42,no
2026-05-05T18:20:15.726773+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.787263,0.8,-0.012736999999999998,-4.773748,584.275,113.476644,0.644097,1407.01,0.48013803167130703,94.0,188.0,spectral_dominant_factor,36,2.411097152340689,68.2734911650706,28.31635842578587,2,0.9312852278210132,True,40,no
2026-05-05T18:20:22.465645+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.854687,0.84,0.014687000000000006,-1.531258,577.535,112.785212,0.872809,1376.9,0.37745390898122205,797.0,0.0,spectral_dominant_factor,37,2.3877968109098386,64.18708271828169,26.881300127804444,2,0.9294675331434817,True,32,no
2026-05-05T18:20:35.726010+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.172027,0.17,0.002027000000000001,-2.797308,564.274,111.498544,0.779741,422.75,0.4048142089086679,63.0,282.0,spectral_dominant_factor,38,2.365528857908467,112.17683022671741,47.421459202108814,2,0.9598658576504283,False,-34,no
2026-05-05T18:20:35.726010+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.827973,0.84,-0.01202700000000001,-4.202692,564.274,111.498544,0.779741,116.65,0.4048142089086679,63.0,282.0,spectral_dominant_factor,39,2.3442212911388705,108.13564898646125,46.12860116713928,2,0.9560201406283761,True,32,no
2026-05-05T18:20:55.740952+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.167581,0.17,-0.0024190000000000045,-3.241858,544.26,109.503742,0.791297,1408.63,0.38597128304776535,78.0,172.0,spectral_dominant_factor,40,2.3238088481701515,48.846788801150694,21.020140636616635,2,0.9130961841085379,False,-34,no
2026-05-05T18:20:55.741809+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.832419,0.84,-0.007580999999999949,-3.758142,544.26,109.503742,0.791297,1900.79,0.38597128304776535,78.0,172.0,spectral_dominant_factor,41,2.3042322234924533,27.405206894659926,11.893422292794215,1,0.798447056373483,True,32,no
2026-05-05T18:21:15.777319+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.233733,0.2,0.033732999999999985,-0.126743,524.223,107.308693,0.59231,843.02,0.4529337903736258,0.0,171.0,spectral_dominant_factor,42,2.28543739334308,43.919813189857756,19.217246255699425,2,0.904754762552544,False,-40,no
2026-05-05T18:21:15.777319+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.766267,0.81,-0.04373300000000002,-7.873257,524.223,107.308693,0.59231,10.0,0.4529337903736258,0.0,171.0,spectral_dominant_factor,43,2.2673750312061185,25.118241283837087,11.07811497354082,2,0.8490388742185988,True,38,no
2026-05-05T18:21:35.793055+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.299501,0.25,0.04950100000000002,1.450091,504.207,105.263191,0.434245,33.75,0.5103516282112462,125.0,78.0,spectral_dominant_factor,44,2.25,23.94583015407524,10.642591179588996,2,0.8504902595768651,False,-50,no
2026-05-05T18:21:35.793055+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.700499,0.76,-0.059501000000000026,-9.450091,504.207,105.263191,0.434245,298.22,0.5103516282112462,125.0,78.0,spectral_dominant_factor,45,2.2332709093905327,23.045620561940602,10.319223012773596,2,0.8460880162767309,True,48,no
2026-05-05T18:21:55.792263+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.291438,0.26,0.031437999999999966,-0.356188,484.208,103.153049,0.453889,2249.29,0.4805685069474974,125.0,594.0,spectral_dominant_factor,46,2.21714972862626,35.38256053236795,15.95857964644133,2,0.8898334938681177,False,-52,no
2026-05-05T18:21:55.792263+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.708562,0.76,-0.051437999999999984,-8.643812,484.208,103.153049,0.453889,73.1,0.4805685069474974,125.0,594.0,spectral_dominant_factor,47,2.201601446885283,20.143421740618447,9.149440635186883,2,0.82590393318041,True,48,no
2026-05-05T18:22:15.797780+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.30917,0.28,0.029169999999999974,-0.583028,464.202,101.025462,0.42128,7.58,0.4761058467202235,141.0,0.0,spectral_dominant_factor,48,2.1865937744230046,19.196870793453705,8.779349423748977,2,0.8278689416612215,False,-56,no
2026-05-05T18:22:15.803240+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.69083,0.73,-0.03916999999999993,-7.416972,464.202,101.025462,0.42128,63.0,0.4761058467202235,141.0,0.0,spectral_dominant_factor,48,2.1865937744230046,14.847909218081867,6.790428744360581,2,0.7945284296913889,True,54,no
2026-05-05T18:22:35.840742+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.209471,0.17,0.03947099999999998,0.947127,444.159,98.791217,0.674453,175.95,0.35355346499798196,172.0,391.0,spectral_dominant_factor,48,2.1865937744230046,9.164654419917195,4.191292652123073,2,0.7080237670707994,False,-34,no
2026-05-05T18:22:35.841746+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.790529,0.84,-0.04947099999999993,-7.947127,444.159,98.791217,0.674453,173.94,0.35355346499798196,172.0,391.0,spectral_dominant_factor,48,2.1865937744230046,9.368401567751775,4.284472807585806,2,0.7227043820852023,True,32,no
2026-05-05T18:22:55.856737+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.18944,0.12,0.06944,3.94399,424.152,96.535928,0.730194,96.46,0.3193076001725765,188.0,79.0,spectral_dominant_factor,48,2.1865937744230046,6.205957066188964,2.8381847322448284,2,0.6492686864192369,False,-24,no
2026-05-05T18:22:55.857597+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.81056,0.89,-0.07944000000000007,-10.94399,424.152,96.535928,0.730194,10.0,0.3193076001725765,188.0,79.0,spectral_dominant_factor,48,2.1865937744230046,6.340202514470356,2.899579514326295,2,0.6945591653115797,True,22,no
2026-05-05T18:23:08.582573+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.831974,0.91,-0.07802600000000004,-10.802577,411.418,94.946772,0.787915,576.0,0.2919533460850874,922.0,47.0,spectral_dominant_factor,48,2.1865937744230046,5.10532045438897,2.334828038983215,2,0.645999453848272,True,18,no
2026-05-05T18:23:15.844720+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.095066,0.06,0.035066,1.006623,404.156,94.070332,1.11491,80.0,0.20673150987467723,188.0,204.0,spectral_dominant_factor,48,2.1865937744230046,11.963437100699577,5.471266423895528,3,0.8606425588275791,False,-12,no
2026-05-05T18:23:28.582931+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.910122,0.95,-0.03987799999999997,-6.487751,391.417,92.575628,1.135396,20.0,0.19615484360448499,922.0,16.0,spectral_dominant_factor,48,2.1865937744230046,11.756105026039961,5.376446765537026,3,0.8578960159973363,True,10,no
2026-05-05T18:23:35.862434+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.117716,0.06,0.057716,3.271554,384.139,91.727892,0.980945,10.0,0.22470118283285098,203.0,469.0,spectral_dominant_factor,48,2.1865937744230046,12.312386581060249,5.630852298712514,2,0.7654927668636776,False,-12,no
2026-05-05T18:23:48.599991+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.869777,0.93,-0.060223000000000027,-8.522317,371.4,90.201344,0.925596,681.46,0.22963150294238804,938.0,391.0,spectral_dominant_factor,48,2.1865937744230046,9.37896167551629,4.28930228615107,2,0.7368057118231077,True,14,no
2026-05-05T18:23:55.867974+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.126726,0.07,0.056726,3.172567,364.132,89.314401,0.934788,222.1,0.22307781822576922,219.0,109.0,spectral_dominant_factor,48,2.1865937744230046,16.134048069287214,7.378621606816129,2,0.8216182837630567,False,-14,no
2026-05-05T18:24:08.633931+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.910329,0.95,-0.0396709999999999,-6.467135,351.368,87.742845,1.145734,254.0,0.1743354096803108,969.0,406.0,spectral_dominant_factor,48,2.1865937744230046,12.028797291485175,5.501157751470923,2,0.7820547646972456,True,10,no
2026-05-05T18:24:15.866400+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.109083,0.06,0.049083,2.408259,344.134,86.846154,1.036085,10.0,0.19055797481312478,203.0,265.0,spectral_dominant_factor,48,2.1865937744230046,11.32799508040478,5.180658251619689,2,0.7665155202947639,False,-12,no
2026-05-05T18:24:28.649650+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.915792,0.95,-0.034207999999999905,-5.920783,331.352,85.205388,1.198164,50.0,0.15600358844212403,1000.0,609.0,spectral_dominant_factor,48,2.1865937744230046,11.291279646747583,5.163867097228478,2,0.7677633380213872,True,10,no
2026-05-05T18:24:35.883238+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.078777,0.04,0.038777,1.377672,324.117,84.267119,1.245088,10.0,0.1455971750814256,219.0,360.0,spectral_dominant_factor,48,2.1865937744230046,11.055199634971883,5.055900078142825,2,0.7663204646433995,False,-8,no
2026-05-05T18:24:48.649639+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.940481,0.97,-0.029518999999999962,-5.451886,311.35,82.578406,1.419499,1219.93,0.117459755645144,15.0,265.0,spectral_dominant_factor,48,2.1865937744230046,10.898312912397312,4.9841507095999775,2,0.7627881439561853,True,6,no
2026-05-05T18:24:55.967266+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.056893,0.03,0.026893,0.18931,304.033,81.602211,1.436603,489.42,0.11275408322650883,313.0,953.0,spectral_dominant_factor,48,2.1865937744230046,10.762659531263747,4.92211203432324,2,0.7501041591500974,False,-6,no
2026-05-05T18:25:08.665035+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.929627,0.98,-0.050373,-7.537284,291.35,79.887168,1.315981,238.0,0.12191018648257632,31.0,78.0,spectral_dominant_factor,48,2.1865937744230046,10.75292360913763,4.91765948248668,2,0.7726074507161168,True,4,no
2026-05-05T18:25:28.683450+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.927918,0.98,-0.05208199999999996,-7.708169,271.317,77.095788,1.308372,879.72,0.11440082603895463,32.0,235.0,spectral_dominant_factor,48,2.1865937744230046,10.714888786286103,4.900264928776509,2,0.7721363182625338,True,4,no
2026-05-05T18:25:36.015896+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.070047,0.03,0.040047,1.504718,263.985,76.047001,1.326285,404.12,0.10933323675226994,344.0,188.0,spectral_dominant_factor,48,2.1865937744230046,10.825312784902321,4.950765392057741,2,0.7698587755054269,False,-6,no
2026-05-05T18:25:48.693708+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.938996,0.97,-0.03100399999999992,-5.600403,251.308,74.196002,1.398458,93.0,0.09683220332203228,31.0,31.0,spectral_dominant_factor,48,2.1865937744230046,10.455946839658798,4.781842408024737,2,0.779150697949911,True,6,no
2026-05-05T18:25:56.050548+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.061044,0.03,0.031044000000000002,0.604412,243.95,73.103277,1.396517,878.7,0.09418166741512553,407.0,172.0,spectral_dominant_factor,48,2.1865937744230046,10.18991904932475,4.660179301943568,2,0.7614214484796146,False,-6,no
2026-05-05T18:26:08.717403+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.966392,0.99,-0.023607999999999962,-4.860844,231.284,70.923976,1.761746,1033.0,0.06174873259019204,47.0,63.0,spectral_dominant_factor,48,2.1865937744230046,8.490681701763926,3.883063146470558,2,0.7277926903509452,True,2,no
2026-05-05T18:26:16.067119+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.036649,0.01,0.026649,0.164908,223.934,69.793145,1.703749,3395.39,0.06336110515967379,406.0,234.0,spectral_dominant_factor,48,2.1865937744230046,8.219503446664742,3.7590445663981154,3,0.8297751453649905,False,-2,no
2026-05-05T18:26:28.723924+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.924944,0.98,-0.055055999999999994,-8.00563,211.277,67.819125,1.274567,4012.71,0.09185855795722911,110.0,704.0,spectral_dominant_factor,48,2.1865937744230046,8.281130110367027,3.7872284313771267,3,0.8137235131060104,True,4,no
2026-05-05T18:26:36.067982+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.074863,0.02,0.054862999999999995,2.98625,203.933,66.631034,1.278233,944.65,0.08834246511049196,406.0,125.0,spectral_dominant_factor,48,2.1865937744230046,8.040427292737505,3.6771472537733727,3,0.8109687993915958,False,-4,no
2026-05-05T18:26:48.756535+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.931658,0.98,-0.048341999999999996,-7.334222,191.243,64.524267,1.328647,79204.28,0.07877175805444933,94.0,235.0,spectral_dominant_factor,48,2.1865937744230046,8.111666350933199,3.709727177410305,3,0.8160340889617649,True,4,no
2026-05-05T18:26:56.064541+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.066995,0.02,0.046994999999999995,2.199488,183.935,63.279672,1.349723,342.55,0.07418189135954041,406.0,359.0,spectral_dominant_factor,48,2.1865937744230046,8.045880360122903,3.6796411177224897,3,0.8066594013768921,False,-4,no
2026-05-05T18:27:08.759522+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.934848,0.98,-0.04515199999999997,-7.015231,171.241,61.20079,1.374492,80138.0,0.06753133887556013,94.0,172.0,spectral_dominant_factor,48,2.1865937744230046,9.769809105406056,4.4680494473575,3,0.8260784428957108,True,4,no
2026-05-05T18:27:16.064209+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.060676,0.02,0.040676000000000004,1.567613,163.936,59.881061,1.404618,107.57,0.06273177159969248,406.0,15.0,spectral_dominant_factor,48,2.1865937744230046,9.721924996161725,4.446150496667875,3,0.8440096498328317,False,-4,no
2026-05-05T18:27:28.792083+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.950244,0.99,-0.039756000000000014,-6.475648,151.209,57.507716,1.512145,547.0,0.051960994655173044,125.0,547.0,spectral_dominant_factor,48,2.1865937744230046,7.888557924364883,3.60769248345935,3,0.8306375929013771,True,2,no
2026-05-05T18:27:36.658940+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.037169,0.01,0.027169,0.216919,143.341,55.986369,1.688625,5442.54,0.041284377729704204,141.0,62.0,spectral_dominant_factor,48,2.1865937744230046,7.863466036212183,3.5962171520803787,3,0.8301019446516781,False,-2,no
2026-05-05T18:27:48.825866+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.96652,0.99,-0.023479999999999945,-4.84795,131.175,53.557823,1.765382,300.0,0.03498900048052757,547.0,297.0,spectral_dominant_factor,48,2.1865937744230046,9.161450952356708,4.189827602877091,3,0.8596847950334406,True,2,no
2026-05-05T18:28:08.876395+00:00,KXBTC15M-26MAY051430-30,rejected_actionable,no,0.98259,0.99,-0.007410000000000028,-3.240967,111.126,49.263068,2.15557,10.0,0.020051916399138357,219.0,235.0,spectral_dominant_factor,48,2.1865937744230046,9.622764425031244,4.400801162790508,3,0.8522375365834539,True,2,no
2026-05-05T18:30:16.015403+00:00,KXBTC15M-26MAY051445-45,rejected_actionable,yes,0.397909,0.39,0.007909,-3.209114,883.985,139.063895,0.248591,560.56,1.0748649042363498,0.0,391.0,spectral_dominant_factor,48,2.1865937744230046,10.947813869157038,5.0067890969121285,3,0.8504588592062756,True,122,yes
2026-05-05T18:30:16.015403+00:00,KXBTC15M-26MAY051445-45,rejected_actionable,no,0.602091,0.62,-0.017908999999999953,-5.790886,883.985,139.063895,0.248591,141.55,1.0748649042363498,0.0,391.0,spectral_dominant_factor,48,2.1865937744230046,10.546853133302015,4.823416794043102,3,0.8455618175218172,False,-124,yes
2026-05-05T18:30:36.006338+00:00,KXBTC15M-26MAY051445-45,rejected_actionable,yes,0.399514,0.36,0.039513999999999994,-0.048577,863.994,137.484696,0.241845,1150.39,1.0576854189228526,0.0,641.0,spectral_dominant_factor,48,2.1865937744230046,12.743028124423535,5.827798594087806,3,0.8647073001333071,True,128,yes
2026-05-05T18:30:36.006338+00:00,KXBTC15M-26MAY051445-45,rejected_actionable,no,0.600486,0.65,-0.04951400000000006,-8.951423,863.994,137.484696,0.241845,1027.4,1.0576854189228526,0.0,641.0,spectral_dominant_factor,48,2.1865937744230046,12.65079714397455,5.78561838598156,4,0.9625904040336172,False,-130,yes
2026-05-05T18:30:56.008826+00:00,KXBTC15M-26MAY051445-45,rejected_actionable,yes,0.398565,0.37,0.028565000000000007,-1.143499,843.992,135.884073,0.244326,534.91,1.0306400923543244,985.0,438.0,spectral_dominant_factor,48,2.1865937744230046,12.140087939726854,5.552054561634505,4,0.9600897585258448,True,126,yes
2026-05-05T18:30:56.011119+00:00,KXBTC15M-26MAY051445-45,rejected_actionable,no,0.601435,0.64,-0.03856499999999996,-7.856501,843.992,135.884073,0.244326,94.47,1.0306400923543244,985.0,438.0,spectral_dominant_factor,48,2.1865937744230046,10.369437773434175,4.7422790162157336,3,0.8602406792298246,False,-128,yes
