rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,7,0.12280701754385964,-23.1,12.660000000000004,7,0,-15.979999999999997,-1.1599999999999997,-5.960000000000001,3,4,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_p_hold<=0.6,16,0.2807017543859649,-24.34,11.420000000000005,9,7,-18.1,-2.4800000000000004,-3.76,6,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,7,0.12280701754385964,-24.919999999999998,10.840000000000007,6,1,-12.159999999999998,-6.8,-5.960000000000001,5,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=100,7,0.12280701754385964,-25.619999999999997,10.140000000000008,5,2,-17.7,-1.96,-5.960000000000001,1,6,0,True,True
suppress_collapse_exit_if_position_seconds<=45 AND fair_minus_exit_bid_cents>=5,13,0.22807017543859648,-26.58,9.180000000000007,10,3,-12.84,-8.3,-5.440000000000001,8,1,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND position_seconds<=45,23,0.40350877192982454,-26.72,9.040000000000006,17,6,-16.34,-7.0200000000000005,-3.3600000000000003,18,3,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=15,7,0.12280701754385964,-26.84,8.920000000000005,5,2,-14.079999999999998,-6.8,-5.960000000000001,5,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=15,4,0.07017543859649122,-27.439999999999998,8.320000000000007,4,0,-14.679999999999998,-6.8,-5.960000000000001,2,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=90,6,0.10526315789473684,-27.64,8.120000000000005,5,1,-16.02,-5.66,-5.960000000000001,4,2,0,True,True
suppress_collapse_exit_if_position_seconds<=45 AND entry_to_exit_loss_cents>=10,26,0.45614035087719296,-27.66,8.100000000000005,17,9,-16.48,-7.82,-3.3600000000000003,19,5,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_p_hold<=0.6,7,0.12280701754385964,-28.04,7.720000000000006,5,2,-17.7,-6.979999999999999,-3.3600000000000003,1,4,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_fair_drawdown_cents>=18,7,0.12280701754385964,-28.04,7.720000000000006,5,2,-17.7,-6.979999999999999,-3.3600000000000003,1,4,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_fair_drawdown_cents>=20,7,0.12280701754385964,-28.04,7.720000000000006,5,2,-17.7,-6.979999999999999,-3.3600000000000003,1,4,2,True,True
suppress_collapse_exit_if_position_seconds<=45 AND fair_minus_exit_bid_cents>=0,25,0.43859649122807015,-28.040000000000003,7.720000000000002,16,9,-14.780000000000001,-7.82,-5.440000000000001,16,5,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_p_hold<=0.6,9,0.15789473684210525,-28.200000000000003,7.560000000000002,6,3,-17.86,-6.979999999999999,-3.3600000000000003,3,4,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,16,0.2807017543859649,-28.36,7.400000000000006,11,5,-16.74,-5.66,-5.960000000000001,14,2,0,True,True
suppress_collapse_exit_if_position_seconds<=45 AND entry_to_exit_loss_cents>=15,14,0.24561403508771928,-28.419999999999998,7.340000000000007,9,5,-15.959999999999997,-9.1,-3.3600000000000003,9,3,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_p_hold<=0.6,12,0.21052631578947367,-28.44,7.320000000000004,7,5,-18.1,-6.979999999999999,-3.3600000000000003,6,4,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_fair_drawdown_cents>=15,8,0.14035087719298245,-28.619999999999997,7.140000000000008,5,3,-18.28,-6.979999999999999,-3.3600000000000003,2,4,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_fair_drawdown_cents>=15,10,0.17543859649122806,-28.78,6.980000000000004,6,4,-18.44,-6.979999999999999,-3.3600000000000003,4,4,2,True,True
