market,first_seen_dt,last_seen_dt,close_time,opportunity_rows,max_selected_p_side,max_selected_edge_cents,min_seconds_to_close,max_seconds_to_close,first_eligible_dt,selected_side,selected_ask_cents,selected_edge_cents,selected_p_side,first_eligible_stc,status,classification
KXBTC15M-26MAY050900-00,2026-05-05 12:48:17.223000+00:00,2026-05-05 12:50:47.518000+00:00,2026-05-05 13:00:00+00:00,11,0.8958555665248302,20.653324861803043,552.482,702.777,2026-05-05 12:50:02.407000+00:00,no,78.0,6.871964267945273,0.8487196426794528,597.593,,eligible_unregistered
