market,entry_dt,side,ask_cents,overlay,net_pnl_cents,entry_dt_anchor,entry_dt_reference,legacy_key,executable_match,selected_anchor,reference_after_selected,stale_anchor_after_future_reference,dataset,lock
KXBTC15M-26MAY011915-15,2026-05-01 23:01:32.851000+00:00,no,62.0,session_switch:book_margin,36.0,2026-05-01 23:01:32.851000+00:00,2026-05-01 23:01:02.839000+00:00,"('KXBTC15M-26MAY011915-15', '2026-05-01 23:01:32.851000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY011930-30,2026-05-01 23:18:19.359000+00:00,no,82.0,session_switch:book_margin,16.0,2026-05-01 23:18:19.359000+00:00,2026-05-01 23:15:34.098000+00:00,"('KXBTC15M-26MAY011930-30', '2026-05-01 23:18:19.359000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY011945-45,2026-05-01 23:36:36.021000+00:00,yes,61.0,session_switch:book_margin,37.0,2026-05-01 23:36:36.021000+00:00,2026-05-01 23:30:20.436000+00:00,"('KXBTC15M-26MAY011945-45', '2026-05-01 23:36:36.021000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012000-00,2026-05-01 23:46:39.971000+00:00,yes,63.0,session_switch:book_margin,35.0,2026-05-01 23:46:39.971000+00:00,2026-05-01 23:45:24.835000+00:00,"('KXBTC15M-26MAY012000-00', '2026-05-01 23:46:39.971000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012015-15,2026-05-02 00:01:11.284000+00:00,yes,64.0,session_switch:book_margin,-66.0,2026-05-02 00:01:11.284000+00:00,2026-05-02 00:00:26.273000+00:00,"('KXBTC15M-26MAY012015-15', '2026-05-02 00:01:11.284000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012030-30,2026-05-02 00:16:57.661000+00:00,no,64.0,session_switch:book_margin,-66.0,2026-05-02 00:16:57.661000+00:00,2026-05-02 00:17:12.680000+00:00,"('KXBTC15M-26MAY012030-30', '2026-05-02 00:16:57.661000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012045-45,2026-05-02 00:31:14.055000+00:00,yes,61.0,session_switch:book_margin,37.0,2026-05-02 00:31:14.055000+00:00,2026-05-02 00:31:14.055000+00:00,"('KXBTC15M-26MAY012045-45', '2026-05-02 00:31:14.055000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012100-00,2026-05-02 00:45:30.373000+00:00,yes,64.0,session_switch:book_margin,34.0,2026-05-02 00:45:30.373000+00:00,2026-05-02 00:46:00.395000+00:00,"('KXBTC15M-26MAY012100-00', '2026-05-02 00:45:30.373000+00:00', 'yes')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012115-15,2026-05-02 01:03:31.868000+00:00,no,61.0,session_switch:book_margin,-63.0,2026-05-02 01:03:31.868000+00:00,2026-05-02 01:00:31.670000+00:00,"('KXBTC15M-26MAY012115-15', '2026-05-02 01:03:31.868000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012130-30,2026-05-02 01:17:03.084000+00:00,no,68.0,session_switch:book_margin,30.0,2026-05-02 01:17:03.084000+00:00,2026-05-02 01:15:47.987000+00:00,"('KXBTC15M-26MAY012130-30', '2026-05-02 01:17:03.084000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012145-45,2026-05-02 01:30:49.411000+00:00,yes,63.0,session_switch:book_margin,-65.0,2026-05-02 01:30:49.411000+00:00,2026-05-02 01:31:04.410000+00:00,"('KXBTC15M-26MAY012145-45', '2026-05-02 01:30:49.411000+00:00', 'yes')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012200-00,2026-05-02 01:53:06.600000+00:00,no,66.0,session_switch:book_margin,32.0,2026-05-02 01:53:06.600000+00:00,2026-05-02 01:45:20.758000+00:00,"('KXBTC15M-26MAY012200-00', '2026-05-02 01:53:06.600000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012215-15,2026-05-02 02:00:22.208000+00:00,yes,63.0,session_switch:book_margin,-65.0,2026-05-02 02:00:22.208000+00:00,2026-05-02 02:00:22.208000+00:00,"('KXBTC15M-26MAY012215-15', '2026-05-02 02:00:22.208000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012230-30,2026-05-02 02:17:53.718000+00:00,yes,61.0,session_switch:book_margin,-63.0,2026-05-02 02:17:53.718000+00:00,2026-05-02 02:15:23.653000+00:00,"('KXBTC15M-26MAY012230-30', '2026-05-02 02:17:53.718000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012245-45,2026-05-02 02:33:10.048000+00:00,yes,67.0,session_switch:book_margin,31.0,2026-05-02 02:33:10.048000+00:00,2026-05-02 02:32:09.970000+00:00,"('KXBTC15M-26MAY012245-45', '2026-05-02 02:33:10.048000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012300-00,2026-05-02 02:46:11.323000+00:00,yes,61.0,session_switch:book_margin,-63.0,2026-05-02 02:46:11.323000+00:00,2026-05-02 02:45:41.307000+00:00,"('KXBTC15M-26MAY012300-00', '2026-05-02 02:46:11.323000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012315-15,2026-05-02 03:06:12.956000+00:00,no,62.0,session_switch:book_margin,36.0,2026-05-02 03:06:12.956000+00:00,2026-05-02 03:01:12.483000+00:00,"('KXBTC15M-26MAY012315-15', '2026-05-02 03:06:12.956000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012330-30,2026-05-02 03:15:59.038000+00:00,no,65.0,session_switch:book_margin,-67.0,2026-05-02 03:15:59.038000+00:00,2026-05-02 03:16:14.032000+00:00,"('KXBTC15M-26MAY012330-30', '2026-05-02 03:15:59.038000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY012345-45,2026-05-02 03:30:45.481000+00:00,no,62.0,session_switch:book_margin,-64.0,2026-05-02 03:30:45.481000+00:00,2026-05-02 03:31:00.482000+00:00,"('KXBTC15M-26MAY012345-45', '2026-05-02 03:30:45.481000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020000-00,2026-05-02 03:46:01.655000+00:00,no,61.0,session_switch:book_margin,-63.0,2026-05-02 03:46:01.655000+00:00,2026-05-02 03:46:01.655000+00:00,"('KXBTC15M-26MAY020000-00', '2026-05-02 03:46:01.655000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020015-15,2026-05-02 04:00:18.206000+00:00,no,57.0,session_switch:frontier_v2,41.0,2026-05-02 04:02:03.394000+00:00,2026-05-02 04:00:18.206000+00:00,"('KXBTC15M-26MAY020015-15', '2026-05-02 04:00:18.206000+00:00', 'no')",True,False,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020030-30,2026-05-02 04:16:04.780000+00:00,no,54.0,session_switch:frontier_v2,44.0,2026-05-02 04:18:50.050000+00:00,2026-05-02 04:16:04.780000+00:00,"('KXBTC15M-26MAY020030-30', '2026-05-02 04:16:04.780000+00:00', 'no')",True,False,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020045-45,2026-05-02 04:31:06.056000+00:00,no,48.0,session_switch:frontier_v2,50.0,2026-05-02 04:33:21.259000+00:00,2026-05-02 04:31:06.056000+00:00,"('KXBTC15M-26MAY020045-45', '2026-05-02 04:31:06.056000+00:00', 'no')",True,False,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020100-00,2026-05-02 04:47:07.429000+00:00,no,72.0,session_switch:frontier_v2,26.0,2026-05-02 04:47:07.429000+00:00,2026-05-02 04:47:07.429000+00:00,"('KXBTC15M-26MAY020100-00', '2026-05-02 04:47:07.429000+00:00', 'no')",True,False,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020115-15,2026-05-02 05:01:38.660000+00:00,no,61.0,session_switch:book_margin,37.0,2026-05-02 05:01:38.660000+00:00,2026-05-02 05:01:08.632000+00:00,"('KXBTC15M-26MAY020115-15', '2026-05-02 05:01:38.660000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020130-30,2026-05-02 05:16:55.296000+00:00,yes,61.0,session_switch:book_margin,-63.0,2026-05-02 05:16:55.296000+00:00,2026-05-02 05:17:10.348000+00:00,"('KXBTC15M-26MAY020130-30', '2026-05-02 05:16:55.296000+00:00', 'yes')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020145-45,2026-05-02 05:30:56.663000+00:00,yes,61.0,session_switch:book_margin,37.0,2026-05-02 05:30:56.663000+00:00,2026-05-02 05:30:26.605000+00:00,"('KXBTC15M-26MAY020145-45', '2026-05-02 05:30:56.663000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020200-00,2026-05-02 05:47:13.036000+00:00,yes,67.0,session_switch:book_margin,31.0,2026-05-02 05:47:13.036000+00:00,2026-05-02 05:46:12.990000+00:00,"('KXBTC15M-26MAY020200-00', '2026-05-02 05:47:13.036000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020215-15,2026-05-02 06:01:44.254000+00:00,yes,61.0,session_switch:book_margin,37.0,2026-05-02 06:01:44.254000+00:00,2026-05-02 06:00:44.242000+00:00,"('KXBTC15M-26MAY020215-15', '2026-05-02 06:01:44.254000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020230-30,2026-05-02 06:15:45.403000+00:00,no,61.0,session_switch:book_margin,37.0,2026-05-02 06:15:45.403000+00:00,2026-05-02 06:15:45.403000+00:00,"('KXBTC15M-26MAY020230-30', '2026-05-02 06:15:45.403000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020245-45,2026-05-02 06:31:01.742000+00:00,yes,61.0,session_switch:book_margin,37.0,2026-05-02 06:31:01.742000+00:00,2026-05-02 06:31:01.742000+00:00,"('KXBTC15M-26MAY020245-45', '2026-05-02 06:31:01.742000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020300-00,2026-05-02 06:47:17.869000+00:00,yes,68.0,session_switch:book_margin,30.0,2026-05-02 06:47:17.869000+00:00,2026-05-02 06:46:02.808000+00:00,"('KXBTC15M-26MAY020300-00', '2026-05-02 06:47:17.869000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020315-15,2026-05-02 07:03:34.463000+00:00,no,61.0,session_switch:book_margin,37.0,2026-05-02 07:03:34.463000+00:00,2026-05-02 07:01:04.291000+00:00,"('KXBTC15M-26MAY020315-15', '2026-05-02 07:03:34.463000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020330-30,2026-05-02 07:20:35.878000+00:00,yes,62.0,session_switch:book_margin,36.0,2026-05-02 07:20:35.878000+00:00,2026-05-02 07:15:35.497000+00:00,"('KXBTC15M-26MAY020330-30', '2026-05-02 07:20:35.878000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020345-45,2026-05-02 07:32:07.019000+00:00,no,74.0,session_switch:book_margin,24.0,2026-05-02 07:32:07.019000+00:00,2026-05-02 07:31:06.941000+00:00,"('KXBTC15M-26MAY020345-45', '2026-05-02 07:32:07.019000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020400-00,2026-05-02 07:45:23.256000+00:00,yes,66.0,session_switch:book_margin,-68.0,2026-05-02 07:45:23.256000+00:00,2026-05-02 07:45:23.256000+00:00,"('KXBTC15M-26MAY020400-00', '2026-05-02 07:45:23.256000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020415-15,2026-05-02 08:01:09.640000+00:00,no,73.0,session_switch:book_margin,-75.0,2026-05-02 08:01:09.640000+00:00,2026-05-02 08:00:24.586000+00:00,"('KXBTC15M-26MAY020415-15', '2026-05-02 08:01:09.640000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020430-30,2026-05-02 08:16:25.524000+00:00,no,61.0,session_switch:book_margin,-63.0,2026-05-02 08:16:25.524000+00:00,2026-05-02 08:17:10.573000+00:00,"('KXBTC15M-26MAY020430-30', '2026-05-02 08:16:25.524000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020445-45,2026-05-02 08:31:11.719000+00:00,yes,61.0,session_switch:book_margin,37.0,2026-05-02 08:31:11.719000+00:00,2026-05-02 08:32:11.857000+00:00,"('KXBTC15M-26MAY020445-45', '2026-05-02 08:31:11.719000+00:00', 'yes')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020500-00,2026-05-02 08:45:58.274000+00:00,no,61.0,session_switch:book_margin,37.0,2026-05-02 08:45:58.274000+00:00,2026-05-02 08:46:13.274000+00:00,"('KXBTC15M-26MAY020500-00', '2026-05-02 08:45:58.274000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020515-15,2026-05-02 09:04:59.956000+00:00,no,64.0,session_switch:book_margin,34.0,2026-05-02 09:04:59.956000+00:00,2026-05-02 09:01:14.670000+00:00,"('KXBTC15M-26MAY020515-15', '2026-05-02 09:04:59.956000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020530-30,2026-05-02 09:15:30.820000+00:00,yes,70.0,session_switch:book_margin,28.0,2026-05-02 09:15:30.820000+00:00,2026-05-02 09:15:30.820000+00:00,"('KXBTC15M-26MAY020530-30', '2026-05-02 09:15:30.820000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020545-45,2026-05-02 09:30:47.255000+00:00,no,80.0,session_switch:book_margin,-82.0,2026-05-02 09:30:47.255000+00:00,2026-05-02 09:30:47.255000+00:00,"('KXBTC15M-26MAY020545-45', '2026-05-02 09:30:47.255000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020600-00,2026-05-02 09:49:33.999000+00:00,no,63.0,session_switch:book_margin,35.0,2026-05-02 09:49:33.999000+00:00,2026-05-02 09:45:18.599000+00:00,"('KXBTC15M-26MAY020600-00', '2026-05-02 09:49:33.999000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020615-15,2026-05-02 10:05:05.242000+00:00,yes,78.0,session_switch:book_margin,20.0,2026-05-02 10:05:05.242000+00:00,2026-05-02 10:00:19.906000+00:00,"('KXBTC15M-26MAY020615-15', '2026-05-02 10:05:05.242000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020630-30,2026-05-02 10:16:51.124000+00:00,no,61.0,session_switch:book_margin,37.0,2026-05-02 10:16:51.124000+00:00,2026-05-02 10:15:20.990000+00:00,"('KXBTC15M-26MAY020630-30', '2026-05-02 10:16:51.124000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020645-45,2026-05-02 10:32:07.683000+00:00,yes,62.0,session_switch:book_margin,-64.0,2026-05-02 10:32:07.683000+00:00,2026-05-02 10:30:37.478000+00:00,"('KXBTC15M-26MAY020645-45', '2026-05-02 10:32:07.683000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020700-00,2026-05-02 10:47:09.006000+00:00,yes,61.0,session_switch:book_margin,37.0,2026-05-02 10:47:09.006000+00:00,2026-05-02 10:45:38.901000+00:00,"('KXBTC15M-26MAY020700-00', '2026-05-02 10:47:09.006000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020715-15,2026-05-02 11:00:40.685000+00:00,no,84.0,session_switch:book_margin,15.0,2026-05-02 11:00:40.685000+00:00,2026-05-02 11:01:10.721000+00:00,"('KXBTC15M-26MAY020715-15', '2026-05-02 11:00:40.685000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020730-30,2026-05-02 11:17:57.519000+00:00,yes,69.0,session_switch:book_margin,29.0,2026-05-02 11:17:57.519000+00:00,2026-05-02 11:18:12.533000+00:00,"('KXBTC15M-26MAY020730-30', '2026-05-02 11:17:57.519000+00:00', 'yes')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020745-45,2026-05-02 11:34:14.012000+00:00,no,78.0,session_switch:book_margin,20.0,2026-05-02 11:34:14.012000+00:00,2026-05-02 11:31:13.699000+00:00,"('KXBTC15M-26MAY020745-45', '2026-05-02 11:34:14.012000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020800-00,2026-05-02 11:46:00.228000+00:00,no,68.0,session_switch:book_margin,-70.0,2026-05-02 11:46:00.228000+00:00,2026-05-02 11:45:30.156000+00:00,"('KXBTC15M-26MAY020800-00', '2026-05-02 11:46:00.228000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020815-15,2026-05-02 12:01:46.790000+00:00,no,68.0,session_switch:book_margin,30.0,2026-05-02 12:01:46.790000+00:00,2026-05-02 12:02:01.826000+00:00,"('KXBTC15M-26MAY020815-15', '2026-05-02 12:01:46.790000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020830-30,2026-05-02 12:23:03.847000+00:00,yes,62.0,session_switch:book_margin,36.0,2026-05-02 12:23:03.847000+00:00,2026-05-02 12:23:03.847000+00:00,"('KXBTC15M-26MAY020830-30', '2026-05-02 12:23:03.847000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020845-45,2026-05-02 12:31:19.533000+00:00,no,61.0,session_switch:book_margin,37.0,2026-05-02 12:31:19.533000+00:00,2026-05-02 12:32:04.602000+00:00,"('KXBTC15M-26MAY020845-45', '2026-05-02 12:31:19.533000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020900-00,2026-05-02 12:47:06.069000+00:00,no,62.0,session_switch:book_margin,36.0,2026-05-02 12:47:06.069000+00:00,2026-05-02 12:48:06.249000+00:00,"('KXBTC15M-26MAY020900-00', '2026-05-02 12:47:06.069000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020915-15,2026-05-02 13:00:37.481000+00:00,yes,67.0,session_switch:book_margin,31.0,2026-05-02 13:00:37.481000+00:00,2026-05-02 13:01:07.517000+00:00,"('KXBTC15M-26MAY020915-15', '2026-05-02 13:00:37.481000+00:00', 'yes')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020930-30,2026-05-02 13:15:24.053000+00:00,no,69.0,session_switch:book_margin,29.0,2026-05-02 13:15:24.053000+00:00,2026-05-02 13:15:24.053000+00:00,"('KXBTC15M-26MAY020930-30', '2026-05-02 13:15:24.053000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY020945-45,2026-05-02 13:40:11.296000+00:00,yes,69.0,session_switch:book_margin,29.0,2026-05-02 13:40:11.296000+00:00,2026-05-02 13:32:10.732000+00:00,"('KXBTC15M-26MAY020945-45', '2026-05-02 13:40:11.296000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021000-00,2026-05-02 13:47:13.386000+00:00,no,68.0,session_switch:book_margin,-70.0,2026-05-02 13:47:13.386000+00:00,2026-05-02 13:45:26.694000+00:00,"('KXBTC15M-26MAY021000-00', '2026-05-02 13:47:13.386000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021015-15,2026-05-02 14:01:14.925000+00:00,no,65.0,session_switch:book_margin,33.0,2026-05-02 14:01:14.925000+00:00,2026-05-02 14:01:14.925000+00:00,"('KXBTC15M-26MAY021015-15', '2026-05-02 14:01:14.925000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021030-30,2026-05-02 14:18:46.917000+00:00,yes,64.0,session_switch:book_margin,34.0,2026-05-02 14:18:46.917000+00:00,2026-05-02 14:15:46.486000+00:00,"('KXBTC15M-26MAY021030-30', '2026-05-02 14:18:46.917000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021045-45,2026-05-02 14:31:21.879000+00:00,no,63.0,session_switch:book_margin,35.0,2026-05-02 14:31:21.879000+00:00,2026-05-02 14:33:06.944000+00:00,"('KXBTC15M-26MAY021045-45', '2026-05-02 14:31:21.879000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021100-00,2026-05-02 14:47:08.028000+00:00,yes,62.0,session_switch:book_margin,36.0,2026-05-02 14:47:08.028000+00:00,2026-05-02 14:45:37.805000+00:00,"('KXBTC15M-26MAY021100-00', '2026-05-02 14:47:08.028000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021115-15,2026-05-02 15:05:11.187000+00:00,yes,62.0,session_switch:book_margin,36.0,2026-05-02 15:05:11.187000+00:00,2026-05-02 15:05:11.187000+00:00,"('KXBTC15M-26MAY021115-15', '2026-05-02 15:05:11.187000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021130-30,2026-05-02 15:17:12.239000+00:00,no,81.0,session_switch:book_margin,17.0,2026-05-02 15:17:12.239000+00:00,2026-05-02 15:17:12.239000+00:00,"('KXBTC15M-26MAY021130-30', '2026-05-02 15:17:12.239000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021145-45,2026-05-02 15:33:28.919000+00:00,yes,61.0,session_switch:book_margin,37.0,2026-05-02 15:33:28.919000+00:00,2026-05-02 15:32:13.804000+00:00,"('KXBTC15M-26MAY021145-45', '2026-05-02 15:33:28.919000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021200-00,2026-05-02 15:45:59.905000+00:00,no,76.0,session_switch:book_margin,-78.0,2026-05-02 15:45:59.905000+00:00,2026-05-02 15:46:14.899000+00:00,"('KXBTC15M-26MAY021200-00', '2026-05-02 15:45:59.905000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021315-15,2026-05-02 17:03:23.188000+00:00,no,65.0,session_switch:book_margin,33.0,2026-05-02 17:03:23.188000+00:00,2026-05-02 17:01:07.908000+00:00,"('KXBTC15M-26MAY021315-15', '2026-05-02 17:03:23.188000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021330-30,2026-05-02 17:17:09.404000+00:00,yes,68.0,session_switch:book_margin,30.0,2026-05-02 17:17:09.404000+00:00,2026-05-02 17:15:24.250000+00:00,"('KXBTC15M-26MAY021330-30', '2026-05-02 17:17:09.404000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021345-45,2026-05-02 17:31:10.481000+00:00,yes,64.0,session_switch:book_margin,-66.0,2026-05-02 17:31:10.481000+00:00,2026-05-02 17:30:40.416000+00:00,"('KXBTC15M-26MAY021345-45', '2026-05-02 17:31:10.481000+00:00', 'yes')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021400-00,2026-05-02 17:48:56.824000+00:00,no,65.0,session_switch:book_margin,33.0,2026-05-02 17:48:56.824000+00:00,2026-05-02 17:47:11.698000+00:00,"('KXBTC15M-26MAY021400-00', '2026-05-02 17:48:56.824000+00:00', 'no')",True,True,False,False,current,book_hour04_v2_switch
KXBTC15M-26MAY021415-15,2026-05-02 18:00:27.930000+00:00,no,64.0,session_switch:book_margin,34.0,2026-05-02 18:00:27.930000+00:00,2026-05-02 18:01:13.008000+00:00,"('KXBTC15M-26MAY021415-15', '2026-05-02 18:00:27.930000+00:00', 'no')",True,True,True,False,current,book_hour04_v2_switch
