model,gate_kind,shift_scale,anchor_sigma_mult,max_weight,gate_center,gate_width,posterior_temperature,all_heartbeats_train_brier,all_heartbeats_train_logloss,all_heartbeats_train_brier_delta,all_heartbeats_train_logloss_delta,all_heartbeats_validation_brier,all_heartbeats_validation_logloss,all_heartbeats_validation_brier_delta,all_heartbeats_validation_logloss_delta,all_heartbeats_holdout_brier,all_heartbeats_holdout_logloss,all_heartbeats_holdout_brier_delta,all_heartbeats_holdout_logloss_delta,all_heartbeats_all_brier,all_heartbeats_all_logloss,all_heartbeats_all_brier_delta,all_heartbeats_all_logloss_delta,minute_bucket_train_brier,minute_bucket_train_logloss,minute_bucket_train_brier_delta,minute_bucket_train_logloss_delta,minute_bucket_validation_brier,minute_bucket_validation_logloss,minute_bucket_validation_brier_delta,minute_bucket_validation_logloss_delta,minute_bucket_holdout_brier,minute_bucket_holdout_logloss,minute_bucket_holdout_brier_delta,minute_bucket_holdout_logloss_delta,minute_bucket_all_brier,minute_bucket_all_logloss,minute_bucket_all_brier_delta,minute_bucket_all_logloss_delta,validation_mean_brier_delta,validation_mean_logloss_delta,holdout_mean_brier_delta,holdout_mean_logloss_delta,all_splits_mean_brier_delta,validation_both_datasets_brier_improved,holdout_both_datasets_brier_improved
sweep_dollar_ss1.25_asm1.00_w0.100_c20.000_gw20.000_t0.98,dollar,1.25,1.0,0.1,20.0,20.0,0.98,0.14968254078503512,0.4542447366275099,0.00013598200865466703,0.0004446363742435233,0.13418205110737907,0.40126993462823873,-0.0018353553972236814,-0.005700863088859309,0.14709375291855695,0.4382102576561017,-4.858768867854746e-05,-0.0002696801285094197,0.14605333057415032,0.44040377208729514,-0.000296637407464162,-0.0009318155075240808,0.15237829705184705,0.45491177781426273,0.0001810831626289089,0.0003366956320650094,0.13730323462485836,0.4092465159051628,-0.002254689676280508,-0.006683779294474668,0.1506818432391857,0.446680567734997,6.391573435121645e-05,-0.00012243349628460187,0.14901716125517786,0.44411279646427126,-0.0003306601351792948,-0.0011625152020280916,-0.0020450225367520947,-0.0061923211916669885,7.664022836334494e-06,-0.00019605681239701078,-0.0006262753094246574,True,False
sweep_sigma_ss1.25_asm1.00_w0.100_c0.400_gw0.050_t0.98,sigma,1.25,1.0,0.1,0.4,0.05,0.98,0.14967996686503793,0.45423329877958474,0.00013340808865747178,0.00043319852631834577,0.13417398254382132,0.4012265206288976,-0.0018434239607814373,-0.005744277088200467,0.14708951398477,0.4381297359278796,-5.282662246550163e-05,-0.0003502018567315135,0.1460493206662143,0.44037209612830136,-0.0003006473154001932,-0.0009634914665178629,0.15236013911501187,0.45488971611583434,0.00016292522579372526,0.00031463393363662107,0.13731227837128604,0.4092810098457669,-0.002245645929852824,-0.006649285353870604,0.15068283008808614,0.4466044609256364,6.4902583251647e-05,-0.00019854030564520064,0.14900827968694488,0.44409128223808425,-0.00033954170341227163,-0.0011840294282151054,-0.0020445349453171308,-0.0061967812210355355,6.037980393072684e-06,-0.00027437108118835707,-0.0006301101025661532,True,False
sweep_sigma_ss1.00_asm0.90_w0.100_c0.500_gw0.050_t0.98,sigma,1.0,0.9,0.1,0.5,0.05,0.98,0.14955859981553643,0.453993115059705,1.2041039155974431e-05,0.00019301480643862945,0.13418449883917924,0.40146119211213976,-0.0018329076654235166,-0.005509605604958279,0.14709313063653526,0.4382931525783075,-4.9209970700236916e-05,-0.00018678520630366346,0.1459794279658003,0.44030796501209857,-0.00037054001581418583,-0.0010276225827206553,0.15223555058506955,0.4546311538150796,3.83366958514042e-05,5.607163288190442e-05,0.13730279113709004,0.40943971477973057,-0.0022551331640488226,-0.006490580419906911,0.15067053535846384,0.4467046161897859,5.260785362934395e-05,-9.83850414956744e-05,0.14892918989304502,0.44398800417640055,-0.00041863149731213856,-0.0012873074898988035,-0.0020440204147361696,-0.006000093012432595,1.6989414645535161e-06,-0.00014258512389966893,-0.0006723775352559755,True,False
sweep_sigma_ss1.25_asm1.10_w0.100_c0.500_gw0.100_t0.98,sigma,1.25,1.1,0.1,0.5,0.1,0.98,0.14961587075056362,0.45407981218778626,6.931197418316715e-05,0.0002797119345198662,0.13417946573822617,0.40122860232305907,-0.0018379407663765834,-0.005742195394038974,0.14706866671165422,0.4381157412535027,-7.367389558127213e-05,-0.0003641965311084183,0.14600784248153703,0.44027774031099337,-0.00034212550007745035,-0.0010578472838258524,0.15229697906148623,0.45473324784399705,9.976517226809034e-05,0.00015816566179932545,0.13730840382008752,0.4092732164972869,-0.0022495204810513425,-0.006657078702350605,0.15065489037334315,0.44656288417603257,3.696286850865538e-05,-0.00024011705524901172,0.14896403834608046,0.4439875625745527,-0.0003837830442766921,-0.0012877490917466705,-0.002043730623713963,-0.006199637048194789,-1.8355513536308377e-05,-0.000302156793178715,-0.0006591825213415475,True,False
sweep_sigma_ss1.25_asm1.10_w0.100_c0.500_gw0.050_t1.00,sigma,1.25,1.1,0.1,0.5,0.05,1.0,0.1497196466516797,0.4540334267044145,0.0001730878752992382,0.00023332645114809702,0.13415305988822518,0.400996027613538,-0.0018643466163775768,-0.0059747701035600675,0.14708533135117513,0.43793358987267705,-5.700925606036411e-05,-0.0005463479119340864,0.14606806166764683,0.4401668230098807,-0.00028190631396765586,-0.0011687645849385309,0.152424003533397,0.4549407873094755,0.00022678964417885417,0.00036570512727779336,0.13733730562733892,0.4092668834875067,-0.00222061867379994,-0.006663411712130751,0.15068765293344713,0.4465005027606488,6.972542861263809e-05,-0.0003024984706327949,0.1490525686149609,0.44409832674558697,-0.00029525277539624306,-0.0011769849207123873,-0.0020424826450887584,-0.006319090907845409,6.358086276136987e-06,-0.00042442319128344064,-0.000612061933024525,True,False
sweep_sigma_ss1.00_asm0.90_w0.125_c0.200_gw0.100_t0.98,sigma,1.0,0.9,0.125,0.2,0.1,0.98,0.14970529008968625,0.4543389608006184,0.00015873131330579326,0.0005388605473520269,0.13420183507966607,0.40118226131218954,-0.001815571424936685,-0.005788536404908506,0.1471254395840337,0.4383055840637457,-1.6901023201787435e-05,-0.00017435372086543888,0.1460772725089983,0.44046170528668,-0.00027269547261618565,-0.0008738823081392288,0.15241334839449266,0.45502641771760455,0.00021613450527452338,0.00045133553540682714,0.13728972622384125,0.40909700037560326,-0.002268198077297612,-0.0068332948240342195,0.15075527203710304,0.4468498848926649,0.00013734453226854626,4.688366138333455e-05,0.14905013980953824,0.44418539343572694,-0.0002976815808189148,-0.0010899182305724175,-0.0020418847511171484,-0.006310915614471363,6.022175453337941e-05,-6.373502974105216e-05,-0.0005980766957645369,True,False
sweep_sigma_ss1.25_asm0.90_w0.100_c0.200_gw0.100_t1.00,sigma,1.25,0.9,0.1,0.2,0.1,1.0,0.14982038357672475,0.4543012075949858,0.0002738248003442967,0.0005011073417194312,0.13416409327244808,0.4009793276653421,-0.0018533132321546797,-0.005991470051755932,0.14717205441347408,0.43819981305779576,2.9713806238590434e-05,-0.00028012472681537837,0.14614798944140606,0.4403771897312885,-0.0002019785402084251,-0.0009583978635307466,0.15254653048770128,0.45522861871631726,0.00034931659848314034,0.0006535365341195365,0.13732907234454023,0.40915411734520735,-0.0022288519565986376,-0.006776177854430132,0.15080615534888425,0.4468590404967954,0.00018822784404975978,5.6039265513840864e-05,0.14914807585676065,0.44431996052008976,-0.0001997455335965015,-0.0009553511462095932,-0.0020410825943766586,-0.006383823953093032,0.00010897082514417511,-0.00011204273065076875,-0.000540180356606255,True,False
sweep_sigma_ss1.25_asm1.00_w0.100_c0.300_gw0.200_t0.99,sigma,1.25,1.0,0.1,0.3,0.2,0.99,0.1497106186899168,0.45415870831025673,0.00016405991353635185,0.0003586080569903394,0.13417432932211323,0.40110991748180086,-0.001843077182489522,-0.005860880235297183,0.14711571339497925,0.4381606797370575,-2.662721225624165e-05,-0.00031925804755361664,0.146072998824846,0.44031018393698146,-0.0002769691567684751,-0.0010254036578377645,0.1524172083987789,0.45496176964161267,0.00021999450956075584,0.0003866874594149472,0.1373213023184898,0.40921323657560826,-0.0022366219826490674,-0.006717058624029215,0.15072580783832093,0.4467176567168263,0.00010788033348643755,-8.534451445529889e-05,0.14905290265787002,0.44414351690350373,-0.00029491873248713163,-0.0011317947627956237,-0.0020398495825692947,-0.006288969429663199,4.062656061509795e-05,-0.00020230128100445777,-0.0006023986034685477,True,False
sweep_sigma_ss1.25_asm0.90_w0.100_c0.200_gw0.050_t1.00,sigma,1.25,0.9,0.1,0.2,0.05,1.0,0.1498238614626504,0.4542777077032213,0.0002773026862699368,0.0004776074499548977,0.1341670467772171,0.40099257280688066,-0.0018503597273856476,-0.005978224910217378,0.14717085301218083,0.43814047982881515,2.851240494533558e-05,-0.00033945795579598537,0.14615042601640565,0.44035389733066765,-0.00019954196520882705,-0.000981690264151569,0.15255432000683194,0.4552374400117474,0.0003571061176138035,0.0006623578295496535,0.13733095026759692,0.40915777821995913,-0.0022269740335419397,-0.006772516979678345,0.15079991113481017,0.44680473746271665,0.0001819836299756794,1.7362314350677366e-06,0.14915187799769228,0.4443151429573399,-0.00019594339266487681,-0.0009601687089594302,-0.0020386668804637936,-0.006375370944947861,0.00010524801746050749,-0.00016886086218045882,-0.0005387381536871386,True,False
sweep_sigma_ss1.00_asm1.10_w0.125_c0.500_gw0.100_t0.98,sigma,1.0,1.1,0.125,0.5,0.1,0.98,0.14956654962068064,0.4539656381223662,1.999084430018283e-05,0.00016553786909978552,0.13418941244814497,0.40115764093355083,-0.0018279940564577823,-0.005813156783547213,0.1470254873820117,0.4380456862680464,-0.00011685322522378416,-0.00043425151656473204,0.14597164653762107,0.4401810658037402,-0.0003783214439934124,-0.0011545217910789995,0.15224277003726605,0.45460555144383885,4.555614804790942e-05,3.0469261641130618e-05,0.13731130794665364,0.40916944158731855,-0.002246616354485226,-0.006760853612318929,0.15057835608116615,0.44641340902487137,-3.957142366833866e-05,-0.0003895922064102164,0.14891682217649693,0.44386031355799704,-0.00043099921386022255,-0.0014149981083023122,-0.002037305205471504,-0.006287005197933071,-7.821232444606141e-05,-0.00041192186148747423,-0.0006942480112478397,True,True
sweep_sigma_ss1.25_asm1.10_w0.100_c0.500_gw0.200_t0.99,sigma,1.25,1.1,0.1,0.5,0.2,0.99,0.14964208550848998,0.4539766028248976,9.552673210952434e-05,0.00017650257163120964,0.13418815753611968,0.4011762929503164,-0.001829248968483077,-0.005794504766781616,0.14708482022082497,0.43807512750431077,-5.752038641052004e-05,-0.0004048102803003717,0.1460285272613907,0.4401972696302188,-0.0003214407202237757,-0.0011383179646003994,0.15233117248070702,0.45475233732569115,0.00013395859148887523,0.00017725514349342664,0.1373155541542054,0.4092514061276719,-0.002242370146933459,-0.006678889071965566,0.15069447074190187,0.4466269441836345,7.654323706737798e-05,-0.0001760570476470602,0.14899388552742487,0.4440074314601569,-0.00035393586293228085,-0.0012678802061424355,-0.002035809557708268,-0.006236696919373591,9.511425328428968e-06,-0.00029043366397371595,-0.000637185156860213,True,False
sweep_sigma_ss1.00_asm0.90_w0.125_c0.200_gw0.050_t0.98,sigma,1.0,0.9,0.125,0.2,0.05,0.98,0.14970728196054436,0.45430064351141936,0.00016072318416390785,0.0005005432581529634,0.13421080050770007,0.40122479516573056,-0.0018066059969026882,-0.0057460025513674795,0.1471284482501544,0.43823460091959704,-1.3892357081102258e-05,-0.0002453368650141008,0.146080867552522,0.4404330823397815,-0.0002691004290924781,-0.0009025052550377111,0.1524157279270747,0.4550179822361591,0.0002185140378565542,0.00044290005396135923,0.1372956261185833,0.4091292982218608,-0.00226229818255555,-0.0068009969777766965,0.15075270274134267,0.446784685359695,0.0001347752365081778,-1.8315871586571664e-05,0.14905223699045067,0.4441737903114504,-0.00029558439990648444,-0.0011015213548489777,-0.002034452089729119,-0.006273499764572088,6.044143971353777e-05,-0.00013182636830033623,-0.0005947973463351167,True,False
sweep_dollar_ss1.00_asm1.00_w0.125_c60.000_gw5.000_t1.00,dollar,1.0,1.0,0.125,60.0,5.0,1.0,0.14962075894472698,0.4538035560204185,7.420016834652765e-05,3.4557671521051603e-06,0.13423782827456057,0.40142293766734466,-0.0017795782300421836,-0.005547860049753384,0.14709514207817548,0.4379644789402959,-4.7198529060016314e-05,-0.000515458844315253,0.1460277826829151,0.44012094789456274,-0.0003221852986993734,-0.0012146397002564813,0.15230551978641588,0.4546664233240921,0.00010830589719773576,9.134114189435216e-05,0.13727105648518775,0.4092311075023215,-0.00228686781595111,-0.006699187697315978,0.15068060492686186,0.4465094364855957,6.267742202736848e-05,-0.0002935647456858703,0.1489668081297295,0.4439283642663077,-0.00038101326062764396,-0.0013469473999916382,-0.002033223022996647,-0.006123523873534681,7.739446483676082e-06,-0.00040451179500056167,-0.0006447435145802797,True,False
sweep_sigma_ss1.25_asm1.00_w0.100_c0.300_gw0.100_t1.00,sigma,1.25,1.0,0.1,0.3,0.1,1.0,0.14976774179628533,0.4541291965448583,0.00022118301990486922,0.00032909629159189047,0.134172164242145,0.4010421686541395,-0.001845242262457747,-0.005928629062958546,0.14712863992786226,0.43802796716912945,-1.3700679373229718e-05,-0.0004519706154816894,0.14610938010599261,0.44025235251660466,-0.00024058787562186712,-0.0010832350782145617,0.15248078041556892,0.4550596130391878,0.0002835665263507814,0.00048453085699007303,0.13733854345286323,0.4092366064308784,-0.002219380848275637,-0.006693688768759087,0.1507415267616486,0.44664771274489473,0.00012359925681409978,-0.0001552884863868509,0.1490976308094213,0.44419292643706887,-0.0002501905809358662,-0.001082385229230487,-0.002032311555366692,-0.006311158915858817,5.494928872043503e-05,-0.00030362955093427013,-0.0005749958311728106,True,False
sweep_sigma_ss1.00_asm0.90_w0.100_c0.650_gw0.100_t0.98,sigma,1.0,0.9,0.1,0.65,0.1,0.98,0.14952039587356802,0.4539055425331231,-2.6162902812432165e-05,0.00010544227985670451,0.13421535801403886,0.4015930671616735,-0.0018020484905638956,-0.005377730555424565,0.1470950793631971,0.4383399054494031,-4.726124403839349e-05,-0.00014003233520804015,0.1459631189759473,0.4402913119421053,-0.0003868490056671836,-0.0010442756527139219,0.15218599103064911,0.4545219297642312,-1.1222858569026606e-05,-5.31524179664955e-05,0.13729683078524657,0.4094629641962845,-0.002261093515892293,-0.006467331003353005,0.15070356263727946,0.4468160030842747,8.563513244497223e-05,1.3001852993133056e-05,0.14890486193107771,0.4439493898539166,-0.0004429594592794406,-0.0013259218123827798,-0.0020315710032280943,-0.005922530779388785,1.918694420328937e-05,-6.351524110745355e-05,-0.0006770256465718447,True,False
sweep_sigma_ss1.25_asm0.90_w0.100_c0.200_gw0.100_t0.99,sigma,1.25,0.9,0.1,0.2,0.1,0.99,0.14977560993133981,0.45433825088952917,0.0002290511549593588,0.0005381506362627797,0.13418193974018464,0.4010933395244823,-0.00183546676441812,-0.005877458192615759,0.14715339710615857,0.4382592258308248,1.1056498923078806e-05,-0.00022071195378636776,0.14612100961644336,0.44043415741704506,-0.0002289583651711169,-0.0009014301777741651,0.1524931368844884,0.4551462529478225,0.0002959229952702591,0.0005711707656247955,0.137332721976306,0.40919095847025955,-0.0022252023248328645,-0.006739336729377932,0.15077609689988833,0.44684775892482137,0.00015816939505383654,4.4757693539787535e-05,0.1491107782595856,0.4442756881598556,-0.0002370431307715526,-0.0009996235064437808,-0.0020303345446254922,-0.006308397460996845,8.461294698845767e-05,-8.797713012329011e-05,-0.0005610781741740752,True,False
sweep_sigma_ss1.25_asm1.00_w0.100_c0.300_gw0.050_t1.00,sigma,1.25,1.0,0.1,0.3,0.05,1.0,0.14976228371738096,0.4541104331193079,0.00021572494100050021,0.000310332866041485,0.13417796950292185,0.40109233338863004,-0.0018394370016809047,-0.005878464328468003,0.14713407347499893,0.4380063074061862,-8.267132236561281e-06,-0.0004736303784249607,0.14610836165003074,0.44024684534210606,-0.000241606331583738,-0.0010887422527131596,0.15247089045131915,0.45503436531338143,0.0002736765621010051,0.00045928313118370756,0.13733696347860308,0.40926693150698096,-0.0022209608225357835,-0.006663363692656521,0.15074372207079703,0.44662426605398653,0.00012579456596253924,-0.00017873517729505295,0.14909182002188717,0.4441791801207368,-0.00025600136846998245,-0.0010961315455625398,-0.002030198912108344,-0.006270914010562262,5.876371686298898e-05,-0.0003261827778600068,-0.0005755781478982008,True,False
sweep_sigma_ss1.25_asm1.10_w0.100_c0.500_gw0.050_t0.99,sigma,1.25,1.1,0.1,0.5,0.05,0.99,0.1496780135065359,0.4540788216504743,0.00013145473015543918,0.000278721397207915,0.13417329352048019,0.4011174132538158,-0.00184411298412257,-0.005853384463282263,0.14706992127580223,0.43799884520751203,-7.241933143325996e-05,-0.000481092577099107,0.1460440924800545,0.44023144414014814,-0.00030587550155997123,-0.0011041434546710804,0.15237347282497363,0.454866309485849,0.00017625893575548557,0.0002912273036512758,0.1373429740312316,0.40931106090822805,-0.0022149502699072565,-0.006619234291409426,0.15066067976072003,0.4464941943456931,4.275225588554199e-05,-0.00030880688558848624,0.149018009078078,0.44406124972466154,-0.00032981231227915964,-0.0012140619416378118,-0.0020295316270149133,-0.0062363093773458445,-1.4833537773858985e-05,-0.00039494973134379663,-0.0006301694439444366,True,False
sweep_sigma_ss1.25_asm0.90_w0.100_c0.200_gw0.050_t0.99,sigma,1.25,0.9,0.1,0.2,0.05,0.99,0.14977895696452986,0.4543137717243382,0.0002323981881494075,0.000513671471071786,0.13418475560452423,0.40110586160107564,-0.0018326509000785307,-0.005864936116022401,0.14715202821746062,0.43819795362718994,9.687610225128651e-06,-0.0002819841574212001,0.14612330664776946,0.44040974518996745,-0.00022666133384502407,-0.0009258424048517733,0.15250083950297066,0.45515445026726875,0.00030362561375252284,0.0005793680850710303,0.13733452664088994,0.40919390340162937,-0.002223397660248927,-0.006736391798008112,0.15076960531226588,0.4467915105485798,0.00015167780743138848,-1.149068270178688e-05,0.14911446419282925,0.44426996434098553,-0.0002333571975279003,-0.0010053473253138212,-0.002028024280163729,-0.006300663957015257,8.068270882825856e-05,-0.00014673742006149348,-0.0005597765567948351,True,False
sweep_sigma_ss1.25_asm1.00_w0.100_c0.300_gw0.200_t0.98,sigma,1.25,1.0,0.1,0.3,0.2,0.98,0.14966910002482983,0.45421225745412164,0.00012254124844937597,0.00041215720085524543,0.1341962870547788,0.4012442836978962,-0.0018211194498239658,-0.005726514019201823,0.14710075990508995,0.4382367091701339,-4.158070214554943e-05,-0.0002432286144772311,0.14604953564465709,0.4403844521325381,-0.0003004323369573958,-0.0009511354622811496,0.15236684083218377,0.45489321908926417,0.0001696269429656283,0.00031813690706644637,0.1373289000200023,0.40926877891128927,-0.0022290242811365546,-0.006661516288348213,0.15069921565667072,0.446720930350904,8.128815183622295e-05,-8.20708803775938e-05,0.149018903858069,0.44411418710868283,-0.00032891753228814213,-0.0011611245576165219,-0.00202507186548026,-0.006194015153775018,1.9853724845336762e-05,-0.00016264974742741245,-0.0006197113483091404,True,False
sweep_sigma_ss1.00_asm1.00_w0.125_c0.300_gw0.100_t1.00,sigma,1.0,1.0,0.125,0.3,0.1,1.0,0.14973739970301755,0.454057119041469,0.00019084092663709806,0.00025701878820261204,0.1341891471993668,0.400997287551671,-0.0018282593052359464,-0.005973510165427021,0.14708581622281278,0.43792826527756545,-5.652438442271812e-05,-0.0005516725070456863,0.14608604051048732,0.44018020798528357,-0.0002639274711271622,-0.001155379609535656,0.1524451041796323,0.4549688017290219,0.00024789029041416555,0.0003937195468241561,0.13733641093510934,0.40916560864526497,-0.0022215133660295205,-0.006764686554372512,0.1506873025536431,0.4465111740549482,6.937504880860645e-05,-0.0002918271763333591,0.14906497621794612,0.4440969570018898,-0.0002828451724110337,-0.0011783546644095755,-0.0020248863356327335,-0.006369098359899766,6.4253321929441665e-06,-0.0004217498416895227,-0.0005996984649713858,True,False
