dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,positive_net,coverage_pass,median_ask
v21,book_margin_skip_brownian_conflict,6,20,20,1.0,17,3,0.85,343.0,0.2527634487840825,True,True,64.5
v21,book_margin_skip_brownian_conflict,7,20,20,1.0,16,4,0.8,230.0,0.1678832116788321,True,True,64.5
v21,book_margin_skip_brownian_conflict,8,20,20,1.0,10,10,0.5,-332.0,-0.24924924924924924,False,True,63.5
v21,book_margin_skip_brownian_conflict,9,20,20,1.0,17,3,0.85,292.0,0.20738636363636365,True,True,67.0
v21,book_margin_skip_brownian_conflict,10,20,19,0.95,14,5,0.7368421052631579,31.0,0.022644265887509132,True,True,68.0
v21,book_margin_skip_brownian_conflict,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True,61.0
v21,book_margin_conflict_only,0,20,0,0.0,0,0,,0.0,,False,False,
v21,book_margin_conflict_only,1,20,0,0.0,0,0,,0.0,,False,False,
v21,book_margin_conflict_only,2,20,0,0.0,0,0,,0.0,,False,False,
v21,book_margin_conflict_only,3,20,0,0.0,0,0,,0.0,,False,False,
v21,book_margin_conflict_only,4,20,0,0.0,0,0,,0.0,,False,False,
v21,book_margin_conflict_only,5,20,0,0.0,0,0,,0.0,,False,False,
v21,book_margin_conflict_only,6,20,0,0.0,0,0,,0.0,,False,False,
v21,book_margin_conflict_only,7,20,0,0.0,0,0,,0.0,,False,False,
v21,book_margin_conflict_only,8,20,0,0.0,0,0,,0.0,,False,False,
v21,book_margin_conflict_only,9,20,0,0.0,0,0,,0.0,,False,False,
v21,book_margin_conflict_only,10,20,0,0.0,0,0,,0.0,,False,False,
v21,book_margin_conflict_only,11,1,0,0.0,0,0,,0.0,,False,False,
v21,book_conflict_only_no_margin,0,20,3,0.15,2,1,0.6666666666666666,-3.0,-0.014778325123152709,False,False,65.0
v21,book_conflict_only_no_margin,1,20,1,0.05,1,0,1.0,26.0,0.35135135135135137,True,False,72.0
v21,book_conflict_only_no_margin,2,20,2,0.1,2,0,1.0,71.0,0.5503875968992248,True,False,62.5
v21,book_conflict_only_no_margin,3,20,2,0.1,1,1,0.5,-44.0,-0.3055555555555556,False,False,70.0
v21,book_conflict_only_no_margin,4,20,0,0.0,0,0,,0.0,,False,False,
v21,book_conflict_only_no_margin,5,20,2,0.1,1,1,0.5,-31.0,-0.2366412213740458,False,False,63.5
v21,book_conflict_only_no_margin,6,20,2,0.1,1,1,0.5,-38.0,-0.2753623188405797,False,False,67.0
v21,book_conflict_only_no_margin,7,20,0,0.0,0,0,,0.0,,False,False,
v21,book_conflict_only_no_margin,8,20,1,0.05,0,1,0.0,-63.0,-1.0,False,False,61.0
v21,book_conflict_only_no_margin,9,20,1,0.05,0,1,0.0,-74.0,-1.0,False,False,72.0
v21,book_conflict_only_no_margin,10,20,2,0.1,1,1,0.5,-40.0,-0.2857142857142857,False,False,68.0
v21,book_conflict_only_no_margin,11,1,0,0.0,0,0,,0.0,,False,False,
v21,brownian70_conflict_only,0,20,1,0.05,0,1,0.0,-45.0,-1.0,False,False,43.0
v21,brownian70_conflict_only,1,20,1,0.05,1,0,1.0,53.0,1.127659574468085,True,False,45.0
v21,brownian70_conflict_only,2,20,0,0.0,0,0,,0.0,,False,False,
v21,brownian70_conflict_only,3,20,0,0.0,0,0,,0.0,,False,False,
v21,brownian70_conflict_only,4,20,0,0.0,0,0,,0.0,,False,False,
v21,brownian70_conflict_only,5,20,0,0.0,0,0,,0.0,,False,False,
v21,brownian70_conflict_only,6,20,0,0.0,0,0,,0.0,,False,False,
v21,brownian70_conflict_only,7,20,0,0.0,0,0,,0.0,,False,False,
v21,brownian70_conflict_only,8,20,0,0.0,0,0,,0.0,,False,False,
v21,brownian70_conflict_only,9,20,0,0.0,0,0,,0.0,,False,False,
v21,brownian70_conflict_only,10,20,0,0.0,0,0,,0.0,,False,False,
v21,brownian70_conflict_only,11,1,0,0.0,0,0,,0.0,,False,False,
v21,brownian70_override_book60_on_conflict,0,20,18,0.9,18,0,1.0,384.0,0.2711864406779661,True,True,76.0
v21,brownian70_override_book60_on_conflict,1,20,20,1.0,12,8,0.6,-350.0,-0.22580645161290322,False,True,75.0
v21,brownian70_override_book60_on_conflict,2,20,20,1.0,12,8,0.6,-368.0,-0.23469387755102042,False,True,77.0
v21,brownian70_override_book60_on_conflict,3,20,19,0.95,14,5,0.7368421052631579,-81.0,-0.054692775151924375,False,True,76.0
v21,brownian70_override_book60_on_conflict,4,20,19,0.95,14,5,0.7368421052631579,-86.0,-0.05787348586810229,False,True,79.0
v21,brownian70_override_book60_on_conflict,5,20,18,0.9,15,3,0.8333333333333334,87.0,0.06157112526539278,True,True,75.5
v21,brownian70_override_book60_on_conflict,6,20,20,1.0,18,2,0.9,168.0,0.10294117647058823,True,True,78.5
v21,brownian70_override_book60_on_conflict,7,20,20,1.0,18,2,0.9,189.0,0.11731843575418995,True,True,79.0
v21,brownian70_override_book60_on_conflict,8,20,20,1.0,15,5,0.75,-147.0,-0.08925318761384335,False,True,80.0
v21,brownian70_override_book60_on_conflict,9,20,19,0.95,15,4,0.7894736842105263,23.0,0.015572105619498984,True,True,76.0
v21,brownian70_override_book60_on_conflict,10,20,18,0.9,17,1,0.9444444444444444,210.0,0.14093959731543623,True,True,81.0
v21,brownian70_override_book60_on_conflict,11,1,1,1.0,1,0,1.0,18.0,0.21951219512195122,True,True,80.0
v21,brownian70_override_book65_on_conflict,0,20,18,0.9,18,0,1.0,384.0,0.2711864406779661,True,True,76.0
v21,brownian70_override_book65_on_conflict,1,20,20,1.0,12,8,0.6,-350.0,-0.22580645161290322,False,True,75.0
v21,brownian70_override_book65_on_conflict,2,20,20,1.0,12,8,0.6,-368.0,-0.23469387755102042,False,True,77.0
v21,brownian70_override_book65_on_conflict,3,20,19,0.95,14,5,0.7368421052631579,-81.0,-0.054692775151924375,False,True,76.0
v21,brownian70_override_book65_on_conflict,4,20,19,0.95,14,5,0.7368421052631579,-86.0,-0.05787348586810229,False,True,79.0
v21,brownian70_override_book65_on_conflict,5,20,18,0.9,15,3,0.8333333333333334,87.0,0.06157112526539278,True,True,75.5
v21,brownian70_override_book65_on_conflict,6,20,20,1.0,18,2,0.9,168.0,0.10294117647058823,True,True,78.5
v21,brownian70_override_book65_on_conflict,7,20,20,1.0,18,2,0.9,189.0,0.11731843575418995,True,True,79.0
v21,brownian70_override_book65_on_conflict,8,20,20,1.0,15,5,0.75,-147.0,-0.08925318761384335,False,True,80.0
v21,brownian70_override_book65_on_conflict,9,20,19,0.95,15,4,0.7894736842105263,23.0,0.015572105619498984,True,True,76.0
v21,brownian70_override_book65_on_conflict,10,20,18,0.9,17,1,0.9444444444444444,210.0,0.14093959731543623,True,True,81.0
v21,brownian70_override_book65_on_conflict,11,1,1,1.0,1,0,1.0,18.0,0.21951219512195122,True,True,80.0
v21,brownian70_override_book55_no_margin_on_conflict,0,20,19,0.95,16,3,0.8421052631578947,210.0,0.1510791366906475,True,True,75.0
v21,brownian70_override_book55_no_margin_on_conflict,1,20,20,1.0,13,7,0.65,-193.0,-0.12926992632283993,False,True,73.5
v21,brownian70_override_book55_no_margin_on_conflict,2,20,20,1.0,11,9,0.55,-416.0,-0.27440633245382584,False,True,75.0
v21,brownian70_override_book55_no_margin_on_conflict,3,20,20,1.0,11,9,0.55,-359.0,-0.24605894448252227,False,True,73.0
v21,brownian70_override_book55_no_margin_on_conflict,4,20,19,0.95,13,6,0.6842105263157895,-116.0,-0.08192090395480225,False,True,73.0
v21,brownian70_override_book55_no_margin_on_conflict,5,20,18,0.9,15,3,0.8333333333333334,149.0,0.11028867505551443,True,True,73.5
v21,brownian70_override_book55_no_margin_on_conflict,6,20,20,1.0,17,3,0.85,149.0,0.09606705351386202,True,True,75.0
v21,brownian70_override_book55_no_margin_on_conflict,7,20,20,1.0,18,2,0.9,242.0,0.15532734274711169,True,True,79.0
v21,brownian70_override_book55_no_margin_on_conflict,8,20,20,1.0,15,5,0.75,-80.0,-0.05063291139240506,False,True,77.5
v21,brownian70_override_book55_no_margin_on_conflict,9,20,19,0.95,14,5,0.7368421052631579,-37.0,-0.025748086290883786,False,True,75.0
v21,brownian70_override_book55_no_margin_on_conflict,10,20,19,0.95,16,3,0.8421052631578947,126.0,0.08548168249660787,True,True,79.0
v21,brownian70_override_book55_no_margin_on_conflict,11,1,1,1.0,1,0,1.0,18.0,0.21951219512195122,True,True,80.0
v21,brownian70_override_book60_no_margin_on_conflict,0,20,19,0.95,18,1,0.9473684210526315,331.0,0.22532334921715452,True,True,76.0
v21,brownian70_override_book60_no_margin_on_conflict,1,20,20,1.0,12,8,0.6,-347.0,-0.22430510665804784,False,True,75.0
v21,brownian70_override_book60_no_margin_on_conflict,2,20,20,1.0,12,8,0.6,-348.0,-0.2248062015503876,False,True,76.0
v21,brownian70_override_book60_no_margin_on_conflict,3,20,19,0.95,14,5,0.7368421052631579,-68.0,-0.04632152588555858,False,True,75.0
v21,brownian70_override_book60_no_margin_on_conflict,4,20,19,0.95,14,5,0.7368421052631579,-86.0,-0.05787348586810229,False,True,79.0
v21,brownian70_override_book60_no_margin_on_conflict,5,20,18,0.9,15,3,0.8333333333333334,112.0,0.08069164265129683,True,True,74.5
v21,brownian70_override_book60_no_margin_on_conflict,6,20,20,1.0,18,2,0.9,204.0,0.12781954887218044,True,True,76.5
v21,brownian70_override_book60_no_margin_on_conflict,7,20,20,1.0,18,2,0.9,189.0,0.11731843575418995,True,True,79.0
v21,brownian70_override_book60_no_margin_on_conflict,8,20,20,1.0,14,6,0.7,-223.0,-0.13739987677141097,False,True,78.5
v21,brownian70_override_book60_no_margin_on_conflict,9,20,19,0.95,15,4,0.7894736842105263,24.0,0.016260162601626018,True,True,76.0
v21,brownian70_override_book60_no_margin_on_conflict,10,20,19,0.95,17,2,0.8947368421052632,153.0,0.0989010989010989,True,True,80.0
v21,brownian70_override_book60_no_margin_on_conflict,11,1,1,1.0,1,0,1.0,18.0,0.21951219512195122,True,True,80.0
