entry_dt,market,side,market_result,win,qty,ask_cents,strike,seconds_to_close,btc_close,v28_p_side,v28_edge_cents,v28_fair_side_cents,v28_abs_d_sigma,v28_sigma_t_dollars,history_bars
2026-03-24T08:19:06+00:00,KXBTC15M-26MAR240430-30,no,no,True,10,90.0,71130.67,654.0,70972.97,0.36669684838238215,-56.03031516176179,36.66968483823821,0.33461890765570373,146.79385676118434,421
2026-03-24T08:36:38+00:00,KXBTC15M-26MAR240445-45,yes,yes,True,10,90.0,70889.52,502.0,70975.0,0.7593415556853153,-16.765844431468476,75.93415556853152,0.6550489162373018,127.39506612627692,439
2026-03-24T09:13:07+00:00,KXBTC15M-26MAR240515-15,no,no,True,10,90.0,70951.96,113.0,70926.5,0.33456702502724645,-59.24329749727536,33.456702502724646,0.40086925927833483,57.4750980942549,477
2026-03-24T09:19:54+00:00,KXBTC15M-26MAR240530-30,yes,yes,True,10,90.0,70881.05,606.0,70957.1,0.6445993619359385,-28.24006380640615,64.45993619359385,0.34284286815715853,132.56801940871318,484
2026-03-24T09:40:00+00:00,KXBTC15M-26MAR240545-45,yes,yes,True,10,92.0,70998.44,300.0,71072.52,0.3128574307762663,-63.31425692237337,31.28574307762663,0.4453031794048051,92.83562730284521,506
2026-03-24T09:54:44+00:00,KXBTC15M-26MAR240600-00,yes,yes,True,10,90.0,71217.25,316.0,71238.0,0.05483530010894061,-87.21646998910595,5.483530010894061,1.5126304423153971,95.6810043955326,521
2026-03-24T10:11:22+00:00,KXBTC15M-26MAR240615-15,no,no,True,10,91.0,71309.83,218.0,71267.41,0.8457331723291419,-9.026682767085807,84.57331723291419,0.9027514991252191,79.56785457526925,539
2026-03-24T10:39:40+00:00,KXBTC15M-26MAR240645-45,yes,yes,True,10,91.0,71111.37,320.0,71155.08,0.9567103906557866,2.0710390655786544,95.67103906557865,1.6528061378810701,94.40913633104877,568
2026-03-24T10:57:30+00:00,KXBTC15M-26MAR240700-00,yes,yes,True,10,90.0,71230.5,150.0,71233.82,0.09563539762084146,-83.13646023791586,9.563539762084146,1.1751832966364102,64.17722257954492,587
2026-03-24T11:02:40+00:00,KXBTC15M-26MAR240715-15,no,no,True,10,90.0,71261.79,740.0,71111.01,0.5890345920637459,-33.79654079362541,58.903459206374585,0.19430796893393226,143.94674677237168,593
2026-03-24T11:25:08+00:00,KXBTC15M-26MAR240730-30,no,no,True,10,92.0,71091.3,292.0,71029.99,0.412149477286641,-53.3850522713359,41.2149477286641,0.21543019344956965,91.49135357670183,617
2026-03-24T11:35:00+00:00,KXBTC15M-26MAR240745-45,yes,yes,True,10,91.0,71054.57,600.0,71162.58,0.42170091900468737,-51.42990809953127,42.170091900468734,0.18626230996988852,131.96443233188396,628
2026-03-24T11:52:24+00:00,KXBTC15M-26MAR240800-00,no,no,True,1,91.0,71239.22,456.0,71215.01,0.7704975309659826,-16.950246903401734,77.04975309659827,0.6645842676845214,115.32021404451974,646
2026-03-24T12:05:00+00:00,KXBTC15M-26MAR240815-15,no,no,True,10,92.0,71135.24,600.0,71002.0,0.2577378799595982,-68.82621200404017,25.773787995959818,0.5973985367883604,133.52895108989784,660
2026-03-24T12:33:30+00:00,KXBTC15M-26MAR240845-45,no,no,True,10,90.0,71069.59,690.0,71005.98,0.6939914911565044,-23.30085088434957,69.39914911565043,0.47231999286646936,143.1021363076304,689
2026-03-24T13:08:48+00:00,KXBTC15M-26MAR240915-15,no,no,True,10,90.0,70943.03,372.0,70854.73,0.26147671440312714,-66.55232855968728,26.147671440312713,0.5874604226637065,107.1561548173144,725
2026-03-24T13:19:36+00:00,KXBTC15M-26MAR240930-30,no,no,True,10,92.0,70810.79,624.0,70686.89,0.36471252714386393,-58.128747285613606,36.471252714386395,0.3052202188218556,143.96162931017452,737
2026-03-24T13:40:41+00:00,KXBTC15M-26MAR240945-45,no,no,True,10,90.0,70587.31,259.0,70478.6,0.13268522037107688,-79.43147796289232,13.268522037107688,0.9877566681099856,100.8143029705304,759
2026-03-24T14:27:43+00:00,KXBTC15M-26MAR241030-30,yes,yes,True,10,92.0,69867.64,137.0,69903.98,0.99999999,5.399998999999989,99.99999899999999,6.550286719172887,93.27225298576748,807
2026-03-24T14:40:00+00:00,KXBTC15M-26MAR241045-45,no,no,True,1,91.0,69980.09,300.0,69794.01,0.7182991200505153,-22.17008799494846,71.82991200505154,0.5489783848240156,138.6393382763129,821
2026-03-24T14:56:41+00:00,KXBTC15M-26MAR241100-00,yes,yes,True,10,90.0,69791.26,199.0,69905.99,0.5048135077404116,-42.21864922595885,50.481350774041154,0.022513073934427696,122.15124456170395,838
2026-03-24T15:11:27+00:00,KXBTC15M-26MAR241115-15,yes,yes,True,10,91.0,69840.04,213.0,69927.98,0.7185511928791838,-21.744880712081617,71.85511928791838,0.5207968959786863,126.63285919951156,854
2026-03-24T15:22:06+00:00,KXBTC15M-26MAR241130-30,yes,yes,True,10,90.0,69893.89,474.0,70045.8,0.5793737599155051,-34.76262400844949,57.93737599155051,0.17998448901887396,189.40521033688455,866
2026-03-24T15:43:41+00:00,KXBTC15M-26MAR241145-45,no,no,True,10,90.0,70058.12,79.0,70026.0,0.5657808254470162,-36.12191745529838,56.57808254470162,0.1583005293085635,77.8266506991772,888
2026-03-24T15:56:45+00:00,KXBTC15M-26MAR241200-00,no,no,True,10,90.0,70014.9,195.0,69986.96,0.451662237939627,-47.5337762060373,45.1662237939627,0.09690115014878076,114.54972395026299,902
2026-03-24T16:25:06+00:00,KXBTC15M-26MAR241230-30,no,no,True,10,91.0,69881.88,294.0,69812.26,0.19877167742560076,-73.72283225743992,19.877167742560076,0.7639164959628905,137.5543014914896,932
2026-03-24T16:37:53+00:00,KXBTC15M-26MAR241245-45,no,no,True,10,91.0,69771.12,427.0,69672.52,0.39713460598345196,-53.88653940165481,39.71346059834519,0.24421852079980952,168.45569232532796,945
2026-03-24T16:57:24+00:00,KXBTC15M-26MAR241300-00,no,no,True,10,90.0,69507.83,156.0,69464.64,0.04887050965522355,-87.81294903447765,4.887050965522355,1.6038807074777364,102.68220026101187,966
2026-03-24T17:05:03+00:00,KXBTC15M-26MAR241315-15,no,no,True,10,91.0,69434.12,597.0,69281.98,0.4259865946496053,-51.00134053503947,42.598659464960534,0.15026946447649242,203.1018085166498,975
2026-03-24T17:26:43+00:00,KXBTC15M-26MAR241330-30,no,no,True,10,90.0,69202.58,197.0,69126.04,0.23039306966977147,-69.66069303302285,23.039306966977147,0.6690871980495682,118.66913644656518,997
2026-03-24T17:55:39+00:00,KXBTC15M-26MAR241400-00,yes,yes,True,10,91.0,68977.28,261.0,69019.4,0.8877730990738109,-4.8226900926189185,88.77730990738108,1.1095882934081733,134.06774466146237,1027
2026-03-24T18:11:36+00:00,KXBTC15M-26MAR241415-15,yes,yes,True,10,90.0,69187.52,204.0,69236.26,0.07070830671579521,-85.62916932842047,7.070830671579522,1.4050801993012123,119.65153311791093,1044
2026-03-24T18:24:46+00:00,KXBTC15M-26MAR241430-30,yes,yes,True,10,90.0,69303.45,314.0,69380.4,0.3159649636995975,-61.10350363004025,31.59649636995975,0.4469809065388668,150.31961995933688,1058
2026-03-24T18:35:52+00:00,KXBTC15M-26MAR241445-45,yes,yes,True,10,90.0,69371.81,548.0,69476.5,0.5134416900003885,-41.35583099996115,51.34416900003885,0.04323001968934875,198.70451278357754,1070
2026-03-24T18:56:42+00:00,KXBTC15M-26MAR241500-00,no,no,True,10,90.0,69499.63,198.0,69471.28,0.5858756221802128,-34.11243778197872,58.58756221802128,0.19593545958904932,118.04907620354685,1092
2026-03-24T19:08:44+00:00,KXBTC15M-26MAR241515-15,yes,yes,True,10,91.0,69403.38,376.0,69482.4,0.678735497458102,-25.726450254189793,67.87354974581021,0.42072274947117555,161.38894339643053,1105
2026-03-24T19:26:44+00:00,KXBTC15M-26MAR241530-30,no,no,True,10,90.0,69607.36,196.0,69540.2,0.8894363073154103,-3.7563692684589656,88.94363073154103,1.1031791059659184,113.27263118403089,1124
2026-03-24T19:35:22+00:00,KXBTC15M-26MAR241545-45,no,no,True,10,90.0,69513.56,578.0,69375.93,0.44389728078295276,-48.310271921704725,44.38972807829528,0.1374755274313129,193.77994394900287,1134
2026-03-24T19:50:12+00:00,KXBTC15M-26MAR241600-00,no,no,True,10,90.0,69425.01,588.0,69274.04,0.60156156286408,-32.543843713592,60.156156286408006,0.25411716049494065,193.13925869630086,1150
2026-03-24T20:13:35+00:00,KXBTC15M-26MAR241615-15,yes,yes,True,10,90.0,69314.77,85.0,69305.61,0.269377529478935,-65.7622470521065,26.9377529478935,0.5601733300489982,72.70963791947725,1174
2026-03-24T20:20:01+00:00,KXBTC15M-26MAR241630-30,yes,yes,True,10,92.0,69367.82,599.0,69488.01,0.3646390359851264,-58.13609640148736,36.463903598512644,0.3214168043512672,193.5493078078733,1182
2026-03-24T20:40:47+00:00,KXBTC15M-26MAR241645-45,yes,yes,True,10,90.0,69951.65,253.0,70100.0,0.0010908134241643722,-92.59091865758357,0.10908134241643722,3.2541720395392097,142.4755650182683,1203
2026-03-24T21:11:54+00:00,KXBTC15M-26MAR241715-15,no,no,True,10,90.0,70052.95,186.0,70006.81,0.3447910782720395,-58.220892172796056,34.47910782720395,0.36813603404473516,127.80601638764188,1235
2026-03-24T21:38:36+00:00,KXBTC15M-26MAR241745-45,yes,yes,True,10,90.0,70015.63,384.0,70053.6,0.47628679529121254,-45.071320470878746,47.62867952912126,0.05106858225963452,172.70892610971234,1263
2026-03-24T22:08:19+00:00,KXBTC15M-26MAR241815-15,yes,yes,True,10,92.0,70291.8,401.0,70374.25,0.07633270911974459,-86.96672908802553,7.633270911974459,1.3200060301591068,180.45372108738448,1294
2026-03-24T22:23:33+00:00,KXBTC15M-26MAR241830-30,no,no,True,10,90.0,70512.7,387.0,70399.0,0.8105930105095874,-11.640698949041262,81.05930105095874,0.7690277538106052,180.03251418946098,1310
2026-03-24T22:56:19+00:00,KXBTC15M-26MAR241900-00,yes,yes,True,10,90.0,70276.07,221.0,70341.06,0.8537535702914397,-7.32464297085603,85.37535702914397,0.9245509159930749,132.9618497732512,1344
2026-03-24T23:09:10+00:00,KXBTC15M-26MAR241915-15,yes,yes,True,10,93.0,70324.59,350.0,70384.58,0.5372175900727436,-41.77824099272564,53.72175900727436,0.09947716008552346,165.5656432676749,1358
2026-03-24T23:26:01+00:00,KXBTC15M-26MAR241930-30,yes,yes,True,10,92.0,70516.69,239.0,70612.0,0.13406765000063062,-81.19323499993693,13.406765000063062,0.9662984434740002,136.71759578235853,1376
2026-03-24T23:54:31+00:00,KXBTC15M-26MAR242000-00,no,no,True,10,90.0,70657.14,329.0,70580.61,0.6210655638215955,-30.593443617840446,62.10655638215955,0.284429214152291,158.70381013614957,1405
2026-03-25T00:08:38+00:00,KXBTC15M-26MAR242015-15,yes,yes,True,10,91.0,70534.87,382.0,70614.59,0.6213032179794944,-31.46967820205056,62.13032179794944,0.2844626179136691,160.79441416758235,1420
2026-03-25T00:21:15+00:00,KXBTC15M-26MAR242030-30,no,no,True,10,90.0,70682.84,525.0,70578.0,0.6608561847352797,-26.614381526472027,66.08561847352797,0.3755249770071165,181.74556734932335,1434
2026-03-25T00:35:59+00:00,KXBTC15M-26MAR242045-45,yes,yes,True,10,90.0,70644.27,541.0,70776.0,0.34785142237207584,-57.91485776279242,34.78514223720758,0.35738713834251334,185.4291687925605,1449
2026-03-25T00:58:31+00:00,KXBTC15M-26MAR242100-00,no,no,True,10,90.0,70896.2,89.0,70898.37,0.9558985156436697,2.8898515643669667,95.58985156436697,1.5908442702737229,75.5573642537087,1473
2026-03-25T01:24:55+00:00,KXBTC15M-26MAR242130-30,no,no,True,10,90.0,70800.05,305.0,70752.89,0.21572082993877328,-71.12791700612267,21.572082993877327,0.6918582004848844,142.11004499344733,1500
2026-03-25T02:06:55+00:00,KXBTC15M-26MAR242215-15,no,no,True,10,91.0,70705.69,485.0,70595.9,0.38538324480997355,-55.06167551900265,38.53832448099735,0.2728453654583517,172.99176007884915,1543
2026-03-25T02:27:41+00:00,KXBTC15M-26MAR242230-30,yes,yes,True,10,90.0,70565.66,139.0,70580.91,0.6451577649220815,-28.184223507791838,64.51577649220816,0.33985563520690587,88.97895714331887,1565
2026-03-25T02:37:54+00:00,KXBTC15M-26MAR242245-45,yes,yes,True,10,90.0,70604.59,426.0,70652.96,0.43437060243900355,-49.26293975609965,43.437060243900355,0.15758714911247917,150.26605997606578,1576
2026-03-25T02:52:56+00:00,KXBTC15M-26MAR242300-00,no,no,True,10,90.0,70666.35,424.0,70593.99,0.5377854895572974,-38.921451044270256,53.77854895572975,0.08980980007642986,149.0928605631487,1592
2026-03-25T03:32:51+00:00,KXBTC15M-26MAR242345-45,yes,yes,True,10,90.0,70501.86,729.0,70619.08,0.7135720318487505,-21.342796815124952,71.35720318487505,0.4839728280823613,190.36192664999407,1633
2026-03-25T04:06:41+00:00,KXBTC15M-26MAR250015-15,yes,yes,True,10,91.0,70693.41,499.0,70694.34,0.2843997329159469,-65.16002670840531,28.43997329159469,0.4872512948171286,152.5496202691441,1668
2026-03-25T04:34:58+00:00,KXBTC15M-26MAR250045-45,no,no,True,10,90.0,70868.3,602.0,70736.38,0.907255600712484,-1.9744399287516046,90.7255600712484,1.0409228762595106,167.12093082738315,1697
2026-03-25T04:56:35+00:00,KXBTC15M-26MAR250100-00,yes,yes,True,10,90.0,70767.89,205.0,70757.54,0.3538047794913674,-57.31952205086326,35.38047794913674,0.32511896145721075,96.91837061352642,1720
2026-03-25T05:06:16+00:00,KXBTC15M-26MAR250115-15,yes,yes,True,10,93.0,70926.47,524.0,70980.7,0.08557927926365148,-86.94207207363485,8.557927926365148,1.083215931510815,155.9522853069494,1731
2026-03-25T05:23:52+00:00,KXBTC15M-26MAR250130-30,no,no,True,10,92.0,71208.39,368.0,71140.01,0.968937617952838,2.2937617952837943,96.8937617952838,1.6834942992557458,135.24845323245916,1749
2026-03-25T05:42:50+00:00,KXBTC15M-26MAR250145-45,yes,yes,True,10,90.0,71174.89,130.0,71178.83,0.2985624444483534,-62.84375555516466,29.85624444483534,0.43442595567099246,80.28986193085716,1769
2026-03-25T05:50:38+00:00,KXBTC15M-26MAR250200-00,no,no,True,10,90.0,71201.92,562.0,71099.05,0.5660785962120372,-36.09214037879629,56.607859621203716,0.13806078355943827,167.2451756733348,1778
2026-03-25T06:08:04+00:00,KXBTC15M-26MAR250215-15,no,no,True,10,91.0,71094.69,416.0,71015.82,0.4860956881724291,-44.99043118275709,48.60956881724291,0.032817783058833684,132.8547998560489,1797
2026-03-25T06:17:19+00:00,KXBTC15M-26MAR250230-30,yes,yes,True,10,90.0,71045.77,761.0,71146.47,0.41895333972867344,-50.80466602713266,41.89533397286734,0.19406354499722867,154.33089197883504,1807
2026-03-25T06:55:07+00:00,KXBTC15M-26MAR250300-00,no,no,True,10,90.0,71186.59,293.0,71129.02,0.6947427766657471,-23.225722333425292,69.47427766657471,0.42555461367265157,94.27697106547355,1846
2026-03-25T07:10:44+00:00,KXBTC15M-26MAR250315-15,yes,yes,True,10,91.0,70983.7,256.0,71011.84,0.9701112493536654,3.411124935366539,97.01112493536654,1.6614635785906233,87.46505302468212,1862
2026-03-25T07:24:28+00:00,KXBTC15M-26MAR250330-30,no,no,True,10,90.0,71121.86,332.0,71066.79,0.9253478845596228,-0.16521154403771443,92.53478845596229,1.1281167226880646,97.52536930562431,1877
2026-03-25T07:33:23+00:00,KXBTC15M-26MAR250345-45,yes,yes,True,10,90.0,71048.77,697.0,71120.04,0.5555815808336513,-37.141841916634874,55.55815808336513,0.1286018864153472,140.12236136093753,1887
2026-03-25T07:46:11+00:00,KXBTC15M-26MAR250400-00,no,no,True,10,91.0,71155.75,829.0,71006.01,0.610143611642026,-32.5856388357974,61.014361164202604,0.2446826521083292,145.94414312705908,1901
2026-03-25T08:09:58+00:00,KXBTC15M-26MAR250415-15,no,no,True,10,90.0,70909.67,302.0,70884.86,0.08052139125984992,-84.64786087401501,8.052139125984992,1.079040154458722,89.28305364903075,1925
2026-03-25T08:16:26+00:00,KXBTC15M-26MAR250430-30,yes,yes,True,1,90.0,70801.14,814.0,70925.22,0.7560423127762166,-17.395768722378335,75.60423127762166,0.5586259048858878,149.8677366512441,1933
2026-03-25T08:33:37+00:00,KXBTC15M-26MAR250445-45,yes,yes,True,10,93.0,71198.8,683.0,71229.98,0.017209667918609985,-93.779033208139,1.7209667918609985,1.8864546712735941,145.0233626951136,1951
2026-03-25T08:50:31+00:00,KXBTC15M-26MAR250500-00,no,no,True,10,90.0,71462.08,569.0,71310.95,0.9687249756125097,4.1724975612509665,96.87249756125097,1.582921711300921,146.6275927248827,1969
2026-03-25T09:09:02+00:00,KXBTC15M-26MAR250515-15,yes,yes,True,10,90.0,71244.59,358.0,71296.01,0.7713537668359177,-15.564623316408227,77.13537668359177,0.591397220787592,112.20884655431045,1989
2026-03-25T09:24:09+00:00,KXBTC15M-26MAR250530-30,no,no,True,10,91.0,71316.62,351.0,71262.0,0.5834313623026683,-35.256863769733165,58.343136230266836,0.18775445139770305,109.77103257245447,2005
2026-03-25T10:12:45+00:00,KXBTC15M-26MAR250615-15,yes,yes,True,10,92.0,71357.29,135.0,71393.87,0.03947692206723167,-90.65230779327683,3.947692206723167,1.5170909092662288,62.811001910282684,2054
2026-03-25T10:50:51+00:00,KXBTC15M-26MAR250700-00,yes,yes,True,10,90.0,71404.41,549.0,71533.95,0.46005571225355024,-46.694428774644976,46.00557122535503,0.08311809012830414,126.80753351933639,2093
2026-03-25T11:12:22+00:00,KXBTC15M-26MAR250715-15,yes,yes,True,2,90.0,71486.44,158.0,71515.85,0.8205551678485714,-10.944483215142853,82.05551678485715,0.7125685954758957,66.67428273100467,2116
2026-03-25T11:20:31+00:00,KXBTC15M-26MAR250730-30,yes,yes,True,10,93.0,71582.85,569.0,71682.91,0.259279528984357,-69.5720471015643,25.927952898435702,0.5271389708325136,127.10120804422127,2125
2026-03-25T11:48:41+00:00,KXBTC15M-26MAR250800-00,no,no,True,10,90.0,71814.63,679.0,71639.61,0.8694833368184487,-5.751666318155128,86.94833368184487,0.88631977379839,148.6145338216987,2154
2026-03-25T12:06:44+00:00,KXBTC15M-26MAR250815-15,yes,yes,True,10,90.0,71674.96,496.0,71790.29,0.3802873552454707,-54.671264475452936,38.028735524547066,0.2725145469022034,129.7178458979358,2173
2026-03-25T12:16:47+00:00,KXBTC15M-26MAR250830-30,no,no,True,10,90.0,71758.23,793.0,71657.13,0.4299818259901296,-49.701817400987046,42.99818259901296,0.19347056468789917,165.70996240030564,2184
2026-03-25T12:40:14+00:00,KXBTC15M-26MAR250845-45,yes,yes,True,10,91.0,71291.14,286.0,71381.57,0.9982960104953363,6.2296010495336365,99.82960104953364,3.4071619516586207,107.4178466397348,2209
2026-03-25T13:25:19+00:00,KXBTC15M-26MAR250930-30,no,no,True,10,90.0,71697.24,281.0,71615.02,0.99468647387463,6.768647387463009,99.46864738746301,2.7782363612317793,113.62244206610285,2255
2026-03-25T13:36:24+00:00,KXBTC15M-26MAR250945-45,yes,yes,True,10,90.0,71614.57,516.0,71808.06,0.5010377346219225,-42.59622653780776,50.103773462192244,0.002822485976809227,159.43391878453443,2267
2026-03-25T13:58:48+00:00,KXBTC15M-26MAR251000-00,no,no,True,10,92.0,71720.83,72.0,71690.52,0.04916322078122237,-89.68367792187776,4.916322078122237,1.4379913640427582,60.66100407916092,2290
2026-03-25T14:10:35+00:00,KXBTC15M-26MAR251015-15,no,no,True,10,90.0,71579.05,265.0,71528.55,0.11977383291894705,-80.72261670810529,11.977383291894705,0.9078743522127345,122.78130748855139,2303
2026-03-25T14:43:51+00:00,KXBTC15M-26MAR251045-45,yes,yes,True,10,91.0,71330.47,69.0,71354.76,0.9965829820737813,6.058298207378124,99.65829820737812,3.0721396324101455,64.47623601164399,2337
2026-03-25T14:57:16+00:00,KXBTC15M-26MAR251100-00,no,no,True,10,92.0,71378.3,164.0,71307.53,0.6054803434399757,-34.05196565600243,60.54803434399757,0.2419948581853967,97.27479408663189,2352
2026-03-25T15:07:41+00:00,KXBTC15M-26MAR251115-15,no,no,True,10,90.0,71265.88,439.0,71160.02,0.3806001728384817,-54.639982716151835,38.06001728384817,0.2691026731649432,154.77363903577918,2363
2026-03-25T15:25:33+00:00,KXBTC15M-26MAR251130-30,yes,yes,True,10,90.0,70812.64,267.0,70915.26,0.9944738186325791,6.7473818632579174,99.44738186325792,2.7544777208645463,126.11465228732098,2382
2026-03-25T15:38:28+00:00,KXBTC15M-26MAR251145-45,no,no,True,10,90.0,70975.94,392.0,70866.0,0.6707708490632003,-25.622915093679975,67.07708490632002,0.3974954637575868,152.6558301480727,2396
2026-03-25T16:23:18+00:00,KXBTC15M-26MAR251230-30,yes,yes,True,10,90.0,70871.84,402.0,70948.19,0.48527744421566604,-44.1722555784334,48.5277444215666,0.0391880845490773,149.0248902745621,2442
2026-03-25T16:43:32+00:00,KXBTC15M-26MAR251245-45,no,no,True,10,91.0,71517.65,88.0,71449.57,0.99999999,6.399998999999989,99.99999899999999,6.756759024406277,84.28005171459121,2463
2026-03-25T16:50:47+00:00,KXBTC15M-26MAR251300-00,no,no,True,10,90.0,71465.84,553.0,71314.12,0.5455734639830216,-38.14265360169784,54.557346398302165,0.07455647535788322,218.2238353126388,2471
2026-03-25T17:08:35+00:00,KXBTC15M-26MAR251315-15,no,no,True,10,90.0,71318.95,385.0,71195.79,0.5082866464879083,-41.87133535120917,50.828664648790834,0.02660144012033174,181.56911724151843,2490
2026-03-25T17:37:07+00:00,KXBTC15M-26MAR251345-45,no,no,True,10,90.0,71089.04,473.0,70933.9,0.2373811135792343,-68.96188864207657,23.73811135792343,0.5825399850733719,183.2492236332149,2520
2026-03-25T17:53:26+00:00,KXBTC15M-26MAR251400-00,no,no,True,10,90.0,70909.96,394.0,70800.4,0.44093615481812265,-48.60638451818774,44.093615481812265,0.1419895535355756,168.60395292382964,2537
2026-03-25T18:06:07+00:00,KXBTC15M-26MAR251415-15,yes,yes,True,10,90.0,70737.76,533.0,70886.67,0.6448432227395278,-28.21567772604723,64.48432227395277,0.32160403889335015,194.7736732895074,2551
2026-03-25T18:21:20+00:00,KXBTC15M-26MAR251430-30,yes,yes,True,10,90.0,70882.5,520.0,70989.98,0.5099530972133252,-41.704690278667485,50.99530972133252,0.022411454317349856,186.06556901441434,2567
2026-03-25T18:37:47+00:00,KXBTC15M-26MAR251445-45,no,no,True,10,90.0,70975.23,433.0,70902.48,0.46396686284414146,-46.30331371558586,46.396686284414145,0.08677021236764465,169.9892117067131,2584
2026-03-25T19:24:42+00:00,KXBTC15M-26MAR251530-30,yes,yes,True,10,90.0,70831.88,318.0,70905.11,0.7194187292266387,-20.758127077336123,71.94187292266388,0.48613238018862304,145.2279314794829,2632
2026-03-25T19:39:39+00:00,KXBTC15M-26MAR251545-45,yes,yes,True,10,92.0,70910.67,321.0,70948.23,0.48062713299253595,-46.53728670074641,48.062713299253595,0.03822782710820672,145.44378848056616,2648
2026-03-25T19:55:21+00:00,KXBTC15M-26MAR251600-00,no,no,True,10,90.0,70942.02,279.0,70863.62,0.48602860706659434,-44.09713929334057,48.602860706659435,0.046579692576580414,133.31990093713387,2665
2026-03-25T20:06:45+00:00,KXBTC15M-26MAR251615-15,no,no,True,10,92.0,70840.61,495.0,70734.23,0.44180007475457916,-50.41999252454209,44.18000747545791,0.12974035880088264,177.35421893898928,2677
2026-03-25T20:37:31+00:00,KXBTC15M-26MAR251645-45,yes,yes,True,10,90.0,70698.61,449.0,70769.15,0.5936638034652563,-33.33361965347437,59.366380346525624,0.21461059971806717,165.97502661466467,2709
2026-03-25T20:52:25+00:00,KXBTC15M-26MAR251700-00,yes,yes,True,10,90.0,70912.21,455.0,70997.78,0.134917498952247,-79.2082501047753,13.4917498952247,0.8552330202853362,167.27604828948526,2725
2026-03-25T21:10:07+00:00,KXBTC15M-26MAR251715-15,yes,yes,True,10,90.0,70983.74,293.0,71044.1,0.5378978101421302,-38.91021898578698,53.78978101421302,0.10565946866988069,132.87971420583003,2744
2026-03-25T21:21:05+00:00,KXBTC15M-26MAR251730-30,no,no,True,10,90.0,71126.52,535.0,71033.97,0.7096890198067259,-21.7310980193274,70.9689019806726,0.46041478105182587,179.01249784315846,2756
2026-03-25T21:39:12+00:00,KXBTC15M-26MAR251745-45,yes,yes,True,10,90.0,70958.78,348.0,71002.02,0.7371463668018585,-18.98536331981415,73.71463668018585,0.5272260173965821,142.61435801534813,2775
2026-03-25T21:55:53+00:00,KXBTC15M-26MAR251800-00,no,no,True,10,90.0,71050.21,247.0,71008.18,0.6874425827201576,-23.955741727984243,68.74425827201576,0.4098104501118211,117.59094963745599,2792
2026-03-25T22:31:42+00:00,KXBTC15M-26MAR251845-45,yes,yes,True,10,91.0,71018.09,798.0,71012.0,0.4793381735163175,-45.66618264836825,47.93381735163175,0.0501614646475747,197.56201437955102,2829
2026-03-25T23:13:00+00:00,KXBTC15M-26MAR251915-15,no,no,True,10,90.0,71365.92,120.0,71307.93,0.999698450488453,7.269845048845301,99.9698450488453,4.374463485898985,80.90592163835723,2872
2026-03-25T23:25:40+00:00,KXBTC15M-26MAR251930-30,yes,yes,True,10,90.0,71306.81,260.0,71350.48,0.49829514301152183,-42.87048569884782,49.82951430115218,0.009304863085549684,120.36716603973323,2885
