dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,positive_net,coverage_pass
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=300,10,20,2,0.1,2,0,1.0,75.0,0.6,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=300,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,0,20,6,0.3,4,2,0.6666666666666666,83.0,0.2618296529968454,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,1,20,7,0.35,4,3,0.5714285714285714,14.0,0.03626943005181347,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,2,20,3,0.15,2,1,0.6666666666666666,49.0,0.32450331125827814,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,3,20,7,0.35,5,2,0.7142857142857143,81.0,0.19331742243436753,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,4,20,4,0.2,1,3,0.25,-134.0,-0.5726495726495726,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,5,20,4,0.2,1,3,0.25,-104.0,-0.5098039215686274,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,6,20,5,0.25,4,1,0.8,87.0,0.2779552715654952,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,7,20,6,0.3,4,2,0.6666666666666666,68.0,0.20481927710843373,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,8,20,3,0.15,1,2,0.3333333333333333,-80.0,-0.4444444444444444,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,9,20,4,0.2,3,1,0.75,35.0,0.1320754716981132,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,10,20,5,0.25,3,2,0.6,-18.0,-0.05660377358490566,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,11,20,7,0.35,4,3,0.5714285714285714,-48.0,-0.10714285714285714,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,12,20,2,0.1,0,2,0.0,-126.0,-1.0,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,13,20,5,0.25,3,2,0.6,16.0,0.056338028169014086,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,14,20,7,0.35,3,4,0.42857142857142855,-118.0,-0.2822966507177033,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,15,13,4,0.3076923076923077,2,2,0.5,3.0,0.015228426395939087,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,0,20,3,0.15,1,2,0.3333333333333333,-41.0,-0.2907801418439716,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,1,20,1,0.05,1,0,1.0,53.0,1.127659574468085,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,2,20,2,0.1,2,0,1.0,103.0,1.0618556701030928,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,3,20,0,0.0,0,0,,0.0,,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,4,20,1,0.05,0,1,0.0,-56.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,5,20,2,0.1,1,1,0.5,-18.0,-0.15254237288135594,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,6,20,1,0.05,1,0,1.0,31.0,0.4492753623188406,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,7,20,0,0.0,0,0,,0.0,,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,8,20,0,0.0,0,0,,0.0,,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,9,20,1,0.05,1,0,1.0,41.0,0.6949152542372882,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,10,20,2,0.1,2,0,1.0,75.0,0.6,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=95; sec>=600,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,0,20,11,0.55,6,5,0.5454545454545454,-1.0,-0.0016638935108153079,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,1,20,12,0.6,6,6,0.5,-87.0,-0.12663755458515283,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,2,20,10,0.5,7,3,0.7,82.0,0.13268608414239483,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,3,20,10,0.5,7,3,0.7,79.0,0.12721417069243157,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,4,20,11,0.55,3,8,0.2727272727272727,-309.0,-0.5073891625615764,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,5,20,9,0.45,5,4,0.5555555555555556,-4.0,-0.007936507936507936,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,6,20,10,0.5,6,4,0.6,30.0,0.05263157894736842,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,7,20,9,0.45,7,2,0.7777777777777778,160.0,0.2962962962962963,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,8,20,6,0.3,3,3,0.5,-75.0,-0.2,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,9,20,10,0.5,9,1,0.9,220.0,0.3235294117647059,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,10,20,7,0.35,4,3,0.5714285714285714,-46.0,-0.1031390134529148,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,11,20,9,0.45,4,5,0.4444444444444444,-148.0,-0.27007299270072993,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,12,20,7,0.35,3,4,0.42857142857142855,-147.0,-0.3288590604026846,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,13,20,5,0.25,3,2,0.6,16.0,0.056338028169014086,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,14,20,10,0.5,5,5,0.5,-85.0,-0.1452991452991453,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,15,13,8,0.6153846153846154,5,3,0.625,74.0,0.17370892018779344,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,0,20,4,0.2,2,2,0.5,0.0,0.0,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,1,20,2,0.1,2,0,1.0,83.0,0.7094017094017094,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,2,20,2,0.1,2,0,1.0,103.0,1.0618556701030928,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,3,20,1,0.05,1,0,1.0,16.0,0.19047619047619047,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,4,20,1,0.05,0,1,0.0,-56.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,5,20,2,0.1,1,1,0.5,-18.0,-0.15254237288135594,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,6,20,1,0.05,1,0,1.0,31.0,0.4492753623188406,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,7,20,0,0.0,0,0,,0.0,,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,8,20,0,0.0,0,0,,0.0,,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,9,20,2,0.1,2,0,1.0,87.0,0.7699115044247787,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,10,20,2,0.1,2,0,1.0,75.0,0.6,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=120,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,0,20,10,0.5,5,5,0.5,-37.0,-0.06890130353817504,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,1,20,11,0.55,5,6,0.45454545454545453,-125.0,-0.2,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,2,20,8,0.4,6,2,0.75,116.0,0.2396694214876033,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,3,20,10,0.5,7,3,0.7,79.0,0.12721417069243157,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,4,20,8,0.4,3,5,0.375,-161.0,-0.3492407809110629,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,5,20,9,0.45,5,4,0.5555555555555556,-4.0,-0.007936507936507936,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,6,20,7,0.35,5,2,0.7142857142857143,92.0,0.22549019607843138,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,7,20,9,0.45,7,2,0.7777777777777778,160.0,0.2962962962962963,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,8,20,5,0.25,2,3,0.4,-115.0,-0.36507936507936506,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,9,20,9,0.45,8,1,0.8888888888888888,199.0,0.33111480865224624,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,10,20,6,0.3,3,3,0.5,-87.0,-0.2248062015503876,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,11,20,9,0.45,4,5,0.4444444444444444,-148.0,-0.27007299270072993,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,12,20,4,0.2,1,3,0.25,-176.0,-0.6376811594202898,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,13,20,5,0.25,3,2,0.6,16.0,0.056338028169014086,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,14,20,9,0.45,4,5,0.4444444444444444,-111.0,-0.2172211350293542,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,15,13,6,0.46153846153846156,4,2,0.6666666666666666,105.0,0.3559322033898305,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,0,20,3,0.15,1,2,0.3333333333333333,-41.0,-0.2907801418439716,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,1,20,1,0.05,1,0,1.0,53.0,1.127659574468085,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,2,20,2,0.1,2,0,1.0,103.0,1.0618556701030928,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,3,20,1,0.05,1,0,1.0,16.0,0.19047619047619047,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,4,20,1,0.05,0,1,0.0,-56.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,5,20,2,0.1,1,1,0.5,-18.0,-0.15254237288135594,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,6,20,1,0.05,1,0,1.0,31.0,0.4492753623188406,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,7,20,0,0.0,0,0,,0.0,,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,8,20,0,0.0,0,0,,0.0,,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,9,20,1,0.05,1,0,1.0,41.0,0.6949152542372882,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,10,20,2,0.1,2,0,1.0,75.0,0.6,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=300,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,0,20,6,0.3,4,2,0.6666666666666666,83.0,0.2618296529968454,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,1,20,7,0.35,4,3,0.5714285714285714,14.0,0.03626943005181347,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,2,20,3,0.15,2,1,0.6666666666666666,49.0,0.32450331125827814,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,3,20,7,0.35,5,2,0.7142857142857143,81.0,0.19331742243436753,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,4,20,4,0.2,1,3,0.25,-134.0,-0.5726495726495726,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,5,20,4,0.2,1,3,0.25,-104.0,-0.5098039215686274,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,6,20,5,0.25,4,1,0.8,87.0,0.2779552715654952,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,7,20,6,0.3,4,2,0.6666666666666666,68.0,0.20481927710843373,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,8,20,3,0.15,1,2,0.3333333333333333,-80.0,-0.4444444444444444,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,9,20,4,0.2,3,1,0.75,35.0,0.1320754716981132,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,10,20,5,0.25,3,2,0.6,-18.0,-0.05660377358490566,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,11,20,7,0.35,4,3,0.5714285714285714,-48.0,-0.10714285714285714,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,12,20,2,0.1,0,2,0.0,-126.0,-1.0,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,13,20,5,0.25,3,2,0.6,16.0,0.056338028169014086,True,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,14,20,7,0.35,3,4,0.42857142857142855,-118.0,-0.2822966507177033,False,False
current,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,15,13,4,0.3076923076923077,2,2,0.5,3.0,0.015228426395939087,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,0,20,3,0.15,1,2,0.3333333333333333,-41.0,-0.2907801418439716,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,1,20,1,0.05,1,0,1.0,53.0,1.127659574468085,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,2,20,2,0.1,2,0,1.0,103.0,1.0618556701030928,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,3,20,0,0.0,0,0,,0.0,,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,4,20,1,0.05,0,1,0.0,-56.0,-1.0,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,5,20,2,0.1,1,1,0.5,-18.0,-0.15254237288135594,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,6,20,1,0.05,1,0,1.0,31.0,0.4492753623188406,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,7,20,0,0.0,0,0,,0.0,,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,8,20,0,0.0,0,0,,0.0,,False,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,9,20,1,0.05,1,0,1.0,41.0,0.6949152542372882,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,10,20,2,0.1,2,0,1.0,75.0,0.6,True,False
v21,ridge_physics_fv; p>=0.55; fee_edge>=8c; ask<=98; sec>=600,11,1,0,0.0,0,0,,0.0,,False,False
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,0,20,19,0.95,14,5,0.7368421052631579,221.0,0.18744698897370654,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,1,20,20,1.0,14,6,0.7,144.0,0.11464968152866242,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,2,20,19,0.95,14,5,0.7368421052631579,163.0,0.13177041228779304,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,3,20,20,1.0,16,4,0.8,296.0,0.22699386503067484,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,4,20,19,0.95,10,9,0.5263157894736842,-219.0,-0.17965545529122232,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,5,20,20,1.0,7,13,0.35,-559.0,-0.44400317712470216,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,6,20,19,0.95,15,4,0.7894736842105263,187.0,0.14242193450114243,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,7,20,18,0.9,14,4,0.7777777777777778,200.0,0.16666666666666666,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,8,20,20,1.0,14,6,0.7,74.0,0.05580693815987934,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,9,20,19,0.95,15,4,0.7894736842105263,217.0,0.1691348402182385,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,10,20,20,1.0,10,10,0.5,-320.0,-0.24242424242424243,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,11,20,20,1.0,8,12,0.4,-530.0,-0.39849624060150374,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,12,20,18,0.9,12,6,0.6666666666666666,12.0,0.010101010101010102,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,13,20,18,0.9,13,5,0.7222222222222222,22.0,0.017214397496087636,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,14,20,20,1.0,11,9,0.55,-236.0,-0.17664670658682635,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,15,13,12,0.9230769230769231,9,3,0.75,115.0,0.1464968152866242,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,0,20,17,0.85,13,4,0.7647058823529411,238.0,0.224105461393597,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,1,20,19,0.95,11,8,0.5789473684210527,-163.0,-0.1290577988915281,False,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,2,20,18,0.9,12,6,0.6666666666666666,-54.0,-0.0430622009569378,False,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,3,20,19,0.95,15,4,0.7894736842105263,268.0,0.21753246753246752,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,4,20,20,1.0,12,8,0.6,-72.0,-0.05660377358490566,False,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,5,20,19,0.95,15,4,0.7894736842105263,298.0,0.24792013311148087,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,6,20,17,0.85,13,4,0.7647058823529411,214.0,0.19705340699815838,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,7,20,20,1.0,13,7,0.65,14.0,0.01088646967340591,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,8,20,19,0.95,13,6,0.6842105263157895,99.0,0.08243130724396336,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,9,20,19,0.95,13,6,0.6842105263157895,24.0,0.018808777429467086,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,10,20,15,0.75,12,3,0.8,188.0,0.1857707509881423,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=120,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,0,20,19,0.95,14,5,0.7368421052631579,221.0,0.18744698897370654,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,1,20,19,0.95,14,5,0.7368421052631579,203.0,0.1695906432748538,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,2,20,19,0.95,14,5,0.7368421052631579,163.0,0.13177041228779304,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,3,20,20,1.0,16,4,0.8,296.0,0.22699386503067484,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,4,20,19,0.95,10,9,0.5263157894736842,-219.0,-0.17965545529122232,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,5,20,20,1.0,7,13,0.35,-559.0,-0.44400317712470216,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,6,20,19,0.95,15,4,0.7894736842105263,187.0,0.14242193450114243,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,7,20,18,0.9,14,4,0.7777777777777778,200.0,0.16666666666666666,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,8,20,20,1.0,14,6,0.7,74.0,0.05580693815987934,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,9,20,18,0.9,14,4,0.7777777777777778,191.0,0.15798180314309346,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,10,20,19,0.95,9,10,0.47368421052631576,-346.0,-0.27768860353130015,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,11,20,20,1.0,8,12,0.4,-530.0,-0.39849624060150374,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,12,20,18,0.9,12,6,0.6666666666666666,12.0,0.010101010101010102,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,13,20,18,0.9,13,5,0.7222222222222222,22.0,0.017214397496087636,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,14,20,20,1.0,11,9,0.55,-236.0,-0.17664670658682635,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,15,13,12,0.9230769230769231,9,3,0.75,115.0,0.1464968152866242,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,0,20,16,0.8,12,4,0.75,214.0,0.21703853955375255,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,1,20,19,0.95,11,8,0.5789473684210527,-163.0,-0.1290577988915281,False,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,2,20,18,0.9,12,6,0.6666666666666666,-54.0,-0.0430622009569378,False,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,3,20,19,0.95,15,4,0.7894736842105263,268.0,0.21753246753246752,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,4,20,19,0.95,12,7,0.631578947368421,-14.0,-0.011532125205930808,False,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,5,20,18,0.9,14,4,0.7777777777777778,260.0,0.22807017543859648,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,6,20,17,0.85,13,4,0.7647058823529411,214.0,0.19705340699815838,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,7,20,20,1.0,13,7,0.65,14.0,0.01088646967340591,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,8,20,19,0.95,13,6,0.6842105263157895,99.0,0.08243130724396336,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,9,20,19,0.95,13,6,0.6842105263157895,24.0,0.018808777429467086,True,True
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,10,20,14,0.7,11,3,0.7857142857142857,166.0,0.1777301927194861,True,False
v21,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=300,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=600,0,20,18,0.9,13,5,0.7222222222222222,180.0,0.16071428571428573,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=600,1,20,18,0.9,13,5,0.7222222222222222,166.0,0.14638447971781304,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=600,2,20,17,0.85,14,3,0.8235294117647058,313.0,0.28794848206071755,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=600,3,20,19,0.95,15,4,0.7894736842105263,256.0,0.2057877813504823,True,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=600,4,20,17,0.85,9,8,0.5294117647058824,-169.0,-0.1580916744621141,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=600,5,20,20,1.0,7,13,0.35,-559.0,-0.44400317712470216,False,True
current,ridge_physics_fv; p>=0.575; fee_edge>=-2c; ask<=90; sec>=600,6,20,15,0.75,13,2,0.8666666666666667,256.0,0.24521072796934865,True,False
