dataset,candidate,label,hazard_ask_max,fallback,fallback_ask_max,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive
current,hazard_ask70_else_score60_ask75,hazard_ask<=70_else_score60_ask75_ask<=75,70.0,score60_ask75,75.0,295,274,201,73,0.7335766423357665,0.9288135593220339,0.6782643179395047,68.0,67.10218978102189,71.0,0,0,768.715,548.0,18386.0,18934.0,1714.0,1166.0,0.09322310453606004,0.06158233865004754,4.255474452554744,3.952542372881356,0.691021897810219,0.04255474452554742,177,164,120,44,0.7317073170731707,0.9265536723163842,0.6591643121695944,67.0,66.6829268292683,70.0,0,0,768.7239999999999,328.0,10936.0,11264.0,1064.0,736.0,0.09729334308705194,0.06534090909090909,4.487804878048781,4.15819209039548,0.686829268292683,0.044878048780487734,59,53,40,13,0.7547169811320755,0.8983050847457628,0.6243344231264808,68.0,67.22641509433963,71.0,0,0,768.782,106.0,3563.0,3669.0,437.0,331.0,0.12264945270839181,0.09021531752521122,6.245283018867925,5.610169491525424,0.692264150943396,0.06245283018867953,59,57,41,16,0.7192982456140351,0.9661016949152542,0.5916980132395605,69.0,68.19298245614036,71.0,0,0,766.535,114.0,3887.0,4001.0,213.0,99.0,0.05479804476459995,0.02474381404648838,1.736842105263158,1.6779661016949152,0.7019298245614035,0.01736842105263159,True,True,True
current,hazard_ask70_else_logit55_edge15_ask75,hazard_ask<=70_else_logit55_edge15_ask75_ask<=75,70.0,logit55_edge15_ask75,75.0,295,275,199,76,0.7236363636363636,0.9322033898305084,0.6679758832067071,67.0,66.70545454545454,70.0,0,0,771.492,550.0,18344.0,18894.0,1556.0,1006.0,0.08482337549062363,0.053244416216788396,3.658181818181818,3.4101694915254237,0.6870545454545455,0.03658181818181816,177,165,118,47,0.7151515151515152,0.9322033898305084,0.6420014429554517,67.0,66.26666666666667,70.0,0,0,771.09,330.0,10934.0,11264.0,866.0,536.0,0.07920248765319188,0.04758522727272727,3.2484848484848485,3.0282485875706215,0.6826666666666668,0.03248484848484845,59,53,40,13,0.7547169811320755,0.8983050847457628,0.6243344231264808,67.0,66.79245283018868,69.0,0,0,768.782,106.0,3540.0,3646.0,460.0,354.0,0.12994350282485875,0.09709270433351619,6.679245283018868,6.0,0.6879245283018867,0.06679245283018886,59,57,41,16,0.7192982456140351,0.9661016949152542,0.5916980132395605,68.0,67.89473684210526,71.0,0,0,773.162,114.0,3870.0,3984.0,230.0,116.0,0.059431524547803614,0.029116465863453816,2.0350877192982457,1.9661016949152543,0.6989473684210525,0.020350877192982564,True,True,True
current,hazard_ask70_else_score60_ask80,hazard_ask<=70_else_score60_ask80_ask<=80,70.0,score60_ask80,80.0,295,286,214,72,0.7482517482517482,0.9694915254237289,0.6948872508074208,68.0,68.41608391608392,73.0,0,0,769.929,572.0,19567.0,20139.0,1833.0,1261.0,0.09367813154801452,0.06261482695267888,4.409090909090909,4.274576271186441,0.7041608391608392,0.04409090909090907,177,171,127,44,0.7426900584795322,0.9661016949152542,0.6723414122547268,68.0,67.86549707602339,72.0,0,0,769.427,342.0,11605.0,11947.0,1095.0,753.0,0.0943558810857389,0.06302837532434921,4.4035087719298245,4.254237288135593,0.6986549707602339,0.044035087719298316,59,57,45,12,0.7894736842105263,0.9661016949152542,0.6671387891680949,68.0,68.56140350877193,73.0,0,0,771.492,114.0,3908.0,4022.0,592.0,478.0,0.15148413510747186,0.11884634510193934,8.385964912280702,8.101694915254237,0.7056140350877194,0.08385964912280697,59,58,42,16,0.7241379310344828,0.9830508474576272,0.5979534481052067,69.0,69.89655172413794,73.75,0,0,770.869,116.0,4054.0,4170.0,146.0,30.0,0.036013813517513565,0.007194244604316547,0.5172413793103449,0.5084745762711864,0.7189655172413795,0.005172413793103292,True,True,True
current,hazard_ask70_else_logit55_edge15_ask80,hazard_ask<=70_else_logit55_edge15_ask80_ask<=80,70.0,logit55_edge15_ask80,80.0,295,287,212,75,0.7386759581881533,0.9728813559322034,0.6849315627548482,68.0,67.90592334494774,71.0,0,0,772.011,574.0,19489.0,20063.0,1711.0,1137.0,0.087793114064344,0.056671484822808156,3.961672473867596,3.854237288135593,0.6990592334494773,0.03961672473867606,177,172,125,47,0.7267441860465116,0.9717514124293786,0.6557384467913617,67.5,67.45348837209302,71.0,0,0,771.6614999999999,344.0,11602.0,11946.0,898.0,554.0,0.07740044819858645,0.04637535576762096,3.2209302325581395,3.1299435028248586,0.6945348837209303,0.03220930232558128,59,57,45,12,0.7894736842105263,0.9661016949152542,0.6671387891680949,68.0,68.08771929824562,71.0,0,0,771.492,114.0,3881.0,3995.0,619.0,505.0,0.15949497552177275,0.12640801001251564,8.859649122807017,8.559322033898304,0.7008771929824561,0.08859649122807023,59,58,42,16,0.7241379310344828,0.9830508474576272,0.5979534481052067,69.0,69.06896551724138,71.75,0,0,773.6915,116.0,4006.0,4122.0,194.0,78.0,0.048427358961557664,0.018922852983988356,1.3448275862068966,1.3220338983050848,0.7106896551724138,0.013448275862068981,True,True,True
current,hazard_ask70_else_score60_ask95,hazard_ask<=70_else_score60_ask95_ask<=95,70.0,score60_ask95,95.0,295,292,220,72,0.7534246575342466,0.9898305084745763,0.700908955633246,68.0,69.03767123287672,73.0,0,0,770.1125,573.0,20159.0,20732.0,1841.0,1268.0,0.09132397440349224,0.06116148948485433,4.342465753424658,4.2983050847457624,0.71,0.043424657534246625,177,175,131,44,0.7485714285714286,0.9887005649717514,0.6794258610309706,68.0,68.46285714285715,72.0,0,0,769.427,344.0,11981.0,12325.0,1119.0,775.0,0.09339787997662967,0.06288032454361055,4.428571428571429,4.378531073446328,0.7042857142857143,0.04428571428571426,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.20689655172414,73.75,0,0,771.7515,113.0,4014.0,4127.0,586.0,473.0,0.14598903836571997,0.11461109764962442,8.155172413793103,8.016949152542374,0.711551724137931,0.0815517241379311,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,70.57627118644068,75.0,0,0,773.162,116.0,4164.0,4280.0,136.0,20.0,0.03266090297790586,0.004672897196261682,0.3389830508474576,0.3389830508474576,0.7254237288135594,0.003389830508474412,True,True,True
current,hazard_ask70_else_logit55_edge15_ask95,hazard_ask<=70_else_logit55_edge15_ask95_ask<=95,70.0,logit55_edge15_ask95,95.0,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.46232876712328,72.0,0,0,772.2335,573.0,19991.0,20564.0,1709.0,1136.0,0.08548846981141514,0.055242170783894186,3.8904109589041096,3.8508474576271188,0.7042465753424657,0.038904109589041114,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.94285714285714,71.5,0,0,771.257,345.0,11890.0,12235.0,910.0,565.0,0.07653490328006729,0.04617899468737229,3.2285714285714286,3.1920903954802258,0.6991428571428572,0.03228571428571425,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.62068965517241,71.0,0,0,771.7515,113.0,3980.0,4093.0,620.0,507.0,0.15577889447236182,0.1238700219887613,8.741379310344827,8.59322033898305,0.7056896551724138,0.08741379310344832,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,69.84745762711864,72.0,0,0,774.221,115.0,4121.0,4236.0,179.0,64.0,0.04343605920892987,0.015108593012275733,1.0847457627118644,1.0847457627118644,0.7179661016949153,0.010847457627118584,True,True,True
current,hazard_ask75_else_score60_ask70,hazard_ask<=75_else_score60_ask70_ask<=70,75.0,score60_ask70,70.0,295,274,201,73,0.7335766423357665,0.9288135593220339,0.6782643179395047,68.0,67.10218978102189,71.0,0,0,768.715,548.0,18386.0,18934.0,1714.0,1166.0,0.09322310453606004,0.06158233865004754,4.255474452554744,3.952542372881356,0.691021897810219,0.04255474452554742,177,164,120,44,0.7317073170731707,0.9265536723163842,0.6591643121695944,67.0,66.6829268292683,70.0,0,0,768.7239999999999,328.0,10936.0,11264.0,1064.0,736.0,0.09729334308705194,0.06534090909090909,4.487804878048781,4.15819209039548,0.686829268292683,0.044878048780487734,59,53,40,13,0.7547169811320755,0.8983050847457628,0.6243344231264808,68.0,67.22641509433963,71.0,0,0,768.782,106.0,3563.0,3669.0,437.0,331.0,0.12264945270839181,0.09021531752521122,6.245283018867925,5.610169491525424,0.692264150943396,0.06245283018867953,59,57,41,16,0.7192982456140351,0.9661016949152542,0.5916980132395605,69.0,68.19298245614036,71.0,0,0,766.535,114.0,3887.0,4001.0,213.0,99.0,0.05479804476459995,0.02474381404648838,1.736842105263158,1.6779661016949152,0.7019298245614035,0.01736842105263159,True,True,True
current,hazard_ask75_else_logit55_edge15_ask70,hazard_ask<=75_else_logit55_edge15_ask70_ask<=70,75.0,logit55_edge15_ask70,70.0,295,275,199,76,0.7236363636363636,0.9322033898305084,0.6679758832067071,67.0,66.85818181818182,70.0,0,0,771.257,550.0,18386.0,18936.0,1514.0,964.0,0.08234526269988035,0.05090832277144064,3.5054545454545454,3.2677966101694915,0.6885818181818182,0.03505454545454545,177,165,118,47,0.7151515151515152,0.9322033898305084,0.6420014429554517,67.0,66.47272727272727,70.0,0,0,771.09,330.0,10968.0,11298.0,832.0,502.0,0.07585703865791393,0.0444326429456541,3.0424242424242425,2.8361581920903953,0.6847272727272727,0.030424242424242465,59,53,40,13,0.7547169811320755,0.8983050847457628,0.6243344231264808,67.0,66.9245283018868,69.0,0,0,768.281,106.0,3547.0,3653.0,453.0,347.0,0.12771356075556808,0.0949904188338352,6.547169811320755,5.88135593220339,0.6892452830188678,0.06547169811320774,59,57,41,16,0.7192982456140351,0.9661016949152542,0.5916980132395605,68.0,67.91228070175438,71.0,0,0,773.162,114.0,3871.0,3985.0,229.0,115.0,0.059157840351330405,0.028858218318695106,2.017543859649123,1.9491525423728813,0.6991228070175439,0.02017543859649118,True,True,True
current,hazard_ask75_else_score60_ask75,hazard_ask<=75_else_score60_ask75_ask<=75,75.0,score60_ask75,75.0,295,274,201,73,0.7335766423357665,0.9288135593220339,0.6782643179395047,68.0,67.10218978102189,71.0,0,0,768.715,548.0,18386.0,18934.0,1714.0,1166.0,0.09322310453606004,0.06158233865004754,4.255474452554744,3.952542372881356,0.691021897810219,0.04255474452554742,177,164,120,44,0.7317073170731707,0.9265536723163842,0.6591643121695944,67.0,66.6829268292683,70.0,0,0,768.7239999999999,328.0,10936.0,11264.0,1064.0,736.0,0.09729334308705194,0.06534090909090909,4.487804878048781,4.15819209039548,0.686829268292683,0.044878048780487734,59,53,40,13,0.7547169811320755,0.8983050847457628,0.6243344231264808,68.0,67.22641509433963,71.0,0,0,768.782,106.0,3563.0,3669.0,437.0,331.0,0.12264945270839181,0.09021531752521122,6.245283018867925,5.610169491525424,0.692264150943396,0.06245283018867953,59,57,41,16,0.7192982456140351,0.9661016949152542,0.5916980132395605,69.0,68.19298245614036,71.0,0,0,766.535,114.0,3887.0,4001.0,213.0,99.0,0.05479804476459995,0.02474381404648838,1.736842105263158,1.6779661016949152,0.7019298245614035,0.01736842105263159,True,True,True
current,hazard_ask75_else_logit55_edge15_ask75,hazard_ask<=75_else_logit55_edge15_ask75_ask<=75,75.0,logit55_edge15_ask75,75.0,295,275,199,76,0.7236363636363636,0.9322033898305084,0.6679758832067071,67.0,66.84363636363636,70.0,0,0,771.492,550.0,18382.0,18932.0,1518.0,968.0,0.08258078555108259,0.05113036129304881,3.52,3.2813559322033896,0.6884363636363636,0.03520000000000001,177,165,118,47,0.7151515151515152,0.9322033898305084,0.6420014429554517,67.0,66.47272727272727,70.0,0,0,771.09,330.0,10968.0,11298.0,832.0,502.0,0.07585703865791393,0.0444326429456541,3.0424242424242425,2.8361581920903953,0.6847272727272727,0.030424242424242465,59,53,40,13,0.7547169811320755,0.8983050847457628,0.6243344231264808,67.0,66.84905660377359,69.0,0,0,768.782,106.0,3543.0,3649.0,457.0,351.0,0.12898673440587072,0.09619073718827076,6.622641509433962,5.9491525423728815,0.6884905660377356,0.06622641509433991,59,57,41,16,0.7192982456140351,0.9661016949152542,0.5916980132395605,68.0,67.91228070175438,71.0,0,0,773.162,114.0,3871.0,3985.0,229.0,115.0,0.059157840351330405,0.028858218318695106,2.017543859649123,1.9491525423728813,0.6991228070175439,0.02017543859649118,True,True,True
current,hazard_ask75_else_score60_ask80,hazard_ask<=75_else_score60_ask80_ask<=80,75.0,score60_ask80,80.0,295,286,214,72,0.7482517482517482,0.9694915254237289,0.6948872508074208,68.0,68.41608391608392,73.0,0,0,769.929,572.0,19567.0,20139.0,1833.0,1261.0,0.09367813154801452,0.06261482695267888,4.409090909090909,4.274576271186441,0.7041608391608392,0.04409090909090907,177,171,127,44,0.7426900584795322,0.9661016949152542,0.6723414122547268,68.0,67.86549707602339,72.0,0,0,769.427,342.0,11605.0,11947.0,1095.0,753.0,0.0943558810857389,0.06302837532434921,4.4035087719298245,4.254237288135593,0.6986549707602339,0.044035087719298316,59,57,45,12,0.7894736842105263,0.9661016949152542,0.6671387891680949,68.0,68.56140350877193,73.0,0,0,771.492,114.0,3908.0,4022.0,592.0,478.0,0.15148413510747186,0.11884634510193934,8.385964912280702,8.101694915254237,0.7056140350877194,0.08385964912280697,59,58,42,16,0.7241379310344828,0.9830508474576272,0.5979534481052067,69.0,69.89655172413794,73.75,0,0,770.869,116.0,4054.0,4170.0,146.0,30.0,0.036013813517513565,0.007194244604316547,0.5172413793103449,0.5084745762711864,0.7189655172413795,0.005172413793103292,True,True,True
current,hazard_ask75_else_logit55_edge15_ask80,hazard_ask<=75_else_logit55_edge15_ask80_ask<=80,75.0,logit55_edge15_ask80,80.0,295,287,212,75,0.7386759581881533,0.9728813559322034,0.6849315627548482,68.0,67.90243902439025,71.0,0,0,772.011,574.0,19488.0,20062.0,1712.0,1138.0,0.08784893267651889,0.0567241551191307,3.965156794425087,3.857627118644068,0.6990243902439025,0.03965156794425084,177,172,125,47,0.7267441860465116,0.9717514124293786,0.6557384467913617,67.5,67.42441860465117,71.0,0,0,771.6614999999999,344.0,11597.0,11941.0,903.0,559.0,0.07786496507717514,0.04681349970689222,3.25,3.15819209039548,0.6942441860465116,0.03249999999999997,59,57,45,12,0.7894736842105263,0.9661016949152542,0.6671387891680949,68.0,68.14035087719299,71.0,0,0,771.492,114.0,3884.0,3998.0,616.0,502.0,0.15859938208032956,0.12556278139069535,8.807017543859649,8.508474576271187,0.7014035087719298,0.08807017543859652,59,58,42,16,0.7241379310344828,0.9830508474576272,0.5979534481052067,69.0,69.08620689655173,71.75,0,0,773.6915,116.0,4007.0,4123.0,193.0,77.0,0.0481657100074869,0.01867572156196944,1.3275862068965518,1.305084745762712,0.7108620689655173,0.013275862068965472,True,True,True
current,hazard_ask75_else_score60_ask95,hazard_ask<=75_else_score60_ask95_ask<=95,75.0,score60_ask95,95.0,295,292,220,72,0.7534246575342466,0.9898305084745763,0.700908955633246,68.0,69.03767123287672,73.0,0,0,770.1125,573.0,20159.0,20732.0,1841.0,1268.0,0.09132397440349224,0.06116148948485433,4.342465753424658,4.2983050847457624,0.71,0.043424657534246625,177,175,131,44,0.7485714285714286,0.9887005649717514,0.6794258610309706,68.0,68.46285714285715,72.0,0,0,769.427,344.0,11981.0,12325.0,1119.0,775.0,0.09339787997662967,0.06288032454361055,4.428571428571429,4.378531073446328,0.7042857142857143,0.04428571428571426,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.20689655172414,73.75,0,0,771.7515,113.0,4014.0,4127.0,586.0,473.0,0.14598903836571997,0.11461109764962442,8.155172413793103,8.016949152542374,0.711551724137931,0.0815517241379311,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,70.57627118644068,75.0,0,0,773.162,116.0,4164.0,4280.0,136.0,20.0,0.03266090297790586,0.004672897196261682,0.3389830508474576,0.3389830508474576,0.7254237288135594,0.003389830508474412,True,True,True
current,hazard_ask75_else_logit55_edge15_ask95,hazard_ask<=75_else_logit55_edge15_ask95_ask<=95,75.0,logit55_edge15_ask95,95.0,295,292,217,75,0.7431506849315068,0.9898305084745763,0.6901086563374786,68.0,68.45890410958904,72.0,0,0,772.2335,573.0,19990.0,20563.0,1710.0,1137.0,0.08554277138569284,0.05529348830423576,3.893835616438356,3.854237288135593,0.7042123287671233,0.03893835616438357,177,175,128,47,0.7314285714285714,0.9887005649717514,0.6613100443245806,68.0,67.91428571428571,71.5,0,0,771.257,345.0,11885.0,12230.0,915.0,570.0,0.07698779974758098,0.04660670482420278,3.257142857142857,3.2203389830508473,0.698857142857143,0.032571428571428473,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,68.67241379310344,71.0,0,0,771.7515,113.0,3983.0,4096.0,617.0,504.0,0.15490836053226212,0.123046875,8.689655172413794,8.542372881355933,0.7062068965517241,0.08689655172413802,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,69.86440677966101,72.0,0,0,774.221,115.0,4122.0,4237.0,178.0,63.0,0.043182920912178555,0.014869011092754307,1.0677966101694916,1.0677966101694916,0.718135593220339,0.010677966101694802,True,True,True
current,hazard_ask80_else_score60_ask70,hazard_ask<=80_else_score60_ask70_ask<=70,80.0,score60_ask70,70.0,295,286,214,72,0.7482517482517482,0.9694915254237289,0.6948872508074208,68.0,68.41608391608392,73.0,0,0,769.929,572.0,19567.0,20139.0,1833.0,1261.0,0.09367813154801452,0.06261482695267888,4.409090909090909,4.274576271186441,0.7041608391608392,0.04409090909090907,177,171,127,44,0.7426900584795322,0.9661016949152542,0.6723414122547268,68.0,67.86549707602339,72.0,0,0,769.427,342.0,11605.0,11947.0,1095.0,753.0,0.0943558810857389,0.06302837532434921,4.4035087719298245,4.254237288135593,0.6986549707602339,0.044035087719298316,59,57,45,12,0.7894736842105263,0.9661016949152542,0.6671387891680949,68.0,68.56140350877193,73.0,0,0,771.492,114.0,3908.0,4022.0,592.0,478.0,0.15148413510747186,0.11884634510193934,8.385964912280702,8.101694915254237,0.7056140350877194,0.08385964912280697,59,58,42,16,0.7241379310344828,0.9830508474576272,0.5979534481052067,69.0,69.89655172413794,73.75,0,0,770.869,116.0,4054.0,4170.0,146.0,30.0,0.036013813517513565,0.007194244604316547,0.5172413793103449,0.5084745762711864,0.7189655172413795,0.005172413793103292,True,True,True
current,hazard_ask80_else_logit55_edge15_ask70,hazard_ask<=80_else_logit55_edge15_ask70_ask<=70,80.0,logit55_edge15_ask70,70.0,295,287,212,75,0.7386759581881533,0.9728813559322034,0.6849315627548482,68.0,67.99651567944251,71.5,0,0,771.657,574.0,19515.0,20089.0,1685.0,1111.0,0.08634383807327696,0.05530389765543332,3.8710801393728222,3.766101694915254,0.6999651567944251,0.03871080139372829,177,172,125,47,0.7267441860465116,0.9717514124293786,0.6557384467913617,67.5,67.45348837209302,71.0,0,0,771.6614999999999,344.0,11602.0,11946.0,898.0,554.0,0.07740044819858645,0.04637535576762096,3.2209302325581395,3.1299435028248586,0.6945348837209302,0.03220930232558139,59,57,45,12,0.7894736842105263,0.9661016949152542,0.6671387891680949,68.0,68.28070175438596,71.0,0,0,770.144,114.0,3892.0,4006.0,608.0,494.0,0.15621788283658788,0.12331502745881179,8.666666666666666,8.372881355932204,0.7028070175438597,0.08666666666666667,59,58,42,16,0.7241379310344828,0.9830508474576272,0.5979534481052067,69.0,69.32758620689656,72.0,0,0,773.6915,116.0,4021.0,4137.0,179.0,63.0,0.0445162894802288,0.015228426395939087,1.0862068965517242,1.0677966101694916,0.7132758620689656,0.010862068965517113,True,True,True
current,hazard_ask80_else_score60_ask75,hazard_ask<=80_else_score60_ask75_ask<=75,80.0,score60_ask75,75.0,295,286,214,72,0.7482517482517482,0.9694915254237289,0.6948872508074208,68.0,68.41608391608392,73.0,0,0,769.929,572.0,19567.0,20139.0,1833.0,1261.0,0.09367813154801452,0.06261482695267888,4.409090909090909,4.274576271186441,0.7041608391608392,0.04409090909090907,177,171,127,44,0.7426900584795322,0.9661016949152542,0.6723414122547268,68.0,67.86549707602339,72.0,0,0,769.427,342.0,11605.0,11947.0,1095.0,753.0,0.0943558810857389,0.06302837532434921,4.4035087719298245,4.254237288135593,0.6986549707602339,0.044035087719298316,59,57,45,12,0.7894736842105263,0.9661016949152542,0.6671387891680949,68.0,68.56140350877193,73.0,0,0,771.492,114.0,3908.0,4022.0,592.0,478.0,0.15148413510747186,0.11884634510193934,8.385964912280702,8.101694915254237,0.7056140350877194,0.08385964912280697,59,58,42,16,0.7241379310344828,0.9830508474576272,0.5979534481052067,69.0,69.89655172413794,73.75,0,0,770.869,116.0,4054.0,4170.0,146.0,30.0,0.036013813517513565,0.007194244604316547,0.5172413793103449,0.5084745762711864,0.7189655172413795,0.005172413793103292,True,True,True
current,hazard_ask80_else_logit55_edge15_ask75,hazard_ask<=80_else_logit55_edge15_ask75_ask<=75,80.0,logit55_edge15_ask75,75.0,295,287,212,75,0.7386759581881533,0.9728813559322034,0.6849315627548482,68.0,67.96864111498257,71.0,0,0,772.011,574.0,19507.0,20081.0,1693.0,1119.0,0.0867893576664787,0.05572431651810169,3.8989547038327528,3.7932203389830508,0.6996864111498258,0.03898954703832758,177,172,125,47,0.7267441860465116,0.9717514124293786,0.6557384467913617,67.5,67.45348837209302,71.0,0,0,771.6614999999999,344.0,11602.0,11946.0,898.0,554.0,0.07740044819858645,0.04637535576762096,3.2209302325581395,3.1299435028248586,0.6945348837209302,0.03220930232558139,59,57,45,12,0.7894736842105263,0.9661016949152542,0.6671387891680949,68.0,68.14035087719299,71.0,0,0,771.492,114.0,3884.0,3998.0,616.0,502.0,0.15859938208032956,0.12556278139069535,8.807017543859649,8.508474576271187,0.7014035087719298,0.08807017543859652,59,58,42,16,0.7241379310344828,0.9830508474576272,0.5979534481052067,69.0,69.32758620689656,72.0,0,0,773.6915,116.0,4021.0,4137.0,179.0,63.0,0.0445162894802288,0.015228426395939087,1.0862068965517242,1.0677966101694916,0.7132758620689656,0.010862068965517113,True,True,True
current,hazard_ask80_else_score60_ask80,hazard_ask<=80_else_score60_ask80_ask<=80,80.0,score60_ask80,80.0,295,286,214,72,0.7482517482517482,0.9694915254237289,0.6948872508074208,68.0,68.41608391608392,73.0,0,0,769.929,572.0,19567.0,20139.0,1833.0,1261.0,0.09367813154801452,0.06261482695267888,4.409090909090909,4.274576271186441,0.7041608391608392,0.04409090909090907,177,171,127,44,0.7426900584795322,0.9661016949152542,0.6723414122547268,68.0,67.86549707602339,72.0,0,0,769.427,342.0,11605.0,11947.0,1095.0,753.0,0.0943558810857389,0.06302837532434921,4.4035087719298245,4.254237288135593,0.6986549707602339,0.044035087719298316,59,57,45,12,0.7894736842105263,0.9661016949152542,0.6671387891680949,68.0,68.56140350877193,73.0,0,0,771.492,114.0,3908.0,4022.0,592.0,478.0,0.15148413510747186,0.11884634510193934,8.385964912280702,8.101694915254237,0.7056140350877194,0.08385964912280697,59,58,42,16,0.7241379310344828,0.9830508474576272,0.5979534481052067,69.0,69.89655172413794,73.75,0,0,770.869,116.0,4054.0,4170.0,146.0,30.0,0.036013813517513565,0.007194244604316547,0.5172413793103449,0.5084745762711864,0.7189655172413795,0.005172413793103292,True,True,True
current,hazard_ask80_else_logit55_edge15_ask80,hazard_ask<=80_else_logit55_edge15_ask80_ask<=80,80.0,logit55_edge15_ask80,80.0,295,287,212,75,0.7386759581881533,0.9728813559322034,0.6849315627548482,68.0,67.96864111498257,71.0,0,0,772.011,574.0,19507.0,20081.0,1693.0,1119.0,0.0867893576664787,0.05572431651810169,3.8989547038327528,3.7932203389830508,0.6996864111498258,0.03898954703832758,177,172,125,47,0.7267441860465116,0.9717514124293786,0.6557384467913617,67.5,67.45348837209302,71.0,0,0,771.6614999999999,344.0,11602.0,11946.0,898.0,554.0,0.07740044819858645,0.04637535576762096,3.2209302325581395,3.1299435028248586,0.6945348837209302,0.03220930232558139,59,57,45,12,0.7894736842105263,0.9661016949152542,0.6671387891680949,68.0,68.14035087719299,71.0,0,0,771.492,114.0,3884.0,3998.0,616.0,502.0,0.15859938208032956,0.12556278139069535,8.807017543859649,8.508474576271187,0.7014035087719298,0.08807017543859652,59,58,42,16,0.7241379310344828,0.9830508474576272,0.5979534481052067,69.0,69.32758620689656,72.0,0,0,773.6915,116.0,4021.0,4137.0,179.0,63.0,0.0445162894802288,0.015228426395939087,1.0862068965517242,1.0677966101694916,0.7132758620689656,0.010862068965517113,True,True,True
current,hazard_ask80_else_score60_ask95,hazard_ask<=80_else_score60_ask95_ask<=95,80.0,score60_ask95,95.0,295,292,220,72,0.7534246575342466,0.9898305084745763,0.700908955633246,68.0,69.03767123287672,73.0,0,0,770.1125,573.0,20159.0,20732.0,1841.0,1268.0,0.09132397440349224,0.06116148948485433,4.342465753424658,4.2983050847457624,0.71,0.043424657534246625,177,175,131,44,0.7485714285714286,0.9887005649717514,0.6794258610309706,68.0,68.46285714285715,72.0,0,0,769.427,344.0,11981.0,12325.0,1119.0,775.0,0.09339787997662967,0.06288032454361055,4.428571428571429,4.378531073446328,0.7042857142857143,0.04428571428571426,59,58,46,12,0.7931034482758621,0.9830508474576272,0.6723078207851659,68.0,69.20689655172414,73.75,0,0,771.7515,113.0,4014.0,4127.0,586.0,473.0,0.14598903836571997,0.11461109764962442,8.155172413793103,8.016949152542374,0.711551724137931,0.0815517241379311,59,59,43,16,0.7288135593220338,1.0,0.6040223703245484,69.0,70.57627118644068,75.0,0,0,773.162,116.0,4164.0,4280.0,136.0,20.0,0.03266090297790586,0.004672897196261682,0.3389830508474576,0.3389830508474576,0.7254237288135594,0.003389830508474412,True,True,True
