dataset,candidate,block_index,block_start_close_dt,block_end_close_dt,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,median_ask,positive_net,coverage_pass
current,hazard45_touch80_ask80_locked,0,2026-05-01 02:30:00+00:00,2026-05-01 07:15:00+00:00,20,20,1.0,12,8,0.6,-171.0,-0.12472647702407003,67.5,False,True
current,hazard45_touch80_ask80_locked,1,2026-05-01 07:30:00+00:00,2026-05-01 12:15:00+00:00,20,17,0.85,13,4,0.7647058823529411,107.0,0.08968985750209556,68.0,True,True
current,hazard45_touch80_ask80_locked,2,2026-05-01 12:30:00+00:00,2026-05-01 17:15:00+00:00,20,19,0.95,14,5,0.7368421052631579,51.0,0.03780578206078577,70.0,True,True
current,hazard45_touch80_ask80_locked,3,2026-05-01 17:30:00+00:00,2026-05-01 22:15:00+00:00,20,20,1.0,18,2,0.9,342.0,0.2345679012345679,72.5,True,True
current,hazard45_touch80_ask80_locked,4,2026-05-01 22:30:00+00:00,2026-05-02 03:15:00+00:00,20,19,0.95,13,6,0.6842105263157895,-44.0,-0.03273809523809524,68.0,False,True
current,hazard45_touch80_ask80_locked,5,2026-05-02 03:30:00+00:00,2026-05-02 08:15:00+00:00,20,19,0.95,15,4,0.7894736842105263,152.0,0.11275964391691394,68.0,True,True
current,hazard45_touch80_ask80_locked,6,2026-05-02 08:30:00+00:00,2026-05-02 13:15:00+00:00,20,19,0.95,14,5,0.7368421052631579,10.0,0.007194244604316547,70.0,True,True
current,hazard45_touch80_ask80_locked,7,2026-05-02 13:30:00+00:00,2026-05-02 19:00:00+00:00,20,17,0.85,12,5,0.7058823529411765,-16.0,-0.013157894736842105,69.0,False,True
current,hazard45_touch80_ask80_locked,8,2026-05-02 19:15:00+00:00,2026-05-03 00:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,151.0,0.11193476649369903,69.0,True,True
current,hazard45_touch80_ask80_locked,9,2026-05-03 00:15:00+00:00,2026-05-03 06:45:00+00:00,20,19,0.95,18,1,0.9473684210526315,429.0,0.31291028446389496,71.0,True,True
current,hazard45_touch80_ask80_locked,10,2026-05-03 07:00:00+00:00,2026-05-03 11:45:00+00:00,20,20,1.0,14,6,0.7,-40.0,-0.027777777777777776,69.0,False,True
current,hazard45_touch80_ask80_locked,11,2026-05-03 12:00:00+00:00,2026-05-03 17:00:00+00:00,20,19,0.95,12,7,0.631578947368421,-174.0,-0.12663755458515283,69.0,False,True
current,hazard45_touch80_ask80_locked,12,2026-05-03 17:15:00+00:00,2026-05-03 22:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,113.0,0.08147080028839221,71.0,True,True
current,hazard45_touch80_ask80_locked,13,2026-05-03 22:15:00+00:00,2026-05-04 03:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,96.0,0.06837606837606838,72.0,True,True
current,hazard45_touch80_ask80_locked,14,2026-05-04 03:15:00+00:00,2026-05-04 06:45:00+00:00,15,15,1.0,10,5,0.6666666666666666,-90.0,-0.08256880733944955,69.0,False,True
current,hazard45_touch90_ask80_control,0,2026-05-01 02:30:00+00:00,2026-05-01 07:15:00+00:00,20,20,1.0,12,8,0.6,-171.0,-0.12472647702407003,67.5,False,True
current,hazard45_touch90_ask80_control,1,2026-05-01 07:30:00+00:00,2026-05-01 12:15:00+00:00,20,18,0.9,14,4,0.7777777777777778,125.0,0.09803921568627451,68.0,True,True
current,hazard45_touch90_ask80_control,2,2026-05-01 12:30:00+00:00,2026-05-01 17:15:00+00:00,20,19,0.95,14,5,0.7368421052631579,51.0,0.03780578206078577,70.0,True,True
current,hazard45_touch90_ask80_control,3,2026-05-01 17:30:00+00:00,2026-05-01 22:15:00+00:00,20,20,1.0,18,2,0.9,339.0,0.23203285420944558,72.5,True,True
current,hazard45_touch90_ask80_control,4,2026-05-01 22:30:00+00:00,2026-05-02 03:15:00+00:00,20,19,0.95,13,6,0.6842105263157895,-50.0,-0.037037037037037035,68.0,False,True
current,hazard45_touch90_ask80_control,5,2026-05-02 03:30:00+00:00,2026-05-02 08:15:00+00:00,20,19,0.95,15,4,0.7894736842105263,152.0,0.11275964391691394,68.0,True,True
current,hazard45_touch90_ask80_control,6,2026-05-02 08:30:00+00:00,2026-05-02 13:15:00+00:00,20,19,0.95,14,5,0.7368421052631579,15.0,0.010830324909747292,70.0,True,True
current,hazard45_touch90_ask80_control,7,2026-05-02 13:30:00+00:00,2026-05-02 19:00:00+00:00,20,17,0.85,12,5,0.7058823529411765,-17.0,-0.013968775677896467,69.0,False,True
current,hazard45_touch90_ask80_control,8,2026-05-02 19:15:00+00:00,2026-05-03 00:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,147.0,0.10864745011086474,69.0,True,True
current,hazard45_touch90_ask80_control,9,2026-05-03 00:15:00+00:00,2026-05-03 06:45:00+00:00,20,19,0.95,18,1,0.9473684210526315,429.0,0.31291028446389496,71.0,True,True
current,hazard45_touch90_ask80_control,10,2026-05-03 07:00:00+00:00,2026-05-03 11:45:00+00:00,20,20,1.0,14,6,0.7,-37.0,-0.025748086290883786,69.0,False,True
current,hazard45_touch90_ask80_control,11,2026-05-03 12:00:00+00:00,2026-05-03 17:00:00+00:00,20,19,0.95,12,7,0.631578947368421,-178.0,-0.12917271407837447,69.0,False,True
current,hazard45_touch90_ask80_control,12,2026-05-03 17:15:00+00:00,2026-05-03 22:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,112.0,0.08069164265129683,71.0,True,True
current,hazard45_touch90_ask80_control,13,2026-05-03 22:15:00+00:00,2026-05-04 03:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,99.0,0.07066381156316917,72.0,True,True
current,hazard45_touch90_ask80_control,14,2026-05-04 03:15:00+00:00,2026-05-04 06:45:00+00:00,15,15,1.0,10,5,0.6666666666666666,-90.0,-0.08256880733944955,69.0,False,True
current,hazard45_touch80_ask95_control,0,2026-05-01 02:30:00+00:00,2026-05-01 07:15:00+00:00,20,20,1.0,12,8,0.6,-180.0,-0.13043478260869565,67.5,False,True
current,hazard45_touch80_ask95_control,1,2026-05-01 07:30:00+00:00,2026-05-01 12:15:00+00:00,20,19,0.95,15,4,0.7894736842105263,126.0,0.09170305676855896,68.0,True,True
current,hazard45_touch80_ask95_control,2,2026-05-01 12:30:00+00:00,2026-05-01 17:15:00+00:00,20,19,0.95,14,5,0.7368421052631579,49.0,0.03626943005181347,70.0,True,True
current,hazard45_touch80_ask95_control,3,2026-05-01 17:30:00+00:00,2026-05-01 22:15:00+00:00,20,20,1.0,18,2,0.9,342.0,0.2345679012345679,72.5,True,True
current,hazard45_touch80_ask95_control,4,2026-05-01 22:30:00+00:00,2026-05-02 03:15:00+00:00,20,20,1.0,14,6,0.7,-28.0,-0.0196078431372549,68.5,False,True
current,hazard45_touch80_ask95_control,5,2026-05-02 03:30:00+00:00,2026-05-02 08:15:00+00:00,20,20,1.0,16,4,0.8,159.0,0.11034004163775156,68.5,True,True
current,hazard45_touch80_ask95_control,6,2026-05-02 08:30:00+00:00,2026-05-02 13:15:00+00:00,20,20,1.0,15,5,0.75,14.0,0.009421265141318977,70.5,True,True
