dataset,candidate,block_index,block_start_close_dt,block_end_close_dt,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,median_ask,positive_net,coverage_pass
current,hazard45_touch80_ask95_control,7,2026-05-02 13:30:00+00:00,2026-05-02 19:00:00+00:00,20,19,0.95,14,5,0.7368421052631579,1.0,0.0007147962830593281,70.0,True,True
current,hazard45_touch80_ask95_control,8,2026-05-02 19:15:00+00:00,2026-05-03 00:00:00+00:00,20,20,1.0,16,4,0.8,164.0,0.11420612813370473,69.5,True,True
current,hazard45_touch80_ask95_control,9,2026-05-03 00:15:00+00:00,2026-05-03 06:45:00+00:00,20,19,0.95,18,1,0.9473684210526315,429.0,0.31291028446389496,71.0,True,True
current,hazard45_touch80_ask95_control,10,2026-05-03 07:00:00+00:00,2026-05-03 11:45:00+00:00,20,20,1.0,14,6,0.7,-45.0,-0.031141868512110725,69.0,False,True
current,hazard45_touch80_ask95_control,11,2026-05-03 12:00:00+00:00,2026-05-03 17:00:00+00:00,20,20,1.0,13,7,0.65,-174.0,-0.11804613297150611,69.0,False,True
current,hazard45_touch80_ask95_control,12,2026-05-03 17:15:00+00:00,2026-05-03 22:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,86.0,0.06082036775106082,72.0,True,True
current,hazard45_touch80_ask95_control,13,2026-05-03 22:15:00+00:00,2026-05-04 03:00:00+00:00,20,20,1.0,16,4,0.8,87.0,0.05750165234633179,72.0,True,True
current,hazard45_touch80_ask95_control,14,2026-05-04 03:15:00+00:00,2026-05-04 06:45:00+00:00,15,15,1.0,10,5,0.6666666666666666,-90.0,-0.08256880733944955,69.0,False,True
current,hazard50_touch80_ask80_control,0,2026-05-01 02:30:00+00:00,2026-05-01 07:15:00+00:00,20,19,0.95,13,6,0.6842105263157895,-70.0,-0.051094890510948905,70.0,False,True
current,hazard50_touch80_ask80_control,1,2026-05-01 07:30:00+00:00,2026-05-01 12:15:00+00:00,20,16,0.8,13,3,0.8125,133.0,0.11396743787489289,72.0,True,True
current,hazard50_touch80_ask80_control,2,2026-05-01 12:30:00+00:00,2026-05-01 17:15:00+00:00,20,18,0.9,14,4,0.7777777777777778,46.0,0.033973412112259974,73.5,True,True
current,hazard50_touch80_ask80_control,3,2026-05-01 17:30:00+00:00,2026-05-01 22:15:00+00:00,20,18,0.9,17,1,0.9444444444444444,359.0,0.2677106636838181,74.0,True,True
current,hazard50_touch80_ask80_control,4,2026-05-01 22:30:00+00:00,2026-05-02 03:15:00+00:00,20,17,0.85,12,5,0.7058823529411765,-91.0,-0.0704879938032533,75.0,False,True
current,hazard50_touch80_ask80_control,5,2026-05-02 03:30:00+00:00,2026-05-02 08:15:00+00:00,20,18,0.9,15,3,0.8333333333333334,159.0,0.1185682326621924,72.5,True,True
current,hazard50_touch80_ask80_control,6,2026-05-02 08:30:00+00:00,2026-05-02 13:15:00+00:00,20,19,0.95,15,4,0.7894736842105263,37.0,0.025290498974709502,77.0,True,True
current,hazard50_touch80_ask80_control,7,2026-05-02 13:30:00+00:00,2026-05-02 19:00:00+00:00,20,16,0.8,12,4,0.75,42.0,0.03626943005181347,69.5,True,True
current,hazard50_touch80_ask80_control,8,2026-05-02 19:15:00+00:00,2026-05-03 00:00:00+00:00,20,17,0.85,14,3,0.8235294117647058,171.0,0.13913751017087062,71.0,True,True
current,hazard50_touch80_ask80_control,9,2026-05-03 00:15:00+00:00,2026-05-03 06:45:00+00:00,20,19,0.95,18,1,0.9473684210526315,376.0,0.2640449438202247,73.0,True,True
current,hazard50_touch80_ask80_control,10,2026-05-03 07:00:00+00:00,2026-05-03 11:45:00+00:00,20,20,1.0,14,6,0.7,-74.0,-0.050203527815468114,71.0,False,True
current,hazard50_touch80_ask80_control,11,2026-05-03 12:00:00+00:00,2026-05-03 17:00:00+00:00,20,19,0.95,13,6,0.6842105263157895,-145.0,-0.10034602076124567,75.0,False,True
current,hazard50_touch80_ask80_control,12,2026-05-03 17:15:00+00:00,2026-05-03 22:00:00+00:00,20,16,0.8,12,4,0.75,31.0,0.026518391787852865,71.5,True,True
current,hazard50_touch80_ask80_control,13,2026-05-03 22:15:00+00:00,2026-05-04 03:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,58.0,0.04022191400832178,75.0,True,True
current,hazard50_touch80_ask80_control,14,2026-05-04 03:15:00+00:00,2026-05-04 06:45:00+00:00,15,15,1.0,10,5,0.6666666666666666,-126.0,-0.11190053285968028,73.0,False,True
current,hazard45_touch80_ask80_sec120_control,0,2026-05-01 02:30:00+00:00,2026-05-01 07:15:00+00:00,20,20,1.0,12,8,0.6,-171.0,-0.12472647702407003,67.5,False,True
current,hazard45_touch80_ask80_sec120_control,1,2026-05-01 07:30:00+00:00,2026-05-01 12:15:00+00:00,20,17,0.85,13,4,0.7647058823529411,107.0,0.08968985750209556,68.0,True,True
current,hazard45_touch80_ask80_sec120_control,2,2026-05-01 12:30:00+00:00,2026-05-01 17:15:00+00:00,20,19,0.95,14,5,0.7368421052631579,51.0,0.03780578206078577,70.0,True,True
current,hazard45_touch80_ask80_sec120_control,3,2026-05-01 17:30:00+00:00,2026-05-01 22:15:00+00:00,20,20,1.0,18,2,0.9,342.0,0.2345679012345679,72.5,True,True
current,hazard45_touch80_ask80_sec120_control,4,2026-05-01 22:30:00+00:00,2026-05-02 03:15:00+00:00,20,19,0.95,13,6,0.6842105263157895,-44.0,-0.03273809523809524,68.0,False,True
current,hazard45_touch80_ask80_sec120_control,5,2026-05-02 03:30:00+00:00,2026-05-02 08:15:00+00:00,20,19,0.95,15,4,0.7894736842105263,152.0,0.11275964391691394,68.0,True,True
current,hazard45_touch80_ask80_sec120_control,6,2026-05-02 08:30:00+00:00,2026-05-02 13:15:00+00:00,20,19,0.95,14,5,0.7368421052631579,10.0,0.007194244604316547,70.0,True,True
current,hazard45_touch80_ask80_sec120_control,7,2026-05-02 13:30:00+00:00,2026-05-02 19:00:00+00:00,20,17,0.85,12,5,0.7058823529411765,-16.0,-0.013157894736842105,69.0,False,True
current,hazard45_touch80_ask80_sec120_control,8,2026-05-02 19:15:00+00:00,2026-05-03 00:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,151.0,0.11193476649369903,69.0,True,True
current,hazard45_touch80_ask80_sec120_control,9,2026-05-03 00:15:00+00:00,2026-05-03 06:45:00+00:00,20,19,0.95,18,1,0.9473684210526315,429.0,0.31291028446389496,71.0,True,True
current,hazard45_touch80_ask80_sec120_control,10,2026-05-03 07:00:00+00:00,2026-05-03 11:45:00+00:00,20,20,1.0,14,6,0.7,-40.0,-0.027777777777777776,69.0,False,True
current,hazard45_touch80_ask80_sec120_control,11,2026-05-03 12:00:00+00:00,2026-05-03 17:00:00+00:00,20,19,0.95,12,7,0.631578947368421,-174.0,-0.12663755458515283,69.0,False,True
current,hazard45_touch80_ask80_sec120_control,12,2026-05-03 17:15:00+00:00,2026-05-03 22:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,113.0,0.08147080028839221,71.0,True,True
current,hazard45_touch80_ask80_sec120_control,13,2026-05-03 22:15:00+00:00,2026-05-04 03:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,96.0,0.06837606837606838,72.0,True,True
current,hazard45_touch80_ask80_sec120_control,14,2026-05-04 03:15:00+00:00,2026-05-04 06:45:00+00:00,15,15,1.0,10,5,0.6666666666666666,-90.0,-0.08256880733944955,69.0,False,True
v21,hazard45_touch80_ask80_locked,0,2026-04-30 04:45:00+00:00,2026-04-30 13:45:00+00:00,20,18,0.9,16,2,0.8888888888888888,311.0,0.24127230411171452,70.0,True,True
v21,hazard45_touch80_ask80_locked,1,2026-04-30 14:00:00+00:00,2026-04-30 18:45:00+00:00,20,20,1.0,12,8,0.6,-208.0,-0.14772727272727273,67.5,False,True
v21,hazard45_touch80_ask80_locked,2,2026-04-30 19:00:00+00:00,2026-04-30 23:45:00+00:00,20,19,0.95,12,7,0.631578947368421,-148.0,-0.10979228486646884,68.0,False,True
v21,hazard45_touch80_ask80_locked,3,2026-05-01 00:00:00+00:00,2026-05-01 05:00:00+00:00,20,20,1.0,15,5,0.75,102.0,0.07296137339055794,68.5,True,True
v21,hazard45_touch80_ask80_locked,4,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,20,18,0.9,12,6,0.6666666666666666,-39.0,-0.031476997578692496,68.0,False,True
v21,hazard45_touch80_ask80_locked,5,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,20,18,0.9,13,5,0.7222222222222222,24.0,0.018808777429467086,70.0,True,True
v21,hazard45_touch80_ask80_locked,6,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,20,19,0.95,16,3,0.8421052631578947,247.0,0.18255728011825573,68.0,True,True
v21,hazard45_touch80_ask80_locked,7,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,20,19,0.95,18,1,0.9473684210526315,426.0,0.31004366812227074,69.0,True,True
v21,hazard45_touch80_ask80_locked,8,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,20,16,0.8,9,7,0.5625,-240.0,-0.21052631578947367,69.5,False,True
v21,hazard45_touch80_ask80_locked,9,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,20,20,1.0,17,3,0.85,250.0,0.1724137931034483,70.0,True,True
v21,hazard45_touch80_ask80_locked,10,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,20,16,0.8,12,4,0.75,50.0,0.043478260869565216,68.5,True,True
v21,hazard45_touch80_ask80_locked,11,2026-05-02 17:15:00+00:00,2026-05-02 17:15:00+00:00,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,True,True
v21,hazard45_touch90_ask80_control,0,2026-04-30 04:45:00+00:00,2026-04-30 13:45:00+00:00,20,18,0.9,16,2,0.8888888888888888,311.0,0.24127230411171452,70.0,True,True
v21,hazard45_touch90_ask80_control,1,2026-04-30 14:00:00+00:00,2026-04-30 18:45:00+00:00,20,20,1.0,12,8,0.6,-208.0,-0.14772727272727273,67.5,False,True
v21,hazard45_touch90_ask80_control,2,2026-04-30 19:00:00+00:00,2026-04-30 23:45:00+00:00,20,19,0.95,12,7,0.631578947368421,-148.0,-0.10979228486646884,68.0,False,True
v21,hazard45_touch90_ask80_control,3,2026-05-01 00:00:00+00:00,2026-05-01 05:00:00+00:00,20,20,1.0,15,5,0.75,102.0,0.07296137339055794,68.5,True,True
v21,hazard45_touch90_ask80_control,4,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,20,18,0.9,12,6,0.6666666666666666,-39.0,-0.031476997578692496,68.0,False,True
v21,hazard45_touch90_ask80_control,5,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,20,18,0.9,13,5,0.7222222222222222,24.0,0.018808777429467086,70.0,True,True
v21,hazard45_touch90_ask80_control,6,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,20,19,0.95,16,3,0.8421052631578947,247.0,0.18255728011825573,68.0,True,True
v21,hazard45_touch90_ask80_control,7,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,20,19,0.95,18,1,0.9473684210526315,426.0,0.31004366812227074,69.0,True,True
v21,hazard45_touch90_ask80_control,8,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,20,16,0.8,9,7,0.5625,-240.0,-0.21052631578947367,69.5,False,True
v21,hazard45_touch90_ask80_control,9,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,20,20,1.0,17,3,0.85,250.0,0.1724137931034483,70.0,True,True
v21,hazard45_touch90_ask80_control,10,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,20,16,0.8,12,4,0.75,50.0,0.043478260869565216,68.5,True,True
v21,hazard45_touch90_ask80_control,11,2026-05-02 17:15:00+00:00,2026-05-02 17:15:00+00:00,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,True,True
v21,hazard45_touch80_ask95_control,0,2026-04-30 04:45:00+00:00,2026-04-30 13:45:00+00:00,20,20,1.0,17,3,0.85,227.0,0.15410726408689748,70.5,True,True
v21,hazard45_touch80_ask95_control,1,2026-04-30 14:00:00+00:00,2026-04-30 18:45:00+00:00,20,20,1.0,12,8,0.6,-225.0,-0.15789473684210525,67.5,False,True
v21,hazard45_touch80_ask95_control,2,2026-04-30 19:00:00+00:00,2026-04-30 23:45:00+00:00,20,20,1.0,13,7,0.65,-159.0,-0.10897875257025359,68.5,False,True
v21,hazard45_touch80_ask95_control,3,2026-05-01 00:00:00+00:00,2026-05-01 05:00:00+00:00,20,20,1.0,15,5,0.75,90.0,0.06382978723404255,69.5,True,True
v21,hazard45_touch80_ask95_control,4,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,20,19,0.95,12,7,0.631578947368421,-130.0,-0.09774436090225563,68.0,False,True
v21,hazard45_touch80_ask95_control,5,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,20,20,1.0,15,5,0.75,54.0,0.03734439834024896,70.0,True,True
v21,hazard45_touch80_ask95_control,6,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,20,20,1.0,17,3,0.85,243.0,0.16678105696636925,68.0,True,True
v21,hazard45_touch80_ask95_control,7,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,20,20,1.0,19,1,0.95,425.0,0.288135593220339,71.0,True,True
v21,hazard45_touch80_ask95_control,8,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,20,20,1.0,13,7,0.65,-192.0,-0.128686327077748,71.5,False,True
v21,hazard45_touch80_ask95_control,9,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,20,20,1.0,17,3,0.85,236.0,0.16120218579234974,70.0,True,True
v21,hazard45_touch80_ask95_control,10,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,20,19,0.95,15,4,0.7894736842105263,75.0,0.05263157894736842,71.0,True,True
v21,hazard45_touch80_ask95_control,11,2026-05-02 17:15:00+00:00,2026-05-02 17:15:00+00:00,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,True,True
v21,hazard50_touch80_ask80_control,0,2026-04-30 04:45:00+00:00,2026-04-30 13:45:00+00:00,20,17,0.85,16,1,0.9411764705882353,324.0,0.25391849529780564,74.0,True,True
v21,hazard50_touch80_ask80_control,1,2026-04-30 14:00:00+00:00,2026-04-30 18:45:00+00:00,20,20,1.0,12,8,0.6,-296.0,-0.19786096256684493,74.0,False,True
v21,hazard50_touch80_ask80_control,2,2026-04-30 19:00:00+00:00,2026-04-30 23:45:00+00:00,20,17,0.85,9,8,0.5294117647058824,-373.0,-0.29300864100549884,74.0,False,True
v21,hazard50_touch80_ask80_control,3,2026-05-01 00:00:00+00:00,2026-05-01 05:00:00+00:00,20,16,0.8,11,5,0.6875,-71.0,-0.06063193851409052,71.5,False,True
v21,hazard50_touch80_ask80_control,4,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,20,17,0.85,11,6,0.6470588235294118,-127.0,-0.10350448247758762,70.0,False,True
v21,hazard50_touch80_ask80_control,5,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,20,17,0.85,13,4,0.7647058823529411,41.0,0.03256552819698173,73.0,True,True
v21,hazard50_touch80_ask80_control,6,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,20,17,0.85,16,1,0.9411764705882353,313.0,0.2432012432012432,74.0,True,True
v21,hazard50_touch80_ask80_control,7,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,20,17,0.85,16,1,0.9411764705882353,311.0,0.24127230411171452,74.0,True,True
v21,hazard50_touch80_ask80_control,8,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,20,15,0.75,8,7,0.5333333333333333,-337.0,-0.2963940193491645,74.0,False,False
v21,hazard50_touch80_ask80_control,9,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,20,19,0.95,15,4,0.7894736842105263,61.0,0.0423905489923558,75.0,True,True
v21,hazard50_touch80_ask80_control,10,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,20,15,0.75,11,4,0.7333333333333333,-30.0,-0.02654867256637168,72.0,False,False
v21,hazard50_touch80_ask80_control,11,2026-05-02 17:15:00+00:00,2026-05-02 17:15:00+00:00,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,True,True
v21,hazard45_touch80_ask80_sec120_control,0,2026-04-30 04:45:00+00:00,2026-04-30 13:45:00+00:00,20,18,0.9,16,2,0.8888888888888888,311.0,0.24127230411171452,70.0,True,True
v21,hazard45_touch80_ask80_sec120_control,1,2026-04-30 14:00:00+00:00,2026-04-30 18:45:00+00:00,20,20,1.0,12,8,0.6,-208.0,-0.14772727272727273,67.5,False,True
v21,hazard45_touch80_ask80_sec120_control,2,2026-04-30 19:00:00+00:00,2026-04-30 23:45:00+00:00,20,19,0.95,12,7,0.631578947368421,-148.0,-0.10979228486646884,68.0,False,True
v21,hazard45_touch80_ask80_sec120_control,3,2026-05-01 00:00:00+00:00,2026-05-01 05:00:00+00:00,20,20,1.0,15,5,0.75,102.0,0.07296137339055794,68.5,True,True
v21,hazard45_touch80_ask80_sec120_control,4,2026-05-01 05:15:00+00:00,2026-05-01 10:15:00+00:00,20,18,0.9,12,6,0.6666666666666666,-39.0,-0.031476997578692496,68.0,False,True
v21,hazard45_touch80_ask80_sec120_control,5,2026-05-01 10:30:00+00:00,2026-05-01 15:15:00+00:00,20,18,0.9,13,5,0.7222222222222222,24.0,0.018808777429467086,70.0,True,True
v21,hazard45_touch80_ask80_sec120_control,6,2026-05-01 15:30:00+00:00,2026-05-01 20:30:00+00:00,20,19,0.95,16,3,0.8421052631578947,247.0,0.18255728011825573,68.0,True,True
v21,hazard45_touch80_ask80_sec120_control,7,2026-05-01 20:45:00+00:00,2026-05-02 01:30:00+00:00,20,19,0.95,18,1,0.9473684210526315,426.0,0.31004366812227074,69.0,True,True
v21,hazard45_touch80_ask80_sec120_control,8,2026-05-02 01:45:00+00:00,2026-05-02 06:30:00+00:00,20,16,0.8,9,7,0.5625,-240.0,-0.21052631578947367,69.5,False,True
v21,hazard45_touch80_ask80_sec120_control,9,2026-05-02 06:45:00+00:00,2026-05-02 11:30:00+00:00,20,20,1.0,17,3,0.85,250.0,0.1724137931034483,70.0,True,True
v21,hazard45_touch80_ask80_sec120_control,10,2026-05-02 11:45:00+00:00,2026-05-02 17:00:00+00:00,20,16,0.8,12,4,0.75,50.0,0.043478260869565216,68.5,True,True
v21,hazard45_touch80_ask80_sec120_control,11,2026-05-02 17:15:00+00:00,2026-05-02 17:15:00+00:00,1,1,1.0,1,0,1.0,29.0,0.4084507042253521,69.0,True,True
