dataset,candidate,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask,median_seconds_to_close
v21,book_margin_window600_720,hour,0,6,3,3,0.5,-145.0,-24.166666666666668,72.0,719.2549815
v21,book_margin_window600_720,hour,1,6,5,1,0.8333333333333334,63.0,10.5,71.0,719.110824
v21,book_margin_window600_720,hour,10,6,6,0,1.0,148.0,24.666666666666668,72.5,719.436373
v21,book_margin_window600_720,hour,11,11,10,1,0.9090909090909091,199.0,18.09090909090909,70.0,719.341715
v21,book_margin_window600_720,hour,12,11,9,2,0.8181818181818182,79.0,7.181818181818182,72.0,719.251203
v21,book_margin_window600_720,hour,13,11,7,4,0.6363636363636364,-119.0,-10.818181818181818,69.0,719.406429
v21,book_margin_window600_720,hour,14,10,7,3,0.7,-41.0,-4.1,68.0,719.4142509999999
v21,book_margin_window600_720,hour,15,6,2,4,0.3333333333333333,-243.0,-40.5,70.5,719.2699615
v21,book_margin_window600_720,hour,16,7,6,1,0.8571428571428571,93.0,13.285714285714286,67.0,719.581404
v21,book_margin_window600_720,hour,17,6,4,2,0.6666666666666666,-28.0,-4.666666666666667,67.5,719.4510725
v21,book_margin_window600_720,hour,18,6,4,2,0.6666666666666666,-42.0,-7.0,67.0,719.528239
v21,book_margin_window600_720,hour,19,6,4,2,0.6666666666666666,-28.0,-4.666666666666667,69.0,719.2645689999999
v21,book_margin_window600_720,hour,2,5,4,1,0.8,37.0,7.4,67.0,719.72987
v21,book_margin_window600_720,hour,20,7,3,4,0.42857142857142855,-207.0,-29.571428571428573,69.0,719.247671
v21,book_margin_window600_720,hour,21,8,7,1,0.875,87.0,10.875,74.5,719.454327
v21,book_margin_window600_720,hour,22,6,6,0,1.0,140.0,23.333333333333332,73.5,719.385145
v21,book_margin_window600_720,hour,23,6,6,0,1.0,205.0,34.166666666666664,63.0,719.2618
v21,book_margin_window600_720,hour,3,5,2,3,0.4,-159.0,-31.8,64.0,719.326095
v21,book_margin_window600_720,hour,4,7,5,2,0.7142857142857143,-13.0,-1.8571428571428572,66.0,719.211952
v21,book_margin_window600_720,hour,5,11,10,1,0.9090909090909091,153.0,13.909090909090908,76.0,719.623259
v21,book_margin_window600_720,hour,6,4,3,1,0.75,11.0,2.75,71.0,719.750524
v21,book_margin_window600_720,hour,7,4,4,0,1.0,121.0,30.25,66.5,719.294786
v21,book_margin_window600_720,hour,8,4,1,3,0.25,-180.0,-45.0,67.5,719.2674545
v21,book_margin_window600_720,hour,9,6,5,1,0.8333333333333334,56.0,9.333333333333334,72.0,719.356277
v21,book_margin_window600_720,ask,ask<=70,90,57,33,0.6333333333333333,-359.0,-3.988888888888889,65.0,719.298205
v21,book_margin_window600_720,ask,ask<=80,47,39,8,0.8297872340425532,271.0,5.76595744680851,75.0,719.364749
v21,book_margin_window600_720,ask,ask<=95,28,27,1,0.9642857142857143,275.0,9.821428571428571,84.5,719.488523
v21,book_margin_window600_720,time,sec<=720,165,123,42,0.7454545454545455,187.0,1.1333333333333333,69.0,719.376381
v21,book_margin_window600_720,score,p<=0.60,1,0,1,0.0,-63.0,-63.0,61.0,659.365421
v21,book_margin_window600_720,score,p<=0.65,47,27,20,0.574468085106383,-360.0,-7.659574468085107,63.0,719.332986
v21,book_margin_window600_720,score,p<=0.70,43,31,12,0.7209302325581395,91.0,2.116279069767442,68.0,719.244801
v21,book_margin_window600_720,score,p<=0.80,46,38,8,0.8260869565217391,244.0,5.304347826086956,75.0,719.385037
v21,book_margin_window600_720,score,p>0.80,28,27,1,0.9642857142857143,275.0,9.821428571428571,84.5,719.488523
v21,book_margin_window480_660,split,holdout,38,29,9,0.7631578947368421,28.0,0.7368421052631579,71.0,659.195019
v21,book_margin_window480_660,split,train,111,82,29,0.7387387387387387,-326.0,-2.936936936936937,74.0,659.342256
v21,book_margin_window480_660,split,validation,40,32,8,0.8,138.0,3.45,75.0,659.247158
v21,book_margin_window480_660,side,no,85,66,19,0.7764705882352941,158.0,1.8588235294117648,73.0,659.227975
v21,book_margin_window480_660,side,yes,104,77,27,0.7403846153846154,-318.0,-3.0576923076923075,74.5,659.333389
v21,book_margin_window480_660,hour,0,7,4,3,0.5714285714285714,-164.0,-23.428571428571427,79.0,659.178441
v21,book_margin_window480_660,hour,1,7,5,2,0.7142857142857143,-44.0,-6.285714285714286,76.0,659.403021
v21,book_margin_window480_660,hour,10,10,9,1,0.9,100.0,10.0,77.5,629.3321165
v21,book_margin_window480_660,hour,11,11,10,1,0.9090909090909091,179.0,16.272727272727273,67.0,659.311969
v21,book_margin_window480_660,hour,12,10,9,1,0.9,126.0,12.6,75.0,659.2403485
v21,book_margin_window480_660,hour,13,11,7,4,0.6363636363636364,-172.0,-15.636363636363637,77.0,659.422834
v21,book_margin_window480_660,hour,14,11,7,4,0.6363636363636364,-155.0,-14.090909090909092,73.0,659.313302
v21,book_margin_window480_660,hour,15,10,7,3,0.7,-29.0,-2.9,69.5,624.242875
v21,book_margin_window480_660,hour,16,8,6,2,0.75,-13.0,-1.625,75.0,659.430342
v21,book_margin_window480_660,hour,17,7,5,2,0.7142857142857143,-8.0,-1.1428571428571428,69.0,659.199638
v21,book_margin_window480_660,hour,18,8,4,4,0.5,-209.0,-26.125,71.5,599.5488855
v21,book_margin_window480_660,hour,19,7,5,2,0.7142857142857143,-17.0,-2.4285714285714284,64.0,659.456073
v21,book_margin_window480_660,hour,2,7,5,2,0.7142857142857143,-13.0,-1.8571428571428572,70.0,659.694924
v21,book_margin_window480_660,hour,20,8,4,4,0.5,-194.0,-24.25,71.5,659.2670115
v21,book_margin_window480_660,hour,21,8,7,1,0.875,53.0,6.625,80.0,659.536502
v21,book_margin_window480_660,hour,22,8,7,1,0.875,69.0,8.625,75.5,659.033455
v21,book_margin_window480_660,hour,23,5,5,0,1.0,118.0,23.6,75.0,659.245889
v21,book_margin_window480_660,hour,3,4,2,2,0.5,-85.0,-21.25,66.5,629.413959
v21,book_margin_window480_660,hour,4,8,6,2,0.75,15.0,1.875,68.0,659.2688674999999
v21,book_margin_window480_660,hour,5,11,10,1,0.9090909090909091,129.0,11.727272727272727,74.0,659.704403
v21,book_margin_window480_660,hour,6,6,5,1,0.8333333333333334,46.0,7.666666666666667,72.5,659.6347875
v21,book_margin_window480_660,hour,7,6,5,1,0.8333333333333334,49.0,8.166666666666666,73.5,659.2945615
v21,book_margin_window480_660,hour,8,4,2,2,0.5,-89.0,-22.25,69.0,659.2532215
v21,book_margin_window480_660,hour,9,7,7,0,1.0,148.0,21.142857142857142,77.0,659.127766
v21,book_margin_window480_660,ask,ask<=70,73,47,26,0.6438356164383562,-211.0,-2.8904109589041096,66.0,659.248664
v21,book_margin_window480_660,ask,ask<=80,60,48,12,0.8,159.0,2.65,75.0,659.170706
v21,book_margin_window480_660,ask,ask<=95,56,48,8,0.8571428571428571,-108.0,-1.9285714285714286,86.0,659.4048654999999
v21,book_margin_window480_660,time,sec<=600,47,35,12,0.7446808510638298,109.0,2.3191489361702127,69.0,599.382476
v21,book_margin_window480_660,time,sec<=720,142,108,34,0.7605633802816901,-269.0,-1.8943661971830985,76.0,659.4396234999999
v21,book_margin_window480_660,score,p<=0.60,3,2,1,0.6666666666666666,11.0,3.6666666666666665,61.0,659.21459
v21,book_margin_window480_660,score,p<=0.65,34,21,13,0.6176470588235294,-108.0,-3.176470588235294,63.0,599.906788
v21,book_margin_window480_660,score,p<=0.70,36,24,12,0.6666666666666666,-114.0,-3.1666666666666665,68.0,659.421634
v21,book_margin_window480_660,score,p<=0.80,60,48,12,0.8,159.0,2.65,75.0,659.170706
v21,book_margin_window480_660,score,p>0.80,56,48,8,0.8571428571428571,-108.0,-1.9285714285714286,86.0,659.4048654999999
v21,book_margin_window540_660,split,holdout,35,26,9,0.7428571428571429,-62.0,-1.7714285714285714,71.0,659.21459
v21,book_margin_window540_660,split,train,103,78,25,0.7572815533980582,-124.0,-1.203883495145631,74.0,659.378184
v21,book_margin_window540_660,split,validation,38,30,8,0.7894736842105263,94.0,2.473684210526316,75.0,659.2485455
v21,book_margin_window540_660,side,no,80,61,19,0.7625,34.0,0.425,74.0,659.247158
v21,book_margin_window540_660,side,yes,96,73,23,0.7604166666666666,-126.0,-1.3125,75.0,659.4041855
v21,book_margin_window540_660,hour,0,6,3,3,0.5,-183.0,-30.5,79.5,659.2659585
v21,book_margin_window540_660,hour,1,7,5,2,0.7142857142857143,-44.0,-6.285714285714286,76.0,659.403021
v21,book_margin_window540_660,hour,10,10,9,1,0.9,100.0,10.0,77.5,629.3321165
v21,book_margin_window540_660,hour,11,11,10,1,0.9090909090909091,179.0,16.272727272727273,67.0,659.311969
v21,book_margin_window540_660,hour,12,9,8,1,0.8888888888888888,92.0,10.222222222222221,78.0,659.252722
v21,book_margin_window540_660,hour,13,11,7,4,0.6363636363636364,-172.0,-15.636363636363637,77.0,659.422834
v21,book_margin_window540_660,hour,14,10,6,4,0.6,-180.0,-18.0,76.5,659.3754795
v21,book_margin_window540_660,hour,15,9,6,3,0.6666666666666666,-35.0,-3.888888888888889,68.0,648.619263
v21,book_margin_window540_660,hour,16,8,6,2,0.75,-13.0,-1.625,75.0,659.430342
v21,book_margin_window540_660,hour,17,7,5,2,0.7142857142857143,-8.0,-1.1428571428571428,69.0,659.199638
v21,book_margin_window540_660,hour,18,5,3,2,0.6,-100.0,-20.0,82.0,659.457208
v21,book_margin_window540_660,hour,19,6,4,2,0.6666666666666666,-51.0,-8.5,72.0,659.534596
v21,book_margin_window540_660,hour,2,7,5,2,0.7142857142857143,-13.0,-1.8571428571428572,70.0,659.694924
v21,book_margin_window540_660,hour,20,8,4,4,0.5,-194.0,-24.25,71.5,659.2670115
v21,book_margin_window540_660,hour,21,8,7,1,0.875,53.0,6.625,80.0,659.536502
v21,book_margin_window540_660,hour,22,6,6,0,1.0,121.0,20.166666666666668,79.0,659.3021200000001
v21,book_margin_window540_660,hour,23,5,5,0,1.0,118.0,23.6,75.0,659.245889
v21,book_margin_window540_660,hour,3,4,2,2,0.5,-85.0,-21.25,66.5,629.413959
v21,book_margin_window540_660,hour,4,8,6,2,0.75,15.0,1.875,68.0,659.2688674999999
v21,book_margin_window540_660,hour,5,11,10,1,0.9090909090909091,129.0,11.727272727272727,74.0,659.704403
v21,book_margin_window540_660,hour,6,5,4,1,0.8,24.0,4.8,69.0,659.690722
v21,book_margin_window540_660,hour,7,4,4,0,1.0,96.0,24.0,73.5,659.3925775
v21,book_margin_window540_660,hour,8,4,2,2,0.5,-89.0,-22.25,69.0,659.2532215
v21,book_margin_window540_660,hour,9,7,7,0,1.0,148.0,21.142857142857142,77.0,659.127766
v21,book_margin_window540_660,ask,ask<=70,68,44,24,0.6470588235294118,-179.0,-2.6323529411764706,66.0,659.288606
v21,book_margin_window540_660,ask,ask<=80,53,43,10,0.8113207547169812,201.0,3.792452830188679,75.0,659.245889
v21,book_margin_window540_660,ask,ask<=95,55,47,8,0.8545454545454545,-114.0,-2.0727272727272728,86.0,659.40671
v21,book_margin_window540_660,time,sec<=600,34,26,8,0.7647058823529411,177.0,5.205882352941177,68.0,599.4804939999999
v21,book_margin_window540_660,time,sec<=720,142,108,34,0.7605633802816901,-269.0,-1.8943661971830985,76.0,659.4396234999999
v21,book_margin_window540_660,score,p<=0.60,3,2,1,0.6666666666666666,11.0,3.6666666666666665,61.0,659.21459
v21,book_margin_window540_660,score,p<=0.65,30,18,12,0.6,-145.0,-4.833333333333333,63.0,659.0265135
v21,book_margin_window540_660,score,p<=0.70,35,24,11,0.6857142857142857,-45.0,-1.2857142857142858,68.0,659.437657
v21,book_margin_window540_660,score,p<=0.80,53,43,10,0.8113207547169812,201.0,3.792452830188679,75.0,659.245889
v21,book_margin_window540_660,score,p>0.80,55,47,8,0.8545454545454545,-114.0,-2.0727272727272728,86.0,659.40671
