dataset,model,edge_floor_cents,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_wilson95_lower,all_coverage,all_net_pnl_cents,all_net_roi_on_cost,all_median_ask,all_brier,all_logloss,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_wilson95_lower,train_coverage,train_net_pnl_cents,train_net_roi_on_cost,train_median_ask,train_brier,train_logloss,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_wilson95_lower,validation_coverage,validation_net_pnl_cents,validation_net_roi_on_cost,validation_median_ask,validation_brier,validation_logloss,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_wilson95_lower,holdout_coverage,holdout_net_pnl_cents,holdout_net_roi_on_cost,holdout_median_ask,holdout_brier,holdout_logloss,oos_positive,oos_coverage_pass
current,prob3_C0.25,-30.0,307,305,174,131,0.5704918032786885,0.5144014786791801,0.993485342019544,-826.0,-0.04531987270931636,56.0,0.24251422252971266,0.6776098750295799,184,182,114,68,0.6263736263736264,0.5541599417576814,0.9891304347826086,575.0,0.053117782909930716,56.0,0.2429582218644334,0.6796942937512495,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-816.0,-0.22566371681415928,55.0,0.25169707539556363,0.6962722942341301,62,62,32,30,0.5161290322580645,0.39447459605660673,1.0,-585.0,-0.154557463672391,57.5,0.23217612730816284,0.6531296850485896,False,True
v21,prob3_C0.25,-30.0,221,219,133,86,0.6073059360730594,0.5413113057595218,0.9909502262443439,263.0,0.02017335276520672,56.0,0.23278971815520708,0.6571508768274112,132,131,76,55,0.5801526717557252,0.49453635953136416,0.9924242424242424,-214.0,-0.027386741745584847,56.0,0.23243271941295118,0.6561247931389009,44,44,27,17,0.6136363636363636,0.4662357539237828,1.0,127.0,0.049358725223474544,55.0,0.2375023858071999,0.6679044389751493,45,44,30,14,0.6818181818181818,0.5344310393781776,0.9777777777777777,350.0,0.1320754716981132,55.0,0.22913993312220332,0.6494522456613749,True,True
current,prob3_C0.25,-20.0,307,305,174,131,0.5704918032786885,0.5144014786791801,0.993485342019544,-826.0,-0.04531987270931636,56.0,0.24251422252971266,0.6776098750295799,184,182,114,68,0.6263736263736264,0.5541599417576814,0.9891304347826086,575.0,0.053117782909930716,56.0,0.2429582218644334,0.6796942937512495,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-816.0,-0.22566371681415928,55.0,0.25169707539556363,0.6962722942341301,62,62,32,30,0.5161290322580645,0.39447459605660673,1.0,-585.0,-0.154557463672391,57.5,0.23217612730816284,0.6531296850485896,False,True
v21,prob3_C0.25,-20.0,221,219,133,86,0.6073059360730594,0.5413113057595218,0.9909502262443439,263.0,0.02017335276520672,56.0,0.23278971815520708,0.6571508768274112,132,131,76,55,0.5801526717557252,0.49453635953136416,0.9924242424242424,-214.0,-0.027386741745584847,56.0,0.23243271941295118,0.6561247931389009,44,44,27,17,0.6136363636363636,0.4662357539237828,1.0,127.0,0.049358725223474544,55.0,0.2375023858071999,0.6679044389751493,45,44,30,14,0.6818181818181818,0.5344310393781776,0.9777777777777777,350.0,0.1320754716981132,55.0,0.22913993312220332,0.6494522456613749,True,True
current,prob3_C0.25,-15.0,307,305,174,131,0.5704918032786885,0.5144014786791801,0.993485342019544,-826.0,-0.04531987270931636,56.0,0.24251422252971266,0.6776098750295799,184,182,114,68,0.6263736263736264,0.5541599417576814,0.9891304347826086,575.0,0.053117782909930716,56.0,0.2429582218644334,0.6796942937512495,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-816.0,-0.22566371681415928,55.0,0.25169707539556363,0.6962722942341301,62,62,32,30,0.5161290322580645,0.39447459605660673,1.0,-585.0,-0.154557463672391,57.5,0.23217612730816284,0.6531296850485896,False,True
v21,prob3_C0.25,-15.0,221,219,133,86,0.6073059360730594,0.5413113057595218,0.9909502262443439,263.0,0.02017335276520672,56.0,0.23278971815520708,0.6571508768274112,132,131,76,55,0.5801526717557252,0.49453635953136416,0.9924242424242424,-214.0,-0.027386741745584847,56.0,0.23243271941295118,0.6561247931389009,44,44,27,17,0.6136363636363636,0.4662357539237828,1.0,127.0,0.049358725223474544,55.0,0.2375023858071999,0.6679044389751493,45,44,30,14,0.6818181818181818,0.5344310393781776,0.9777777777777777,350.0,0.1320754716981132,55.0,0.22913993312220332,0.6494522456613749,True,True
current,prob3_C0.25,-10.0,307,305,174,131,0.5704918032786885,0.5144014786791801,0.993485342019544,-826.0,-0.04531987270931636,56.0,0.24251422252971266,0.6776098750295799,184,182,114,68,0.6263736263736264,0.5541599417576814,0.9891304347826086,575.0,0.053117782909930716,56.0,0.2429582218644334,0.6796942937512495,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-816.0,-0.22566371681415928,55.0,0.25169707539556363,0.6962722942341301,62,62,32,30,0.5161290322580645,0.39447459605660673,1.0,-585.0,-0.154557463672391,57.5,0.23217612730816284,0.6531296850485896,False,True
v21,prob3_C0.25,-10.0,221,219,133,86,0.6073059360730594,0.5413113057595218,0.9909502262443439,263.0,0.02017335276520672,56.0,0.23278971815520708,0.6571508768274112,132,131,76,55,0.5801526717557252,0.49453635953136416,0.9924242424242424,-214.0,-0.027386741745584847,56.0,0.23243271941295118,0.6561247931389009,44,44,27,17,0.6136363636363636,0.4662357539237828,1.0,127.0,0.049358725223474544,55.0,0.2375023858071999,0.6679044389751493,45,44,30,14,0.6818181818181818,0.5344310393781776,0.9777777777777777,350.0,0.1320754716981132,55.0,0.22913993312220332,0.6494522456613749,True,True
current,prob3_C0.25,-5.0,307,305,174,131,0.5704918032786885,0.5144014786791801,0.993485342019544,-826.0,-0.04531987270931636,56.0,0.24251422252971266,0.6776098750295799,184,182,114,68,0.6263736263736264,0.5541599417576814,0.9891304347826086,575.0,0.053117782909930716,56.0,0.2429582218644334,0.6796942937512495,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-816.0,-0.22566371681415928,55.0,0.25169707539556363,0.6962722942341301,62,62,32,30,0.5161290322580645,0.39447459605660673,1.0,-585.0,-0.154557463672391,57.5,0.23217612730816284,0.6531296850485896,False,True
v21,prob3_C0.25,-5.0,221,219,133,86,0.6073059360730594,0.5413113057595218,0.9909502262443439,227.0,0.017364032739233533,56.0,0.2333555483040403,0.6584851229946921,132,131,76,55,0.5801526717557252,0.49453635953136416,0.9924242424242424,-250.0,-0.03184713375796178,56.0,0.23337864920374876,0.6583553268078667,44,44,27,17,0.6136363636363636,0.4662357539237828,1.0,127.0,0.049358725223474544,55.0,0.2375023858071999,0.6679044389751493,45,44,30,14,0.6818181818181818,0.5344310393781776,0.9777777777777777,350.0,0.1320754716981132,55.0,0.22913993312220332,0.6494522456613749,True,True
current,prob3_C0.25,0.0,307,150,130,20,0.8666666666666667,0.803019825502258,0.48859934853420195,1009.0,0.08414644316570762,83.0,0.12108417479916099,0.4018073972351844,184,95,85,10,0.8947368421052632,0.8169794293520014,0.5163043478260869,903.0,0.11886270896406476,83.0,0.1187289377376444,0.4024383004902605,61,30,25,5,0.8333333333333334,0.6643564949358397,0.4918032786885246,56.0,0.022913256955810146,83.0,0.1321451059595517,0.42020282867184605,62,25,20,5,0.8,0.6086904963045967,0.4032258064516129,50.0,0.02564102564102564,78.0,0.1167609582404553,0.37733544714190126,True,False
v21,prob3_C0.25,0.0,221,87,77,10,0.8850574712643678,0.8011941795053155,0.3936651583710407,539.0,0.07526881720430108,83.0,0.11603515679514421,0.4000650660008879,132,49,39,10,0.7959183673469388,0.6636299908048745,0.3712121212121212,-88.0,-0.022066198595787363,83.0,0.17758384196271954,0.56891019553098,44,17,17,0,1.0,0.8156818649911483,0.38636363636363635,274.0,0.19214586255259467,88.0,0.03523013482987912,0.17992476204728428,45,21,21,0,1.0,0.8453609810751531,0.4666666666666667,353.0,0.20206067544361764,87.0,0.03783514728077835,0.18430191458359002,True,False
current,prob3_C0.25,2.0,307,47,41,6,0.8723404255319149,0.748260592072075,0.15309446254071662,409.0,0.11081007856949336,80.0,0.11115703312569838,0.37619367339369675,184,29,26,3,0.896551724137931,0.736149189092262,0.15760869565217392,263.0,0.11253744116388532,81.0,0.09377668325731485,0.3389065446726005,61,11,10,1,0.9090909090909091,0.6226415635484044,0.18032786885245902,157.0,0.18623962040332148,77.0,0.07942373558278885,0.2781641273687879,62,7,5,2,0.7142857142857143,0.35893445183261935,0.11290322580645161,-11.0,-0.021526418786692758,69.0,0.23302795014785954,0.6847153504202385,False,False
v21,prob3_C0.25,2.0,221,11,11,0,1.0,0.7411670330319683,0.049773755656108594,195.0,0.2154696132596685,83.0,0.028005301675383253,0.1651511881094754,132,6,6,0,1.0,0.6096657120978346,0.045454545454545456,109.0,0.2219959266802444,80.5,0.032292202534520614,0.17351332675605402,44,1,1,0,1.0,0.20654931437723742,0.022727272727272728,13.0,0.14942528735632185,86.0,0.010064164387351028,0.10571647783556283,45,4,4,0,1.0,0.5101091635454027,0.08888888888888889,73.0,0.22324159021406728,81.0,0.026060234708685275,0.16746665770808553,True,False
current,prob3_C0.25,5.0,307,9,8,1,0.8888888888888888,0.5650002944233439,0.029315960912052116,80.0,0.1111111111111111,77.0,0.06997681994369159,0.24380479671287658,184,5,5,0,1.0,0.5655175352168252,0.02717391304347826,77.0,0.18203309692671396,82.0,0.011808905573612166,0.10441403759218762,61,3,3,0,1.0,0.4385029682449545,0.04918032786885246,67.0,0.2875536480686695,77.0,0.0188989278851204,0.13665351069682977,62,1,0,1,0.0,0.0,0.016129032258064516,-64.0,-1.0,62.0,0.5140500679698023,1.2622124503644616,False,False
v21,prob3_C0.25,5.0,221,1,1,0,1.0,0.20654931437723742,0.004524886877828055,16.0,0.19047619047619047,82.0,0.009676929600095205,0.10355257994122828,132,1,1,0,1.0,0.20654931437723742,0.007575757575757576,16.0,0.19047619047619047,82.0,0.009676929600095205,0.10355257994122828,44,0,0,0,,,0.0,0.0,,,,,45,0,0,0,,,0.0,0.0,,,,,False,False
current,prob3_C0.25,10.0,307,1,1,0,1.0,0.20654931437723742,0.003257328990228013,21.0,0.26582278481012656,77.0,0.002655074819058151,0.05290239685584163,184,0,0,0,,,0.0,0.0,,,,,61,1,1,0,1.0,0.20654931437723742,0.01639344262295082,21.0,0.26582278481012656,77.0,0.002655074819058151,0.05290239685584163,62,0,0,0,,,0.0,0.0,,,,,False,False
v21,prob3_C0.25,10.0,221,0,0,0,,,0.0,0.0,,,,,132,0,0,0,,,0.0,0.0,,,,,44,0,0,0,,,0.0,0.0,,,,,45,0,0,0,,,0.0,0.0,,,,,False,False
current,prob3_C0.25,15.0,307,1,1,0,1.0,0.20654931437723742,0.003257328990228013,21.0,0.26582278481012656,77.0,0.002655074819058151,0.05290239685584163,184,0,0,0,,,0.0,0.0,,,,,61,1,1,0,1.0,0.20654931437723742,0.01639344262295082,21.0,0.26582278481012656,77.0,0.002655074819058151,0.05290239685584163,62,0,0,0,,,0.0,0.0,,,,,False,False
v21,prob3_C0.25,15.0,221,0,0,0,,,0.0,0.0,,,,,132,0,0,0,,,0.0,0.0,,,,,44,0,0,0,,,0.0,0.0,,,,,45,0,0,0,,,0.0,0.0,,,,,False,False
current,prob3_C0.25,20.0,307,1,1,0,1.0,0.20654931437723742,0.003257328990228013,53.0,1.127659574468085,45.0,0.01802706071462396,0.14417629492801204,184,0,0,0,,,0.0,0.0,,,,,61,1,1,0,1.0,0.20654931437723742,0.01639344262295082,53.0,1.127659574468085,45.0,0.01802706071462396,0.14417629492801204,62,0,0,0,,,0.0,0.0,,,,,False,False
v21,prob3_C0.25,20.0,221,0,0,0,,,0.0,0.0,,,,,132,0,0,0,,,0.0,0.0,,,,,44,0,0,0,,,0.0,0.0,,,,,45,0,0,0,,,0.0,0.0,,,,,False,False
current,prob_gap_margin_C0.05,-30.0,307,305,179,126,0.5868852459016394,0.5308787508233015,0.993485342019544,-305.0,-0.01675363911013458,56.0,0.24277011191735473,0.6781197303048849,184,182,116,66,0.6373626373626373,0.5653445528089827,0.9891304347826086,787.0,0.07278276149079811,56.0,0.24269649658132128,0.6787374631120128,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-809.0,-0.22416181767802715,55.0,0.25211138341871775,0.6973431334455491,62,62,35,27,0.5645161290322581,0.4409298797214877,1.0,-283.0,-0.07480835315886862,57.5,0.2337956027169504,0.6573930373616951,False,True
v21,prob_gap_margin_C0.05,-30.0,221,219,135,84,0.6164383561643836,0.5505566989450772,0.9909502262443439,488.0,0.03750384260682447,56.0,0.2329295250276174,0.6575756329897428,132,131,78,53,0.5954198473282443,0.509814920989068,0.9924242424242424,4.0,0.000513083632632119,56.0,0.23294103461836504,0.6573402544060101,44,44,26,18,0.5909090909090909,0.444097537410319,1.0,32.0,0.012461059190031152,55.0,0.23849642059182677,0.669965796511046,45,44,31,13,0.7045454545454546,0.5577979987383977,0.9777777777777777,452.0,0.17069486404833836,55.0,0.22732836227277317,0.645886255706371,True,True
current,prob_gap_margin_C0.05,-20.0,307,305,179,126,0.5868852459016394,0.5308787508233015,0.993485342019544,-305.0,-0.01675363911013458,56.0,0.24277011191735473,0.6781197303048849,184,182,116,66,0.6373626373626373,0.5653445528089827,0.9891304347826086,787.0,0.07278276149079811,56.0,0.24269649658132128,0.6787374631120128,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-809.0,-0.22416181767802715,55.0,0.25211138341871775,0.6973431334455491,62,62,35,27,0.5645161290322581,0.4409298797214877,1.0,-283.0,-0.07480835315886862,57.5,0.2337956027169504,0.6573930373616951,False,True
v21,prob_gap_margin_C0.05,-20.0,221,219,135,84,0.6164383561643836,0.5505566989450772,0.9909502262443439,488.0,0.03750384260682447,56.0,0.2329295250276174,0.6575756329897428,132,131,78,53,0.5954198473282443,0.509814920989068,0.9924242424242424,4.0,0.000513083632632119,56.0,0.23294103461836504,0.6573402544060101,44,44,26,18,0.5909090909090909,0.444097537410319,1.0,32.0,0.012461059190031152,55.0,0.23849642059182677,0.669965796511046,45,44,31,13,0.7045454545454546,0.5577979987383977,0.9777777777777777,452.0,0.17069486404833836,55.0,0.22732836227277317,0.645886255706371,True,True
current,prob_gap_margin_C0.05,-15.0,307,305,179,126,0.5868852459016394,0.5308787508233015,0.993485342019544,-305.0,-0.01675363911013458,56.0,0.24277011191735473,0.6781197303048849,184,182,116,66,0.6373626373626373,0.5653445528089827,0.9891304347826086,787.0,0.07278276149079811,56.0,0.24269649658132128,0.6787374631120128,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-809.0,-0.22416181767802715,55.0,0.25211138341871775,0.6973431334455491,62,62,35,27,0.5645161290322581,0.4409298797214877,1.0,-283.0,-0.07480835315886862,57.5,0.2337956027169504,0.6573930373616951,False,True
v21,prob_gap_margin_C0.05,-15.0,221,219,135,84,0.6164383561643836,0.5505566989450772,0.9909502262443439,488.0,0.03750384260682447,56.0,0.2329295250276174,0.6575756329897428,132,131,78,53,0.5954198473282443,0.509814920989068,0.9924242424242424,4.0,0.000513083632632119,56.0,0.23294103461836504,0.6573402544060101,44,44,26,18,0.5909090909090909,0.444097537410319,1.0,32.0,0.012461059190031152,55.0,0.23849642059182677,0.669965796511046,45,44,31,13,0.7045454545454546,0.5577979987383977,0.9777777777777777,452.0,0.17069486404833836,55.0,0.22732836227277317,0.645886255706371,True,True
current,prob_gap_margin_C0.05,-10.0,307,305,179,126,0.5868852459016394,0.5308787508233015,0.993485342019544,-305.0,-0.01675363911013458,56.0,0.24277011191735473,0.6781197303048849,184,182,116,66,0.6373626373626373,0.5653445528089827,0.9891304347826086,787.0,0.07278276149079811,56.0,0.24269649658132128,0.6787374631120128,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-809.0,-0.22416181767802715,55.0,0.25211138341871775,0.6973431334455491,62,62,35,27,0.5645161290322581,0.4409298797214877,1.0,-283.0,-0.07480835315886862,57.5,0.2337956027169504,0.6573930373616951,False,True
v21,prob_gap_margin_C0.05,-10.0,221,219,135,84,0.6164383561643836,0.5505566989450772,0.9909502262443439,488.0,0.03750384260682447,56.0,0.2329295250276174,0.6575756329897428,132,131,78,53,0.5954198473282443,0.509814920989068,0.9924242424242424,4.0,0.000513083632632119,56.0,0.23294103461836504,0.6573402544060101,44,44,26,18,0.5909090909090909,0.444097537410319,1.0,32.0,0.012461059190031152,55.0,0.23849642059182677,0.669965796511046,45,44,31,13,0.7045454545454546,0.5577979987383977,0.9777777777777777,452.0,0.17069486404833836,55.0,0.22732836227277317,0.645886255706371,True,True
current,prob_gap_margin_C0.05,-5.0,307,305,177,128,0.580327868852459,0.5242804648000084,0.993485342019544,-561.0,-0.03072120913422047,56.0,0.24314939706251038,0.6793239906022012,184,182,114,68,0.6263736263736264,0.5541599417576814,0.9891304347826086,546.0,0.050304035378662244,56.0,0.2446327952439263,0.6839580969910458,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-830.0,-0.22865013774104684,55.0,0.24834072444049862,0.6885346198294328,62,62,35,27,0.5645161290322581,0.4409298797214877,1.0,-277.0,-0.07333862854117024,57.5,0.23368730933549467,0.6566585753500904,False,True
v21,prob_gap_margin_C0.05,-5.0,221,219,135,84,0.6164383561643836,0.5505566989450772,0.9909502262443439,466.0,0.035752646923431025,56.0,0.23098608791310943,0.6531837947913135,132,131,78,53,0.5954198473282443,0.509814920989068,0.9924242424242424,-15.0,-0.0019193857965451055,56.0,0.22972855029921943,0.6502316162918542,44,44,26,18,0.5909090909090909,0.444097537410319,1.0,33.0,0.012855473315153876,55.0,0.23888281436170644,0.6707396781612288,45,44,31,13,0.7045454545454546,0.5577979987383977,0.9777777777777777,448.0,0.1689291101055807,55.0,0.22683339390586682,0.64441735195388,True,True
current,prob_gap_margin_C0.05,0.0,307,197,142,55,0.7208121827411168,0.6544038865587805,0.6416938110749185,291.0,0.020921705370623336,66.0,0.1741269146470772,0.5200686235886154,184,123,86,37,0.6991869918699187,0.6131159096641786,0.6684782608695652,98.0,0.011526699600094096,63.0,0.19080486642791175,0.5627293786987214,61,42,34,8,0.8095238095238095,0.6669922598996131,0.6885245901639344,161.0,0.04970669959864155,75.0,0.12629213405312736,0.3937439072439438,62,32,22,10,0.6875,0.5143332169904459,0.5161290322580645,32.0,0.014760147601476014,62.5,0.17280418701905342,0.5218925363365267,True,False
v21,prob_gap_margin_C0.05,0.0,221,55,47,8,0.8545454545454545,0.7383908706854773,0.248868778280543,367.0,0.08469882298638357,81.0,0.10957800495358899,0.3598028865811255,132,31,26,5,0.8387096774193549,0.6736564604120674,0.23484848484848486,150.0,0.061224489795918366,83.0,0.11693426109093498,0.3781987829183186,44,8,7,1,0.875,0.5291118177871466,0.18181818181818182,80.0,0.12903225806451613,81.5,0.07377889646778743,0.2746394513303543,45,16,14,2,0.875,0.6397717273424132,0.35555555555555557,137.0,0.10847189231987332,79.5,0.11322481293038197,0.3667425550531991,True,False
current,prob_gap_margin_C0.05,2.0,307,74,54,20,0.7297297297297297,0.6190875157143347,0.24104234527687296,229.0,0.04428543801972539,69.0,0.17207994538188115,0.5240281906232236,184,50,37,13,0.74,0.6044684273515116,0.2717391304347826,244.0,0.07060185185185185,68.0,0.15808107081218353,0.48314217115970665,61,16,12,4,0.75,0.5050168346449122,0.26229508196721313,36.0,0.030927835051546393,71.5,0.17082900312116814,0.5407631727535629,62,8,5,3,0.625,0.3057423946026273,0.12903225806451613,-51.0,-0.0925589836660617,66.0,0.26207479596391725,0.7460958480095257,False,False
v21,prob_gap_margin_C0.05,2.0,221,5,5,0,1.0,0.5655175352168252,0.02262443438914027,144.0,0.4044943820224719,71.0,0.08838870734351152,0.32070310711402544,132,4,4,0,1.0,0.5101091635454027,0.030303030303030304,117.0,0.4134275618374558,72.0,0.09506148255260549,0.329494447600753,44,0,0,0,,,0.0,0.0,,,,,45,1,1,0,1.0,0.20654931437723742,0.022222222222222223,27.0,0.3698630136986301,71.0,0.06169760650713563,0.2855377451671151,False,False
current,prob_gap_margin_C0.05,5.0,307,12,6,6,0.5,0.2537815976337061,0.03908794788273615,-231.0,-0.2779783393501805,66.5,0.22521977481872366,0.6102398309325698,184,7,3,4,0.42857142857142855,0.15821985525146973,0.03804347826086957,-152.0,-0.336283185840708,65.0,0.2478173206530924,0.6796099653710534,61,4,3,1,0.75,0.3006418425824019,0.06557377049180328,-15.0,-0.047619047619047616,81.0,0.10911680735879217,0.3149879885373289,62,1,0,1,0.0,0.0,0.016129032258064516,-64.0,-1.0,62.0,0.5314488238178686,1.3056562594441479,False,False
v21,prob_gap_margin_C0.05,5.0,221,0,0,0,,,0.0,0.0,,,,,132,0,0,0,,,0.0,0.0,,,,,44,0,0,0,,,0.0,0.0,,,,,45,0,0,0,,,0.0,0.0,,,,,False,False
current,prob_gap_margin_C0.05,10.0,307,2,1,1,0.5,0.09453120573423071,0.006514657980456026,-42.0,-0.29577464788732394,69.0,0.2726344701940563,0.7048953232164785,184,1,0,1,0.0,0.0,0.005434782608695652,-63.0,-1.0,61.0,0.5384181101883146,1.323393907364177,61,1,1,0,1.0,0.20654931437723742,0.01639344262295082,21.0,0.26582278481012656,77.0,0.006850830199797935,0.08639673906878005,62,0,0,0,,,0.0,0.0,,,,,False,False
v21,prob_gap_margin_C0.05,10.0,221,0,0,0,,,0.0,0.0,,,,,132,0,0,0,,,0.0,0.0,,,,,44,0,0,0,,,0.0,0.0,,,,,45,0,0,0,,,0.0,0.0,,,,,False,False
current,prob_gap_margin_C0.05,15.0,307,1,1,0,1.0,0.20654931437723742,0.003257328990228013,53.0,1.127659574468085,45.0,0.035770919452084375,0.20965001978933334,184,0,0,0,,,0.0,0.0,,,,,61,1,1,0,1.0,0.20654931437723742,0.01639344262295082,53.0,1.127659574468085,45.0,0.035770919452084375,0.20965001978933334,62,0,0,0,,,0.0,0.0,,,,,False,False
v21,prob_gap_margin_C0.05,15.0,221,0,0,0,,,0.0,0.0,,,,,132,0,0,0,,,0.0,0.0,,,,,44,0,0,0,,,0.0,0.0,,,,,45,0,0,0,,,0.0,0.0,,,,,False,False
current,prob_gap_margin_C0.05,20.0,307,1,1,0,1.0,0.20654931437723742,0.003257328990228013,53.0,1.127659574468085,45.0,0.035770919452084375,0.20965001978933334,184,0,0,0,,,0.0,0.0,,,,,61,1,1,0,1.0,0.20654931437723742,0.01639344262295082,53.0,1.127659574468085,45.0,0.035770919452084375,0.20965001978933334,62,0,0,0,,,0.0,0.0,,,,,False,False
v21,prob_gap_margin_C0.05,20.0,221,0,0,0,,,0.0,0.0,,,,,132,0,0,0,,,0.0,0.0,,,,,44,0,0,0,,,0.0,0.0,,,,,45,0,0,0,,,0.0,0.0,,,,,False,False
current,prob_gap_margin_C0.1,-30.0,307,305,175,130,0.5737704918032787,0.5176920251496903,0.993485342019544,-716.0,-0.039306104523495825,56.0,0.24260771048533628,0.6777804796026939,184,182,113,69,0.6208791208791209,0.5485817285674833,0.9891304347826086,482.0,0.044555370678498796,56.0,0.24278798643785363,0.6791307848989485,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-814.0,-0.22523519645821805,55.0,0.25193131936883817,0.6968665332967595,62,62,34,28,0.5483870967741935,0.425325124698443,1.0,-384.0,-0.1014799154334038,57.5,0.23290528523933982,0.6550384660663013,False,True
v21,prob_gap_margin_C0.1,-30.0,221,219,132,87,0.6027397260273972,0.5366972791171479,0.9909502262443439,175.0,0.013435700575815739,56.0,0.23274685529492664,0.6571313159997738,132,131,75,56,0.5725190839694656,0.486926931044424,0.9924242424242424,-309.0,-0.039569727237802534,56.0,0.2325735353928775,0.6565114859121177,44,44,26,18,0.5909090909090909,0.444097537410319,1.0,32.0,0.012461059190031152,55.0,0.23791253045583868,0.6687580461086481,45,44,31,13,0.7045454545454546,0.5577979987383977,0.9777777777777777,452.0,0.17069486404833836,55.0,0.22809720075147916,0.6473499891064212,True,True
current,prob_gap_margin_C0.1,-20.0,307,305,175,130,0.5737704918032787,0.5176920251496903,0.993485342019544,-716.0,-0.039306104523495825,56.0,0.24260771048533628,0.6777804796026939,184,182,113,69,0.6208791208791209,0.5485817285674833,0.9891304347826086,482.0,0.044555370678498796,56.0,0.24278798643785363,0.6791307848989485,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-814.0,-0.22523519645821805,55.0,0.25193131936883817,0.6968665332967595,62,62,34,28,0.5483870967741935,0.425325124698443,1.0,-384.0,-0.1014799154334038,57.5,0.23290528523933982,0.6550384660663013,False,True
v21,prob_gap_margin_C0.1,-20.0,221,219,132,87,0.6027397260273972,0.5366972791171479,0.9909502262443439,175.0,0.013435700575815739,56.0,0.23274685529492664,0.6571313159997738,132,131,75,56,0.5725190839694656,0.486926931044424,0.9924242424242424,-309.0,-0.039569727237802534,56.0,0.2325735353928775,0.6565114859121177,44,44,26,18,0.5909090909090909,0.444097537410319,1.0,32.0,0.012461059190031152,55.0,0.23791253045583868,0.6687580461086481,45,44,31,13,0.7045454545454546,0.5577979987383977,0.9777777777777777,452.0,0.17069486404833836,55.0,0.22809720075147916,0.6473499891064212,True,True
current,prob_gap_margin_C0.1,-15.0,307,305,175,130,0.5737704918032787,0.5176920251496903,0.993485342019544,-716.0,-0.039306104523495825,56.0,0.24260771048533628,0.6777804796026939,184,182,113,69,0.6208791208791209,0.5485817285674833,0.9891304347826086,482.0,0.044555370678498796,56.0,0.24278798643785363,0.6791307848989485,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-814.0,-0.22523519645821805,55.0,0.25193131936883817,0.6968665332967595,62,62,34,28,0.5483870967741935,0.425325124698443,1.0,-384.0,-0.1014799154334038,57.5,0.23290528523933982,0.6550384660663013,False,True
v21,prob_gap_margin_C0.1,-15.0,221,219,132,87,0.6027397260273972,0.5366972791171479,0.9909502262443439,175.0,0.013435700575815739,56.0,0.23274685529492664,0.6571313159997738,132,131,75,56,0.5725190839694656,0.486926931044424,0.9924242424242424,-309.0,-0.039569727237802534,56.0,0.2325735353928775,0.6565114859121177,44,44,26,18,0.5909090909090909,0.444097537410319,1.0,32.0,0.012461059190031152,55.0,0.23791253045583868,0.6687580461086481,45,44,31,13,0.7045454545454546,0.5577979987383977,0.9777777777777777,452.0,0.17069486404833836,55.0,0.22809720075147916,0.6473499891064212,True,True
current,prob_gap_margin_C0.1,-10.0,307,305,175,130,0.5737704918032787,0.5176920251496903,0.993485342019544,-716.0,-0.039306104523495825,56.0,0.24260771048533628,0.6777804796026939,184,182,113,69,0.6208791208791209,0.5485817285674833,0.9891304347826086,482.0,0.044555370678498796,56.0,0.24278798643785363,0.6791307848989485,61,61,28,33,0.45901639344262296,0.34012932293855763,1.0,-814.0,-0.22523519645821805,55.0,0.25193131936883817,0.6968665332967595,62,62,34,28,0.5483870967741935,0.425325124698443,1.0,-384.0,-0.1014799154334038,57.5,0.23290528523933982,0.6550384660663013,False,True
v21,prob_gap_margin_C0.1,-10.0,221,219,132,87,0.6027397260273972,0.5366972791171479,0.9909502262443439,175.0,0.013435700575815739,56.0,0.23274685529492664,0.6571313159997738,132,131,75,56,0.5725190839694656,0.486926931044424,0.9924242424242424,-309.0,-0.039569727237802534,56.0,0.2325735353928775,0.6565114859121177,44,44,26,18,0.5909090909090909,0.444097537410319,1.0,32.0,0.012461059190031152,55.0,0.23791253045583868,0.6687580461086481,45,44,31,13,0.7045454545454546,0.5577979987383977,0.9777777777777777,452.0,0.17069486404833836,55.0,0.22809720075147916,0.6473499891064212,True,True
