policy,market,source,side,p_raw,p_eff,ask_prob_norm,eff_edge_prob_after_fee,n_eff,uncertainty_tags,side_won,net_gross_cents_after_entry_fee
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051300-00,approved_entry,yes,0.867375,0.867375,0.81,0.057374999999999954,54.83891999999999,"first_observation,expensive_thin_edge,thin_depth",True,33.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051330-30,approved_entry,yes,0.879391,0.879391,0.82,0.05939100000000008,56.87748000000001,"first_observation,expensive_thin_edge,thin_depth",True,-2.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051430-30,rejected_actionable,yes,0.501306,0.501306,0.47,0.031306000000000056,8.381441640000004,"first_observation,weak_raw,near_boundary,high_recross,thin_depth",False,-98.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051445-45,rejected_actionable,yes,0.503953,0.503953,0.48,0.023953000000000002,40.0533276,"weak_raw,near_boundary,thin_edge",True,100.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051500-00,rejected_actionable,yes,0.513545,0.513545,0.49,0.023545000000000038,18.893763460000002,"weak_raw,near_boundary,high_recross,thin_edge,thin_depth",False,-102.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051515-15,rejected_actionable,yes,0.510069,0.510069,0.49,0.020069000000000004,11.345205300000003,"weak_raw,near_boundary,high_recross,thin_edge",False,-102.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051530-30,rejected_actionable,yes,0.514168,0.514168,0.49,0.024167999999999967,7.77217584,"first_observation,weak_raw,near_boundary,high_recross,thin_edge,thin_depth",True,98.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051545-45,rejected_actionable,yes,0.539324,0.539324,0.53,0.009323999999999999,13.314749447999999,"weak_raw,near_boundary,high_recross,thin_edge,thin_depth",True,90.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051600-00,rejected_actionable,no,0.547953,0.547953,0.46,0.087953,10.75636848,"first_observation,weak_raw,near_boundary,high_recross",True,104.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051615-15,rejected_actionable,yes,0.852179,0.852179,0.83,0.02217900000000006,88.50452000000001,"thin_edge,expensive_thin_edge",True,32.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051630-30,rejected_actionable,no,0.767185,0.767185,0.76,0.007184999999999997,40.860820000000004,"thin_edge,expensive_thin_edge,thin_depth",True,45.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051645-45,rejected_actionable,yes,0.516843,0.516843,0.5,0.016843000000000052,6.0,"first_observation,weak_raw,near_boundary,high_recross,thin_edge,thin_depth",True,96.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051700-00,rejected_actionable,no,0.570256,0.570256,0.57,0.000256000000000034,6.0,"first_observation,weak_raw,near_boundary,high_recross,thin_edge,thin_depth",True,82.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051715-15,rejected_actionable,no,0.520761,0.520761,0.51,0.01076100000000002,6.0,"first_observation,weak_raw,near_boundary,high_recross,thin_edge",True,94.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051730-30,rejected_actionable,no,0.502782,0.502782,0.48,0.02278199999999997,18.1406082,"weak_raw,near_boundary,high_recross,thin_edge,thin_depth",True,100.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051745-45,rejected_actionable,no,0.78022,0.78022,0.71,0.07022000000000006,47.73593600000001,"first_observation,thin_depth",True,55.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051800-00,rejected_actionable,yes,0.627961,0.627961,0.61,0.017961000000000005,41.6340904,thin_edge,True,74.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051815-15,rejected_actionable,yes,0.77913,0.77913,0.74,0.03913,44.109232,first_observation,False,-151.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051830-30,rejected_actionable,yes,0.58124,0.58124,0.31,0.27124,16.277274000000002,"first_observation,weak_raw,near_boundary",True,135.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051845-45,approved_entry,no,0.864024,0.864024,0.79,0.07402399999999998,55.211264,"first_observation,thin_depth",True,39.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051900-00,rejected_actionable,yes,0.639842,0.639842,0.53,0.109842,34.500912,high_recross,True,90.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051915-15,rejected_actionable,yes,0.533267,0.533267,0.4,0.13326700000000002,11.05928824,"first_observation,weak_raw,near_boundary,high_recross",True,116.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY051945-45,rejected_actionable,yes,0.613944,0.613944,0.51,0.10394400000000004,44.285824,near_boundary,True,94.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052000-00,rejected_actionable,no,0.665463,0.665463,0.63,0.03546300000000002,64.345032,thin_depth,True,70.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052015-15,rejected_actionable,no,0.567861,0.567861,0.49,0.07786099999999996,11.4953553,"first_observation,weak_raw,near_boundary,high_recross",False,-102.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052030-30,rejected_actionable,yes,0.54078,0.54078,0.47,0.07078000000000007,11.127161760000003,"first_observation,weak_raw,near_boundary,high_recross",False,-98.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052045-45,rejected_actionable,yes,0.590266,0.590266,0.56,0.030265999999999904,13.159208919999998,"weak_raw,near_boundary,high_recross,thin_depth",False,-116.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052100-00,rejected_actionable,yes,0.565554,0.565554,0.46,0.10555399999999998,11.649352,"first_observation,weak_raw,near_boundary,high_recross",True,104.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052115-15,rejected_actionable,yes,0.571476,0.571476,0.53,0.04147599999999996,10.45407792,"first_observation,weak_raw,near_boundary,high_recross,thin_depth",True,90.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052130-30,rejected_actionable,yes,0.822836,0.822836,0.8,0.022835999999999967,56.013312,"thin_edge,expensive_thin_edge,thin_depth",True,37.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052145-45,rejected_actionable,yes,0.865417,0.865417,0.83,0.03541700000000003,62.393048,"expensive_thin_edge,thin_depth",True,32.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052200-00,rejected_actionable,no,0.551743,0.551743,0.52,0.031742999999999966,8.995835419999999,"first_observation,weak_raw,near_boundary,high_recross",False,-108.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052215-15,rejected_actionable,no,0.809232,0.809232,0.77,0.039231999999999934,56.40460799999999,"expensive_thin_edge,thin_depth",True,43.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052230-30,rejected_actionable,no,0.730624,0.730624,0.65,0.08062400000000003,84.555936,thin_depth,True,66.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052245-45,rejected_actionable,no,0.643789,0.643789,0.57,0.073789,68.441304,thin_depth,False,-118.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052300-00,approved_entry,yes,0.918967,0.918967,0.85,0.068967,105.00106399999999,thin_depth,True,26.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052315-15,approved_entry,yes,0.884999,0.884999,0.81,0.07499899999999993,99.96234399999999,thin_depth,True,-41.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052330-30,rejected_actionable,no,0.659176,0.659176,0.63,0.02917599999999998,43.340064,"thin_edge,thin_depth",False,-130.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY052345-45,rejected_actionable,no,0.636767,0.636767,0.63,0.0067669999999999675,14.509508999999996,"first_observation,high_recross,thin_edge",True,70.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060000-00,rejected_actionable,no,0.576655,0.576655,0.56,0.016654999999999975,15.67607769,"weak_raw,near_boundary,high_recross,thin_edge",False,-116.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060015-15,rejected_actionable,yes,0.532782,0.532782,0.52,0.01278199999999996,7.7248571399999975,"first_observation,weak_raw,near_boundary,high_recross,thin_edge",False,-108.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060030-30,rejected_actionable,yes,0.617077,0.617077,0.51,0.10707699999999998,27.193247999999997,"first_observation,high_recross,thin_depth",False,-106.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060045-45,rejected_actionable,no,0.826505,0.826505,0.79,0.03650500000000001,58.057368,expensive_thin_edge,True,39.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060100-00,rejected_actionable,yes,0.799928,0.799928,0.79,0.009927999999999937,56.99066239999999,"thin_edge,expensive_thin_edge,thin_depth",False,-161.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060115-15,rejected_actionable,no,0.513971,0.513971,0.51,0.003970999999999947,7.579357785999999,"weak_raw,near_boundary,high_recross,thin_edge,thin_depth",True,94.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060130-30,rejected_actionable,no,0.616779,0.616779,0.59,0.026778999999999997,30.489438,"thin_edge,thin_depth",True,78.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060145-45,rejected_actionable,no,0.557282,0.557282,0.55,0.007282000000000011,8.09673774,"first_observation,weak_raw,near_boundary,high_recross,thin_edge",True,86.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060200-00,rejected_actionable,yes,0.618277,0.618277,0.6,0.018276999999999988,20.029342199999995,"near_boundary,thin_edge",True,76.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060215-15,rejected_actionable,yes,0.583024,0.583024,0.53,0.05302399999999996,15.439351199999999,"first_observation,weak_raw,near_boundary",False,-110.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060230-30,rejected_actionable,no,0.574094,0.574094,0.54,0.03409399999999996,13.830484199999997,"first_observation,weak_raw,near_boundary",False,-112.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060245-45,rejected_actionable,no,0.660829,0.660829,0.65,0.010828999999999978,21.265747999999995,"first_observation,thin_edge,thin_depth",False,-134.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060300-00,rejected_actionable,yes,0.661141,0.661141,0.64,0.021140999999999965,33.212503999999996,"first_observation,thin_edge",True,68.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060315-15,rejected_actionable,yes,0.512365,0.512365,0.5,0.01236499999999996,7.128322109999999,"first_observation,weak_raw,near_boundary,high_recross,thin_edge,thin_depth",True,96.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060330-30,rejected_actionable,no,0.63088,0.63088,0.57,0.060880000000000045,34.502016000000005,first_observation,False,-118.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060345-45,rejected_actionable,yes,0.515105,0.515105,0.38,0.13510500000000003,10.60158528,"first_observation,weak_raw,near_boundary,high_recross",False,-80.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060400-00,rejected_actionable,yes,0.539723,0.539723,0.5,0.03972299999999995,16.8943983,"weak_raw,near_boundary,high_recross,thin_depth",False,-104.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060415-15,rejected_actionable,yes,0.676831,0.676831,0.67,0.0068309999999999205,29.00511599999999,thin_edge,True,62.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060445-45,rejected_actionable,no,0.636374,0.636374,0.45,0.18637399999999998,37.910336,first_observation,False,-94.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060500-00,rejected_actionable,no,0.674136,0.674136,0.61,0.06413599999999997,37.789728,"first_observation,thin_depth",False,-126.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060515-15,rejected_actionable,yes,0.532512,0.532512,0.41,0.12251200000000001,11.48576,"first_observation,weak_raw,near_boundary,high_recross",False,-86.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060530-30,rejected_actionable,yes,0.588889,0.588889,0.54,0.04888899999999996,14.795535299999997,"first_observation,weak_raw,near_boundary,high_recross",False,-112.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060545-45,rejected_actionable,no,0.626642,0.626642,0.44,0.18664200000000003,37.949504,"first_observation,thin_depth",False,-92.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060600-00,rejected_actionable,no,0.792357,0.792357,0.75,0.04235699999999998,44.596888,"first_observation,expensive_thin_edge,thin_depth",True,47.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060615-15,rejected_actionable,yes,0.598388,0.598388,0.57,0.02838800000000008,10.496371600000005,"first_observation,weak_raw,near_boundary,high_recross,thin_edge,thin_depth",True,41.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060630-30,rejected_actionable,no,0.675344,0.675344,0.66,0.015344000000000024,17.0324784,"first_observation,thin_edge,thin_depth",False,-136.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060645-45,rejected_actionable,yes,0.598639,0.598639,0.59,0.008639000000000063,14.661565800000005,"first_observation,weak_raw,high_recross,thin_edge",True,78.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060700-00,rejected_actionable,yes,0.527819,0.527819,0.52,0.00781900000000002,21.220740450000005,"weak_raw,near_boundary,high_recross,thin_edge",True,92.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060715-15,rejected_actionable,yes,0.501801,0.501801,0.49,0.011801000000000061,6.0,"first_observation,weak_raw,near_boundary,high_recross,thin_edge",True,98.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060730-30,rejected_actionable,yes,0.594884,0.594884,0.56,0.034883999999999915,23.12812799999999,"first_observation,weak_raw,high_recross",True,84.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060745-45,rejected_actionable,no,0.553279,0.553279,0.54,0.01327899999999993,6.0,"first_observation,weak_raw,near_boundary,high_recross,thin_edge",True,88.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060800-00,rejected_actionable,yes,0.523411,0.523411,0.47,0.053410999999999986,9.04445542,"first_observation,weak_raw,near_boundary,high_recross",True,102.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060815-15,rejected_actionable,no,0.505085,0.505085,0.49,0.015085000000000015,7.480999526000001,"weak_raw,near_boundary,high_recross,thin_edge,thin_depth",True,98.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060830-30,rejected_actionable,no,0.60073,0.60073,0.59,0.010730000000000017,10.95114328,"first_observation,high_recross,thin_edge,thin_depth",False,-122.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060845-45,rejected_actionable,yes,0.506183,0.506183,0.5,0.00618300000000005,6.0,"first_observation,weak_raw,near_boundary,high_recross,thin_edge",False,-104.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060900-00,rejected_actionable,no,0.586412,0.586412,0.58,0.006412000000000084,19.046904240000003,"weak_raw,near_boundary,high_recross,thin_edge",True,80.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060915-15,rejected_actionable,no,0.672099,0.672099,0.6,0.07209900000000002,30.348294000000003,"first_observation,high_recross",True,76.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060930-30,rejected_actionable,yes,0.604377,0.604377,0.6,0.004377000000000075,14.000395640000004,"near_boundary,high_recross,thin_edge",False,-124.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY060945-45,rejected_actionable,no,0.761891,0.761891,0.5,0.261891,36.254376,first_observation,True,96.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061000-00,rejected_actionable,no,0.513222,0.513222,0.5,0.013221999999999956,6.0,"first_observation,weak_raw,near_boundary,high_recross,thin_edge,thin_depth",True,96.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061015-15,rejected_actionable,no,0.595554,0.595554,0.52,0.07555400000000001,19.7114808,"first_observation,weak_raw,high_recross",True,92.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061030-30,rejected_actionable,yes,0.618153,0.618153,0.61,0.008152999999999966,10.169503959999998,"first_observation,near_boundary,high_recross,thin_edge",True,74.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061045-45,rejected_actionable,no,0.601767,0.601767,0.57,0.0317670000000001,15.739842800000007,"first_observation,near_boundary,high_recross",False,-118.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061100-00,rejected_actionable,yes,0.740374,0.740374,0.74,0.00037399999999998546,19.5039852,"first_observation,high_recross,thin_edge",False,-151.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061115-15,rejected_actionable,yes,0.533622,0.533622,0.52,0.013622000000000023,6.0,"first_observation,weak_raw,near_boundary,high_recross,thin_edge,thin_depth",False,-108.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061130-30,rejected_actionable,yes,0.653101,0.653101,0.65,0.0031010000000000204,11.277872760000001,"first_observation,high_recross,thin_edge",True,66.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061145-45,rejected_actionable,no,0.502076,0.502076,0.49,0.012075999999999976,6.0,"first_observation,weak_raw,near_boundary,high_recross,thin_edge",True,98.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061200-00,rejected_actionable,yes,0.848576,0.848576,0.81,0.038575999999999944,50.665471999999994,"first_observation,expensive_thin_edge",True,35.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061215-15,rejected_actionable,no,0.536898,0.536898,0.53,0.00689799999999996,12.903999108,"weak_raw,near_boundary,high_recross,thin_edge",False,-110.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061230-30,rejected_actionable,yes,0.681329,0.681329,0.68,0.0013289999999999136,27.62295899999999,"high_recross,thin_edge",False,-140.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061245-45,rejected_actionable,no,0.555732,0.555732,0.52,0.035731999999999986,10.029814080000001,"first_observation,weak_raw,near_boundary,high_recross",False,-108.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061300-00,rejected_actionable,no,0.544132,0.544132,0.54,0.0041319999999999135,6.0,"first_observation,weak_raw,near_boundary,high_recross,thin_edge",True,88.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061400-00,approved_entry,no,0.97364,0.97364,0.89,0.08363999999999994,75.6,first_observation,True,-11.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061415-15,rejected_actionable,no,0.519091,0.519091,0.48,0.03909099999999999,23.127919100000003,"weak_raw,near_boundary,high_recross",True,100.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061430-30,rejected_actionable,yes,0.678512,0.678512,0.67,0.008511999999999964,22.364328,"high_recross,thin_edge,thin_depth",True,62.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061445-45,rejected_actionable,no,0.724164,0.724164,0.71,0.014164000000000065,19.349400000000003,"first_observation,high_recross,thin_edge",True,55.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061500-00,rejected_actionable,yes,0.55091,0.55091,0.55,0.0009099999999999664,15.431339923999998,"weak_raw,near_boundary,high_recross,thin_edge",False,-114.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061515-15,rejected_actionable,no,0.518915,0.518915,0.5,0.018915000000000015,13.027776762000002,"weak_raw,near_boundary,high_recross,thin_edge,thin_depth",True,96.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061530-30,rejected_actionable,no,0.548704,0.548704,0.53,0.018703999999999943,11.277562296,"weak_raw,near_boundary,high_recross,thin_edge",False,-110.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061545-45,rejected_actionable,no,0.513617,0.513617,0.49,0.023617,22.084310820000006,"weak_raw,near_boundary,high_recross,thin_edge",False,-102.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061600-00,rejected_actionable,no,0.610883,0.610883,0.6,0.010882999999999976,46.666037599999996,"near_boundary,thin_edge,thin_depth",False,-124.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061615-15,rejected_actionable,yes,0.770727,0.770727,0.74,0.03072700000000006,72.579784,,True,49.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061630-30,rejected_actionable,no,0.631665,0.631665,0.63,0.0016650000000000276,47.344589600000006,"thin_edge,thin_depth",True,70.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061645-45,rejected_actionable,no,0.736529,0.736529,0.71,0.026529000000000025,49.154456,thin_edge,True,55.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061700-00,rejected_actionable,no,0.547299,0.547299,0.49,0.05729899999999999,19.2687183,"weak_raw,near_boundary",False,-102.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061715-15,rejected_actionable,yes,0.633073,0.633073,0.5,0.133073,47.970400000000005,thin_depth,False,-104.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061730-30,rejected_actionable,yes,0.670106,0.670106,0.63,0.040105999999999975,54.958032,thin_depth,True,70.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061745-45,rejected_actionable,no,0.510383,0.510383,0.14,0.370383,18.3776736,"first_observation,weak_raw,near_boundary",False,-30.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061800-00,rejected_actionable,no,0.700391,0.700391,0.68,0.020390999999999937,34.59946399999999,"first_observation,thin_edge",True,60.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061815-15,rejected_actionable,no,0.794472,0.794472,0.72,0.07447199999999998,68.797536,thin_depth,True,53.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061830-30,rejected_actionable,yes,0.553162,0.553162,0.23,0.32316200000000006,26.4966416,"weak_raw,near_boundary",False,-49.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061900-00,rejected_actionable,yes,0.501794,0.501794,0.34,0.16179399999999994,23.226715200000005,"weak_raw,near_boundary",True,128.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061915-15,approved_entry,no,0.923342,0.923342,0.87,0.053342,61.895664000000004,"first_observation,expensive_thin_edge",True,22.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061930-30,rejected_actionable,yes,0.551364,0.551364,0.47,0.08136399999999999,11.017440720000002,"first_observation,weak_raw,near_boundary,high_recross",True,102.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY061945-45,rejected_actionable,yes,0.542407,0.542407,0.42,0.12240699999999999,15.52434,"first_observation,weak_raw,near_boundary,high_recross",False,-88.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062000-00,rejected_actionable,yes,0.582435,0.582435,0.5,0.08243500000000004,21.951446400000002,"first_observation,weak_raw,near_boundary,thin_depth",True,96.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062015-15,rejected_actionable,yes,0.526847,0.526847,0.51,0.016846999999999945,10.376158519999999,"first_observation,weak_raw,near_boundary,thin_edge",False,-106.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062030-30,rejected_actionable,yes,0.544418,0.544418,0.32,0.22441799999999995,20.1741696,"first_observation,weak_raw,near_boundary",False,-68.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062045-45,rejected_actionable,no,0.61792,0.61792,0.51,0.10792000000000002,37.896608,first_observation,True,94.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062100-00,rejected_actionable,no,0.615588,0.615588,0.22,0.39558800000000005,57.877088,,False,-47.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062115-15,rejected_actionable,yes,0.543753,0.543753,0.53,0.013753000000000015,7.55863563,"first_observation,weak_raw,near_boundary,high_recross,thin_edge",True,90.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062130-30,rejected_actionable,yes,0.586142,0.586142,0.41,0.17614200000000008,21.6522852,"weak_raw,near_boundary,high_recross",True,114.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062145-45,rejected_actionable,yes,0.600378,0.600378,0.57,0.030378000000000016,29.747340000000005,"high_recross,thin_depth",True,82.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062200-00,rejected_actionable,no,0.617816,0.617816,0.46,0.157816,45.878048,thin_depth,True,104.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062215-15,rejected_actionable,no,0.661831,0.661831,0.59,0.07183099999999998,39.553703999999996,"first_observation,thin_depth",True,78.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062230-30,rejected_actionable,yes,0.718015,0.718015,0.38,0.33801499999999995,63.016992,,False,-80.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062245-45,rejected_actionable,no,0.605951,0.605951,0.54,0.06595099999999998,26.122685999999998,"first_observation,thin_depth",False,-112.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062300-00,rejected_actionable,yes,0.758354,0.758354,0.73,0.02835399999999999,40.903344,"first_observation,thin_edge,thin_depth",True,51.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062315-15,rejected_actionable,no,0.74458,0.74458,0.68,0.06457999999999997,73.763136,,True,60.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062330-30,rejected_actionable,yes,0.546903,0.546903,0.52,0.02690300000000001,15.735662800000002,"first_observation,weak_raw,near_boundary,thin_edge",False,-108.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY062345-45,rejected_actionable,no,0.608623,0.608623,0.46,0.148623,46.436896,,False,-96.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY070000-00,approved_entry,no,0.863962,0.863962,0.78,0.08396199999999998,96.603904,thin_depth,True,0.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY070015-15,rejected_actionable,yes,0.560075,0.560075,0.56,7.499999999993623e-05,10.749694409999998,"weak_raw,near_boundary,thin_edge",True,84.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY070030-30,rejected_actionable,no,0.523605,0.523605,0.33,0.19360499999999997,10.54610128,"first_observation,weak_raw,near_boundary,high_recross",False,-70.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY070045-45,rejected_actionable,no,0.582164,0.582164,0.48,0.10216400000000003,16.3767552,"first_observation,weak_raw,near_boundary,high_recross",True,100.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY070100-00,rejected_actionable,no,0.505013,0.505013,0.22,0.28501300000000007,25.1184128,"weak_raw,near_boundary",False,-47.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY070115-15,rejected_actionable,yes,0.773654,0.773654,0.72,0.05365399999999998,65.221104,thin_depth,True,53.0
ulb_z0.00_p50_edge0_fee0,KXBTC15M-26MAY070130-30,rejected_actionable,no,0.60414,0.60414,0.59,0.014140000000000041,18.8881952,"first_observation,near_boundary,thin_edge",True,78.0
