policy,market,source,side,p_raw,p_eff,ask_prob_norm,eff_edge_prob_after_fee,n_eff,uncertainty_tags,side_won,net_gross_cents_after_entry_fee
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY060830-30,rejected_actionable,no,0.702743,0.6707239563658123,0.65,0.020723956365812257,50.939176,,False,-134.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY060900-00,rejected_actionable,yes,0.80276,0.781078802054797,0.77,0.011078802054796943,84.20816,expensive_thin_edge,False,-157.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY060915-15,rejected_actionable,no,0.672099,0.6294910285400709,0.6,0.029491028540070907,30.348294000000003,"first_observation,high_recross",True,76.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY060930-30,rejected_actionable,no,0.76695,0.7443191938220212,0.68,0.06431919382202111,87.248128,,True,60.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY060945-45,rejected_actionable,no,0.761891,0.7265218914180485,0.5,0.22652189141804846,36.254376,first_observation,True,96.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061000-00,rejected_actionable,no,0.661616,0.616680971289983,0.54,0.07668097128998297,27.719524800000006,"high_recross,thin_depth",True,88.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061015-15,rejected_actionable,no,0.595554,0.5402825034423172,0.52,0.02028250344231719,19.7114808,"first_observation,weak_raw,high_recross",True,92.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061030-30,rejected_actionable,yes,0.784631,0.7536398417699866,0.7,0.053639841769986596,43.985856000000005,thin_depth,True,57.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061045-45,rejected_actionable,yes,0.839493,0.8200873534734873,0.8,0.020087353473487224,89.452984,"expensive_thin_edge,thin_depth",True,18.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061100-00,rejected_actionable,yes,0.767873,0.7399982466539373,0.7,0.039998246653937364,57.34994400000001,,False,-143.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061115-15,rejected_actionable,yes,0.600113,0.5602639072729457,0.56,0.00026390727294567373,37.781000399999996,"near_boundary,high_recross,thin_depth",False,-116.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061130-30,rejected_actionable,yes,0.85585,0.8350408546630147,0.82,0.015040854663014747,71.226864,expensive_thin_edge,True,33.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061145-45,rejected_actionable,yes,0.685968,0.6593507468791947,0.65,0.009350746879194682,76.0136,thin_depth,False,-134.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061200-00,rejected_actionable,yes,0.848576,0.8233959442501213,0.81,0.01339594425012125,50.665471999999994,"first_observation,expensive_thin_edge",True,35.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061215-15,rejected_actionable,no,0.85391,0.8351954493843452,0.83,0.005195449384345241,89.04587199999999,"thin_edge,expensive_thin_edge,thin_depth",False,-168.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061230-30,rejected_actionable,no,0.733678,0.7088012219908462,0.7,0.008801221990846209,78.93403200000002,thin_depth,True,57.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061245-45,rejected_actionable,no,0.740496,0.7163987880615216,0.69,0.026398788061521627,82.731936,,False,-141.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061300-00,rejected_actionable,no,0.621955,0.5890452347771044,0.57,0.019045234777104403,54.274134000000004,high_recross,True,82.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061400-00,approved_entry,no,0.97364,0.9644274254900962,0.89,0.07442742549009618,75.6,first_observation,True,-11.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061415-15,rejected_actionable,no,0.661034,0.633731191952042,0.62,0.013731191952041977,75.145904,,True,72.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061430-30,rejected_actionable,yes,0.850465,0.831465925692035,0.83,0.001465925692035075,88.07941600000001,"thin_edge,expensive_thin_edge",True,32.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061445-45,rejected_actionable,no,0.854057,0.8354788336998794,0.82,0.015478833699879457,90.28268,"expensive_thin_edge,thin_depth",True,16.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061500-00,rejected_actionable,no,0.586882,0.5500972664943915,0.55,9.726649439145696e-05,44.795015199999995,"weak_raw,near_boundary",True,86.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061530-30,rejected_actionable,yes,0.852459,0.8335772896788796,0.83,0.0035772896788796027,88.19492000000001,"thin_edge,expensive_thin_edge,thin_depth",True,32.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061545-45,rejected_actionable,yes,0.861749,0.8434341083979429,0.84,0.003434108397942892,88.79333600000001,"thin_edge,expensive_thin_edge",True,30.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061600-00,rejected_actionable,no,0.62569,0.5972247595246173,0.58,0.017224759524617328,72.26049599999999,thin_depth,False,-120.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061615-15,rejected_actionable,yes,0.770727,0.7460558773592175,0.74,0.006055877359217532,72.579784,,True,49.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061630-30,rejected_actionable,no,0.834617,0.8151709703275148,0.77,0.045170970327514826,91.25490400000001,,True,43.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061645-45,approved_entry,no,0.855564,0.8354526954426872,0.76,0.07545269544268718,76.38137599999999,thin_depth,True,45.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061700-00,rejected_actionable,no,0.761746,0.7388955507259412,0.67,0.06889555072594111,86.89622399999999,,False,-138.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061715-15,rejected_actionable,yes,0.633073,0.5982793440039956,0.5,0.09827934400399563,47.970400000000005,thin_depth,False,-104.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061730-30,rejected_actionable,yes,0.670106,0.6383947486680622,0.63,0.008394748668062224,54.958032,thin_depth,True,70.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061800-00,approved_entry,no,0.897587,0.8795872048049412,0.67,0.2095872048049412,70.931072,thin_depth,True,-91.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061815-15,rejected_actionable,no,0.794472,0.7701130615416599,0.72,0.05011306154165995,68.797536,thin_depth,True,53.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061830-30,rejected_actionable,yes,0.553162,0.5048699315689258,0.23,0.2748699315689258,26.4966416,"weak_raw,near_boundary",False,-49.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061900-00,rejected_actionable,no,0.661389,0.6330453835711076,0.45,0.1830453835711076,69.692736,,False,-94.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061915-15,approved_entry,no,0.923342,0.9064337006256797,0.87,0.036433700625679744,61.895664000000004,"first_observation,expensive_thin_edge",True,22.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061930-30,rejected_actionable,no,0.55184,0.5088181073866844,0.25,0.2588181073866844,33.40467520000001,"weak_raw,near_boundary,thin_depth",False,-53.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY061945-45,rejected_actionable,no,0.692842,0.6606067929454857,0.6,0.060606792945485766,51.200608,,True,76.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062000-00,rejected_actionable,yes,0.582435,0.5298061099653051,0.5,0.029806109965305083,21.951446400000002,"first_observation,weak_raw,near_boundary,thin_depth",True,96.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062015-15,rejected_actionable,yes,0.614301,0.5784941945827318,0.54,0.03849419458273173,46.19963999999999,thin_depth,False,-112.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062030-30,approved_entry,no,0.874426,0.8567292567547792,0.67,0.18672925675477914,87.65487999999999,,True,30.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062045-45,rejected_actionable,no,0.61792,0.5784549085760385,0.51,0.06845490857603853,37.896608,first_observation,True,94.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062100-00,rejected_actionable,no,0.615588,0.5836167063730733,0.22,0.3636167063730733,57.877088,,False,-47.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062115-15,approved_entry,yes,0.942571,0.9314527058765567,0.73,0.20145270587655673,109.47350399999999,,True,-14.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062130-30,rejected_actionable,yes,0.586142,0.533218905137154,0.41,0.123218905137154,21.6522852,"weak_raw,near_boundary,high_recross",True,114.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062145-45,rejected_actionable,no,0.783823,0.761997163699698,0.12,0.6419971636996981,88.925376,,False,-26.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062200-00,rejected_actionable,no,0.617816,0.5819458357735598,0.46,0.12194583577355983,45.878048,thin_depth,True,104.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062215-15,rejected_actionable,no,0.661831,0.6242198273518373,0.59,0.03421982735183737,39.553703999999996,"first_observation,thin_depth",True,78.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062230-30,rejected_actionable,yes,0.718015,0.6896736239990466,0.38,0.30967362399904663,63.016992,,False,-80.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062245-45,rejected_actionable,no,0.605951,0.5581480215024074,0.54,0.018148021502407352,26.122685999999998,"first_observation,thin_depth",False,-112.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062300-00,approved_entry,yes,0.923042,0.9083057089714686,0.87,0.038305708971468566,81.77844800000001,expensive_thin_edge,True,15.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062315-15,rejected_actionable,no,0.74458,0.7191917099218457,0.68,0.03919170992184562,73.763136,,True,60.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062330-30,rejected_actionable,yes,0.554636,0.5067818964018072,0.04,0.4667818964018072,26.966513600000003,"weak_raw,near_boundary",False,-9.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY062345-45,rejected_actionable,no,0.608623,0.5728125116660993,0.46,0.11281251166609924,46.436896,,False,-96.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070000-00,approved_entry,no,0.863962,0.8465218544428345,0.78,0.06652185444283443,96.603904,thin_depth,True,0.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070015-15,rejected_actionable,yes,0.598994,0.5575226816563932,0.52,0.037522681656393164,34.915452,"weak_raw,near_boundary,thin_depth",True,92.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070030-30,approved_entry,yes,0.924288,0.9099679879146958,0.82,0.08996798791469585,85.314976,,True,27.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070045-45,rejected_actionable,no,0.582164,0.5212269148666012,0.48,0.04122691486660124,16.3767552,"first_observation,weak_raw,near_boundary,high_recross",True,100.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070115-15,rejected_actionable,yes,0.773654,0.7477458900734772,0.72,0.027745890073477275,65.221104,thin_depth,True,53.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070145-45,rejected_actionable,no,0.83804,0.8155934347483558,0.81,0.005593434748355719,67.346144,"thin_edge,expensive_thin_edge,thin_depth",True,35.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070200-00,rejected_actionable,no,0.74186,0.7108056093592869,0.71,0.000805609359286974,49.644512,,True,55.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070530-30,rejected_actionable,yes,0.734154,0.7066888998675023,0.63,0.07668889986750227,64.683712,thin_depth,False,-130.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070545-45,rejected_actionable,yes,0.707647,0.6727242672061162,0.6,0.07272426720611624,42.408,"first_observation,thin_depth",False,-124.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070600-00,rejected_actionable,yes,0.72396,0.692458115016523,0.67,0.02245811501652295,50.344672,,True,62.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070615-15,rejected_actionable,no,0.610872,0.5704713845154695,0.28,0.2904713845154695,36.408832000000004,first_observation,True,141.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070630-30,rejected_actionable,yes,0.606974,0.5592983142288226,0.47,0.08929831422882262,26.238408,"first_observation,near_boundary,high_recross,thin_depth",False,-98.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070645-45,approved_entry,yes,0.895399,0.8771139950170354,0.81,0.0671139950170353,70.032928,,True,35.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070700-00,rejected_actionable,yes,0.654812,0.611203944853464,0.56,0.05120394485346391,29.715216,first_observation,False,-116.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070745-45,approved_entry,yes,0.903807,0.8875464279889161,0.68,0.2075464279889161,82.20297599999999,,True,32.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070815-15,approved_entry,yes,0.950799,0.9399196943914897,0.9,0.03991969439148968,98.809864,expensive_thin_edge,True,1.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070830-30,approved_entry,no,0.875926,0.8580626310967091,0.82,0.038062631096709154,85.14545600000001,expensive_thin_edge,True,16.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070845-45,rejected_actionable,yes,0.596088,0.555119160390815,0.45,0.10511916039081498,35.8616128,"weak_raw,near_boundary",True,106.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070900-00,rejected_actionable,no,0.595426,0.5526597713386477,0.55,0.0026597713386476984,32.927887199999994,"weak_raw,near_boundary,thin_depth",False,-114.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070915-15,rejected_actionable,no,0.788001,0.7572688343826307,0.75,0.007268834382630707,44.219544,"first_observation,expensive_thin_edge",True,47.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070930-30,rejected_actionable,no,0.652332,0.6200193206777797,0.62,1.932067777965507e-05,54.303456000000004,,False,-128.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY070945-45,rejected_actionable,no,0.705657,0.6787412466212298,0.64,0.0387412466212298,71.676088,thin_depth,True,68.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071000-00,rejected_actionable,no,0.720981,0.69025095978267,0.66,0.030250959782670006,53.256344,thin_depth,True,64.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071015-15,rejected_actionable,no,0.778147,0.7556375963049262,0.73,0.025637596304926236,85.18026400000001,thin_depth,False,-149.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071030-30,approved_entry,no,0.852355,0.8320147520549819,0.77,0.06201475205498186,76.04432,,True,-26.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071045-45,rejected_actionable,no,0.826507,0.8058200678523151,0.73,0.0758200678523151,83.767648,,True,51.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071100-00,rejected_actionable,yes,0.853486,0.835075152824863,0.81,0.025075152824862945,92.22910399999999,expensive_thin_edge,False,-165.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071115-15,rejected_actionable,no,0.749035,0.7251216647326513,0.71,0.015121664732651308,82.181672,thin_depth,False,-145.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071130-30,rejected_actionable,no,0.86035,0.8422421071323134,0.83,0.01224210713231344,91.605232,"expensive_thin_edge,thin_depth",True,32.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071145-45,rejected_actionable,yes,0.742383,0.7072399419749501,0.69,0.017239941974950157,38.71359000000001,high_recross,True,59.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071200-00,rejected_actionable,no,0.560419,0.5231791319045535,0.52,0.003179131904553434,44.4094612,"weak_raw,near_boundary,thin_depth",True,92.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071215-15,rejected_actionable,yes,0.687605,0.6568190415301861,0.65,0.006819041530186087,56.660154000000006,,False,-134.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071230-30,rejected_actionable,no,0.745798,0.7215390401944094,0.72,0.0015390401944094245,80.537072,thin_edge,False,-147.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071245-45,rejected_actionable,yes,0.6248,0.5927455482126363,0.56,0.0327455482126362,57.038376,"high_recross,thin_depth",False,-116.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071300-00,rejected_actionable,yes,0.775003,0.7520370393456223,0.74,0.01203703934562228,82.651528,thin_depth,False,-151.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071315-15,rejected_actionable,yes,0.581409,0.5233407705403,0.52,0.00334077054030002,18.0440689,"weak_raw,near_boundary,high_recross,thin_depth",True,92.0
ulb_z0.50_p50_edge0_fee0,KXBTC15M-26MAY071330-30,rejected_actionable,no,0.81079,0.7897492780142995,0.77,0.019749278014299487,86.630576,expensive_thin_edge,True,43.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051300-00,approved_entry,yes,0.867375,0.8444746718055236,0.81,0.01947467180552355,54.83891999999999,"first_observation,expensive_thin_edge,thin_depth",True,33.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051330-30,approved_entry,yes,0.879391,0.8577996052417203,0.82,0.027799605241720322,56.87748000000001,"first_observation,expensive_thin_edge,thin_depth",True,-2.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051530-30,rejected_actionable,yes,0.813599,0.7927831909817032,0.77,0.007783190981703228,87.50080799999999,"expensive_thin_edge,thin_depth",True,43.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051545-45,rejected_actionable,yes,0.872659,0.855317496669528,0.84,0.005317496669528085,92.380296,expensive_thin_edge,True,30.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051615-15,approved_entry,no,0.855253,0.8372697359802312,0.76,0.06726973598023124,95.698944,thin_depth,False,-26.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051630-30,rejected_actionable,no,0.908698,0.8940851518438874,0.88,0.004085151843887367,97.13374400000001,"thin_edge,expensive_thin_edge",True,22.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051645-45,rejected_actionable,yes,0.905079,0.8901154045466437,0.88,0.00011540454664372458,95.921704,"thin_edge,expensive_thin_edge,thin_depth",True,22.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051700-00,rejected_actionable,no,0.671507,0.6446736743353985,0.62,0.004673674335398465,76.589224,thin_depth,True,72.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051715-15,approved_entry,yes,0.877551,0.860790861875863,0.82,0.030790861875863003,95.634024,"expensive_thin_edge,thin_depth",False,-30.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051730-30,rejected_actionable,no,0.744177,0.7199664703287546,0.7,0.004966470328754649,81.19836000000001,thin_depth,True,57.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051745-45,rejected_actionable,no,0.78022,0.7502525418887566,0.71,0.0252525418887566,47.73593600000001,"first_observation,thin_depth",True,55.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051800-00,rejected_actionable,yes,0.830241,0.8102606065750462,0.79,0.005260606575046137,88.261016,"expensive_thin_edge,thin_depth",True,39.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051815-15,rejected_actionable,yes,0.83766,0.8145424394014337,0.76,0.03954243940143366,63.61350399999999,,False,-155.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051830-30,rejected_actionable,yes,0.58124,0.5200980184198203,0.31,0.19509801841982027,16.277274000000002,"first_observation,weak_raw,near_boundary",True,135.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051845-45,approved_entry,no,0.864024,0.8409591734459041,0.79,0.03595917344590406,55.211264,"first_observation,thin_depth",True,39.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051900-00,rejected_actionable,yes,0.639842,0.5989783061592991,0.53,0.048978306159299115,34.500912,high_recross,True,90.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051915-15,rejected_actionable,no,0.707359,0.6788036445375724,0.53,0.12880364453757234,63.465824000000005,thin_depth,False,-110.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY051945-45,rejected_actionable,yes,0.613944,0.577365392161618,0.51,0.04736539216161796,44.285824,near_boundary,True,94.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052000-00,rejected_actionable,yes,0.787643,0.7660073939712212,0.58,0.16600739397122125,89.33011199999999,thin_depth,False,-120.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052015-15,rejected_actionable,no,0.567222,0.5130331458103533,0.42,0.07303314581035332,20.8996164,"weak_raw,near_boundary",False,-88.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052030-30,rejected_actionable,yes,0.781441,0.7566915686774571,0.53,0.2066915686774571,69.706688,,False,-110.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052045-45,rejected_actionable,yes,0.658389,0.6273798453533815,0.57,0.03737984535338158,58.475584000000005,,False,-118.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052100-00,rejected_actionable,no,0.806447,0.7827377811656857,0.74,0.027737781165685718,69.419464,thin_depth,False,-151.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052115-15,approved_entry,yes,0.941543,0.9304722918677188,0.78,0.1354722918677188,112.27055999999999,thin_depth,True,41.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052145-45,rejected_actionable,yes,0.865417,0.8438142163218902,0.83,0.0038142163218902823,62.393048,"expensive_thin_edge,thin_depth",True,32.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052200-00,rejected_actionable,yes,0.591979,0.5395710338514179,0.49,0.029571033851417922,21.985391999999997,"weak_raw,near_boundary,high_recross",True,98.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052215-15,rejected_actionable,no,0.881283,0.8625516844699579,0.84,0.012551684469957922,74.547272,expensive_thin_edge,True,30.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052230-30,rejected_actionable,no,0.730624,0.7065013858293931,0.65,0.03650138582939312,84.555936,thin_depth,True,66.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052245-45,rejected_actionable,no,0.643789,0.6148464824140975,0.57,0.0248464824140975,68.441304,thin_depth,False,-118.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052300-00,approved_entry,yes,0.918967,0.9056516044778063,0.85,0.04565160447780637,105.00106399999999,thin_depth,True,26.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052315-15,approved_entry,yes,0.884999,0.869044838386182,0.81,0.04404483838618191,99.96234399999999,thin_depth,True,-41.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052330-30,rejected_actionable,no,0.699662,0.6727185200977126,0.5,0.1527185200977126,72.36543999999999,thin_depth,False,-104.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY052345-45,rejected_actionable,no,0.640384,0.5998691789518905,0.54,0.039869178951890474,35.074512,high_recross,True,88.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060000-00,rejected_actionable,no,0.678147,0.6515479079125223,0.63,0.0015479079125222568,77.123688,,False,-130.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060015-15,rejected_actionable,no,0.643392,0.6143310673493345,0.56,0.03433106734933446,67.918432,thin_depth,True,84.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060030-30,rejected_actionable,yes,0.617077,0.5704685276404098,0.51,0.04046852764040977,27.193247999999997,"first_observation,high_recross,thin_depth",False,-106.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060045-45,rejected_actionable,no,0.836118,0.8146612936207965,0.6,0.19466129362079657,74.40681599999999,thin_depth,True,76.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060100-00,rejected_actionable,yes,0.852056,0.8333597133652841,0.81,0.008359713365284085,90.156032,"expensive_thin_edge,thin_depth",False,-165.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060115-15,rejected_actionable,no,0.72616,0.7013683491974148,0.68,0.001368349197414704,80.88319999999999,,True,60.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060145-45,approved_entry,no,0.935752,0.92378638613157,0.88,0.03378638613157004,104.976096,expensive_thin_edge,True,20.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060200-00,rejected_actionable,yes,0.858683,0.8402991006881242,0.82,0.005299100688124239,89.761896,"expensive_thin_edge,thin_depth",True,33.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060215-15,rejected_actionable,yes,0.869074,0.851391499671089,0.84,0.001391499671088989,90.977776,"thin_edge,expensive_thin_edge,thin_depth",False,-170.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060230-30,rejected_actionable,no,0.717693,0.6925792014285469,0.67,0.0025792014285468574,80.31109599999999,,False,-138.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060245-45,approved_entry,yes,0.857529,0.8393340342006135,0.8,0.02933403420061343,92.25986399999998,"expensive_thin_edge,thin_depth",True,-10.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060300-00,rejected_actionable,yes,0.8538,0.8353150115456477,0.8,0.020315011545647646,91.32825599999998,"expensive_thin_edge,thin_depth",True,37.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060315-15,rejected_actionable,yes,0.783841,0.7615317321190729,0.73,0.016531732119072898,85.108056,thin_depth,True,51.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060330-30,rejected_actionable,no,0.802856,0.7815390848103554,0.74,0.0265390848103554,87.078816,thin_depth,False,-151.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060345-45,rejected_actionable,no,0.794409,0.7716166437726584,0.64,0.11161664377265836,78.597696,thin_depth,True,68.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060400-00,rejected_actionable,yes,0.560697,0.5176266061736502,0.48,0.017626606173650212,33.1951568,"weak_raw,near_boundary",False,-100.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060415-15,rejected_actionable,yes,0.916604,0.9019596351678955,0.87,0.02195963516789546,89.109888,expensive_thin_edge,True,24.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060445-45,rejected_actionable,no,0.636374,0.5973101660120005,0.45,0.1273101660120005,37.910336,first_observation,False,-94.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060500-00,rejected_actionable,no,0.674136,0.636014052989835,0.61,0.006014052989835057,37.789728,"first_observation,thin_depth",False,-126.0
ulb_z0.50_p50_edge0_fee1,KXBTC15M-26MAY060515-15,approved_entry,no,0.882737,0.8656505991517189,0.79,0.0656505991517189,88.640288,thin_depth,True,-28.0
