model,market,split,entry_dt,side,outcome,win,entry_ask_cents,entry_bid_cents,entry_p_side,entry_p_yes,entry_edge_cents,entry_seconds_to_close,exit_type,exit_dt,exit_seconds_to_close,exit_bid_cents,exit_p_side,exit_fair_edge_to_bid_cents,pnl_cents,settled,cost_cents,entry_fee_cents,exit_fee_cents,total_fee_cents,path_points,min_bid_after_entry,max_bid_after_entry,min_p_side_after_entry,max_p_side_after_entry,bid_drawdown_cents,bid_runup_cents,p_side_drawdown,p_side_runup,first_prob52_elapsed_sec,first_prob56_elapsed_sec,first_bid_drop20_elapsed_sec,first_bid_drop40_elapsed_sec,last_path_seconds_to_close,w30_min_bid,w30_min_p_side,w30_bid_drawdown_cents,w30_p_side_drawdown,w60_min_bid,w60_min_p_side,w60_bid_drawdown_cents,w60_p_side_drawdown,w120_min_bid,w120_min_p_side,w120_bid_drawdown_cents,w120_p_side_drawdown,w240_min_bid,w240_min_p_side,w240_bid_drawdown_cents,w240_p_side_drawdown,fee_1c_entry_cents,settlement_fee_1c_entry_cents,exit_over_hold_cents
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011015-15,train,2026-05-01 14:11:32.771000+00:00,no,yes,False,90.0,90.0,0.9,0.1,0.0,207.229,probability_reduce,2026-05-01 14:12:47.834000+00:00,132.166,49.0,0.5,1.0,-82.0,False,180.0,2.0,4.0,6.0,8,4.0,90.0,0.05125612448438699,0.9,86.0,0.0,0.848743875515613,0.0,75.063,75.063,45.052,75.063,102.138,85.0,0.8640793851717741,5.0,0.03592061482822595,70.0,0.739638562795008,20.0,0.16036143720499207,4.0,0.05125612448438699,86.0,0.848743875515613,4.0,0.05125612448438699,86.0,0.848743875515613,-90.0,-184.0,94.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011030-30,train,2026-05-01 14:20:03.486000+00:00,no,no,True,92.0,92.0,0.9769237337530567,0.023076266246943256,5.692373375305678,596.514,settlement_win,,,,,,16.0,True,184.0,2.0,0.0,2.0,39,91.0,100.0,0.9769237337530567,0.999999,1.0,8.0,0.0,0.023075266246943227,,,,,10.858,91.0,0.9769237337530567,1.0,0.0,91.0,0.9769237337530567,1.0,0.0,91.0,0.9769237337530567,1.0,0.0,91.0,0.9769237337530567,1.0,0.0,12.0,12.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011045-45,train,2026-05-01 14:42:05.176000+00:00,no,no,True,96.0,96.0,0.96,0.04,0.0,174.824,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,12,96.0,100.0,0.96,0.999999,0.0,4.0,0.0,0.03999900000000001,,,,,9.573,96.0,0.96,0.0,0.0,96.0,0.96,0.0,0.0,96.0,0.96,0.0,0.0,96.0,0.96,0.0,0.0,5.0,5.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011100-00,train,2026-05-01 14:52:05.900000+00:00,yes,yes,True,96.0,95.0,0.981138566932212,0.981138566932212,2.1138566932212086,474.1,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,32,91.0,100.0,0.9433223261980822,0.999999,5.0,4.0,0.03781624073412981,0.01886043306778795,,,,,8.372,95.0,0.981138566932212,1.0,0.0,95.0,0.981138566932212,1.0,0.0,92.0,0.981138566932212,4.0,0.0,91.0,0.9433223261980822,5.0,0.03781624073412981,5.0,5.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011115-15,train,2026-05-01 15:05:07.133000+00:00,no,yes,False,69.0,68.0,0.7499348488320712,0.2500651511679288,5.993484883207117,592.867,probability_reduce,2026-05-01 15:12:07.753000+00:00,172.247,50.0,0.485,-1.5,-38.0,False,138.0,3.0,4.0,7.0,35,2.0,88.0,0.003240298655664553,0.9415143730184352,67.0,19.0,0.7466945501764066,0.19157952418636404,420.62,420.62,300.428,435.651,82.068,65.0,0.7499348488320712,4.0,0.0,63.0,0.7499348488320712,6.0,0.0,63.0,0.7499348488320712,6.0,0.0,63.0,0.7499348488320712,6.0,0.0,-47.0,-143.0,96.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011130-30,train,2026-05-01 15:23:08.814000+00:00,yes,yes,True,67.0,66.0,0.7077558306362608,0.7077558306362608,3.7755830636260725,411.186,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,28,66.0,100.0,0.6146037823702037,0.999999,1.0,33.0,0.09315204826605705,0.2922431693637392,,,,,5.696,66.0,0.7077558306362608,1.0,0.0,66.0,0.7077558306362608,1.0,0.0,66.0,0.7077558306362608,1.0,0.0,66.0,0.6146037823702037,1.0,0.09315204826605705,60.0,60.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011145-45,train,2026-05-01 15:38:24.931000+00:00,yes,yes,True,95.0,94.0,0.9714217772834204,0.9714217772834204,2.142177728342034,395.069,settlement_win,,,,,,10.0,True,190.0,1.0,0.0,1.0,27,91.0,100.0,0.68,0.999999,4.0,5.0,0.29142177728342034,0.028577222716579587,,,,,4.397,93.0,0.9714217772834204,2.0,0.0,91.0,0.68,4.0,0.29142177728342034,91.0,0.68,4.0,0.29142177728342034,91.0,0.68,4.0,0.29142177728342034,7.0,7.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011200-00,train,2026-05-01 15:52:41.200000+00:00,no,no,True,97.0,97.0,0.9974339748031463,0.002566025196853672,2.743397480314627,438.8,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,30,96.0,100.0,0.9971620481891476,0.999999,1.0,3.0,0.00027192661399877416,0.002565025196853643,,,,,3.368,97.0,0.9974339748031463,0.0,0.0,96.0,0.9971620481891476,1.0,0.00027192661399877416,96.0,0.9971620481891476,1.0,0.00027192661399877416,96.0,0.9971620481891476,1.0,0.00027192661399877416,3.0,3.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011215-15,train,2026-05-01 16:05:12.463000+00:00,yes,no,False,93.0,93.0,0.9422120835781196,0.9422120835781196,1.2212083578119604,587.537,probability_reduce,2026-05-01 16:14:13.205000+00:00,46.795,1.0,2.278499167041037e-05,-0.997721500832959,-184.0,False,186.0,1.0,1.0,2.0,37,1.0,96.0,2.278499167041037e-05,0.9681652009281626,92.0,3.0,0.9421892985864492,0.02595311735004302,540.742,540.742,345.458,495.698,46.795,93.0,0.9422120835781196,0.0,0.0,93.0,0.75,0.0,0.19221208357811959,93.0,0.75,0.0,0.19221208357811959,83.0,0.75,10.0,0.19221208357811959,-188.0,-189.0,1.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011230-30,train,2026-05-01 16:20:58.804000+00:00,no,no,True,74.0,73.0,0.759058543244121,0.24094145675587897,1.905854324412104,541.196,probability_reduce,2026-05-01 16:23:13.941000+00:00,406.059,29.0,0.3445883474144543,5.458834741445429,-90.0,False,148.0,3.0,3.0,6.0,37,29.0,100.0,0.3445883474144543,0.999999,45.0,26.0,0.4144701958296667,0.24094045675587894,135.137,135.137,105.126,135.137,0.567,73.0,0.7465649936540353,1.0,0.01249354959008575,67.0,0.6950000000000001,7.0,0.06405854324412097,50.0,0.6307291557196477,24.0,0.12832938752447332,29.0,0.3445883474144543,45.0,0.4144701958296667,-98.0,47.0,-145.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011245-45,train,2026-05-01 16:36:00.115000+00:00,no,no,True,72.0,71.0,0.7248249387524706,0.27517506124752944,0.48249387524705867,539.885,probability_reduce,2026-05-01 16:40:00.469000+00:00,299.531,49.0,0.46330245103170187,-2.669754896829815,-46.0,False,144.0,3.0,4.0,7.0,36,46.0,100.0,0.4618922532322687,0.999999,26.0,28.0,0.2629326855202019,0.2751740612475294,240.354,240.354,240.354,,14.024,71.0,0.7248249387524706,1.0,0.0,71.0,0.7248249387524706,1.0,0.0,71.0,0.7248249387524706,1.0,0.0,57.0,0.7248249387524706,15.0,0.0,-55.0,51.0,-106.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011300-00,train,2026-05-01 16:50:01.408000+00:00,no,no,True,77.0,76.0,0.7755418513206194,0.22445814867938063,0.5541851320619315,598.592,probability_reduce,2026-05-01 16:55:01.875000+00:00,298.125,40.0,0.37958916402493936,-2.0410835975060664,-74.0,False,154.0,3.0,4.0,7.0,40,18.0,100.0,0.31999999999999995,0.9677749931016439,59.0,23.0,0.4555418513206194,0.19223314178102457,300.467,300.467,285.425,315.543,12.711,76.0,0.7755418513206194,1.0,0.0,76.0,0.7755418513206194,1.0,0.0,63.0,0.655,14.0,0.12054185132061934,63.0,0.655,14.0,0.12054185132061934,-83.0,41.0,-124.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011315-15,train,2026-05-01 17:08:02.849000+00:00,no,yes,False,72.0,71.0,0.7727901633821646,0.22720983661783545,5.279016338216451,417.151,probability_reduce,2026-05-01 17:11:03.147000+00:00,236.853,54.0,0.5154586572156026,-2.4541342784397386,-36.0,False,144.0,3.0,4.0,7.0,25,2.0,80.0,0.004807380525514771,0.841259584097577,70.0,8.0,0.7679827828566498,0.0684694207154124,180.298,180.298,195.331,285.545,56.497,69.0,0.7727901633821646,3.0,0.0,69.0,0.7727901633821646,3.0,0.0,67.0,0.7727901633821646,5.0,0.0,47.0,0.5154586572156026,25.0,0.257331506166562,-45.0,-149.0,104.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011330-30,train,2026-05-01 17:23:34.431000+00:00,no,no,True,69.0,68.0,0.6992288670793392,0.3007711329206608,0.9228867079339125,385.569,settlement_win,,,,,,62.0,True,138.0,3.0,0.0,3.0,26,68.0,100.0,0.6992288670793392,0.999999,1.0,31.0,0.0,0.3007701329206608,,,,,9.912,68.0,0.6992288670793392,1.0,0.0,68.0,0.6992288670793392,1.0,0.0,68.0,0.6992288670793392,1.0,0.0,68.0,0.6992288670793392,1.0,0.0,57.0,57.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011345-45,train,2026-05-01 17:37:05.581000+00:00,yes,yes,True,88.0,87.0,0.887086087840822,0.887086087840822,0.7086087840822017,474.419,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,32,87.0,100.0,0.887086087840822,0.999999,1.0,12.0,0.0,0.11291291215917798,,,,,8.663,87.0,0.887086087840822,1.0,0.0,87.0,0.887086087840822,1.0,0.0,87.0,0.887086087840822,1.0,0.0,87.0,0.887086087840822,1.0,0.0,20.0,20.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011400-00,train,2026-05-01 17:54:07.105000+00:00,yes,yes,True,74.0,73.0,0.755,0.755,1.5,352.895,settlement_win,,,,,,52.0,True,148.0,3.0,0.0,3.0,24,73.0,100.0,0.755,0.999999,1.0,26.0,0.0,0.24499899999999997,,,,,7.316,73.0,0.755,1.0,0.0,73.0,0.755,1.0,0.0,73.0,0.755,1.0,0.0,73.0,0.755,1.0,0.0,47.0,47.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011415-15,train,2026-05-01 18:14:23.720000+00:00,no,no,True,96.0,96.0,0.96,0.04,0.0,36.28,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,3,96.0,100.0,0.96,0.9999985503707123,0.0,4.0,0.0,0.039998550370712316,,,,,6.283,96.0,0.96,0.0,0.0,96.0,0.96,0.0,0.0,96.0,0.96,0.0,0.0,96.0,0.96,0.0,0.0,5.0,5.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011430-30,train,2026-05-01 18:21:09.226000+00:00,yes,yes,True,74.0,73.0,0.7420628382513611,0.7420628382513611,0.20628382513611143,530.774,settlement_win,,,,,,52.0,True,148.0,3.0,0.0,3.0,36,60.0,100.0,0.6244996495806802,0.999999,14.0,26.0,0.11756318867068094,0.25793616174863887,,,,,5.175,73.0,0.7420628382513611,1.0,0.0,65.0,0.675,9.0,0.06706283825136106,65.0,0.675,9.0,0.06706283825136106,65.0,0.675,9.0,0.06706283825136106,47.0,47.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011445-45,train,2026-05-01 18:36:40.360000+00:00,no,no,True,67.0,65.0,0.7480686493952706,0.2519313506047294,7.80686493952706,499.64,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,34,59.0,100.0,0.5999052714348896,0.999999,8.0,33.0,0.14816337796038104,0.25193035060472935,,,,,3.893,59.0,0.7480686493952706,8.0,0.0,59.0,0.5999052714348896,8.0,0.14816337796038104,59.0,0.5999052714348896,8.0,0.14816337796038104,59.0,0.5999052714348896,8.0,0.14816337796038104,60.0,60.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011500-00,train,2026-05-01 18:50:11.475000+00:00,yes,no,False,73.0,72.0,0.737251075204341,0.737251075204341,0.7251075204340935,588.525,probability_reduce,2026-05-01 18:54:11.786000+00:00,348.214,47.0,0.516278648760333,4.6278648760333,-52.0,False,146.0,3.0,4.0,7.0,40,1.0,80.0,1.0000000000287557e-06,0.7480145756622402,72.0,7.0,0.7372500752043409,0.0107635004578992,240.311,240.311,150.195,405.595,2.707,72.0,0.737251075204341,1.0,0.0,72.0,0.737251075204341,1.0,0.0,64.0,0.665,9.0,0.07225107520434093,42.0,0.5602280888519879,31.0,0.17702298635235303,-61.0,-151.0,90.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011515-15,train,2026-05-01 19:10:13.279000+00:00,yes,yes,True,90.0,89.0,0.9320485014691612,0.9320485014691612,3.2048501469161152,286.721,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,20,89.0,100.0,0.930495137545837,0.999999,1.0,10.0,0.0015533639233241692,0.06795049853083879,,,,,1.358,89.0,0.9320485014691612,1.0,0.0,89.0,0.9320485014691612,1.0,0.0,89.0,0.9320485014691612,1.0,0.0,89.0,0.930495137545837,1.0,0.0015533639233241692,16.0,16.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011530-30,train,2026-05-01 19:23:29.192000+00:00,no,no,True,91.0,91.0,0.9277527376550891,0.07224726234491086,1.7752737655089135,390.808,settlement_win,,,,,,18.0,True,182.0,2.0,0.0,2.0,27,83.0,100.0,0.875,0.999999,8.0,9.0,0.052752737655089144,0.07224626234491083,,,,,0.072,90.0,0.9277527376550891,1.0,0.0,90.0,0.899358244541122,1.0,0.028394493113967134,90.0,0.899358244541122,1.0,0.028394493113967134,83.0,0.875,8.0,0.052752737655089144,14.0,14.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011545-45,train,2026-05-01 19:38:45.668000+00:00,no,no,True,91.0,91.0,0.9238926138528937,0.07610738614710633,1.3892613852893732,374.332,settlement_win,,,,,,18.0,True,182.0,2.0,0.0,2.0,25,86.0,100.0,0.8624083199890908,0.999999,5.0,9.0,0.06148429386380283,0.0761063861471063,,,,,13.817,91.0,0.8624083199890908,0.0,0.06148429386380283,86.0,0.8624083199890908,5.0,0.06148429386380283,86.0,0.8624083199890908,5.0,0.06148429386380283,86.0,0.8624083199890908,5.0,0.06148429386380283,14.0,14.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011600-00,train,2026-05-01 19:54:32.201000+00:00,yes,yes,True,89.0,88.0,0.8955534353429508,0.8955534353429508,0.5553435342950905,327.799,settlement_win,,,,,,22.0,True,178.0,2.0,0.0,2.0,22,67.0,100.0,0.8076605204735072,0.999999,22.0,11.0,0.08789291486944362,0.10444556465704913,,,30.041,,12.311,88.0,0.8955534353429508,1.0,0.0,67.0,0.8076605204735072,22.0,0.08789291486944362,67.0,0.8076605204735072,22.0,0.08789291486944362,67.0,0.8076605204735072,22.0,0.08789291486944362,18.0,18.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011630-30,train,2026-05-01 20:22:34.651000+00:00,no,no,True,96.0,96.0,0.9778079245787634,0.02219207542123658,1.7807924578763448,445.349,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,30,93.0,100.0,0.9437115588711393,0.999999,3.0,4.0,0.03409636570762409,0.02219107542123655,,,,,9.683,93.0,0.9778079245787634,3.0,0.0,93.0,0.9437115588711393,3.0,0.03409636570762409,93.0,0.9437115588711393,3.0,0.03409636570762409,93.0,0.9437115588711393,3.0,0.03409636570762409,5.0,5.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011645-45,train,2026-05-01 20:35:50.713000+00:00,no,no,True,63.0,62.0,0.6510545918574867,0.3489454081425133,2.1054591857486713,549.287,settlement_win,,,,,,74.0,True,126.0,4.0,0.0,4.0,37,62.0,100.0,0.5608427439775638,0.999999,1.0,37.0,0.09021184787992287,0.34894440814251326,,,,,8.407,62.0,0.5608427439775638,1.0,0.09021184787992287,62.0,0.5608427439775638,1.0,0.09021184787992287,62.0,0.5608427439775638,1.0,0.09021184787992287,62.0,0.5608427439775638,1.0,0.09021184787992287,68.0,68.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011700-00,train,2026-05-01 20:53:07.382000+00:00,no,no,True,97.0,97.0,0.9836015091731718,0.016398490826828205,1.3601509173171848,412.618,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,28,92.0,100.0,0.9626320208040487,0.999999,5.0,3.0,0.020969488369123046,0.016397490826828176,,,,,7.07,97.0,0.9836015091731718,0.0,0.0,95.0,0.9836015091731718,2.0,0.0,93.0,0.9626320208040487,4.0,0.020969488369123046,92.0,0.9626320208040487,5.0,0.020969488369123046,3.0,3.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011715-15,train,2026-05-01 21:06:38.456000+00:00,yes,yes,True,67.0,66.0,0.6803648144432541,0.6803648144432541,1.0364814443254176,501.544,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,34,66.0,100.0,0.6693757587384017,0.999999,1.0,33.0,0.010989055704852424,0.31963418555674583,,,,,5.753,66.0,0.6803648144432541,1.0,0.0,66.0,0.6803648144432541,1.0,0.0,66.0,0.6693757587384017,1.0,0.010989055704852424,66.0,0.6693757587384017,1.0,0.010989055704852424,60.0,60.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011730-30,train,2026-05-01 21:22:39.960000+00:00,yes,yes,True,60.0,59.0,0.6930282589058814,0.6930282589058814,9.302825890588139,440.04,settlement_win,,,,,,80.0,True,120.0,4.0,0.0,4.0,30,59.0,100.0,0.5532823130687652,0.999999,1.0,40.0,0.1397459458371162,0.3069707410941186,,30.025,,,4.488,59.0,0.6930282589058814,1.0,0.0,59.0,0.5532823130687652,1.0,0.1397459458371162,59.0,0.5532823130687652,1.0,0.1397459458371162,59.0,0.5532823130687652,1.0,0.1397459458371162,74.0,74.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011745-45,train,2026-05-01 21:38:41.211000+00:00,yes,yes,True,93.0,93.0,0.931195538156032,0.931195538156032,0.11955381560319722,378.789,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,26,93.0,100.0,0.8974565419771698,0.999999,0.0,7.0,0.03373899617886211,0.06880346184396802,,,,,3.316,93.0,0.931195538156032,0.0,0.0,93.0,0.8974565419771698,0.0,0.03373899617886211,93.0,0.8974565419771698,0.0,0.03373899617886211,93.0,0.8974565419771698,0.0,0.03373899617886211,11.0,11.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011800-00,train,2026-05-01 21:51:12.187000+00:00,yes,yes,True,71.0,70.0,0.766688662784199,0.766688662784199,5.668866278419898,527.813,settlement_win,,,,,,58.0,True,142.0,3.0,0.0,3.0,36,65.0,100.0,0.6933569750988714,0.999999,6.0,29.0,0.0733316876853276,0.23331033721580097,,,,,2.272,68.0,0.766688662784199,3.0,0.0,65.0,0.766688662784199,6.0,0.0,65.0,0.6933569750988714,6.0,0.0733316876853276,65.0,0.6933569750988714,6.0,0.0733316876853276,53.0,53.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011815-15,train,2026-05-01 22:07:43.505000+00:00,yes,yes,True,84.0,83.0,0.8522832735411789,0.8522832735411789,1.2283273541178943,436.495,settlement_win,,,,,,32.0,True,168.0,2.0,0.0,2.0,30,83.0,100.0,0.7800685666303431,0.999999,1.0,16.0,0.07221470691083587,0.14771572645882103,,,,,0.908,83.0,0.8522832735411789,1.0,0.0,83.0,0.7800685666303431,1.0,0.07221470691083587,83.0,0.7800685666303431,1.0,0.07221470691083587,83.0,0.7800685666303431,1.0,0.07221470691083587,28.0,28.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011830-30,train,2026-05-01 22:25:29.895000+00:00,yes,yes,True,96.0,96.0,0.9613906887156652,0.9613906887156652,0.13906887156652203,270.105,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,18,96.0,100.0,0.9613906887156652,0.999999,0.0,4.0,0.0,0.03860831128433473,,,,,14.675,96.0,0.9613906887156652,0.0,0.0,96.0,0.9613906887156652,0.0,0.0,96.0,0.9613906887156652,0.0,0.0,96.0,0.9613906887156652,0.0,0.0,5.0,5.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011900-00,train,2026-05-01 22:58:02.535000+00:00,no,no,True,99.0,99.0,0.9918240300190552,0.00817596998094483,0.18240300190551295,117.465,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,8,99.0,100.0,0.9681652054961727,0.999999,0.0,1.0,0.023658824522882482,0.008174969980944802,,,,,12.261,99.0,0.9681652054961727,0.0,0.023658824522882482,99.0,0.9681652054961727,0.0,0.023658824522882482,99.0,0.9681652054961727,0.0,0.023658824522882482,99.0,0.9681652054961727,0.0,0.023658824522882482,-1.0,-1.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY011915-15,train,2026-05-01 23:12:48.950000+00:00,yes,no,False,42.0,41.0,0.7703126408625443,0.7703126408625443,35.031264086254424,131.05,probability_reduce,2026-05-01 23:14:04.030000+00:00,55.97,47.0,0.43682195055753414,-3.317804944246589,10.0,False,84.0,4.0,4.0,8.0,9,5.0,94.0,0.1300472717109773,0.7703126408625443,37.0,52.0,0.640265369151567,0.0,75.08,75.08,120.118,,10.932,41.0,0.7303671748112099,1.0,0.03994546605133431,41.0,0.6544009656253121,1.0,0.11591167523723211,28.0,0.29583987345833607,14.0,0.4744727674042082,5.0,0.1300472717109773,37.0,0.640265369151567,0.0,-90.0,90.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY012015-15,train,2026-05-02 00:10:26.996000+00:00,yes,no,False,81.0,80.0,0.8178959104951679,0.8178959104951679,0.7895910495167868,273.004,probability_reduce,2026-05-02 00:13:12.242000+00:00,107.758,27.0,0.4297378228972131,15.973782289721306,-108.0,False,162.0,3.0,3.0,6.0,17,5.0,93.0,0.3859005313322666,0.9104842086091176,76.0,12.0,0.43199537916290126,0.09258829811394975,165.246,165.246,120.167,150.201,32.68,80.0,0.8178959104951679,1.0,0.0,80.0,0.8178959104951679,1.0,0.0,80.0,0.7526790322496221,1.0,0.06521687824554578,19.0,0.3859005313322666,62.0,0.43199537916290126,-116.0,-167.0,51.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY012030-30,train,2026-05-02 00:25:28.542000+00:00,yes,yes,True,98.0,98.0,0.9833976993666887,0.9833976993666887,0.3397699366688727,271.458,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,19,98.0,100.0,0.9833976993666887,0.999999,0.0,2.0,0.0,0.016601300633311222,,,,,1.037,98.0,0.9833976993666887,0.0,0.0,98.0,0.9833976993666887,0.0,0.0,98.0,0.9833976993666887,0.0,0.0,98.0,0.9833976993666887,0.0,0.0,1.0,1.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY012045-45,train,2026-05-02 00:40:30.116000+00:00,no,yes,False,81.0,80.0,0.8220651468180893,0.1779348531819107,1.206514681808926,269.884,probability_reduce,2026-05-02 00:43:00.142000+00:00,119.858,8.0,0.0900879923642286,1.0087992364228597,-146.0,False,162.0,3.0,2.0,5.0,16,1.0,84.0,3.783723354577884e-05,0.8337849195033971,80.0,3.0,0.8220273095845435,0.011719772685307772,150.026,150.026,74.99,104.99,44.765,80.0,0.7647205182371744,1.0,0.057344628580914936,62.0,0.7647205182371744,19.0,0.057344628580914936,40.0,0.5817823270574642,41.0,0.24028281976062504,1.0,3.783723354577884e-05,80.0,0.8220273095845435,-153.0,-167.0,14.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY012100-00,train,2026-05-02 00:53:46.027000+00:00,yes,yes,True,76.0,75.0,0.775,0.775,1.5,373.973,probability_reduce,2026-05-02 00:59:01.492000+00:00,58.508,16.0,0.14500000000000002,-1.4999999999999982,-120.0,False,152.0,3.0,2.0,5.0,25,3.0,94.0,1.0000000000287557e-06,0.9274028029256922,73.0,18.0,0.774999,0.1524028029256922,315.465,315.465,255.343,300.434,13.425,75.0,0.6707787242230893,1.0,0.10422127577691076,73.0,0.6707787242230893,3.0,0.10422127577691076,73.0,0.6540104868523283,3.0,0.1209895131476717,73.0,0.6540104868523283,3.0,0.1209895131476717,-127.0,43.0,-170.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY012115-15,train,2026-05-02 01:13:02.665000+00:00,yes,yes,True,92.0,92.0,0.9253463152736886,0.9253463152736886,0.5346315273688589,117.335,settlement_win,,,,,,16.0,True,184.0,2.0,0.0,2.0,8,90.0,100.0,0.9050104866630898,0.999999,2.0,8.0,0.020335828610598794,0.07465268472631137,,,,,12.176,90.0,0.9050104866630898,2.0,0.020335828610598794,90.0,0.9050104866630898,2.0,0.020335828610598794,90.0,0.9050104866630898,2.0,0.020335828610598794,90.0,0.9050104866630898,2.0,0.020335828610598794,12.0,12.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY012130-30,train,2026-05-02 01:23:48.710000+00:00,no,no,True,72.0,71.0,0.7260188636121448,0.27398113638785515,0.6018863612144827,371.29,settlement_win,,,,,,56.0,True,144.0,3.0,0.0,3.0,25,60.0,100.0,0.63,0.9999969039621186,12.0,28.0,0.09601886361214484,0.27397804034997375,,,,,10.667,71.0,0.7149303249962288,1.0,0.011088538615916077,71.0,0.7149303249962288,1.0,0.011088538615916077,71.0,0.7149303249962288,1.0,0.011088538615916077,71.0,0.7149303249962288,1.0,0.011088538615916077,51.0,51.0,0.0
v55_bookanchor_m10_v20_g05_book_plus2,KXBTC15M-26MAY012145-45,train,2026-05-02 01:35:19.719000+00:00,yes,no,False,75.0,74.0,0.7582111416617904,0.7582111416617904,0.8211141661790435,580.281,probability_reduce,2026-05-02 01:40:20.265000+00:00,279.735,50.0,0.5163731331158894,1.6373133115889402,-50.0,False,150.0,3.0,4.0,7.0,38,1.0,82.0,0.01,0.8068369578811032,74.0,7.0,0.7482111416617904,0.048625816219312834,300.546,300.546,300.546,345.633,24.295,62.0,0.6550540412983769,13.0,0.10315710036341352,60.0,0.6384838722660092,15.0,0.11972726939578116,60.0,0.6384838722660092,15.0,0.11972726939578116,60.0,0.6384838722660092,15.0,0.11972726939578116,-59.0,-155.0,96.0
