rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,23,0.4339622641509434,-18.88918,12.440820000000002,17,6,-7.20918,-11.41,-0.2700000000000001,10,9,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,21,0.39622641509433965,-18.989179999999998,12.340820000000004,16,5,-7.20918,-11.51,-0.2700000000000001,10,7,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,19,0.3584905660377358,-20.31918,11.010820000000002,14,5,-7.80918,-11.51,-1.0,9,7,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,18,0.33962264150943394,-21.339179999999995,9.990820000000006,14,4,-8.18918,-12.88,-0.2700000000000001,9,5,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=75,19,0.3584905660377358,-22.33918,8.990820000000003,15,4,-6.35918,-15.71,-0.2700000000000001,9,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=180,20,0.37735849056603776,-22.43918,8.890820000000001,15,5,-7.20918,-14.959999999999999,-0.2700000000000001,10,6,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=75,16,0.3018867924528302,-22.65918,8.670820000000003,13,3,-6.06918,-15.6,-0.99,7,6,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=0,18,0.33962264150943394,-22.739179999999998,8.590820000000004,13,5,-7.5191799999999995,-14.230000000000002,-0.99,7,8,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-22.97,8.360000000000003,5,1,-8.8,-10.87,-3.3,2,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,13,0.24528301886792453,-23.13918,8.190820000000002,9,4,-11.089180000000002,-10.28,-1.7700000000000002,5,6,2,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND entry_to_exit_loss_cents>=20,8,0.1509433962264151,-23.58,7.7500000000000036,6,2,-8.64,-11.639999999999999,-3.3,3,5,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=50,9,0.16981132075471697,-24.150000000000002,7.18,8,1,-6.200000000000001,-16.15,-1.7999999999999998,5,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-24.25,7.080000000000002,7,0,-6.200000000000001,-16.25,-1.7999999999999998,5,0,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,5,0.09433962264150944,-24.3,7.030000000000001,5,0,-10.19,-10.81,-3.3,2,3,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND position_seconds<=45,26,0.49056603773584906,-24.62,6.710000000000001,18,8,-6.15,-15.54,-2.9299999999999997,16,3,7,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=75,14,0.2641509433962264,-24.74918,6.580820000000003,11,3,-7.93918,-15.81,-1.0,7,4,3,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-24.770000000000003,6.559999999999999,8,2,-7.78,-15.19,-1.7999999999999998,7,1,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-24.880000000000003,6.449999999999999,4,2,-8.8,-12.78,-3.3,2,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=500,8,0.1509433962264151,-24.979999999999993,6.3500000000000085,7,1,-10.16,-14.549999999999999,-0.2700000000000001,2,2,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.150000000000002,6.18,8,2,-7.200000000000001,-16.15,-1.7999999999999998,6,2,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=500,15,0.2830188679245283,-25.23918,6.090820000000001,10,5,-8.829180000000001,-13.11,-3.3,8,7,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-25.590000000000003,5.739999999999998,7,3,-10.059999999999999,-13.0,-2.53,2,7,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND entry_to_exit_loss_cents>=10,6,0.11320754716981132,-25.610000000000003,5.719999999999999,5,1,-6.830000000000001,-16.25,-2.53,5,0,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=90,5,0.09433962264150944,-25.67,5.66,4,1,-11.78,-10.59,-3.3,0,5,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-25.770000000000003,5.559999999999999,3,0,-11.78,-10.69,-3.3,0,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=50,7,0.1320754716981132,-25.900000000000002,5.43,6,1,-7.180000000000001,-16.15,-2.57,4,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-25.95,5.380000000000003,6,1,-8.96,-15.19,-1.7999999999999998,4,1,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=4,5,0.09433962264150944,-26.0,5.330000000000002,5,0,-7.180000000000001,-16.25,-2.57,4,0,1,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-26.3,5.030000000000001,5,0,-8.25,-16.25,-1.7999999999999998,3,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=0,11,0.20754716981132076,-26.360000000000003,4.969999999999999,7,4,-8.41,-16.15,-1.7999999999999998,7,2,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=100,8,0.1509433962264151,-26.37,4.960000000000001,7,1,-7.969999999999999,-15.100000000000001,-3.3,5,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=100,4,0.07547169811320754,-26.42,4.91,3,1,-10.93,-12.19,-3.3,1,3,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-26.46,4.870000000000001,6,0,-7.969999999999999,-15.19,-3.3,5,1,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-26.520000000000003,4.809999999999999,6,2,-8.760000000000002,-15.19,-2.57,6,1,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=12,7,0.1320754716981132,-26.57,4.760000000000002,6,1,-8.52,-16.25,-1.7999999999999998,5,0,2,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND entry_to_exit_loss_cents>=20,13,0.24528301886792453,-26.65,4.680000000000003,7,6,-10.630000000000003,-12.719999999999999,-3.3,5,8,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_sigma_t_dollars>=75,7,0.1320754716981132,-26.66918,4.660820000000001,6,1,-8.45918,-15.63,-2.58,4,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=4,6,0.11320754716981132,-26.72,4.610000000000003,5,1,-8.96,-15.19,-2.57,4,1,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8,13,0.24528301886792453,-26.760000000000005,4.569999999999997,8,5,-8.81,-16.15,-1.7999999999999998,9,2,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND position_seconds<=180,13,0.24528301886792453,-26.760000000000005,4.569999999999997,8,5,-8.81,-16.15,-1.7999999999999998,9,2,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=180,9,0.16981132075471697,-26.82918,4.500820000000001,7,2,-8.77918,-16.25,-1.7999999999999998,7,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.6,7,0.1320754716981132,-26.870000000000005,4.459999999999997,5,2,-8.38,-15.19,-3.3,6,1,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-26.900000000000002,4.43,6,2,-8.180000000000001,-16.15,-2.57,5,2,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=300,12,0.22641509433962265,-26.949180000000002,4.38082,8,4,-9.67918,-13.97,-3.3,7,5,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND fair_minus_exit_bid_cents>=0,7,0.1320754716981132,-26.970000000000002,4.359999999999999,6,1,-8.569999999999999,-15.100000000000001,-3.3,4,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents<=45 AND exit_sigma_t_dollars>=75,3,0.05660377358490566,-27.03,4.300000000000001,2,1,-11.78,-11.95,-3.3,0,3,0,True,True
