model,min_edge_cents,cost_cents,block_kind,block,denominator_markets,selected_markets,coverage,wins,losses,gross_net_cents,net_after_cost_cents
book_v31_time_platt,1.0,1.0,block10,4,33,33,1.0,23,10,238.0,205.0
book_v31_time_platt,1.0,1.0,block10,5,33,32,0.9696969696969697,25,7,461.0,429.0
book_v31_time_platt,1.0,1.0,block10,6,33,33,1.0,22,11,70.0,37.0
book_v31_time_platt,1.0,1.0,block10,7,33,33,1.0,23,10,164.0,131.0
book_v31_time_platt,1.0,1.0,block10,8,33,33,1.0,23,10,190.0,157.0
book_v31_time_platt,1.0,1.0,block10,9,33,33,1.0,20,13,-54.0,-87.0
book_v31_time_platt,1.0,1.0,block20,0,17,17,1.0,10,7,-77.0,-94.0
book_v31_time_platt,1.0,1.0,block20,1,16,16,1.0,11,5,127.0,111.0
book_v31_time_platt,1.0,1.0,block20,2,17,17,1.0,13,4,232.0,215.0
book_v31_time_platt,1.0,1.0,block20,3,16,16,1.0,10,6,4.0,-12.0
book_v31_time_platt,1.0,1.0,block20,4,17,17,1.0,16,1,514.0,497.0
book_v31_time_platt,1.0,1.0,block20,5,16,16,1.0,9,7,-96.0,-112.0
book_v31_time_platt,1.0,1.0,block20,6,17,17,1.0,10,7,-70.0,-87.0
book_v31_time_platt,1.0,1.0,block20,7,16,16,1.0,10,6,-50.0,-66.0
book_v31_time_platt,1.0,1.0,block20,8,17,17,1.0,11,6,20.0,3.0
book_v31_time_platt,1.0,1.0,block20,9,16,16,1.0,12,4,218.0,202.0
book_v31_time_platt,1.0,1.0,block20,10,16,16,1.0,11,5,97.0,81.0
book_v31_time_platt,1.0,1.0,block20,11,17,16,0.9411764705882353,14,2,364.0,348.0
book_v31_time_platt,1.0,1.0,block20,12,16,16,1.0,9,7,-150.0,-166.0
book_v31_time_platt,1.0,1.0,block20,13,17,17,1.0,13,4,220.0,203.0
book_v31_time_platt,1.0,1.0,block20,14,16,16,1.0,11,5,93.0,77.0
book_v31_time_platt,1.0,1.0,block20,15,17,17,1.0,12,5,71.0,54.0
book_v31_time_platt,1.0,1.0,block20,16,16,16,1.0,14,2,364.0,348.0
book_v31_time_platt,1.0,1.0,block20,17,17,17,1.0,9,8,-174.0,-191.0
book_v31_time_platt,1.0,1.0,block20,18,16,16,1.0,10,6,-1.0,-17.0
book_v31_time_platt,1.0,1.0,block20,19,17,17,1.0,10,7,-53.0,-70.0
book_v31_time_platt,1.0,2.0,block10,0,33,33,1.0,21,12,50.0,-16.0
book_v31_time_platt,1.0,2.0,block10,1,33,33,1.0,23,10,236.0,170.0
book_v31_time_platt,1.0,2.0,block10,2,33,33,1.0,25,8,418.0,352.0
book_v31_time_platt,1.0,2.0,block10,3,33,33,1.0,20,13,-120.0,-186.0
book_v31_time_platt,1.0,2.0,block10,4,33,33,1.0,23,10,238.0,172.0
book_v31_time_platt,1.0,2.0,block10,5,33,32,0.9696969696969697,25,7,461.0,397.0
book_v31_time_platt,1.0,2.0,block10,6,33,33,1.0,22,11,70.0,4.0
book_v31_time_platt,1.0,2.0,block10,7,33,33,1.0,23,10,164.0,98.0
book_v31_time_platt,1.0,2.0,block10,8,33,33,1.0,23,10,190.0,124.0
book_v31_time_platt,1.0,2.0,block10,9,33,33,1.0,20,13,-54.0,-120.0
book_v31_time_platt,1.0,2.0,block20,0,17,17,1.0,10,7,-77.0,-111.0
book_v31_time_platt,1.0,2.0,block20,1,16,16,1.0,11,5,127.0,95.0
book_v31_time_platt,1.0,2.0,block20,2,17,17,1.0,13,4,232.0,198.0
book_v31_time_platt,1.0,2.0,block20,3,16,16,1.0,10,6,4.0,-28.0
book_v31_time_platt,1.0,2.0,block20,4,17,17,1.0,16,1,514.0,480.0
book_v31_time_platt,1.0,2.0,block20,5,16,16,1.0,9,7,-96.0,-128.0
book_v31_time_platt,1.0,2.0,block20,6,17,17,1.0,10,7,-70.0,-104.0
book_v31_time_platt,1.0,2.0,block20,7,16,16,1.0,10,6,-50.0,-82.0
book_v31_time_platt,1.0,2.0,block20,8,17,17,1.0,11,6,20.0,-14.0
book_v31_time_platt,1.0,2.0,block20,9,16,16,1.0,12,4,218.0,186.0
book_v31_time_platt,1.0,2.0,block20,10,16,16,1.0,11,5,97.0,65.0
book_v31_time_platt,1.0,2.0,block20,11,17,16,0.9411764705882353,14,2,364.0,332.0
book_v31_time_platt,1.0,2.0,block20,12,16,16,1.0,9,7,-150.0,-182.0
book_v31_time_platt,1.0,2.0,block20,13,17,17,1.0,13,4,220.0,186.0
book_v31_time_platt,1.0,2.0,block20,14,16,16,1.0,11,5,93.0,61.0
book_v31_time_platt,1.0,2.0,block20,15,17,17,1.0,12,5,71.0,37.0
book_v31_time_platt,1.0,2.0,block20,16,16,16,1.0,14,2,364.0,332.0
book_v31_time_platt,1.0,2.0,block20,17,17,17,1.0,9,8,-174.0,-208.0
book_v31_time_platt,1.0,2.0,block20,18,16,16,1.0,10,6,-1.0,-33.0
book_v31_time_platt,1.0,2.0,block20,19,17,17,1.0,10,7,-53.0,-87.0
book_v32_drift3_platt,2.0,0.0,block10,0,33,30,0.9090909090909091,17,13,-43.0,-43.0
book_v32_drift3_platt,2.0,0.0,block10,1,33,31,0.9393939393939394,14,17,-385.0,-385.0
book_v32_drift3_platt,2.0,0.0,block10,2,33,28,0.8484848484848485,19,9,207.0,207.0
book_v32_drift3_platt,2.0,0.0,block10,3,33,29,0.8787878787878788,19,10,81.0,81.0
book_v32_drift3_platt,2.0,0.0,block10,4,33,27,0.8181818181818182,17,10,-12.0,-12.0
book_v32_drift3_platt,2.0,0.0,block10,5,33,26,0.7878787878787878,20,6,458.0,458.0
book_v32_drift3_platt,2.0,0.0,block10,6,33,28,0.8484848484848485,16,12,-129.0,-129.0
book_v32_drift3_platt,2.0,0.0,block10,7,33,29,0.8787878787878788,20,9,243.0,243.0
book_v32_drift3_platt,2.0,0.0,block10,8,33,29,0.8787878787878788,19,10,198.0,198.0
book_v32_drift3_platt,2.0,0.0,block10,9,33,33,1.0,19,14,20.0,20.0
book_v32_drift3_platt,2.0,0.0,block20,0,17,15,0.8823529411764706,9,6,70.0,70.0
book_v32_drift3_platt,2.0,0.0,block20,1,16,15,0.9375,8,7,-113.0,-113.0
book_v32_drift3_platt,2.0,0.0,block20,2,17,15,0.8823529411764706,6,9,-261.0,-261.0
book_v32_drift3_platt,2.0,0.0,block20,3,16,16,1.0,8,8,-124.0,-124.0
book_v32_drift3_platt,2.0,0.0,block20,4,17,13,0.7647058823529411,10,3,224.0,224.0
book_v32_drift3_platt,2.0,0.0,block20,5,16,15,0.9375,9,6,-17.0,-17.0
book_v32_drift3_platt,2.0,0.0,block20,6,17,13,0.7647058823529411,9,4,127.0,127.0
book_v32_drift3_platt,2.0,0.0,block20,7,16,16,1.0,10,6,-46.0,-46.0
book_v32_drift3_platt,2.0,0.0,block20,8,17,13,0.7647058823529411,9,4,74.0,74.0
book_v32_drift3_platt,2.0,0.0,block20,9,16,14,0.875,8,6,-86.0,-86.0
book_v32_drift3_platt,2.0,0.0,block20,10,16,13,0.8125,9,4,177.0,177.0
book_v32_drift3_platt,2.0,0.0,block20,11,17,13,0.7647058823529411,11,2,281.0,281.0
book_v32_drift3_platt,2.0,0.0,block20,12,16,14,0.875,6,8,-332.0,-332.0
book_v32_drift3_platt,2.0,0.0,block20,13,17,14,0.8235294117647058,10,4,203.0,203.0
book_v32_drift3_platt,2.0,0.0,block20,14,16,13,0.8125,8,5,39.0,39.0
book_v32_drift3_platt,2.0,0.0,block20,15,17,16,0.9411764705882353,12,4,204.0,204.0
book_v32_drift3_platt,2.0,0.0,block20,16,16,14,0.875,9,5,136.0,136.0
book_v32_drift3_platt,2.0,0.0,block20,17,17,15,0.8823529411764706,10,5,62.0,62.0
book_v32_drift3_platt,2.0,0.0,block20,18,16,16,1.0,9,7,2.0,2.0
book_v32_drift3_platt,2.0,0.0,block20,19,17,17,1.0,10,7,18.0,18.0
book_v32_drift3_platt,2.0,1.0,block10,0,33,30,0.9090909090909091,17,13,-43.0,-73.0
book_v32_drift3_platt,2.0,1.0,block10,1,33,31,0.9393939393939394,14,17,-385.0,-416.0
book_v32_drift3_platt,2.0,1.0,block10,2,33,28,0.8484848484848485,19,9,207.0,179.0
book_v32_drift3_platt,2.0,1.0,block10,3,33,29,0.8787878787878788,19,10,81.0,52.0
book_v32_drift3_platt,2.0,1.0,block10,4,33,27,0.8181818181818182,17,10,-12.0,-39.0
book_v32_drift3_platt,2.0,1.0,block10,5,33,26,0.7878787878787878,20,6,458.0,432.0
book_v32_drift3_platt,2.0,1.0,block10,6,33,28,0.8484848484848485,16,12,-129.0,-157.0
book_v32_drift3_platt,2.0,1.0,block10,7,33,29,0.8787878787878788,20,9,243.0,214.0
book_v32_drift3_platt,2.0,1.0,block10,8,33,29,0.8787878787878788,19,10,198.0,169.0
book_v32_drift3_platt,2.0,1.0,block10,9,33,33,1.0,19,14,20.0,-13.0
book_v32_drift3_platt,2.0,1.0,block20,0,17,15,0.8823529411764706,9,6,70.0,55.0
book_v32_drift3_platt,2.0,1.0,block20,1,16,15,0.9375,8,7,-113.0,-128.0
book_v32_drift3_platt,2.0,1.0,block20,2,17,15,0.8823529411764706,6,9,-261.0,-276.0
book_v32_drift3_platt,2.0,1.0,block20,3,16,16,1.0,8,8,-124.0,-140.0
book_v32_drift3_platt,2.0,1.0,block20,4,17,13,0.7647058823529411,10,3,224.0,211.0
book_v32_drift3_platt,2.0,1.0,block20,5,16,15,0.9375,9,6,-17.0,-32.0
book_v32_drift3_platt,2.0,1.0,block20,6,17,13,0.7647058823529411,9,4,127.0,114.0
book_v32_drift3_platt,2.0,1.0,block20,7,16,16,1.0,10,6,-46.0,-62.0
book_v32_drift3_platt,2.0,1.0,block20,8,17,13,0.7647058823529411,9,4,74.0,61.0
book_v32_drift3_platt,2.0,1.0,block20,9,16,14,0.875,8,6,-86.0,-100.0
book_v32_drift3_platt,2.0,1.0,block20,10,16,13,0.8125,9,4,177.0,164.0
book_v32_drift3_platt,2.0,1.0,block20,11,17,13,0.7647058823529411,11,2,281.0,268.0
book_v32_drift3_platt,2.0,1.0,block20,12,16,14,0.875,6,8,-332.0,-346.0
book_v32_drift3_platt,2.0,1.0,block20,13,17,14,0.8235294117647058,10,4,203.0,189.0
book_v32_drift3_platt,2.0,1.0,block20,14,16,13,0.8125,8,5,39.0,26.0
book_v32_drift3_platt,2.0,1.0,block20,15,17,16,0.9411764705882353,12,4,204.0,188.0
book_v32_drift3_platt,2.0,1.0,block20,16,16,14,0.875,9,5,136.0,122.0
book_v32_drift3_platt,2.0,1.0,block20,17,17,15,0.8823529411764706,10,5,62.0,47.0
book_v32_drift3_platt,2.0,1.0,block20,18,16,16,1.0,9,7,2.0,-14.0
book_v32_drift3_platt,2.0,1.0,block20,19,17,17,1.0,10,7,18.0,1.0
book_v32_drift3_platt,2.0,2.0,block10,0,33,30,0.9090909090909091,17,13,-43.0,-103.0
book_v32_drift3_platt,2.0,2.0,block10,1,33,31,0.9393939393939394,14,17,-385.0,-447.0
book_v32_drift3_platt,2.0,2.0,block10,2,33,28,0.8484848484848485,19,9,207.0,151.0
book_v32_drift3_platt,2.0,2.0,block10,3,33,29,0.8787878787878788,19,10,81.0,23.0
book_v32_drift3_platt,2.0,2.0,block10,4,33,27,0.8181818181818182,17,10,-12.0,-66.0
book_v32_drift3_platt,2.0,2.0,block10,5,33,26,0.7878787878787878,20,6,458.0,406.0
book_v32_drift3_platt,2.0,2.0,block10,6,33,28,0.8484848484848485,16,12,-129.0,-185.0
book_v32_drift3_platt,2.0,2.0,block10,7,33,29,0.8787878787878788,20,9,243.0,185.0
book_v32_drift3_platt,2.0,2.0,block10,8,33,29,0.8787878787878788,19,10,198.0,140.0
book_v32_drift3_platt,2.0,2.0,block10,9,33,33,1.0,19,14,20.0,-46.0
book_v32_drift3_platt,2.0,2.0,block20,0,17,15,0.8823529411764706,9,6,70.0,40.0
book_v32_drift3_platt,2.0,2.0,block20,1,16,15,0.9375,8,7,-113.0,-143.0
book_v32_drift3_platt,2.0,2.0,block20,2,17,15,0.8823529411764706,6,9,-261.0,-291.0
book_v32_drift3_platt,2.0,2.0,block20,3,16,16,1.0,8,8,-124.0,-156.0
book_v32_drift3_platt,2.0,2.0,block20,4,17,13,0.7647058823529411,10,3,224.0,198.0
book_v32_drift3_platt,2.0,2.0,block20,5,16,15,0.9375,9,6,-17.0,-47.0
book_v32_drift3_platt,2.0,2.0,block20,6,17,13,0.7647058823529411,9,4,127.0,101.0
book_v32_drift3_platt,2.0,2.0,block20,7,16,16,1.0,10,6,-46.0,-78.0
book_v32_drift3_platt,2.0,2.0,block20,8,17,13,0.7647058823529411,9,4,74.0,48.0
book_v32_drift3_platt,2.0,2.0,block20,9,16,14,0.875,8,6,-86.0,-114.0
book_v32_drift3_platt,2.0,2.0,block20,10,16,13,0.8125,9,4,177.0,151.0
book_v32_drift3_platt,2.0,2.0,block20,11,17,13,0.7647058823529411,11,2,281.0,255.0
book_v32_drift3_platt,2.0,2.0,block20,12,16,14,0.875,6,8,-332.0,-360.0
book_v32_drift3_platt,2.0,2.0,block20,13,17,14,0.8235294117647058,10,4,203.0,175.0
book_v32_drift3_platt,2.0,2.0,block20,14,16,13,0.8125,8,5,39.0,13.0
book_v32_drift3_platt,2.0,2.0,block20,15,17,16,0.9411764705882353,12,4,204.0,172.0
book_v32_drift3_platt,2.0,2.0,block20,16,16,14,0.875,9,5,136.0,108.0
book_v32_drift3_platt,2.0,2.0,block20,17,17,15,0.8823529411764706,10,5,62.0,32.0
book_v32_drift3_platt,2.0,2.0,block20,18,16,16,1.0,9,7,2.0,-30.0
book_v32_drift3_platt,2.0,2.0,block20,19,17,17,1.0,10,7,18.0,-16.0
book_v33_platt,2.5,0.0,block10,0,33,28,0.8484848484848485,16,12,-75.0,-75.0
book_v33_platt,2.5,0.0,block10,1,33,27,0.8181818181818182,14,13,-277.0,-277.0
book_v33_platt,2.5,0.0,block10,2,33,23,0.696969696969697,18,5,431.0,431.0
book_v33_platt,2.5,0.0,block10,3,33,25,0.7575757575757576,17,8,128.0,128.0
book_v33_platt,2.5,0.0,block10,4,33,25,0.7575757575757576,17,8,95.0,95.0
book_v33_platt,2.5,0.0,block10,5,33,21,0.6363636363636364,17,4,488.0,488.0
book_v33_platt,2.5,0.0,block10,6,33,25,0.7575757575757576,15,10,-81.0,-81.0
book_v33_platt,2.5,0.0,block10,7,33,27,0.8181818181818182,16,11,-34.0,-34.0
book_v33_platt,2.5,0.0,block10,8,33,26,0.7878787878787878,21,5,464.0,464.0
book_v33_platt,2.5,0.0,block10,9,33,30,0.9090909090909091,17,13,-105.0,-105.0
book_v33_platt,2.5,0.0,block20,0,17,15,0.8823529411764706,9,6,37.0,37.0
book_v33_platt,2.5,0.0,block20,1,16,13,0.8125,7,6,-112.0,-112.0
book_v33_platt,2.5,0.0,block20,2,17,12,0.7058823529411765,6,6,-149.0,-149.0
book_v33_platt,2.5,0.0,block20,3,16,15,0.9375,8,7,-128.0,-128.0
book_v33_platt,2.5,0.0,block20,4,17,9,0.5294117647058824,9,0,351.0,351.0
book_v33_platt,2.5,0.0,block20,5,16,14,0.875,9,5,80.0,80.0
book_v33_platt,2.5,0.0,block20,6,17,13,0.7647058823529411,9,4,110.0,110.0
book_v33_platt,2.5,0.0,block20,7,16,12,0.75,8,4,18.0,18.0
book_v33_platt,2.5,0.0,block20,8,17,12,0.7058823529411765,8,4,46.0,46.0
book_v33_platt,2.5,0.0,block20,9,16,13,0.8125,9,4,49.0,49.0
book_v33_platt,2.5,0.0,block20,10,16,11,0.6875,8,3,196.0,196.0
book_v33_platt,2.5,0.0,block20,11,17,10,0.5882352941176471,9,1,292.0,292.0
book_v33_platt,2.5,0.0,block20,12,16,11,0.6875,5,6,-208.0,-208.0
book_v33_platt,2.5,0.0,block20,13,17,14,0.8235294117647058,10,4,127.0,127.0
book_v33_platt,2.5,0.0,block20,14,16,13,0.8125,8,5,9.0,9.0
book_v33_platt,2.5,0.0,block20,15,17,14,0.8235294117647058,8,6,-43.0,-43.0
book_v33_platt,2.5,0.0,block20,16,16,13,0.8125,10,3,178.0,178.0
book_v33_platt,2.5,0.0,block20,17,17,13,0.7647058823529411,11,2,286.0,286.0
book_v33_platt,2.5,0.0,block20,18,16,15,0.9375,9,6,-23.0,-23.0
book_v33_platt,2.5,0.0,block20,19,17,15,0.8823529411764706,8,7,-82.0,-82.0
book_v33_platt,2.5,1.0,block10,0,33,28,0.8484848484848485,16,12,-75.0,-103.0
book_v33_platt,2.5,1.0,block10,1,33,27,0.8181818181818182,14,13,-277.0,-304.0
book_v33_platt,2.5,1.0,block10,2,33,23,0.696969696969697,18,5,431.0,408.0
book_v33_platt,2.5,1.0,block10,3,33,25,0.7575757575757576,17,8,128.0,103.0
book_v33_platt,2.5,1.0,block10,4,33,25,0.7575757575757576,17,8,95.0,70.0
book_v33_platt,2.5,1.0,block10,5,33,21,0.6363636363636364,17,4,488.0,467.0
book_v33_platt,2.5,1.0,block10,6,33,25,0.7575757575757576,15,10,-81.0,-106.0
book_v33_platt,2.5,1.0,block10,7,33,27,0.8181818181818182,16,11,-34.0,-61.0
book_v33_platt,2.5,1.0,block10,8,33,26,0.7878787878787878,21,5,464.0,438.0
book_v33_platt,2.5,1.0,block10,9,33,30,0.9090909090909091,17,13,-105.0,-135.0
book_v33_platt,2.5,1.0,block20,0,17,15,0.8823529411764706,9,6,37.0,22.0
book_v33_platt,2.5,1.0,block20,1,16,13,0.8125,7,6,-112.0,-125.0
book_v33_platt,2.5,1.0,block20,2,17,12,0.7058823529411765,6,6,-149.0,-161.0
book_v33_platt,2.5,1.0,block20,3,16,15,0.9375,8,7,-128.0,-143.0
book_v33_platt,2.5,1.0,block20,4,17,9,0.5294117647058824,9,0,351.0,342.0
book_v33_platt,2.5,1.0,block20,5,16,14,0.875,9,5,80.0,66.0
book_v33_platt,2.5,1.0,block20,6,17,13,0.7647058823529411,9,4,110.0,97.0
book_v33_platt,2.5,1.0,block20,7,16,12,0.75,8,4,18.0,6.0
book_v33_platt,2.5,1.0,block20,8,17,12,0.7058823529411765,8,4,46.0,34.0
book_v33_platt,2.5,1.0,block20,9,16,13,0.8125,9,4,49.0,36.0
book_v33_platt,2.5,1.0,block20,10,16,11,0.6875,8,3,196.0,185.0
book_v33_platt,2.5,1.0,block20,11,17,10,0.5882352941176471,9,1,292.0,282.0
book_v33_platt,2.5,1.0,block20,12,16,11,0.6875,5,6,-208.0,-219.0
book_v33_platt,2.5,1.0,block20,13,17,14,0.8235294117647058,10,4,127.0,113.0
book_v33_platt,2.5,1.0,block20,14,16,13,0.8125,8,5,9.0,-4.0
book_v33_platt,2.5,1.0,block20,15,17,14,0.8235294117647058,8,6,-43.0,-57.0
book_v33_platt,2.5,1.0,block20,16,16,13,0.8125,10,3,178.0,165.0
book_v33_platt,2.5,1.0,block20,17,17,13,0.7647058823529411,11,2,286.0,273.0
book_v33_platt,2.5,1.0,block20,18,16,15,0.9375,9,6,-23.0,-38.0
book_v33_platt,2.5,1.0,block20,19,17,15,0.8823529411764706,8,7,-82.0,-97.0
book_v33_platt,2.5,2.0,block10,0,33,28,0.8484848484848485,16,12,-75.0,-131.0
book_v33_platt,2.5,2.0,block10,1,33,27,0.8181818181818182,14,13,-277.0,-331.0
book_v33_platt,2.5,2.0,block10,2,33,23,0.696969696969697,18,5,431.0,385.0
book_v33_platt,2.5,2.0,block10,3,33,25,0.7575757575757576,17,8,128.0,78.0
book_v33_platt,2.5,2.0,block10,4,33,25,0.7575757575757576,17,8,95.0,45.0
book_v33_platt,2.5,2.0,block10,5,33,21,0.6363636363636364,17,4,488.0,446.0
book_v33_platt,2.5,2.0,block10,6,33,25,0.7575757575757576,15,10,-81.0,-131.0
book_v33_platt,2.5,2.0,block10,7,33,27,0.8181818181818182,16,11,-34.0,-88.0
book_v33_platt,2.5,2.0,block10,8,33,26,0.7878787878787878,21,5,464.0,412.0
book_v33_platt,2.5,2.0,block10,9,33,30,0.9090909090909091,17,13,-105.0,-165.0
book_v33_platt,2.5,2.0,block20,0,17,15,0.8823529411764706,9,6,37.0,7.0
book_v33_platt,2.5,2.0,block20,1,16,13,0.8125,7,6,-112.0,-138.0
book_v33_platt,2.5,2.0,block20,2,17,12,0.7058823529411765,6,6,-149.0,-173.0
book_v33_platt,2.5,2.0,block20,3,16,15,0.9375,8,7,-128.0,-158.0
book_v33_platt,2.5,2.0,block20,4,17,9,0.5294117647058824,9,0,351.0,333.0
book_v33_platt,2.5,2.0,block20,5,16,14,0.875,9,5,80.0,52.0
book_v33_platt,2.5,2.0,block20,6,17,13,0.7647058823529411,9,4,110.0,84.0
book_v33_platt,2.5,2.0,block20,7,16,12,0.75,8,4,18.0,-6.0
book_v33_platt,2.5,2.0,block20,8,17,12,0.7058823529411765,8,4,46.0,22.0
book_v33_platt,2.5,2.0,block20,9,16,13,0.8125,9,4,49.0,23.0
book_v33_platt,2.5,2.0,block20,10,16,11,0.6875,8,3,196.0,174.0
book_v33_platt,2.5,2.0,block20,11,17,10,0.5882352941176471,9,1,292.0,272.0
book_v33_platt,2.5,2.0,block20,12,16,11,0.6875,5,6,-208.0,-230.0
book_v33_platt,2.5,2.0,block20,13,17,14,0.8235294117647058,10,4,127.0,99.0
book_v33_platt,2.5,2.0,block20,14,16,13,0.8125,8,5,9.0,-17.0
book_v33_platt,2.5,2.0,block20,15,17,14,0.8235294117647058,8,6,-43.0,-71.0
book_v33_platt,2.5,2.0,block20,16,16,13,0.8125,10,3,178.0,152.0
book_v33_platt,2.5,2.0,block20,17,17,13,0.7647058823529411,11,2,286.0,260.0
book_v33_platt,2.5,2.0,block20,18,16,15,0.9375,9,6,-23.0,-53.0
book_v33_platt,2.5,2.0,block20,19,17,15,0.8823529411764706,8,7,-82.0,-112.0
book_v31_platt,2.0,0.0,block10,0,33,30,0.9090909090909091,17,13,-45.0,-45.0
book_v31_platt,2.0,0.0,block10,1,33,30,0.9090909090909091,15,15,-273.0,-273.0
book_v31_platt,2.0,0.0,block10,2,33,29,0.8787878787878788,21,8,301.0,301.0
book_v31_platt,2.0,0.0,block10,3,33,30,0.9090909090909091,19,11,-15.0,-15.0
book_v31_platt,2.0,0.0,block10,4,33,28,0.8484848484848485,18,10,22.0,22.0
book_v31_platt,2.0,0.0,block10,5,33,27,0.8181818181818182,22,5,571.0,571.0
book_v31_platt,2.0,0.0,block10,6,33,29,0.8787878787878788,17,12,-68.0,-68.0
book_v31_platt,2.0,0.0,block10,7,33,30,0.9090909090909091,20,10,167.0,167.0
book_v31_platt,2.0,0.0,block10,8,33,29,0.8787878787878788,21,8,360.0,360.0
book_v31_platt,2.0,0.0,block10,9,33,33,1.0,19,14,-103.0,-103.0
book_v31_platt,2.0,0.0,block20,0,17,15,0.8823529411764706,9,6,64.0,64.0
book_v31_platt,2.0,0.0,block20,1,16,15,0.9375,8,7,-109.0,-109.0
book_v31_platt,2.0,0.0,block20,2,17,14,0.8235294117647058,7,7,-147.0,-147.0
book_v31_platt,2.0,0.0,block20,3,16,16,1.0,8,8,-126.0,-126.0
book_v31_platt,2.0,0.0,block20,4,17,13,0.7647058823529411,11,2,290.0,290.0
book_v31_platt,2.0,0.0,block20,5,16,16,1.0,10,6,11.0,11.0
book_v31_platt,2.0,0.0,block20,6,17,14,0.8235294117647058,10,4,146.0,146.0
book_v31_platt,2.0,0.0,block20,7,16,16,1.0,9,7,-161.0,-161.0
book_v31_platt,2.0,0.0,block20,8,17,14,0.8235294117647058,10,4,108.0,108.0
book_v31_platt,2.0,0.0,block20,9,16,14,0.875,8,6,-86.0,-86.0
book_v31_platt,2.0,0.0,block20,10,16,14,0.875,10,4,241.0,241.0
book_v31_platt,2.0,0.0,block20,11,17,13,0.7647058823529411,12,1,330.0,330.0
book_v31_platt,2.0,0.0,block20,12,16,14,0.875,6,8,-291.0,-291.0
book_v31_platt,2.0,0.0,block20,13,17,15,0.8823529411764706,11,4,223.0,223.0
book_v31_platt,2.0,0.0,block20,14,16,14,0.875,8,6,-9.0,-9.0
book_v31_platt,2.0,0.0,block20,15,17,16,0.9411764705882353,12,4,176.0,176.0
book_v31_platt,2.0,0.0,block20,16,16,14,0.875,10,4,169.0,169.0
book_v31_platt,2.0,0.0,block20,17,17,15,0.8823529411764706,11,4,191.0,191.0
book_v31_platt,2.0,0.0,block20,18,16,16,1.0,9,7,-111.0,-111.0
book_v31_platt,2.0,0.0,block20,19,17,17,1.0,10,7,8.0,8.0
book_v31_platt,2.0,1.0,block10,0,33,30,0.9090909090909091,17,13,-45.0,-75.0
book_v31_platt,2.0,1.0,block10,1,33,30,0.9090909090909091,15,15,-273.0,-303.0
book_v31_platt,2.0,1.0,block10,2,33,29,0.8787878787878788,21,8,301.0,272.0
book_v31_platt,2.0,1.0,block10,3,33,30,0.9090909090909091,19,11,-15.0,-45.0
book_v31_platt,2.0,1.0,block10,4,33,28,0.8484848484848485,18,10,22.0,-6.0
book_v31_platt,2.0,1.0,block10,5,33,27,0.8181818181818182,22,5,571.0,544.0
book_v31_platt,2.0,1.0,block10,6,33,29,0.8787878787878788,17,12,-68.0,-97.0
book_v31_platt,2.0,1.0,block10,7,33,30,0.9090909090909091,20,10,167.0,137.0
book_v31_platt,2.0,1.0,block10,8,33,29,0.8787878787878788,21,8,360.0,331.0
book_v31_platt,2.0,1.0,block10,9,33,33,1.0,19,14,-103.0,-136.0
book_v31_platt,2.0,1.0,block20,0,17,15,0.8823529411764706,9,6,64.0,49.0
book_v31_platt,2.0,1.0,block20,1,16,15,0.9375,8,7,-109.0,-124.0
book_v31_platt,2.0,1.0,block20,2,17,14,0.8235294117647058,7,7,-147.0,-161.0
book_v31_platt,2.0,1.0,block20,3,16,16,1.0,8,8,-126.0,-142.0
book_v31_platt,2.0,1.0,block20,4,17,13,0.7647058823529411,11,2,290.0,277.0
book_v31_platt,2.0,1.0,block20,5,16,16,1.0,10,6,11.0,-5.0
book_v31_platt,2.0,1.0,block20,6,17,14,0.8235294117647058,10,4,146.0,132.0
book_v31_platt,2.0,1.0,block20,7,16,16,1.0,9,7,-161.0,-177.0
book_v31_platt,2.0,1.0,block20,8,17,14,0.8235294117647058,10,4,108.0,94.0
book_v31_platt,2.0,1.0,block20,9,16,14,0.875,8,6,-86.0,-100.0
book_v31_platt,2.0,1.0,block20,10,16,14,0.875,10,4,241.0,227.0
book_v31_platt,2.0,1.0,block20,11,17,13,0.7647058823529411,12,1,330.0,317.0
book_v31_platt,2.0,1.0,block20,12,16,14,0.875,6,8,-291.0,-305.0
book_v31_platt,2.0,1.0,block20,13,17,15,0.8823529411764706,11,4,223.0,208.0
book_v31_platt,2.0,1.0,block20,14,16,14,0.875,8,6,-9.0,-23.0
book_v31_platt,2.0,1.0,block20,15,17,16,0.9411764705882353,12,4,176.0,160.0
book_v31_platt,2.0,1.0,block20,16,16,14,0.875,10,4,169.0,155.0
book_v31_platt,2.0,1.0,block20,17,17,15,0.8823529411764706,11,4,191.0,176.0
book_v31_platt,2.0,1.0,block20,18,16,16,1.0,9,7,-111.0,-127.0
book_v31_platt,2.0,1.0,block20,19,17,17,1.0,10,7,8.0,-9.0
book_v31_platt,2.0,2.0,block10,0,33,30,0.9090909090909091,17,13,-45.0,-105.0
book_v31_platt,2.0,2.0,block10,1,33,30,0.9090909090909091,15,15,-273.0,-333.0
book_v31_platt,2.0,2.0,block10,2,33,29,0.8787878787878788,21,8,301.0,243.0
book_v31_platt,2.0,2.0,block10,3,33,30,0.9090909090909091,19,11,-15.0,-75.0
book_v31_platt,2.0,2.0,block10,4,33,28,0.8484848484848485,18,10,22.0,-34.0
