policy,model,edge_floor_cents,ask_cap_cents,pside_floor,book_side_floor,cost_cents,all_coverage,all_selected,all_net_after_cost_cents,train_coverage,train_selected,train_net_after_cost_cents,validation_coverage,validation_selected,validation_net_after_cost_cents,holdout_coverage,holdout_selected,holdout_net_after_cost_cents,block10_positive,block10_worst_net_cents
book_time_v32drift85_edge0_ask100_pside0_book0.55,book_time_v32drift85,0.0,100.0,0.0,0.55,0.0,0.996969696969697,329,1198.0,0.9949494949494949,197,1090.0,1.0,66,-34.0,1.0,66,142.0,7,-362.0
book_time_v32drift85_edge0_ask100_pside0_book0.55,book_time_v32drift85,0.0,100.0,0.0,0.55,1.0,0.996969696969697,329,869.0,0.9949494949494949,197,893.0,1.0,66,-100.0,1.0,66,76.0,7,-395.0
book_time_v32drift85_edge0_ask100_pside0_book0.55,book_time_v32drift85,0.0,100.0,0.0,0.55,2.0,0.996969696969697,329,540.0,0.9949494949494949,197,696.0,1.0,66,-166.0,1.0,66,10.0,7,-428.0
book_time_v32drift85_edge0_ask100_pside0_book0.6,book_time_v32drift85,0.0,100.0,0.0,0.6,0.0,0.996969696969697,329,1586.0,0.9949494949494949,197,1128.0,1.0,66,27.0,1.0,66,431.0,6,-188.0
book_time_v32drift85_edge0_ask100_pside0_book0.6,book_time_v32drift85,0.0,100.0,0.0,0.6,1.0,0.996969696969697,329,1257.0,0.9949494949494949,197,931.0,1.0,66,-39.0,1.0,66,365.0,6,-221.0
book_time_v32drift85_edge0_ask100_pside0_book0.6,book_time_v32drift85,0.0,100.0,0.0,0.6,2.0,0.996969696969697,329,928.0,0.9949494949494949,197,734.0,1.0,66,-105.0,1.0,66,299.0,6,-254.0
book_time_v32drift85_edge0_ask100_pside0_book0.65,book_time_v32drift85,0.0,100.0,0.0,0.65,0.0,0.996969696969697,329,461.0,0.9949494949494949,197,422.0,1.0,66,26.0,1.0,66,13.0,6,-512.0
book_time_v32drift85_edge0_ask100_pside0_book0.65,book_time_v32drift85,0.0,100.0,0.0,0.65,1.0,0.996969696969697,329,132.0,0.9949494949494949,197,225.0,1.0,66,-40.0,1.0,66,-53.0,6,-545.0
book_time_v32drift85_edge0_ask100_pside0_book0.65,book_time_v32drift85,0.0,100.0,0.0,0.65,2.0,0.996969696969697,329,-197.0,0.9949494949494949,197,28.0,1.0,66,-106.0,1.0,66,-119.0,5,-578.0
book_time_v32drift85_edge0_ask100_pside0.55_book0,book_time_v32drift85,0.0,100.0,0.55,0.0,0.0,0.996969696969697,329,986.0,0.9949494949494949,197,759.0,1.0,66,-42.0,1.0,66,269.0,6,-194.0
book_time_v32drift85_edge0_ask100_pside0.55_book0,book_time_v32drift85,0.0,100.0,0.55,0.0,1.0,0.996969696969697,329,657.0,0.9949494949494949,197,562.0,1.0,66,-108.0,1.0,66,203.0,6,-227.0
book_time_v32drift85_edge0_ask100_pside0.55_book0,book_time_v32drift85,0.0,100.0,0.55,0.0,2.0,0.996969696969697,329,328.0,0.9949494949494949,197,365.0,1.0,66,-174.0,1.0,66,137.0,6,-260.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.52,book_time_v32drift85,0.0,100.0,0.55,0.52,0.0,0.996969696969697,329,977.0,0.9949494949494949,197,757.0,1.0,66,-42.0,1.0,66,262.0,6,-194.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.52,book_time_v32drift85,0.0,100.0,0.55,0.52,1.0,0.996969696969697,329,648.0,0.9949494949494949,197,560.0,1.0,66,-108.0,1.0,66,196.0,6,-227.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.52,book_time_v32drift85,0.0,100.0,0.55,0.52,2.0,0.996969696969697,329,319.0,0.9949494949494949,197,363.0,1.0,66,-174.0,1.0,66,130.0,6,-260.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.55,book_time_v32drift85,0.0,100.0,0.55,0.55,0.0,0.996969696969697,329,1198.0,0.9949494949494949,197,1090.0,1.0,66,-34.0,1.0,66,142.0,7,-362.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.55,book_time_v32drift85,0.0,100.0,0.55,0.55,1.0,0.996969696969697,329,869.0,0.9949494949494949,197,893.0,1.0,66,-100.0,1.0,66,76.0,7,-395.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.55,book_time_v32drift85,0.0,100.0,0.55,0.55,2.0,0.996969696969697,329,540.0,0.9949494949494949,197,696.0,1.0,66,-166.0,1.0,66,10.0,7,-428.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.6,book_time_v32drift85,0.0,100.0,0.55,0.6,0.0,0.996969696969697,329,1586.0,0.9949494949494949,197,1128.0,1.0,66,27.0,1.0,66,431.0,6,-188.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.6,book_time_v32drift85,0.0,100.0,0.55,0.6,1.0,0.996969696969697,329,1257.0,0.9949494949494949,197,931.0,1.0,66,-39.0,1.0,66,365.0,6,-221.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.6,book_time_v32drift85,0.0,100.0,0.55,0.6,2.0,0.996969696969697,329,928.0,0.9949494949494949,197,734.0,1.0,66,-105.0,1.0,66,299.0,6,-254.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.65,book_time_v32drift85,0.0,100.0,0.55,0.65,0.0,0.996969696969697,329,461.0,0.9949494949494949,197,422.0,1.0,66,26.0,1.0,66,13.0,6,-512.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.65,book_time_v32drift85,0.0,100.0,0.55,0.65,1.0,0.996969696969697,329,132.0,0.9949494949494949,197,225.0,1.0,66,-40.0,1.0,66,-53.0,6,-545.0
book_time_v32drift85_edge0_ask100_pside0.55_book0.65,book_time_v32drift85,0.0,100.0,0.55,0.65,2.0,0.996969696969697,329,-197.0,0.9949494949494949,197,28.0,1.0,66,-106.0,1.0,66,-119.0,5,-578.0
book_time_v32drift85_edge0_ask100_pside0.6_book0,book_time_v32drift85,0.0,100.0,0.6,0.0,0.0,0.996969696969697,329,1689.0,0.9949494949494949,197,1286.0,1.0,66,-106.0,1.0,66,509.0,7,-258.0
book_time_v32drift85_edge0_ask100_pside0.6_book0,book_time_v32drift85,0.0,100.0,0.6,0.0,1.0,0.996969696969697,329,1360.0,0.9949494949494949,197,1089.0,1.0,66,-172.0,1.0,66,443.0,7,-291.0
book_time_v32drift85_edge0_ask100_pside0.6_book0,book_time_v32drift85,0.0,100.0,0.6,0.0,2.0,0.996969696969697,329,1031.0,0.9949494949494949,197,892.0,1.0,66,-238.0,1.0,66,377.0,7,-324.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.52,book_time_v32drift85,0.0,100.0,0.6,0.52,0.0,0.996969696969697,329,1689.0,0.9949494949494949,197,1286.0,1.0,66,-106.0,1.0,66,509.0,7,-258.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.52,book_time_v32drift85,0.0,100.0,0.6,0.52,1.0,0.996969696969697,329,1360.0,0.9949494949494949,197,1089.0,1.0,66,-172.0,1.0,66,443.0,7,-291.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.52,book_time_v32drift85,0.0,100.0,0.6,0.52,2.0,0.996969696969697,329,1031.0,0.9949494949494949,197,892.0,1.0,66,-238.0,1.0,66,377.0,7,-324.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.55,book_time_v32drift85,0.0,100.0,0.6,0.55,0.0,0.996969696969697,329,1689.0,0.9949494949494949,197,1286.0,1.0,66,-106.0,1.0,66,509.0,7,-258.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.55,book_time_v32drift85,0.0,100.0,0.6,0.55,1.0,0.996969696969697,329,1360.0,0.9949494949494949,197,1089.0,1.0,66,-172.0,1.0,66,443.0,7,-291.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.55,book_time_v32drift85,0.0,100.0,0.6,0.55,2.0,0.996969696969697,329,1031.0,0.9949494949494949,197,892.0,1.0,66,-238.0,1.0,66,377.0,7,-324.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.6,book_time_v32drift85,0.0,100.0,0.6,0.6,0.0,0.996969696969697,329,1586.0,0.9949494949494949,197,1128.0,1.0,66,27.0,1.0,66,431.0,6,-188.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.6,book_time_v32drift85,0.0,100.0,0.6,0.6,1.0,0.996969696969697,329,1257.0,0.9949494949494949,197,931.0,1.0,66,-39.0,1.0,66,365.0,6,-221.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.6,book_time_v32drift85,0.0,100.0,0.6,0.6,2.0,0.996969696969697,329,928.0,0.9949494949494949,197,734.0,1.0,66,-105.0,1.0,66,299.0,6,-254.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.65,book_time_v32drift85,0.0,100.0,0.6,0.65,0.0,0.996969696969697,329,461.0,0.9949494949494949,197,422.0,1.0,66,26.0,1.0,66,13.0,6,-512.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.65,book_time_v32drift85,0.0,100.0,0.6,0.65,1.0,0.996969696969697,329,132.0,0.9949494949494949,197,225.0,1.0,66,-40.0,1.0,66,-53.0,6,-545.0
book_time_v32drift85_edge0_ask100_pside0.6_book0.65,book_time_v32drift85,0.0,100.0,0.6,0.65,2.0,0.996969696969697,329,-197.0,0.9949494949494949,197,28.0,1.0,66,-106.0,1.0,66,-119.0,5,-578.0
book_time_v32drift85_edge0_ask100_pside0.65_book0,book_time_v32drift85,0.0,100.0,0.65,0.0,0.0,0.996969696969697,329,1216.0,0.9949494949494949,197,825.0,1.0,66,114.0,1.0,66,277.0,7,-430.0
book_time_v32drift85_edge0_ask100_pside0.65_book0,book_time_v32drift85,0.0,100.0,0.65,0.0,1.0,0.996969696969697,329,887.0,0.9949494949494949,197,628.0,1.0,66,48.0,1.0,66,211.0,6,-463.0
book_time_v32drift85_edge0_ask100_pside0.65_book0,book_time_v32drift85,0.0,100.0,0.65,0.0,2.0,0.996969696969697,329,558.0,0.9949494949494949,197,431.0,1.0,66,-18.0,1.0,66,145.0,6,-496.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.52,book_time_v32drift85,0.0,100.0,0.65,0.52,0.0,0.996969696969697,329,1216.0,0.9949494949494949,197,825.0,1.0,66,114.0,1.0,66,277.0,7,-430.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.52,book_time_v32drift85,0.0,100.0,0.65,0.52,1.0,0.996969696969697,329,887.0,0.9949494949494949,197,628.0,1.0,66,48.0,1.0,66,211.0,6,-463.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.52,book_time_v32drift85,0.0,100.0,0.65,0.52,2.0,0.996969696969697,329,558.0,0.9949494949494949,197,431.0,1.0,66,-18.0,1.0,66,145.0,6,-496.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.55,book_time_v32drift85,0.0,100.0,0.65,0.55,0.0,0.996969696969697,329,1216.0,0.9949494949494949,197,825.0,1.0,66,114.0,1.0,66,277.0,7,-430.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.55,book_time_v32drift85,0.0,100.0,0.65,0.55,1.0,0.996969696969697,329,887.0,0.9949494949494949,197,628.0,1.0,66,48.0,1.0,66,211.0,6,-463.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.55,book_time_v32drift85,0.0,100.0,0.65,0.55,2.0,0.996969696969697,329,558.0,0.9949494949494949,197,431.0,1.0,66,-18.0,1.0,66,145.0,6,-496.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.6,book_time_v32drift85,0.0,100.0,0.65,0.6,0.0,0.996969696969697,329,1216.0,0.9949494949494949,197,825.0,1.0,66,114.0,1.0,66,277.0,7,-430.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.6,book_time_v32drift85,0.0,100.0,0.65,0.6,1.0,0.996969696969697,329,887.0,0.9949494949494949,197,628.0,1.0,66,48.0,1.0,66,211.0,6,-463.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.6,book_time_v32drift85,0.0,100.0,0.65,0.6,2.0,0.996969696969697,329,558.0,0.9949494949494949,197,431.0,1.0,66,-18.0,1.0,66,145.0,6,-496.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.65,book_time_v32drift85,0.0,100.0,0.65,0.65,0.0,0.996969696969697,329,461.0,0.9949494949494949,197,422.0,1.0,66,26.0,1.0,66,13.0,6,-512.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.65,book_time_v32drift85,0.0,100.0,0.65,0.65,1.0,0.996969696969697,329,132.0,0.9949494949494949,197,225.0,1.0,66,-40.0,1.0,66,-53.0,6,-545.0
book_time_v32drift85_edge0_ask100_pside0.65_book0.65,book_time_v32drift85,0.0,100.0,0.65,0.65,2.0,0.996969696969697,329,-197.0,0.9949494949494949,197,28.0,1.0,66,-106.0,1.0,66,-119.0,5,-578.0
book_time_v32drift85_edge0_ask100_pside0.7_book0,book_time_v32drift85,0.0,100.0,0.7,0.0,0.0,0.996969696969697,329,111.0,0.9949494949494949,197,540.0,1.0,66,-277.0,1.0,66,-152.0,6,-508.0
book_time_v32drift85_edge0_ask100_pside0.7_book0,book_time_v32drift85,0.0,100.0,0.7,0.0,1.0,0.996969696969697,329,-218.0,0.9949494949494949,197,343.0,1.0,66,-343.0,1.0,66,-218.0,5,-541.0
book_time_v32drift85_edge0_ask100_pside0.7_book0,book_time_v32drift85,0.0,100.0,0.7,0.0,2.0,0.996969696969697,329,-547.0,0.9949494949494949,197,146.0,1.0,66,-409.0,1.0,66,-284.0,3,-574.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.52,book_time_v32drift85,0.0,100.0,0.7,0.52,0.0,0.996969696969697,329,111.0,0.9949494949494949,197,540.0,1.0,66,-277.0,1.0,66,-152.0,6,-508.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.52,book_time_v32drift85,0.0,100.0,0.7,0.52,1.0,0.996969696969697,329,-218.0,0.9949494949494949,197,343.0,1.0,66,-343.0,1.0,66,-218.0,5,-541.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.52,book_time_v32drift85,0.0,100.0,0.7,0.52,2.0,0.996969696969697,329,-547.0,0.9949494949494949,197,146.0,1.0,66,-409.0,1.0,66,-284.0,3,-574.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.55,book_time_v32drift85,0.0,100.0,0.7,0.55,0.0,0.996969696969697,329,111.0,0.9949494949494949,197,540.0,1.0,66,-277.0,1.0,66,-152.0,6,-508.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.55,book_time_v32drift85,0.0,100.0,0.7,0.55,1.0,0.996969696969697,329,-218.0,0.9949494949494949,197,343.0,1.0,66,-343.0,1.0,66,-218.0,5,-541.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.55,book_time_v32drift85,0.0,100.0,0.7,0.55,2.0,0.996969696969697,329,-547.0,0.9949494949494949,197,146.0,1.0,66,-409.0,1.0,66,-284.0,3,-574.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.6,book_time_v32drift85,0.0,100.0,0.7,0.6,0.0,0.996969696969697,329,111.0,0.9949494949494949,197,540.0,1.0,66,-277.0,1.0,66,-152.0,6,-508.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.6,book_time_v32drift85,0.0,100.0,0.7,0.6,1.0,0.996969696969697,329,-218.0,0.9949494949494949,197,343.0,1.0,66,-343.0,1.0,66,-218.0,5,-541.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.6,book_time_v32drift85,0.0,100.0,0.7,0.6,2.0,0.996969696969697,329,-547.0,0.9949494949494949,197,146.0,1.0,66,-409.0,1.0,66,-284.0,3,-574.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.65,book_time_v32drift85,0.0,100.0,0.7,0.65,0.0,0.996969696969697,329,111.0,0.9949494949494949,197,540.0,1.0,66,-277.0,1.0,66,-152.0,6,-508.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.65,book_time_v32drift85,0.0,100.0,0.7,0.65,1.0,0.996969696969697,329,-218.0,0.9949494949494949,197,343.0,1.0,66,-343.0,1.0,66,-218.0,5,-541.0
book_time_v32drift85_edge0_ask100_pside0.7_book0.65,book_time_v32drift85,0.0,100.0,0.7,0.65,2.0,0.996969696969697,329,-547.0,0.9949494949494949,197,146.0,1.0,66,-409.0,1.0,66,-284.0,3,-574.0
book_time_v32drift85_edge0.5_ask60_pside0_book0,book_time_v32drift85,0.5,60.0,0.0,0.0,0.0,0.906060606060606,299,791.0,0.898989898989899,178,424.0,0.8939393939393939,59,-17.0,0.9393939393939394,62,384.0,6,-164.0
book_time_v32drift85_edge0.5_ask60_pside0_book0,book_time_v32drift85,0.5,60.0,0.0,0.0,1.0,0.906060606060606,299,492.0,0.898989898989899,178,246.0,0.8939393939393939,59,-76.0,0.9393939393939394,62,322.0,6,-196.0
book_time_v32drift85_edge0.5_ask60_pside0_book0,book_time_v32drift85,0.5,60.0,0.0,0.0,2.0,0.906060606060606,299,193.0,0.898989898989899,178,68.0,0.8939393939393939,59,-135.0,0.9393939393939394,62,260.0,4,-228.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.52,book_time_v32drift85,0.5,60.0,0.0,0.52,0.0,0.7303030303030303,241,526.0,0.7121212121212122,141,213.0,0.6818181818181818,45,-3.0,0.8333333333333334,55,316.0,5,-242.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.52,book_time_v32drift85,0.5,60.0,0.0,0.52,1.0,0.7303030303030303,241,285.0,0.7121212121212122,141,72.0,0.6818181818181818,45,-48.0,0.8333333333333334,55,261.0,5,-266.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.52,book_time_v32drift85,0.5,60.0,0.0,0.52,2.0,0.7303030303030303,241,44.0,0.7121212121212122,141,-69.0,0.6818181818181818,45,-93.0,0.8333333333333334,55,206.0,5,-290.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.55,book_time_v32drift85,0.5,60.0,0.0,0.55,0.0,0.6515151515151515,215,338.0,0.6262626262626263,124,106.0,0.5606060606060606,37,-37.0,0.8181818181818182,54,269.0,5,-265.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.55,book_time_v32drift85,0.5,60.0,0.0,0.55,1.0,0.6515151515151515,215,123.0,0.6262626262626263,124,-18.0,0.5606060606060606,37,-74.0,0.8181818181818182,54,215.0,5,-285.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.55,book_time_v32drift85,0.5,60.0,0.0,0.55,2.0,0.6515151515151515,215,-92.0,0.6262626262626263,124,-142.0,0.5606060606060606,37,-111.0,0.8181818181818182,54,161.0,5,-305.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.6,book_time_v32drift85,0.5,60.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.6,book_time_v32drift85,0.5,60.0,0.0,0.6,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.6,book_time_v32drift85,0.5,60.0,0.0,0.6,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.65,book_time_v32drift85,0.5,60.0,0.0,0.65,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.65,book_time_v32drift85,0.5,60.0,0.0,0.65,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0_book0.65,book_time_v32drift85,0.5,60.0,0.0,0.65,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0,book_time_v32drift85,0.5,60.0,0.55,0.0,0.0,0.7181818181818181,237,343.0,0.7070707070707071,140,107.0,0.6363636363636364,42,-57.0,0.8333333333333334,55,293.0,5,-254.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0,book_time_v32drift85,0.5,60.0,0.55,0.0,1.0,0.7181818181818181,237,106.0,0.7070707070707071,140,-33.0,0.6363636363636364,42,-99.0,0.8333333333333334,55,238.0,5,-278.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0,book_time_v32drift85,0.5,60.0,0.55,0.0,2.0,0.7181818181818181,237,-131.0,0.7070707070707071,140,-173.0,0.6363636363636364,42,-141.0,0.8333333333333334,55,183.0,5,-302.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.52,book_time_v32drift85,0.5,60.0,0.55,0.52,0.0,0.7121212121212122,235,424.0,0.696969696969697,138,195.0,0.6363636363636364,42,-57.0,0.8333333333333334,55,286.0,5,-256.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.52,book_time_v32drift85,0.5,60.0,0.55,0.52,1.0,0.7121212121212122,235,189.0,0.696969696969697,138,57.0,0.6363636363636364,42,-99.0,0.8333333333333334,55,231.0,5,-280.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.52,book_time_v32drift85,0.5,60.0,0.55,0.52,2.0,0.7121212121212122,235,-46.0,0.696969696969697,138,-81.0,0.6363636363636364,42,-141.0,0.8333333333333334,55,176.0,5,-304.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.55,book_time_v32drift85,0.5,60.0,0.55,0.55,0.0,0.6515151515151515,215,338.0,0.6262626262626263,124,106.0,0.5606060606060606,37,-37.0,0.8181818181818182,54,269.0,5,-265.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.55,book_time_v32drift85,0.5,60.0,0.55,0.55,1.0,0.6515151515151515,215,123.0,0.6262626262626263,124,-18.0,0.5606060606060606,37,-74.0,0.8181818181818182,54,215.0,5,-285.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.55,book_time_v32drift85,0.5,60.0,0.55,0.55,2.0,0.6515151515151515,215,-92.0,0.6262626262626263,124,-142.0,0.5606060606060606,37,-111.0,0.8181818181818182,54,161.0,5,-305.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.6,book_time_v32drift85,0.5,60.0,0.55,0.6,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.6,book_time_v32drift85,0.5,60.0,0.55,0.6,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.6,book_time_v32drift85,0.5,60.0,0.55,0.6,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.65,book_time_v32drift85,0.5,60.0,0.55,0.65,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.65,book_time_v32drift85,0.5,60.0,0.55,0.65,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.55_book0.65,book_time_v32drift85,0.5,60.0,0.55,0.65,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0,book_time_v32drift85,0.5,60.0,0.6,0.0,0.0,0.5333333333333333,176,587.0,0.5353535353535354,106,320.0,0.3939393939393939,26,-34.0,0.6666666666666666,44,301.0,6,-190.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0,book_time_v32drift85,0.5,60.0,0.6,0.0,1.0,0.5333333333333333,176,411.0,0.5353535353535354,106,214.0,0.3939393939393939,26,-60.0,0.6666666666666666,44,257.0,6,-205.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0,book_time_v32drift85,0.5,60.0,0.6,0.0,2.0,0.5333333333333333,176,235.0,0.5353535353535354,106,108.0,0.3939393939393939,26,-86.0,0.6666666666666666,44,213.0,5,-225.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.52,book_time_v32drift85,0.5,60.0,0.6,0.52,0.0,0.5333333333333333,176,587.0,0.5353535353535354,106,320.0,0.3939393939393939,26,-34.0,0.6666666666666666,44,301.0,6,-190.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.52,book_time_v32drift85,0.5,60.0,0.6,0.52,1.0,0.5333333333333333,176,411.0,0.5353535353535354,106,214.0,0.3939393939393939,26,-60.0,0.6666666666666666,44,257.0,6,-205.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.52,book_time_v32drift85,0.5,60.0,0.6,0.52,2.0,0.5333333333333333,176,235.0,0.5353535353535354,106,108.0,0.3939393939393939,26,-86.0,0.6666666666666666,44,213.0,5,-225.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.55,book_time_v32drift85,0.5,60.0,0.6,0.55,0.0,0.5333333333333333,176,587.0,0.5353535353535354,106,320.0,0.3939393939393939,26,-34.0,0.6666666666666666,44,301.0,6,-190.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.55,book_time_v32drift85,0.5,60.0,0.6,0.55,1.0,0.5333333333333333,176,411.0,0.5353535353535354,106,214.0,0.3939393939393939,26,-60.0,0.6666666666666666,44,257.0,6,-205.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.55,book_time_v32drift85,0.5,60.0,0.6,0.55,2.0,0.5333333333333333,176,235.0,0.5353535353535354,106,108.0,0.3939393939393939,26,-86.0,0.6666666666666666,44,213.0,5,-225.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.6,book_time_v32drift85,0.5,60.0,0.6,0.6,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.6,book_time_v32drift85,0.5,60.0,0.6,0.6,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.6,book_time_v32drift85,0.5,60.0,0.6,0.6,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.65,book_time_v32drift85,0.5,60.0,0.6,0.65,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.65,book_time_v32drift85,0.5,60.0,0.6,0.65,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.6_book0.65,book_time_v32drift85,0.5,60.0,0.6,0.65,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0
book_time_v32drift85_edge0.5_ask60_pside0.65_book0,book_time_v32drift85,0.5,60.0,0.65,0.0,0.0,0.0030303030303030303,1,40.0,0.0,0,0.0,0.015151515151515152,1,40.0,0.0,0,0.0,1,0.0
book_time_v32drift85_edge0.5_ask60_pside0.65_book0,book_time_v32drift85,0.5,60.0,0.65,0.0,1.0,0.0030303030303030303,1,39.0,0.0,0,0.0,0.015151515151515152,1,39.0,0.0,0,0.0,1,0.0
book_time_v32drift85_edge0.5_ask60_pside0.65_book0,book_time_v32drift85,0.5,60.0,0.65,0.0,2.0,0.0030303030303030303,1,38.0,0.0,0,0.0,0.015151515151515152,1,38.0,0.0,0,0.0,1,0.0
