policy,model,edge_floor_cents,ask_cap_cents,pside_floor,book_side_floor,cost_cents,all_coverage,all_selected,all_net_after_cost_cents,train_coverage,train_selected,train_net_after_cost_cents,validation_coverage,validation_selected,validation_net_after_cost_cents,holdout_coverage,holdout_selected,holdout_net_after_cost_cents,block10_positive,block10_worst_net_cents
book_time_v33drift85_edge0.5_ask70_pside0.7_book0,book_time_v33drift85,0.5,70.0,0.7,0.0,1.0,0.6212121212121212,205,-200.0,0.5959595959595959,118,61.0,0.6060606060606061,40,-294.0,0.7121212121212122,47,33.0,6,-413.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0,book_time_v33drift85,0.5,70.0,0.7,0.0,2.0,0.6212121212121212,205,-405.0,0.5959595959595959,118,-57.0,0.6060606060606061,40,-334.0,0.7121212121212122,47,-14.0,5,-436.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.52,book_time_v33drift85,0.5,70.0,0.7,0.52,0.0,0.6212121212121212,205,5.0,0.5959595959595959,118,179.0,0.6060606060606061,40,-254.0,0.7121212121212122,47,80.0,6,-390.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.52,book_time_v33drift85,0.5,70.0,0.7,0.52,1.0,0.6212121212121212,205,-200.0,0.5959595959595959,118,61.0,0.6060606060606061,40,-294.0,0.7121212121212122,47,33.0,6,-413.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.52,book_time_v33drift85,0.5,70.0,0.7,0.52,2.0,0.6212121212121212,205,-405.0,0.5959595959595959,118,-57.0,0.6060606060606061,40,-334.0,0.7121212121212122,47,-14.0,5,-436.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.55,book_time_v33drift85,0.5,70.0,0.7,0.55,0.0,0.6212121212121212,205,5.0,0.5959595959595959,118,179.0,0.6060606060606061,40,-254.0,0.7121212121212122,47,80.0,6,-390.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.55,book_time_v33drift85,0.5,70.0,0.7,0.55,1.0,0.6212121212121212,205,-200.0,0.5959595959595959,118,61.0,0.6060606060606061,40,-294.0,0.7121212121212122,47,33.0,6,-413.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.55,book_time_v33drift85,0.5,70.0,0.7,0.55,2.0,0.6212121212121212,205,-405.0,0.5959595959595959,118,-57.0,0.6060606060606061,40,-334.0,0.7121212121212122,47,-14.0,5,-436.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.6,book_time_v33drift85,0.5,70.0,0.7,0.6,0.0,0.6212121212121212,205,5.0,0.5959595959595959,118,179.0,0.6060606060606061,40,-254.0,0.7121212121212122,47,80.0,6,-390.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.6,book_time_v33drift85,0.5,70.0,0.7,0.6,1.0,0.6212121212121212,205,-200.0,0.5959595959595959,118,61.0,0.6060606060606061,40,-294.0,0.7121212121212122,47,33.0,6,-413.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.6,book_time_v33drift85,0.5,70.0,0.7,0.6,2.0,0.6212121212121212,205,-405.0,0.5959595959595959,118,-57.0,0.6060606060606061,40,-334.0,0.7121212121212122,47,-14.0,5,-436.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.65,book_time_v33drift85,0.5,70.0,0.7,0.65,0.0,0.6181818181818182,204,-41.0,0.5909090909090909,117,138.0,0.6060606060606061,40,-254.0,0.7121212121212122,47,75.0,6,-390.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.65,book_time_v33drift85,0.5,70.0,0.7,0.65,1.0,0.6181818181818182,204,-245.0,0.5909090909090909,117,21.0,0.6060606060606061,40,-294.0,0.7121212121212122,47,28.0,6,-413.0
book_time_v33drift85_edge0.5_ask70_pside0.7_book0.65,book_time_v33drift85,0.5,70.0,0.7,0.65,2.0,0.6181818181818182,204,-449.0,0.5909090909090909,117,-96.0,0.6060606060606061,40,-334.0,0.7121212121212122,47,-19.0,5,-436.0
book_time_v33drift85_edge0.5_ask75_pside0_book0,book_time_v33drift85,0.5,75.0,0.0,0.0,0.0,0.9878787878787879,326,591.0,0.9797979797979798,194,617.0,1.0,66,-430.0,1.0,66,404.0,4,-300.0
book_time_v33drift85_edge0.5_ask75_pside0_book0,book_time_v33drift85,0.5,75.0,0.0,0.0,1.0,0.9878787878787879,326,265.0,0.9797979797979798,194,423.0,1.0,66,-496.0,1.0,66,338.0,4,-333.0
book_time_v33drift85_edge0.5_ask75_pside0_book0,book_time_v33drift85,0.5,75.0,0.0,0.0,2.0,0.9878787878787879,326,-61.0,0.9797979797979798,194,229.0,1.0,66,-562.0,1.0,66,272.0,4,-366.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.52,book_time_v33drift85,0.5,75.0,0.0,0.52,0.0,0.9454545454545454,312,792.0,0.9494949494949495,188,679.0,0.9242424242424242,61,-331.0,0.9545454545454546,63,444.0,6,-198.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.52,book_time_v33drift85,0.5,75.0,0.0,0.52,1.0,0.9454545454545454,312,480.0,0.9494949494949495,188,491.0,0.9242424242424242,61,-392.0,0.9545454545454546,63,381.0,5,-228.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.52,book_time_v33drift85,0.5,75.0,0.0,0.52,2.0,0.9454545454545454,312,168.0,0.9494949494949495,188,303.0,0.9242424242424242,61,-453.0,0.9545454545454546,63,318.0,3,-258.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.55,book_time_v33drift85,0.5,75.0,0.0,0.55,0.0,0.9424242424242424,311,949.0,0.9444444444444444,187,953.0,0.9242424242424242,61,-409.0,0.9545454545454546,63,405.0,5,-307.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.55,book_time_v33drift85,0.5,75.0,0.0,0.55,1.0,0.9424242424242424,311,638.0,0.9444444444444444,187,766.0,0.9242424242424242,61,-470.0,0.9545454545454546,63,342.0,5,-338.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.55,book_time_v33drift85,0.5,75.0,0.0,0.55,2.0,0.9424242424242424,311,327.0,0.9444444444444444,187,579.0,0.9242424242424242,61,-531.0,0.9545454545454546,63,279.0,5,-369.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.6,book_time_v33drift85,0.5,75.0,0.0,0.6,0.0,0.9151515151515152,302,1156.0,0.9191919191919192,182,937.0,0.8787878787878788,58,-247.0,0.9393939393939394,62,466.0,6,-239.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.6,book_time_v33drift85,0.5,75.0,0.0,0.6,1.0,0.9151515151515152,302,854.0,0.9191919191919192,182,755.0,0.8787878787878788,58,-305.0,0.9393939393939394,62,404.0,6,-268.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.6,book_time_v33drift85,0.5,75.0,0.0,0.6,2.0,0.9151515151515152,302,552.0,0.9191919191919192,182,573.0,0.8787878787878788,58,-363.0,0.9393939393939394,62,342.0,5,-297.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.65,book_time_v33drift85,0.5,75.0,0.0,0.65,0.0,0.8757575757575757,289,-152.0,0.8686868686868687,172,103.0,0.8484848484848485,56,-312.0,0.9242424242424242,61,57.0,5,-627.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.65,book_time_v33drift85,0.5,75.0,0.0,0.65,1.0,0.8757575757575757,289,-441.0,0.8686868686868687,172,-69.0,0.8484848484848485,56,-368.0,0.9242424242424242,61,-4.0,5,-655.0
book_time_v33drift85_edge0.5_ask75_pside0_book0.65,book_time_v33drift85,0.5,75.0,0.0,0.65,2.0,0.8757575757575757,289,-730.0,0.8686868686868687,172,-241.0,0.8484848484848485,56,-424.0,0.9242424242424242,61,-65.0,5,-683.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0,book_time_v33drift85,0.5,75.0,0.55,0.0,0.0,0.9454545454545454,312,751.0,0.9494949494949495,188,730.0,0.9242424242424242,61,-402.0,0.9545454545454546,63,423.0,5,-281.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0,book_time_v33drift85,0.5,75.0,0.55,0.0,1.0,0.9454545454545454,312,439.0,0.9494949494949495,188,542.0,0.9242424242424242,61,-463.0,0.9545454545454546,63,360.0,4,-312.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0,book_time_v33drift85,0.5,75.0,0.55,0.0,2.0,0.9454545454545454,312,127.0,0.9494949494949495,188,354.0,0.9242424242424242,61,-524.0,0.9545454545454546,63,297.0,4,-343.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.52,book_time_v33drift85,0.5,75.0,0.55,0.52,0.0,0.9454545454545454,312,742.0,0.9494949494949495,188,728.0,0.9242424242424242,61,-402.0,0.9545454545454546,63,416.0,5,-281.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.52,book_time_v33drift85,0.5,75.0,0.55,0.52,1.0,0.9454545454545454,312,430.0,0.9494949494949495,188,540.0,0.9242424242424242,61,-463.0,0.9545454545454546,63,353.0,4,-312.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.52,book_time_v33drift85,0.5,75.0,0.55,0.52,2.0,0.9454545454545454,312,118.0,0.9494949494949495,188,352.0,0.9242424242424242,61,-524.0,0.9545454545454546,63,290.0,4,-343.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.55,book_time_v33drift85,0.5,75.0,0.55,0.55,0.0,0.9424242424242424,311,949.0,0.9444444444444444,187,953.0,0.9242424242424242,61,-409.0,0.9545454545454546,63,405.0,5,-307.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.55,book_time_v33drift85,0.5,75.0,0.55,0.55,1.0,0.9424242424242424,311,638.0,0.9444444444444444,187,766.0,0.9242424242424242,61,-470.0,0.9545454545454546,63,342.0,5,-338.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.55,book_time_v33drift85,0.5,75.0,0.55,0.55,2.0,0.9424242424242424,311,327.0,0.9444444444444444,187,579.0,0.9242424242424242,61,-531.0,0.9545454545454546,63,279.0,5,-369.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.6,book_time_v33drift85,0.5,75.0,0.55,0.6,0.0,0.9151515151515152,302,1156.0,0.9191919191919192,182,937.0,0.8787878787878788,58,-247.0,0.9393939393939394,62,466.0,6,-239.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.6,book_time_v33drift85,0.5,75.0,0.55,0.6,1.0,0.9151515151515152,302,854.0,0.9191919191919192,182,755.0,0.8787878787878788,58,-305.0,0.9393939393939394,62,404.0,6,-268.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.6,book_time_v33drift85,0.5,75.0,0.55,0.6,2.0,0.9151515151515152,302,552.0,0.9191919191919192,182,573.0,0.8787878787878788,58,-363.0,0.9393939393939394,62,342.0,5,-297.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.65,book_time_v33drift85,0.5,75.0,0.55,0.65,0.0,0.8757575757575757,289,-152.0,0.8686868686868687,172,103.0,0.8484848484848485,56,-312.0,0.9242424242424242,61,57.0,5,-627.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.65,book_time_v33drift85,0.5,75.0,0.55,0.65,1.0,0.8757575757575757,289,-441.0,0.8686868686868687,172,-69.0,0.8484848484848485,56,-368.0,0.9242424242424242,61,-4.0,5,-655.0
book_time_v33drift85_edge0.5_ask75_pside0.55_book0.65,book_time_v33drift85,0.5,75.0,0.55,0.65,2.0,0.8757575757575757,289,-730.0,0.8686868686868687,172,-241.0,0.8484848484848485,56,-424.0,0.9242424242424242,61,-65.0,5,-683.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0,book_time_v33drift85,0.5,75.0,0.6,0.0,0.0,0.9303030303030303,307,1418.0,0.9292929292929293,184,1157.0,0.9090909090909091,60,-407.0,0.9545454545454546,63,668.0,6,-276.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0,book_time_v33drift85,0.5,75.0,0.6,0.0,1.0,0.9303030303030303,307,1111.0,0.9292929292929293,184,973.0,0.9090909090909091,60,-467.0,0.9545454545454546,63,605.0,6,-306.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0,book_time_v33drift85,0.5,75.0,0.6,0.0,2.0,0.9303030303030303,307,804.0,0.9292929292929293,184,789.0,0.9090909090909091,60,-527.0,0.9545454545454546,63,542.0,6,-336.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.52,book_time_v33drift85,0.5,75.0,0.6,0.52,0.0,0.9303030303030303,307,1418.0,0.9292929292929293,184,1157.0,0.9090909090909091,60,-407.0,0.9545454545454546,63,668.0,6,-276.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.52,book_time_v33drift85,0.5,75.0,0.6,0.52,1.0,0.9303030303030303,307,1111.0,0.9292929292929293,184,973.0,0.9090909090909091,60,-467.0,0.9545454545454546,63,605.0,6,-306.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.52,book_time_v33drift85,0.5,75.0,0.6,0.52,2.0,0.9303030303030303,307,804.0,0.9292929292929293,184,789.0,0.9090909090909091,60,-527.0,0.9545454545454546,63,542.0,6,-336.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.55,book_time_v33drift85,0.5,75.0,0.6,0.55,0.0,0.9303030303030303,307,1418.0,0.9292929292929293,184,1157.0,0.9090909090909091,60,-407.0,0.9545454545454546,63,668.0,6,-276.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.55,book_time_v33drift85,0.5,75.0,0.6,0.55,1.0,0.9303030303030303,307,1111.0,0.9292929292929293,184,973.0,0.9090909090909091,60,-467.0,0.9545454545454546,63,605.0,6,-306.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.55,book_time_v33drift85,0.5,75.0,0.6,0.55,2.0,0.9303030303030303,307,804.0,0.9292929292929293,184,789.0,0.9090909090909091,60,-527.0,0.9545454545454546,63,542.0,6,-336.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.6,book_time_v33drift85,0.5,75.0,0.6,0.6,0.0,0.9151515151515152,302,1156.0,0.9191919191919192,182,937.0,0.8787878787878788,58,-247.0,0.9393939393939394,62,466.0,6,-239.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.6,book_time_v33drift85,0.5,75.0,0.6,0.6,1.0,0.9151515151515152,302,854.0,0.9191919191919192,182,755.0,0.8787878787878788,58,-305.0,0.9393939393939394,62,404.0,6,-268.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.6,book_time_v33drift85,0.5,75.0,0.6,0.6,2.0,0.9151515151515152,302,552.0,0.9191919191919192,182,573.0,0.8787878787878788,58,-363.0,0.9393939393939394,62,342.0,5,-297.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.65,book_time_v33drift85,0.5,75.0,0.6,0.65,0.0,0.8757575757575757,289,-152.0,0.8686868686868687,172,103.0,0.8484848484848485,56,-312.0,0.9242424242424242,61,57.0,5,-627.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.65,book_time_v33drift85,0.5,75.0,0.6,0.65,1.0,0.8757575757575757,289,-441.0,0.8686868686868687,172,-69.0,0.8484848484848485,56,-368.0,0.9242424242424242,61,-4.0,5,-655.0
book_time_v33drift85_edge0.5_ask75_pside0.6_book0.65,book_time_v33drift85,0.5,75.0,0.6,0.65,2.0,0.8757575757575757,289,-730.0,0.8686868686868687,172,-241.0,0.8484848484848485,56,-424.0,0.9242424242424242,61,-65.0,5,-683.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0,book_time_v33drift85,0.5,75.0,0.65,0.0,0.0,0.8909090909090909,294,664.0,0.8888888888888888,176,460.0,0.8484848484848485,56,-217.0,0.9393939393939394,62,421.0,6,-435.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0,book_time_v33drift85,0.5,75.0,0.65,0.0,1.0,0.8909090909090909,294,370.0,0.8888888888888888,176,284.0,0.8484848484848485,56,-273.0,0.9393939393939394,62,359.0,6,-464.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0,book_time_v33drift85,0.5,75.0,0.65,0.0,2.0,0.8909090909090909,294,76.0,0.8888888888888888,176,108.0,0.8484848484848485,56,-329.0,0.9393939393939394,62,297.0,6,-493.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.52,book_time_v33drift85,0.5,75.0,0.65,0.52,0.0,0.8909090909090909,294,664.0,0.8888888888888888,176,460.0,0.8484848484848485,56,-217.0,0.9393939393939394,62,421.0,6,-435.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.52,book_time_v33drift85,0.5,75.0,0.65,0.52,1.0,0.8909090909090909,294,370.0,0.8888888888888888,176,284.0,0.8484848484848485,56,-273.0,0.9393939393939394,62,359.0,6,-464.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.52,book_time_v33drift85,0.5,75.0,0.65,0.52,2.0,0.8909090909090909,294,76.0,0.8888888888888888,176,108.0,0.8484848484848485,56,-329.0,0.9393939393939394,62,297.0,6,-493.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.55,book_time_v33drift85,0.5,75.0,0.65,0.55,0.0,0.8909090909090909,294,664.0,0.8888888888888888,176,460.0,0.8484848484848485,56,-217.0,0.9393939393939394,62,421.0,6,-435.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.55,book_time_v33drift85,0.5,75.0,0.65,0.55,1.0,0.8909090909090909,294,370.0,0.8888888888888888,176,284.0,0.8484848484848485,56,-273.0,0.9393939393939394,62,359.0,6,-464.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.55,book_time_v33drift85,0.5,75.0,0.65,0.55,2.0,0.8909090909090909,294,76.0,0.8888888888888888,176,108.0,0.8484848484848485,56,-329.0,0.9393939393939394,62,297.0,6,-493.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.6,book_time_v33drift85,0.5,75.0,0.65,0.6,0.0,0.8909090909090909,294,664.0,0.8888888888888888,176,460.0,0.8484848484848485,56,-217.0,0.9393939393939394,62,421.0,6,-435.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.6,book_time_v33drift85,0.5,75.0,0.65,0.6,1.0,0.8909090909090909,294,370.0,0.8888888888888888,176,284.0,0.8484848484848485,56,-273.0,0.9393939393939394,62,359.0,6,-464.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.6,book_time_v33drift85,0.5,75.0,0.65,0.6,2.0,0.8909090909090909,294,76.0,0.8888888888888888,176,108.0,0.8484848484848485,56,-329.0,0.9393939393939394,62,297.0,6,-493.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.65,book_time_v33drift85,0.5,75.0,0.65,0.65,0.0,0.8757575757575757,289,-152.0,0.8686868686868687,172,103.0,0.8484848484848485,56,-312.0,0.9242424242424242,61,57.0,5,-627.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.65,book_time_v33drift85,0.5,75.0,0.65,0.65,1.0,0.8757575757575757,289,-441.0,0.8686868686868687,172,-69.0,0.8484848484848485,56,-368.0,0.9242424242424242,61,-4.0,5,-655.0
book_time_v33drift85_edge0.5_ask75_pside0.65_book0.65,book_time_v33drift85,0.5,75.0,0.65,0.65,2.0,0.8757575757575757,289,-730.0,0.8686868686868687,172,-241.0,0.8484848484848485,56,-424.0,0.9242424242424242,61,-65.0,5,-683.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0,book_time_v33drift85,0.5,75.0,0.7,0.0,0.0,0.8484848484848485,280,-336.0,0.8333333333333334,165,80.0,0.8181818181818182,54,-328.0,0.9242424242424242,61,-88.0,5,-527.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0,book_time_v33drift85,0.5,75.0,0.7,0.0,1.0,0.8484848484848485,280,-616.0,0.8333333333333334,165,-85.0,0.8181818181818182,54,-382.0,0.9242424242424242,61,-149.0,3,-553.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0,book_time_v33drift85,0.5,75.0,0.7,0.0,2.0,0.8484848484848485,280,-896.0,0.8333333333333334,165,-250.0,0.8181818181818182,54,-436.0,0.9242424242424242,61,-210.0,2,-579.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.52,book_time_v33drift85,0.5,75.0,0.7,0.52,0.0,0.8484848484848485,280,-336.0,0.8333333333333334,165,80.0,0.8181818181818182,54,-328.0,0.9242424242424242,61,-88.0,5,-527.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.52,book_time_v33drift85,0.5,75.0,0.7,0.52,1.0,0.8484848484848485,280,-616.0,0.8333333333333334,165,-85.0,0.8181818181818182,54,-382.0,0.9242424242424242,61,-149.0,3,-553.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.52,book_time_v33drift85,0.5,75.0,0.7,0.52,2.0,0.8484848484848485,280,-896.0,0.8333333333333334,165,-250.0,0.8181818181818182,54,-436.0,0.9242424242424242,61,-210.0,2,-579.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.55,book_time_v33drift85,0.5,75.0,0.7,0.55,0.0,0.8484848484848485,280,-336.0,0.8333333333333334,165,80.0,0.8181818181818182,54,-328.0,0.9242424242424242,61,-88.0,5,-527.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.55,book_time_v33drift85,0.5,75.0,0.7,0.55,1.0,0.8484848484848485,280,-616.0,0.8333333333333334,165,-85.0,0.8181818181818182,54,-382.0,0.9242424242424242,61,-149.0,3,-553.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.55,book_time_v33drift85,0.5,75.0,0.7,0.55,2.0,0.8484848484848485,280,-896.0,0.8333333333333334,165,-250.0,0.8181818181818182,54,-436.0,0.9242424242424242,61,-210.0,2,-579.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.6,book_time_v33drift85,0.5,75.0,0.7,0.6,0.0,0.8484848484848485,280,-336.0,0.8333333333333334,165,80.0,0.8181818181818182,54,-328.0,0.9242424242424242,61,-88.0,5,-527.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.6,book_time_v33drift85,0.5,75.0,0.7,0.6,1.0,0.8484848484848485,280,-616.0,0.8333333333333334,165,-85.0,0.8181818181818182,54,-382.0,0.9242424242424242,61,-149.0,3,-553.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.6,book_time_v33drift85,0.5,75.0,0.7,0.6,2.0,0.8484848484848485,280,-896.0,0.8333333333333334,165,-250.0,0.8181818181818182,54,-436.0,0.9242424242424242,61,-210.0,2,-579.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.65,book_time_v33drift85,0.5,75.0,0.7,0.65,0.0,0.8484848484848485,280,-345.0,0.8333333333333334,165,80.0,0.8181818181818182,54,-328.0,0.9242424242424242,61,-97.0,5,-527.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.65,book_time_v33drift85,0.5,75.0,0.7,0.65,1.0,0.8484848484848485,280,-625.0,0.8333333333333334,165,-85.0,0.8181818181818182,54,-382.0,0.9242424242424242,61,-158.0,3,-553.0
book_time_v33drift85_edge0.5_ask75_pside0.7_book0.65,book_time_v33drift85,0.5,75.0,0.7,0.65,2.0,0.8484848484848485,280,-905.0,0.8333333333333334,165,-250.0,0.8181818181818182,54,-436.0,0.9242424242424242,61,-219.0,2,-579.0
book_time_v33drift85_edge0.5_ask80_pside0_book0,book_time_v33drift85,0.5,80.0,0.0,0.0,0.0,0.9939393939393939,328,117.0,0.98989898989899,196,256.0,1.0,66,-383.0,1.0,66,244.0,3,-300.0
book_time_v33drift85_edge0.5_ask80_pside0_book0,book_time_v33drift85,0.5,80.0,0.0,0.0,1.0,0.9939393939393939,328,-211.0,0.98989898989899,196,60.0,1.0,66,-449.0,1.0,66,178.0,2,-333.0
book_time_v33drift85_edge0.5_ask80_pside0_book0,book_time_v33drift85,0.5,80.0,0.0,0.0,2.0,0.9939393939393939,328,-539.0,0.98989898989899,196,-136.0,1.0,66,-515.0,1.0,66,112.0,2,-366.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.52,book_time_v33drift85,0.5,80.0,0.0,0.52,0.0,0.9727272727272728,321,600.0,0.9747474747474747,193,653.0,0.9696969696969697,64,-269.0,0.9696969696969697,64,216.0,4,-205.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.52,book_time_v33drift85,0.5,80.0,0.0,0.52,1.0,0.9727272727272728,321,279.0,0.9747474747474747,193,460.0,0.9696969696969697,64,-333.0,0.9696969696969697,64,152.0,4,-237.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.52,book_time_v33drift85,0.5,80.0,0.0,0.52,2.0,0.9727272727272728,321,-42.0,0.9747474747474747,193,267.0,0.9696969696969697,64,-397.0,0.9696969696969697,64,88.0,3,-269.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.55,book_time_v33drift85,0.5,80.0,0.0,0.55,0.0,0.9696969696969697,320,635.0,0.9696969696969697,192,927.0,0.9696969696969697,64,-349.0,0.9696969696969697,64,57.0,5,-407.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.55,book_time_v33drift85,0.5,80.0,0.0,0.55,1.0,0.9696969696969697,320,315.0,0.9696969696969697,192,735.0,0.9696969696969697,64,-413.0,0.9696969696969697,64,-7.0,5,-439.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.55,book_time_v33drift85,0.5,80.0,0.0,0.55,2.0,0.9696969696969697,320,-5.0,0.9696969696969697,192,543.0,0.9696969696969697,64,-477.0,0.9696969696969697,64,-71.0,5,-471.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.6,book_time_v33drift85,0.5,80.0,0.0,0.6,0.0,0.9606060606060606,317,948.0,0.9595959595959596,190,943.0,0.9545454545454546,63,-143.0,0.9696969696969697,64,148.0,6,-305.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.6,book_time_v33drift85,0.5,80.0,0.0,0.6,1.0,0.9606060606060606,317,631.0,0.9595959595959596,190,753.0,0.9545454545454546,63,-206.0,0.9696969696969697,64,84.0,6,-337.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.6,book_time_v33drift85,0.5,80.0,0.0,0.6,2.0,0.9606060606060606,317,314.0,0.9595959595959596,190,563.0,0.9545454545454546,63,-269.0,0.9696969696969697,64,20.0,5,-369.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.65,book_time_v33drift85,0.5,80.0,0.0,0.65,0.0,0.9515151515151515,314,-273.0,0.9444444444444444,187,42.0,0.9545454545454546,63,-165.0,0.9696969696969697,64,-150.0,5,-665.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.65,book_time_v33drift85,0.5,80.0,0.0,0.65,1.0,0.9515151515151515,314,-587.0,0.9444444444444444,187,-145.0,0.9545454545454546,63,-228.0,0.9696969696969697,64,-214.0,5,-696.0
book_time_v33drift85_edge0.5_ask80_pside0_book0.65,book_time_v33drift85,0.5,80.0,0.0,0.65,2.0,0.9515151515151515,314,-901.0,0.9444444444444444,187,-332.0,0.9545454545454546,63,-291.0,0.9696969696969697,64,-278.0,5,-727.0
book_time_v33drift85_edge0.5_ask80_pside0.55_book0,book_time_v33drift85,0.5,80.0,0.55,0.0,0.0,0.9727272727272728,321,559.0,0.9747474747474747,193,704.0,0.9696969696969697,64,-340.0,0.9696969696969697,64,195.0,5,-260.0
book_time_v33drift85_edge0.5_ask80_pside0.55_book0,book_time_v33drift85,0.5,80.0,0.55,0.0,1.0,0.9727272727272728,321,238.0,0.9747474747474747,193,511.0,0.9696969696969697,64,-404.0,0.9696969696969697,64,131.0,5,-292.0
book_time_v33drift85_edge0.5_ask80_pside0.55_book0,book_time_v33drift85,0.5,80.0,0.55,0.0,2.0,0.9727272727272728,321,-83.0,0.9747474747474747,193,318.0,0.9696969696969697,64,-468.0,0.9696969696969697,64,67.0,4,-324.0
