rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=5,14,0.19718309859154928,-32.519999999999996,8.940000000000019,9,5,-16.82,-12.000000000000002,-3.7,6,6,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=15,7,0.09859154929577464,-32.54,8.920000000000016,5,2,-16.52,-9.520000000000001,-6.5,5,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=90,24,0.3380281690140845,-32.68000000000001,8.780000000000008,16,8,-19.780000000000005,-12.000000000000002,-0.8999999999999999,12,6,6,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=8,12,0.16901408450704225,-32.940000000000005,8.52000000000001,10,2,-16.54,-14.02,-2.38,8,0,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=15,4,0.056338028169014086,-33.14000000000001,8.320000000000007,4,0,-17.12,-9.520000000000001,-6.5,2,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=300,15,0.2112676056338028,-33.30000000000001,8.160000000000004,10,5,-20.840000000000007,-5.96,-6.5,9,6,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=90,6,0.08450704225352113,-33.34000000000001,8.120000000000005,5,1,-18.460000000000004,-8.379999999999999,-6.5,4,2,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND position_seconds<=45,25,0.352112676056338,-33.400000000000006,8.06000000000001,19,6,-16.240000000000002,-14.02,-3.1399999999999997,17,0,8,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_sigma_t_dollars>=75,15,0.2112676056338028,-33.54000000000001,7.920000000000002,13,2,-18.620000000000005,-14.02,-0.8999999999999999,9,0,6,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=8,9,0.1267605633802817,-33.88000000000001,7.580000000000005,8,1,-17.48,-14.02,-2.38,5,0,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=500,11,0.15492957746478872,-34.08000000000001,7.380000000000003,9,2,-19.160000000000004,-14.02,-0.8999999999999999,5,0,6,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=8,7,0.09859154929577464,-34.08000000000001,7.380000000000003,7,0,-17.680000000000003,-14.02,-2.38,3,0,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND position_seconds<=90,20,0.28169014084507044,-34.28000000000001,7.180000000000007,16,4,-19.360000000000007,-14.02,-0.8999999999999999,14,0,6,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=12,9,0.1267605633802817,-34.42000000000001,7.040000000000006,8,1,-18.020000000000003,-14.02,-2.38,5,0,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=45,20,0.28169014084507044,-34.44000000000001,7.020000000000003,14,6,-20.440000000000005,-13.100000000000001,-0.8999999999999999,11,3,6,True,True
suppress_collapse_exit_if_exit_exit_bid_cents<=45 AND exit_sigma_t_dollars>=75,5,0.07042253521126761,-34.52000000000001,6.940000000000005,3,2,-18.1,-9.920000000000002,-6.5,1,4,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=75,17,0.23943661971830985,-34.78000000000001,6.680000000000007,14,3,-19.860000000000007,-14.02,-0.8999999999999999,11,0,6,True,True
suppress_collapse_exit_if_exit_exit_bid_cents<=45 AND exit_btc_age_ms<=300,9,0.1267605633802817,-34.820000000000014,6.640000000000001,5,4,-20.600000000000005,-7.720000000000001,-6.5,3,6,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND position_seconds<=45,19,0.2676056338028169,-34.940000000000005,6.52000000000001,15,4,-20.020000000000003,-14.02,-0.8999999999999999,13,0,6,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND entry_to_exit_loss_cents>=10,8,0.11267605633802817,-34.94000000000002,6.519999999999996,6,2,-17.220000000000002,-14.02,-3.7,6,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=15 AND fair_minus_exit_bid_cents>=15,5,0.07042253521126761,-34.94000000000002,6.519999999999996,3,2,-18.920000000000005,-9.520000000000001,-6.5,3,2,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND fair_minus_exit_bid_cents>=15,6,0.08450704225352113,-35.04000000000001,6.420000000000002,4,2,-19.020000000000007,-9.520000000000001,-6.5,4,2,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=10,8,0.11267605633802817,-35.06000000000002,6.399999999999999,7,1,-18.660000000000004,-14.02,-2.38,4,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=180,11,0.15492957746478872,-35.16000000000002,6.299999999999997,9,2,-18.760000000000005,-14.02,-2.38,7,0,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=300,13,0.18309859154929578,-35.20000000000002,6.259999999999998,9,4,-20.720000000000006,-7.9799999999999995,-6.5,7,6,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=500,13,0.18309859154929578,-35.20000000000002,6.259999999999998,9,4,-20.720000000000006,-7.9799999999999995,-6.5,7,6,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_sigma_t_dollars>=75,7,0.09859154929577464,-35.30000000000002,6.159999999999997,6,1,-20.420000000000005,-8.379999999999999,-6.5,5,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=180,4,0.056338028169014086,-35.30000000000002,6.159999999999997,3,1,-20.420000000000005,-8.379999999999999,-6.5,2,2,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=15 AND position_seconds>=180,5,0.07042253521126761,-35.38000000000002,6.079999999999998,3,2,-20.500000000000007,-8.379999999999999,-6.5,3,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=10,5,0.07042253521126761,-35.460000000000015,6.0,4,1,-19.44000000000001,-9.520000000000001,-6.5,3,2,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=10,15,0.2112676056338028,-35.54000000000001,5.920000000000002,11,4,-16.82,-14.02,-4.699999999999999,9,0,6,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents<=0,5,0.07042253521126761,-35.600000000000016,5.859999999999999,4,1,-20.720000000000006,-8.379999999999999,-6.5,3,2,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=8,7,0.09859154929577464,-35.80000000000002,5.659999999999997,6,1,-19.40000000000001,-14.02,-2.38,3,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=8,7,0.09859154929577464,-35.80000000000002,5.659999999999997,6,1,-19.40000000000001,-14.02,-2.38,3,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND position_seconds<=90,29,0.4084507042253521,-35.88000000000001,5.580000000000005,20,9,-16.400000000000002,-14.02,-5.46,19,0,10,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=4,6,0.08450704225352113,-35.88000000000002,5.579999999999998,6,0,-16.68,-14.02,-5.18,4,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_p_hold>=0.7,9,0.1267605633802817,-36.140000000000015,5.32,8,1,-19.740000000000006,-14.02,-2.38,5,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=10,18,0.2535211267605634,-36.30000000000001,5.160000000000004,12,6,-17.580000000000005,-14.02,-4.699999999999999,12,0,6,True,True
suppress_collapse_exit_if_position_seconds<=180 AND fair_minus_exit_bid_cents>=15,9,0.1267605633802817,-36.30000000000002,5.159999999999997,5,4,-20.280000000000005,-9.520000000000001,-6.5,7,2,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND position_seconds<=45,24,0.3380281690140845,-36.60000000000001,4.8600000000000065,17,7,-19.440000000000005,-14.02,-3.1399999999999997,16,0,8,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND fair_minus_exit_bid_cents>=15,4,0.056338028169014086,-36.600000000000016,4.859999999999999,3,1,-20.58000000000001,-9.520000000000001,-6.5,2,2,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=4,9,0.1267605633802817,-36.64000000000002,4.819999999999993,7,2,-17.44,-14.02,-5.18,7,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_p_hold>=0.7,11,0.15492957746478872,-36.66000000000002,4.799999999999997,9,2,-20.26000000000001,-14.02,-2.38,7,0,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_p_hold>=0.7,11,0.15492957746478872,-36.66000000000002,4.799999999999997,9,2,-20.26000000000001,-14.02,-2.38,7,0,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_p_hold>=0.7,11,0.15492957746478872,-36.66000000000002,4.799999999999997,9,2,-20.26000000000001,-14.02,-2.38,7,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=4,7,0.09859154929577464,-36.680000000000014,4.780000000000001,6,1,-17.48,-14.02,-5.18,5,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_fair_drawdown_cents<=8,5,0.07042253521126761,-36.78000000000002,4.679999999999993,5,0,-20.380000000000006,-14.02,-2.38,1,0,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_fair_drawdown_cents<=8,5,0.07042253521126761,-36.78000000000002,4.679999999999993,5,0,-20.380000000000006,-14.02,-2.38,1,0,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_fair_drawdown_cents<=8,5,0.07042253521126761,-36.78000000000002,4.679999999999993,5,0,-20.380000000000006,-14.02,-2.38,1,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=45,8,0.11267605633802817,-36.80000000000002,4.659999999999997,7,1,-20.40000000000001,-14.02,-2.38,4,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND position_seconds<=45,16,0.22535211267605634,-36.84000000000001,4.6200000000000045,12,4,-20.440000000000005,-14.02,-2.38,12,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=100,6,0.08450704225352113,-36.86000000000002,4.599999999999994,6,0,-16.34,-14.02,-6.5,6,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_p_hold>=0.7,8,0.11267605633802817,-36.88000000000002,4.579999999999998,7,1,-20.480000000000008,-14.02,-2.38,4,0,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=100,8,0.11267605633802817,-36.88000000000002,4.579999999999998,5,3,-19.800000000000008,-10.579999999999998,-6.5,4,4,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=90,10,0.14084507042253522,-36.960000000000015,4.5,8,2,-20.560000000000006,-14.02,-2.38,6,0,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND position_seconds<=45,29,0.4084507042253521,-36.980000000000004,4.480000000000011,19,10,-20.300000000000004,-11.419999999999998,-5.26,17,2,10,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND fair_minus_exit_bid_cents>=5,4,0.056338028169014086,-37.18000000000002,4.279999999999994,4,0,-19.460000000000008,-14.02,-3.7,2,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_btc_age_ms>=500,9,0.1267605633802817,-37.280000000000015,4.18,6,3,-20.88000000000001,-14.02,-2.38,5,0,4,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_btc_age_ms>=800,4,0.056338028169014086,-37.34000000000002,4.119999999999997,4,0,-20.94000000000001,-14.02,-2.38,0,0,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=800,4,0.056338028169014086,-37.34000000000002,4.119999999999997,4,0,-20.94000000000001,-14.02,-2.38,0,0,4,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=45,4,0.056338028169014086,-37.34000000000002,4.119999999999997,4,0,-20.94000000000001,-14.02,-2.38,0,0,4,True,True
suppress_collapse_exit_if_exit_btc_age_ms>=800 AND position_seconds<=90,4,0.056338028169014086,-37.34000000000002,4.119999999999997,4,0,-20.94000000000001,-14.02,-2.38,0,0,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=10,13,0.18309859154929578,-37.44000000000002,4.019999999999996,9,4,-18.720000000000006,-14.02,-4.699999999999999,7,0,6,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.6,7,0.09859154929577464,-37.62000000000001,3.8400000000000034,5,2,-17.1,-14.02,-6.5,7,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND fair_minus_exit_bid_cents>=15,3,0.04225352112676056,-37.72000000000002,3.739999999999995,3,0,-17.2,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=4,4,0.056338028169014086,-37.78000000000002,3.6799999999999926,4,0,-18.580000000000005,-14.02,-5.18,2,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND entry_to_exit_loss_cents<=10,5,0.07042253521126761,-37.90000000000001,3.5600000000000023,5,0,-19.40000000000001,-14.02,-4.48,2,0,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=100,7,0.09859154929577464,-38.000000000000014,3.460000000000001,6,1,-17.48,-14.02,-6.5,7,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=10,14,0.19718309859154928,-38.06000000000002,3.3999999999999986,9,5,-19.340000000000003,-14.02,-4.699999999999999,8,0,6,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND position_seconds<=90,27,0.38028169014084506,-38.260000000000005,3.20000000000001,18,9,-18.78,-14.02,-5.46,17,0,10,True,True
suppress_collapse_exit_if_position_seconds<=45 AND fair_minus_exit_bid_cents>=15,3,0.04225352112676056,-38.26000000000001,3.200000000000003,2,1,-20.740000000000006,-11.020000000000001,-6.5,2,1,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_sigma_t_dollars>=100,4,0.056338028169014086,-38.54000000000001,2.9200000000000017,4,0,-18.020000000000003,-14.02,-6.5,4,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents>=10,6,0.08450704225352113,-38.56000000000002,2.8999999999999986,5,1,-18.040000000000003,-14.02,-6.5,6,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.65,4,0.056338028169014086,-38.56000000000002,2.8999999999999986,3,1,-18.040000000000003,-14.02,-6.5,4,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND entry_to_exit_loss_cents>=10,4,0.056338028169014086,-38.58000000000002,2.8799999999999955,3,1,-18.060000000000002,-14.02,-6.5,4,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_fair_drawdown_cents<=4,5,0.07042253521126761,-38.600000000000016,2.8599999999999994,4,1,-19.40000000000001,-14.02,-5.18,3,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=4,5,0.07042253521126761,-38.600000000000016,2.8599999999999994,4,1,-19.40000000000001,-14.02,-5.18,3,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_sigma_t_dollars>=100,4,0.056338028169014086,-38.740000000000016,2.719999999999999,4,0,-18.220000000000002,-14.02,-6.5,4,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND entry_to_exit_loss_cents<=10,6,0.08450704225352113,-38.820000000000014,2.6400000000000006,5,1,-20.32000000000001,-14.02,-4.48,3,0,3,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND entry_to_exit_loss_cents<=10,4,0.056338028169014086,-38.88000000000002,2.5799999999999983,4,0,-20.380000000000006,-14.02,-4.48,1,0,3,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND entry_to_exit_loss_cents<=10,4,0.056338028169014086,-38.88000000000002,2.5799999999999983,4,0,-20.380000000000006,-14.02,-4.48,1,0,3,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND entry_to_exit_loss_cents<=10,4,0.056338028169014086,-38.88000000000002,2.5799999999999983,4,0,-20.380000000000006,-14.02,-4.48,1,0,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND entry_to_exit_loss_cents<=10,4,0.056338028169014086,-38.88000000000002,2.5799999999999983,4,0,-20.380000000000006,-14.02,-4.48,1,0,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND entry_to_exit_loss_cents<=10,4,0.056338028169014086,-38.88000000000002,2.5799999999999983,4,0,-20.380000000000006,-14.02,-4.48,1,0,3,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND entry_to_exit_loss_cents<=10,4,0.056338028169014086,-38.88000000000002,2.5799999999999983,4,0,-20.380000000000006,-14.02,-4.48,1,0,3,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND entry_to_exit_loss_cents<=10,4,0.056338028169014086,-38.88000000000002,2.5799999999999983,4,0,-20.380000000000006,-14.02,-4.48,1,0,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=100,6,0.08450704225352113,-38.90000000000001,2.5600000000000023,5,1,-18.380000000000003,-14.02,-6.5,6,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=100,6,0.08450704225352113,-38.98000000000001,2.480000000000004,5,1,-18.460000000000004,-14.02,-6.5,6,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND fair_minus_exit_bid_cents>=5,14,0.19718309859154928,-39.140000000000015,2.3200000000000003,8,6,-19.10000000000001,-14.02,-6.02,10,0,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND entry_to_exit_loss_cents>=15,3,0.04225352112676056,-39.240000000000016,2.219999999999999,2,1,-20.820000000000007,-14.02,-4.4,2,0,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND position_seconds<=90,20,0.28169014084507044,-39.320000000000014,2.1400000000000006,13,7,-20.6,-14.02,-4.699999999999999,14,0,6,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=100,5,0.07042253521126761,-39.460000000000015,2.0,4,1,-18.940000000000005,-14.02,-6.5,5,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND fair_minus_exit_bid_cents>=10,5,0.07042253521126761,-39.48000000000002,1.9799999999999969,3,2,-18.960000000000008,-14.02,-6.5,5,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=10,5,0.07042253521126761,-39.48000000000002,1.9799999999999969,3,2,-18.960000000000008,-14.02,-6.5,5,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=0,3,0.04225352112676056,-39.50000000000002,1.9599999999999937,2,1,-18.980000000000008,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.68 AND exit_sigma_t_dollars>=100,3,0.04225352112676056,-39.52000000000002,1.9399999999999977,3,0,-19.000000000000007,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=60 AND exit_fair_drawdown_cents<=4,3,0.04225352112676056,-39.58000000000002,1.8799999999999955,3,0,-20.380000000000006,-14.02,-5.18,1,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=65 AND exit_fair_drawdown_cents<=4,3,0.04225352112676056,-39.58000000000002,1.8799999999999955,3,0,-20.380000000000006,-14.02,-5.18,1,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_fair_drawdown_cents<=4,3,0.04225352112676056,-39.58000000000002,1.8799999999999955,3,0,-20.380000000000006,-14.02,-5.18,1,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=0 AND position_seconds>=90,3,0.04225352112676056,-39.600000000000016,1.8599999999999994,2,1,-19.08000000000001,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND position_seconds>=90,3,0.04225352112676056,-39.600000000000016,1.8599999999999994,2,1,-19.08000000000001,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_btc_age_ms<=300,5,0.07042253521126761,-40.02000000000002,1.4399999999999977,4,1,-19.500000000000007,-14.02,-6.5,5,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_btc_age_ms<=500,6,0.08450704225352113,-40.84000000000002,0.6199999999999974,4,2,-20.320000000000007,-14.02,-6.5,6,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND entry_to_exit_loss_cents>=15,3,0.04225352112676056,-40.88000000000002,0.5799999999999983,2,1,-20.360000000000007,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150,3,0.04225352112676056,-41.08000000000002,0.37999999999999545,2,1,-20.560000000000006,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=150,3,0.04225352112676056,-41.08000000000002,0.37999999999999545,2,1,-20.560000000000006,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_sigma_t_dollars>=150,3,0.04225352112676056,-41.08000000000002,0.37999999999999545,2,1,-20.560000000000006,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=150,3,0.04225352112676056,-41.08000000000002,0.37999999999999545,2,1,-20.560000000000006,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=150,3,0.04225352112676056,-41.08000000000002,0.37999999999999545,2,1,-20.560000000000006,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=150,3,0.04225352112676056,-41.08000000000002,0.37999999999999545,2,1,-20.560000000000006,-14.02,-6.5,3,0,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=150 AND exit_btc_age_ms<=500,3,0.04225352112676056,-41.08000000000002,0.37999999999999545,2,1,-20.560000000000006,-14.02,-6.5,3,0,0,True,True
