dataset,candidate,label,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_median_ask,all_mean_ask,all_p75_ask,all_ask_ge_95,all_ask_eq_100,all_median_seconds_to_close,all_entry_fee_cents,all_ask_cost_cents,all_entry_cost_cents,all_gross_pnl_cents,all_net_pnl_cents,all_gross_roi_on_ask,all_net_roi_on_cost,all_net_edge_per_selected_cents,all_net_edge_per_base_market_cents,all_fee_aware_break_even_accuracy,all_accuracy_minus_break_even,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_median_ask,train_mean_ask,train_p75_ask,train_ask_ge_95,train_ask_eq_100,train_median_seconds_to_close,train_entry_fee_cents,train_ask_cost_cents,train_entry_cost_cents,train_gross_pnl_cents,train_net_pnl_cents,train_gross_roi_on_ask,train_net_roi_on_cost,train_net_edge_per_selected_cents,train_net_edge_per_base_market_cents,train_fee_aware_break_even_accuracy,train_accuracy_minus_break_even,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_median_ask,validation_mean_ask,validation_p75_ask,validation_ask_ge_95,validation_ask_eq_100,validation_median_seconds_to_close,validation_entry_fee_cents,validation_ask_cost_cents,validation_entry_cost_cents,validation_gross_pnl_cents,validation_net_pnl_cents,validation_gross_roi_on_ask,validation_net_roi_on_cost,validation_net_edge_per_selected_cents,validation_net_edge_per_base_market_cents,validation_fee_aware_break_even_accuracy,validation_accuracy_minus_break_even,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_median_ask,holdout_mean_ask,holdout_p75_ask,holdout_ask_ge_95,holdout_ask_eq_100,holdout_median_seconds_to_close,holdout_entry_fee_cents,holdout_ask_cost_cents,holdout_entry_cost_cents,holdout_gross_pnl_cents,holdout_net_pnl_cents,holdout_gross_roi_on_ask,holdout_net_roi_on_cost,holdout_net_edge_per_selected_cents,holdout_net_edge_per_base_market_cents,holdout_fee_aware_break_even_accuracy,holdout_accuracy_minus_break_even,coverage_pass,all_splits_positive,oos_positive,conflict_share
current,brownian70_override_book60_no_margin_on_conflict,brownian70_override_book; brownian>=0.7; book>=0.6; ask<=95; sec>=120; book_margin_gate=False,307,303,228,75,0.7524752475247525,0.9869706840390879,0.7009222712120811,70.0,71.27722772277228,78.0,3,0,723.617,561.0,21597.0,22158.0,1203.0,642.0,0.05570218085845256,0.028973734091524504,2.118811881188119,2.0912052117263844,0.7312871287128713,0.021188118811881207,184,180,137,43,0.7611111111111111,0.9782608695652174,0.6937760816102223,70.0,71.57777777777778,78.25,3,0,721.3185,334.0,12884.0,13218.0,816.0,482.0,0.06333436820863086,0.03646542593433197,2.6777777777777776,2.619565217391304,0.7343333333333334,0.026777777777777678,61,61,44,17,0.7213114754098361,1.0,0.5982856941182984,66.0,69.39344262295081,75.0,0,0,769.461,114.0,4233.0,4347.0,167.0,53.0,0.039451925348452634,0.012192316540142627,0.8688524590163934,0.8688524590163934,0.7126229508196722,0.008688524590163893,62,62,47,15,0.7580645161290323,1.0,0.6384749248397259,70.5,72.25806451612904,79.75,0,0,666.1635,113.0,4480.0,4593.0,220.0,107.0,0.049107142857142856,0.023296320487698672,1.7258064516129032,1.7258064516129032,0.7408064516129034,0.01725806451612888,True,True,True,0.4521452145214521
v21,book_margin_locked,book_margin; brownian>=0.7; book>=0.6; ask<=95; sec>=120; book_margin_gate=True,221,219,156,63,0.7123287671232876,0.9909502262443439,0.6491214398502179,66.0,67.32420091324201,70.5,0,0,779.813589,431.0,14744.0,15175.0,856.0,425.0,0.05805751492132393,0.02800658978583196,1.9406392694063928,1.9230769230769231,0.6929223744292238,0.019406392694063856,132,131,90,41,0.6870229007633588,0.9924242424242424,0.6032467934308663,66.0,67.33587786259542,71.0,0,0,779.94713,259.0,8821.0,9080.0,179.0,-80.0,0.020292483845369007,-0.00881057268722467,-0.6106870229007634,-0.6060606060606061,0.6931297709923665,-0.006106870229007688,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,64.5,65.93181818181819,67.0,0,0,779.7111965,87.0,2901.0,2988.0,299.0,212.0,0.10306790761806274,0.07095046854082998,4.818181818181818,4.818181818181818,0.6790909090909091,0.048181818181818215,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,67.0,68.68181818181819,71.25,0,0,779.378346,85.0,3022.0,3107.0,378.0,293.0,0.12508272667107875,0.09430318635339556,6.659090909090909,6.511111111111111,0.7061363636363637,0.06659090909090903,True,False,True,0.0
v21,brownian70_sec120,brownian70; brownian>=0.7; book>=0.6; ask<=95; sec>=120; book_margin_gate=True,221,213,170,43,0.7981220657276995,0.9638009049773756,0.7391538588633205,77.0,77.44600938967136,83.0,1,0,659.041274,372.0,16496.0,16868.0,504.0,132.0,0.030552861299709022,0.007825468342423524,0.6197183098591549,0.5972850678733032,0.791924882629108,0.006197183098591519,132,127,96,31,0.7559055118110236,0.9621212121212122,0.6744079798569265,76.0,76.46456692913385,82.0,1,0,659.245558,226.0,9711.0,9937.0,-111.0,-337.0,-0.01143033673154155,-0.03391365603300795,-2.6535433070866143,-2.553030303030303,0.7824409448818895,-0.02653543307086592,44,44,39,5,0.8863636363636364,1.0,0.760208475833917,79.0,79.22727272727273,85.0,0,0,599.401346,73.0,3486.0,3559.0,414.0,341.0,0.11876075731497418,0.09581343073897162,7.75,7.75,0.8088636363636362,0.07750000000000012,45,42,35,7,0.8333333333333334,0.9333333333333333,0.6939599725535115,79.0,78.54761904761905,82.75,0,0,629.278917,73.0,3299.0,3372.0,201.0,128.0,0.060927553804183084,0.03795966785290629,3.0476190476190474,2.8444444444444446,0.8028571428571428,0.030476190476190546,True,False,True,0.0
v21,score_min60_lock_equiv,score_min60; brownian>=0.7; book>=0.6; ask<=95; sec>=120; book_margin_gate=True,221,218,161,57,0.7385321100917431,0.9864253393665159,0.6764286388617029,68.0,69.46788990825688,72.0,0,0,779.4352445,422.0,15144.0,15566.0,956.0,534.0,0.06312731114632858,0.03430553771039445,2.44954128440367,2.416289592760181,0.7140366972477062,0.02449541284403689,132,130,92,38,0.7076923076923077,0.9848484848484849,0.6244469876657347,68.0,68.96153846153847,72.0,0,0,779.5278185,254.0,8965.0,9219.0,235.0,-19.0,0.026213050752928055,-0.0020609610586831543,-0.14615384615384616,-0.14393939393939395,0.7091538461538461,-0.001461538461538403,44,44,35,9,0.7954545454545454,1.0,0.6549942193889834,67.0,68.54545454545455,71.25,0,0,779.097888,86.0,3016.0,3102.0,484.0,398.0,0.16047745358090185,0.1283043197936815,9.045454545454545,9.045454545454545,0.705,0.09045454545454545,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,70.0,71.88636363636364,78.25,0,0,779.189098,82.0,3163.0,3245.0,237.0,155.0,0.07492886500158077,0.04776579352850539,3.522727272727273,3.4444444444444446,0.7374999999999999,0.035227272727272774,True,False,True,0.0
v21,brownian70_skip_book_conflict,brownian70_skip_conflict; brownian>=0.7; book>=0.6; ask<=95; sec>=120; book_margin_gate=True,221,212,169,43,0.7971698113207547,0.9592760180995475,0.7379766597843271,77.5,77.75,83.0,1,0,659.028176,370.0,16483.0,16853.0,417.0,47.0,0.02529879269550446,0.002788820981427639,0.22169811320754718,0.21266968325791855,0.7949528301886792,0.0022169811320754684,132,126,95,31,0.753968253968254,0.9545454545454546,0.671992197768955,76.0,76.96825396825396,82.0,1,0,659.2362029999999,224.0,9698.0,9922.0,-198.0,-422.0,-0.020416580738296556,-0.0425317476315259,-3.3492063492063493,-3.196969696969697,0.7874603174603172,-0.03349206349206324,44,44,39,5,0.8863636363636364,1.0,0.760208475833917,79.0,79.22727272727273,85.0,0,0,599.401346,73.0,3486.0,3559.0,414.0,341.0,0.11876075731497418,0.09581343073897162,7.75,7.75,0.8088636363636362,0.07750000000000012,45,42,35,7,0.8333333333333334,0.9333333333333333,0.6939599725535115,79.0,78.54761904761905,82.75,0,0,629.278917,73.0,3299.0,3372.0,201.0,128.0,0.060927553804183084,0.03795966785290629,3.0476190476190474,2.8444444444444446,0.8028571428571428,0.030476190476190546,True,False,True,0.0
v21,book_margin_skip_brownian_conflict,book_skip_conflict; brownian>=0.7; book>=0.6; ask<=95; sec>=120; book_margin_gate=True,221,219,156,63,0.7123287671232876,0.9909502262443439,0.6491214398502179,66.0,67.32420091324201,70.5,0,0,779.813589,431.0,14744.0,15175.0,856.0,425.0,0.05805751492132393,0.02800658978583196,1.9406392694063928,1.9230769230769231,0.6929223744292238,0.019406392694063856,132,131,90,41,0.6870229007633588,0.9924242424242424,0.6032467934308663,66.0,67.33587786259542,71.0,0,0,779.94713,259.0,8821.0,9080.0,179.0,-80.0,0.020292483845369007,-0.00881057268722467,-0.6106870229007634,-0.6060606060606061,0.6931297709923665,-0.006106870229007688,44,44,32,12,0.7272727272727273,1.0,0.581511269075488,64.5,65.93181818181819,67.0,0,0,779.7111965,87.0,2901.0,2988.0,299.0,212.0,0.10306790761806274,0.07095046854082998,4.818181818181818,4.818181818181818,0.6790909090909091,0.048181818181818215,45,44,34,10,0.7727272727272727,0.9777777777777777,0.6300764193536366,67.0,68.68181818181819,71.25,0,0,779.378346,85.0,3022.0,3107.0,378.0,293.0,0.12508272667107875,0.09430318635339556,6.659090909090909,6.511111111111111,0.7061363636363637,0.06659090909090903,True,False,True,0.0
v21,book_margin_conflict_only,book_conflict_only; brownian>=0.7; book>=0.6; ask<=95; sec>=120; book_margin_gate=True,221,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,132,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,44,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,45,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,False,False,False,0.0
v21,book_conflict_only_no_margin,book_conflict_only; brownian>=0.7; book>=0.6; ask<=95; sec>=120; book_margin_gate=False,221,16,9,7,0.5625,0.07239819004524888,0.331785563988119,64.5,66.5,70.25,0,0,860.836638,32.0,1064.0,1096.0,-164.0,-196.0,-0.15413533834586465,-0.17883211678832117,-12.25,-0.8868778280542986,0.685,-0.12250000000000005,132,12,8,4,0.6666666666666666,0.09090909090909091,0.39062208887279953,64.5,66.25,70.0,0,0,860.6607254999999,24.0,795.0,819.0,5.0,-19.0,0.006289308176100629,-0.0231990231990232,-1.5833333333333333,-0.14393939393939395,0.6825,-0.015833333333333366,44,1,0,1,0.0,0.022727272727272728,0.0,61.0,61.0,61.0,0,0,857.020388,2.0,61.0,63.0,-61.0,-63.0,-1.0,-1.0,-63.0,-1.4318181818181819,0.63,-0.63,45,3,1,2,0.3333333333333333,0.06666666666666667,0.061491944720396215,72.0,69.33333333333333,72.0,0,0,875.492409,6.0,208.0,214.0,-108.0,-114.0,-0.5192307692307693,-0.5327102803738317,-38.0,-2.533333333333333,0.7133333333333333,-0.37999999999999995,False,False,False,1.0
v21,brownian70_conflict_only,brownian_conflict_only; brownian>=0.7; book>=0.6; ask<=95; sec>=120; book_margin_gate=True,221,2,1,1,0.5,0.00904977375565611,0.09453120573423071,44.0,44.0,44.5,0,0,872.8359205,4.0,88.0,92.0,12.0,8.0,0.13636363636363635,0.08695652173913043,4.0,0.03619909502262444,0.45999999999999996,0.040000000000000036,132,2,1,1,0.5,0.015151515151515152,0.09453120573423071,44.0,44.0,44.5,0,0,872.8359205,4.0,88.0,92.0,12.0,8.0,0.13636363636363635,0.08695652173913043,4.0,0.06060606060606061,0.45999999999999996,0.040000000000000036,44,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,45,0,0,0,,0.0,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,False,False,False,1.0
v21,brownian70_override_book60_on_conflict,brownian70_override_book; brownian>=0.7; book>=0.6; ask<=95; sec>=120; book_margin_gate=True,221,212,169,43,0.7971698113207547,0.9592760180995475,0.7379766597843271,77.5,77.75,83.0,1,0,659.028176,370.0,16483.0,16853.0,417.0,47.0,0.02529879269550446,0.002788820981427639,0.22169811320754718,0.21266968325791855,0.7949528301886792,0.0022169811320754684,132,126,95,31,0.753968253968254,0.9545454545454546,0.671992197768955,76.0,76.96825396825396,82.0,1,0,659.2362029999999,224.0,9698.0,9922.0,-198.0,-422.0,-0.020416580738296556,-0.0425317476315259,-3.3492063492063493,-3.196969696969697,0.7874603174603172,-0.03349206349206324,44,44,39,5,0.8863636363636364,1.0,0.760208475833917,79.0,79.22727272727273,85.0,0,0,599.401346,73.0,3486.0,3559.0,414.0,341.0,0.11876075731497418,0.09581343073897162,7.75,7.75,0.8088636363636362,0.07750000000000012,45,42,35,7,0.8333333333333334,0.9333333333333333,0.6939599725535115,79.0,78.54761904761905,82.75,0,0,629.278917,73.0,3299.0,3372.0,201.0,128.0,0.060927553804183084,0.03795966785290629,3.0476190476190474,2.8444444444444446,0.8028571428571428,0.030476190476190546,True,False,True,0.0
