market,decision_key,dataset,entry_key,entry_dt,entry_minute,side,outcome,outcome_available,win,qty,ask_cents,bid_cents,book_mid_cents,book_p_side,book_other_mid_cents,book_margin_cents,spread_cents,spot,strike,seconds_to_close,v28_sigma_t_dollars,source_line_no,position_open_logged,pending_logged,trust_state,outcome_method,outcome_source,side_sign,margin_dollars,margin_per_sqrt_sec,margin_per_sqrt_min,margin_per_v28_sigma,brownian_p_v28_sigma,rv_sigma_t_5m,margin_per_rv_sigma_5m,brownian_p_rv_5m,rv_sigma_t_15m,margin_per_rv_sigma_15m,brownian_p_rv_15m,rv_sigma_t_30m,margin_per_rv_sigma_30m,brownian_p_rv_30m,rv_sigma_t_60m,margin_per_rv_sigma_60m,brownian_p_rv_60m,btc_close_lag_1m,signed_move_1m,signed_velocity_dps_1m,adverse_move_1m,drift_projected_margin_1m,drift_p_1m_rv_15m,drift_p_1m_rv_30m,drift_p_1m_rv_60m,btc_close_lag_3m,signed_move_3m,signed_velocity_dps_3m,adverse_move_3m,drift_projected_margin_3m,drift_p_3m_rv_15m,drift_p_3m_rv_30m,drift_p_3m_rv_60m,btc_close_lag_5m,signed_move_5m,signed_velocity_dps_5m,adverse_move_5m,drift_projected_margin_5m,drift_p_5m_rv_15m,drift_p_5m_rv_30m,drift_p_5m_rv_60m,btc_close_lag_10m,signed_move_10m,signed_velocity_dps_10m,adverse_move_10m,drift_projected_margin_10m,drift_p_10m_rv_15m,drift_p_10m_rv_30m,drift_p_10m_rv_60m,btc_close_lag_15m,signed_move_15m,signed_velocity_dps_15m,adverse_move_15m,drift_projected_margin_15m,drift_p_15m_rv_15m,drift_p_15m_rv_30m,drift_p_15m_rv_60m,btc_close_lag_30m,signed_move_30m,signed_velocity_dps_30m,adverse_move_30m,drift_projected_margin_30m,drift_p_30m_rv_15m,drift_p_30m_rv_30m,drift_p_30m_rv_60m,btc_close_lag_60m,signed_move_60m,signed_velocity_dps_60m,adverse_move_60m,drift_projected_margin_60m,drift_p_60m_rv_15m,drift_p_60m_rv_30m,drift_p_60m_rv_60m,book_minus_brownian_rv15,physics_confirmed_book,score_mean_book_rv15,score_mean_book_rv15_drift5,score_min_book_rv15,opportunity_key,two_side_mode,score_mean_book_rv30,score_min_book_rv15_drift5,score_regime_blend,abs_book_rv15_gap,abs_book_rv30_gap,close_dt,split,candidate,stage_rank,stage_name,stage_label
KXBTC15M-26MAY010645-45,heartbeat:2598,live_heartbeat_two_side,heartbeat:2598:no,2026-05-01 10:39:00.545000+00:00,2026-05-01 10:39:00+00:00,no,no,True,True,1,97.0,96.0,96.5,0.965,3.5,93.0,1.0,77263.66,77337.29,359.455,,2598,False,False,synced,bid>=98,last_decisive_quote,-1.0,73.6299999999901,3.883582504925592,30.082100730398608,,,31.68770536547244,2.3236141320670964,0.9899269078376838,36.80941224421312,2.000303604727229,0.9772662549885752,63.05593801149985,1.1676933580238202,0.8785347615366723,51.25939965052973,1.436419476271201,0.9245584927955596,77269.26,5.599999999991269,0.0933333333331878,0.0,107.17913333327112,0.998202844020355,0.95541072557024,0.981732232848612,77292.0,28.339999999996508,0.157444444444425,0.0,130.2241927777609,0.9997982591990302,0.9805487618781272,0.9944651989684136,77290.48,26.819999999992437,0.0893999999999747,0.0,105.76527699998104,0.9979690975602004,0.953260489220704,0.9804595608538084,77326.0,62.33999999999651,0.1038999999999941,0.0,110.977374499988,0.9987147580188256,0.9607946495107096,0.984806735721496,77409.09,145.42999999999302,0.1615888888888811,0.0,131.71393405554286,0.9998270605104778,0.9816390561293346,0.9949085637458004,77227.4,-36.26000000000931,-0.0201444444444496,36.26000000000931,66.38897872221047,0.9643519650439744,0.8537970698964923,0.9023669909121684,77273.97,10.309999999997672,0.0028638888888882,0.0,74.65943918054543,0.97873366794774,0.8817972621212566,0.9273731082035634,-0.0122662549885751,True,0.9711331274942876,0.9800784508495918,0.965,heartbeat:2598,two_side_all_heartbeats,0.9217673807683362,0.965,0.9752736960086126,0.012266254988575254,0.08646523846332765,2026-05-01 10:45:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010700-00,heartbeat:2751,live_heartbeat_two_side,heartbeat:2751:yes,2026-05-01 10:59:02.217000+00:00,2026-05-01 10:59:00+00:00,yes,yes,True,True,1,95.0,95.0,95.0,0.95,5.0,90.0,0.0,77247.95,77238.15,57.783,,2751,True,False,synced,bid>=98,last_decisive_quote,1.0,9.80000000000291,1.2892170270056025,9.986232150479472,,,4.66724497027109,2.099739795623732,0.9821241315857192,7.29635712291761,1.343136010876091,0.9103860315215854,12.353051408095,0.7933262540768619,0.7862061177936495,19.53449618997043,0.5016766188745893,0.6920524930203167,77250.85,-2.900000000008731,-0.0483333333334788,2.900000000008731,7.007154999994501,0.8315638470904915,0.7147247106456117,0.6400927486005843,77243.7,4.25,0.0236111111111111,0.0,11.164320833336244,0.9370068057671048,0.8169413902392986,0.7161757992929567,77249.99,-2.040000000008149,-0.0068000000000271,2.040000000008149,9.40707560000134,0.901350292971715,0.776826245207372,0.684941519605025,77252.58,-4.630000000004657,-0.0077166666666744,4.630000000004657,9.354107850002462,0.9000829562132477,0.7755441232482088,0.683977589606515,77234.1,13.849999999991269,0.0153888888888791,0.0,10.689216166669016,0.9285405316806804,0.8065656071664487,0.7078782743277602,77326.0,-78.05000000000291,-0.0433611111111127,78.05000000000291,7.294464916669483,0.8412819862723016,0.722571933215797,0.6455800303946461,77245.99,1.959999999991851,0.0005444444444421,0.0,9.831459633336111,0.911081956821748,0.7869470613939202,0.6926187771589003,0.0396139684784145,True,0.9301930157607927,0.9205787748311002,0.9103860315215854,heartbeat:2751,two_side_all_heartbeats,0.8681030588968247,0.901350292971715,0.9283858680508186,0.039613968478414585,0.1637938822063505,2026-05-01 11:00:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010715-15,heartbeat:2868,live_heartbeat_two_side,heartbeat:2868:yes,2026-05-01 11:13:03.347000+00:00,2026-05-01 11:13:00+00:00,yes,yes,True,True,1,93.0,93.0,93.0,0.93,7.0,86.0,0.0,77297.8,77271.46,116.653,,2868,True,False,synced,bid>=98,last_decisive_quote,1.0,26.339999999996508,2.438752988230484,18.89049941786047,,,17.58902490180649,1.4975247432443652,0.9328716138628832,19.48642484834681,1.3517102395635767,0.9117659859363249,15.390368078752989,1.7114600420999626,0.9565018892773852,25.73678083204809,1.0234380193810904,0.8469496044657421,77273.0,24.80000000000291,0.4133333333333818,0.0,74.5565733333355,0.9999348993654108,0.9999993649164484,0.998115579023802,77251.3,46.5,0.2583333333333333,0.0,56.47535833332984,0.9981233832830076,0.9998784997661846,0.9858946665419692,77254.91,42.88999999999942,0.1429666666666647,0.0,43.01749056666294,0.98636258892907,0.9974057504722044,0.9526826211999704,77288.22,9.580000000001746,0.0159666666666695,0.0,28.202559566663517,0.9260925123773484,0.9665601170191164,0.8634185050857204,77250.85,46.94999999999709,0.0521666666666634,0.0,32.425398166662795,0.9519437197673948,0.9824352747936612,0.8961446731595156,77235.49,62.30999999999767,0.0346166666666653,0.0,30.378138016663023,0.9404945321216294,0.9758000818423832,0.8810673853098826,77148.97,148.83000000000175,0.0413416666666671,0.0,31.16262944166323,0.9451115661540757,0.9785567554778654,0.8870179533226514,0.0182340140636753,True,0.9208829929681625,0.9427095249551316,0.9117659859363249,heartbeat:2868,two_side_all_heartbeats,0.9432509446386926,0.9117659859363249,0.9358023135667114,0.018234014063675197,0.02650188927738517,2026-05-01 11:15:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010730-30,heartbeat:2939,live_heartbeat_two_side,heartbeat:2939:yes,2026-05-01 11:19:49.026000+00:00,2026-05-01 11:19:00+00:00,yes,yes,True,True,1,95.0,94.0,94.5,0.945,5.5,89.0,1.0,77378.77,77309.64,610.974,,2939,True,False,synced,bid>=98,last_decisive_quote,1.0,69.13000000000466,2.796759952741992,21.663609440619155,,,75.00064623162936,0.921725391358709,0.8216640836700643,53.75224933880102,1.2860857145582412,0.9007934254368396,46.29144910212792,1.4933643543430766,0.932329080818986,58.63134736251268,1.1790621077250656,0.8808132771429207,77376.65,2.1200000000098957,0.0353333333334982,0.0,90.71774800010542,0.9542657212845628,0.9749850666185956,0.9390993268768212,77303.13,75.63999999999942,0.420222222222219,0.0,325.8748520000027,0.9999999993300336,0.9999999999990364,0.9999999863582608,77309.23,69.54000000000815,0.2318000000000271,0.0,210.75377320002124,0.9999558789123604,0.999997352643814,0.9998375285644284,77246.47,132.3000000000029,0.2205000000000048,0.0,203.84976700000763,0.9999253993587068,0.999994676934737,0.9997462867249556,77277.99,100.77999999999884,0.1119777777777764,0.0,137.54551080000385,0.9947494882259869,0.9985172618849538,0.9905103700512594,77252.58,126.19000000000231,0.0701055555555568,0.0,111.96267170000544,0.9813716208344324,0.9922108238554735,0.97190790799963,77242.01,136.7600000000093,0.0379888888888914,0.0,92.34022340000624,0.9570912721321024,0.9769653422071248,0.9423636108635948,0.0442065745631602,True,0.9228967127184198,0.9485831014497332,0.9007934254368396,heartbeat:2939,two_side_all_heartbeats,0.938664540409493,0.9007934254368396,0.9427292034135238,0.04420657456316035,0.012670919181013929,2026-05-01 11:30:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010745-45,heartbeat:3154,live_heartbeat_two_side,heartbeat:3154:yes,2026-05-01 11:44:05.811000+00:00,2026-05-01 11:44:00+00:00,yes,yes,True,True,1,100.0,100.0,100.0,1.0,0.0,100.0,0.0,77413.59,77358.36,54.189,,3154,True,False,synced,bid>=98,last_decisive_quote,1.0,55.229999999995925,7.5027327136885695,58.11591770232282,,,17.753569310160792,3.110923726666416,0.999067484471708,20.394157916137125,2.708128485966784,0.9966168089424938,24.30367549682428,2.2724957797931733,0.988471708697264,18.597428004682765,2.969765495857234,0.9985098642095592,77371.78,41.80999999999767,0.6968333333332946,0.0,92.99070149999385,0.999997438339378,0.9999349314779524,0.999999713633004,77371.79,41.80000000000291,0.2322222222222384,0.0,67.8138899999968,0.9995581649941448,0.9973668193980232,0.9998670364044416,77364.92,48.669999999998254,0.1622333333333275,0.0,64.02126209999561,0.9991529399822692,0.9957834760525868,0.999711796078124,77396.97,16.619999999995343,0.0276999999999922,0.0,56.731035299995504,0.9972964975818732,0.9902088770328076,0.9988576109272712,77345.19,68.39999999999418,0.0759999999999935,0.0,59.34836399999558,0.9981932430308508,0.9926959181723788,0.999291617364856,77309.23,104.36000000000058,0.0579777777777781,0.0,58.37175779999594,0.9978963128201692,0.9918419440733336,0.9991515062097072,77234.1,179.4899999999907,0.0498583333333307,0.0,57.93177322499579,0.9977486067488855,0.9914293554017743,0.9990804070532586,0.0033831910575061,True,0.9983084044712469,0.9985899163082544,0.9966168089424938,heartbeat:3154,two_side_all_heartbeats,0.994235854348632,0.9966168089424938,0.9988156306792019,0.003383191057506174,0.011528291302736027,2026-05-01 11:45:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010800-00,heartbeat:3253,live_heartbeat_two_side,heartbeat:3253:yes,2026-05-01 11:58:07.207000+00:00,2026-05-01 11:58:00+00:00,yes,yes,True,True,1,97.0,96.0,96.5,0.965,3.5,93.0,1.0,77436.6,77392.73,112.793,,3253,True,False,synced,bid>=98,last_decisive_quote,1.0,43.870000000009895,4.130727637952119,31.99647869901452,,,26.91699747718338,1.6298251704038311,0.9484307737893086,29.02433469806282,1.5114902875943588,0.9346682093557176,27.080791359788503,1.619967430684142,0.9473803633110764,29.1079620789873,1.5071477653078,0.934113607133818,77400.75,35.85000000000582,0.5975000000000971,0.0,111.26381750002083,0.999936825016944,0.9999800957339342,0.9999339346705296,77380.16,56.44000000000233,0.3135555555555684,0.0,79.23687177778913,0.9968334286959064,0.9982829347898984,0.996757278553166,77397.89,38.7100000000064,0.1290333333333546,0.0,58.42405676667897,0.9779391891945516,0.9845126832769068,0.9776331726927084,77372.63,63.97000000000117,0.1066166666666686,0.0,55.89561368334345,0.9729365075918291,0.9804926478048932,0.972589111615265,77371.78,64.82000000000698,0.0720222222222299,0.0,51.99360251112188,0.9633838038026834,0.9725675124630996,0.9629692302300594,77347.99,88.61000000000058,0.0492277777777781,0.0,49.42254873889882,0.9556969635273984,0.9659997765076156,0.955237135079343,77250.85,185.75,0.0515972222222222,0.0,49.68980548612101,0.9565521244567023,0.9667377252184496,0.9560970004607364,0.0303317906442822,True,0.9498341046778588,0.959202466183423,0.9346682093557176,heartbeat:3253,two_side_all_heartbeats,0.9561901816555383,0.9346682093557176,0.9584883006456256,0.030331790644282375,0.017619636688923523,2026-05-01 12:00:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010815-15,heartbeat:3470,live_heartbeat_two_side,heartbeat:3470:yes,2026-05-01 12:14:08.389000+00:00,2026-05-01 12:14:00+00:00,yes,yes,True,True,1,100.0,99.0,99.5,0.995,0.5,99.0,1.0,77512.73,77446.23,51.611,,3470,True,False,synced,bid>=98,last_decisive_quote,1.0,66.5,9.25657892295218,71.70115202289676,,,40.67068268908275,1.635084429449487,0.9489843251158052,30.609440942545145,2.172532328336951,0.9850922330366574,24.55992170104966,2.7076633553419622,0.996612064235664,23.952354202306683,2.7763450489386905,0.997251308400988,77450.28,62.44999999999709,1.0408333333332849,0.0,120.21844916666416,0.9999570825311213,0.999999508230358,0.9999997403835956,77422.38,90.34999999999128,0.5019444444443959,0.0,92.40585472221971,0.998731393778272,0.9999158766924314,0.9999428179495076,77446.83,65.89999999999418,0.2196666666666472,0.0,77.83721633333234,0.994503406633326,0.9992359089040536,0.9994223024220704,77489.98,22.75,0.0379166666666666,0.0,68.45691708333334,0.9873393081945208,0.9973428871917466,0.9978687033775082,77456.3,56.429999999993015,0.0626999999999922,0.0,69.7360096999996,0.9886442060776844,0.9977402408430432,0.9982012053024591,77413.59,99.13999999999942,0.0550777777777774,0.0,69.34261918888888,0.9882559194936588,0.9976241787829624,0.9981043469617394,77309.23,203.5,0.0565277777777777,0.0,69.41745513888888,0.9883306598104332,0.9976466647121668,0.9981231298885842,0.0099077669633426,True,0.9900461165183287,0.9915318798899945,0.9850922330366574,heartbeat:3470,two_side_all_heartbeats,0.9958060321178319,0.9850922330366574,0.9919283512376624,0.009907766963342612,0.001612064235663957,2026-05-01 12:15:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010830-30,heartbeat:3552,live_heartbeat_two_side,heartbeat:3552:yes,2026-05-01 12:22:08.908000+00:00,2026-05-01 12:22:00+00:00,yes,yes,True,True,1,93.0,92.0,92.5,0.925,7.5,85.0,1.0,77744.25,77567.59,471.092,,3552,True,False,synced,bid>=98,last_decisive_quote,1.0,176.6600000000035,8.139268241097188,63.04650069616868,,,100.58204025762976,1.7563771777497104,0.9604879864600072,97.59995192827816,1.81004187512124,0.9648553532015433,86.80450628914765,2.035147799948833,0.979081998209884,77.34567356242016,2.284032084321224,0.9888151772950317,77672.0,72.25,1.2041666666666666,0.0,743.9332833333368,0.9999999999999876,1.0,1.0,77680.45,63.80000000000291,0.3544444444444606,0.0,343.6359422222333,0.999784926629201,0.9999623259368212,0.9999955614382592,77584.0,160.25,0.5341666666666667,0.0,428.3016433333368,0.9999942890092478,0.9999995973829058,0.999999984658988,77392.01,352.24000000000524,0.5870666666666754,0.0,453.2224101333409,0.999998288666928,0.9999999111092186,0.9999999976814736,77413.6,330.6499999999942,0.3673888888888824,0.0,349.7339664444449,0.999830386736001,0.9999719907840938,0.9999969327583988,77396.79,347.4600000000064,0.1930333333333369,0.0,267.59645906667185,0.9969445289148722,0.9989745078509568,0.9997296583915588,77497.0,247.25,0.0686805555555555,0.0,209.01486027778128,0.983885013837128,0.9919772794528936,0.9965574082996482,-0.0398553532015431,True,0.9449276766007717,0.9632832140702637,0.925,heartbeat:3552,two_side_all_heartbeats,0.952040999104942,0.925,0.9519554637623125,0.03985535320154321,0.05408199820988391,2026-05-01 12:30:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010845-45,heartbeat:3632,live_heartbeat_two_side,heartbeat:3632:yes,2026-05-01 12:34:10.021000+00:00,2026-05-01 12:34:00+00:00,yes,yes,True,True,1,95.0,94.0,94.5,0.945,5.5,89.0,1.0,77982.0,77757.05,649.979,,3632,True,False,synced,bid>=98,last_decisive_quote,1.0,224.9499999999971,8.823407452984572,68.3458202444233,,,175.4212288454523,1.2823419461858865,0.9001386402425553,132.4070989143712,1.698927035214888,0.9553335338235908,124.87202666516885,1.80144429467119,0.964183560048682,101.9119504946306,2.207297563320103,0.9863533612832064,77871.49,110.50999999999476,1.841833333333246,0.0,1422.102988166607,1.0,1.0,1.0,77807.74,174.25999999999476,0.968111111111082,0.0,854.2018918888672,0.9999999999445636,0.9999999999960574,1.0,77773.17,208.83000000000172,0.6961000000000058,0.0,677.4003819000009,0.9999998439938352,0.9999999709832575,0.9999999999850352,77750.41,231.5899999999965,0.3859833333333275,0.0,475.83106101666,0.9998369908440772,0.9999306709278648,0.9999984869540284,77680.45,301.5500000000029,0.3350555555555587,0.0,442.7290749444436,0.9995866484973808,0.9998040375485528,0.9999930117869787,77489.98,492.0200000000041,0.2733444444444467,0.0,402.6181486555541,0.9988200889335656,0.9993684760454074,0.9999610299068896,77396.97,585.0299999999988,0.162508333333333,0.0,330.5770039916636,0.9937317449104784,0.9959434489823172,0.9994101661454968,-0.0103335338235908,True,0.9501667669117954,0.9667777926058087,0.945,heartbeat:3632,two_side_all_heartbeats,0.954591780024341,0.945,0.9591000289458442,0.010333533823590813,0.019183560048682047,2026-05-01 12:45:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010900-00,heartbeat:3782,live_heartbeat_two_side,heartbeat:3782:yes,2026-05-01 12:58:57.201000+00:00,2026-05-01 12:58:00+00:00,yes,yes,True,True,1,98.0,97.0,97.5,0.975,2.5,95.0,1.0,77989.25,77950.55,62.799,,3782,False,False,synced,mid>=90_other<=10,last_decisive_quote,1.0,38.69999999999709,4.883538331914076,37.82772526013753,,,25.250151957352895,1.5326640435812335,0.9373206735785582,29.27538774245884,1.3219295450652393,0.9069041934899328,49.40177711808341,0.7833726286302166,0.7832958376823131,41.60319818940429,0.9302169468753342,0.8238706154146078,77974.16,15.089999999996508,0.2514999999999417,0.0,54.49394849999344,0.9686579323619886,0.8650030674393647,0.9048767050610385,77936.98,52.27000000000408,0.2903888888889115,0.0,56.93613183333184,0.9741032648599216,0.8754445913470137,0.9144302905095932,77988.31,0.9400000000023284,0.003133333333341,0.0,38.896770199997576,0.9080184141505214,0.7844631604987097,0.8250920993412825,78013.16,-23.91000000000349,-0.0398500000000058,23.91000000000349,36.197459849996726,0.8918537376802529,0.7681340901278728,0.8078673823869178,77966.58,22.669999999998254,0.0251888888888869,0.0,40.2818370333303,0.9155833852625062,0.7925761532165934,0.8335374773328699,77766.97,222.27999999999884,0.1234888888888882,0.0,46.45497873333039,0.943724095748163,0.8264810612944653,0.8679216617984278,77436.6,552.6499999999942,0.1535138888888872,0.0,48.34051870833032,0.9506546092893297,0.8360908561977324,0.8773705625545836,0.068095806510067,True,0.9409520967449664,0.9299742025468181,0.9069041934899328,heartbeat:3782,two_side_all_heartbeats,0.8791479188411566,0.9069041934899328,0.9411749408770841,0.06809580651006719,0.19170416231768683,2026-05-01 13:00:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010915-15,heartbeat:3826,live_heartbeat_two_side,heartbeat:3826:yes,2026-05-01 13:05:12.621000+00:00,2026-05-01 13:05:00+00:00,yes,yes,True,True,1,96.0,96.0,96.0,0.96,4.0,92.0,0.0,78182.97,77951.26,587.379,,3826,True,False,synced,bid>=98,last_decisive_quote,1.0,231.7100000000064,9.560609268861263,74.05616095579188,,,199.5942481350484,1.160905197244101,0.8771597724714331,177.43025212485867,1.305921607082826,0.9042103910661172,174.4004987208954,1.3286085859813233,0.9080114310473768,149.64313082477355,1.5484172158315108,0.939239060538751,78120.01,62.9600000000064,1.04933333333344,0.0,848.0663640000691,0.999999122288737,0.999999421175563,0.999999992744999,78121.34,61.63000000000466,0.3423888888889148,0.0,432.8220431666883,0.992644012346517,0.9934634309945802,0.9980882119125856,77885.38,297.5899999999965,0.991966666666655,0.0,814.3703886999996,0.9999977817063814,0.9999984906373632,0.9999999736694862,77936.98,245.99000000000524,0.4099833333333421,0.0,472.5256003500116,0.9961294993430112,0.9966300337414382,0.9992048586165956,77981.27,201.6999999999971,0.2241111111111078,0.0,363.3481603333378,0.9797119925257772,0.981393175191016,0.9924108756600972,77934.27,248.6999999999971,0.138166666666665,0.0,312.86619850000545,0.961076679012092,0.9635896190622606,0.9817247067126148,77461.01,721.9600000000064,0.2005444444444462,0.0,349.5055952333408,0.975570477529369,0.9774671181895987,0.9902437936326454,0.0557896089338828,True,0.9321051955330586,0.9547360575908329,0.9042103910661172,heartbeat:3826,two_side_all_heartbeats,0.9340057155236884,0.9042103910661172,0.9512626736611115,0.05578960893388274,0.05198856895262316,2026-05-01 13:15:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010930-30,heartbeat:3955,live_heartbeat_two_side,heartbeat:3955:no,2026-05-01 13:29:14.692000+00:00,2026-05-01 13:29:00+00:00,no,no,True,True,1,99.0,99.0,99.0,0.99,1.0,98.0,0.0,78297.43,78335.09,45.308,,3955,False,False,synced,bid>=98,last_decisive_quote,-1.0,37.66000000000349,5.594906971566894,43.33796304891671,,,12.823009794267454,2.936907996189744,0.9983424878162664,24.9808155644558,1.5075568651004494,0.9341660101993784,42.84475931104394,0.8789873161989269,0.8102959234547178,42.1527447777463,0.8934175033813062,0.8141831836649385,78315.49,18.060000000012224,0.3010000000002037,0.0,51.29770800001272,0.9799871757162312,0.8844037121677438,0.888188042512186,78313.58,16.15000000000873,0.0897222222222707,0.0,41.72513444445013,0.9525687147111586,0.8349389253433078,0.8388776710251293,78330.94,33.51000000000931,0.111700000000031,0.0,42.7209036000049,0.956380789448505,0.8406442456003793,0.8445841870185494,78275.13,-22.29999999998836,-0.0371666666666472,22.29999999998836,35.97605266667104,0.925087127267772,0.7994571656895844,0.8033003098273168,78348.98,51.55000000000291,0.057277777777781,0.0,40.25514155555919,0.9464583172554796,0.826277866861552,0.8302067743567907,77990.1,-307.3299999999872,-0.1707388888888817,307.3299999999872,29.92416242222604,0.8845192465546178,0.757546548821745,0.7611164017907459,77773.17,-524.2599999999948,-0.1456277777777763,524.2599999999948,31.061896644448,0.8931452979495382,0.765770019512542,0.7694050924963818,0.0558339898006214,True,0.9620830050996891,0.9601822665492944,0.9341660101993784,heartbeat:3955,two_side_all_heartbeats,0.9001479617273589,0.9341660101993784,0.9665259609495145,0.0558339898006216,0.1797040765452822,2026-05-01 13:30:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY010945-45,heartbeat:4024,live_heartbeat_two_side,heartbeat:4024:yes,2026-05-01 13:37:00.283000+00:00,2026-05-01 13:37:00+00:00,yes,no,True,False,1,94.0,93.0,93.5,0.935,6.5,87.0,1.0,78498.99,78291.38,479.717,,4024,True,False,synced,bid>=98,last_decisive_quote,1.0,207.61000000000055,9.47885137868763,73.4228670616648,,,154.57337908023308,1.3431161383373669,0.910382814659246,109.58747042557266,1.894468402215752,0.9709185676914402,109.97190114048908,1.88784587560034,0.970476677792728,129.85404357554862,1.5987950338967598,0.94506692356345,78454.0,44.99000000000524,0.7498333333334206,0.0,567.3177971667092,0.9999998871677018,0.9999998756995242,0.9999937559659964,78464.28,34.7100000000064,0.1928333333333689,0.0,300.1154281666843,0.9969148602975968,0.9968238496022592,0.9895884065848932,78285.0,213.99000000000524,0.7133000000000175,0.0,549.792136100009,0.9999997374749388,0.9999997124362564,0.9999885175648144,78304.04,194.95000000001164,0.324916666666686,0.0,363.47804858334325,0.9995447012567532,0.9995254401451708,0.9974379564763804,78333.05,165.94000000000233,0.1843777777777803,0.0,296.059154422224,0.9965494406748576,0.9964501851665504,0.98869431385434,78202.74,296.25,0.1645833333333333,0.0,286.56342291666726,0.9955376959808836,0.9954168366176276,0.9863363914096376,78098.07,400.9199999999983,0.1113666666666661,0.0,261.0344832333337,0.9913899386875972,0.9911933119704645,0.9777957550942,-0.0359185676914401,True,0.9529592838457202,0.9686394350554597,0.935,heartbeat:4024,two_side_all_heartbeats,0.952738338896364,0.935,0.9587755178024199,0.035918567691440195,0.035476677792727895,2026-05-01 13:45:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
KXBTC15M-26MAY011000-00,heartbeat:4235,live_heartbeat_two_side,heartbeat:4235:yes,2026-05-01 13:53:01.326000+00:00,2026-05-01 13:53:00+00:00,yes,yes,True,True,1,97.0,96.0,96.5,0.965,3.5,93.0,1.0,78492.47,78204.2,418.674,,4235,True,False,synced,bid>=98,last_decisive_quote,1.0,288.2700000000041,14.08839281692996,109.12822150959587,,,94.38808002058006,3.054093270433625,0.9988712905723632,200.1751519712593,1.4400888280149435,0.9250788652699474,156.74518790309193,1.839099521053416,0.9670497252692642,143.49495721114857,2.008920770475741,0.9777272315987682,78447.81,44.66000000000349,0.7443333333333916,0.0,599.9030140000284,0.9986362567413246,0.99993520854598,0.9999854665164252,78351.98,140.49000000000524,0.7805000000000291,0.0,615.0450570000162,0.9989387534537256,0.9999564280177762,0.9999909113686014,78293.0,199.4700000000012,0.6649000000000039,0.0,566.6463426000057,0.9976780690978228,0.9998498723664768,0.9999607434092016,78195.85,296.61999999999534,0.4943666666666589,0.0,495.2484698000008,0.99332092967305,0.9992100079185908,0.9997210846113525,78491.83,0.6399999999994179,0.0007111111111104,0.0,288.5677237333371,0.9252890088396736,0.9671891424909886,0.9778370378498188,78319.05,173.41999999999825,0.0963444444444434,0.0,328.606913933337,0.949663217318076,0.9819784205096456,0.9889900409322092,77988.31,504.1600000000035,0.1400444444444454,0.0,346.9029677333378,0.958451912264669,0.9865568647989872,0.9921868178115112,0.0399211347300525,True,0.9450394326349737,0.9625856447892568,0.9250788652699474,heartbeat:4235,two_side_all_heartbeats,0.9660248626346322,0.9250788652699474,0.9595592734005487,0.03992113473005254,0.0020497252692642798,2026-05-01 14:00:00+00:00,train,raw_score_min_book_rv15_existing_lock,,,
