dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,positive,coverage_pass,positive_and_coverage
current,book_margin__only_fade_prev1,2,20,12,0.6,6,6,0.5,-243.0,-0.28825622775800713,False,False,False
current,book_margin__only_fade_prev1,3,20,13,0.65,10,3,0.7692307692307693,142.0,0.1655011655011655,True,False,False
current,book_margin__only_fade_prev1,4,20,13,0.65,6,7,0.46153846153846156,-279.0,-0.3174061433447099,False,False,False
current,book_margin__only_fade_prev1,5,20,16,0.8,9,7,0.5625,-151.0,-0.14367269267364416,False,True,False
current,book_margin__only_fade_prev1,6,20,16,0.8,13,3,0.8125,183.0,0.1638316920322292,True,True,True
current,book_margin__only_fade_prev1,7,20,12,0.6,10,2,0.8333333333333334,169.0,0.20336943441636582,True,False,False
current,book_margin__only_fade_prev1,8,20,14,0.7,12,2,0.8571428571428571,270.0,0.2903225806451613,True,False,False
current,book_margin__only_fade_prev1,9,20,14,0.7,11,3,0.7857142857142857,141.0,0.1470281543274244,True,False,False
current,book_margin__only_fade_prev1,10,20,16,0.8,12,4,0.75,117.0,0.10803324099722991,True,True,True
current,book_margin__only_fade_prev1,11,20,16,0.8,13,3,0.8125,179.0,0.15967885816235505,True,True,True
current,book_margin__only_fade_prev1,12,20,14,0.7,13,1,0.9285714285714286,331.0,0.3415892672858617,True,False,False
current,book_margin__only_fade_prev1,13,20,13,0.65,8,5,0.6153846153846154,-109.0,-0.11991199119911991,False,False,False
current,book_margin__only_fade_prev1,14,20,14,0.7,7,7,0.5,-249.0,-0.2623814541622761,False,False,False
current,book_margin__only_fade_prev1,15,20,17,0.85,10,7,0.5882352941176471,-169.0,-0.14456800684345594,False,True,False
current,book_margin__only_fade_prev1,16,8,4,0.5,2,2,0.5,-90.0,-0.3103448275862069,False,False,False
current,book_margin__skip_follow_prev1,0,20,18,0.9,13,5,0.7222222222222222,72.0,0.05863192182410423,True,True,True
current,book_margin__skip_follow_prev1,1,20,15,0.75,9,6,0.6,-127.0,-0.12366114897760468,False,False,False
current,book_margin__skip_follow_prev1,2,20,12,0.6,6,6,0.5,-243.0,-0.28825622775800713,False,False,False
current,book_margin__skip_follow_prev1,3,20,13,0.65,10,3,0.7692307692307693,142.0,0.1655011655011655,True,False,False
current,book_margin__skip_follow_prev1,4,20,13,0.65,6,7,0.46153846153846156,-279.0,-0.3174061433447099,False,False,False
current,book_margin__skip_follow_prev1,5,20,16,0.8,9,7,0.5625,-151.0,-0.14367269267364416,False,True,False
current,book_margin__skip_follow_prev1,6,20,16,0.8,13,3,0.8125,183.0,0.1638316920322292,True,True,True
current,book_margin__skip_follow_prev1,7,20,12,0.6,10,2,0.8333333333333334,169.0,0.20336943441636582,True,False,False
current,book_margin__skip_follow_prev1,8,20,14,0.7,12,2,0.8571428571428571,270.0,0.2903225806451613,True,False,False
current,book_margin__skip_follow_prev1,9,20,14,0.7,11,3,0.7857142857142857,141.0,0.1470281543274244,True,False,False
current,book_margin__skip_follow_prev1,10,20,16,0.8,12,4,0.75,117.0,0.10803324099722991,True,True,True
current,book_margin__skip_follow_prev1,11,20,16,0.8,13,3,0.8125,179.0,0.15967885816235505,True,True,True
current,book_margin__skip_follow_prev1,12,20,14,0.7,13,1,0.9285714285714286,331.0,0.3415892672858617,True,False,False
current,book_margin__skip_follow_prev1,13,20,13,0.65,8,5,0.6153846153846154,-109.0,-0.11991199119911991,False,False,False
current,book_margin__skip_follow_prev1,14,20,14,0.7,7,7,0.5,-249.0,-0.2623814541622761,False,False,False
current,book_margin__skip_follow_prev1,15,20,17,0.85,10,7,0.5882352941176471,-169.0,-0.14456800684345594,False,True,False
current,book_margin__skip_follow_prev1,16,8,4,0.5,2,2,0.5,-90.0,-0.3103448275862069,False,False,False
current,book_margin__skip_fade_prev1,0,20,17,0.85,6,11,0.35294117647058826,-530.0,-0.4690265486725664,False,True,False
current,book_margin__skip_fade_prev1,1,20,14,0.7,10,4,0.7142857142857143,59.0,0.06269925611052073,True,False,False
current,book_margin__skip_fade_prev1,2,20,15,0.75,12,3,0.8,180.0,0.17647058823529413,True,False,False
current,book_margin__skip_fade_prev1,3,20,12,0.6,10,2,0.8333333333333334,172.0,0.20772946859903382,True,False,False
current,book_margin__skip_fade_prev1,4,20,17,0.85,13,4,0.7647058823529411,133.0,0.11396743787489289,True,True,True
current,book_margin__skip_fade_prev1,5,20,13,0.65,11,2,0.8461538461538461,217.0,0.24575311438278596,True,False,False
current,book_margin__skip_fade_prev1,6,20,10,0.5,6,4,0.6,-69.0,-0.1031390134529148,False,False,False
current,book_margin__skip_fade_prev1,7,20,12,0.6,8,4,0.6666666666666666,-20.0,-0.024390243902439025,False,False,False
current,book_margin__skip_fade_prev1,8,20,11,0.55,6,5,0.5454545454545454,-146.0,-0.19571045576407506,False,False,False
current,book_margin__skip_fade_prev1,9,20,10,0.5,8,2,0.8,118.0,0.17302052785923755,True,False,False
current,book_margin__skip_fade_prev1,10,20,12,0.6,8,4,0.6666666666666666,-25.0,-0.030303030303030304,False,False,False
current,book_margin__skip_fade_prev1,11,20,13,0.65,6,7,0.46153846153846156,-292.0,-0.3273542600896861,False,False,False
current,book_margin__skip_fade_prev1,12,20,12,0.6,7,5,0.5833333333333334,-94.0,-0.11838790931989925,False,False,False
current,book_margin__skip_fade_prev1,13,20,16,0.8,12,4,0.75,49.0,0.04257167680278019,True,True,True
current,book_margin__skip_fade_prev1,14,20,16,0.8,13,3,0.8125,196.0,0.17753623188405798,True,True,True
current,book_margin__skip_fade_prev1,15,20,15,0.75,10,5,0.6666666666666666,-30.0,-0.02912621359223301,False,False,False
current,book_margin__skip_fade_prev1,16,8,8,1.0,5,3,0.625,-68.0,-0.11971830985915492,False,True,False
current,book_margin__skip_follow_2streak,0,20,20,1.0,13,7,0.65,-66.0,-0.048316251830161056,False,True,False
current,book_margin__skip_follow_2streak,1,20,18,0.9,10,8,0.5555555555555556,-203.0,-0.16874480465502908,False,True,False
current,book_margin__skip_follow_2streak,2,20,13,0.65,8,5,0.6153846153846154,-116.0,-0.12663755458515283,False,False,False
current,book_margin__skip_follow_2streak,3,20,16,0.8,12,4,0.75,137.0,0.1288805268109125,True,True,True
current,book_margin__skip_follow_2streak,4,20,16,0.8,8,8,0.5,-245.0,-0.23444976076555024,False,True,False
current,book_margin__skip_follow_2streak,5,20,18,0.9,11,7,0.6111111111111112,-90.0,-0.07563025210084033,False,True,False
current,book_margin__skip_follow_2streak,6,20,19,0.95,15,4,0.7894736842105263,183.0,0.13895216400911162,True,True,True
current,book_margin__skip_follow_2streak,7,20,17,0.85,14,3,0.8235294117647058,237.0,0.20378331900257954,True,True,True
current,book_margin__skip_follow_2streak,8,20,18,0.9,14,4,0.7777777777777778,213.0,0.17944397641112048,True,True,True
current,book_margin__skip_follow_2streak,9,20,19,0.95,15,4,0.7894736842105263,200.0,0.15384615384615385,True,True,True
current,book_margin__skip_follow_2streak,10,20,19,0.95,11,8,0.5789473684210527,-193.0,-0.14926527455529776,False,True,False
current,book_margin__skip_follow_2streak,11,20,20,1.0,15,5,0.75,125.0,0.09090909090909091,True,True,True
current,book_margin__skip_follow_2streak,12,20,19,0.95,16,3,0.8421052631578947,317.0,0.24707716289945442,True,True,True
current,book_margin__skip_follow_2streak,13,20,15,0.75,10,5,0.6666666666666666,-75.0,-0.06976744186046512,False,False,False
current,book_margin__skip_follow_2streak,14,20,17,0.85,10,7,0.5882352941176471,-157.0,-0.13569576490924806,False,True,False
current,book_margin__skip_follow_2streak,15,20,19,0.95,14,5,0.7368421052631579,83.0,0.0630220197418375,True,True,True
current,book_margin__skip_follow_2streak,16,8,5,0.625,3,2,0.6,-59.0,-0.16434540389972144,False,False,False
current,book_margin__skip_fade_2streak,0,20,20,1.0,10,10,0.5,-322.0,-0.24357034795763993,False,True,False
current,book_margin__skip_fade_2streak,1,20,18,0.9,14,4,0.7777777777777778,186.0,0.15321252059308071,True,True,True
current,book_margin__skip_fade_2streak,2,20,17,0.85,11,6,0.6470588235294118,-62.0,-0.05335628227194492,False,True,False
current,book_margin__skip_fade_2streak,3,20,17,0.85,13,4,0.7647058823529411,179.0,0.15967885816235505,True,True,True
current,book_margin__skip_fade_2streak,4,20,17,0.85,12,5,0.7058823529411765,44.0,0.03806228373702422,True,True,True
current,book_margin__skip_fade_2streak,5,20,16,0.8,11,5,0.6875,17.0,0.01569713758079409,True,True,True
current,book_margin__skip_fade_2streak,6,20,16,0.8,11,5,0.6875,-24.0,-0.021352313167259787,False,True,False
current,book_margin__skip_fade_2streak,7,20,17,0.85,12,5,0.7058823529411765,53.0,0.046207497820401046,True,True,True
current,book_margin__skip_fade_2streak,8,20,16,0.8,11,5,0.6875,46.0,0.04364326375711575,True,True,True
current,book_margin__skip_fade_2streak,9,20,12,0.6,10,2,0.8333333333333334,170.0,0.20481927710843373,True,False,False
current,book_margin__skip_fade_2streak,10,20,17,0.85,13,4,0.7647058823529411,119.0,0.10076206604572396,True,True,True
current,book_margin__skip_fade_2streak,11,20,18,0.9,12,6,0.6666666666666666,-18.0,-0.014778325123152709,False,True,False
current,book_margin__skip_fade_2streak,12,20,16,0.8,11,5,0.6875,38.0,0.035781544256120526,True,True,True
current,book_margin__skip_fade_2streak,13,20,18,0.9,15,3,0.8333333333333334,238.0,0.18858954041204437,True,True,True
current,book_margin__skip_fade_2streak,14,20,17,0.85,11,6,0.6470588235294118,-49.0,-0.04264577893820714,False,True,False
current,book_margin__skip_fade_2streak,15,20,18,0.9,12,6,0.6666666666666666,-26.0,-0.021207177814029365,False,True,False
current,book_margin__skip_fade_2streak,16,8,8,1.0,3,5,0.375,-252.0,-0.45652173913043476,False,True,False
current,book_margin__skip_follow_3streak,0,20,20,1.0,13,7,0.65,-45.0,-0.03345724907063197,False,True,False
current,book_margin__skip_follow_3streak,1,20,19,0.95,11,8,0.5789473684210527,-170.0,-0.13385826771653545,False,True,False
current,book_margin__skip_follow_3streak,2,20,14,0.7,9,5,0.6428571428571429,-73.0,-0.0750256937307297,False,False,False
current,book_margin__skip_follow_3streak,3,20,18,0.9,14,4,0.7777777777777778,206.0,0.17252931323283083,True,True,True
current,book_margin__skip_follow_3streak,4,20,18,0.9,11,7,0.6111111111111112,-76.0,-0.06462585034013606,False,True,False
current,book_margin__skip_follow_3streak,5,20,19,0.95,10,9,0.5263157894736842,-256.0,-0.20382165605095542,False,True,False
current,book_margin__skip_follow_3streak,6,20,20,1.0,16,4,0.8,220.0,0.15942028985507245,True,True,True
current,book_margin__skip_follow_3streak,7,20,19,0.95,16,3,0.8421052631578947,297.0,0.22793553338449732,True,True,True
current,book_margin__skip_follow_3streak,8,20,20,1.0,14,6,0.7,75.0,0.05660377358490566,True,True,True
current,book_margin__skip_follow_3streak,9,20,19,0.95,15,4,0.7894736842105263,200.0,0.15384615384615385,True,True,True
current,book_margin__skip_follow_3streak,10,20,20,1.0,12,8,0.6,-164.0,-0.12023460410557185,False,True,False
current,book_margin__skip_follow_3streak,11,20,20,1.0,14,6,0.7,24.0,0.01744186046511628,True,True,True
current,book_margin__skip_follow_3streak,12,20,20,1.0,16,4,0.8,258.0,0.19225037257824143,True,True,True
current,book_margin__skip_follow_3streak,13,20,17,0.85,11,6,0.6470588235294118,-97.0,-0.0810359231411863,False,True,False
current,book_margin__skip_follow_3streak,14,20,19,0.95,11,8,0.5789473684210527,-191.0,-0.14794732765298219,False,True,False
current,book_margin__skip_follow_3streak,15,20,20,1.0,17,3,0.85,328.0,0.239067055393586,True,True,True
current,book_margin__skip_follow_3streak,16,8,7,0.875,3,4,0.42857142857142855,-191.0,-0.3890020366598778,False,True,False
current,book_margin__skip_fade_3streak,0,20,20,1.0,12,8,0.6,-123.0,-0.09297052154195011,False,True,False
current,book_margin__skip_fade_3streak,1,20,18,0.9,13,5,0.7222222222222222,90.0,0.0743801652892562,True,True,True
current,book_margin__skip_fade_3streak,2,20,19,0.95,13,6,0.6842105263157895,-9.0,-0.006875477463712758,False,True,False
current,book_margin__skip_fade_3streak,3,20,19,0.95,16,3,0.8421052631578947,351.0,0.28102481985588473,True,True,True
current,book_margin__skip_fade_3streak,4,20,17,0.85,12,5,0.7058823529411765,44.0,0.03806228373702422,True,True,True
current,book_margin__skip_fade_3streak,5,20,17,0.85,10,7,0.5882352941176471,-142.0,-0.1243432574430823,False,True,False
current,book_margin__skip_fade_3streak,6,20,20,1.0,15,5,0.75,107.0,0.07681263460157932,True,True,True
current,book_margin__skip_fade_3streak,7,20,18,0.9,15,3,0.8333333333333334,260.0,0.20967741935483872,True,True,True
current,book_margin__skip_fade_3streak,8,20,17,0.85,12,5,0.7058823529411765,72.0,0.06382978723404255,True,True,True
current,book_margin__skip_fade_3streak,9,20,18,0.9,15,3,0.8333333333333334,260.0,0.20967741935483872,True,True,True
current,book_margin__skip_fade_3streak,10,20,18,0.9,13,5,0.7222222222222222,41.0,0.03256552819698173,True,True,True
current,book_margin__skip_fade_3streak,11,20,20,1.0,12,8,0.6,-159.0,-0.11699779249448124,False,True,False
current,book_margin__skip_fade_3streak,12,20,19,0.95,15,4,0.7894736842105263,237.0,0.1876484560570071,True,True,True
current,book_margin__skip_fade_3streak,13,20,18,0.9,15,3,0.8333333333333334,238.0,0.18858954041204437,True,True,True
current,book_margin__skip_fade_3streak,14,20,18,0.9,11,7,0.6111111111111112,-137.0,-0.11075181891673404,False,True,False
current,book_margin__skip_fade_3streak,15,20,19,0.95,12,7,0.631578947368421,-86.0,-0.06687402799377916,False,True,False
current,book_margin__skip_fade_3streak,16,8,8,1.0,3,5,0.375,-252.0,-0.45652173913043476,False,True,False
current,book_margin__skip_follow_after_flip,0,20,18,0.9,13,5,0.7222222222222222,113.0,0.09519797809604044,True,True,True
current,book_margin__skip_follow_after_flip,1,20,17,0.85,13,4,0.7647058823529411,135.0,0.11587982832618025,True,True,True
current,book_margin__skip_follow_after_flip,2,20,19,0.95,13,6,0.6842105263157895,12.0,0.009316770186335404,True,True,True
current,book_margin__skip_follow_after_flip,3,20,17,0.85,14,3,0.8235294117647058,279.0,0.2488849241748439,True,True,True
current,book_margin__skip_follow_after_flip,4,20,17,0.85,10,7,0.5882352941176471,-151.0,-0.13119026933101652,False,True,False
current,book_margin__skip_follow_after_flip,5,20,18,0.9,10,8,0.5555555555555556,-190.0,-0.15966386554621848,False,True,False
current,book_margin__skip_follow_after_flip,6,20,17,0.85,14,3,0.8235294117647058,220.0,0.1864406779661017,True,True,True
current,book_margin__skip_follow_after_flip,7,20,14,0.7,12,2,0.8571428571428571,229.0,0.23583934088568487,True,False,False
current,book_margin__skip_follow_after_flip,8,20,16,0.8,12,4,0.75,132.0,0.12359550561797752,True,True,True
current,book_margin__skip_follow_after_flip,9,20,14,0.7,11,3,0.7857142857142857,141.0,0.1470281543274244,True,False,False
current,book_margin__skip_follow_after_flip,10,20,17,0.85,13,4,0.7647058823529411,146.0,0.1265164644714038,True,True,True
current,book_margin__skip_follow_after_flip,11,20,16,0.8,11,5,0.6875,-19.0,-0.016979445933869526,False,True,False
current,book_margin__skip_follow_after_flip,12,20,15,0.75,13,2,0.8666666666666667,272.0,0.26459143968871596,True,False,False
current,book_margin__skip_follow_after_flip,13,20,18,0.9,15,3,0.8333333333333334,251.0,0.20096076861489193,True,True,True
current,book_margin__skip_follow_after_flip,14,20,17,0.85,8,9,0.47058823529411764,-352.0,-0.3055555555555556,False,True,False
current,book_margin__skip_follow_after_flip,15,20,18,0.9,11,7,0.6111111111111112,-123.0,-0.10057236304170074,False,True,False
current,book_margin__skip_follow_after_flip,16,8,7,0.875,2,5,0.2857142857142857,-283.0,-0.5859213250517599,False,True,False
current,book_margin__skip_fade_after_flip,0,20,17,0.85,8,9,0.47058823529411764,-331.0,-0.2926613616268789,False,True,False
current,book_margin__skip_fade_after_flip,1,20,16,0.8,10,6,0.625,-68.0,-0.06367041198501873,False,True,False
current,book_margin__skip_fade_after_flip,2,20,18,0.9,16,2,0.8888888888888888,381.0,0.3125512715340443,True,True,True
current,book_margin__skip_fade_after_flip,3,20,15,0.75,13,2,0.8666666666666667,267.0,0.2584704743465634,True,False,False
current,book_margin__skip_fade_after_flip,4,20,20,1.0,13,7,0.65,-28.0,-0.02108433734939759,False,True,False
current,book_margin__skip_fade_after_flip,5,20,17,0.85,12,5,0.7058823529411765,71.0,0.06288751107174491,True,True,True
current,book_margin__skip_fade_after_flip,6,20,14,0.7,11,3,0.7857142857142857,175.0,0.1891891891891892,True,False,False
current,book_margin__skip_fade_after_flip,7,20,14,0.7,12,2,0.8571428571428571,224.0,0.22950819672131148,True,False,False
current,book_margin__skip_fade_after_flip,8,20,15,0.75,9,6,0.6,-117.0,-0.11504424778761062,False,False,False
current,book_margin__skip_fade_after_flip,9,20,17,0.85,13,4,0.7647058823529411,148.0,0.1284722222222222,True,True,True
current,book_margin__skip_fade_after_flip,10,20,15,0.75,7,8,0.4666666666666667,-308.0,-0.3055555555555556,False,False,False
current,book_margin__skip_fade_after_flip,11,20,15,0.75,7,8,0.4666666666666667,-347.0,-0.3314231136580707,False,False,False
current,book_margin__skip_fade_after_flip,12,20,16,0.8,12,4,0.75,126.0,0.11731843575418995,True,True,True
current,book_margin__skip_fade_after_flip,13,20,18,0.9,14,4,0.7777777777777778,96.0,0.0736196319018405,True,True,True
current,book_margin__skip_fade_after_flip,14,20,19,0.95,13,6,0.6842105263157895,-15.0,-0.011406844106463879,False,True,False
current,book_margin__skip_fade_after_flip,15,20,17,0.85,13,4,0.7647058823529411,125.0,0.10638297872340426,True,True,True
current,book_margin__skip_fade_after_flip,16,8,8,1.0,5,3,0.625,-68.0,-0.11971830985915492,False,True,False
current,book_margin__skip_follow_after_alternation,0,20,19,0.95,13,6,0.6842105263157895,31.0,0.02442868400315209,True,True,True
current,book_margin__skip_follow_after_alternation,1,20,18,0.9,12,6,0.6666666666666666,-28.0,-0.02280130293159609,False,True,False
current,book_margin__skip_follow_after_alternation,2,20,20,1.0,15,5,0.75,139.0,0.10213078618662748,True,True,True
current,book_margin__skip_follow_after_alternation,3,20,18,0.9,14,4,0.7777777777777778,207.0,0.173512154233026,True,True,True
current,book_margin__skip_follow_after_alternation,4,20,19,0.95,10,9,0.5263157894736842,-265.0,-0.20948616600790515,False,True,False
current,book_margin__skip_follow_after_alternation,5,20,19,0.95,11,8,0.5789473684210527,-159.0,-0.12629070691024621,False,True,False
current,book_margin__skip_follow_after_alternation,6,20,18,0.9,15,3,0.8333333333333334,254.0,0.20385232744783308,True,True,True
current,book_margin__skip_follow_after_alternation,7,20,17,0.85,14,3,0.8235294117647058,228.0,0.1945392491467577,True,True,True
current,book_margin__skip_follow_after_alternation,8,20,16,0.8,10,6,0.625,-62.0,-0.0583804143126177,False,True,False
current,book_margin__skip_follow_after_alternation,9,20,17,0.85,13,4,0.7647058823529411,147.0,0.12749349522983522,True,True,True
current,book_margin__skip_follow_after_alternation,10,20,19,0.95,15,4,0.7894736842105263,214.0,0.16640746500777606,True,True,True
current,book_margin__skip_follow_after_alternation,11,20,18,0.9,12,6,0.6666666666666666,-46.0,-0.03691813804173355,False,True,False
current,book_margin__skip_follow_after_alternation,12,20,17,0.85,13,4,0.7647058823529411,147.0,0.12749349522983522,True,True,True
current,book_margin__skip_follow_after_alternation,13,20,19,0.95,16,3,0.8421052631578947,261.0,0.19492158327109785,True,True,True
current,book_margin__skip_follow_after_alternation,14,20,19,0.95,10,9,0.5263157894736842,-294.0,-0.22720247295208656,False,True,False
current,book_margin__skip_follow_after_alternation,15,20,19,0.95,12,7,0.631578947368421,-89.0,-0.06904577191621412,False,True,False
current,book_margin__skip_follow_after_alternation,16,8,8,1.0,3,5,0.375,-252.0,-0.45652173913043476,False,True,False
current,book_margin__skip_fade_after_alternation,0,20,17,0.85,8,9,0.47058823529411764,-329.0,-0.2914083259521701,False,True,False
current,book_margin__skip_fade_after_alternation,1,20,17,0.85,11,6,0.6470588235294118,-40.0,-0.03508771929824561,False,True,False
current,book_margin__skip_fade_after_alternation,2,20,20,1.0,15,5,0.75,139.0,0.10213078618662748,True,True,True
current,book_margin__skip_fade_after_alternation,3,20,18,0.9,16,2,0.8888888888888888,375.0,0.30612244897959184,True,True,True
current,book_margin__skip_fade_after_alternation,4,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,False
current,book_margin__skip_fade_after_alternation,5,20,19,0.95,12,7,0.631578947368421,-49.0,-0.03923138510808647,False,True,False
current,book_margin__skip_fade_after_alternation,6,20,15,0.75,11,4,0.7333333333333333,62.0,0.05973025048169557,True,False,False
current,book_margin__skip_fade_after_alternation,7,20,17,0.85,15,2,0.8823529411764706,324.0,0.2755102040816326,True,True,True
current,book_margin__skip_fade_after_alternation,8,20,16,0.8,10,6,0.625,-72.0,-0.06716417910447761,False,True,False
current,book_margin__skip_fade_after_alternation,9,20,19,0.95,15,4,0.7894736842105263,200.0,0.15384615384615385,True,True,True
current,book_margin__skip_fade_after_alternation,10,20,17,0.85,9,8,0.5294117647058824,-259.0,-0.22346850733390855,False,True,False
current,book_margin__skip_fade_after_alternation,11,20,16,0.8,8,8,0.5,-316.0,-0.2831541218637993,False,True,False
current,book_margin__skip_fade_after_alternation,12,20,18,0.9,14,4,0.7777777777777778,180.0,0.14754098360655737,True,True,True
current,book_margin__skip_fade_after_alternation,13,20,20,1.0,17,3,0.85,267.0,0.18632240055826937,True,True,True
current,book_margin__skip_fade_after_alternation,14,20,20,1.0,11,9,0.55,-260.0,-0.19117647058823528,False,True,False
current,book_margin__skip_fade_after_alternation,15,20,19,0.95,14,5,0.7368421052631579,98.0,0.07526881720430108,True,True,True
current,book_margin__skip_fade_after_alternation,16,8,8,1.0,3,5,0.375,-252.0,-0.45652173913043476,False,True,False
current,book_edge_m5,0,20,20,1.0,12,8,0.6,-123.0,-0.09297052154195011,False,True,False
current,book_edge_m5,1,20,20,1.0,14,6,0.7,59.0,0.04399701715137957,True,True,True
current,book_edge_m5,2,20,20,1.0,15,5,0.75,139.0,0.10213078618662748,True,True,True
current,book_edge_m5,3,20,20,1.0,16,4,0.8,274.0,0.2066365007541478,True,True,True
current,book_edge_m5,4,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,False
current,book_edge_m5,5,20,20,1.0,12,8,0.6,-129.0,-0.09706546275395034,False,True,False
current,book_edge_m5,6,20,20,1.0,16,4,0.8,220.0,0.15942028985507245,True,True,True
current,book_edge_m5,7,20,19,0.95,16,3,0.8421052631578947,297.0,0.22793553338449732,True,True,True
current,book_edge_m5,8,20,20,1.0,14,6,0.7,75.0,0.05660377358490566,True,True,True
current,book_edge_m5,9,20,19,0.95,15,4,0.7894736842105263,200.0,0.15384615384615385,True,True,True
current,book_edge_m5,10,20,20,1.0,12,8,0.6,-164.0,-0.12023460410557185,False,True,False
current,book_edge_m5,11,20,20,1.0,13,7,0.65,-73.0,-0.05316824471959213,False,True,False
current,book_edge_m5,12,20,20,1.0,16,4,0.8,258.0,0.19225037257824143,True,True,True
current,book_edge_m5,13,20,20,1.0,17,3,0.85,285.0,0.20141342756183744,True,True,True
current,book_edge_m5,14,20,20,1.0,11,9,0.55,-260.0,-0.19117647058823528,False,True,False
current,book_edge_m5,15,20,20,1.0,15,5,0.75,129.0,0.09409190371991247,True,True,True
current,book_edge_m5,16,8,8,1.0,3,5,0.375,-252.0,-0.45652173913043476,False,True,False
current,book_edge_m5__only_follow_prev1,0,20,16,0.8,6,10,0.375,-462.0,-0.4350282485875706,False,True,False
current,book_edge_m5__only_follow_prev1,1,20,14,0.7,10,4,0.7142857142857143,59.0,0.06269925611052073,True,False,False
current,book_edge_m5__only_follow_prev1,2,20,15,0.75,12,3,0.8,180.0,0.17647058823529413,True,False,False
current,book_edge_m5__only_follow_prev1,3,20,12,0.6,10,2,0.8333333333333334,172.0,0.20772946859903382,True,False,False
