market,ts_wall,side,reason,status,result,side_won,ask_cents,qty,hypothetical_hold_gross_cents,verdict,actionable_shadow,p_side,brier,edge_cents,raw_edge_cents,fair_side_cents,seconds_to_close,sigma_t_dollars,abs_d_sigma,recross_hazard_score,btc_age_ms,book_age_ms,eligible_depth,p_ok,edge_ok,model_price_ok,ask_ok,book_ok,btc_ok,risk_ok,h6_recross_hazard_high
KXBTC15M-26MAY052245-45,2026-05-06T02:35:04.164493+00:00,no,edge_below_floor,finalized,yes,False,88,2,-176,protected_loss,True,0.87407,0.7639983649000001,-3.592966,-1.592966,87.407034,595.836,91.530223,0.980223,0.27944812212377795,0.0,766.0,39.0,True,False,False,True,True,True,True,True
KXBTC15M-26MAY052245-45,2026-05-06T02:41:12.017498+00:00,yes,edge_below_floor,finalized,yes,True,90,2,20,missed_profit,True,0.880843,0.01419839064899999,-4.915676,-2.915676,88.084324,227.983,57.53173,1.011094,0.10534765337147539,0.0,609.0,1081.82,True,False,False,True,True,True,True,False
KXBTC15M-26MAY052245-45,2026-05-06T02:41:12.599090+00:00,yes,ask_too_high,finalized,yes,True,91,2,18,missed_profit,True,0.880922,0.014179570084000004,-5.907822,-3.907822,88.092178,227.401,57.458301,1.012386,0.10494314060882985,579.0,204.0,10.0,True,False,False,False,True,True,True,False
KXBTC15M-26MAY052245-45,2026-05-06T02:43:50.010489+00:00,yes,time_window,finalized,yes,True,90,2,20,missed_profit,False,0.98608,0.00019376640000000122,5.607989,7.607989,98.607989,69.99,31.875982,2.155541,0.01029723805760355,105844.0,610.0,1271.17,True,True,True,True,True,False,True,False
KXBTC15M-26MAY052245-45,2026-05-06T02:43:50.010489+00:00,no,time_window,finalized,yes,False,11,2,-22,protected_loss,False,0.01392,0.0001937664,-12.607989,-10.607989,1.392011,69.99,31.875982,2.155541,0.01029723805760355,105844.0,610.0,282.0,False,False,False,True,True,False,True,False
KXBTC15M-26MAY052245-45,2026-05-06T02:45:00.013503+00:00,yes,missing_horizon,finalized,yes,True,100,1,0,neutral,False,,,,,,0.0,,,,175844.0,1610.0,0.0,,,,False,False,False,,False
KXBTC15M-26MAY052245-45,2026-05-06T02:45:00.013503+00:00,no,missing_horizon,finalized,yes,False,0,1,0,neutral,False,,,,,,0.0,,,,175844.0,1610.0,1303.13,,,,True,False,False,,False
KXBTC15M-26MAY052300-00,2026-05-06T02:45:15.775661+00:00,yes,btc_stale,finalized,yes,True,61,2,78,missed_profit,False,0.622099,0.14280916580100003,-2.79013,-0.79013,62.20987,884.226,113.207409,0.28408,0.8446190256952253,191609.0,0.0,61.96,False,False,False,True,True,False,True,True
KXBTC15M-26MAY052300-00,2026-05-06T02:45:15.777675+00:00,no,btc_stale,finalized,yes,False,40,2,-80,protected_loss,False,0.377901,0.14280916580099998,-6.20987,-4.20987,37.79013,884.226,113.207409,0.28408,0.8446190256952253,191609.0,0.0,1120.0,False,False,False,True,True,False,True,True
KXBTC15M-26MAY052300-00,2026-05-06T02:46:32.768762+00:00,yes,book_stale,finalized,yes,True,76,2,48,missed_profit,False,0.695815,0.09252851422500002,-9.918484,-7.918484,69.581516,807.231,108.230165,0.467984,0.6419232604269812,268609.0,1015.0,110.9,False,False,False,True,False,False,True,True
KXBTC15M-26MAY052300-00,2026-05-06T02:46:32.772943+00:00,no,book_stale,finalized,yes,False,25,2,-50,protected_loss,False,0.304185,0.09252851422499998,1.918484,3.918484,30.418484,807.231,108.230165,0.467984,0.6419232604269812,268609.0,1015.0,10.0,False,False,False,True,False,False,True,True
KXBTC15M-26MAY052300-00,2026-05-06T02:49:02.567695+00:00,yes,p_below_floor,finalized,yes,True,87,2,26,missed_profit,True,0.802466,0.039019681156,-9.753381,-7.753381,80.246619,657.432,97.611158,0.726966,0.4032610787631417,0.0,797.0,10.8,False,False,False,True,True,True,True,True
KXBTC15M-26MAY052300-00,2026-05-06T02:49:02.570986+00:00,no,p_below_floor,finalized,yes,False,14,2,-28,protected_loss,True,0.197534,0.039019681156,2.753381,4.753381,19.753381,657.432,97.611158,0.726966,0.4032610787631417,0.0,797.0,518.0,False,True,True,True,True,True,True,True
KXBTC15M-26MAY052300-00,2026-05-06T02:49:02.926088+00:00,yes,edge_below_floor,finalized,yes,True,87,2,26,missed_profit,True,0.864305,0.018413133025000004,-3.569495,-1.569495,86.430505,657.076,97.609656,0.939866,0.3258372354226237,0.0,157.0,10.8,True,False,False,True,True,True,True,True
KXBTC15M-26MAY052300-00,2026-05-06T02:50:35.378063+00:00,yes,ask_too_high,finalized,yes,True,94,2,12,missed_profit,True,0.881743,0.013984718048999987,-8.325663,-6.325663,88.174337,564.625,90.214122,1.016914,0.2584599077889771,0.0,610.0,85.88,True,False,False,False,True,True,True,True
KXBTC15M-26MAY052300-00,2026-05-06T02:58:50.008120+00:00,yes,time_window,finalized,yes,True,100,1,0,neutral,False,1.0,0.0,-2.500001,-0.500001,99.999999,69.993,32.151836,6.333075,0.00015929138979451545,84672.0,3250.0,0.0,True,False,False,False,False,False,False,False
KXBTC15M-26MAY052300-00,2026-05-06T02:58:50.010290+00:00,no,time_window,finalized,yes,False,0,2,0,neutral,False,0.0,0.0,-2.499999,-0.499999,1e-06,69.993,32.151836,6.333075,0.00015929138979451545,84672.0,3250.0,10684.2,False,False,True,True,False,False,True,False
KXBTC15M-26MAY052300-00,2026-05-06T03:00:00.022284+00:00,yes,missing_horizon,finalized,yes,True,100,1,0,neutral,False,,,,,,0.0,,,,23203.0,1250.0,0.0,,,,False,False,False,,False
KXBTC15M-26MAY052300-00,2026-05-06T03:00:00.024286+00:00,no,missing_horizon,finalized,yes,False,0,1,0,neutral,False,,,,,,0.0,,,,23203.0,1250.0,11809.29,,,,True,False,False,,False
KXBTC15M-26MAY052315-15,2026-05-06T03:00:30.740807+00:00,yes,btc_stale,finalized,yes,True,57,2,86,missed_profit,False,0.588141,0.16962783588099997,-2.185889,-0.185889,58.814111,869.26,113.217458,0.246605,0.8694964276895617,9844.0,0.0,139.74,False,False,False,True,True,False,True,True
KXBTC15M-26MAY052315-15,2026-05-06T03:00:30.742807+00:00,no,btc_stale,finalized,yes,False,44,2,-88,protected_loss,False,0.411859,0.16962783588099997,-6.814111,-4.814111,41.185889,869.26,113.217458,0.246605,0.8694964276895617,9844.0,0.0,519.51,False,False,False,True,True,False,True,True
KXBTC15M-26MAY052315-15,2026-05-06T03:00:51.745908+00:00,yes,book_stale,finalized,yes,True,61,1,39,missed_profit,False,0.589335,0.16864574222499995,-6.066484,-4.066484,58.933516,848.255,111.841181,0.24964,0.8459144220815392,30844.0,1015.0,1.0,False,False,False,True,False,False,True,True
KXBTC15M-26MAY052315-15,2026-05-06T03:00:51.748897+00:00,no,book_stale,finalized,yes,False,40,2,-80,protected_loss,False,0.410665,0.168645742225,-2.933516,-0.933516,41.066484,848.255,111.841181,0.24964,0.8459144220815392,30844.0,1015.0,603.0,False,False,False,True,False,False,True,True
KXBTC15M-26MAY052315-15,2026-05-06T03:02:18.724476+00:00,yes,p_below_floor,finalized,yes,True,64,2,72,missed_profit,True,0.598688,0.161051321344,-8.131201,-6.131201,59.868799,761.277,106.045191,0.263284,0.749545998544852,16.0,1000.0,154.17,False,False,False,True,True,True,True,True
KXBTC15M-26MAY052315-15,2026-05-06T03:02:18.727485+00:00,no,p_below_floor,finalized,yes,False,38,2,-76,protected_loss,True,0.401312,0.161051321344,-1.868799,0.131201,40.131201,761.277,106.045191,0.263284,0.749545998544852,16.0,1000.0,1681.03,False,False,False,True,True,True,True,True
KXBTC15M-26MAY052315-15,2026-05-06T03:05:12.012285+00:00,yes,edge_below_floor,finalized,yes,True,87,2,26,missed_profit,True,0.859046,0.019868030116000007,-4.095382,-2.095382,85.904618,587.988,92.985061,0.922944,0.2986391017909861,0.0,281.0,138.83,True,False,False,True,True,True,True,True
KXBTC15M-26MAY052315-15,2026-05-06T03:12:40.761683+00:00,yes,ask_too_high,finalized,yes,True,93,2,14,missed_profit,True,0.837252,0.026486911504,-11.774777,-9.774777,83.725223,139.238,45.314653,0.832843,0.07749919171929845,641.0,31.0,239.52,False,False,False,False,True,True,True,False
KXBTC15M-26MAY052315-15,2026-05-06T03:13:50.010822+00:00,yes,time_window,finalized,yes,True,99,2,2,missed_profit,False,0.917073,0.006876887328999996,-9.792661,-7.792661,91.707339,69.989,32.132746,1.228964,0.026218581829791768,21406.0,281.0,10.0,True,False,False,False,True,False,True,False
KXBTC15M-26MAY052315-15,2026-05-06T03:13:50.011824+00:00,no,time_window,finalized,yes,False,1,2,-2,protected_loss,False,0.082927,0.006876887329,4.792661,6.792661,8.292661,69.989,32.132746,1.228964,0.026218581829791768,21406.0,281.0,47.0,False,True,True,True,True,False,True,False
KXBTC15M-26MAY052315-15,2026-05-06T03:15:00.036172+00:00,yes,missing_horizon,finalized,yes,True,100,1,0,neutral,False,,,,,,0.0,,,,9484.0,1312.0,0.0,,,,False,False,False,,False
KXBTC15M-26MAY052315-15,2026-05-06T03:15:00.038173+00:00,no,missing_horizon,finalized,yes,False,0,1,0,neutral,False,,,,,,0.0,,,,9484.0,1312.0,32856.29,,,,True,False,False,,False
KXBTC15M-26MAY052330-30,2026-05-06T03:15:30.611045+00:00,yes,btc_stale,finalized,yes,True,37,2,126,missed_profit,False,0.551159,0.20145824328100004,14.115894,16.115894,55.115894,869.39,112.521262,0.142551,0.9589844105676989,10047.0,0.0,1781.55,False,True,True,True,True,False,True,True
KXBTC15M-26MAY052330-30,2026-05-06T03:15:30.612045+00:00,no,btc_stale,finalized,yes,False,65,2,-130,protected_loss,False,0.448841,0.20145824328099998,-24.115894,-22.115894,44.884106,869.39,112.521262,0.142551,0.9589844105676989,10047.0,0.0,67.0,False,False,False,True,True,False,True,True
KXBTC15M-26MAY052330-30,2026-05-06T03:15:56.631216+00:00,yes,book_stale,finalized,yes,True,44,2,112,missed_profit,False,0.55246,0.20029205160000005,7.245967,9.245967,55.245967,843.37,110.824634,0.144733,0.9282551811170262,36063.0,1031.0,47.22,False,True,True,True,False,False,True,True
KXBTC15M-26MAY052330-30,2026-05-06T03:15:56.632217+00:00,no,book_stale,finalized,yes,False,57,2,-114,protected_loss,False,0.44754,0.2002920516,-16.245967,-14.245967,44.754033,843.37,110.824634,0.144733,0.9282551811170262,36063.0,1031.0,259.63,False,False,False,True,False,False,True,True
KXBTC15M-26MAY052330-30,2026-05-06T03:16:48.314581+00:00,yes,p_below_floor,finalized,yes,True,32,2,136,missed_profit,True,0.47043,0.2804443849,11.043044,13.043044,47.043044,791.686,107.181606,0.053461,0.9529226958217188,15.0,718.0,2375.33,False,True,True,True,True,True,True,True
KXBTC15M-26MAY052330-30,2026-05-06T03:16:48.315580+00:00,no,p_below_floor,finalized,yes,False,69,2,-138,protected_loss,True,0.52957,0.2804443849,-19.543044,-17.543044,52.956956,791.686,107.181606,0.053461,0.9529226958217188,15.0,718.0,587.24,False,False,False,True,True,True,True,True
KXBTC15M-26MAY052330-30,2026-05-06T03:23:19.741969+00:00,yes,ask_too_high,finalized,yes,True,91,2,18,missed_profit,True,0.769513,0.053124257168999996,-17.048724,-15.048724,76.951276,400.259,76.188962,0.636444,0.26886683683319945,703.0,140.0,4.0,False,False,False,False,True,True,True,True
KXBTC15M-26MAY052330-30,2026-05-06T03:23:22.917394+00:00,yes,edge_below_floor,finalized,yes,True,89,2,22,missed_profit,True,0.900635,0.009873403225000008,-1.936529,0.063471,90.063471,397.084,75.919079,1.104465,0.16711206862701308,0.0,312.0,10.0,True,False,False,True,True,True,True,False
KXBTC15M-26MAY052330-30,2026-05-06T03:28:50.046212+00:00,yes,time_window,finalized,yes,True,100,1,0,neutral,False,1.0,0.0,-2.500047,-0.500047,99.999953,69.955,35.017578,5.02005,0.0006447542544816843,11844.0,453.0,0.0,True,False,False,False,True,False,False,False
KXBTC15M-26MAY052330-30,2026-05-06T03:28:50.047211+00:00,no,time_window,finalized,yes,False,0,2,0,neutral,False,0.0,0.0,-2.499953,-0.499953,4.7e-05,69.955,35.017578,5.02005,0.0006447542544816843,11844.0,453.0,2267.57,False,False,True,True,True,False,True,False
KXBTC15M-26MAY052330-30,2026-05-06T03:30:00.028161+00:00,yes,missing_horizon,finalized,yes,True,100,1,0,neutral,False,,,,,,0.0,,,,81812.0,421.0,0.0,,,,False,True,False,,False
KXBTC15M-26MAY052330-30,2026-05-06T03:30:00.030173+00:00,no,missing_horizon,finalized,yes,False,0,1,0,neutral,False,,,,,,0.0,,,,81828.0,421.0,24445.75,,,,True,True,False,,False
KXBTC15M-26MAY052345-45,2026-05-06T03:30:30.528960+00:00,yes,btc_stale,finalized,no,False,44,1,-44,protected_loss,False,0.381115,0.14524864322499997,-9.888454,-7.888454,38.111546,869.471,123.337312,0.233992,0.9593549942024324,19281.0,0.0,1.0,False,False,False,True,True,False,True,True
KXBTC15M-26MAY052345-45,2026-05-06T03:30:30.532101+00:00,no,btc_stale,finalized,no,True,57,2,86,missed_profit,False,0.618885,0.14524864322499997,0.888454,2.888454,61.888454,869.471,123.337312,0.233992,0.9593549942024324,19297.0,0.0,2076.74,False,False,False,True,True,False,True,True
KXBTC15M-26MAY052345-45,2026-05-06T03:30:49.977485+00:00,yes,p_below_floor,finalized,no,False,38,2,-76,protected_loss,True,0.363233,0.131938212289,-5.676711,-3.676711,36.323289,850.023,121.942963,0.275785,0.8994539296283267,32.0,454.0,24.0,False,False,False,True,True,True,True,True
KXBTC15M-26MAY052345-45,2026-05-06T03:30:49.979573+00:00,no,p_below_floor,finalized,no,True,63,2,74,missed_profit,True,0.636767,0.13193821228900002,-3.323289,-1.323289,63.676711,850.023,121.942963,0.275785,0.8994539296283267,32.0,454.0,156.24,False,False,False,True,True,True,True,True
KXBTC15M-26MAY052345-45,2026-05-06T03:30:51.533348+00:00,yes,book_stale,finalized,no,False,39,2,-78,protected_loss,False,0.363142,0.13187211216400002,-6.685779,-4.685779,36.314221,848.467,121.831311,0.276037,0.897581297483378,1594.0,1016.0,26.0,False,False,False,True,False,False,True,True
KXBTC15M-26MAY052345-45,2026-05-06T03:30:51.533348+00:00,no,book_stale,finalized,no,True,63,2,74,missed_profit,False,0.636858,0.13187211216399997,-3.314221,-1.314221,63.685779,848.467,121.831311,0.276037,0.897581297483378,1594.0,1016.0,1556.48,False,False,False,True,False,False,True,True
KXBTC15M-26MAY052345-45,2026-05-06T03:42:37.278418+00:00,no,ask_too_high,finalized,no,True,97,2,6,missed_profit,True,0.90076,0.009848577599999998,-9.423992,-7.423992,90.076008,142.724,49.616864,1.10406,0.06550423748317691,16.0,750.0,110.0,True,False,False,False,True,True,True,False
KXBTC15M-26MAY052345-45,2026-05-06T03:43:50.011311+00:00,yes,time_window,finalized,no,False,0,2,0,neutral,False,0.031627,0.0010002671290000001,0.66274,2.66274,3.16274,69.989,34.648,1.757677,0.016661818070506214,48406.0,500.0,19590.33,False,False,True,True,True,False,True,False
KXBTC15M-26MAY052345-45,2026-05-06T03:43:50.011311+00:00,no,time_window,finalized,no,True,100,1,0,neutral,False,0.968373,0.0010002671289999975,-5.66274,-3.66274,96.83726,69.989,34.648,1.757677,0.016661818070506214,48406.0,500.0,0.0,True,False,False,False,True,False,False,False
KXBTC15M-26MAY052345-45,2026-05-06T03:45:00.001893+00:00,yes,missing_horizon,finalized,no,False,0,1,0,neutral,False,,,,,,0.0,,,,4016.0,500.0,25625.97,,,,True,True,False,,False
KXBTC15M-26MAY052345-45,2026-05-06T03:45:00.003082+00:00,no,missing_horizon,finalized,no,True,100,1,0,neutral,False,,,,,,0.0,,,,4016.0,500.0,0.0,,,,False,True,False,,False
KXBTC15M-26MAY060000-00,2026-05-06T03:45:15.453213+00:00,yes,btc_stale,finalized,yes,True,60,2,80,missed_profit,False,0.537172,0.21420975758400002,-10.282835,-8.282835,53.717165,884.547,123.152218,0.082581,1.1241311116984478,19469.0,0.0,967.75,False,False,False,True,True,False,True,True
KXBTC15M-26MAY060000-00,2026-05-06T03:45:15.453213+00:00,no,btc_stale,finalized,yes,False,41,2,-82,protected_loss,False,0.462828,0.21420975758400002,1.282835,3.282835,46.282835,884.547,123.152218,0.082581,1.1241311116984478,19469.0,0.0,2329.79,False,False,False,True,True,False,True,True
KXBTC15M-26MAY060000-00,2026-05-06T03:45:17.455141+00:00,yes,book_stale,finalized,yes,True,60,2,80,missed_profit,False,0.537209,0.21417550968099996,-10.279078,-8.279078,53.720922,882.546,123.012876,0.082674,1.1214841266698772,21469.0,1016.0,316.56,False,False,False,True,False,False,True,True
KXBTC15M-26MAY060000-00,2026-05-06T03:45:17.457148+00:00,no,book_stale,finalized,yes,False,41,2,-82,protected_loss,False,0.462791,0.21417550968100002,1.279078,3.279078,46.279078,882.546,123.012876,0.082674,1.1214841266698772,21469.0,1016.0,2423.9,False,False,False,True,False,False,True,True
KXBTC15M-26MAY060000-00,2026-05-06T03:46:03.521571+00:00,yes,p_below_floor,finalized,yes,True,48,2,104,missed_profit,True,0.483592,0.266677222464,-3.640785,-1.640785,48.359215,836.478,119.607339,0.046151,1.101084655984564,0.0,93.0,2668.55,False,False,False,True,True,True,True,True
KXBTC15M-26MAY060000-00,2026-05-06T03:46:03.523577+00:00,no,p_below_floor,finalized,yes,False,53,2,-106,protected_loss,True,0.516408,0.266677222464,-5.359215,-3.359215,51.640785,836.478,119.607339,0.046151,1.101084655984564,0.0,93.0,72.0,False,False,False,True,True,True,True,True
KXBTC15M-26MAY060000-00,2026-05-06T03:56:57.663561+00:00,yes,ask_too_high,finalized,yes,True,92,2,16,missed_profit,True,0.842605,0.024773186024999984,-10.739461,-8.739461,84.260539,182.336,55.985227,0.836649,0.10915317086830266,0.0,234.0,10.0,False,False,False,False,True,True,True,False
KXBTC15M-26MAY060000-00,2026-05-06T03:58:50.016111+00:00,yes,time_window,finalized,yes,True,100,1,0,neutral,False,0.972298,0.0007674008040000003,-5.27017,-3.27017,97.22983,69.985,34.133497,1.807901,0.01560991667932684,12312.0,1593.0,210.0,True,False,False,False,False,False,True,False
KXBTC15M-26MAY060000-00,2026-05-06T03:58:50.018122+00:00,no,time_window,finalized,yes,False,0,2,0,neutral,False,0.027702,0.000767400804,0.27017,2.27017,2.77017,69.985,34.133497,1.807901,0.01560991667932684,12312.0,1593.0,3103.67,False,False,True,True,False,False,True,False
KXBTC15M-26MAY060000-00,2026-05-06T04:00:00.010347+00:00,yes,missing_horizon,finalized,yes,True,100,1,0,neutral,False,,,,,,0.0,,,,43046.0,1593.0,0.0,,,,False,False,False,,False
KXBTC15M-26MAY060000-00,2026-05-06T04:00:00.012347+00:00,no,missing_horizon,finalized,yes,False,0,1,0,neutral,False,,,,,,0.0,,,,43046.0,1593.0,4140.57,,,,True,False,False,,False
KXBTC15M-26MAY060015-15,2026-05-06T04:00:15.648055+00:00,yes,btc_stale,finalized,no,False,59,2,-118,protected_loss,False,0.495053,0.24507747280900002,-13.494698,-11.494698,49.505302,884.353,115.554469,0.008914,1.1352905351913114,2765.0,0.0,1114.63,False,False,False,True,True,False,True,True
KXBTC15M-26MAY060015-15,2026-05-06T04:00:15.649056+00:00,no,btc_stale,finalized,no,True,43,2,114,missed_profit,False,0.504947,0.24507747280899997,3.494698,5.494698,50.494698,884.353,115.554469,0.008914,1.1352905351913114,2765.0,0.0,32.0,False,True,True,True,True,False,True,True
KXBTC15M-26MAY060015-15,2026-05-06T04:00:43.661789+00:00,yes,book_stale,finalized,no,False,61,2,-122,protected_loss,False,0.495269,0.245291382361,-15.473059,-13.473059,49.526941,856.339,113.709526,0.009058,1.0991693677929517,30781.0,1016.0,515.09,False,False,False,True,False,False,True,True
KXBTC15M-26MAY060015-15,2026-05-06T04:00:43.664782+00:00,no,book_stale,finalized,no,True,40,2,120,missed_profit,False,0.504731,0.24529138236099995,6.473059,8.473059,50.473059,856.339,113.709526,0.009058,1.0991693677929517,30781.0,1016.0,17.31,False,True,True,True,False,False,True,True
KXBTC15M-26MAY060015-15,2026-05-06T04:03:05.375534+00:00,yes,p_below_floor,finalized,no,False,52,2,-104,protected_loss,True,0.532782,0.28385665952399997,-2.721793,-0.721793,53.278207,714.625,102.71052,0.096972,0.8306505775133819,31.0,735.0,601.0,False,False,False,True,True,True,True,True
KXBTC15M-26MAY060015-15,2026-05-06T04:03:05.376538+00:00,no,p_below_floor,finalized,no,True,49,2,102,missed_profit,True,0.467218,0.28385665952399997,-6.278207,-4.278207,46.721793,714.625,102.71052,0.096972,0.8306505775133819,31.0,735.0,117.0,False,False,False,True,True,True,True,True
KXBTC15M-26MAY060015-15,2026-05-06T04:13:35.270496+00:00,no,ask_too_high,finalized,no,True,92,2,16,missed_profit,True,0.577365,0.17862034322499998,-37.263515,-35.263515,57.736485,84.732,35.172746,0.174283,0.09066060328316333,0.0,625.0,4552.91,False,False,False,False,True,True,True,False
KXBTC15M-26MAY060015-15,2026-05-06T04:13:50.003284+00:00,yes,time_window,finalized,no,False,7,2,-14,protected_loss,False,0.144034,0.020745793156,4.903386,6.903386,14.403386,69.998,31.960102,0.882976,0.03686023614725339,485.0,360.0,163.58,False,True,True,True,True,True,True,False
KXBTC15M-26MAY060015-15,2026-05-06T04:13:50.003284+00:00,no,time_window,finalized,no,True,94,2,12,missed_profit,False,0.855966,0.020745793156,-10.903386,-8.903386,85.596614,69.998,31.960102,0.882976,0.03686023614725339,485.0,360.0,70.35,True,False,False,False,True,True,True,False
KXBTC15M-26MAY060015-15,2026-05-06T04:15:00.017479+00:00,yes,missing_horizon,finalized,no,False,0,1,0,neutral,False,,,,,,0.0,,,,10484.0,343.0,10354.85,,,,True,True,False,,False
KXBTC15M-26MAY060015-15,2026-05-06T04:15:00.017479+00:00,no,missing_horizon,finalized,no,True,100,1,0,neutral,False,,,,,,0.0,,,,10484.0,343.0,0.0,,,,False,True,False,,False
KXBTC15M-26MAY060030-30,2026-05-06T04:15:30.468511+00:00,yes,btc_stale,finalized,no,False,63,2,-126,protected_loss,False,0.71002,0.5041284004,4.001954,6.001954,71.001954,869.532,112.905142,0.485452,0.6829770751810995,40938.0,0.0,2298.08,False,True,True,True,True,False,True,True
KXBTC15M-26MAY060030-30,2026-05-06T04:15:30.469508+00:00,no,btc_stale,finalized,no,True,38,2,124,missed_profit,False,0.28998,0.5041284004,-13.001954,-11.001954,28.998046,869.532,112.905142,0.485452,0.6829770751810995,40938.0,0.0,4.63,False,False,False,True,True,False,True,True
KXBTC15M-26MAY060030-30,2026-05-06T04:15:46.967766+00:00,yes,p_below_floor,finalized,no,False,51,2,-102,protected_loss,True,0.617077,0.38078402392899996,6.707692,8.707692,61.707692,853.033,111.993405,0.270552,0.8318688646787503,32.0,516.0,120.79,False,True,True,True,True,True,True,True
KXBTC15M-26MAY060030-30,2026-05-06T04:15:46.975827+00:00,no,p_below_floor,finalized,no,True,50,2,100,missed_profit,True,0.382923,0.38078402392899996,-15.707692,-13.707692,38.292308,853.033,111.993405,0.270552,0.8318688646787503,32.0,516.0,169.26,False,False,False,True,True,True,True,True
KXBTC15M-26MAY060030-30,2026-05-06T04:19:03.503296+00:00,yes,book_stale,finalized,no,False,41,2,-82,protected_loss,False,0.477329,0.227842974241,2.732927,4.732927,47.732927,656.497,98.048708,0.056808,0.7911623149739566,9063.0,1063.0,606.78,False,True,True,True,False,False,True,True
KXBTC15M-26MAY060030-30,2026-05-06T04:19:03.506363+00:00,no,book_stale,finalized,no,True,60,2,80,missed_profit,False,0.522671,0.227842974241,-11.732927,-9.732927,52.267073,656.497,98.048708,0.056808,0.7911623149739566,9063.0,1063.0,1116.33,False,False,False,True,False,False,True,True
KXBTC15M-26MAY060030-30,2026-05-06T04:27:05.417596+00:00,no,ask_too_high,finalized,no,True,95,2,10,missed_profit,True,0.845302,0.023931471204,-12.969824,-10.969824,84.530176,174.584,49.523798,0.843231,0.09386081877003395,16.0,985.0,73.8,False,False,False,False,True,True,True,False
KXBTC15M-26MAY060030-30,2026-05-06T04:28:50.010363+00:00,yes,time_window,finalized,no,False,2,2,-4,protected_loss,False,0.041236,0.0017004076960000002,-0.376382,1.623618,4.123618,69.99,31.323234,1.577423,0.018038367571936987,4218.0,578.0,1089.0,False,False,False,True,True,False,True,False
KXBTC15M-26MAY060030-30,2026-05-06T04:28:50.012478+00:00,no,time_window,finalized,no,True,98,2,4,missed_profit,False,0.958764,0.001700407696000004,-4.623618,-2.623618,95.876382,69.99,31.323234,1.577423,0.018038367571936987,4218.0,578.0,80.0,True,False,False,False,True,False,True,False
KXBTC15M-26MAY060030-30,2026-05-06T04:30:00.018780+00:00,yes,missing_horizon,finalized,no,False,0,1,0,neutral,False,,,,,,0.0,,,,12765.0,1578.0,7098.59,,,,True,False,False,,False
KXBTC15M-26MAY060030-30,2026-05-06T04:30:00.019796+00:00,no,missing_horizon,finalized,no,True,100,1,0,neutral,False,,,,,,0.0,,,,12765.0,1578.0,0.0,,,,False,False,False,,False
KXBTC15M-26MAY060045-45,2026-05-06T04:30:30.998799+00:00,yes,btc_stale,finalized,no,False,25,2,-50,protected_loss,False,0.236492,0.055928466064,-4.850809,-2.850809,23.649191,869.003,110.019313,0.638979,0.5706282365045645,2297.0,0.0,654.0,False,False,False,True,True,False,True,True
KXBTC15M-26MAY060045-45,2026-05-06T04:30:31.000867+00:00,no,btc_stale,finalized,no,True,76,2,48,missed_profit,False,0.763508,0.05592846606400002,-3.149191,-1.149191,76.350809,869.003,110.019313,0.638979,0.5706282365045645,2297.0,0.0,10.0,False,False,False,True,True,False,True,True
KXBTC15M-26MAY060045-45,2026-05-06T04:30:33.994601+00:00,yes,book_stale,finalized,no,False,25,2,-50,protected_loss,False,0.233442,0.05449516736400001,-5.155787,-3.155787,23.344213,866.006,109.829456,0.640083,0.5680329300512476,5297.0,1016.0,464.39,False,False,False,True,False,False,True,True
KXBTC15M-26MAY060045-45,2026-05-06T04:30:33.995602+00:00,no,book_stale,finalized,no,True,76,2,48,missed_profit,False,0.766558,0.054495167364000015,-2.844213,-0.844213,76.655787,866.006,109.829456,0.640083,0.5680329300512476,5297.0,1016.0,49.94,False,False,False,True,False,False,True,True
KXBTC15M-26MAY060045-45,2026-05-06T04:30:37.454838+00:00,yes,p_below_floor,finalized,no,False,25,2,-50,protected_loss,True,0.270071,0.072938345041,-1.492939,0.507061,27.007061,862.545,109.622011,0.558282,0.6140568765673587,16.0,469.0,398.9,False,False,False,True,True,True,True,True
KXBTC15M-26MAY060045-45,2026-05-06T04:30:37.455843+00:00,no,p_below_floor,finalized,no,True,76,2,48,missed_profit,True,0.729929,0.07293834504099997,-6.507061,-4.507061,72.992939,862.545,109.622011,0.558282,0.6140568765673587,16.0,469.0,240.83,False,False,False,True,True,True,True,True
KXBTC15M-26MAY060045-45,2026-05-06T04:35:50.849194+00:00,no,edge_below_floor,finalized,no,True,80,2,40,missed_profit,True,0.850765,0.022271085225,1.576522,3.576522,85.076522,549.152,87.586709,0.871593,0.2861773172611171,0.0,360.0,171.45,True,False,False,True,True,True,True,True
KXBTC15M-26MAY060045-45,2026-05-06T04:40:29.317630+00:00,no,ask_too_high,finalized,no,True,95,2,10,missed_profit,True,0.93988,0.0036144143999999943,-3.512,-1.512,93.988,270.683,61.636173,1.381169,0.08493972020078686,1078.0,15.0,200.0,True,False,False,False,True,True,True,False
KXBTC15M-26MAY060045-45,2026-05-06T04:43:50.025635+00:00,yes,time_window,finalized,no,False,0,2,0,neutral,False,0.011028,0.000121616784,-1.397158,0.602842,1.102842,69.975,30.558931,2.23568,0.009110555736796028,94.0,1734.0,1178.23,False,False,True,True,False,True,True,False
