rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,23,0.4339622641509434,-19.250001999999995,12.27999800000001,17,6,-7.130000000000001,-11.800002,-0.3200000000000001,10,9,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,21,0.39622641509433965,-19.350001999999996,12.179998000000008,16,5,-7.130000000000001,-11.900002,-0.3200000000000001,10,7,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,19,0.3584905660377358,-20.680001999999998,10.849998000000006,14,5,-7.73,-11.900002,-1.05,9,7,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,18,0.33962264150943394,-21.760001999999993,9.769998000000012,14,4,-8.11,-13.330002,-0.3200000000000001,9,5,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=75,19,0.3584905660377358,-22.760002,8.769998000000005,15,4,-6.280000000000001,-16.160002000000002,-0.3200000000000001,9,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=180,20,0.37735849056603776,-22.979999999999997,8.550000000000008,15,5,-7.130000000000001,-15.530000000000001,-0.3200000000000001,10,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-23.170000000000005,8.36,5,1,-8.32,-11.5,-3.35,2,4,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=75,16,0.3018867924528302,-23.26,8.270000000000003,13,3,-5.99,-16.23,-1.04,7,6,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=0,18,0.33962264150943394,-23.28,8.250000000000004,13,5,-7.4399999999999995,-14.8,-1.04,7,8,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,13,0.24528301886792453,-23.460001999999996,8.069998000000009,9,4,-10.97,-10.670002,-1.82,5,6,2,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND entry_to_exit_loss_cents>=20,8,0.1509433962264151,-23.600002,7.929998000000005,6,2,-8.16,-12.090001999999998,-3.35,3,5,0,True,True
