market,decision_key,dataset,entry_key,entry_dt,entry_minute,side,outcome,outcome_available,win,qty,ask_cents,bid_cents,book_mid_cents,book_p_side,book_other_mid_cents,book_margin_cents,spread_cents,spot,strike,seconds_to_close,v28_sigma_t_dollars,source_line_no,position_open_logged,pending_logged,trust_state,outcome_method,outcome_source,side_sign,margin_dollars,margin_per_sqrt_sec,margin_per_sqrt_min,margin_per_v28_sigma,brownian_p_v28_sigma,rv_sigma_t_5m,margin_per_rv_sigma_5m,brownian_p_rv_5m,rv_sigma_t_15m,margin_per_rv_sigma_15m,brownian_p_rv_15m,rv_sigma_t_30m,margin_per_rv_sigma_30m,brownian_p_rv_30m,rv_sigma_t_60m,margin_per_rv_sigma_60m,brownian_p_rv_60m,btc_close_lag_1m,signed_move_1m,signed_velocity_dps_1m,adverse_move_1m,drift_projected_margin_1m,drift_p_1m_rv_15m,drift_p_1m_rv_30m,drift_p_1m_rv_60m,btc_close_lag_3m,signed_move_3m,signed_velocity_dps_3m,adverse_move_3m,drift_projected_margin_3m,drift_p_3m_rv_15m,drift_p_3m_rv_30m,drift_p_3m_rv_60m,btc_close_lag_5m,signed_move_5m,signed_velocity_dps_5m,adverse_move_5m,drift_projected_margin_5m,drift_p_5m_rv_15m,drift_p_5m_rv_30m,drift_p_5m_rv_60m,btc_close_lag_10m,signed_move_10m,signed_velocity_dps_10m,adverse_move_10m,drift_projected_margin_10m,drift_p_10m_rv_15m,drift_p_10m_rv_30m,drift_p_10m_rv_60m,btc_close_lag_15m,signed_move_15m,signed_velocity_dps_15m,adverse_move_15m,drift_projected_margin_15m,drift_p_15m_rv_15m,drift_p_15m_rv_30m,drift_p_15m_rv_60m,btc_close_lag_30m,signed_move_30m,signed_velocity_dps_30m,adverse_move_30m,drift_projected_margin_30m,drift_p_30m_rv_15m,drift_p_30m_rv_30m,drift_p_30m_rv_60m,btc_close_lag_60m,signed_move_60m,signed_velocity_dps_60m,adverse_move_60m,drift_projected_margin_60m,drift_p_60m_rv_15m,drift_p_60m_rv_30m,drift_p_60m_rv_60m,book_minus_brownian_rv15,physics_confirmed_book,score_mean_book_rv15,score_mean_book_rv15_drift5,score_min_book_rv15,opportunity_key,two_side_mode,score_mean_book_rv30,score_min_book_rv15_drift5,score_regime_blend,abs_book_rv15_gap,abs_book_rv30_gap,close_dt,touch_loss_rv_15m,touch_survival_rv_15m,touch_loss_rv_30m,touch_survival_rv_30m,touch_loss_rv_60m,touch_survival_rv_60m,touch_survival_min_15_30,touch_loss_max_15_30,adverse_norm_15m,touch_terminal_blend_15,touch_terminal_blend_30,book_touch_blend_15,book_touch_drift_15,hazard_discounted_book_15,hazard_discounted_mean_15,kinetic_touch_score_15,touch_margin_energy_15,split,entry_fee_cents,entry_cost_cents,gross_pnl_cents,net_pnl_cents,fee_aware_break_even_p
KXBTC15M-26APR302230-30,heartbeat:19,live_heartbeat_two_side,heartbeat:19:yes,2026-05-01 02:17:13.847000+00:00,2026-05-01 02:17:00+00:00,yes,no,True,False,1,70.0,69.0,69.5,0.695,30.5,39.0,1.0,76692.19,76652.0,766.153,,19,True,False,synced,bid>=98,latest_quote,1.0,40.19000000000233,1.4519787250295495,11.246978842173847,,,85.90181827433608,0.4678597124877092,0.6800575422186286,95.58891680873482,0.4204462331173712,0.6629202501745215,92.90280127955567,0.4326026712484782,0.6673482757565203,73.91878664535561,0.543704812050341,0.7066776897367746,76660.69,31.5,0.525,0.0,442.4203250000024,0.999998157173292,0.999999042459955,0.9999999989195234,76675.97,16.220000000001164,0.0901111111111175,0.0,109.2288981111184,0.8734172047342783,0.8801492254103644,0.9302543354388108,76666.59,25.60000000000582,0.0853333333333527,0.0,105.56838933335052,0.8652901460334934,0.8720910959383869,0.9233781359169072,76640.06,52.13000000000466,0.0868833333333411,0.0,106.7559264833416,0.8679650510362977,0.8747455493534293,0.9256632308024992,76639.27,52.919999999998254,0.058799999999998,0.0,85.23979640000084,0.8137319830353651,0.8205638148973528,0.8755765538422122,76600.93,91.26000000000931,0.0507000000000051,0.0,79.03395710000629,0.7958278708417323,0.8025366057504563,0.8575101914357344,76586.55,105.63999999999942,0.0293444444444442,0.0,62.67233414444665,0.7439735116700699,0.7500353905828219,0.8017403393118707,0.0320797498254784,True,0.6789601250872608,0.7410701320693382,0.6629202501745215,heartbeat:19,two_side_all_heartbeats,0.6811741378782601,0.6629202501745215,0.7194341042590551,0.032079749825478454,0.027651724243479614,2026-05-01 02:30:00+00:00,0.674159499650957,0.325840500349043,0.6653034484869595,0.33469655151304045,0.5866446205264508,0.41335537947354917,0.325840500349043,0.674159499650957,0.0,0.561796325226878,0.5675527584834763,0.613148162613439,0.6301771772167883,0.5264601250872607,0.5104202501745215,0.6825181542939593,0.4123695149523923,train,2,72.0,-70.0,-72.0,0.72
KXBTC15M-26APR302245-45,heartbeat:118,live_heartbeat_two_side,heartbeat:118:no,2026-05-01 02:31:00.060000+00:00,2026-05-01 02:31:00+00:00,no,no,True,True,1,57.0,56.0,56.5,0.565,43.5,13.0,1.0,76578.0,76603.27,839.94,,118,False,False,synced,bid>=98,latest_quote,-1.0,25.270000000004075,0.8719289751058416,6.753932799321253,,,45.16551675313824,0.5594976392747292,0.712088929047024,73.90501131238867,0.3419253924905099,0.6337964801652031,85.46348748494923,0.2956818255802434,0.6162634610029452,80.37084176302866,0.314417510700112,0.6233980207972516,76597.08,19.080000000001743,0.3180000000000291,0.0,292.37092000002855,0.9999618982335507,0.99968804775861,0.9998624974603147,76609.75,31.75,0.1763888888888889,0.0,173.42608333333743,0.9905274100282356,0.9787831672920216,0.984529217726577,76593.83,15.830000000001746,0.0527666666666724,0.0,69.59083400000895,0.8268077632482933,0.7922564625688377,0.806719726401564,76576.75,-1.25,-0.0020833333333333,1.25,23.520125000004075,0.6248516025853331,0.6084212829739826,0.6151032431849485,76660.69,82.69000000000233,0.0918777777777803,0.0,102.44182066667292,0.9171461203477252,0.8846702679725528,0.8987770954357064,76654.17,76.16999999999825,0.0423166666666657,0.0,60.81346100000327,0.7947061302234291,0.7616352060601644,0.7753734307626238,76502.43,-75.57000000000698,-0.0209916666666686,75.57000000000698,7.638259500002441,0.5411583512229045,0.5356078699198868,0.5378575567058268,-0.0687964801652031,True,0.5993982400826015,0.6752014144711653,0.565,heartbeat:118,two_side_all_heartbeats,0.5906317305014726,0.565,0.6380004966992195,0.06879648016520312,0.05126346100294521,2026-05-01 02:45:00+00:00,0.7324070396695939,0.26759296033040614,0.7674730779941097,0.2325269220058903,0.7532039584054968,0.2467960415945032,0.2325269220058903,0.7674730779941097,0.0,0.523935424214764,0.5011424993038287,0.5227177121073819,0.5488984884322112,0.3818982400826015,0.416296480165203,0.6082597927322602,0.3502737366552355,train,2,59.0,43.0,41.0,0.59
KXBTC15M-26APR302300-00,heartbeat:200,live_heartbeat_two_side,heartbeat:200:no,2026-05-01 02:45:46.371000+00:00,2026-05-01 02:45:00+00:00,no,no,True,True,1,61.0,60.0,60.5,0.605,39.5,21.0,1.0,76563.28,76574.18,853.629,,200,False,False,synced,bid>=98,latest_quote,-1.0,10.89999999999418,0.3730713661981202,2.8897983764643365,,,23.163786496520338,0.4705620992332828,0.6810232607668056,55.07769796521579,0.1979022436064421,0.578439225623885,65.3225920231224,0.1668641684661851,0.5662615363834373,81.83710790578215,0.1331914125379795,0.5529789989299021,76571.35,8.070000000006985,0.1345000000001164,0.0,125.71310050009356,0.988769146979545,0.9728538112378368,0.9377477447603362,76575.99,12.710000000006405,0.0706111111111466,0.0,71.1756921666912,0.9018695396785534,0.862055969259934,0.8077743577843917,76577.63,14.35000000000582,0.0478333333333527,0.0,51.73192050001074,0.8261996962693012,0.7858037175876258,0.7363499493755915,76545.79,-17.49000000000524,-0.0291500000000087,17.49000000000524,-13.983285350013276,0.3997930152883192,0.4152481565595029,0.4321640561827234,76597.08,33.80000000000291,0.0375555555555587,0.0,42.95851133333027,0.7822933779786745,0.7446140861211415,0.7001830465716289,76643.39,80.11000000000058,0.0445055555555558,0.0,48.89123288332779,0.8126428721589204,0.772908100513979,0.7248869379008747,76591.99,28.710000000006403,0.0079750000000017,0.0,17.707691274995696,0.6260856978267058,0.6068355015382177,0.5856531648441755,0.026560774376115,True,0.5917196128119424,0.669879640631062,0.578439225623885,heartbeat:200,two_side_all_heartbeats,0.5856307681917187,0.578439225623885,0.6412717069410258,0.026560774376115037,0.038738463616562635,2026-05-01 03:00:00+00:00,0.8431215487522301,0.1568784512477699,0.8674769272331253,0.1325230727668747,0.8940420021401958,0.1059579978598042,0.1325230727668747,0.8674769272331253,0.0,0.4519709933110504,0.43613999729846853,0.5087354966555252,0.5308554662824554,0.39421961281194245,0.3809392256238849,0.5964595520658027,0.23949842087470002,train,2,63.0,39.0,37.0,0.63
KXBTC15M-26APR302315-15,heartbeat:271,live_heartbeat_two_side,heartbeat:271:no,2026-05-01 03:02:02.767000+00:00,2026-05-01 03:02:00+00:00,no,yes,True,False,1,65.0,64.0,64.5,0.645,35.5,29.0,1.0,76529.7,76566.01,777.233,,271,False,False,synced,bid>=98,latest_quote,-1.0,36.30999999999767,1.302418729691834,10.088492099770187,,,85.15584294298807,0.4263946987678491,0.6650898681930365,61.71835634999707,0.5883176764152338,0.7218404584749326,55.57131827784002,0.6533946129990744,0.7432490445864635,69.71915644919528,0.520803776885295,0.6987482641194982,76551.03,21.330000000001743,0.3555000000000291,0.0,312.6163315000203,0.9999997960230008,0.9999999907513144,0.9999963360912176,76542.98,13.279999999998836,0.0737777777777713,0.0,93.6525235555482,0.9354193653703712,0.9540314907624992,0.9104097435800944,76509.68,-20.020000000004075,-0.0667333333333469,20.020000000004075,-15.557348866679549,0.4004934615378496,0.3897568400383235,0.4117120665452137,76588.12,58.419999999998254,0.0973666666666637,0.0,111.98658643332874,0.9651978999694932,0.9780574593771704,0.9458908057405938,76555.49,25.79000000000815,0.0286555555555646,0.0,58.58204341111582,0.8287363454385559,0.854099211708538,0.7996179846935415,76560.37,30.669999999998254,0.0170388888888879,0.0,49.55318672777469,0.788981476764979,0.8137242916677705,0.7613817321393004,76639.27,109.57000000000698,0.030436111111113,0.0,59.96594994722141,0.834376800983637,0.8597241747519188,0.8051350296206788,-0.0768404584749326,True,0.6834202292374663,0.5891113066709274,0.645,heartbeat:271,two_side_all_heartbeats,0.6941245222932317,0.4004934615378496,0.6191508298500498,0.0768404584749326,0.09824904458646344,2026-05-01 03:15:00+00:00,0.5563190830501348,0.4436809169498652,0.5135019108270731,0.4864980891729269,0.6025034717610036,0.3974965282389964,0.4436809169498652,0.5563190830501348,0.0,0.6383925960174124,0.6662237579624024,0.6239462980087063,0.5994956441624911,0.5059202292374663,0.5443404584749325,0.5990189215450363,0.4837302631036502,train,2,67.0,-65.0,-67.0,0.67
KXBTC15M-26APR302330-30,heartbeat:333,live_heartbeat_two_side,heartbeat:333:yes,2026-05-01 03:16:04.060000+00:00,2026-05-01 03:16:00+00:00,yes,yes,True,True,1,72.0,71.0,71.5,0.715,28.5,43.0,1.0,76700.0,76668.47,835.94,,333,False,False,synced,bid>=98,latest_quote,1.0,31.52999999999884,1.0905269867305551,8.447185716394392,,,71.38339782976314,0.4416993440854741,0.6706466078035703,89.63902050459014,0.3517441380161475,0.6374849220785017,77.73963249103222,0.4055846289681911,0.6574760876131754,72.56384117322405,0.4345139327000423,0.6680423602429598,76665.0,35.0,0.5833333333333334,0.0,519.1616666666655,0.9999999965159738,0.999999999987906,0.9999999999995804,76667.29,32.7100000000064,0.1817222222222577,0.0,183.43887444447304,0.979642351909273,0.9908540825721732,0.99426371592025,76666.2,33.80000000000291,0.1126666666666763,0.0,125.71257333334027,0.9196067627310188,0.9470713928577592,0.9584024630386818,76530.92,169.08000000000175,0.2818000000000029,0.0,267.0978920000013,0.9985573723681856,0.9997045974072372,0.9998837791573398,76551.03,148.97000000000116,0.1655222222222235,0.0,169.89664644444437,0.970976480354746,0.9855723328352092,0.990392678073622,76545.8,154.1999999999971,0.085666666666665,0.0,103.14219333333082,0.8750597020808456,0.907706719965264,0.9223996456330577,76660.69,39.30999999999767,0.0109194444444437,0.0,40.65800038888719,0.6749325510404157,0.6995136458829047,0.7123648427243248,0.0775150779214982,True,0.6762424610392508,0.7573638949365068,0.6374849220785017,heartbeat:333,two_side_all_heartbeats,0.6862380438065877,0.6374849220785017,0.7326668291697542,0.07751507792149825,0.05752391238682453,2026-05-01 03:30:00+00:00,0.7250301558429968,0.2749698441570032,0.6850478247736491,0.3149521752263509,0.6639152795140806,0.3360847204859194,0.2749698441570032,0.7250301558429968,0.0,0.5287303987020521,0.554718913897128,0.607615199351026,0.6280758756241279,0.5337424610392507,0.4949849220785016,0.6886638135854547,0.3669305204301051,train,2,74.0,28.0,26.0,0.74
KXBTC15M-26APR302345-45,heartbeat:459,live_heartbeat_two_side,heartbeat:459:no,2026-05-01 03:39:05.762000+00:00,2026-05-01 03:39:00+00:00,no,no,True,True,1,70.0,69.0,69.5,0.695,30.5,39.0,1.0,77171.23,77219.61,354.238,,459,False,False,synced,bid>=98,latest_quote,-1.0,48.38000000000466,2.5705040379021025,19.91103866030753,,,63.30054140432811,0.764290461450883,0.7776529158129283,106.50088067108364,0.4542685440266077,0.6751822231851826,199.542113749098,0.2424550842477148,0.5957862218829935,145.4075615413803,0.3327199733435912,0.6303271643958855,77209.82,38.59000000001106,0.643166666666851,0.0,276.21407366673657,0.995250296995666,0.91685743230073,0.9712562218593698,77226.23,55.0,0.3055555555555556,0.0,156.61938888889355,0.9292993137845982,0.7837421120656172,0.8592835925690331,77196.01,24.77999999999884,0.0825999999999961,0.0,77.64005880000329,0.7670018016008743,0.651395618308136,0.7033112017999812,77264.72,93.49000000000524,0.1558166666666754,0.0,103.57618436667444,0.8346085871541535,0.6981437903824094,0.7618655509933041,77346.0,174.77000000000407,0.1941888888888934,0.0,117.16908362222848,0.8643709903692447,0.721461861749521,0.789820257626697,76640.0,-531.2299999999959,-0.2951277777777755,531.2299999999959,-56.16547374443898,0.2989679961875816,0.3891742852749082,0.3496511719780699,76603.9,-567.3300000000017,-0.1575916666666671,567.3300000000017,-7.444956816662184,0.4721345890653393,0.4851188350791853,0.4795828302371696,0.0198177768148173,True,0.6850911115925913,0.7123946749286856,0.6751822231851826,heartbeat:459,two_side_all_heartbeats,0.6453931109414968,0.6751822231851826,0.7034550272757296,0.019817776814817334,0.09921377811700649,2026-05-01 03:45:00+00:00,0.6496355536296348,0.35036444637036523,0.8084275562340131,0.19157244376598692,0.7393456712082289,0.2606543287917711,0.19157244376598692,0.8084275562340131,0.0,0.5777368901407374,0.4745220884478915,0.6211184450703687,0.6283186252304561,0.5325911115925912,0.5226822231851826,0.6689914719127661,0.4270646265304527,train,2,72.0,30.0,28.0,0.72
KXBTC15M-26MAY010000-00,heartbeat:526,live_heartbeat_two_side,heartbeat:526:no,2026-05-01 03:54:22.042000+00:00,2026-05-01 03:54:00+00:00,no,no,True,True,1,56.0,55.0,55.5,0.555,44.5,11.0,1.0,77118.32,77133.88,337.958,,526,False,False,synced,bid>=98,latest_quote,-1.0,15.559999999997672,0.8464050131782973,6.55622504037203,,,52.28334090253022,0.2976091376602265,0.6169992502004517,67.418342964649,0.2307977223373259,0.591264024608966,86.64162167391802,0.1795903596836962,0.571262913256154,144.86946669419137,0.1074070358307017,0.5427669634937834,77130.52,12.19999999999709,0.2033333333332848,0.0,84.27812666664795,0.8943643079169109,0.8346540125247057,0.7196331873997031,77146.12,27.79999999998836,0.1544444444443797,0.0,67.75573555553137,0.8425526495402009,0.782899453447801,0.6800011353984741,77152.01,33.689999999987776,0.1122999999999592,0.0,53.51268339998391,0.7863268023271459,0.7315911995889174,0.6440798055886913,77140.45,22.129999999990105,0.0368833333333168,0.0,28.025017566658768,0.6611809545679868,0.6268261963644266,0.576696771708905,77171.23,52.90999999998894,0.0587888888888766,0.0,35.42817531110463,0.7003813284768269,0.6586952382226664,0.5965984866475199,77346.0,227.67999999999304,0.126488888888885,0.0,58.307931911107474,0.8064442338348969,0.7495194541903645,0.6563368045290823,76546.69,-571.6300000000047,-0.1587861111111124,571.6300000000047,-38.10303653889166,0.285978002385761,0.3300491294253328,0.3962689934277585,-0.0362640246089659,True,0.573132012304483,0.6441969423120373,0.555,heartbeat:526,two_side_all_heartbeats,0.563131456628077,0.555,0.612144567848119,0.03626402460896594,0.01626291325615392,2026-05-01 04:00:00+00:00,0.817471950782068,0.18252804921793198,0.8574741734876921,0.14252582651230794,0.9144660730124332,0.08553392698756679,0.14252582651230794,0.8574741734876921,0.0,0.46864323199165575,0.44264178723300013,0.489571615995828,0.5127042962285425,0.35063201230448304,0.36876402460896596,0.5748973727699122,0.26116072945064656,train,2,58.0,44.0,42.0,0.58
KXBTC15M-26MAY010015-15,heartbeat:565,live_heartbeat_two_side,heartbeat:565:yes,2026-05-01 04:02:07.599000+00:00,2026-05-01 04:02:00+00:00,yes,yes,True,True,1,62.0,61.0,61.5,0.615,38.5,23.0,1.0,77126.31,77099.09,772.401,,565,False,False,synced,bid>=98,latest_quote,1.0,27.220000000001164,0.9794149010257412,7.586515201400162,,,56.68596991280211,0.4801893668199144,0.6844536264879296,78.7589609912344,0.3456114663959401,0.6351826362509144,92.42507274856968,0.2945088295905334,0.6158154412969286,219.5495640492141,0.1239811161451431,0.5493348865873934,77094.42,31.889999999999414,0.5314999999999903,0.0,437.7511314999937,0.9999999863645862,0.9999989116222854,0.9769163312160428,77090.55,35.75999999999476,0.1986666666666375,0.0,180.67033199997869,0.9891037570723908,0.9746952539372868,0.7947214486743199,77049.14,77.16999999999825,0.2572333333333275,0.0,225.90728389999663,0.9979368246937976,0.9927417301075812,0.8482502980485438,77158.64,-32.330000000001746,-0.0538833333333362,32.330000000001746,-14.399540550001085,0.4274655065518724,0.438096553987135,0.4738534224833626,77141.75,-15.440000000002328,-0.0171555555555581,15.440000000002328,13.9690317333325,0.5703888951015346,0.5600669601460467,0.525365933382975,77179.09,-52.77999999999884,-0.0293222222222215,52.77999999999884,4.571486233334998,0.5231432152441085,0.5197242559908914,0.5083062217601781,76529.7,596.6100000000006,0.1657250000000001,0.0,155.22615572500126,0.975632429227538,0.953470832856492,0.7602232909923733,-0.0201826362509144,True,0.6250913181254572,0.7493731536482372,0.615,heartbeat:565,two_side_all_heartbeats,0.6154077206484643,0.615,0.6976421558140339,0.020182636250914432,0.0008154412969285652,2026-05-01 04:15:00+00:00,0.7296347274981712,0.27036527250182885,0.7683691174061429,0.2316308825938571,0.9013302268252132,0.09866977317478676,0.2316308825938571,0.7683691174061429,0.3088000000000466,0.5257374271261887,0.5005600736860071,0.5511187135630944,0.5894123960324741,0.4325913181254572,0.44268263625091436,0.6477386830642144,0.3083989549711993,train,2,64.0,38.0,36.0,0.64
KXBTC15M-26MAY010030-30,heartbeat:636,live_heartbeat_two_side,heartbeat:636:no,2026-05-01 04:15:38.601000+00:00,2026-05-01 04:15:00+00:00,no,no,True,True,1,60.0,59.0,59.5,0.595,40.5,19.0,1.0,77072.91,77131.71,861.399,,636,False,False,synced,bid>=98,latest_quote,-1.0,58.80000000000291,2.003434482516773,15.518536772010274,,,132.89398067566475,0.4424579631150309,0.6709210784700388,101.43966753469476,0.5796548966398369,0.7189263175258769,90.74183754634508,0.6479921675596625,0.7415049919059827,233.9228966919862,0.2513648763396888,0.5992339896533879,77134.51,61.59999999999127,1.0266666666665212,0.0,943.1696399998776,1.0,1.0,0.9999723441431312,77104.59,31.67999999999301,0.1759999999999612,0.0,210.40622399996948,0.9809696598957676,0.9897952800851352,0.8157983561994755,77091.96,19.05000000000291,0.0635000000000097,0.0,113.49883650001128,0.8684043765989885,0.894494153314821,0.6862319206260458,77080.79,7.879999999990105,0.0131333333333168,0.0,70.1130401999887,0.7552736941320284,0.7801396617333962,0.6178073514633764,77091.85,18.94000000000233,0.021044444444447,0.0,76.92766340000514,0.7758818889793027,0.8017152928535778,0.6288688891352812,77126.0,53.08999999999651,0.0294944444444425,0.0,84.20648495000124,0.7967628248290478,0.8232906693113871,0.6405672296122055,76665.0,-407.9100000000035,-0.1133083333333343,407.9100000000035,-38.80368502499792,0.3510342538086868,0.334461251300637,0.4341247601017459,-0.1239263175258769,True,0.6569631587629384,0.7274435647082885,0.595,heartbeat:636,two_side_all_heartbeats,0.6682524959529914,0.595,0.6868587705775607,0.1239263175258769,0.14650499190598276,2026-05-01 04:30:00+00:00,0.5621473649482462,0.43785263505175376,0.5169900161880345,0.48300998381196547,0.8015320206932242,0.19846797930677584,0.43785263505175376,0.5621473649482462,0.0,0.63460421278364,0.6639564894777775,0.5945521063918199,0.6218925440517189,0.4544631587629384,0.5164263175258769,0.6711440340827362,0.5246930727116526,train,2,62.0,40.0,38.0,0.62
KXBTC15M-26MAY010100-00,heartbeat:785,live_heartbeat_two_side,heartbeat:785:no,2026-05-01 04:50:12.095000+00:00,2026-05-01 04:50:00+00:00,no,no,True,True,1,54.0,53.0,53.5,0.535,46.5,7.0,1.0,77026.83,77042.93,587.905,,785,False,False,synced,bid>=98,last_decisive_quote,-1.0,16.09999999999127,0.6640064517114318,5.14337185850531,,,36.51176400496504,0.4409537703465085,0.6703767673357358,62.24627228701812,0.258650026876373,0.6020473597922227,89.56324064453631,0.1797612489692045,0.5713299965917884,83.55536473033348,0.1926866102727502,0.5763977948011889,77043.71,16.880000000004657,0.2813333333334109,0.0,181.4972733333702,0.9982260735706984,0.9786417083387366,0.9850789471953691,77027.99,1.1600000000034925,0.0064444444444638,0.0,19.88872111111379,0.6253326205109346,0.5878677501318541,0.5940712616313415,77046.0,19.169999999998254,0.0638999999999941,0.0,53.66712949998785,0.8057041653139774,0.7254833493757868,0.7396589233064437,77054.14,27.30999999999767,0.0455166666666627,0.0,42.85947591665565,0.7544457670928901,0.6838665784396697,0.6960058117938196,77051.75,24.919999999998254,0.0276888888888869,0.0,32.37843622221235,0.6985262934447212,0.6411426750115314,0.6508102014629275,77155.0,128.16999999999825,0.0712055555555545,0.0,57.96210213887959,0.8241181834761027,0.74123708547805,0.7560638621896486,77126.09,99.25999999999476,0.0275722222222207,0.0,32.30984730554597,0.6981422142507554,0.6408564453251082,0.6505063570838515,-0.0670473597922226,True,0.5685236798961113,0.6475838417020666,0.535,heartbeat:785,two_side_all_heartbeats,0.5531649982958942,0.535,0.6092550410004622,0.06704735979222265,0.03632999659178837,2026-05-01 05:00:00+00:00,0.7959052804155546,0.20409471958444536,0.8573400068164232,0.1426599931835768,0.8472044103976222,0.15279558960237782,0.1426599931835768,0.8573400068164232,0.0,0.4826615677298895,0.44272899556932493,0.4855807838649448,0.5126512003963425,0.33602367989611137,0.36954735979222264,0.5761645129589069,0.2846651361158431,train,2,56.0,46.0,44.0,0.56
