dataset,entry_dt,market,side,outcome,win,qty,ask_cents,spot,strike,seconds_to_close,margin_dollars,margin_per_sqrt_sec,margin_per_v28_sigma,brownian_p_v28_sigma,rv_sigma_t_15m,margin_per_rv_sigma_15m,brownian_p_rv_15m,signed_move_3m,signed_move_5m,signed_move_15m,adverse_move_3m,adverse_move_5m,drift_projected_margin_3m,drift_projected_margin_5m,conservative_p_3m_rv_15m,v28_p_side,v28_edge_cents,source_file
current_v28_live_fills,2026-05-01 11:41:01.673395+00:00,KXBTC15M-26MAY010745-45,yes,yes,True,2,83.0,77400.62,77358.36,238.388,42.25999999999476,2.7370787800742584,1.014819193847294,0.844903988695449,42.44889589353135,0.9955500398877188,0.8402655902343205,38.63999999999942,59.220000000001164,-0.41999999999825377,0.0,0.0,93.43395733332733,89.3177911999957,0.844903988695449,0.900162,4.016179,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 11:42:03.792193+00:00,KXBTC15M-26MAY010745-45,yes,yes,True,2,51.0,77375.17,77358.36,176.338,16.80999999999767,1.2658864699122876,0.4714219842607784,0.6813302901281213,34.78397847508857,0.4832684683276406,0.685547437155425,10.25,33.05000000000291,-0.41999999999825377,0.0,0.0,26.851469444442117,36.23656966666604,0.6813302901281213,0.872279,32.227915,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 11:57:09.628661+00:00,KXBTC15M-26MAY010800-00,yes,yes,True,2,70.0,77417.92,77392.73,170.589,25.19000000000233,1.9286465992746662,0.8614370767579874,0.8055013185321533,32.50868175737072,0.7748699313004589,0.7807917392946555,38.520000000004075,21.130000000004657,48.95999999999185,0.0,0.0,61.69604600000619,37.20515190000498,0.8055013185321533,0.861346,12.634572,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:01:10.527746+00:00,KXBTC15M-26MAY010815-15,yes,yes,True,2,61.0,77495.94,77446.23,829.526,49.7100000000064,1.7259521918156777,0.791416025720884,0.7856493693723666,69.87426154734251,0.7114207563585621,0.7615882297733518,59.33999999999651,104.9600000000064,100.99000000000524,0.0,0.0,323.1770713333236,339.93349653335747,0.7856493693723666,0.853112,20.311193,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:02:26.344685+00:00,KXBTC15M-26MAY010815-15,yes,yes,True,2,63.0,77494.49,77446.23,753.743,48.26000000000931,1.7578251411124521,0.8025419393435828,0.7888802307558926,67.11612786338841,0.7190522090046699,0.7639456240329667,38.19000000000233,93.74000000000524,103.70000000001164,0.0,0.0,208.17913983335242,283.7795627333559,0.7888802307558926,0.857299,18.729894,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:04:27.020721+00:00,KXBTC15M-26MAY010815-15,yes,yes,True,2,68.0,77499.21,77446.23,633.05,52.98000000001048,2.105682789002186,0.9355016795506004,0.8252350909107915,72.60430728030555,0.729708773275242,0.7672158913688407,55.13999999999942,42.91000000000349,128.0,0.0,0.0,246.9043166666751,143.5272516666845,0.8252350909107915,0.887307,16.730714,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:12:26.686070+00:00,KXBTC15M-26MAY010815-15,yes,yes,True,2,69.0,77472.16,77446.23,153.427,25.930000000007567,2.0933971093819483,0.9105231722882805,0.8187266665444037,42.30062022429297,0.612993376043128,0.7300596402041115,25.330000000001746,58.55999999999767,71.41000000000349,0.0,0.0,47.52058838889795,55.878950400006374,0.8187266665444037,0.871672,14.667182,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:13:09.421019+00:00,KXBTC15M-26MAY010815-15,yes,yes,True,2,90.0,77487.02,77446.23,110.701,40.79000000000815,3.87684049610442,1.6422654631334814,0.9497324993743332,39.627191225936315,1.0293437091577353,0.8483409046530742,56.30000000000291,79.79000000000815,50.419999999998254,0.0,0.0,75.41481277778772,70.23277596667782,0.9497324993743332,0.973201,4.32006,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:16:27.026543+00:00,KXBTC15M-26MAY010830-30,yes,yes,True,2,65.0,77638.1,77567.59,813.06,70.51000000000931,2.4728024186814155,0.9375986167316703,0.825774638736066,130.06072326928467,0.5421313846919154,0.7061360002616588,187.82000000000698,215.72000000000116,194.02999999999884,0.0,0.0,918.8929400000408,655.1543440000124,0.825774638736066,0.89272,20.271952,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:17:04.875462+00:00,KXBTC15M-26MAY010830-30,yes,yes,True,2,68.0,77626.99,77567.59,775.181,59.40000000000873,2.133461869333613,0.8034906773236863,0.789154408478064,127.51841538210633,0.46581507323485666,0.6793260625665807,114.26000000000931,234.98000000001048,191.20000000001164,0.0,0.0,551.4676725556044,666.5734379333692,0.789154408478064,0.855357,13.535679,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:19:04.954210+00:00,KXBTC15M-26MAY010830-30,yes,yes,True,2,79.0,77680.6,77567.59,655.117,113.01000000000931,4.4152717670548265,1.5593199113342813,0.9405396593320434,120.22469381462737,0.9399899173314403,0.8263886337340645,84.59000000001106,167.8700000000099,190.6200000000099,0.0,0.0,420.8785946111607,479.59163596669754,0.9405396593320434,0.966164,14.116392,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:21:07.381662+00:00,KXBTC15M-26MAY010830-30,yes,yes,True,2,84.0,77683.46,77567.59,532.677,115.8700000000099,5.0204082477478105,1.7791988028405867,0.9623964127058857,101.90195675539091,1.1370733564827256,0.8722461895365461,39.270000000004075,87.45000000001164,240.83000000000175,0.0,0.0,232.08236550002195,271.14534550003054,0.9623964127058857,0.977592,10.759182,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:30:39.362589+00:00,KXBTC15M-26MAY010845-45,yes,yes,True,2,65.0,77828.9,77757.05,860.693,71.84999999999127,2.4490781125935337,0.8274891218290555,0.7960200573670886,119.55532884937786,0.600976976028494,0.7260723392488495,32.88999999999942,78.89999999999418,282.8999999999942,0.0,0.0,229.11773761109959,298.21225899997455,0.7960200573670886,0.858966,16.896623,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:32:39.514242+00:00,KXBTC15M-26MAY010845-45,yes,yes,True,2,76.0,77861.08,77757.05,740.572,104.02999999999884,3.8227417042055167,1.2804899829445926,0.8998135672699175,111.35234399633899,0.9342416716743664,0.8249103777584463,87.91000000000349,65.07000000000698,277.08000000000175,0.0,0.0,465.7171362222354,264.6600668000161,0.8998135672699175,0.943151,14.815118,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:34:39.614166+00:00,KXBTC15M-26MAY010845-45,yes,yes,True,2,89.0,77947.98,77757.05,620.469,190.92999999999302,7.6650347574673905,2.4756636031004002,0.9933505592022729,129.36644726647944,1.4758850075452719,0.9300126175384724,140.2399999999907,174.80999999999767,267.52999999999884,0.0,0.0,674.3442919999609,552.4772862999882,0.9933505592022729,0.991618,7.161765,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:46:22.291465+00:00,KXBTC15M-26MAY010900-00,yes,yes,True,2,68.0,78040.39,77950.55,817.772,89.83999999999651,3.1416197970945112,0.8404985900504848,0.7996855541023258,228.25447180507638,0.3935957937188526,0.6530602564002727,73.80999999999767,-58.720000000001164,232.64999999999418,0.0,58.720000000001164,425.17195177776375,-70.22523946667334,0.7996855541023258,0.860104,14.010425,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
current_v28_live_fills,2026-05-01 12:46:59.571512+00:00,KXBTC15M-26MAY010900-00,yes,yes,True,2,70.0,78037.08,77950.55,780.497,86.52999999999884,3.0972843966260535,0.8286723109533121,0.7963550710352862,222.99174983900602,0.38804126189633087,0.6510072506151099,70.5,-62.029999999998836,229.3399999999965,0.0,62.029999999998836,392.2246583333322,-74.85076303333148,0.7963550710352862,0.855869,12.086925,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\fv_accuracy_volume_trades_latest.csv
