dataset,entry_dt,market,side,outcome,win,qty,ask_cents,spot,strike,seconds_to_close,margin_dollars,margin_per_sqrt_sec,margin_per_v28_sigma,brownian_p_v28_sigma,rv_sigma_t_15m,margin_per_rv_sigma_15m,brownian_p_rv_15m,signed_move_3m,signed_move_5m,signed_move_15m,adverse_move_3m,adverse_move_5m,drift_projected_margin_3m,drift_projected_margin_5m,conservative_p_3m_rv_15m,v28_p_side,v28_edge_cents,source_file
live_90_70_replay,2026-03-24 17:55:39+00:00,KXBTC15M-26MAR241400-00,yes,yes,True,10,91.0,69019.4,68977.28,261.0,42.11999999999534,2.6071625480055203,0.31416952755007216,0.623303857351505,100.8256898503087,0.41775067507625274,0.6619352912026668,27.819999999992433,-1.3000000000029104,-209.75,0.0,1.3000000000029104,82.45899999998437,40.988999999992814,0.623303857351505,0.8877730990738109,-4.822690092618919,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 18:11:36+00:00,KXBTC15M-26MAR241415-15,yes,yes,True,10,90.0,69236.26,69187.52,204.0,48.73999999999069,3.412482564775608,0.4073495652743515,0.65812436812382,80.10920870813135,0.6084194412351425,0.728545339722245,-47.830000000001746,-3.7300000000104774,114.83999999999651,47.830000000001746,3.7300000000104774,-5.4673333333446195,46.20359999998356,0.47279390974928626,0.0707083067157952,-85.62916932842047,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 18:24:46+00:00,KXBTC15M-26MAR241430-30,yes,yes,True,10,90.0,69380.4,69303.45,314.0,76.94999999999709,4.342539726229793,0.5119092239643296,0.695642728851537,79.6436233099836,0.9661790461302524,0.833022701971285,-5.580000000001746,90.0399999999936,118.50999999999476,5.580000000001746,0.0,67.21599999999404,171.19186666665706,0.695642728851537,0.3159649636995975,-61.10350363004025,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 18:35:52+00:00,KXBTC15M-26MAR241445-45,yes,yes,True,10,90.0,69476.5,69371.81,548.0,104.69000000000233,4.472135159318484,0.5268627195902049,0.7008555378362151,125.00921842124177,0.8374582396574142,0.7988324794926169,-7.490000000005239,102.52999999999884,123.49000000000524,7.490000000005239,0.0,81.88711111109748,291.9781333333335,0.7008555378362151,0.5134416900003885,-41.35583099996115,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 18:56:42+00:00,KXBTC15M-26MAR241500-00,no,no,True,10,90.0,69471.28,69499.63,198.0,28.35000000000582,2.0147467695609325,0.24015435708385519,0.594894701959689,71.49358051072551,0.39653909899998274,0.6541463150374037,19.44000000000233,-24.580000000001746,185.47000000000116,0.0,24.580000000001746,49.73400000000838,12.127200000004667,0.594894701959689,0.5858756221802128,-34.11243778197872,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 19:08:44+00:00,KXBTC15M-26MAR241515-15,yes,yes,True,10,91.0,69482.4,69403.38,376.0,79.01999999998952,4.075145343967952,0.4896246194876397,0.6878002241013705,75.82229236906021,1.042173713442541,0.8513344260663901,-6.80000000000291,39.81999999999243,-8.320000000006985,6.80000000000291,0.0,64.81555555553899,128.92773333331337,0.6878002241013705,0.678735497458102,-25.726450254189796,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 19:26:44+00:00,KXBTC15M-26MAR241530-30,no,no,True,10,90.0,69540.2,69607.36,196.0,67.16000000000349,4.797142857143107,0.5929057999093401,0.7233779018621126,30.559315927324015,2.1976931734899763,0.986014510822576,61.2100000000064,63.80000000000291,49.029999999998836,0.0,0.0,133.81088888889934,108.84266666667206,0.7233779018621126,0.8894363073154103,-3.7563692684589656,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 19:35:22+00:00,KXBTC15M-26MAR241545-45,no,no,True,10,90.0,69375.93,69513.56,578.0,137.63000000000466,5.724653311453402,0.7102386201341083,0.7612219122689956,63.145830216529326,2.1795580092631046,0.9853548798669013,62.270000000004075,130.08000000000175,259.4800000000105,0.0,0.0,337.58588888890665,388.250800000008,0.7612219122689956,0.4438972807829527,-48.310271921704725,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 19:50:12+00:00,KXBTC15M-26MAR241600-00,no,no,True,10,90.0,69274.04,69425.01,588.0,150.97000000000116,6.225897867111319,0.781663971473515,0.7827939596999143,98.53593608873038,1.5321313826465763,0.9372549915609267,12.940000000002328,133.58000000000175,101.88999999999942,0.0,0.0,193.24066666667545,412.7868000000046,0.7827939596999143,0.60156156286408,-32.543843713592,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 20:13:35+00:00,KXBTC15M-26MAR241615-15,yes,yes,True,10,90.0,69305.61,69314.77,85.0,-9.160000000003492,-0.9935414968098241,-0.12598054758775987,0.449873661328746,32.68760879696426,-0.28022851279516636,0.38965109630320915,0.0,51.0,53.61000000000058,0.0,0.0,-9.160000000003492,5.289999999996509,0.38965109630320915,0.269377529478935,-65.7622470521065,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 20:20:01+00:00,KXBTC15M-26MAR241630-30,yes,yes,True,10,92.0,69488.01,69367.82,599.0,120.18999999998778,4.9108302682133536,0.620978712666306,0.7326931852626732,95.17894121106082,1.2627793340699656,0.8966657531909112,84.70999999999185,112.30999999999767,205.0899999999965,0.0,0.0,402.0860555555162,344.43563333331645,0.7326931852626732,0.3646390359851264,-58.13609640148736,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 20:40:47+00:00,KXBTC15M-26MAR241645-45,yes,yes,True,10,90.0,70100.0,69951.65,253.0,148.35000000000582,9.326684590708119,1.0412311751912287,0.8511158648849035,232.0565783643903,0.6392837515989614,0.7386808216285634,62.64999999999418,154.0,175.00999999999476,0.0,0.0,236.40805555555318,278.22333333333916,0.8458395917145899,0.0010908134241643,-92.59091865758356,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 21:11:54+00:00,KXBTC15M-26MAR241715-15,no,no,True,10,90.0,70006.81,70052.95,186.0,46.13999999999942,3.3831489435425777,0.3610158684553202,0.6409562076933765,69.90618555935467,0.6600274300594432,0.745381886562205,16.04000000000815,164.33000000000175,59.15000000000873,0.0,0.0,62.7146666666745,148.0246000000005,0.6409562076933765,0.3447910782720395,-58.220892172796056,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 21:38:36+00:00,KXBTC15M-26MAR241745-45,yes,yes,True,10,90.0,70053.6,70015.63,384.0,37.970000000001164,1.9376484486141694,0.2198496676186901,0.5870058816860176,146.59175285497204,0.25901866415067776,0.6021895800570318,13.070000000006985,30.60000000000582,117.18000000000757,0.0,0.0,65.85266666668272,77.13800000000862,0.5870058816860176,0.4762867952912125,-45.071320470878746,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 22:08:19+00:00,KXBTC15M-26MAR241815-15,yes,yes,True,10,92.0,70374.25,70291.8,401.0,82.44999999999709,4.117356517023769,0.45690385048957116,0.6761299218663532,103.90214976217717,0.7935350730347528,0.7862669283260093,117.17999999999302,138.57000000000698,143.85000000000582,0.0,0.0,343.5009999999815,267.6719000000064,0.6761299218663532,0.0763327091197445,-86.96672908802553,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 22:23:33+00:00,KXBTC15M-26MAR241830-30,no,no,True,10,90.0,70399.0,70512.7,387.0,113.69999999999709,5.779695815605569,0.6315525865530185,0.736160361625454,98.40681326481295,1.15540780386852,0.8760382661574647,-2.039999999993597,7.5,-24.75,2.039999999993597,0.0,109.31400000001085,123.37499999999709,0.736160361625454,0.8105930105095874,-11.640698949041262,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 22:56:19+00:00,KXBTC15M-26MAR241900-00,yes,yes,True,10,90.0,70341.06,70276.07,221.0,64.98999999999069,4.371700488181408,0.4887868220156572,0.6875036857025603,84.41217256415001,0.7699126562653127,0.7793241470926344,42.919999999998254,39.25999999999476,105.94000000000233,0.0,0.0,117.68622222221077,93.91153333332016,0.6875036857025603,0.8537535702914397,-7.32464297085603,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 23:09:10+00:00,KXBTC15M-26MAR241915-15,yes,yes,True,10,93.0,70384.58,70324.59,350.0,59.99000000000524,3.2066003804655474,0.36233362680817555,0.6414486338171201,84.11670114363737,0.7131758519341662,0.7621315264627175,101.36999999999534,133.75999999999476,30.339999999996508,0.0,0.0,257.0983333333295,216.04333333333247,0.6414486338171201,0.5372175900727436,-41.77824099272564,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 23:26:01+00:00,KXBTC15M-26MAR241930-30,yes,yes,True,10,92.0,70612.0,70516.69,239.0,95.30999999999767,6.16509139290273,0.6971304567973984,0.7571394223386256,115.45428390469883,0.8255215551695843,0.7954622248669232,38.179999999993015,125.72999999999593,116.0,0.0,0.0,146.00455555554396,195.47489999999442,0.7571394223386256,0.1340676500006306,-81.19323499993693,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-24 23:54:31+00:00,KXBTC15M-26MAR242000-00,no,no,True,10,90.0,70580.61,70657.14,329.0,76.52999999999884,4.219235478651976,0.4822190465014351,0.6851748260310785,94.4202032836813,0.8105256855894268,0.7911809456517193,13.580000000001746,17.74000000000524,131.52999999999884,0.0,0.0,101.35122222222425,95.98486666667125,0.6851748260310785,0.6210655638215955,-30.59344361784045,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 00:08:38+00:00,KXBTC15M-26MAR242015-15,yes,yes,True,10,91.0,70614.59,70534.87,382.0,79.72000000000116,4.07883003449056,0.49578836685779265,0.6899781333487585,71.3155894792806,1.1178481532871898,0.8681840742258408,12.220000000001164,86.5,44.679999999993015,0.0,0.0,105.6535555555592,189.86333333333448,0.6899781333487585,0.6213032179794944,-31.46967820205056,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 00:21:15+00:00,KXBTC15M-26MAR242030-30,no,no,True,10,90.0,70578.0,70682.84,525.0,104.83999999999651,4.575592722468136,0.5768503822626343,0.7179797343287488,98.89890914288866,1.060072359832849,0.8554441593694351,0.9400000000023283,104.38999999999942,2.0099999999947613,0.0,0.0,107.58166666666996,287.5224999999955,0.7179797343287488,0.6608561847352797,-26.614381526472027,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 00:35:59+00:00,KXBTC15M-26MAR242045-45,yes,yes,True,10,90.0,70776.0,70644.27,541.0,131.72999999999593,5.663515054508221,0.7104060318976148,0.7612738081275439,150.5796088137445,0.8748196454868992,0.8091639769291975,129.7899999999936,137.50999999999476,191.30999999999767,0.0,0.0,521.8210555555322,379.70636666665314,0.7612738081275439,0.3478514223720758,-57.91485776279242,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 00:58:31+00:00,KXBTC15M-26MAR242100-00,no,no,True,10,90.0,70898.37,70896.2,89.0,-2.1699999999982538,-0.23001953996119504,-0.028719900719561434,0.4885439922173143,50.24606200022032,-0.04318746412383002,0.4827760489730134,-50.33999999999651,-86.56999999999243,62.370000000009895,50.33999999999651,86.56999999999243,-27.060333333329858,-27.85243333332934,0.2950965232509104,0.9558985156436696,2.8898515643669667,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 01:24:55+00:00,KXBTC15M-26MAR242130-30,no,no,True,10,90.0,70752.89,70800.05,305.0,47.16000000000349,2.700373744624403,0.33185549974442713,0.6300008130219843,149.63244211664238,0.3151722937412266,0.6236845796329767,3.110000000000582,-39.679999999993015,-54.529999999998836,0.0,39.679999999993015,52.4297222222267,6.8186666666772595,0.6300008130219843,0.2157208299387732,-71.12791700612267,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 02:06:55+00:00,KXBTC15M-26MAR242215-15,no,no,True,10,91.0,70595.9,70705.69,485.0,109.79000000000815,4.985307092258951,0.6346545057982309,0.7371731144658827,77.85069176018985,1.4102636407933753,0.9207690748448061,25.5,-10.959999999991851,178.49000000000524,0.0,10.959999999991851,178.49833333334146,92.07133333335466,0.7371731144658827,0.3853832448099735,-55.06167551900265,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 02:27:41+00:00,KXBTC15M-26MAR242230-30,yes,yes,True,10,90.0,70580.91,70565.66,139.0,15.25,1.2934881177619557,0.1713888371993026,0.5680409842298009,47.721095617016665,0.31956516929929973,0.6253510091521112,29.410000000003492,17.30999999999767,-23.5,0.0,0.0,37.961055555558254,23.27029999999892,0.5680409842298009,0.6451577649220815,-28.18422350779184,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 02:37:54+00:00,KXBTC15M-26MAR242245-45,yes,yes,True,10,90.0,70652.96,70604.59,426.0,48.370000000009895,2.3435341575108493,0.32189570956817676,0.6262341481918554,88.15650341530261,0.548683286270331,0.7083885909125283,43.34000000001106,115.08000000000175,89.36000000000058,0.0,0.0,150.9413333333694,211.78360000001237,0.6262341481918554,0.4343706024390035,-49.26293975609965,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 02:52:56+00:00,KXBTC15M-26MAR242300-00,no,no,True,10,90.0,70593.99,70666.35,424.0,72.36000000000058,3.5141122500086097,0.48533511079393576,0.6862806732850122,75.86469149143657,0.9538033909775855,0.8299084136894326,67.90999999998894,95.0,58.970000000001164,0.0,0.0,232.3257777777523,206.62666666666723,0.6862806732850122,0.5377854895572974,-38.921451044270256,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 03:32:51+00:00,KXBTC15M-26MAR242345-45,yes,yes,True,10,90.0,70619.08,70501.86,729.0,117.22000000000116,4.341481481481525,0.6157743938761759,0.7309782851999997,114.8107369997578,1.0209846488508165,0.8463691440801133,162.10000000000582,204.77000000000407,181.27999999999884,0.0,0.0,773.7250000000247,614.811100000011,0.7309782851999997,0.7135720318487505,-21.342796815124952,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 04:06:41+00:00,KXBTC15M-26MAR250015-15,yes,yes,True,10,91.0,70694.34,70693.41,499.0,0.9299999999930151,0.04163251773602092,0.006096377023765849,0.502432087486954,61.38067478957164,0.015151348582942245,0.5060442822963219,11.739999999990687,8.330000000001746,-15.460000000006403,0.0,0.0,33.47588888885609,14.785566666662586,0.502432087486954,0.2843997329159469,-65.16002670840531,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 04:34:58+00:00,KXBTC15M-26MAR250045-45,no,no,True,10,90.0,70736.38,70868.3,602.0,131.91999999999825,5.3766578066150394,0.7893685090604035,0.7850516721038991,115.7929991661544,1.1392744030293471,0.8727056394186747,82.22999999999593,163.61999999999534,69.50999999999476,0.0,0.0,406.93366666665133,460.2507999999889,0.7850516721038991,0.907255600712484,-1.9744399287516048,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 04:56:35+00:00,KXBTC15M-26MAR250100-00,yes,yes,True,10,90.0,70757.54,70767.89,205.0,-10.35000000000582,-0.72287535612192,-0.10679089974879667,0.4574774335687248,31.620660780138934,-0.32731763804590375,0.37171382665623476,0.6899999999877764,37.36999999999534,-17.0,0.0,0.0,-9.56416666668641,15.186166666657662,0.381148522044195,0.3538047794913674,-57.31952205086326,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 05:06:16+00:00,KXBTC15M-26MAR250115-15,yes,yes,True,10,93.0,70980.7,70926.47,524.0,54.229999999995925,2.369048549636226,0.3477345644102554,0.6359802319610935,75.06609522450175,0.7224300110164132,0.7649849293962769,26.080000000001746,69.66999999999825,260.52999999999884,0.0,0.0,130.1517777777788,175.92026666665953,0.6359802319610935,0.0855792792636514,-86.94207207363485,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 05:23:52+00:00,KXBTC15M-26MAR250130-30,no,no,True,10,92.0,71140.01,71208.39,368.0,68.38000000000466,3.5645539083059363,0.5055880371694609,0.6934270593346249,94.38062333265943,0.7245131212896162,0.765624612694005,-44.75999999999476,-15.40999999998894,17.69000000000233,44.75999999999476,15.40999999998894,-23.12933333331796,49.47706666668489,0.4032032733409238,0.968937617952838,2.2937617952837943,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 05:42:50+00:00,KXBTC15M-26MAR250145-45,yes,yes,True,10,90.0,71178.83,71174.89,130.0,3.9400000000023283,0.34556085960717375,0.04907219797432607,0.5195691202459861,45.191829467973605,0.08718390130221469,0.5347373322365729,48.520000000004075,29.380000000004657,98.41999999999825,0.0,0.0,38.98222222222749,16.671333333337678,0.5195691202459861,0.2985624444483534,-62.84375555516466,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 05:50:38+00:00,KXBTC15M-26MAR250200-00,no,no,True,10,90.0,71099.05,71201.92,562.0,102.86999999999534,4.339309049250736,0.6150850067025084,0.7307507084269683,68.0602343143591,1.5114552724702006,0.9346637519515499,60.95999999999185,98.95999999999185,10.959999999991851,0.0,0.0,293.20066666663655,288.2550666666467,0.7307507084269683,0.5660785962120372,-36.09214037879629,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 06:08:04+00:00,KXBTC15M-26MAR250215-15,no,no,True,10,91.0,71015.82,71094.69,416.0,78.86999999999534,3.8669198945869154,0.5936556306994758,0.7236287676323014,59.89317253922274,1.3168445860560332,0.9060546378826277,26.179999999993015,104.17999999999302,68.10999999998603,0.0,0.0,139.3748888888681,223.332933333319,0.7236287676323014,0.4860956881724291,-44.99043118275709,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 06:17:19+00:00,KXBTC15M-26MAR250230-30,yes,yes,True,10,90.0,71146.47,71045.77,761.0,100.69999999999709,3.650372148147768,0.6524941229122625,0.7429587685182217,103.05511180769678,0.9771470646493075,0.835751824858534,116.47999999999593,119.44000000000233,27.30999999999767,0.0,0.0,593.1515555555354,403.67946666666967,0.7429587685182217,0.4189533397286734,-50.80466602713266,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 06:55:07+00:00,KXBTC15M-26MAR250300-00,no,no,True,10,90.0,71129.02,71186.59,293.0,57.56999999999243,3.363275311227086,0.6106475351229853,0.7292835269881978,43.504506680453545,1.3233111783763423,0.9071340420948836,46.580000000001746,39.779999999998836,29.95999999999185,0.0,0.0,133.39188888888418,96.4217999999913,0.7292835269881978,0.6947427766657471,-23.22572233342529,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 07:10:44+00:00,KXBTC15M-26MAR250315-15,yes,yes,True,10,91.0,71011.84,70983.7,256.0,28.139999999999418,1.7587499999999636,0.32172849643226625,0.6261708061540833,54.89047286511659,0.5126572705822443,0.6959044578696021,10.889999999999418,-4.940000000002328,-117.18000000000757,0.0,4.940000000002328,43.62799999999859,23.924533333330764,0.6261708061540833,0.9701112493536654,3.411124935366539,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 07:24:28+00:00,KXBTC15M-26MAR250330-30,no,no,True,10,90.0,71066.79,71121.86,332.0,55.070000000006985,3.022358898816507,0.5646735858792701,0.7138520981674348,42.654980939614646,1.2910567250743332,0.9016579957831683,4.8400000000110595,17.010000000009313,-57.779999999998836,0.0,0.0,63.997111111138494,73.8944000000173,0.7138520981674348,0.9253478845596228,-0.1652115440377144,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 07:33:23+00:00,KXBTC15M-26MAR250345-45,yes,yes,True,10,90.0,71120.04,71048.77,697.0,71.26999999998952,2.699543746986088,0.5086268837306201,0.694493109320272,66.23538872273362,1.0760108965062645,0.8590388084145931,69.98999999999069,84.02999999999884,25.039999999993597,0.0,0.0,342.2868333332868,266.49969999998683,0.694493109320272,0.5555815808336513,-37.14184191663488,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 07:46:11+00:00,KXBTC15M-26MAR250400-00,no,no,True,10,91.0,71006.01,71155.75,829.0,149.74000000000524,5.200685164102678,1.0260089702239128,0.8475563220678507,177.15489671370398,0.8452490039944911,0.8010140864514455,192.27000000000407,230.8000000000029,63.99000000000524,0.0,0.0,1035.2501666666908,787.5173333333466,0.8475563220678507,0.610143611642026,-32.5856388357974,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 08:09:58+00:00,KXBTC15M-26MAR250415-15,no,no,True,10,90.0,70884.86,70909.67,302.0,24.80999999999767,1.4276550727056359,0.27788028059081743,0.6094478691069634,59.86404675188937,0.41443907230034766,0.6607237104531953,34.13000000000466,95.52000000000407,28.539999999993597,0.0,0.0,82.07255555556104,120.96680000000177,0.6094478691069634,0.0805213912598499,-84.64786087401501,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 08:16:26+00:00,KXBTC15M-26MAR250430-30,yes,yes,True,1,90.0,70925.22,70801.14,814.0,124.08000000000175,4.349001749392238,0.827930031990456,0.7961449370867624,173.58851816833578,0.7147938199442222,0.762631772757389,116.29000000000815,99.22000000000116,-7.4100000000034925,0.0,0.0,649.9692222222608,393.29693333333825,0.7961449370867624,0.7560423127762166,-17.395768722378335,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 08:33:37+00:00,KXBTC15M-26MAR250445-45,yes,yes,True,10,93.0,71229.98,71198.8,683.0,31.179999999993015,1.1930695428656137,0.21499984154652063,0.5851162789506764,184.80618693772698,0.16871729521966464,0.5669904929066609,64.52999999999884,165.45999999999185,292.84999999999127,0.0,0.0,276.0354999999886,407.8772666666411,0.5851162789506764,0.0172096679186099,-93.779033208139,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 08:50:31+00:00,KXBTC15M-26MAR250500-00,no,no,True,10,90.0,71310.95,71462.08,569.0,151.13000000000466,6.335699186575959,1.0307064120159828,0.8486607415155497,141.10744056978976,1.0710278592662723,0.8579215483805105,68.13999999999942,148.57000000000698,159.7100000000064,0.0,0.0,366.52811111111396,432.9177666666846,0.8486607415155497,0.9687249756125096,4.172497561250967,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 09:09:02+00:00,KXBTC15M-26MAR250515-15,yes,yes,True,10,90.0,71296.01,71244.59,358.0,51.419999999998254,2.7176314449149572,0.45825263853069154,0.6766145269035327,63.72905320153617,0.8068533489331486,0.790124510627461,35.31999999999243,43.689999999987776,20.279999999998836,0.0,0.0,121.66755555553877,103.556733333317,0.6766145269035327,0.7713537668359177,-15.564623316408229,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 09:24:09+00:00,KXBTC15M-26MAR250530-30,no,no,True,10,91.0,71262.0,71316.62,351.0,54.61999999999534,2.9153999202777046,0.4975811807540697,0.6906103645533261,71.48432050013496,0.7640836426484914,0.7775913003044448,70.08000000000175,39.75999999999476,34.00999999999476,0.0,0.0,191.27599999999873,101.13919999998922,0.6906103645533261,0.5834313623026683,-35.256863769733165,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
live_90_70_replay,2026-03-25 10:12:45+00:00,KXBTC15M-26MAR250615-15,yes,yes,True,10,92.0,71393.87,71357.29,135.0,36.580000000001746,3.1483051289838686,0.5823820491233606,0.7198453149561244,45.06791930012649,0.8116638302380886,0.7915077229224527,7.619999999995343,49.529999999998836,155.25,0.0,0.0,42.294999999998254,58.86850000000122,0.7198453149561244,0.0394769220672316,-90.65230779327683,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\logs\edge_research\live_9070_v28_replay_trades_latest.csv
