dataset,window,band,lo,hi,filter,one_per,entries,markets,yes_entries,no_entries,wins,losses,wrong_side,win_rate,wrong_side_rate,net_pnl_cents,avg_pnl_cents,max_drawdown_cents,remove_best_market_net_cents,market_lcb_cents,worst_trade_cents,best_trade_cents
selected_fv_carrier,1_to_15_min,80_90,80,90,v28_fair_ge_90,market,7,7,1,6,5,2,2,0.714286,0.285714,-120.000000,-17.142857,178.000000,-136.000000,-47.603304,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,v28_fair_ge_90,market_side,7,7,1,6,5,2,2,0.714286,0.285714,-120.000000,-17.142857,178.000000,-136.000000,-47.603304,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,candidate_edge_ge_0,market,10,10,1,9,7,3,3,0.700000,0.300000,-173.000000,-17.300000,184.000000,-189.000000,-42.288169,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,candidate_edge_ge_0,market_side,10,10,1,9,7,3,3,0.700000,0.300000,-173.000000,-17.300000,184.000000,-189.000000,-42.288169,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,abs_dsigma_ge_1,market,18,18,3,15,15,3,3,0.833333,0.166667,-75.000000,-4.166667,162.000000,-91.000000,-18.934555,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,abs_dsigma_ge_1,market_side,18,18,3,15,15,3,3,0.833333,0.166667,-75.000000,-4.166667,162.000000,-91.000000,-18.934555,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,abs_dsigma_le_3_5,market,51,51,21,30,42,9,9,0.823529,0.176471,-140.000000,-2.745098,344.000000,-158.000000,-11.572808,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,abs_dsigma_le_3_5,market_side,53,51,22,31,44,9,9,0.830189,0.169811,-110.000000,-2.075472,344.000000,-128.000000,-10.717621,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,none,market,50,50,20,30,47,3,3,0.940000,0.060000,193.300000,3.866000,202.400000,179.300000,-1.618387,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,none,market_side,51,50,21,30,48,3,3,0.941176,0.058824,200.200000,3.925490,195.500000,186.200000,-1.356783,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,candidate_fair_ge_ask,market,15,15,5,10,13,2,2,0.866667,0.133333,-64.900000,-4.326667,169.900000,-78.900000,-18.932144,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,candidate_fair_ge_ask,market_side,15,15,5,10,13,2,2,0.866667,0.133333,-64.900000,-4.326667,169.900000,-78.900000,-18.932144,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,v28_fair_ge_ask,market,20,20,6,14,18,2,2,0.900000,0.100000,-12.300000,-0.615000,169.900000,-26.300000,-11.753952,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,v28_fair_ge_ask,market_side,20,20,6,14,18,2,2,0.900000,0.100000,-12.300000,-0.615000,169.900000,-26.300000,-11.753952,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,candidate_fair_ge_85,market,27,27,8,19,25,2,2,0.925926,0.074074,12.600000,0.466667,164.700000,-0.400000,-7.713208,-90.000000,13.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,candidate_fair_ge_85,market_side,28,27,9,19,26,2,2,0.928571,0.071429,19.500000,0.696429,157.800000,6.500000,-7.177686,-90.000000,13.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,candidate_fair_ge_90,market,20,20,6,14,18,2,2,0.900000,0.100000,-49.300000,-2.465000,164.700000,-61.300000,-13.359577,-90.000000,12.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,candidate_fair_ge_90,market_side,21,20,7,14,19,2,2,0.904762,0.095238,-42.400000,-2.019048,157.800000,-54.400000,-12.639378,-90.000000,12.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,v28_fair_ge_85,market,32,32,9,23,30,2,2,0.937500,0.062500,70.800000,2.212500,164.700000,56.800000,-4.775874,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,v28_fair_ge_85,market_side,33,32,10,23,31,2,2,0.939394,0.060606,77.700000,2.354545,157.800000,63.700000,-4.323693,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,v28_fair_ge_90,market,24,24,6,18,22,2,2,0.916667,0.083333,-18.700000,-0.779167,164.700000,-30.700000,-9.911255,-90.000000,12.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,v28_fair_ge_90,market_side,25,24,7,18,23,2,2,0.920000,0.080000,-11.800000,-0.472000,157.800000,-23.800000,-9.309412,-90.000000,12.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,candidate_edge_ge_0,market,14,14,5,9,12,2,2,0.857143,0.142857,-70.600000,-5.042857,169.900000,-84.600000,-20.680844,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,candidate_edge_ge_0,market_side,14,14,5,9,12,2,2,0.857143,0.142857,-70.600000,-5.042857,169.900000,-84.600000,-20.680844,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,abs_dsigma_ge_1,market,32,32,9,23,30,2,2,0.937500,0.062500,72.800000,2.275000,164.700000,58.800000,-4.720165,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,abs_dsigma_ge_1,market_side,33,32,10,23,31,2,2,0.939394,0.060606,79.700000,2.415152,157.800000,65.700000,-4.268049,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,abs_dsigma_le_3_5,market,50,50,20,30,47,3,3,0.940000,0.060000,193.300000,3.866000,202.400000,179.300000,-1.618387,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,85_95,85,95,abs_dsigma_le_3_5,market_side,51,50,21,30,48,3,3,0.941176,0.058824,200.200000,3.925490,195.500000,186.200000,-1.356783,-90.000000,14.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,none,market,41,41,17,24,40,1,1,0.975610,0.024390,223.900000,5.460976,90.000000,212.900000,1.512060,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,none,market_side,41,41,17,24,40,1,1,0.975610,0.024390,223.900000,5.460976,90.000000,212.900000,1.512060,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,candidate_fair_ge_ask,market,11,11,5,6,10,1,1,0.909091,0.090909,-14.900000,-1.354545,90.000000,-25.900000,-15.929781,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,candidate_fair_ge_ask,market_side,11,11,5,6,10,1,1,0.909091,0.090909,-14.900000,-1.354545,90.000000,-25.900000,-15.929781,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,v28_fair_ge_ask,market,15,15,5,10,14,1,1,0.933333,0.066667,17.900000,1.193333,90.000000,6.900000,-9.524809,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,v28_fair_ge_ask,market_side,15,15,5,10,14,1,1,0.933333,0.066667,17.900000,1.193333,90.000000,6.900000,-9.524809,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,candidate_fair_ge_85,market,24,24,8,16,23,1,1,0.958333,0.041667,70.500000,2.937500,90.000000,59.500000,-3.724707,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,candidate_fair_ge_85,market_side,24,24,8,16,23,1,1,0.958333,0.041667,70.500000,2.937500,90.000000,59.500000,-3.724707,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,candidate_fair_ge_90,market,18,18,7,11,17,1,1,0.944444,0.055556,21.600000,1.200000,90.000000,10.600000,-7.634944,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,candidate_fair_ge_90,market_side,18,18,7,11,17,1,1,0.944444,0.055556,21.600000,1.200000,90.000000,10.600000,-7.634944,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,v28_fair_ge_85,market,28,28,9,19,27,1,1,0.964286,0.035714,107.900000,3.853571,90.000000,96.900000,-1.884349,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,v28_fair_ge_85,market_side,28,28,9,19,27,1,1,0.964286,0.035714,107.900000,3.853571,90.000000,96.900000,-1.884349,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,v28_fair_ge_90,market,22,22,7,15,21,1,1,0.954545,0.045455,52.200000,2.372727,90.000000,41.200000,-4.874501,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,v28_fair_ge_90,market_side,22,22,7,15,21,1,1,0.954545,0.045455,52.200000,2.372727,90.000000,41.200000,-4.874501,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,candidate_edge_ge_0,market,10,10,5,5,9,1,1,0.900000,0.100000,-20.600000,-2.060000,90.000000,-31.600000,-18.122685,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,candidate_edge_ge_0,market_side,10,10,5,5,9,1,1,0.900000,0.100000,-20.600000,-2.060000,90.000000,-31.600000,-18.122685,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,abs_dsigma_ge_1,market,28,28,9,19,27,1,1,0.964286,0.035714,107.900000,3.853571,90.000000,96.900000,-1.884349,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,abs_dsigma_ge_1,market_side,28,28,9,19,27,1,1,0.964286,0.035714,107.900000,3.853571,90.000000,96.900000,-1.884349,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,abs_dsigma_le_3_5,market,41,41,17,24,40,1,1,0.975610,0.024390,223.900000,5.460976,90.000000,212.900000,1.512060,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,88_95,88,95,abs_dsigma_le_3_5,market_side,41,41,17,24,40,1,1,0.975610,0.024390,223.900000,5.460976,90.000000,212.900000,1.512060,-90.000000,11.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,none,market,44,44,20,24,40,4,0,0.909091,0.000000,252.700000,5.743182,0.900000,243.700000,5.053084,-0.700000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,none,market_side,44,44,20,24,40,4,0,0.909091,0.000000,252.700000,5.743182,0.900000,243.700000,5.053084,-0.700000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,candidate_fair_ge_ask,market,18,18,6,12,13,5,0,0.722222,0.000000,67.100000,3.727778,1.200000,58.100000,2.296351,-0.900000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,candidate_fair_ge_ask,market_side,18,18,6,12,13,5,0,0.722222,0.000000,67.100000,3.727778,1.200000,58.100000,2.296351,-0.900000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,v28_fair_ge_ask,market,19,19,6,13,15,4,0,0.789474,0.000000,88.200000,4.642105,1.200000,79.200000,3.282459,-0.900000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,v28_fair_ge_ask,market_side,19,19,6,13,15,4,0,0.789474,0.000000,88.200000,4.642105,1.200000,79.200000,3.282459,-0.900000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,candidate_fair_ge_85,market,37,37,15,22,31,5,0,0.837838,0.000000,152.500000,4.121622,0.900000,143.500000,3.253486,-0.700000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,candidate_fair_ge_85,market_side,37,37,15,22,31,5,0,0.837838,0.000000,152.500000,4.121622,0.900000,143.500000,3.253486,-0.700000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,candidate_fair_ge_90,market,36,36,15,21,26,9,0,0.722222,0.000000,110.500000,3.069444,1.200000,101.500000,2.176738,-0.900000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,candidate_fair_ge_90,market_side,36,36,15,21,26,9,0,0.722222,0.000000,110.500000,3.069444,1.200000,101.500000,2.176738,-0.900000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,v28_fair_ge_85,market,38,38,16,22,32,5,0,0.842105,0.000000,174.300000,4.586842,0.900000,165.300000,3.749068,-0.700000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,v28_fair_ge_85,market_side,38,38,16,22,32,5,0,0.842105,0.000000,174.300000,4.586842,0.900000,165.300000,3.749068,-0.700000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,v28_fair_ge_90,market,36,36,15,21,28,7,0,0.777778,0.000000,132.000000,3.666667,1.000000,123.000000,2.720331,-0.800000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,v28_fair_ge_90,market_side,36,36,15,21,28,7,0,0.777778,0.000000,132.000000,3.666667,1.000000,123.000000,2.720331,-0.800000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,candidate_edge_ge_0,market,12,12,5,7,12,0,0,1.000000,0.000000,63.600000,5.300000,-0.000000,54.600000,3.807526,0.900000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,candidate_edge_ge_0,market_side,12,12,5,7,12,0,0,1.000000,0.000000,63.600000,5.300000,-0.000000,54.600000,3.807526,0.900000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,abs_dsigma_ge_1,market,38,38,16,22,32,5,0,0.842105,0.000000,174.300000,4.586842,0.900000,165.300000,3.749068,-0.700000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,abs_dsigma_ge_1,market_side,38,38,16,22,32,5,0,0.842105,0.000000,174.300000,4.586842,0.900000,165.300000,3.749068,-0.700000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,abs_dsigma_le_3_5,market,42,42,20,22,40,2,0,0.952381,0.000000,253.600000,6.038095,0.700000,244.600000,5.407592,-0.700000,9.000000
selected_fv_carrier,1_to_15_min,90_plus,90,99.900000,abs_dsigma_le_3_5,market_side,42,42,20,22,40,2,0,0.952381,0.000000,253.600000,6.038095,0.700000,244.600000,5.407592,-0.700000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,none,market,36,36,16,20,36,0,0,1.000000,0.000000,244.500000,6.791667,-0.000000,235.500000,6.339296,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,none,market_side,36,36,16,20,36,0,0,1.000000,0.000000,244.500000,6.791667,-0.000000,235.500000,6.339296,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,candidate_fair_ge_ask,market,9,9,5,4,9,0,0,1.000000,0.000000,63.100000,7.011111,-0.000000,54.100000,6.023532,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,candidate_fair_ge_ask,market_side,9,9,5,4,9,0,0,1.000000,0.000000,63.100000,7.011111,-0.000000,54.100000,6.023532,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,v28_fair_ge_ask,market,13,13,5,8,13,0,0,1.000000,0.000000,89.300000,6.869231,-0.000000,80.300000,6.083069,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,v28_fair_ge_ask,market_side,13,13,5,8,13,0,0,1.000000,0.000000,89.300000,6.869231,-0.000000,80.300000,6.083069,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,candidate_fair_ge_85,market,22,22,8,14,22,0,0,1.000000,0.000000,141.600000,6.436364,-0.000000,132.600000,5.841075,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,candidate_fair_ge_85,market_side,22,22,8,14,22,0,0,1.000000,0.000000,141.600000,6.436364,-0.000000,132.600000,5.841075,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,candidate_fair_ge_90,market,16,16,7,9,16,0,0,1.000000,0.000000,99.600000,6.225000,-0.000000,90.600000,5.503198,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,candidate_fair_ge_90,market_side,16,16,7,9,16,0,0,1.000000,0.000000,99.600000,6.225000,-0.000000,90.600000,5.503198,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,v28_fair_ge_85,market,25,25,9,16,25,0,0,1.000000,0.000000,163.100000,6.524000,-0.000000,154.100000,5.976600,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,v28_fair_ge_85,market_side,25,25,9,16,25,0,0,1.000000,0.000000,163.100000,6.524000,-0.000000,154.100000,5.976600,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,v28_fair_ge_90,market,20,20,7,13,20,0,0,1.000000,0.000000,130.200000,6.510000,-0.000000,121.200000,5.868411,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,v28_fair_ge_90,market_side,20,20,7,13,20,0,0,1.000000,0.000000,130.200000,6.510000,-0.000000,121.200000,5.868411,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,candidate_edge_ge_0,market,8,8,5,3,8,0,0,1.000000,0.000000,57.400000,7.175000,-0.000000,48.400000,6.097461,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,candidate_edge_ge_0,market_side,8,8,5,3,8,0,0,1.000000,0.000000,57.400000,7.175000,-0.000000,48.400000,6.097461,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,abs_dsigma_ge_1,market,25,25,9,16,25,0,0,1.000000,0.000000,163.100000,6.524000,-0.000000,154.100000,5.976600,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,abs_dsigma_ge_1,market_side,25,25,9,16,25,0,0,1.000000,0.000000,163.100000,6.524000,-0.000000,154.100000,5.976600,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,abs_dsigma_le_3_5,market,36,36,16,20,36,0,0,1.000000,0.000000,244.500000,6.791667,-0.000000,235.500000,6.339296,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_95,90,95,abs_dsigma_le_3_5,market_side,36,36,16,20,36,0,0,1.000000,0.000000,244.500000,6.791667,-0.000000,235.500000,6.339296,4.000000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,none,market,40,40,19,21,40,0,0,1.000000,0.000000,254.600000,6.365000,-0.000000,245.600000,5.832168,1.300000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,none,market_side,40,40,19,21,40,0,0,1.000000,0.000000,254.600000,6.365000,-0.000000,245.600000,5.832168,1.300000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,candidate_fair_ge_ask,market,12,12,5,7,12,0,0,1.000000,0.000000,69.300000,5.775000,-0.000000,60.300000,4.488702,1.900000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,candidate_fair_ge_ask,market_side,12,12,5,7,12,0,0,1.000000,0.000000,69.300000,5.775000,-0.000000,60.300000,4.488702,1.900000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,v28_fair_ge_ask,market,14,14,5,9,14,0,0,1.000000,0.000000,89.900000,6.421429,-0.000000,80.900000,5.436651,2.000000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,v28_fair_ge_ask,market_side,14,14,5,9,14,0,0,1.000000,0.000000,89.900000,6.421429,-0.000000,80.900000,5.436651,2.000000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,candidate_fair_ge_85,market,27,27,11,16,27,0,0,1.000000,0.000000,153.100000,5.670370,-0.000000,144.100000,4.959606,1.200000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,candidate_fair_ge_85,market_side,27,27,11,16,27,0,0,1.000000,0.000000,153.100000,5.670370,-0.000000,144.100000,4.959606,1.200000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,candidate_fair_ge_90,market,22,22,8,14,22,0,0,1.000000,0.000000,114.600000,5.209091,-0.000000,105.600000,4.402483,1.000000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,candidate_fair_ge_90,market_side,22,22,8,14,22,0,0,1.000000,0.000000,114.600000,5.209091,-0.000000,105.600000,4.402483,1.000000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,v28_fair_ge_85,market,30,30,12,18,30,0,0,1.000000,0.000000,175.400000,5.846667,-0.000000,166.400000,5.190632,1.200000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,v28_fair_ge_85,market_side,30,30,12,18,30,0,0,1.000000,0.000000,175.400000,5.846667,-0.000000,166.400000,5.190632,1.200000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,v28_fair_ge_90,market,23,23,8,15,23,0,0,1.000000,0.000000,134.100000,5.830435,-0.000000,125.100000,5.036490,2.000000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,v28_fair_ge_90,market_side,23,23,8,15,23,0,0,1.000000,0.000000,134.100000,5.830435,-0.000000,125.100000,5.036490,2.000000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,candidate_edge_ge_0,market,11,11,5,6,11,0,0,1.000000,0.000000,62.700000,5.700000,-0.000000,53.700000,4.231473,1.400000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,candidate_edge_ge_0,market_side,11,11,5,6,11,0,0,1.000000,0.000000,62.700000,5.700000,-0.000000,53.700000,4.231473,1.400000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,abs_dsigma_ge_1,market,30,30,12,18,30,0,0,1.000000,0.000000,175.400000,5.846667,-0.000000,166.400000,5.190632,1.200000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,abs_dsigma_ge_1,market_side,30,30,12,18,30,0,0,1.000000,0.000000,175.400000,5.846667,-0.000000,166.400000,5.190632,1.200000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,abs_dsigma_le_3_5,market,40,40,19,21,40,0,0,1.000000,0.000000,254.600000,6.365000,-0.000000,245.600000,5.832168,1.300000,9.000000
selected_fv_carrier,1_to_15_min,90_98,90,98,abs_dsigma_le_3_5,market_side,40,40,19,21,40,0,0,1.000000,0.000000,254.600000,6.365000,-0.000000,245.600000,5.832168,1.300000,9.000000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,none,market,42,42,17,25,33,8,1,0.785714,0.023810,165.900000,3.950000,85.000000,147.900000,0.075294,-85.000000,18.000000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,none,market_side,42,42,17,25,33,8,1,0.785714,0.023810,165.900000,3.950000,85.000000,147.900000,0.075294,-85.000000,18.000000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,candidate_fair_ge_ask,market,13,13,1,12,6,7,1,0.461538,0.076923,-73.900000,-5.684615,83.900000,-81.200000,-16.297931,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,candidate_fair_ge_ask,market_side,13,13,1,12,6,7,1,0.461538,0.076923,-73.900000,-5.684615,83.900000,-81.200000,-16.297931,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,v28_fair_ge_ask,market,14,14,1,13,7,7,1,0.500000,0.071429,-67.900000,-4.850000,83.900000,-75.200000,-14.770898,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,v28_fair_ge_ask,market_side,14,14,1,13,7,7,1,0.500000,0.071429,-67.900000,-4.850000,83.900000,-75.200000,-14.770898,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,candidate_fair_ge_85,market,31,31,11,20,20,9,1,0.645161,0.032258,-37.100000,-1.196774,83.000000,-44.400000,-5.726106,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,candidate_fair_ge_85,market_side,31,31,11,20,20,9,1,0.645161,0.032258,-37.100000,-1.196774,83.000000,-44.400000,-5.726106,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,candidate_fair_ge_90,market,29,29,10,19,14,13,0,0.482759,0.000000,24.400000,0.841379,2.300000,17.100000,0.118616,-0.900000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,candidate_fair_ge_90,market_side,29,29,10,19,14,13,0,0.482759,0.000000,24.400000,0.841379,2.300000,17.100000,0.118616,-0.900000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,v28_fair_ge_85,market,33,33,12,21,22,9,1,0.666667,0.030303,-11.100000,-0.336364,83.000000,-21.100000,-4.654571,-83.000000,10.000000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,v28_fair_ge_85,market_side,33,33,12,21,22,9,1,0.666667,0.030303,-11.100000,-0.336364,83.000000,-21.100000,-4.654571,-83.000000,10.000000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,v28_fair_ge_90,market,29,29,10,19,15,12,0,0.517241,0.000000,26.900000,0.927586,2.000000,19.600000,0.203798,-0.900000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,v28_fair_ge_90,market_side,29,29,10,19,15,12,0,0.517241,0.000000,26.900000,0.927586,2.000000,19.600000,0.203798,-0.900000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,candidate_edge_ge_0,market,3,3,0,3,2,1,1,0.666667,0.333333,-74.800000,-24.933333,83.000000,-82.100000,-72.644307,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,candidate_edge_ge_0,market_side,3,3,0,3,2,1,1,0.666667,0.333333,-74.800000,-24.933333,83.000000,-82.100000,-72.644307,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,abs_dsigma_ge_1,market,33,33,12,21,22,9,1,0.666667,0.030303,-9.100000,-0.275758,83.000000,-21.100000,-4.607282,-83.000000,12.000000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,abs_dsigma_ge_1,market_side,33,33,12,21,22,9,1,0.666667,0.030303,-9.100000,-0.275758,83.000000,-21.100000,-4.607282,-83.000000,12.000000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,abs_dsigma_le_3_5,market,39,39,17,22,33,5,1,0.846154,0.025641,167.700000,4.300000,85.000000,149.700000,0.137933,-85.000000,18.000000
selected_fv_carrier,last_5_min,80_plus,80,99.900000,abs_dsigma_le_3_5,market_side,39,39,17,22,33,5,1,0.846154,0.025641,167.700000,4.300000,85.000000,149.700000,0.137933,-85.000000,18.000000
selected_fv_carrier,last_5_min,80_95,80,95,none,market,25,25,10,15,24,1,1,0.960000,0.040000,163.900000,6.556000,85.000000,145.900000,0.125213,-85.000000,18.000000
selected_fv_carrier,last_5_min,80_95,80,95,none,market_side,25,25,10,15,24,1,1,0.960000,0.040000,163.900000,6.556000,85.000000,145.900000,0.125213,-85.000000,18.000000
selected_fv_carrier,last_5_min,80_95,80,95,candidate_fair_ge_ask,market,2,2,0,2,1,1,1,0.500000,0.500000,-75.700000,-37.850000,83.000000,-83.000000,-111.896000,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_95,80,95,candidate_fair_ge_ask,market_side,2,2,0,2,1,1,1,0.500000,0.500000,-75.700000,-37.850000,83.000000,-83.000000,-111.896000,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_95,80,95,v28_fair_ge_ask,market,3,3,0,3,2,1,1,0.666667,0.333333,-69.700000,-23.233333,83.000000,-77.000000,-72.245864,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_95,80,95,v28_fair_ge_ask,market_side,3,3,0,3,2,1,1,0.666667,0.333333,-69.700000,-23.233333,83.000000,-77.000000,-72.245864,-83.000000,7.300000
selected_fv_carrier,last_5_min,80_95,80,95,candidate_fair_ge_85,market,7,7,2,5,6,1,1,0.857143,0.142857,-47.000000,-6.714286,83.000000,-54.300000,-27.574035,-83.000000,7.300000
