dataset,window,band,lo,hi,filter,one_per,entries,markets,yes_entries,no_entries,wins,losses,wrong_side,win_rate,wrong_side_rate,net_pnl_cents,avg_pnl_cents,max_drawdown_cents,remove_best_market_net_cents,market_lcb_cents,worst_trade_cents,best_trade_cents
selected_fv_carrier,5_to_15_min,85_95,85,95,abs_dsigma_le_3_5,market,40,40,16,24,37,3,3,0.925000,0.075000,104.100000,2.602500,202.400000,90.100000,-4.214502,-90.000000,14.000000
selected_fv_carrier,5_to_15_min,85_95,85,95,abs_dsigma_le_3_5,market_side,40,40,16,24,37,3,3,0.925000,0.075000,104.100000,2.602500,202.400000,90.100000,-4.214502,-90.000000,14.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,none,market,32,32,13,19,31,1,1,0.968750,0.031250,163.700000,5.115625,90.000000,152.700000,0.053349,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,none,market_side,32,32,13,19,31,1,1,0.968750,0.031250,163.700000,5.115625,90.000000,152.700000,0.053349,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,candidate_fair_ge_ask,market,11,11,5,6,10,1,1,0.909091,0.090909,-14.900000,-1.354545,90.000000,-25.900000,-15.929781,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,candidate_fair_ge_ask,market_side,11,11,5,6,10,1,1,0.909091,0.090909,-14.900000,-1.354545,90.000000,-25.900000,-15.929781,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,v28_fair_ge_ask,market,14,14,5,9,13,1,1,0.928571,0.071429,11.900000,0.850000,90.000000,0.900000,-10.647233,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,v28_fair_ge_ask,market_side,14,14,5,9,13,1,1,0.928571,0.071429,11.900000,0.850000,90.000000,0.900000,-10.647233,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,candidate_fair_ge_85,market,22,22,7,15,21,1,1,0.954545,0.045455,57.600000,2.618182,90.000000,46.600000,-4.653157,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,candidate_fair_ge_85,market_side,22,22,7,15,21,1,1,0.954545,0.045455,57.600000,2.618182,90.000000,46.600000,-4.653157,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,candidate_fair_ge_90,market,16,16,6,10,15,1,1,0.937500,0.062500,8.700000,0.543750,90.000000,-2.300000,-9.397184,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,candidate_fair_ge_90,market_side,16,16,6,10,15,1,1,0.937500,0.062500,8.700000,0.543750,90.000000,-2.300000,-9.397184,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,v28_fair_ge_85,market,23,23,7,16,22,1,1,0.956522,0.043478,73.400000,3.191304,90.000000,62.400000,-3.795199,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,v28_fair_ge_85,market_side,23,23,7,16,22,1,1,0.956522,0.043478,73.400000,3.191304,90.000000,62.400000,-3.795199,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,v28_fair_ge_90,market,19,19,6,13,18,1,1,0.947368,0.052632,34.700000,1.826316,90.000000,23.700000,-6.576239,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,v28_fair_ge_90,market_side,19,19,6,13,18,1,1,0.947368,0.052632,34.700000,1.826316,90.000000,23.700000,-6.576239,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,candidate_edge_ge_0,market,10,10,5,5,9,1,1,0.900000,0.100000,-20.600000,-2.060000,90.000000,-31.600000,-18.122685,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,candidate_edge_ge_0,market_side,10,10,5,5,9,1,1,0.900000,0.100000,-20.600000,-2.060000,90.000000,-31.600000,-18.122685,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,abs_dsigma_ge_1,market,23,23,7,16,22,1,1,0.956522,0.043478,73.400000,3.191304,90.000000,62.400000,-3.795199,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,abs_dsigma_ge_1,market_side,23,23,7,16,22,1,1,0.956522,0.043478,73.400000,3.191304,90.000000,62.400000,-3.795199,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,abs_dsigma_le_3_5,market,32,32,13,19,31,1,1,0.968750,0.031250,163.700000,5.115625,90.000000,152.700000,0.053349,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,88_95,88,95,abs_dsigma_le_3_5,market_side,32,32,13,19,31,1,1,0.968750,0.031250,163.700000,5.115625,90.000000,152.700000,0.053349,-90.000000,11.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,none,market,29,29,12,17,29,0,0,1.000000,0.000000,197.900000,6.824138,-0.000000,188.900000,6.220484,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,none,market_side,29,29,12,17,29,0,0,1.000000,0.000000,197.900000,6.824138,-0.000000,188.900000,6.220484,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,candidate_fair_ge_ask,market,12,12,6,6,12,0,0,1.000000,0.000000,67.800000,5.650000,-0.000000,58.800000,4.259512,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,candidate_fair_ge_ask,market_side,12,12,6,6,12,0,0,1.000000,0.000000,67.800000,5.650000,-0.000000,58.800000,4.259512,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,v28_fair_ge_ask,market,14,14,6,8,14,0,0,1.000000,0.000000,84.300000,6.021429,-0.000000,75.300000,4.809045,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,v28_fair_ge_ask,market_side,14,14,6,8,14,0,0,1.000000,0.000000,84.300000,6.021429,-0.000000,75.300000,4.809045,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,candidate_fair_ge_85,market,24,24,9,15,24,0,0,1.000000,0.000000,135.600000,5.650000,-0.000000,126.600000,4.840405,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,candidate_fair_ge_85,market_side,24,24,9,15,24,0,0,1.000000,0.000000,135.600000,5.650000,-0.000000,126.600000,4.840405,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,candidate_fair_ge_90,market,20,20,8,12,20,0,0,1.000000,0.000000,101.100000,5.055000,-0.000000,92.100000,4.159855,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,candidate_fair_ge_90,market_side,20,20,8,12,20,0,0,1.000000,0.000000,101.100000,5.055000,-0.000000,92.100000,4.159855,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,v28_fair_ge_85,market,25,25,9,16,25,0,0,1.000000,0.000000,146.300000,5.852000,-0.000000,137.300000,5.059911,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,v28_fair_ge_85,market_side,25,25,9,16,25,0,0,1.000000,0.000000,146.300000,5.852000,-0.000000,137.300000,5.059911,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,v28_fair_ge_90,market,22,22,8,14,22,0,0,1.000000,0.000000,121.600000,5.527273,-0.000000,112.600000,4.608871,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,v28_fair_ge_90,market_side,22,22,8,14,22,0,0,1.000000,0.000000,121.600000,5.527273,-0.000000,112.600000,4.608871,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,candidate_edge_ge_0,market,11,11,5,6,11,0,0,1.000000,0.000000,62.700000,5.700000,-0.000000,53.700000,4.231473,1.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,candidate_edge_ge_0,market_side,11,11,5,6,11,0,0,1.000000,0.000000,62.700000,5.700000,-0.000000,53.700000,4.231473,1.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,abs_dsigma_ge_1,market,25,25,9,16,25,0,0,1.000000,0.000000,146.300000,5.852000,-0.000000,137.300000,5.059911,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,abs_dsigma_ge_1,market_side,25,25,9,16,25,0,0,1.000000,0.000000,146.300000,5.852000,-0.000000,137.300000,5.059911,0.400000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,abs_dsigma_le_3_5,market,29,29,12,17,29,0,0,1.000000,0.000000,197.900000,6.824138,-0.000000,188.900000,6.220484,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_plus,90,99.900000,abs_dsigma_le_3_5,market_side,29,29,12,17,29,0,0,1.000000,0.000000,197.900000,6.824138,-0.000000,188.900000,6.220484,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,none,market,27,27,11,16,27,0,0,1.000000,0.000000,192.900000,7.144444,-0.000000,183.900000,6.627656,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,none,market_side,27,27,11,16,27,0,0,1.000000,0.000000,192.900000,7.144444,-0.000000,183.900000,6.627656,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,candidate_fair_ge_ask,market,9,9,5,4,9,0,0,1.000000,0.000000,63.100000,7.011111,-0.000000,54.100000,6.023532,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,candidate_fair_ge_ask,market_side,9,9,5,4,9,0,0,1.000000,0.000000,63.100000,7.011111,-0.000000,54.100000,6.023532,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,v28_fair_ge_ask,market,12,12,5,7,12,0,0,1.000000,0.000000,83.300000,6.941667,-0.000000,74.300000,6.096832,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,v28_fair_ge_ask,market_side,12,12,5,7,12,0,0,1.000000,0.000000,83.300000,6.941667,-0.000000,74.300000,6.096832,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,candidate_fair_ge_85,market,20,20,7,13,20,0,0,1.000000,0.000000,128.700000,6.435000,-0.000000,119.700000,5.780807,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,candidate_fair_ge_85,market_side,20,20,7,13,20,0,0,1.000000,0.000000,128.700000,6.435000,-0.000000,119.700000,5.780807,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,candidate_fair_ge_90,market,14,14,6,8,14,0,0,1.000000,0.000000,86.700000,6.192857,-0.000000,77.700000,5.368639,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,candidate_fair_ge_90,market_side,14,14,6,8,14,0,0,1.000000,0.000000,86.700000,6.192857,-0.000000,77.700000,5.368639,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,v28_fair_ge_85,market,21,21,7,14,21,0,0,1.000000,0.000000,138.600000,6.600000,-0.000000,129.600000,5.963521,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,v28_fair_ge_85,market_side,21,21,7,14,21,0,0,1.000000,0.000000,138.600000,6.600000,-0.000000,129.600000,5.963521,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,v28_fair_ge_90,market,17,17,6,11,17,0,0,1.000000,0.000000,112.700000,6.629412,-0.000000,103.700000,5.899663,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,v28_fair_ge_90,market_side,17,17,6,11,17,0,0,1.000000,0.000000,112.700000,6.629412,-0.000000,103.700000,5.899663,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,candidate_edge_ge_0,market,8,8,5,3,8,0,0,1.000000,0.000000,57.400000,7.175000,-0.000000,48.400000,6.097461,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,candidate_edge_ge_0,market_side,8,8,5,3,8,0,0,1.000000,0.000000,57.400000,7.175000,-0.000000,48.400000,6.097461,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,abs_dsigma_ge_1,market,21,21,7,14,21,0,0,1.000000,0.000000,138.600000,6.600000,-0.000000,129.600000,5.963521,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,abs_dsigma_ge_1,market_side,21,21,7,14,21,0,0,1.000000,0.000000,138.600000,6.600000,-0.000000,129.600000,5.963521,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,abs_dsigma_le_3_5,market,27,27,11,16,27,0,0,1.000000,0.000000,192.900000,7.144444,-0.000000,183.900000,6.627656,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_95,90,95,abs_dsigma_le_3_5,market_side,27,27,11,16,27,0,0,1.000000,0.000000,192.900000,7.144444,-0.000000,183.900000,6.627656,4.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,none,market,29,29,12,17,29,0,0,1.000000,0.000000,197.900000,6.824138,-0.000000,188.900000,6.220484,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,none,market_side,29,29,12,17,29,0,0,1.000000,0.000000,197.900000,6.824138,-0.000000,188.900000,6.220484,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,candidate_fair_ge_ask,market,11,11,5,6,11,0,0,1.000000,0.000000,67.400000,6.127273,-0.000000,58.400000,4.868324,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,candidate_fair_ge_ask,market_side,11,11,5,6,11,0,0,1.000000,0.000000,67.400000,6.127273,-0.000000,58.400000,4.868324,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,v28_fair_ge_ask,market,13,13,5,8,13,0,0,1.000000,0.000000,83.900000,6.453846,-0.000000,74.900000,5.391716,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,v28_fair_ge_ask,market_side,13,13,5,8,13,0,0,1.000000,0.000000,83.900000,6.453846,-0.000000,74.900000,5.391716,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,candidate_fair_ge_85,market,23,23,8,15,23,0,0,1.000000,0.000000,135.200000,5.878261,-0.000000,126.200000,5.128492,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,candidate_fair_ge_85,market_side,23,23,8,15,23,0,0,1.000000,0.000000,135.200000,5.878261,-0.000000,126.200000,5.128492,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,candidate_fair_ge_90,market,19,19,7,12,19,0,0,1.000000,0.000000,100.700000,5.300000,-0.000000,91.700000,4.456830,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,candidate_fair_ge_90,market_side,19,19,7,12,19,0,0,1.000000,0.000000,100.700000,5.300000,-0.000000,91.700000,4.456830,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,v28_fair_ge_85,market,24,24,8,16,24,0,0,1.000000,0.000000,145.900000,6.079167,-0.000000,136.900000,5.350403,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,v28_fair_ge_85,market_side,24,24,8,16,24,0,0,1.000000,0.000000,145.900000,6.079167,-0.000000,136.900000,5.350403,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,v28_fair_ge_90,market,21,21,7,14,21,0,0,1.000000,0.000000,121.200000,5.771429,-0.000000,112.200000,4.904571,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,v28_fair_ge_90,market_side,21,21,7,14,21,0,0,1.000000,0.000000,121.200000,5.771429,-0.000000,112.200000,4.904571,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,candidate_edge_ge_0,market,11,11,5,6,11,0,0,1.000000,0.000000,62.700000,5.700000,-0.000000,53.700000,4.231473,1.400000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,candidate_edge_ge_0,market_side,11,11,5,6,11,0,0,1.000000,0.000000,62.700000,5.700000,-0.000000,53.700000,4.231473,1.400000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,abs_dsigma_ge_1,market,24,24,8,16,24,0,0,1.000000,0.000000,145.900000,6.079167,-0.000000,136.900000,5.350403,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,abs_dsigma_ge_1,market_side,24,24,8,16,24,0,0,1.000000,0.000000,145.900000,6.079167,-0.000000,136.900000,5.350403,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,abs_dsigma_le_3_5,market,29,29,12,17,29,0,0,1.000000,0.000000,197.900000,6.824138,-0.000000,188.900000,6.220484,2.000000,9.000000
selected_fv_carrier,5_to_15_min,90_98,90,98,abs_dsigma_le_3_5,market_side,29,29,12,17,29,0,0,1.000000,0.000000,197.900000,6.824138,-0.000000,188.900000,6.220484,2.000000,9.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,none,market,67,67,29,38,56,11,9,0.835821,0.134328,-60.500000,-0.902985,295.100000,-78.500000,-7.643776,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,none,market_side,70,67,31,39,59,11,9,0.842857,0.128571,-23.600000,-0.337143,288.000000,-41.600000,-6.832248,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,candidate_fair_ge_ask,market,25,25,6,19,19,6,3,0.760000,0.120000,-62.500000,-2.500000,154.200000,-79.500000,-13.113601,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,candidate_fair_ge_ask,market_side,25,25,6,19,19,6,3,0.760000,0.120000,-62.500000,-2.500000,154.200000,-79.500000,-13.113601,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,v28_fair_ge_ask,market,29,29,7,22,24,5,3,0.827586,0.103448,-5.400000,-0.186207,154.200000,-22.400000,-9.466653,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,v28_fair_ge_ask,market_side,29,29,7,22,24,5,3,0.827586,0.103448,-5.400000,-0.186207,154.200000,-22.400000,-9.466653,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,candidate_fair_ge_85,market,42,42,15,27,34,7,3,0.809524,0.071429,-40.800000,-0.971429,149.000000,-56.800000,-7.184171,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,candidate_fair_ge_85,market_side,43,42,16,27,35,7,3,0.813953,0.069767,-33.900000,-0.788372,142.100000,-49.900000,-6.873025,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,candidate_fair_ge_90,market,38,38,14,24,27,10,2,0.710526,0.052632,-35.700000,-0.939474,165.900000,-51.700000,-6.643933,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,candidate_fair_ge_90,market_side,39,38,15,24,28,10,2,0.717949,0.051282,-28.800000,-0.738462,159.000000,-44.800000,-6.265276,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,v28_fair_ge_85,market,45,45,16,29,37,7,3,0.822222,0.066667,27.400000,0.608889,149.000000,11.400000,-5.296429,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,v28_fair_ge_85,market_side,46,45,17,29,38,7,3,0.826087,0.065217,34.300000,0.745652,142.100000,18.300000,-5.006225,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,v28_fair_ge_90,market,38,38,14,24,29,8,2,0.763158,0.052632,-14.200000,-0.373684,165.000000,-30.200000,-6.114789,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,v28_fair_ge_90,market_side,39,38,15,24,30,8,2,0.769231,0.051282,-7.300000,-0.187179,158.100000,-23.300000,-5.736089,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,candidate_edge_ge_0,market,18,18,5,13,15,3,3,0.833333,0.166667,-130.300000,-7.238889,153.900000,-146.300000,-21.526042,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,candidate_edge_ge_0,market_side,18,18,5,13,15,3,3,0.833333,0.166667,-130.300000,-7.238889,153.900000,-146.300000,-21.526042,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,abs_dsigma_ge_1,market,45,45,16,29,37,7,3,0.822222,0.066667,29.400000,0.653333,149.000000,13.400000,-5.256753,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,abs_dsigma_ge_1,market_side,46,45,17,29,38,7,3,0.826087,0.065217,36.300000,0.789130,142.100000,20.300000,-4.966589,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,abs_dsigma_le_3_5,market,66,66,29,37,56,10,9,0.848485,0.136364,-60.300000,-0.913636,294.900000,-78.300000,-7.757323,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,80_plus,80,99.900000,abs_dsigma_le_3_5,market_side,69,66,31,38,59,10,9,0.855072,0.130435,-23.400000,-0.339130,288.000000,-41.400000,-6.933491,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,none,market,63,63,26,37,54,9,9,0.857143,0.142857,-66.600000,-1.057143,298.000000,-84.600000,-8.227404,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,none,market_side,66,63,28,38,57,9,9,0.863636,0.136364,-29.700000,-0.450000,291.100000,-47.700000,-7.364641,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,candidate_fair_ge_ask,market,21,21,5,16,18,3,3,0.857143,0.142857,-61.900000,-2.947619,153.900000,-78.900000,-15.626545,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,candidate_fair_ge_ask,market_side,21,21,5,16,18,3,3,0.857143,0.142857,-61.900000,-2.947619,153.900000,-78.900000,-15.626545,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,v28_fair_ge_ask,market,26,26,6,20,23,3,3,0.884615,0.115385,-5.300000,-0.203846,153.900000,-22.300000,-10.576434,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,v28_fair_ge_ask,market_side,26,26,6,20,23,3,3,0.884615,0.115385,-5.300000,-0.203846,153.900000,-22.300000,-10.576434,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,candidate_fair_ge_85,market,29,29,8,21,26,3,3,0.896552,0.103448,-50.400000,-1.737931,148.700000,-66.400000,-10.771920,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,candidate_fair_ge_85,market_side,30,29,9,21,27,3,3,0.900000,0.100000,-43.500000,-1.450000,141.800000,-59.500000,-10.321688,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,candidate_fair_ge_90,market,20,20,6,14,18,2,2,0.900000,0.100000,-45.300000,-2.265000,164.700000,-61.300000,-13.202022,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,candidate_fair_ge_90,market_side,21,20,7,14,19,2,2,0.904762,0.095238,-38.400000,-1.828571,157.800000,-54.400000,-12.482405,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,v28_fair_ge_85,market,34,34,9,25,31,3,3,0.911765,0.088235,17.500000,0.514706,148.700000,1.500000,-7.326487,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,v28_fair_ge_85,market_side,35,34,10,25,32,3,3,0.914286,0.085714,24.400000,0.697143,141.800000,8.400000,-6.941789,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,v28_fair_ge_90,market,24,24,6,18,22,2,2,0.916667,0.083333,-14.700000,-0.612500,164.700000,-30.700000,-9.775899,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,v28_fair_ge_90,market_side,25,24,7,18,23,2,2,0.920000,0.080000,-7.800000,-0.312000,157.800000,-23.800000,-9.174534,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,candidate_edge_ge_0,market,16,16,5,11,13,3,3,0.812500,0.187500,-133.600000,-8.350000,153.900000,-149.600000,-24.420557,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,candidate_edge_ge_0,market_side,16,16,5,11,13,3,3,0.812500,0.187500,-133.600000,-8.350000,153.900000,-149.600000,-24.420557,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,abs_dsigma_ge_1,market,34,34,9,25,31,3,3,0.911765,0.088235,19.500000,0.573529,148.700000,3.500000,-7.274054,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,abs_dsigma_ge_1,market_side,35,34,10,25,32,3,3,0.914286,0.085714,26.400000,0.754286,141.800000,10.400000,-6.889380,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,abs_dsigma_le_3_5,market,63,63,26,37,54,9,9,0.857143,0.142857,-66.600000,-1.057143,298.000000,-84.600000,-8.227404,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,80_95,80,95,abs_dsigma_le_3_5,market_side,66,63,28,38,57,9,9,0.863636,0.136364,-29.700000,-0.450000,291.100000,-47.700000,-7.364641,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,none,market,51,51,21,30,42,9,9,0.823529,0.176471,-140.000000,-2.745098,344.000000,-158.000000,-11.572808,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,none,market_side,53,51,22,31,44,9,9,0.830189,0.169811,-110.000000,-2.075472,344.000000,-128.000000,-10.717621,-90.000000,18.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,candidate_fair_ge_ask,market,14,14,1,13,11,3,3,0.785714,0.214286,-107.000000,-7.642857,162.000000,-124.000000,-26.538755,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,candidate_fair_ge_ask,market_side,14,14,1,13,11,3,3,0.785714,0.214286,-107.000000,-7.642857,162.000000,-124.000000,-26.538755,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,v28_fair_ge_ask,market,18,18,3,15,15,3,3,0.833333,0.166667,-54.000000,-3.000000,162.000000,-71.000000,-17.982821,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,v28_fair_ge_ask,market_side,18,18,3,15,15,3,3,0.833333,0.166667,-54.000000,-3.000000,162.000000,-71.000000,-17.982821,-90.000000,17.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,candidate_fair_ge_85,market,12,12,3,9,9,3,3,0.750000,0.250000,-153.000000,-12.750000,174.000000,-169.000000,-33.984891,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,candidate_fair_ge_85,market_side,12,12,3,9,9,3,3,0.750000,0.250000,-153.000000,-12.750000,174.000000,-169.000000,-33.984891,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,candidate_fair_ge_90,market,7,7,1,6,5,2,2,0.714286,0.285714,-120.000000,-17.142857,178.000000,-136.000000,-47.603304,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,candidate_fair_ge_90,market_side,7,7,1,6,5,2,2,0.714286,0.285714,-120.000000,-17.142857,178.000000,-136.000000,-47.603304,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,v28_fair_ge_85,market,18,18,3,15,15,3,3,0.833333,0.166667,-77.000000,-4.277778,162.000000,-93.000000,-19.027535,-90.000000,16.000000
selected_fv_carrier,1_to_15_min,80_90,80,90,v28_fair_ge_85,market_side,18,18,3,15,15,3,3,0.833333,0.166667,-77.000000,-4.277778,162.000000,-93.000000,-19.027535,-90.000000,16.000000
