ts_wall,market,side,outcome,win,qty,ask_cents,v28_p_side,v28_edge_cents,v22_actual_p_side,v22_actual_edge_cents,v22_best_side,v22_best_side_agrees,market_p_side,market_side_agrees,v28_seconds_to_close,v28_book_age_ms,v28_btc_age_ms,v28_btc_price,v28_strike,v28_sigma_t_dollars,v28_d_sigma,v28_abs_d_sigma,v28_margin_dollars,v28_margin_per_sqrt_sec,v28_margin_per_sigma,outcome_method,entry_key
2026-05-01T06:50:44.479996+00:00,KXBTC15M-26MAY010300-00,no,yes,False,2,88.0,0.930283,2.028299,0.475037,-42.496309,yes,False,0.875,True,555.595,375.0,0.0,76867.98,76983.36,93.318132,1.236416,1.236416,115.38000000000466,4.894985055913287,1.236415662499595,bid>=98,9c998145-41f3-4112-a3a4-f6880598a045
2026-05-01T06:56:03.097269+00:00,KXBTC15M-26MAY010300-00,yes,yes,True,2,85.0,0.90246,2.246004,0.898755,2.875505,yes,True,0.845,True,236.977,31.0,156.0,77028.0,76983.36,63.944077,-1.097365,1.097365,44.63999999999942,2.899820310183116,0.6981100063419388,bid>=98,34ad7849-b640-4781-b3c5-66f783da7898
2026-05-01T07:10:06.946502+00:00,KXBTC15M-26MAY010315-15,yes,yes,True,2,66.0,0.879487,17.948699,0.890014,20.001411,yes,True,0.645,True,293.129,391.0,297.0,77045.0,77015.93,73.914722,-0.986542,0.986542,29.070000000006985,1.6979138016905195,0.3932910685912745,mid>=90_other<=10,d509fa55-9c09-4f5c-a960-0f5b2a6588f4
2026-05-01T07:13:03.774389+00:00,KXBTC15M-26MAY010315-15,yes,yes,True,2,84.0,0.903935,3.393467,0.896694,3.669391,yes,True,0.825,True,116.301,219.0,125.0,77026.55,77015.93,46.462805,-1.093348,1.093348,10.620000000009895,0.9847654252210585,0.2285699281395063,mid>=90_other<=10,d8c19cb1-b147-465a-bb94-1cf02fa8930a
2026-05-01T07:22:04.017620+00:00,KXBTC15M-26MAY010330-30,yes,no,False,2,76.0,0.867496,7.249551,0.83399,4.898971,yes,True,0.755,True,476.049,78.0,625.0,77063.0,77016.34,90.655881,-0.888194,0.888194,46.66000000000349,2.13854752410054,0.5146935806624999,bid>=98,4a0745b3-ed0c-4d12-9945-d5f29dbe5397
2026-05-01T07:49:46.592703+00:00,KXBTC15M-26MAY010400-00,yes,yes,True,1,75.0,0.858772,7.377215,0.760454,-1.454598,yes,True,0.745,True,613.523,938.0,0.0,77077.61,76997.16,95.710387,-0.840609,0.840609,80.44999999999709,3.2479596422544343,0.8405566263147289,bid>=98,7c65e6da-4041-4fe6-be31-572d73be1c49
2026-05-01T08:15:51.181238+00:00,KXBTC15M-26MAY010430-30,yes,yes,True,2,83.0,0.904074,4.407365,0.698638,-15.136244,no,False,0.755,True,848.875,500.0,47.0,77296.08,77188.32,109.486534,-0.984231,0.984231,107.75999999999476,3.698585911010671,0.9842306269371424,bid>=98,9c50d33b-96ad-472f-a6af-601c427d97e1
2026-05-01T08:17:58.680865+00:00,KXBTC15M-26MAY010430-30,yes,yes,True,2,90.0,0.976829,4.682921,0.957243,3.724313,yes,True,0.895,True,721.392,985.0,0.0,77363.73,77188.32,105.658901,-1.660106,1.660106,175.40999999998894,6.53083464047276,1.6601535539347407,bid>=98,6eca4ef9-8b5b-47a0-95eb-b7a732249ead
2026-05-01T08:58:29.999190+00:00,KXBTC15M-26MAY010500-00,yes,yes,True,2,90.0,0.954577,2.457696,0.54059,-37.941027,no,False,0.9,True,90.067,344.0,0.0,77396.49,77353.67,30.495849,-1.403962,1.403962,42.820000000006985,4.511945179800354,1.4041255254119007,bid>=98,225661da-5cb6-496c-a65c-5928de51b0cf
2026-05-01T09:24:38.370158+00:00,KXBTC15M-26MAY010530-30,yes,yes,True,2,87.0,0.943043,4.304269,0.560044,-32.995641,no,False,0.705,True,321.695,890.0,171.0,77390.61,77319.74,55.005606,-1.288505,1.288505,70.86999999999534,3.9513024825411094,1.288414130006955,bid>=98,9a82c9c4-5491-4118-8724-391f77834024
2026-05-01T09:26:57.485658+00:00,KXBTC15M-26MAY010530-30,yes,yes,True,2,85.0,0.909647,2.964718,0.727069,-14.293148,no,False,0.865,True,182.568,15.0,15.0,77364.07,77319.74,41.935679,-1.056976,1.056976,44.330000000001746,3.2808426522511613,1.0570950812553135,bid>=98,7494408e-178c-4507-802e-e71a574b5f94
2026-05-01T10:16:32.508577+00:00,KXBTC15M-26MAY010630-30,yes,yes,True,2,77.0,0.851978,4.697759,0.589748,-20.525154,no,False,0.765,True,807.582,312.0,0.0,77214.5,77156.79,75.401978,-0.765365,0.765365,57.7100000000064,2.0307560654727954,0.7653645372540016,bid>=98,99efaa84-c394-4aab-8a1b-51f840baaac0
2026-05-01T10:53:39.000515+00:00,KXBTC15M-26MAY010700-00,yes,yes,True,2,78.0,0.860201,4.52012,0.625425,-17.95751,no,False,0.725,True,381.09,219.0,125.0,77279.42,77238.15,49.240612,-0.838129,0.838129,41.270000000004075,2.1140764699736403,0.8381293067601207,bid>=98,2b69ed03-3e0d-4716-a189-ba55c00839cb
2026-05-01T10:56:07.845518+00:00,KXBTC15M-26MAY010700-00,yes,yes,True,1,80.0,0.873023,3.802285,0.701958,-12.304181,no,False,0.795,True,232.222,79.0,172.0,77270.98,77238.15,37.105229,-0.884781,0.884781,32.830000000001746,2.1543645898317356,0.8847809563445018,bid>=98,cdf993d1-d744-4c7f-8d75-498eda55130b
2026-05-01T10:58:16.556311+00:00,KXBTC15M-26MAY010700-00,yes,yes,True,2,82.0,0.95031,9.531,0.810181,-3.481904,no,False,0.81,True,103.505,812.0,31.0,77269.57,77238.15,24.619996,-1.356012,1.356012,31.420000000012806,3.0883429115052197,1.27619842017898,bid>=98,5bb11069-ba9a-4e7d-9c81-ba7038c93c44
2026-05-01T11:00:34.860134+00:00,KXBTC15M-26MAY010715-15,yes,yes,True,2,65.0,0.853929,16.39295,0.648264,-3.173612,yes,True,0.635,True,865.208,157.0,63.0,77327.38,77271.46,71.595468,-0.781055,0.781055,55.919999999998254,1.9011084821254147,0.7810550243207888,bid>=98,61d533dc-ef03-4578-81a3-de18c8abbe35
2026-05-01T11:02:01.436785+00:00,KXBTC15M-26MAY010715-15,yes,yes,True,2,68.0,0.863377,14.337733,0.705771,-0.422879,yes,True,0.665,True,778.647,719.0,0.0,77326.57,77271.46,68.062497,-0.809624,0.809624,55.11000000000058,1.9749681839665212,0.8096970053861026,bid>=98,682022fd-a394-45e9-9c79-74f226424303
2026-05-01T11:11:38.950204+00:00,KXBTC15M-26MAY010715-15,yes,yes,True,2,57.0,0.862803,25.280318,0.539218,-6.078247,no,False,0.555,True,201.126,250.0,156.0,77300.15,77271.46,33.547976,-0.855193,0.855193,28.689999999987776,2.023002595795881,0.855193171712886,bid>=98,9b7dd9b8-0a35-4cae-b404-15c88e53fbbb
2026-05-01T11:16:36.718473+00:00,KXBTC15M-26MAY010730-30,yes,yes,True,2,72.0,0.908444,15.344378,0.472088,-27.291242,no,False,0.705,True,803.384,47.0,0.0,77374.41,77309.64,66.51217,-0.973807,0.973807,64.77000000000407,2.285137345572443,0.9738067484492549,bid>=98,1200d750-31f7-4da6-9398-575aa9f8d75e
2026-05-01T11:18:37.638200+00:00,KXBTC15M-26MAY010730-30,yes,yes,True,2,89.0,0.97504,5.503985,0.814138,-9.586186,no,False,0.885,True,682.438,0.0,828.0,77411.73,77309.64,62.268253,-1.639439,1.639439,102.08999999999651,3.9079734365522985,1.6395192587143324,bid>=98,890700ea-4aab-479d-8984-c86ac35db0fa
2026-05-01T11:26:48.786132+00:00,KXBTC15M-26MAY010730-30,yes,yes,True,2,90.0,0.981753,5.175329,0.985899,6.589895,yes,True,0.925,True,191.287,156.0,46.0,77378.42,77309.64,37.48396,-1.834918,1.834918,68.77999999999884,4.973011270063644,1.83491818900668,bid>=98,9f5553ea-cc04-48f3-9fc9-c9596a1a4727
2026-05-01T11:30:33.002884+00:00,KXBTC15M-26MAY010745-45,yes,yes,True,2,69.0,0.868614,14.361406,0.581459,-13.354054,no,False,,,867.064,0.0,62.0,77425.34,77358.36,80.439674,-0.832612,0.832612,66.97999999999593,2.2746761064061074,0.8326736878619863,bid>=98,62198d15-c038-4463-9088-cb00180a1106
2026-05-01T11:32:12.386064+00:00,KXBTC15M-26MAY010745-45,yes,yes,True,2,67.0,0.865198,15.519833,0.679673,-2.03266,yes,True,0.635,True,767.714,360.0,47.0,77420.26,77358.36,75.860248,-0.815974,0.815974,61.89999999999418,2.234039866229915,0.8159741318008106,bid>=98,41408406-ab31-40c5-a354-774901061b79
2026-05-01T11:33:55.526948+00:00,KXBTC15M-26MAY010745-45,yes,yes,True,2,69.0,0.866975,14.197549,0.672023,-4.297709,no,False,0.635,True,664.53,531.0,15.0,77417.06,77358.36,70.317363,-0.834787,0.834787,58.69999999999709,2.277093194557485,0.8347867083695544,bid>=98,505074b1-fc8e-41a9-ab01-626a713291ef
2026-05-01T11:41:01.673395+00:00,KXBTC15M-26MAY010745-45,yes,yes,True,2,83.0,0.900162,4.016179,0.583505,-26.649494,no,False,0.735,True,238.388,672.0,0.0,77400.62,77358.36,41.642886,-1.014819,1.014819,42.25999999999476,2.7370787800742584,1.014819193847294,bid>=98,ed405159-e20f-46af-a9de-8d4d0d393fc3
2026-05-01T11:42:03.792193+00:00,KXBTC15M-26MAY010745-45,yes,yes,True,2,51.0,0.872279,32.227915,0.760455,22.045492,yes,True,0.63,True,176.338,719.0,282.0,77375.17,77358.36,35.658074,-0.895449,0.895449,16.80999999999767,1.2658864699122876,0.4714219842607784,bid>=98,97d6df2b-19fd-4ddc-8260-4498156d566b
2026-05-01T11:57:09.628661+00:00,KXBTC15M-26MAY010800-00,yes,yes,True,2,70.0,0.861346,12.634572,0.636408,-8.859232,no,False,0.665,True,170.589,141.0,547.0,77417.92,77392.73,29.241834,-0.861437,0.861437,25.19000000000233,1.9286465992746662,0.8614370767579874,bid>=98,518315be-e09e-4a47-adbf-f5b4c25ecf59
2026-05-01T12:01:10.527746+00:00,KXBTC15M-26MAY010815-15,yes,yes,True,2,61.0,0.853112,20.311193,0.512349,-12.765067,no,False,0.595,True,829.526,703.0,46.0,77495.94,77446.23,62.811465,-0.791416,0.791416,49.7100000000064,1.7259521918156777,0.791416025720884,bid>=98,ab848687-2e69-4d82-a5b3-f7d75571f739
2026-05-01T12:02:26.344685+00:00,KXBTC15M-26MAY010815-15,yes,yes,True,2,63.0,0.857299,18.729894,0.483787,-17.621295,no,False,0.595,True,753.743,485.0,0.0,77494.49,77446.23,60.133929,-0.802625,0.802625,48.26000000000931,1.7578251411124521,0.8025419393435828,bid>=98,6eeeca4f-6716-414b-adba-fbfd7a825bf8
2026-05-01T12:04:27.020721+00:00,KXBTC15M-26MAY010815-15,yes,yes,True,2,68.0,0.887307,16.730714,0.730688,2.068764,yes,True,0.675,True,633.05,172.0,31.0,77499.21,77446.23,56.632715,-0.935502,0.935502,52.98000000001048,2.105682789002186,0.9355016795506004,bid>=98,33df5090-cc5b-4748-aece-18c592a6137d
2026-05-01T12:12:26.686070+00:00,KXBTC15M-26MAY010815-15,yes,yes,True,2,69.0,0.871672,14.667182,0.205602,-50.939785,no,False,0.24,False,153.427,797.0,78.0,77472.16,77446.23,28.478133,-0.910523,0.910523,25.930000000007567,2.0933971093819483,0.9105231722882805,bid>=98,341db125-1664-498b-bf6f-798374c78f55
2026-05-01T12:13:09.421019+00:00,KXBTC15M-26MAY010815-15,yes,yes,True,2,90.0,0.973201,4.32006,0.634001,-28.599858,no,False,0.9,True,110.701,532.0,16.0,77487.02,77446.23,24.837641,-1.642265,1.642265,40.79000000000815,3.87684049610442,1.6422654631334814,bid>=98,999c65f4-5992-460e-b699-67de51dde069
2026-05-01T12:16:27.026543+00:00,KXBTC15M-26MAY010830-30,yes,yes,True,2,65.0,0.89272,20.271952,0.551873,-12.812703,no,False,0.645,True,813.06,250.0,0.0,77638.1,77567.59,75.202756,-0.937599,0.937599,70.51000000000931,2.4728024186814155,0.9375986167316703,bid>=98,83d11a4d-1396-4961-8765-c4c2dd0d20c6
2026-05-01T12:17:04.875462+00:00,KXBTC15M-26MAY010830-30,yes,yes,True,2,68.0,0.855357,13.535679,0.55446,-15.554008,no,False,0.625,True,775.181,125.0,78.0,77626.99,77567.59,73.927429,-0.803491,0.803491,59.40000000000873,2.133461869333613,0.8034906773236863,bid>=98,40be775c-f30a-4651-bd00-b057f1f85902
2026-05-01T12:19:04.954210+00:00,KXBTC15M-26MAY010830-30,yes,yes,True,2,79.0,0.966164,14.116392,0.891518,7.65183,yes,True,0.785,True,655.117,188.0,94.0,77680.6,77567.59,72.473903,-1.559251,1.559251,113.01000000000931,4.4152717670548265,1.5593199113342813,bid>=98,62d8bb2d-6083-455a-8b96-1e20fdd8da23
2026-05-01T12:21:07.381662+00:00,KXBTC15M-26MAY010830-30,yes,yes,True,2,84.0,0.977592,10.759182,0.918933,5.89334,yes,True,0.835,True,532.677,625.0,15.0,77683.46,77567.59,65.124819,-1.779199,1.779199,115.8700000000099,5.0204082477478105,1.7791988028405867,bid>=98,cb2efc37-7012-4304-acd7-d2035476f20b
2026-05-01T12:30:39.362589+00:00,KXBTC15M-26MAY010845-45,yes,yes,True,2,65.0,0.858966,16.896623,0.468979,-21.102075,no,False,0.625,True,860.693,141.0,94.0,77828.9,77757.05,86.828936,-0.827547,0.827547,71.84999999999127,2.4490781125935337,0.8274891218290555,bid>=98,0d639082-cb3d-4aca-97aa-119a3e9bacc7
2026-05-01T12:32:39.514242+00:00,KXBTC15M-26MAY010845-45,yes,yes,True,2,76.0,0.943151,14.815118,0.727466,-5.753401,no,False,0.75,True,740.572,282.0,391.0,77861.08,77757.05,81.242338,-1.280428,1.280428,104.02999999999884,3.8227417042055167,1.2804899829445926,bid>=98,0f64b61a-3398-4a8a-bffe-8b85604ca969
2026-05-01T12:34:39.614166+00:00,KXBTC15M-26MAY010845-45,yes,yes,True,2,89.0,0.991618,7.161765,0.99061,8.060977,yes,True,0.885,True,620.469,375.0,156.0,77947.98,77757.05,77.122756,-2.475664,2.475664,190.92999999999302,7.6650347574673905,2.4756636031004002,bid>=98,c60df064-67e9-4790-bb00-9b44b8bbbc7a
2026-05-01T12:46:22.291465+00:00,KXBTC15M-26MAY010900-00,yes,yes,True,2,68.0,0.860104,14.010425,0.477849,-23.215054,no,False,0.605,True,817.772,250.0,0.0,78040.39,77950.55,106.888936,-0.840545,0.840545,89.83999999999651,3.1416197970945112,0.8404985900504848,mid>=90_other<=10,4dc1103a-5631-4aa8-9322-3d7dfccb0151
2026-05-01T12:46:59.571512+00:00,KXBTC15M-26MAY010900-00,yes,yes,True,2,70.0,0.855869,12.086925,0.479518,-24.54824,no,False,0.565,True,780.497,516.0,0.0,78037.08,77950.55,104.420045,-0.82872,0.82872,86.52999999999884,3.0972843966260535,0.8286723109533121,mid>=90_other<=10,75b4bf2c-169e-449c-823b-f4739313b6e5
2026-05-01T13:00:46.102277+00:00,KXBTC15M-26MAY010915-15,yes,yes,True,2,70.0,0.850881,11.588134,0.297755,-42.72449,no,False,0.695,True,853.971,688.0,0.0,78037.91,77951.26,107.415854,-0.806678,0.806678,86.65000000000873,2.965152304186838,0.806677941600769,bid>=98,2b5f264d-97d5-4d00-b172-3f26699b39db
2026-05-01T13:02:46.239163+00:00,KXBTC15M-26MAY010915-15,yes,yes,True,2,90.0,0.974781,4.478061,0.929184,0.918371,yes,True,0.895,True,733.836,828.0,984.0,78138.99,77951.26,106.256551,-1.766762,1.766762,187.73000000001048,6.930014982197839,1.7667616559473163,bid>=98,c53a5319-459f-45b8-85c8-b77f76c97e05
2026-05-01T13:19:09.360782+00:00,KXBTC15M-26MAY010930-30,no,no,True,2,72.0,0.86332,10.832003,0.744179,-0.082145,no,True,0.69,True,650.697,578.0,62.0,78257.45,78335.09,93.985824,0.826082,0.826082,77.63999999999942,3.0436599136888782,0.8260820270086627,bid>=98,0bf30820-2c0a-4481-97dc-9fc20741f66b
2026-05-01T13:33:20.817886+00:00,KXBTC15M-26MAY010945-45,yes,no,False,1,70.0,0.879235,14.423478,0.668256,-5.67445,no,False,0.675,True,699.248,313.0,78.0,78381.67,78291.38,96.504456,-0.935604,0.935604,90.2899999999936,3.4144757809178965,0.9356044657667786,bid>=98,6fcef4f1-2bc2-4fde-9d9c-511f87813dd8
2026-05-01T13:35:20.902347+00:00,KXBTC15M-26MAY010945-45,yes,no,False,2,90.0,0.988271,5.827119,0.933388,1.338817,yes,True,0.895,True,579.176,375.0,484.0,78501.39,78291.38,92.174304,-2.278455,2.278455,210.00999999999476,8.726391562340824,2.278400713500313,bid>=98,ee545e19-9408-422f-866d-12ddbcd18b42
2026-05-01T13:39:41.760929+00:00,KXBTC15M-26MAY010945-45,no,no,True,2,72.0,0.851898,9.689849,0.446139,-29.886115,yes,False,0.7150000000000001,True,318.335,219.0,16.0,78226.38,78291.38,75.343361,0.862717,0.862717,65.0,3.6431005779469756,0.8627170216099067,bid>=98,747338a3-21e1-4239-963a-e7884e247ff4
2026-05-01T13:41:41.823820+00:00,KXBTC15M-26MAY010945-45,no,no,True,2,88.0,0.963124,5.312363,0.969494,6.949407,no,True,0.885,True,198.24,328.0,94.0,78193.61,78291.38,60.698454,1.610667,1.610667,97.77000000000407,6.944004133203052,1.6107494269953577,bid>=98,d369afba-57f4-400a-b932-f6eb9012c742
2026-05-01T13:46:31.891129+00:00,KXBTC15M-26MAY011000-00,yes,yes,True,2,70.0,0.854127,11.912681,0.5296,-19.540008,no,False,0.68,True,808.17,922.0,0.0,78306.94,78204.2,125.390325,-0.819361,0.819361,102.74000000000524,3.6140004215870665,0.8193614618991157,bid>=98,9fbcb89a-d29c-4861-ae0d-4d02f50aa031
2026-05-01T13:48:31.962931+00:00,KXBTC15M-26MAY011000-00,yes,yes,True,2,82.0,0.95213,9.712985,0.791834,-5.316599,no,False,0.81,True,688.101,1000.0,250.0,78378.91,78204.2,119.176036,-1.465983,1.465983,174.7100000000064,6.660267452267638,1.4659826410068415,bid>=98,446507d5-e597-48f4-ac4b-761c13f771bc
2026-05-01T13:50:32.047928+00:00,KXBTC15M-26MAY011000-00,yes,yes,True,2,81.0,0.924217,7.921685,0.925133,9.013284,yes,True,0.805,True,568.029,63.0,344.0,78335.56,78204.2,109.139895,-1.203593,1.203593,131.36000000000058,5.511602461969366,1.2035928749977318,bid>=98,3fccfd2d-ced1-4add-a529-95144007757f
2026-05-01T14:05:39.784720+00:00,KXBTC15M-26MAY011015-15,no,yes,False,2,74.0,0.8501,7.51001,0.702593,-6.24074,yes,False,0.735,True,560.289,812.0,31.0,78622.36,78727.48,132.43479,0.793711,0.793711,105.11999999999534,4.440984977929622,0.793749134951589,bid>=98,624cadf7-ed49-4074-b60b-e850698262c6
2026-05-01T14:10:02.787402+00:00,KXBTC15M-26MAY011015-15,no,yes,False,2,78.0,0.852779,3.777929,0.837488,3.248779,no,True,0.755,True,297.284,812.0,718.0,78656.21,78727.48,92.84998,0.831233,0.831233,71.26999999998952,4.133529018807078,0.7675822870396904,bid>=98,6abcc1ab-6c75-433a-9d15-60abfd56b771
2026-05-01T14:10:59.121048+00:00,KXBTC15M-26MAY011015-15,no,yes,False,2,80.0,0.855705,2.070521,0.843059,1.805858,no,True,0.79,True,240.948,156.0,16.0,78656.8,78727.48,83.597644,0.845419,0.845419,70.67999999999302,4.553390299029446,0.8454783725722343,bid>=98,273937e3-9bd0-4c7a-9adf-404f6833b79a
2026-05-01T14:15:59.034145+00:00,KXBTC15M-26MAY011030-30,no,no,True,2,73.0,0.851109,8.610869,0.730986,-2.401394,no,True,0.7150000000000001,True,841.021,766.0,0.0,78630.82,78757.7,158.352038,0.801284,0.801284,126.8799999999901,4.375117790189879,0.8012527126426381,bid>=98,d4125f23-fb15-4e59-aee2-5f0f7e496995
2026-05-01T14:18:31.416654+00:00,KXBTC15M-26MAY011030-30,no,no,True,2,75.0,0.85,6.500001,0.805479,3.047929,no,True,0.745,True,688.65,125.0,281.0,78645.3,78757.7,142.954039,0.786267,0.786267,112.39999999999418,4.283186996198488,0.7862666965289046,bid>=98,8e86b758-6e46-4365-b96b-6e069dd069fc
2026-05-01T14:30:55.163741+00:00,KXBTC15M-26MAY011045-45,no,no,True,2,72.0,0.850908,9.590779,0.460709,-28.429071,yes,False,0.6950000000000001,True,844.902,562.0,47.0,78155.04,78279.42,148.363923,0.838344,0.838344,124.38000000000466,4.279050219028426,0.8383439685671068,bid>=98,df0edc69-fd21-422e-9506-c20768e02b10
2026-05-01T14:36:29.802896+00:00,KXBTC15M-26MAY011045-45,no,no,True,2,77.0,0.862016,5.701594,0.500209,-29.479133,yes,False,0.745,True,510.253,203.0,16.0,78178.46,78279.42,114.899044,0.878641,0.878641,100.95999999999185,4.469475474469513,0.8786844214299281,bid>=98,2c8702b7-64fb-40e2-bdf4-f635be369cc2
2026-05-01T14:38:29.880162+00:00,KXBTC15M-26MAY011045-45,no,no,True,2,87.0,0.937008,3.700757,0.979881,8.988073,no,True,0.865,True,390.191,265.0,1171.0,78144.22,78279.42,103.514047,1.306103,1.306103,135.1999999999971,6.8444423157643435,1.306102929199523,bid>=98,8234a82b-7c3d-4e4b-bb30-94542faca791
2026-05-01T14:40:12.282326+00:00,KXBTC15M-26MAY011045-45,no,no,True,2,84.0,0.89549,2.54898,0.733176,-12.682406,yes,False,0.845,True,287.803,656.0,109.0,78185.49,78279.42,90.921077,1.033039,1.033039,93.92999999999302,5.536772306704417,1.0330937896830348,bid>=98,2d561507-be40-4ddc-9c88-f7b11001801d
2026-05-01T14:48:37.872699+00:00,KXBTC15M-26MAY011100-00,yes,yes,True,2,77.0,0.850956,4.595579,0.68847,-10.652966,no,False,0.745,True,682.204,188.0,0.0,78317.42,78205.37,134.824093,-0.831046,0.831046,112.05000000000291,4.2899746917849555,0.831082913348454,bid>=98,85445365-000e-47c6-a221-9f78a26a9ea4
2026-05-01T14:50:37.947605+00:00,KXBTC15M-26MAY011100-00,yes,yes,True,2,81.0,0.883103,3.810339,0.921199,8.619876,yes,True,0.805,True,562.117,282.0,750.0,78323.36,78205.37,121.434264,-0.971596,0.971596,117.99000000000524,4.976589755809383,0.9716368026079134,bid>=98,68b301bf-7d07-4aba-ab6e-82d2715c8de1
2026-05-01T15:02:15.419821+00:00,KXBTC15M-26MAY011115-15,no,yes,False,2,78.0,0.860862,4.586206,0.683786,-12.121396,yes,False,0.765,True,764.641,31.0,78.0,78215.68,78334.21,137.412009,0.862552,0.862552,118.53000000001339,4.286467091113522,0.8625883637289182,bid>=98,cf0fa137-b30f-41cb-bc8b-d34acf66be7e
2026-05-01T15:06:15.378297+00:00,KXBTC15M-26MAY011115-15,no,yes,False,2,78.0,0.85315,3.81498,0.731618,-7.338219,yes,False,0.735,True,524.685,984.0,0.0,78238.28,78334.21,114.891947,0.834958,0.834958,95.93000000000757,4.187985026091793,0.8349584327264257,bid>=98,c6a89c34-8034-4506-9524-6caa09363bf0
2026-05-01T15:08:16.217297+00:00,KXBTC15M-26MAY011115-15,no,yes,False,2,85.0,0.916969,3.696903,0.896488,2.648757,no,True,0.855,True,403.844,828.0,0.0,78220.51,78334.21,98.647243,1.152541,1.152541,113.70000000001164,5.657878894572464,1.152591765793309,bid>=98,3591e3e1-f4e7-44a0-af2d-897405d9523e
2026-05-01T15:12:18.281918+00:00,KXBTC15M-26MAY011115-15,yes,yes,True,2,75.0,0.863092,7.809247,0.450216,-32.478411,no,False,0.695,True,161.801,875.0,0.0,78389.26,78334.21,61.902502,-0.889382,0.889382,55.04999999998836,4.327795416323108,0.8893016957535635,bid>=98,8f9c5b1a-dd48-40ef-9109-f073a50c27ce
