policy,market,opportunity_key,entry_dt,close_time,source_line_no,selected_side,selected_ask_cents,selected_edge_cents,selected_p_side,p_yes,registered_utc,exit_dt,exit_bid_cents,exit_p_side,exit_fee_cents,outcome,resolved_utc,win,gross_pnl_cents,entry_fee_cents,total_fee_cents,fee_net_cents,fee_net_1c_entry_cents,status
v42_latent_hole_book_edge0_p65_stc120_600_prob52,KXBTC15M-26MAY050145-45,heartbeat:60897,2026-05-05 05:35:09.349000+00:00,2026-05-05 05:45:00+00:00,60897,yes,81.0,0.6616182298801192,0.8166161822988012,0.8166161822988012,2026-05-05 07:20:03.848017+00:00,,,,0.0,yes,2026-05-05 07:20:04.173382+00:00,True,38.0,3.0,3.0,35.0,33.0,settled
v42_latent_hole_book_edge0_p65_stc120_600_prob52,KXBTC15M-26MAY050215-15,heartbeat:61074,2026-05-05 06:06:11.773000+00:00,2026-05-05 06:15:00+00:00,61074,no,81.0,7.061054890532546,0.8806105489053254,0.11938945109467457,2026-05-05 07:20:03.848017+00:00,,,,0.0,no,2026-05-05 07:20:04.173382+00:00,True,38.0,3.0,3.0,35.0,33.0,settled
v42_latent_hole_book_edge0_p65_stc120_600_prob52,KXBTC15M-26MAY050230-30,heartbeat:61148,2026-05-05 06:23:13.159000+00:00,2026-05-05 06:30:00+00:00,61148,no,95.0,1.611938877132303,0.966119388771323,0.03388061122867699,2026-05-05 07:20:03.848017+00:00,,,,0.0,no,2026-05-05 07:20:04.173382+00:00,True,10.0,1.0,1.0,9.0,7.0,settled
v42_latent_hole_book_edge0_p65_stc120_600_prob52,KXBTC15M-26MAY050245-45,heartbeat:61207,2026-05-05 06:36:29.305000+00:00,2026-05-05 06:45:00+00:00,61207,yes,68.0,3.7843950476357833,0.7178439504763579,0.7178439504763579,2026-05-05 07:20:03.848017+00:00,2026-05-05 06:38:14.435000+00:00,52.0,0.44291088714582516,4.0,,,,-32.0,4.0,8.0,-40.0,-42.0,exited
v42_latent_hole_book_edge0_p65_stc120_600_prob52,KXBTC15M-26MAY050300-00,heartbeat:61280,2026-05-05 06:53:15.843000+00:00,2026-05-05 07:00:00+00:00,61280,yes,83.0,1.6461380473907354,0.8464613804739073,0.8464613804739073,2026-05-05 07:20:03.848017+00:00,,,,0.0,yes,2026-05-05 07:20:04.173382+00:00,True,34.0,2.0,2.0,32.0,30.0,settled
v42_latent_hole_book_edge0_p65_stc120_600_prob52,KXBTC15M-26MAY050315-15,heartbeat:61337,2026-05-05 07:06:02.008000+00:00,2026-05-05 07:15:00+00:00,61337,no,76.0,5.17472350238009,0.8117472350238009,0.18825276497619917,2026-05-05 07:20:03.848017+00:00,2026-05-05 07:13:02.646000+00:00,13.0,0.3914044276907682,2.0,,,,-126.0,3.0,5.0,-131.0,-133.0,exited
