variant,source,market,side,reason,p,outcome,brier,raw_v28_p,book_p,v28_minus_book_p,edge_cents,recross_hazard_score,gross_cents
v28_raw,entry,KXBTC15M-26MAY060215-15,no,approved_entry,0.862656,1.0,0.018863374336000004,0.862656,0.8,0.06265599999999993,2.765568,0.13314483275771213,34.0
book_ask_prior,entry,KXBTC15M-26MAY060215-15,no,approved_entry,0.8,1.0,0.03999999999999998,0.862656,0.8,0.06265599999999993,2.765568,0.13314483275771213,34.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060215-15,no,approved_entry,0.846992,1.0,0.02341144806400001,0.862656,0.8,0.06265599999999993,2.765568,0.13314483275771213,34.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060215-15,no,approved_entry,0.8313280000000001,1.0,0.028450243583999977,0.862656,0.8,0.06265599999999993,2.765568,0.13314483275771213,34.0
recross_shrink,entry,KXBTC15M-26MAY060215-15,no,approved_entry,0.8501247999999999,1.0,0.022462575575040028,0.862656,0.8,0.06265599999999993,2.765568,0.13314483275771213,34.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060215-15,no,approved_entry,0.8563904,1.0,0.02062371721216,0.862656,0.8,0.06265599999999993,2.765568,0.13314483275771213,34.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060215-15,no,approved_entry,0.862656,1.0,0.018863374336000004,0.862656,0.8,0.06265599999999993,2.765568,0.13314483275771213,34.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060215-15,no,approved_entry,0.862656,1.0,0.018863374336000004,0.862656,0.8,0.06265599999999993,2.765568,0.13314483275771213,34.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060215-15,no,approved_entry,0.862656,1.0,0.018863374336000004,0.862656,0.8,0.06265599999999993,2.765568,0.13314483275771213,34.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060215-15,no,approved_entry,0.862656,1.0,0.018863374336000004,0.862656,0.8,0.06265599999999993,2.765568,0.13314483275771213,34.0
v28_raw,entry,KXBTC15M-26MAY060230-30,yes,approved_entry,0.890973,1.0,0.011886886728999997,0.890973,0.84,0.050973000000000046,2.097279,0.1236428180917944,-20.0
book_ask_prior,entry,KXBTC15M-26MAY060230-30,yes,approved_entry,0.84,1.0,0.02560000000000001,0.890973,0.84,0.050973000000000046,2.097279,0.1236428180917944,-20.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060230-30,yes,approved_entry,0.87822975,1.0,0.014827993785062492,0.890973,0.84,0.050973000000000046,2.097279,0.1236428180917944,-20.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060230-30,yes,approved_entry,0.8654865,1.0,0.01809388168224999,0.890973,0.84,0.050973000000000046,2.097279,0.1236428180917944,-20.0
recross_shrink,entry,KXBTC15M-26MAY060230-30,yes,approved_entry,0.8807784,1.0,0.014213789906560009,0.890973,0.84,0.050973000000000046,2.097279,0.1236428180917944,-20.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060230-30,yes,approved_entry,0.8858757,1.0,0.01302435585048999,0.890973,0.84,0.050973000000000046,2.097279,0.1236428180917944,-20.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060230-30,yes,approved_entry,0.890973,1.0,0.011886886728999997,0.890973,0.84,0.050973000000000046,2.097279,0.1236428180917944,-20.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060230-30,yes,approved_entry,0.890973,1.0,0.011886886728999997,0.890973,0.84,0.050973000000000046,2.097279,0.1236428180917944,-20.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060230-30,yes,approved_entry,0.890973,1.0,0.011886886728999997,0.890973,0.84,0.050973000000000046,2.097279,0.1236428180917944,-20.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060230-30,yes,approved_entry,0.890973,1.0,0.011886886728999997,0.890973,0.84,0.050973000000000046,2.097279,0.1236428180917944,-20.0
v28_raw,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.857529,1.0,0.020297985841000003,0.857529,0.8,0.05752899999999994,2.252876,0.2050981102340683,-8.0
book_ask_prior,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8,1.0,0.03999999999999998,0.857529,0.8,0.05752899999999994,2.252876,0.2050981102340683,-8.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8431467500000001,1.0,0.024602942035562483,0.857529,0.8,0.05752899999999994,2.252876,0.2050981102340683,-8.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8287645,1.0,0.029321596460249996,0.857529,0.8,0.05752899999999994,2.252876,0.2050981102340683,-8.0
recross_shrink,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8460232000000001,1.0,0.023708854938239973,0.857529,0.8,0.05752899999999994,2.252876,0.2050981102340683,-8.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8517760999999999,1.0,0.021970324531210023,0.857529,0.8,0.05752899999999994,2.252876,0.2050981102340683,-8.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.857529,1.0,0.020297985841000003,0.857529,0.8,0.05752899999999994,2.252876,0.2050981102340683,-8.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.857529,1.0,0.020297985841000003,0.857529,0.8,0.05752899999999994,2.252876,0.2050981102340683,-8.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.857529,1.0,0.020297985841000003,0.857529,0.8,0.05752899999999994,2.252876,0.2050981102340683,-8.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.857529,1.0,0.020297985841000003,0.857529,0.8,0.05752899999999994,2.252876,0.2050981102340683,-8.0
v28_raw,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.862971,1.0,0.018776946840999988,0.862971,0.77,0.09297100000000003,5.797133,0.07879689391159121,-6.0
book_ask_prior,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.77,1.0,0.05289999999999999,0.862971,0.77,0.09297100000000003,5.797133,0.07879689391159121,-6.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8397282500000001,1.0,0.02568703384806248,0.862971,0.77,0.09297100000000003,5.797133,0.07879689391159121,-6.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8164855,1.0,0.03367757171025001,0.862971,0.77,0.09297100000000003,5.797133,0.07879689391159121,-6.0
recross_shrink,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8443768,1.0,0.024218580378239988,0.862971,0.77,0.09297100000000003,5.797133,0.07879689391159121,-6.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8536739,1.0,0.021411327541210005,0.862971,0.77,0.09297100000000003,5.797133,0.07879689391159121,-6.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.862971,1.0,0.018776946840999988,0.862971,0.77,0.09297100000000003,5.797133,0.07879689391159121,-6.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.862971,1.0,0.018776946840999988,0.862971,0.77,0.09297100000000003,5.797133,0.07879689391159121,-6.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8211340500000001,1.0,0.03199302806940248,0.862971,0.77,0.09297100000000003,5.797133,0.07879689391159121,-6.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8164855,1.0,0.03367757171025001,0.862971,0.77,0.09297100000000003,5.797133,0.07879689391159121,-6.0
v28_raw,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.877828,1.0,0.014925997583999987,0.877828,0.76,0.11782800000000004,8.282842,0.05867289889682264,38.0
book_ask_prior,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.76,1.0,0.0576,0.877828,0.76,0.11782800000000004,8.282842,0.05867289889682264,38.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.848371,1.0,0.022991353641000006,0.877828,0.76,0.11782800000000004,8.282842,0.05867289889682264,38.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.818914,1.0,0.03279213939599999,0.877828,0.76,0.11782800000000004,8.282842,0.05867289889682264,38.0
recross_shrink,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8542624000000001,1.0,0.021239448053759973,0.877828,0.76,0.11782800000000004,8.282842,0.05867289889682264,38.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8424796000000001,1.0,0.024812676416159966,0.877828,0.76,0.11782800000000004,8.282842,0.05867289889682264,38.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.877828,1.0,0.014925997583999987,0.877828,0.76,0.11782800000000004,8.282842,0.05867289889682264,38.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.877828,1.0,0.014925997583999987,0.877828,0.76,0.11782800000000004,8.282842,0.05867289889682264,38.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.8248054,1.0,0.03069314786915999,0.877828,0.76,0.11782800000000004,8.282842,0.05867289889682264,38.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060245-45,yes,approved_entry,0.818914,1.0,0.03279213939599999,0.877828,0.76,0.11782800000000004,8.282842,0.05867289889682264,38.0
v28_raw,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.866164,1.0,0.01791207489599999,0.866164,0.81,0.05616399999999999,2.116434,0.28943265545756386,-14.0
book_ask_prior,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.81,1.0,0.03609999999999998,0.866164,0.81,0.05616399999999999,2.116434,0.28943265545756386,-14.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8521230000000001,1.0,0.021867607128999978,0.866164,0.81,0.05616399999999999,2.116434,0.28943265545756386,-14.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.838082,1.0,0.026217438724,0.866164,0.81,0.05616399999999999,2.116434,0.28943265545756386,-14.0
recross_shrink,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8436984000000001,1.0,0.024430190162559977,0.866164,0.81,0.05616399999999999,2.116434,0.28943265545756386,-14.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8605476,1.0,0.01944697186576001,0.866164,0.81,0.05616399999999999,2.116434,0.28943265545756386,-14.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.866164,1.0,0.01791207489599999,0.866164,0.81,0.05616399999999999,2.116434,0.28943265545756386,-14.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.866164,1.0,0.01791207489599999,0.866164,0.81,0.05616399999999999,2.116434,0.28943265545756386,-14.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.866164,1.0,0.01791207489599999,0.866164,0.81,0.05616399999999999,2.116434,0.28943265545756386,-14.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.866164,1.0,0.01791207489599999,0.866164,0.81,0.05616399999999999,2.116434,0.28943265545756386,-14.0
v28_raw,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.86587,1.0,0.01799085689999999,0.86587,0.81,0.055869999999999975,2.08696,0.15716255412753313,-30.0
book_ask_prior,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.81,1.0,0.03609999999999998,0.86587,0.81,0.055869999999999975,2.08696,0.15716255412753313,-30.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8519025,1.0,0.021932869506249997,0.86587,0.81,0.055869999999999975,2.08696,0.15716255412753313,-30.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8379350000000001,1.0,0.026265064224999968,0.86587,0.81,0.055869999999999975,2.08696,0.15716255412753313,-30.0
recross_shrink,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8546960000000001,1.0,0.021113252415999966,0.86587,0.81,0.055869999999999975,2.08696,0.15716255412753313,-30.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.860283,1.0,0.019520840088999996,0.86587,0.81,0.055869999999999975,2.08696,0.15716255412753313,-30.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.86587,1.0,0.01799085689999999,0.86587,0.81,0.055869999999999975,2.08696,0.15716255412753313,-30.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.86587,1.0,0.01799085689999999,0.86587,0.81,0.055869999999999975,2.08696,0.15716255412753313,-30.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.86587,1.0,0.01799085689999999,0.86587,0.81,0.055869999999999975,2.08696,0.15716255412753313,-30.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.86587,1.0,0.01799085689999999,0.86587,0.81,0.055869999999999975,2.08696,0.15716255412753313,-30.0
v28_raw,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.906682,1.0,0.008708249124000002,0.906682,0.8,0.10668199999999994,7.168219,0.09600737655651764,-22.0
book_ask_prior,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8,1.0,0.03999999999999998,0.906682,0.8,0.10668199999999994,7.168219,0.09600737655651764,-22.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8800115,1.0,0.014397240132250013,0.906682,0.8,0.10668199999999994,7.168219,0.09600737655651764,-22.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.853341,1.0,0.021508862280999994,0.906682,0.8,0.10668199999999994,7.168219,0.09600737655651764,-22.0
recross_shrink,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8853456,1.0,0.01314563143936001,0.906682,0.8,0.10668199999999994,7.168219,0.09600737655651764,-22.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8746773999999999,1.0,0.015705754070760015,0.906682,0.8,0.10668199999999994,7.168219,0.09600737655651764,-22.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.906682,1.0,0.008708249124000002,0.906682,0.8,0.10668199999999994,7.168219,0.09600737655651764,-22.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.906682,1.0,0.008708249124000002,0.906682,0.8,0.10668199999999994,7.168219,0.09600737655651764,-22.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8586751,1.0,0.019972727360009993,0.906682,0.8,0.10668199999999994,7.168219,0.09600737655651764,-22.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.853341,1.0,0.021508862280999994,0.906682,0.8,0.10668199999999994,7.168219,0.09600737655651764,-22.0
v28_raw,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.855141,1.0,0.02098412988099999,0.855141,0.8,0.055140999999999996,2.014147,0.09007340966375871,28.0
book_ask_prior,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8,1.0,0.03999999999999998,0.855141,0.8,0.055140999999999996,2.014147,0.09007340966375871,28.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.84135575,1.0,0.025167998058062514,0.855141,0.8,0.055140999999999996,2.014147,0.09007340966375871,28.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8275705,1.0,0.029731932470250005,0.855141,0.8,0.055140999999999996,2.014147,0.09007340966375871,28.0
recross_shrink,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8441128,1.0,0.024300819123840002,0.855141,0.8,0.055140999999999996,2.014147,0.09007340966375871,28.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.8496269,1.0,0.022612069203610013,0.855141,0.8,0.055140999999999996,2.014147,0.09007340966375871,28.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.855141,1.0,0.02098412988099999,0.855141,0.8,0.055140999999999996,2.014147,0.09007340966375871,28.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.855141,1.0,0.02098412988099999,0.855141,0.8,0.055140999999999996,2.014147,0.09007340966375871,28.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.855141,1.0,0.02098412988099999,0.855141,0.8,0.055140999999999996,2.014147,0.09007340966375871,28.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060300-00,yes,approved_entry,0.855141,1.0,0.02098412988099999,0.855141,0.8,0.055140999999999996,2.014147,0.09007340966375871,28.0
v28_raw,entry,KXBTC15M-26MAY060315-15,yes,approved_entry,0.910009,1.0,0.008098380081000008,0.910009,0.86,0.05000899999999997,2.000939,0.12454022861601939,26.0
book_ask_prior,entry,KXBTC15M-26MAY060315-15,yes,approved_entry,0.86,1.0,0.019600000000000003,0.910009,0.86,0.05000899999999997,2.000939,0.12454022861601939,26.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060315-15,yes,approved_entry,0.8975067499999999,1.0,0.010504866295562519,0.910009,0.86,0.05000899999999997,2.000939,0.12454022861601939,26.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060315-15,yes,approved_entry,0.8850045,1.0,0.013223965020250007,0.910009,0.86,0.05000899999999997,2.000939,0.12454022861601939,26.0
recross_shrink,entry,KXBTC15M-26MAY060315-15,yes,approved_entry,0.9000071999999999,1.0,0.00999856005184002,0.910009,0.86,0.05000899999999997,2.000939,0.12454022861601939,26.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060315-15,yes,approved_entry,0.9050081,1.0,0.009023461065610004,0.910009,0.86,0.05000899999999997,2.000939,0.12454022861601939,26.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060315-15,yes,approved_entry,0.910009,1.0,0.008098380081000008,0.910009,0.86,0.05000899999999997,2.000939,0.12454022861601939,26.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060315-15,yes,approved_entry,0.910009,1.0,0.008098380081000008,0.910009,0.86,0.05000899999999997,2.000939,0.12454022861601939,26.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060315-15,yes,approved_entry,0.910009,1.0,0.008098380081000008,0.910009,0.86,0.05000899999999997,2.000939,0.12454022861601939,26.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060315-15,yes,approved_entry,0.910009,1.0,0.008098380081000008,0.910009,0.86,0.05000899999999997,2.000939,0.12454022861601939,26.0
v28_raw,entry,KXBTC15M-26MAY060330-30,yes,approved_entry,0.908265,1.0,0.008415310225000002,0.908265,0.79,0.11826499999999995,8.32655,0.14812412666257624,-52.0
book_ask_prior,entry,KXBTC15M-26MAY060330-30,yes,approved_entry,0.79,1.0,0.044099999999999986,0.908265,0.79,0.11826499999999995,8.32655,0.14812412666257624,-52.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060330-30,yes,approved_entry,0.87869875,1.0,0.014713993251562507,0.908265,0.79,0.11826499999999995,8.32655,0.14812412666257624,-52.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060330-30,yes,approved_entry,0.8491325000000001,1.0,0.02276100255624998,0.908265,0.79,0.11826499999999995,8.32655,0.14812412666257624,-52.0
recross_shrink,entry,KXBTC15M-26MAY060330-30,yes,approved_entry,0.884612,1.0,0.01331439054400001,0.908265,0.79,0.11826499999999995,8.32655,0.14812412666257624,-52.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060330-30,yes,approved_entry,0.8727855,1.0,0.01618352901025,0.908265,0.79,0.11826499999999995,8.32655,0.14812412666257624,-52.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060330-30,yes,approved_entry,0.908265,1.0,0.008415310225000002,0.908265,0.79,0.11826499999999995,8.32655,0.14812412666257624,-52.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060330-30,yes,approved_entry,0.908265,1.0,0.008415310225000002,0.908265,0.79,0.11826499999999995,8.32655,0.14812412666257624,-52.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060330-30,yes,approved_entry,0.8550457499999999,1.0,0.021011734593062516,0.908265,0.79,0.11826499999999995,8.32655,0.14812412666257624,-52.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060330-30,yes,approved_entry,0.8491325000000001,1.0,0.02276100255624998,0.908265,0.79,0.11826499999999995,8.32655,0.14812412666257624,-52.0
v28_raw,entry,KXBTC15M-26MAY060330-30,no,approved_entry,0.999788,0.0,0.999576044944,0.999788,0.09,0.909788,87.978808,0.002807203427908955,-18.0
book_ask_prior,entry,KXBTC15M-26MAY060330-30,no,approved_entry,0.09,0.0,0.0081,0.999788,0.09,0.909788,87.978808,0.002807203427908955,-18.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060330-30,no,approved_entry,0.7723409999999999,0.0,0.5965106202809999,0.999788,0.09,0.909788,87.978808,0.002807203427908955,-18.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060330-30,no,approved_entry,0.544894,0.0,0.296909471236,0.999788,0.09,0.909788,87.978808,0.002807203427908955,-18.0
recross_shrink,entry,KXBTC15M-26MAY060330-30,no,approved_entry,0.8178304000000001,0.0,0.6688465631641601,0.999788,0.09,0.909788,87.978808,0.002807203427908955,-18.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060330-30,no,approved_entry,0.7268516,0.0,0.5283132484225601,0.999788,0.09,0.909788,87.978808,0.002807203427908955,-18.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060330-30,no,approved_entry,0.999788,0.0,0.999576044944,0.999788,0.09,0.909788,87.978808,0.002807203427908955,-18.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060330-30,no,approved_entry,0.999788,0.0,0.999576044944,0.999788,0.09,0.909788,87.978808,0.002807203427908955,-18.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060330-30,no,approved_entry,0.4084258,0.0,0.16681163410564,0.999788,0.09,0.909788,87.978808,0.002807203427908955,-18.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060330-30,no,approved_entry,0.3629364,0.0,0.13172283044496,0.999788,0.09,0.909788,87.978808,0.002807203427908955,-18.0
v28_raw,entry,KXBTC15M-26MAY060345-45,no,approved_entry,0.893931,1.0,0.011250632760999994,0.893931,0.78,0.113931,7.893144,0.2784612767640184,34.0
book_ask_prior,entry,KXBTC15M-26MAY060345-45,no,approved_entry,0.78,1.0,0.04839999999999999,0.893931,0.78,0.113931,7.893144,0.2784612767640184,34.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060345-45,no,approved_entry,0.86544825,1.0,0.018104173428062493,0.893931,0.78,0.113931,7.893144,0.2784612767640184,34.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060345-45,no,approved_entry,0.8369655,1.0,0.02658024819024999,0.893931,0.78,0.113931,7.893144,0.2784612767640184,34.0
recross_shrink,entry,KXBTC15M-26MAY060345-45,no,approved_entry,0.8483586000000001,1.0,0.022995114193959977,0.893931,0.78,0.113931,7.893144,0.2784612767640184,34.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060345-45,no,approved_entry,0.8597517000000001,1.0,0.019669585652889968,0.893931,0.78,0.113931,7.893144,0.2784612767640184,34.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060345-45,no,approved_entry,0.893931,1.0,0.011250632760999994,0.893931,0.78,0.113931,7.893144,0.2784612767640184,34.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060345-45,no,approved_entry,0.893931,1.0,0.011250632760999994,0.893931,0.78,0.113931,7.893144,0.2784612767640184,34.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060345-45,no,approved_entry,0.84266205,1.0,0.024755230510202484,0.893931,0.78,0.113931,7.893144,0.2784612767640184,34.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060345-45,no,approved_entry,0.8369655,1.0,0.02658024819024999,0.893931,0.78,0.113931,7.893144,0.2784612767640184,34.0
v28_raw,entry,KXBTC15M-26MAY060445-45,yes,approved_entry,0.951245,1.0,0.0023770500249999994,0.951245,0.9,0.051244999999999985,2.124484,0.18476769845807034,18.0
book_ask_prior,entry,KXBTC15M-26MAY060445-45,yes,approved_entry,0.9,1.0,0.009999999999999995,0.951245,0.9,0.051244999999999985,2.124484,0.18476769845807034,18.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060445-45,yes,approved_entry,0.93843375,1.0,0.0037904031390625053,0.951245,0.9,0.051244999999999985,2.124484,0.18476769845807034,18.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060445-45,yes,approved_entry,0.9256225,1.0,0.005532012506249998,0.951245,0.9,0.051244999999999985,2.124484,0.18476769845807034,18.0
recross_shrink,entry,KXBTC15M-26MAY060445-45,yes,approved_entry,0.9409959999999999,1.0,0.0034814720160000067,0.951245,0.9,0.051244999999999985,2.124484,0.18476769845807034,18.0
edge_confidence_shrink,entry,KXBTC15M-26MAY060445-45,yes,approved_entry,0.9461205,1.0,0.0029030005202499965,0.951245,0.9,0.051244999999999985,2.124484,0.18476769845807034,18.0
book_when_v28_coinflip,entry,KXBTC15M-26MAY060445-45,yes,approved_entry,0.951245,1.0,0.0023770500249999994,0.951245,0.9,0.051244999999999985,2.124484,0.18476769845807034,18.0
book_when_v28_coinflip_else_edge,entry,KXBTC15M-26MAY060445-45,yes,approved_entry,0.951245,1.0,0.0023770500249999994,0.951245,0.9,0.051244999999999985,2.124484,0.18476769845807034,18.0
large_disagreement_book_anchor,entry,KXBTC15M-26MAY060445-45,yes,approved_entry,0.951245,1.0,0.0023770500249999994,0.951245,0.9,0.051244999999999985,2.124484,0.18476769845807034,18.0
v28_premium_book_anchor,entry,KXBTC15M-26MAY060445-45,yes,approved_entry,0.951245,1.0,0.0023770500249999994,0.951245,0.9,0.051244999999999985,2.124484,0.18476769845807034,18.0
v28_raw,entry,KXBTC15M-26MAY060500-00,yes,approved_entry,0.904525,1.0,0.009115475624999996,0.904525,0.79,0.11452499999999999,7.952498,0.22428736467274224,42.0
book_ask_prior,entry,KXBTC15M-26MAY060500-00,yes,approved_entry,0.79,1.0,0.044099999999999986,0.904525,0.79,0.11452499999999999,7.952498,0.22428736467274224,42.0
fixed_shrink_75_v28_25_book,entry,KXBTC15M-26MAY060500-00,yes,approved_entry,0.87589375,1.0,0.015402361289062494,0.904525,0.79,0.11452499999999999,7.952498,0.22428736467274224,42.0
fixed_shrink_50_v28_50_book,entry,KXBTC15M-26MAY060500-00,yes,approved_entry,0.8472625,1.0,0.02332874390624999,0.904525,0.79,0.11452499999999999,7.952498,0.22428736467274224,42.0
recross_shrink,entry,KXBTC15M-26MAY060500-00,yes,approved_entry,0.8816200000000001,1.0,0.014013824399999984,0.904525,0.79,0.11452499999999999,7.952498,0.22428736467274224,42.0
