dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,accuracy,net_pnl_cents,net_roi_on_cost,positive_net,coverage_pass,fade_selected
current,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,10,20,20,1.0,12,8,0.6,-174.0,-0.12663755458515283,False,True,0
current,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,11,20,20,1.0,13,7,0.65,-73.0,-0.05316824471959213,False,True,0
current,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,12,20,20,1.0,16,4,0.8,258.0,0.19225037257824143,True,True,0
current,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,13,20,20,1.0,17,3,0.85,287.0,0.20311394196744514,True,True,0
current,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,14,20,20,1.0,11,9,0.55,-309.0,-0.21930447125621008,False,True,0
current,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,15,7,7,1.0,5,2,0.7142857142857143,1.0,0.002004008016032064,True,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,0,20,19,0.95,16,3,0.8421052631578947,223.0,0.16194625998547568,True,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,1,20,20,1.0,12,8,0.6,-181.0,-0.13106444605358436,False,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,2,20,20,1.0,13,7,0.65,-104.0,-0.07407407407407407,False,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,3,20,20,1.0,13,7,0.65,-72.0,-0.052478134110787174,False,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,4,20,20,1.0,14,6,0.7,17.0,0.012292118582791034,True,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,5,20,20,1.0,14,6,0.7,29.0,0.021152443471918306,True,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,6,20,20,1.0,17,3,0.85,281.0,0.19802677942212826,True,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,7,20,20,1.0,15,5,0.75,115.0,0.08303249097472924,True,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,8,20,20,1.0,10,10,0.5,-332.0,-0.24924924924924924,False,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,9,20,20,1.0,17,3,0.85,292.0,0.20738636363636365,True,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,10,20,19,0.95,14,5,0.7368421052631579,31.0,0.022644265887509132,True,True,0
v21,book_margin_veto_impulse_3_5m_abs80_over40_sig0.75,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True,0
current,book_margin_fade_impulse_3_5m_abs60_over20,0,20,20,1.0,12,8,0.6,-7.0,-0.00579950289975145,False,True,4
current,book_margin_fade_impulse_3_5m_abs60_over20,1,20,20,1.0,14,6,0.7,88.0,0.06707317073170732,True,True,1
current,book_margin_fade_impulse_3_5m_abs60_over20,2,20,20,1.0,15,5,0.75,441.0,0.4164305949008499,True,True,10
current,book_margin_fade_impulse_3_5m_abs60_over20,3,20,20,1.0,16,4,0.8,391.0,0.32340777502067825,True,True,3
current,book_margin_fade_impulse_3_5m_abs60_over20,4,20,20,1.0,12,8,0.6,-63.0,-0.0498812351543943,False,True,2
current,book_margin_fade_impulse_3_5m_abs60_over20,5,20,20,1.0,12,8,0.6,-109.0,-0.08326967150496563,False,True,1
current,book_margin_fade_impulse_3_5m_abs60_over20,6,20,20,1.0,16,4,0.8,220.0,0.15942028985507245,True,True,0
current,book_margin_fade_impulse_3_5m_abs60_over20,7,20,19,0.95,16,3,0.8421052631578947,297.0,0.22793553338449732,True,True,0
current,book_margin_fade_impulse_3_5m_abs60_over20,8,20,20,1.0,14,6,0.7,118.0,0.09204368174726989,True,True,1
current,book_margin_fade_impulse_3_5m_abs60_over20,9,20,19,0.95,15,4,0.7894736842105263,200.0,0.15384615384615385,True,True,0
current,book_margin_fade_impulse_3_5m_abs60_over20,10,20,20,1.0,12,8,0.6,-143.0,-0.10647803425167536,False,True,1
current,book_margin_fade_impulse_3_5m_abs60_over20,11,20,20,1.0,13,7,0.65,-38.0,-0.028400597907324365,False,True,1
current,book_margin_fade_impulse_3_5m_abs60_over20,12,20,20,1.0,16,4,0.8,258.0,0.19225037257824143,True,True,0
current,book_margin_fade_impulse_3_5m_abs60_over20,13,20,20,1.0,17,3,0.85,600.0,0.5454545454545454,True,True,9
current,book_margin_fade_impulse_3_5m_abs60_over20,14,20,20,1.0,11,9,0.55,45.0,0.04265402843601896,True,True,10
current,book_margin_fade_impulse_3_5m_abs60_over20,15,7,7,1.0,5,2,0.7142857142857143,39.0,0.08459869848156182,True,True,1
v21,book_margin_fade_impulse_3_5m_abs60_over20,0,20,19,0.95,16,3,0.8421052631578947,401.0,0.33444537114261885,True,True,4
v21,book_margin_fade_impulse_3_5m_abs60_over20,1,20,20,1.0,11,9,0.55,-8.0,-0.007220216606498195,False,True,9
v21,book_margin_fade_impulse_3_5m_abs60_over20,2,20,20,1.0,13,7,0.65,-38.0,-0.028400597907324365,False,True,2
v21,book_margin_fade_impulse_3_5m_abs60_over20,3,20,20,1.0,13,7,0.65,68.0,0.05519480519480519,True,True,4
v21,book_margin_fade_impulse_3_5m_abs60_over20,4,20,20,1.0,14,6,0.7,82.0,0.0622154779969651,True,True,2
v21,book_margin_fade_impulse_3_5m_abs60_over20,5,20,20,1.0,14,6,0.7,247.0,0.2142237640936687,True,True,6
v21,book_margin_fade_impulse_3_5m_abs60_over20,6,20,20,1.0,17,3,0.85,588.0,0.5287769784172662,True,True,8
v21,book_margin_fade_impulse_3_5m_abs60_over20,7,20,20,1.0,16,4,0.8,415.0,0.350210970464135,True,True,5
v21,book_margin_fade_impulse_3_5m_abs60_over20,8,20,20,1.0,10,10,0.5,-311.0,-0.2372234935163997,False,True,1
v21,book_margin_fade_impulse_3_5m_abs60_over20,9,20,20,1.0,17,3,0.85,292.0,0.20738636363636365,True,True,0
v21,book_margin_fade_impulse_3_5m_abs60_over20,10,20,19,0.95,14,5,0.7368421052631579,31.0,0.022644265887509132,True,True,0
v21,book_margin_fade_impulse_3_5m_abs60_over20,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True,0
current,book_margin_fade_impulse_3_5m_abs60_over40,0,20,20,1.0,12,8,0.6,-7.0,-0.00579950289975145,False,True,4
current,book_margin_fade_impulse_3_5m_abs60_over40,1,20,20,1.0,14,6,0.7,88.0,0.06707317073170732,True,True,1
current,book_margin_fade_impulse_3_5m_abs60_over40,2,20,20,1.0,15,5,0.75,441.0,0.4164305949008499,True,True,10
current,book_margin_fade_impulse_3_5m_abs60_over40,3,20,20,1.0,16,4,0.8,356.0,0.2861736334405145,True,True,2
current,book_margin_fade_impulse_3_5m_abs60_over40,4,20,20,1.0,12,8,0.6,-63.0,-0.0498812351543943,False,True,2
current,book_margin_fade_impulse_3_5m_abs60_over40,5,20,20,1.0,12,8,0.6,-129.0,-0.09706546275395034,False,True,0
current,book_margin_fade_impulse_3_5m_abs60_over40,6,20,20,1.0,16,4,0.8,220.0,0.15942028985507245,True,True,0
current,book_margin_fade_impulse_3_5m_abs60_over40,7,20,19,0.95,16,3,0.8421052631578947,297.0,0.22793553338449732,True,True,0
current,book_margin_fade_impulse_3_5m_abs60_over40,8,20,20,1.0,14,6,0.7,75.0,0.05660377358490566,True,True,0
current,book_margin_fade_impulse_3_5m_abs60_over40,9,20,19,0.95,15,4,0.7894736842105263,200.0,0.15384615384615385,True,True,0
current,book_margin_fade_impulse_3_5m_abs60_over40,10,20,20,1.0,12,8,0.6,-143.0,-0.10647803425167536,False,True,1
current,book_margin_fade_impulse_3_5m_abs60_over40,11,20,20,1.0,13,7,0.65,-73.0,-0.05316824471959213,False,True,0
current,book_margin_fade_impulse_3_5m_abs60_over40,12,20,20,1.0,16,4,0.8,258.0,0.19225037257824143,True,True,0
current,book_margin_fade_impulse_3_5m_abs60_over40,13,20,20,1.0,17,3,0.85,529.0,0.4517506404782237,True,True,7
current,book_margin_fade_impulse_3_5m_abs60_over40,14,20,20,1.0,11,9,0.55,45.0,0.04265402843601896,True,True,10
current,book_margin_fade_impulse_3_5m_abs60_over40,15,7,7,1.0,5,2,0.7142857142857143,39.0,0.08459869848156182,True,True,1
v21,book_margin_fade_impulse_3_5m_abs60_over40,0,20,19,0.95,16,3,0.8421052631578947,223.0,0.16194625998547568,True,True,0
v21,book_margin_fade_impulse_3_5m_abs60_over40,1,20,20,1.0,11,9,0.55,-128.0,-0.10423452768729642,False,True,5
v21,book_margin_fade_impulse_3_5m_abs60_over40,2,20,20,1.0,13,7,0.65,-83.0,-0.060014461315979754,False,True,1
v21,book_margin_fade_impulse_3_5m_abs60_over40,3,20,20,1.0,13,7,0.65,25.0,0.0196078431372549,True,True,3
v21,book_margin_fade_impulse_3_5m_abs60_over40,4,20,20,1.0,14,6,0.7,82.0,0.0622154779969651,True,True,2
v21,book_margin_fade_impulse_3_5m_abs60_over40,5,20,20,1.0,14,6,0.7,192.0,0.15894039735099338,True,True,4
v21,book_margin_fade_impulse_3_5m_abs60_over40,6,20,20,1.0,17,3,0.85,513.0,0.43218197135636055,True,True,6
v21,book_margin_fade_impulse_3_5m_abs60_over40,7,20,20,1.0,16,4,0.8,374.0,0.30505709624796085,True,True,4
v21,book_margin_fade_impulse_3_5m_abs60_over40,8,20,20,1.0,10,10,0.5,-332.0,-0.24924924924924924,False,True,0
v21,book_margin_fade_impulse_3_5m_abs60_over40,9,20,20,1.0,17,3,0.85,292.0,0.20738636363636365,True,True,0
v21,book_margin_fade_impulse_3_5m_abs60_over40,10,20,19,0.95,14,5,0.7368421052631579,31.0,0.022644265887509132,True,True,0
v21,book_margin_fade_impulse_3_5m_abs60_over40,11,1,1,1.0,1,0,1.0,37.0,0.5873015873015873,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,0,20,20,1.0,13,7,0.65,40.0,0.031746031746031744,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,1,20,20,1.0,10,10,0.5,-291.0,-0.22540666150271108,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,2,20,20,1.0,14,6,0.7,51.0,0.03780578206078577,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,3,20,20,1.0,17,3,0.85,420.0,0.328125,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,4,20,20,1.0,10,10,0.5,-253.0,-0.20191540303272146,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,5,20,20,1.0,8,12,0.4,-460.0,-0.36507936507936506,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,6,20,20,1.0,15,5,0.75,192.0,0.14678899082568808,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,7,20,19,0.95,10,9,0.5263157894736842,-225.0,-0.1836734693877551,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,8,20,20,1.0,14,6,0.7,104.0,0.08024691358024691,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,9,20,19,0.95,13,6,0.6842105263157895,77.0,0.06295993458708095,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,10,20,20,1.0,10,10,0.5,-287.0,-0.222999222999223,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,11,20,20,1.0,9,11,0.45,-374.0,-0.29356357927786497,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,12,20,20,1.0,14,6,0.7,142.0,0.11287758346581876,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,13,20,20,1.0,15,5,0.75,113.0,0.08147080028839221,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,14,20,20,1.0,13,7,0.65,-59.0,-0.04341427520235467,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,15,7,7,1.0,5,2,0.7142857142857143,51.0,0.11358574610244988,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,0,20,19,0.95,16,3,0.8421052631578947,330.0,0.25984251968503935,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,1,20,20,1.0,12,8,0.6,-212.0,-0.1501416430594901,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,2,20,20,1.0,12,8,0.6,-67.0,-0.05288082083662194,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,3,20,20,1.0,17,3,0.85,390.0,0.29770992366412213,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,4,20,20,1.0,12,8,0.6,-68.0,-0.05362776025236593,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,5,20,20,1.0,12,8,0.6,-157.0,-0.1156963890935888,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,6,20,20,1.0,14,6,0.7,98.0,0.07526881720430108,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,7,20,20,1.0,15,5,0.75,199.0,0.15295926210607225,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,8,20,20,1.0,8,12,0.4,-464.0,-0.3670886075949367,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,9,20,20,1.0,14,6,0.7,66.0,0.049475262368815595,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,10,20,19,0.95,11,8,0.5789473684210527,-180.0,-0.140625,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.5,11,1,1,1.0,1,0,1.0,41.0,0.6949152542372882,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,0,20,20,1.0,13,7,0.65,40.0,0.031746031746031744,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,1,20,20,1.0,10,10,0.5,-291.0,-0.22540666150271108,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,2,20,20,1.0,14,6,0.7,62.0,0.04633781763826607,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,3,20,20,1.0,17,3,0.85,409.0,0.31680867544539115,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,4,20,20,1.0,10,10,0.5,-263.0,-0.2082343626286619,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,5,20,20,1.0,8,12,0.4,-454.0,-0.3620414673046252,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,6,20,20,1.0,15,5,0.75,192.0,0.14678899082568808,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,7,20,19,0.95,10,9,0.5263157894736842,-225.0,-0.1836734693877551,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,8,20,20,1.0,14,6,0.7,104.0,0.08024691358024691,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,9,20,19,0.95,13,6,0.6842105263157895,77.0,0.06295993458708095,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,10,20,20,1.0,10,10,0.5,-288.0,-0.2236024844720497,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,11,20,20,1.0,9,11,0.45,-374.0,-0.29356357927786497,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,12,20,20,1.0,14,6,0.7,142.0,0.11287758346581876,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,13,20,20,1.0,15,5,0.75,104.0,0.07449856733524356,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,14,20,20,1.0,12,8,0.6,-175.0,-0.12727272727272726,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,15,7,7,1.0,5,2,0.7142857142857143,51.0,0.11358574610244988,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,0,20,19,0.95,16,3,0.8421052631578947,330.0,0.25984251968503935,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,1,20,20,1.0,12,8,0.6,-209.0,-0.1483321504613201,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,2,20,20,1.0,12,8,0.6,-67.0,-0.05288082083662194,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,3,20,20,1.0,17,3,0.85,402.0,0.30970724191063176,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,4,20,20,1.0,12,8,0.6,-68.0,-0.05362776025236593,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,5,20,20,1.0,12,8,0.6,-152.0,-0.11242603550295859,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,6,20,20,1.0,14,6,0.7,108.0,0.08359133126934984,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,7,20,20,1.0,15,5,0.75,209.0,0.16189000774593337,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,8,20,20,1.0,8,12,0.4,-464.0,-0.3670886075949367,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,9,20,20,1.0,14,6,0.7,73.0,0.055011303692539565,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,10,20,19,0.95,11,8,0.5789473684210527,-180.0,-0.140625,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over0_sig0.75,11,1,1,1.0,1,0,1.0,41.0,0.6949152542372882,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,0,20,20,1.0,13,7,0.65,40.0,0.031746031746031744,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,1,20,20,1.0,10,10,0.5,-291.0,-0.22540666150271108,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,2,20,20,1.0,14,6,0.7,76.0,0.05740181268882175,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,3,20,20,1.0,17,3,0.85,411.0,0.31885182311869664,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,4,20,20,1.0,10,10,0.5,-253.0,-0.20191540303272146,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,5,20,20,1.0,8,12,0.4,-460.0,-0.36507936507936506,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,6,20,20,1.0,15,5,0.75,192.0,0.14678899082568808,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,7,20,19,0.95,10,9,0.5263157894736842,-225.0,-0.1836734693877551,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,8,20,20,1.0,14,6,0.7,104.0,0.08024691358024691,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,9,20,19,0.95,13,6,0.6842105263157895,77.0,0.06295993458708095,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,10,20,20,1.0,10,10,0.5,-287.0,-0.222999222999223,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,11,20,20,1.0,9,11,0.45,-374.0,-0.29356357927786497,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,12,20,20,1.0,14,6,0.7,142.0,0.11287758346581876,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,13,20,20,1.0,15,5,0.75,113.0,0.08147080028839221,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,14,20,20,1.0,12,8,0.6,-152.0,-0.11242603550295859,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,15,7,7,1.0,5,2,0.7142857142857143,51.0,0.11358574610244988,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,0,20,19,0.95,15,4,0.7894736842105263,211.0,0.16369278510473234,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,1,20,20,1.0,12,8,0.6,-181.0,-0.13106444605358436,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,2,20,20,1.0,12,8,0.6,-67.0,-0.05288082083662194,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,3,20,20,1.0,17,3,0.85,386.0,0.2937595129375951,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,4,20,20,1.0,12,8,0.6,-68.0,-0.05362776025236593,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,5,20,20,1.0,12,8,0.6,-124.0,-0.09365558912386707,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,6,20,20,1.0,14,6,0.7,94.0,0.07197549770290965,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,7,20,20,1.0,15,5,0.75,173.0,0.1303692539562924,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,8,20,20,1.0,8,12,0.4,-464.0,-0.3670886075949367,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,9,20,20,1.0,14,6,0.7,66.0,0.049475262368815595,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,10,20,19,0.95,11,8,0.5789473684210527,-180.0,-0.140625,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.5,11,1,1,1.0,1,0,1.0,41.0,0.6949152542372882,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,0,20,20,1.0,13,7,0.65,40.0,0.031746031746031744,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,1,20,20,1.0,10,10,0.5,-291.0,-0.22540666150271108,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,2,20,20,1.0,14,6,0.7,87.0,0.06626047220106626,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,3,20,20,1.0,17,3,0.85,411.0,0.31885182311869664,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,4,20,20,1.0,10,10,0.5,-263.0,-0.2082343626286619,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,5,20,20,1.0,8,12,0.4,-460.0,-0.36507936507936506,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,6,20,20,1.0,15,5,0.75,192.0,0.14678899082568808,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,7,20,19,0.95,10,9,0.5263157894736842,-225.0,-0.1836734693877551,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,8,20,20,1.0,14,6,0.7,104.0,0.08024691358024691,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,9,20,19,0.95,13,6,0.6842105263157895,77.0,0.06295993458708095,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,10,20,20,1.0,10,10,0.5,-287.0,-0.222999222999223,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,11,20,20,1.0,9,11,0.45,-374.0,-0.29356357927786497,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,12,20,20,1.0,14,6,0.7,142.0,0.11287758346581876,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,13,20,20,1.0,15,5,0.75,123.0,0.08932461873638345,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,14,20,20,1.0,11,9,0.55,-268.0,-0.195906432748538,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,15,7,7,1.0,5,2,0.7142857142857143,51.0,0.11358574610244988,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,0,20,19,0.95,15,4,0.7894736842105263,211.0,0.16369278510473234,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,1,20,20,1.0,12,8,0.6,-150.0,-0.1111111111111111,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,2,20,20,1.0,12,8,0.6,-67.0,-0.05288082083662194,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,3,20,20,1.0,17,3,0.85,398.0,0.30568356374807987,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,4,20,20,1.0,12,8,0.6,-68.0,-0.05362776025236593,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,5,20,20,1.0,12,8,0.6,-117.0,-0.0888382687927107,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,6,20,20,1.0,14,6,0.7,95.0,0.07279693486590039,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,7,20,20,1.0,15,5,0.75,183.0,0.13895216400911162,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,8,20,20,1.0,8,12,0.4,-464.0,-0.3670886075949367,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,9,20,20,1.0,14,6,0.7,66.0,0.049475262368815595,True,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,10,20,19,0.95,11,8,0.5789473684210527,-180.0,-0.140625,False,True,0
v21,book55_margin_veto_signed_move_5m_abs40_over20_sig0.75,11,1,1,1.0,1,0,1.0,41.0,0.6949152542372882,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,0,20,20,1.0,13,7,0.65,61.0,0.04923325262308313,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,1,20,20,1.0,12,8,0.6,-96.0,-0.07407407407407407,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,2,20,20,1.0,14,6,0.7,77.0,0.0582010582010582,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,3,20,20,1.0,18,2,0.9,527.0,0.4139827179890024,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,4,20,20,1.0,10,10,0.5,-261.0,-0.20697858842188738,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,5,20,20,1.0,9,11,0.45,-357.0,-0.2840095465393795,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,6,20,20,1.0,15,5,0.75,192.0,0.14678899082568808,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,7,20,19,0.95,12,7,0.631578947368421,-33.0,-0.0267639902676399,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,8,20,20,1.0,14,6,0.7,105.0,0.08108108108108109,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,9,20,19,0.95,13,6,0.6842105263157895,70.0,0.056910569105691054,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,10,20,20,1.0,9,11,0.45,-388.0,-0.30124223602484473,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,11,20,20,1.0,9,11,0.45,-383.0,-0.2985190958690569,False,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,12,20,20,1.0,14,6,0.7,147.0,0.11731843575418995,True,True,0
current,book55_margin_veto_signed_move_5m_abs40_over40_sig0.5,13,20,20,1.0,15,5,0.75,118.0,0.085383502170767,True,True,0
