dataset,candidate,slice,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask,median_edge
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,side=no,149,115,34,0.7718120805369127,919.0,6.167785234899329,68.0,-2.5202110653085725
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,side=yes,156,117,39,0.75,520.0,3.3333333333333335,67.0,-2.922006241731083
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"score=(-1.001, 0.625]",89,62,27,0.6966292134831461,478.0,5.370786516853933,62.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"score=(0.625, 0.65]",46,31,15,0.6739130434782609,21.0,0.45652173913043476,65.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"score=(0.65, 0.7]",78,60,18,0.7692307692307693,520.0,6.666666666666667,68.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"score=(0.7, 0.8]",61,51,10,0.8360655737704918,410.0,6.721311475409836,74.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"score=(0.8, 2.0]",31,28,3,0.9032258064516129,10.0,0.3225806451612903,89.0,-2.946976527523418
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"edge=(-3.0, 0.0]",164,121,43,0.7378048780487805,494.0,3.0121951219512195,66.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"edge=(-5.0, -3.0]",141,111,30,0.7872340425531915,945.0,6.702127659574468,68.0,-3.5450511406317133
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"ask=(60.0, 70.0]",207,149,58,0.7198067632850241,1058.0,5.111111111111111,65.0,-2.682294027349073
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"ask=(70.0, 80.0]",65,53,12,0.8153846153846154,338.0,5.2,73.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"ask=(80.0, 90.0]",21,19,2,0.9047619047619048,80.0,3.8095238095238093,85.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"ask=(90.0, 101.0]",12,11,1,0.9166666666666666,-37.0,-3.0833333333333335,94.0,-2.705111144825885
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"time=(-1.001, 600.0]",79,62,17,0.7848101265822784,293.0,3.7088607594936707,69.0,-2.9039883740953343
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"time=(600.0, 720.0]",84,66,18,0.7857142857142857,586.0,6.976190476190476,68.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p9,"time=(720.0, 840.0]",131,97,34,0.7404580152671756,569.0,4.343511450381679,66.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,split=holdout,59,43,16,0.7288135593220338,108.0,1.8305084745762712,68.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,split=train,183,142,41,0.7759562841530054,1139.0,6.224043715846994,67.0,-2.515800583558871
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,split=validation,63,47,16,0.746031746031746,192.0,3.0476190476190474,68.0,-2.825625069732638
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,side=no,149,115,34,0.7718120805369127,919.0,6.167785234899329,68.0,-2.5202110653085725
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,side=yes,156,117,39,0.75,520.0,3.3333333333333335,67.0,-2.922006241731083
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"score=(-1.001, 0.625]",89,62,27,0.6966292134831461,478.0,5.370786516853933,62.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"score=(0.625, 0.65]",46,31,15,0.6739130434782609,21.0,0.45652173913043476,65.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"score=(0.65, 0.7]",78,60,18,0.7692307692307693,520.0,6.666666666666667,68.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"score=(0.7, 0.8]",61,51,10,0.8360655737704918,410.0,6.721311475409836,74.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"score=(0.8, 2.0]",31,28,3,0.9032258064516129,10.0,0.3225806451612903,89.0,-2.946976527523418
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"edge=(-3.0, 0.0]",164,121,43,0.7378048780487805,494.0,3.0121951219512195,66.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"edge=(-5.0, -3.0]",141,111,30,0.7872340425531915,945.0,6.702127659574468,68.0,-3.5450511406317133
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"ask=(60.0, 70.0]",207,149,58,0.7198067632850241,1058.0,5.111111111111111,65.0,-2.682294027349073
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"ask=(70.0, 80.0]",65,53,12,0.8153846153846154,338.0,5.2,73.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"ask=(80.0, 90.0]",21,19,2,0.9047619047619048,80.0,3.8095238095238093,85.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"ask=(90.0, 101.0]",12,11,1,0.9166666666666666,-37.0,-3.0833333333333335,94.0,-2.705111144825885
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"time=(-1.001, 600.0]",79,62,17,0.7848101265822784,293.0,3.7088607594936707,69.0,-2.9039883740953343
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"time=(600.0, 720.0]",84,66,18,0.7857142857142857,586.0,6.976190476190476,68.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p85,"time=(720.0, 840.0]",131,97,34,0.7404580152671756,569.0,4.343511450381679,66.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,split=holdout,59,43,16,0.7288135593220338,108.0,1.8305084745762712,68.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,split=train,183,142,41,0.7759562841530054,1139.0,6.224043715846994,67.0,-2.515800583558871
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,split=validation,63,47,16,0.746031746031746,192.0,3.0476190476190474,68.0,-2.825625069732638
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,side=no,149,115,34,0.7718120805369127,919.0,6.167785234899329,68.0,-2.5202110653085725
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,side=yes,156,117,39,0.75,520.0,3.3333333333333335,67.0,-2.922006241731083
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"score=(-1.001, 0.625]",89,62,27,0.6966292134831461,478.0,5.370786516853933,62.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"score=(0.625, 0.65]",46,31,15,0.6739130434782609,21.0,0.45652173913043476,65.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"score=(0.65, 0.7]",78,60,18,0.7692307692307693,520.0,6.666666666666667,68.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"score=(0.7, 0.8]",61,51,10,0.8360655737704918,410.0,6.721311475409836,74.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"score=(0.8, 2.0]",31,28,3,0.9032258064516129,10.0,0.3225806451612903,89.0,-2.946976527523418
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"edge=(-3.0, 0.0]",164,121,43,0.7378048780487805,494.0,3.0121951219512195,66.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"edge=(-5.0, -3.0]",141,111,30,0.7872340425531915,945.0,6.702127659574468,68.0,-3.5450511406317133
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"ask=(60.0, 70.0]",207,149,58,0.7198067632850241,1058.0,5.111111111111111,65.0,-2.682294027349073
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"ask=(70.0, 80.0]",65,53,12,0.8153846153846154,338.0,5.2,73.0,-2.5
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"ask=(80.0, 90.0]",21,19,2,0.9047619047619048,80.0,3.8095238095238093,85.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"ask=(90.0, 101.0]",12,11,1,0.9166666666666666,-37.0,-3.0833333333333335,94.0,-2.705111144825885
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"time=(-1.001, 600.0]",79,62,17,0.7848101265822784,293.0,3.7088607594936707,69.0,-2.9039883740953343
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"time=(600.0, 720.0]",84,66,18,0.7857142857142857,586.0,6.976190476190476,68.0,-3.0
current,score_m60_edge_m5__touch_loss_rv_15m_le_0p8,"time=(720.0, 840.0]",131,97,34,0.7404580152671756,569.0,4.343511450381679,66.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,split=holdout,59,43,16,0.7288135593220338,108.0,1.8305084745762712,68.0,-3.0
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,split=train,183,142,41,0.7759562841530054,1139.0,6.224043715846994,67.0,-2.515800583558871
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,split=validation,63,47,16,0.746031746031746,192.0,3.0476190476190474,68.0,-2.825625069732638
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,side=no,149,115,34,0.7718120805369127,919.0,6.167785234899329,68.0,-2.5202110653085725
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,side=yes,156,117,39,0.75,520.0,3.3333333333333335,67.0,-2.922006241731083
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"score=(-1.001, 0.625]",89,62,27,0.6966292134831461,478.0,5.370786516853933,62.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"score=(0.625, 0.65]",46,31,15,0.6739130434782609,21.0,0.45652173913043476,65.0,-3.0
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"score=(0.65, 0.7]",78,60,18,0.7692307692307693,520.0,6.666666666666667,68.0,-3.0
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"score=(0.7, 0.8]",61,51,10,0.8360655737704918,410.0,6.721311475409836,74.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"score=(0.8, 2.0]",31,28,3,0.9032258064516129,10.0,0.3225806451612903,89.0,-2.946976527523418
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"edge=(-3.0, 0.0]",164,121,43,0.7378048780487805,494.0,3.0121951219512195,66.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"edge=(-5.0, -3.0]",141,111,30,0.7872340425531915,945.0,6.702127659574468,68.0,-3.5450511406317133
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"ask=(60.0, 70.0]",207,149,58,0.7198067632850241,1058.0,5.111111111111111,65.0,-2.682294027349073
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"ask=(70.0, 80.0]",65,53,12,0.8153846153846154,338.0,5.2,73.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"ask=(80.0, 90.0]",21,19,2,0.9047619047619048,80.0,3.8095238095238093,85.0,-3.0
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"ask=(90.0, 101.0]",12,11,1,0.9166666666666666,-37.0,-3.0833333333333335,94.0,-2.705111144825885
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"time=(-1.001, 600.0]",79,62,17,0.7848101265822784,293.0,3.7088607594936707,69.0,-2.9039883740953343
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"time=(600.0, 720.0]",84,66,18,0.7857142857142857,586.0,6.976190476190476,68.0,-3.0
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p1,"time=(720.0, 840.0]",131,97,34,0.7404580152671756,569.0,4.343511450381679,66.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,split=holdout,59,43,16,0.7288135593220338,108.0,1.8305084745762712,68.0,-3.0
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,split=train,183,142,41,0.7759562841530054,1139.0,6.224043715846994,67.0,-2.515800583558871
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,split=validation,63,47,16,0.746031746031746,192.0,3.0476190476190474,68.0,-2.825625069732638
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,side=no,149,115,34,0.7718120805369127,919.0,6.167785234899329,68.0,-2.5202110653085725
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,side=yes,156,117,39,0.75,520.0,3.3333333333333335,67.0,-2.922006241731083
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"score=(-1.001, 0.625]",89,62,27,0.6966292134831461,478.0,5.370786516853933,62.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"score=(0.625, 0.65]",46,31,15,0.6739130434782609,21.0,0.45652173913043476,65.0,-3.0
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"score=(0.65, 0.7]",78,60,18,0.7692307692307693,520.0,6.666666666666667,68.0,-3.0
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"score=(0.7, 0.8]",61,51,10,0.8360655737704918,410.0,6.721311475409836,74.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"score=(0.8, 2.0]",31,28,3,0.9032258064516129,10.0,0.3225806451612903,89.0,-2.946976527523418
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"edge=(-3.0, 0.0]",164,121,43,0.7378048780487805,494.0,3.0121951219512195,66.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"edge=(-5.0, -3.0]",141,111,30,0.7872340425531915,945.0,6.702127659574468,68.0,-3.5450511406317133
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"ask=(60.0, 70.0]",207,149,58,0.7198067632850241,1058.0,5.111111111111111,65.0,-2.682294027349073
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"ask=(70.0, 80.0]",65,53,12,0.8153846153846154,338.0,5.2,73.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"ask=(80.0, 90.0]",21,19,2,0.9047619047619048,80.0,3.8095238095238093,85.0,-3.0
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"ask=(90.0, 101.0]",12,11,1,0.9166666666666666,-37.0,-3.0833333333333335,94.0,-2.705111144825885
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"time=(-1.001, 600.0]",79,62,17,0.7848101265822784,293.0,3.7088607594936707,69.0,-2.9039883740953343
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"time=(600.0, 720.0]",84,66,18,0.7857142857142857,586.0,6.976190476190476,68.0,-3.0
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p25,"time=(720.0, 840.0]",131,97,34,0.7404580152671756,569.0,4.343511450381679,66.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,split=holdout,51,43,8,0.8431372549019608,272.0,5.333333333333333,74.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,split=train,168,134,34,0.7976190476190477,290.0,1.7261904761904763,74.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,split=validation,60,48,12,0.8,154.0,2.566666666666667,73.5,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,side=no,139,113,26,0.8129496402877698,557.0,4.0071942446043165,74.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,side=yes,140,112,28,0.8,159.0,1.1357142857142857,75.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"score=(0.625, 0.65]",14,8,6,0.5714285714285714,-136.0,-9.714285714285714,65.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"score=(0.65, 0.7]",60,45,15,0.75,253.0,4.216666666666667,69.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"score=(0.7, 0.8]",127,102,25,0.8031496062992126,370.0,2.9133858267716537,75.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"score=(0.8, 2.0]",68,62,6,0.9117647058823529,68.0,1.0,89.5,-2.5327866816747004
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"edge=(-3.0, 0.0]",178,140,38,0.7865168539325843,303.0,1.702247191011236,73.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"edge=(-5.0, -3.0]",101,85,16,0.8415841584158416,413.0,4.089108910891089,76.0,-3.615684635511059
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"ask=(60.0, 70.0]",75,55,20,0.7333333333333333,337.0,4.493333333333333,68.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"ask=(70.0, 80.0]",133,106,27,0.7969924812030075,362.0,2.7218045112781954,74.0,-2.5599331389474003
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"ask=(80.0, 90.0]",45,39,6,0.8666666666666667,-19.0,-0.4222222222222222,85.0,-2.718590238191126
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"ask=(90.0, 101.0]",26,25,1,0.9615384615384616,36.0,1.3846153846153846,94.0,-2.2184818635977877
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"time=(-1.001, 600.0]",133,109,24,0.8195488721804511,200.0,1.5037593984962405,77.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"time=(600.0, 720.0]",77,65,12,0.8441558441558441,520.0,6.753246753246753,74.0,-2.5
current,score_m60_edge_m5__margin_per_rv_sigma_15m_ge_0p5,"time=(720.0, 840.0]",66,49,17,0.7424242424242424,-8.0,-0.12121212121212122,72.0,-2.5
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,split=holdout,59,43,16,0.7288135593220338,108.0,1.8305084745762712,68.0,-3.0
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,split=train,183,142,41,0.7759562841530054,1139.0,6.224043715846994,67.0,-2.515800583558871
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,split=validation,63,47,16,0.746031746031746,192.0,3.0476190476190474,68.0,-2.825625069732638
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,side=no,149,115,34,0.7718120805369127,919.0,6.167785234899329,68.0,-2.5202110653085725
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,side=yes,156,117,39,0.75,520.0,3.3333333333333335,67.0,-2.922006241731083
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"score=(-1.001, 0.625]",89,62,27,0.6966292134831461,478.0,5.370786516853933,62.0,-2.5
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"score=(0.625, 0.65]",46,31,15,0.6739130434782609,21.0,0.45652173913043476,65.0,-3.0
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"score=(0.65, 0.7]",78,60,18,0.7692307692307693,520.0,6.666666666666667,68.0,-3.0
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"score=(0.7, 0.8]",61,51,10,0.8360655737704918,410.0,6.721311475409836,74.0,-2.5
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"score=(0.8, 2.0]",31,28,3,0.9032258064516129,10.0,0.3225806451612903,89.0,-2.946976527523418
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"edge=(-3.0, 0.0]",164,121,43,0.7378048780487805,494.0,3.0121951219512195,66.0,-2.5
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"edge=(-5.0, -3.0]",141,111,30,0.7872340425531915,945.0,6.702127659574468,68.0,-3.5450511406317133
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"ask=(60.0, 70.0]",207,149,58,0.7198067632850241,1058.0,5.111111111111111,65.0,-2.682294027349073
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"ask=(70.0, 80.0]",65,53,12,0.8153846153846154,338.0,5.2,73.0,-2.5
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"ask=(80.0, 90.0]",21,19,2,0.9047619047619048,80.0,3.8095238095238093,85.0,-3.0
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"ask=(90.0, 101.0]",12,11,1,0.9166666666666666,-37.0,-3.0833333333333335,94.0,-2.705111144825885
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"time=(-1.001, 600.0]",79,62,17,0.7848101265822784,293.0,3.7088607594936707,69.0,-2.9039883740953343
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"time=(600.0, 720.0]",84,66,18,0.7857142857142857,586.0,6.976190476190476,68.0,-3.0
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p55,"time=(720.0, 840.0]",131,97,34,0.7404580152671756,569.0,4.343511450381679,66.0,-2.5
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p6,split=holdout,59,43,16,0.7288135593220338,108.0,1.8305084745762712,68.0,-3.0
current,score_m60_edge_m5__brownian_p_rv_15m_ge_0p6,split=train,183,142,41,0.7759562841530054,1139.0,6.224043715846994,67.0,-2.515800583558871
