policy,variant,entries,resolved,wins,losses,gross_cents,avg_gross_cents,avg_p,win_rate,calibration_error,avg_brier,coverage_pct,added_reject_count
book_plus_05,v28_raw,169,169,89,80,132.0,0.7810650887573964,0.62593224852071,0.5266272189349113,-0.09930502958579879,0.20761872002145562,93.37016574585635,139
book_plus_05,book_ask_prior,169,169,89,80,132.0,0.7810650887573964,0.5229585798816567,0.5266272189349113,0.003668639053254541,0.19221656804733728,93.37016574585635,139
book_plus_05,fixed_shrink_75_v28_25_book,169,169,89,80,132.0,0.7810650887573964,0.6001888313609467,0.5266272189349113,-0.07356161242603543,0.2008370895830747,93.37016574585635,139
book_plus_05,fixed_shrink_50_v28_50_book,169,169,89,80,132.0,0.7810650887573964,0.5744454142011834,0.5266272189349113,-0.04781819526627218,0.1960095207745947,93.37016574585635,139
book_plus_05,recross_shrink,169,169,89,80,132.0,0.7810650887573964,0.5725184402366864,0.5266272189349113,-0.04589122130177514,0.19547657066384386,93.37016574585635,139
book_plus_05,edge_confidence_shrink,169,169,89,80,132.0,0.7810650887573964,0.60266815147929,0.5266272189349113,-0.07604093254437871,0.2007925305370723,93.37016574585635,139
book_plus_05,book_when_v28_coinflip,169,169,89,80,132.0,0.7810650887573964,0.5922869881656805,0.5266272189349113,-0.06565976923076922,0.19545326346819528,93.37016574585635,139
book_plus_05,book_when_v28_coinflip_else_edge,169,169,89,80,132.0,0.7810650887573964,0.5922869881656805,0.5266272189349113,-0.06565976923076922,0.19545326346819528,93.37016574585635,139
book_plus_05,large_disagreement_book_anchor,169,169,89,80,132.0,0.7810650887573964,0.5864583159763314,0.5266272189349113,-0.05983109704142009,0.19651692314885733,93.37016574585635,139
book_plus_05,v28_premium_book_anchor,169,169,89,80,132.0,0.7810650887573964,0.582863749112426,0.5266272189349113,-0.05623653017751473,0.19602520821351835,93.37016574585635,139
book_plus_05_no_cheap_yes_boundary,v28_raw,164,164,92,72,646.0,3.9390243902439024,0.6426099207317073,0.5609756097560976,-0.08163431097560969,0.20840953194083536,90.60773480662984,133
book_plus_05_no_cheap_yes_boundary,book_ask_prior,164,164,92,72,646.0,3.9390243902439024,0.5400609756097562,0.5609756097560976,0.020914634146341426,0.19598353658536585,90.60773480662984,133
book_plus_05_no_cheap_yes_boundary,fixed_shrink_75_v28_25_book,164,164,92,72,646.0,3.9390243902439024,0.6169726844512196,0.5609756097560976,-0.05599707469512194,0.20236532359934184,90.60773480662984,133
book_plus_05_no_cheap_yes_boundary,fixed_shrink_50_v28_50_book,164,164,92,72,646.0,3.9390243902439024,0.5913354481707317,0.5609756097560976,-0.030359838414634077,0.19827958825959907,90.60773480662984,133
book_plus_05_no_cheap_yes_boundary,recross_shrink,164,164,92,72,646.0,3.9390243902439024,0.5893788387195121,0.5609756097560976,-0.028403228963414517,0.19782023001857768,90.60773480662984,133
book_plus_05_no_cheap_yes_boundary,edge_confidence_shrink,164,164,92,72,646.0,3.9390243902439024,0.6196717786585366,0.5609756097560976,-0.058696168902439005,0.20224733547050394,90.60773480662984,133
book_plus_05_no_cheap_yes_boundary,book_when_v28_coinflip,164,164,92,72,646.0,3.9390243902439024,0.6079388902439025,0.5609756097560976,-0.04696328048780485,0.19587317732192683,90.60773480662984,133
book_plus_05_no_cheap_yes_boundary,book_when_v28_coinflip_else_edge,164,164,92,72,646.0,3.9390243902439024,0.6079388902439025,0.5609756097560976,-0.04696328048780485,0.19587317732192683,90.60773480662984,133
book_plus_05_no_cheap_yes_boundary,large_disagreement_book_anchor,164,164,92,72,646.0,3.9390243902439024,0.6037662743902439,0.5609756097560976,-0.04279066463414627,0.1982591697271693,90.60773480662984,133
book_plus_05_no_cheap_yes_boundary,v28_premium_book_anchor,164,164,92,72,646.0,3.9390243902439024,0.6002443207317073,0.5609756097560976,-0.03926871097560969,0.19786798207412867,90.60773480662984,133
book_plus_03_avoid_coinflip,v28_raw,171,171,88,83,-873.0,-5.105263157894737,0.609787783625731,0.5146198830409356,-0.0951679005847954,0.20328542656537427,94.47513812154696,157
book_plus_03_avoid_coinflip,book_ask_prior,171,171,88,83,-873.0,-5.105263157894737,0.5310526315789473,0.5146198830409356,-0.016432748538011688,0.19226608187134503,94.47513812154696,157
book_plus_03_avoid_coinflip,fixed_shrink_75_v28_25_book,171,171,88,83,-873.0,-5.105263157894737,0.590103995614035,0.5146198830409356,-0.0754841125730994,0.19871236701173647,94.47513812154696,157
book_plus_03_avoid_coinflip,fixed_shrink_50_v28_50_book,171,171,88,83,-873.0,-5.105263157894737,0.5704202076023391,0.5146198830409356,-0.05580032456140349,0.19535145637818568,94.47513812154696,157
book_plus_03_avoid_coinflip,recross_shrink,171,171,88,83,-873.0,-5.105263157894737,0.5696042467836258,0.5146198830409356,-0.05498436374269011,0.1951621477858151,94.47513812154696,157
book_plus_03_avoid_coinflip,edge_confidence_shrink,171,171,88,83,-873.0,-5.105263157894737,0.5882120269005848,0.5146198830409356,-0.07359214385964918,0.19817407973161788,94.47513812154696,157
book_plus_03_avoid_coinflip,book_when_v28_coinflip,171,171,88,83,-873.0,-5.105263157894737,0.609787783625731,0.5146198830409356,-0.0951679005847954,0.20328542656537427,94.47513812154696,157
book_plus_03_avoid_coinflip,book_when_v28_coinflip_else_edge,171,171,88,83,-873.0,-5.105263157894737,0.6066277777777778,0.5146198830409356,-0.09200789473684212,0.2029254248085731,94.47513812154696,157
book_plus_03_avoid_coinflip,large_disagreement_book_anchor,171,171,88,83,-873.0,-5.105263157894737,0.5830729219298245,0.5146198830409356,-0.06845303888888887,0.19680728771263795,94.47513812154696,157
book_plus_03_avoid_coinflip,v28_premium_book_anchor,171,171,88,83,-873.0,-5.105263157894737,0.5806844461988304,0.5146198830409356,-0.06606456315789477,0.19650186484350987,94.47513812154696,157
book_plus_02_avoid_coinflip,v28_raw,171,171,91,80,-27.0,-0.15789473684210525,0.5996708713450292,0.5321637426900585,-0.06750712865497066,0.21433770921084794,94.47513812154696,161
book_plus_02_avoid_coinflip,book_ask_prior,171,171,91,80,-27.0,-0.15789473684210525,0.530233918128655,0.5321637426900585,0.0019298245614035592,0.2073654970760234,94.47513812154696,161
book_plus_02_avoid_coinflip,fixed_shrink_75_v28_25_book,171,171,91,80,-27.0,-0.15789473684210525,0.5823116330409357,0.5321637426900585,-0.05014789035087719,0.2110251938799324,94.47513812154696,161
book_plus_02_avoid_coinflip,fixed_shrink_50_v28_50_book,171,171,91,80,-27.0,-0.15789473684210525,0.5649523947368421,0.5321637426900585,-0.032788652046783606,0.20875898674715643,94.47513812154696,161
book_plus_02_avoid_coinflip,recross_shrink,171,171,91,80,-27.0,-0.15789473684210525,0.5640342342105263,0.5321637426900585,-0.031870491520467836,0.20872182541551584,94.47513812154696,161
book_plus_02_avoid_coinflip,edge_confidence_shrink,171,171,91,80,-27.0,-0.15789473684210525,0.5793974804093567,0.5321637426900585,-0.047233737719298174,0.21082773337498856,94.47513812154696,161
book_plus_02_avoid_coinflip,book_when_v28_coinflip,171,171,91,80,-27.0,-0.15789473684210525,0.5996708713450292,0.5321637426900585,-0.06750712865497066,0.21433770921084794,94.47513812154696,161
book_plus_02_avoid_coinflip,book_when_v28_coinflip_else_edge,171,171,91,80,-27.0,-0.15789473684210525,0.5946589795321637,0.5321637426900585,-0.06249523684210523,0.21421567503366518,94.47513812154696,161
book_plus_02_avoid_coinflip,large_disagreement_book_anchor,171,171,91,80,-27.0,-0.15789473684210525,0.5771190821637427,0.5321637426900585,-0.04495533947368424,0.20988364270121115,94.47513812154696,161
book_plus_02_avoid_coinflip,v28_premium_book_anchor,171,171,91,80,-27.0,-0.15789473684210525,0.5751177830409357,0.5321637426900585,-0.04295404035087724,0.2097305336358967,94.47513812154696,161
book_plus_02_avoid_coinflip_liquid,v28_raw,171,171,91,80,-56.0,-0.32748538011695905,0.6011713859649123,0.5321637426900585,-0.06900764327485376,0.21358619017374855,94.47513812154696,160
book_plus_02_avoid_coinflip_liquid,book_ask_prior,171,171,91,80,-56.0,-0.32748538011695905,0.5315204678362573,0.5321637426900585,0.0006432748538012234,0.20660526315789476,94.47513812154696,160
book_plus_02_avoid_coinflip_liquid,fixed_shrink_75_v28_25_book,171,171,91,80,-56.0,-0.32748538011695905,0.5837586564327486,0.5321637426900585,-0.051594913742690096,0.2102682686394002,94.47513812154696,160
book_plus_02_avoid_coinflip_liquid,fixed_shrink_50_v28_50_book,171,171,91,80,-56.0,-0.32748538011695905,0.5663459269005847,0.5321637426900585,-0.03418218421052621,0.20799880695864184,94.47513812154696,160
book_plus_02_avoid_coinflip_liquid,recross_shrink,171,171,91,80,-56.0,-0.32748538011695905,0.5654619523391813,0.5321637426900585,-0.03329820964912278,0.20795289217258087,94.47513812154696,160
book_plus_02_avoid_coinflip_liquid,edge_confidence_shrink,171,171,91,80,-56.0,-0.32748538011695905,0.5809849450292398,0.5321637426900585,-0.0488212023391813,0.21001020938433715,94.47513812154696,160
book_plus_02_avoid_coinflip_liquid,book_when_v28_coinflip,171,171,91,80,-56.0,-0.32748538011695905,0.6011713859649123,0.5321637426900585,-0.06900764327485376,0.21358619017374855,94.47513812154696,160
book_plus_02_avoid_coinflip_liquid,book_when_v28_coinflip_else_edge,171,171,91,80,-56.0,-0.32748538011695905,0.5963420818713451,0.5321637426900585,-0.06417833918128657,0.21336554323834794,94.47513812154696,160
book_plus_02_avoid_coinflip_liquid,large_disagreement_book_anchor,171,171,91,80,-56.0,-0.32748538011695905,0.5786195967836257,0.5321637426900585,-0.04645585409356723,0.2091321236641117,94.47513812154696,160
book_plus_02_avoid_coinflip_liquid,v28_premium_book_anchor,171,171,91,80,-56.0,-0.32748538011695905,0.5766182976608187,0.5321637426900585,-0.04445455497076023,0.20897901459879722,94.47513812154696,160
book_plus_03_cheap_convex,v28_raw,92,92,32,60,916.0,9.956521739130435,0.38502813043478257,0.34782608695652173,-0.03720204347826084,0.22329008371484782,50.82872928176796,92
book_plus_03_cheap_convex,book_ask_prior,92,92,32,60,916.0,9.956521739130435,0.29597826086956525,0.34782608695652173,0.05184782608695648,0.218825,50.82872928176796,92
book_plus_03_cheap_convex,fixed_shrink_75_v28_25_book,92,92,32,60,916.0,9.956521739130435,0.36276566304347824,0.34782608695652173,-0.014939576086956508,0.21987025030971058,50.82872928176796,92
book_plus_03_cheap_convex,fixed_shrink_50_v28_50_book,92,92,32,60,916.0,9.956521739130435,0.3405031956521739,0.34782608695652173,0.007322891304347823,0.2179861252221902,50.82872928176796,92
book_plus_03_cheap_convex,recross_shrink,92,92,32,60,916.0,9.956521739130435,0.3412663989130435,0.34782608695652173,0.006559688043478229,0.21916120405266892,50.82872928176796,92
book_plus_03_cheap_convex,edge_confidence_shrink,92,92,32,60,916.0,9.956521739130435,0.3600971467391304,0.34782608695652173,-0.012271059782608673,0.21975912519541876,50.82872928176796,92
book_plus_03_cheap_convex,book_when_v28_coinflip,92,92,32,60,916.0,9.956521739130435,0.3526727608695652,0.34782608695652173,-0.004846673913043498,0.22659446843465217,50.82872928176796,92
book_plus_03_cheap_convex,book_when_v28_coinflip_else_edge,92,92,32,60,916.0,9.956521739130435,0.3500170380434783,0.34782608695652173,-0.0021909510869565496,0.2266109659033614,50.82872928176796,92
book_plus_03_cheap_convex,large_disagreement_book_anchor,92,92,32,60,916.0,9.956521739130435,0.3515168385869565,0.34782608695652173,-0.003690751630434752,0.2152278992728531,50.82872928176796,92
book_plus_03_cheap_convex,v28_premium_book_anchor,92,92,32,60,916.0,9.956521739130435,0.3486526489130435,0.34782608695652173,-0.0008265619565217541,0.2148747214893475,50.82872928176796,92
p65_book_plus_02,v28_raw,152,152,101,51,-1542.0,-10.144736842105264,0.7852424934210527,0.6644736842105263,-0.12076880921052635,0.21918507574884868,83.97790055248619,125
p65_book_plus_02,book_ask_prior,152,152,101,51,-1542.0,-10.144736842105264,0.7111184210526316,0.6644736842105263,-0.04664473684210524,0.1941638157894737,83.97790055248619,125
p65_book_plus_02,fixed_shrink_75_v28_25_book,152,152,101,51,-1542.0,-10.144736842105264,0.7667114753289473,0.6644736842105263,-0.10223779111842102,0.21062476881760897,83.97790055248619,125
p65_book_plus_02,fixed_shrink_50_v28_50_book,152,152,101,51,-1542.0,-10.144736842105264,0.7481804572368421,0.6644736842105263,-0.0837067730263158,0.20360112318063323,83.97790055248619,125
p65_book_plus_02,recross_shrink,152,152,101,51,-1542.0,-10.144736842105264,0.7535354292763158,0.6644736842105263,-0.08906174506578945,0.2064844848588614,83.97790055248619,125
p65_book_plus_02,edge_confidence_shrink,152,152,101,51,-1542.0,-10.144736842105264,0.7650252651315789,0.6644736842105263,-0.10055158092105254,0.20883103478821075,83.97790055248619,125
p65_book_plus_02,book_when_v28_coinflip,152,152,101,51,-1542.0,-10.144736842105264,0.7852424934210527,0.6644736842105263,-0.12076880921052635,0.21918507574884868,83.97790055248619,125
p65_book_plus_02,book_when_v28_coinflip_else_edge,152,152,101,51,-1542.0,-10.144736842105264,0.7812420855263158,0.6644736842105263,-0.11676840131578947,0.21822186509686184,83.97790055248619,125
p65_book_plus_02,large_disagreement_book_anchor,152,152,101,51,-1542.0,-10.144736842105264,0.7605545184210526,0.6644736842105263,-0.09608083421052627,0.20323988673963211,83.97790055248619,125
p65_book_plus_02,v28_premium_book_anchor,152,152,101,51,-1542.0,-10.144736842105264,0.7584147276315789,0.6644736842105263,-0.09394104342105258,0.20228826861701815,83.97790055248619,125
p65_book_plus_03,v28_raw,145,145,97,48,-1486.0,-10.248275862068965,0.7930988,0.6689655172413793,-0.12413328275862068,0.22036021485555862,80.11049723756905,112
p65_book_plus_03,book_ask_prior,145,145,97,48,-1486.0,-10.248275862068965,0.7103448275862069,0.6689655172413793,-0.04137931034482756,0.19297931034482757,80.11049723756905,112
p65_book_plus_03,fixed_shrink_75_v28_25_book,145,145,97,48,-1486.0,-10.248275862068965,0.7724103068965517,0.6689655172413793,-0.10344478965517234,0.21092359331314828,80.11049723756905,112
p65_book_plus_03,fixed_shrink_50_v28_50_book,145,145,97,48,-1486.0,-10.248275862068965,0.7517218137931034,0.6689655172413793,-0.08275629655172412,0.20321456871388965,80.11049723756905,112
p65_book_plus_03,recross_shrink,145,145,97,48,-1486.0,-10.248275862068965,0.7576167286206896,0.6689655172413793,-0.08865121137931031,0.2061320054063516,80.11049723756905,112
p65_book_plus_03,edge_confidence_shrink,145,145,97,48,-1486.0,-10.248275862068965,0.7719117231034482,0.6689655172413793,-0.10294620586206893,0.2093304413225254,80.11049723756905,112
p65_book_plus_03,book_when_v28_coinflip,145,145,97,48,-1486.0,-10.248275862068965,0.7930988,0.6689655172413793,-0.12413328275862068,0.22036021485555862,80.11049723756905,112
p65_book_plus_03,book_when_v28_coinflip_else_edge,145,145,97,48,-1486.0,-10.248275862068965,0.7907822103448275,0.6689655172413793,-0.12181669310344823,0.2198882122444569,80.11049723756905,112
p65_book_plus_03,large_disagreement_book_anchor,145,145,97,48,-1486.0,-10.248275862068965,0.7641562996551724,0.6689655172413793,-0.09519078241379308,0.20261101611860266,80.11049723756905,112
p65_book_plus_03,v28_premium_book_anchor,145,145,97,48,-1486.0,-10.248275862068965,0.761638388275862,0.6689655172413793,-0.09267287103448274,0.2015531296602995,80.11049723756905,112
p65_large_disagreement_anchor_plus_02,v28_raw,145,145,101,44,-1198.0,-8.26206896551724,0.7905268344827586,0.696551724137931,-0.09397511034482764,0.2032607145886276,80.11049723756905,118
p65_large_disagreement_anchor_plus_02,book_ask_prior,145,145,101,44,-1198.0,-8.26206896551724,0.7317241379310344,0.696551724137931,-0.03517241379310343,0.19431034482758622,80.11049723756905,118
p65_large_disagreement_anchor_plus_02,fixed_shrink_75_v28_25_book,145,145,101,44,-1198.0,-8.26206896551724,0.7758261603448275,0.696551724137931,-0.07927443620689656,0.20006169249920647,80.11049723756905,118
p65_large_disagreement_anchor_plus_02,fixed_shrink_50_v28_50_book,145,145,101,44,-1198.0,-8.26206896551724,0.7611254862068966,0.696551724137931,-0.06457376206896559,0.19750362350922587,80.11049723756905,118
p65_large_disagreement_anchor_plus_02,recross_shrink,145,145,101,44,-1198.0,-8.26206896551724,0.7647395451724138,0.696551724137931,-0.06818782103448284,0.1976364333966679,80.11049723756905,118
p65_large_disagreement_anchor_plus_02,edge_confidence_shrink,145,145,101,44,-1198.0,-8.26206896551724,0.7749359151724138,0.696551724137931,-0.0783841910344828,0.19908362526586879,80.11049723756905,118
p65_large_disagreement_anchor_plus_02,book_when_v28_coinflip,145,145,101,44,-1198.0,-8.26206896551724,0.7905268344827586,0.696551724137931,-0.09397511034482764,0.2032607145886276,80.11049723756905,118
p65_large_disagreement_anchor_plus_02,book_when_v28_coinflip_else_edge,145,145,101,44,-1198.0,-8.26206896551724,0.7863333034482758,0.696551724137931,-0.0897815793103448,0.20225100411206207,80.11049723756905,118
p65_large_disagreement_anchor_plus_02,large_disagreement_book_anchor,145,145,101,44,-1198.0,-8.26206896551724,0.7772144831034483,0.696551724137931,-0.08066275896551733,0.19964696279411684,80.11049723756905,118
p65_large_disagreement_anchor_plus_02,v28_premium_book_anchor,145,145,101,44,-1198.0,-8.26206896551724,0.775947872413793,0.696551724137931,-0.07939614827586206,0.19939383597981358,80.11049723756905,118
p65_v28_premium_anchor_plus_02,v28_raw,144,144,100,44,-1376.0,-9.555555555555555,0.791801298611111,0.6944444444444444,-0.09735685416666662,0.2037920159712986,79.55801104972376,116
p65_v28_premium_anchor_plus_02,book_ask_prior,144,144,100,44,-1376.0,-9.555555555555555,0.7326388888888888,0.6944444444444444,-0.03819444444444442,0.1945486111111111,79.55801104972376,116
p65_v28_premium_anchor_plus_02,fixed_shrink_75_v28_25_book,144,144,100,44,-1376.0,-9.555555555555555,0.7770106961805555,0.6944444444444444,-0.0825662517361111,0.20047482902725824,79.55801104972376,116
p65_v28_premium_anchor_plus_02,fixed_shrink_50_v28_50_book,144,144,100,44,-1376.0,-9.555555555555555,0.76222009375,0.6944444444444444,-0.06777564930555557,0.19782853256921354,79.55801104972376,116
p65_v28_premium_anchor_plus_02,recross_shrink,144,144,100,44,-1376.0,-9.555555555555555,0.7658616822916666,0.6944444444444444,-0.0714172378472222,0.19795123048632873,79.55801104972376,116
p65_v28_premium_anchor_plus_02,edge_confidence_shrink,144,144,100,44,-1376.0,-9.555555555555555,0.7759877534722223,0.6944444444444444,-0.08154330902777784,0.1995578411634398,79.55801104972376,116
p65_v28_premium_anchor_plus_02,book_when_v28_coinflip,144,144,100,44,-1376.0,-9.555555555555555,0.791801298611111,0.6944444444444444,-0.09735685416666662,0.2037920159712986,79.55801104972376,116
p65_v28_premium_anchor_plus_02,book_when_v28_coinflip_else_edge,144,144,100,44,-1376.0,-9.555555555555555,0.7875786458333334,0.6944444444444444,-0.09313420138888895,0.20277529361642363,79.55801104972376,116
p65_v28_premium_anchor_plus_02,large_disagreement_book_anchor,144,144,100,44,-1376.0,-9.555555555555555,0.7782991684027778,0.6944444444444444,-0.08385472395833338,0.20004909496143497,79.55801104972376,116
p65_v28_premium_anchor_plus_02,v28_premium_book_anchor,144,144,100,44,-1376.0,-9.555555555555555,0.7770261937499999,0.6944444444444444,-0.08258174930555551,0.19978743159142479,79.55801104972376,116
p55_edge_nonnegative,v28_raw,151,151,100,51,305.0,2.019867549668874,0.7333463774834437,0.6622516556291391,-0.07109472185430454,0.21040178465788742,83.42541436464089,126
p55_edge_nonnegative,book_ask_prior,151,151,100,51,305.0,2.019867549668874,0.6394039735099337,0.6622516556291391,0.022847682119205404,0.19560993377483443,83.42541436464089,126
p55_edge_nonnegative,fixed_shrink_75_v28_25_book,151,151,100,51,305.0,2.019867549668874,0.7098607764900662,0.6622516556291391,-0.04760912086092706,0.20359203905218087,83.42541436464089,126
p55_edge_nonnegative,fixed_shrink_50_v28_50_book,151,151,100,51,305.0,2.019867549668874,0.6863751754966887,0.6622516556291391,-0.02412351986754957,0.19885681536976987,83.42541436464089,126
p55_edge_nonnegative,recross_shrink,151,151,100,51,305.0,2.019867549668874,0.688548051986755,0.6622516556291391,-0.026296396357615826,0.20016785244309912,83.42541436464089,126
p55_edge_nonnegative,edge_confidence_shrink,151,151,100,51,305.0,2.019867549668874,0.7102772072847682,0.6622516556291391,-0.04802555165562905,0.20306684397306682,83.42541436464089,126
p55_edge_nonnegative,book_when_v28_coinflip,151,151,100,51,305.0,2.019867549668874,0.7277980463576159,0.6622516556291391,-0.06554639072847679,0.20669907412318544,83.42541436464089,126
p55_edge_nonnegative,book_when_v28_coinflip_else_edge,151,151,100,51,305.0,2.019867549668874,0.7277980463576159,0.6622516556291391,-0.06554639072847679,0.20669907412318544,83.42541436464089,126
p55_edge_nonnegative,large_disagreement_book_anchor,151,151,100,51,305.0,2.019867549668874,0.6979807841059602,0.6622516556291391,-0.03572912847682108,0.19818156458705855,83.42541436464089,126
p55_edge_nonnegative,v28_premium_book_anchor,151,151,100,51,305.0,2.019867549668874,0.6948933761589404,0.6622516556291391,-0.0326417205298013,0.19771387915831232,83.42541436464089,126
p50_book_plus_05_edge_nonnegative,v28_raw,151,151,96,55,890.0,5.894039735099338,0.7048974105960265,0.6357615894039735,-0.06913582119205297,0.20385725773016555,83.42541436464089,113
p50_book_plus_05_edge_nonnegative,book_ask_prior,151,151,96,55,890.0,5.894039735099338,0.5996688741721854,0.6357615894039735,0.03609271523178814,0.19363509933774836,83.42541436464089,113
p50_book_plus_05_edge_nonnegative,fixed_shrink_75_v28_25_book,151,151,96,55,890.0,5.894039735099338,0.6785902764900662,0.6357615894039735,-0.042828687086092665,0.19814729085070157,83.42541436464089,113
p50_book_plus_05_edge_nonnegative,fixed_shrink_50_v28_50_book,151,151,96,55,890.0,5.894039735099338,0.652283142384106,0.6357615894039735,-0.01652155298013247,0.19454027549214406,83.42541436464089,113
p50_book_plus_05_edge_nonnegative,recross_shrink,151,151,96,55,890.0,5.894039735099338,0.652910601986755,0.6357615894039735,-0.017149012582781453,0.19399999718142388,83.42541436464089,113
p50_book_plus_05_edge_nonnegative,edge_confidence_shrink,151,151,96,55,890.0,5.894039735099338,0.6811773741721854,0.6357615894039735,-0.04541578476821184,0.19805020257743833,83.42541436464089,113
p50_book_plus_05_edge_nonnegative,book_when_v28_coinflip,151,151,96,55,890.0,5.894039735099338,0.682923523178808,0.6357615894039735,-0.047161933774834464,0.19489171166292715,83.42541436464089,113
p50_book_plus_05_edge_nonnegative,book_when_v28_coinflip_else_edge,151,151,96,55,890.0,5.894039735099338,0.682923523178808,0.6357615894039735,-0.047161933774834464,0.19489171166292715,83.42541436464089,113
p50_book_plus_05_edge_nonnegative,large_disagreement_book_anchor,151,151,96,55,890.0,5.894039735099338,0.663683040397351,0.6357615894039735,-0.027921450993377506,0.19459931587630996,83.42541436464089,113
p50_book_plus_05_edge_nonnegative,v28_premium_book_anchor,151,151,96,55,890.0,5.894039735099338,0.6600174000000001,0.6357615894039735,-0.02425581059602655,0.19434670534279402,83.42541436464089,113
