all_contract_accuracy,all_contract_retention,all_contract_wins,all_contracts,all_total_contracts,all_total_trades,all_trade_accuracy,all_trade_retention,all_trade_wins,all_trades,dataset,family,holdout_contract_accuracy,holdout_contract_retention,holdout_contract_wins,holdout_contracts,holdout_total_contracts,holdout_total_trades,holdout_trade_accuracy,holdout_trade_retention,holdout_trade_wins,holdout_trades,label,observed_pass,rule_id,target_pass,train_contract_accuracy,train_contract_retention,train_contract_wins,train_contracts,train_total_contracts,train_total_trades,train_trade_accuracy,train_trade_retention,train_trade_wins,train_trades,validation_contract_accuracy,validation_contract_retention,validation_contract_wins,validation_contracts,validation_total_contracts,validation_total_trades,validation_trade_accuracy,validation_trade_retention,validation_trade_wins,validation_trades
1.0,0.039735099337748346,12,12,302,151,1.0,0.039735099337748346,6,6,first_per_market,conservative_drift_prob,1.0,0.06451612903225806,4,4,62,31,1.0,0.06451612903225806,2,2,"ask<=95; min(v28_brownian, drift3/rv15)>=0.9",False,physics_rule_00891,False,1.0,0.03333333333333333,6,6,180,90,1.0,0.03333333333333333,3,3,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
1.0,0.039735099337748346,12,12,302,151,1.0,0.039735099337748346,6,6,first_per_market,conservative_drift_prob,1.0,0.06451612903225806,4,4,62,31,1.0,0.06451612903225806,2,2,"ask<=95; min(v28_brownian, drift3/rv30)>=0.9",False,physics_rule_00900,False,1.0,0.03333333333333333,6,6,180,90,1.0,0.03333333333333333,3,3,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
1.0,0.039735099337748346,12,12,302,151,1.0,0.039735099337748346,6,6,first_per_market,conservative_drift_prob,1.0,0.06451612903225806,4,4,62,31,1.0,0.06451612903225806,2,2,"ask<=100; min(v28_brownian, drift3/rv15)>=0.9",False,physics_rule_01111,False,1.0,0.03333333333333333,6,6,180,90,1.0,0.03333333333333333,3,3,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
1.0,0.039735099337748346,12,12,302,151,1.0,0.039735099337748346,6,6,first_per_market,conservative_drift_prob,1.0,0.06451612903225806,4,4,62,31,1.0,0.06451612903225806,2,2,"ask<=100; min(v28_brownian, drift3/rv30)>=0.9",False,physics_rule_01120,False,1.0,0.03333333333333333,6,6,180,90,1.0,0.03333333333333333,3,3,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
1.0,0.039735099337748346,12,12,302,151,1.0,0.039735099337748346,6,6,first_per_market,conservative_drift_prob,1.0,0.03225806451612903,2,2,62,31,1.0,0.03225806451612903,1,1,"ask<=90; min(v28_brownian, drift15/rv15)>=0.9",False,physics_rule_00616,False,1.0,0.044444444444444446,8,8,180,90,1.0,0.044444444444444446,4,4,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
1.0,0.039735099337748346,12,12,302,151,1.0,0.039735099337748346,6,6,first_per_market,conservative_drift_prob,1.0,0.03225806451612903,2,2,62,31,1.0,0.03225806451612903,1,1,"ask<=92; min(v28_brownian, drift15/rv15)>=0.9",False,physics_rule_00836,False,1.0,0.044444444444444446,8,8,180,90,1.0,0.044444444444444446,4,4,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
1.0,0.039735099337748346,12,12,302,151,1.0,0.039735099337748346,6,6,first_per_market,conservative_drift_prob,1.0,0.03225806451612903,2,2,62,31,1.0,0.03225806451612903,1,1,"ask<=95; min(v28_brownian, drift15/rv15)>=0.9",False,physics_rule_01056,False,1.0,0.044444444444444446,8,8,180,90,1.0,0.044444444444444446,4,4,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
1.0,0.039735099337748346,12,12,302,151,1.0,0.039735099337748346,6,6,first_per_market,conservative_drift_prob,1.0,0.03225806451612903,2,2,62,31,1.0,0.03225806451612903,1,1,"ask<=100; min(v28_brownian, drift15/rv15)>=0.9",False,physics_rule_01276,False,1.0,0.044444444444444446,8,8,180,90,1.0,0.044444444444444446,4,4,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
1.0,0.033112582781456956,10,10,302,151,1.0,0.033112582781456956,5,5,first_per_market,conservative_drift_prob,1.0,0.03225806451612903,2,2,62,31,1.0,0.03225806451612903,1,1,"ask<=90; min(v28_brownian, drift15/rv30)>=0.9",False,physics_rule_00625,False,1.0,0.03333333333333333,6,6,180,90,1.0,0.03333333333333333,3,3,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
1.0,0.033112582781456956,10,10,302,151,1.0,0.033112582781456956,5,5,first_per_market,conservative_drift_prob,1.0,0.03225806451612903,2,2,62,31,1.0,0.03225806451612903,1,1,"ask<=92; min(v28_brownian, drift15/rv30)>=0.9",False,physics_rule_00845,False,1.0,0.03333333333333333,6,6,180,90,1.0,0.03333333333333333,3,3,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
1.0,0.033112582781456956,10,10,302,151,1.0,0.033112582781456956,5,5,first_per_market,conservative_drift_prob,1.0,0.03225806451612903,2,2,62,31,1.0,0.03225806451612903,1,1,"ask<=95; min(v28_brownian, drift15/rv30)>=0.9",False,physics_rule_01065,False,1.0,0.03333333333333333,6,6,180,90,1.0,0.03333333333333333,3,3,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
1.0,0.033112582781456956,10,10,302,151,1.0,0.033112582781456956,5,5,first_per_market,conservative_drift_prob,1.0,0.03225806451612903,2,2,62,31,1.0,0.03225806451612903,1,1,"ask<=100; min(v28_brownian, drift15/rv30)>=0.9",False,physics_rule_01285,False,1.0,0.03333333333333333,6,6,180,90,1.0,0.03333333333333333,3,3,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
0.8,0.13245033112582782,32,40,302,151,0.8,0.13245033112582782,16,20,first_per_market,boundary_sqrt_time,0.7894736842105263,0.6129032258064516,30,38,62,31,0.7894736842105263,0.6129032258064516,15,19,ask<=90; margin/sqrt(sec)>=5,False,physics_rule_00023,False,,0.0,0,0,180,90,,0.0,0,0,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
0.8,0.13245033112582782,32,40,302,151,0.8,0.13245033112582782,16,20,first_per_market,boundary_sqrt_time,0.7894736842105263,0.6129032258064516,30,38,62,31,0.7894736842105263,0.6129032258064516,15,19,ask<=92; margin/sqrt(sec)>=5,False,physics_rule_00063,False,,0.0,0,0,180,90,,0.0,0,0,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
0.8,0.13245033112582782,32,40,302,151,0.8,0.13245033112582782,16,20,first_per_market,boundary_sqrt_time,0.7894736842105263,0.6129032258064516,30,38,62,31,0.7894736842105263,0.6129032258064516,15,19,ask<=95; margin/sqrt(sec)>=5,False,physics_rule_00103,False,,0.0,0,0,180,90,,0.0,0,0,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
0.8,0.13245033112582782,32,40,302,151,0.8,0.13245033112582782,16,20,first_per_market,boundary_sqrt_time,0.7894736842105263,0.6129032258064516,30,38,62,31,0.7894736842105263,0.6129032258064516,15,19,ask<=100; margin/sqrt(sec)>=5,False,physics_rule_00143,False,,0.0,0,0,180,90,,0.0,0,0,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
0.7619047619047619,0.1390728476821192,32,42,302,151,0.7619047619047619,0.1390728476821192,16,21,first_per_market,boundary_margin,0.8125,0.5161290322580645,26,32,62,31,0.8125,0.5161290322580645,13,16,ask<=90; margin>=125,False,physics_rule_00013,False,0.5,0.044444444444444446,4,8,180,90,0.5,0.044444444444444446,2,4,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
0.7619047619047619,0.1390728476821192,32,42,302,151,0.7619047619047619,0.1390728476821192,16,21,first_per_market,boundary_margin,0.8125,0.5161290322580645,26,32,62,31,0.8125,0.5161290322580645,13,16,ask<=92; margin>=125,False,physics_rule_00053,False,0.5,0.044444444444444446,4,8,180,90,0.5,0.044444444444444446,2,4,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
0.7619047619047619,0.1390728476821192,32,42,302,151,0.7619047619047619,0.1390728476821192,16,21,first_per_market,boundary_margin,0.8125,0.5161290322580645,26,32,62,31,0.8125,0.5161290322580645,13,16,ask<=95; margin>=125,False,physics_rule_00093,False,0.5,0.044444444444444446,4,8,180,90,0.5,0.044444444444444446,2,4,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
0.7619047619047619,0.1390728476821192,32,42,302,151,0.7619047619047619,0.1390728476821192,16,21,first_per_market,boundary_margin,0.8125,0.5161290322580645,26,32,62,31,0.8125,0.5161290322580645,13,16,ask<=100; margin>=125,False,physics_rule_00133,False,0.5,0.044444444444444446,4,8,180,90,0.5,0.044444444444444446,2,4,1.0,0.03333333333333333,2,2,60,30,1.0,0.03333333333333333,1,1
0.8292682926829268,0.543046357615894,136,164,302,151,0.8292682926829268,0.543046357615894,68,82,first_per_market,conservative_drift_prob,0.7619047619047619,0.6774193548387096,32,42,62,31,0.7619047619047619,0.6774193548387096,16,21,"ask<=90; min(v28_brownian, drift15/rv15)>=0.8",False,physics_rule_00614,False,0.8863636363636364,0.4888888888888889,78,88,180,90,0.8863636363636364,0.4888888888888889,39,44,0.7647058823529411,0.5666666666666667,26,34,60,30,0.7647058823529411,0.5666666666666667,13,17
0.8292682926829268,0.543046357615894,136,164,302,151,0.8292682926829268,0.543046357615894,68,82,first_per_market,conservative_drift_prob,0.7619047619047619,0.6774193548387096,32,42,62,31,0.7619047619047619,0.6774193548387096,16,21,"ask<=92; min(v28_brownian, drift15/rv15)>=0.8",False,physics_rule_00834,False,0.8863636363636364,0.4888888888888889,78,88,180,90,0.8863636363636364,0.4888888888888889,39,44,0.7647058823529411,0.5666666666666667,26,34,60,30,0.7647058823529411,0.5666666666666667,13,17
0.8292682926829268,0.543046357615894,136,164,302,151,0.8292682926829268,0.543046357615894,68,82,first_per_market,conservative_drift_prob,0.7619047619047619,0.6774193548387096,32,42,62,31,0.7619047619047619,0.6774193548387096,16,21,"ask<=95; min(v28_brownian, drift15/rv15)>=0.8",False,physics_rule_01054,False,0.8863636363636364,0.4888888888888889,78,88,180,90,0.8863636363636364,0.4888888888888889,39,44,0.7647058823529411,0.5666666666666667,26,34,60,30,0.7647058823529411,0.5666666666666667,13,17
0.8292682926829268,0.543046357615894,136,164,302,151,0.8292682926829268,0.543046357615894,68,82,first_per_market,conservative_drift_prob,0.7619047619047619,0.6774193548387096,32,42,62,31,0.7619047619047619,0.6774193548387096,16,21,"ask<=100; min(v28_brownian, drift15/rv15)>=0.8",False,physics_rule_01274,False,0.8863636363636364,0.4888888888888889,78,88,180,90,0.8863636363636364,0.4888888888888889,39,44,0.7647058823529411,0.5666666666666667,26,34,60,30,0.7647058823529411,0.5666666666666667,13,17
0.8227848101265823,0.5231788079470199,130,158,302,151,0.8227848101265823,0.5231788079470199,65,79,first_per_market,conservative_drift_prob,0.7619047619047619,0.6774193548387096,32,42,62,31,0.7619047619047619,0.6774193548387096,16,21,"ask<=90; min(v28_brownian, drift15/rv30)>=0.8",False,physics_rule_00623,False,0.8780487804878049,0.45555555555555555,72,82,180,90,0.8780487804878049,0.45555555555555555,36,41,0.7647058823529411,0.5666666666666667,26,34,60,30,0.7647058823529411,0.5666666666666667,13,17
0.8227848101265823,0.5231788079470199,130,158,302,151,0.8227848101265823,0.5231788079470199,65,79,first_per_market,conservative_drift_prob,0.7619047619047619,0.6774193548387096,32,42,62,31,0.7619047619047619,0.6774193548387096,16,21,"ask<=92; min(v28_brownian, drift15/rv30)>=0.8",False,physics_rule_00843,False,0.8780487804878049,0.45555555555555555,72,82,180,90,0.8780487804878049,0.45555555555555555,36,41,0.7647058823529411,0.5666666666666667,26,34,60,30,0.7647058823529411,0.5666666666666667,13,17
0.8227848101265823,0.5231788079470199,130,158,302,151,0.8227848101265823,0.5231788079470199,65,79,first_per_market,conservative_drift_prob,0.7619047619047619,0.6774193548387096,32,42,62,31,0.7619047619047619,0.6774193548387096,16,21,"ask<=95; min(v28_brownian, drift15/rv30)>=0.8",False,physics_rule_01063,False,0.8780487804878049,0.45555555555555555,72,82,180,90,0.8780487804878049,0.45555555555555555,36,41,0.7647058823529411,0.5666666666666667,26,34,60,30,0.7647058823529411,0.5666666666666667,13,17
0.8227848101265823,0.5231788079470199,130,158,302,151,0.8227848101265823,0.5231788079470199,65,79,first_per_market,conservative_drift_prob,0.7619047619047619,0.6774193548387096,32,42,62,31,0.7619047619047619,0.6774193548387096,16,21,"ask<=100; min(v28_brownian, drift15/rv30)>=0.8",False,physics_rule_01283,False,0.8780487804878049,0.45555555555555555,72,82,180,90,0.8780487804878049,0.45555555555555555,36,41,0.7647058823529411,0.5666666666666667,26,34,60,30,0.7647058823529411,0.5666666666666667,13,17
0.7927927927927928,0.7350993377483444,176,222,302,151,0.7927927927927928,0.7350993377483444,88,111,first_per_market,drift_projection,0.7586206896551724,0.9354838709677419,44,58,62,31,0.7586206896551724,0.9354838709677419,22,29,ask<=90; projected_margin_10m>=75,False,physics_rule_00551,False,0.819672131147541,0.6777777777777778,100,122,180,90,0.819672131147541,0.6777777777777778,50,61,0.7619047619047619,0.7,32,42,60,30,0.7619047619047619,0.7,16,21
0.7927927927927928,0.7350993377483444,176,222,302,151,0.7927927927927928,0.7350993377483444,88,111,first_per_market,drift_projection,0.7586206896551724,0.9354838709677419,44,58,62,31,0.7586206896551724,0.9354838709677419,22,29,ask<=92; projected_margin_10m>=75,False,physics_rule_00771,False,0.819672131147541,0.6777777777777778,100,122,180,90,0.819672131147541,0.6777777777777778,50,61,0.7619047619047619,0.7,32,42,60,30,0.7619047619047619,0.7,16,21
0.7927927927927928,0.7350993377483444,176,222,302,151,0.7927927927927928,0.7350993377483444,88,111,first_per_market,drift_projection,0.7586206896551724,0.9354838709677419,44,58,62,31,0.7586206896551724,0.9354838709677419,22,29,ask<=95; projected_margin_10m>=75,False,physics_rule_00991,False,0.819672131147541,0.6777777777777778,100,122,180,90,0.819672131147541,0.6777777777777778,50,61,0.7619047619047619,0.7,32,42,60,30,0.7619047619047619,0.7,16,21
0.7927927927927928,0.7350993377483444,176,222,302,151,0.7927927927927928,0.7350993377483444,88,111,first_per_market,drift_projection,0.7586206896551724,0.9354838709677419,44,58,62,31,0.7586206896551724,0.9354838709677419,22,29,ask<=100; projected_margin_10m>=75,False,physics_rule_01211,False,0.819672131147541,0.6777777777777778,100,122,180,90,0.819672131147541,0.6777777777777778,50,61,0.7619047619047619,0.7,32,42,60,30,0.7619047619047619,0.7,16,21
0.8333333333333334,0.15894039735099338,40,48,302,151,0.8333333333333334,0.15894039735099338,20,24,first_per_market,conservative_drift_prob,0.8,0.16129032258064516,8,10,62,31,0.8,0.16129032258064516,4,5,"ask<=90; min(v28_brownian, drift15/rv15)>=0.85",False,physics_rule_00615,False,0.8666666666666667,0.16666666666666666,26,30,180,90,0.8666666666666667,0.16666666666666666,13,15,0.75,0.13333333333333333,6,8,60,30,0.75,0.13333333333333333,3,4
