rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,23,0.4339622641509434,-18.739182,12.550818000000003,17,6,-6.83918,-11.650002,-0.25000000000000006,10,9,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,21,0.39622641509433965,-18.759181999999996,12.530818000000007,16,5,-6.83918,-11.670002,-0.25000000000000006,10,7,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,19,0.3584905660377358,-20.089182,11.200818000000002,14,5,-7.43918,-11.670002,-0.98,9,7,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,18,0.33962264150943394,-21.169182,10.120818000000003,14,4,-7.819179999999999,-13.100002,-0.25000000000000006,9,5,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=75,19,0.3584905660377358,-22.179181999999997,9.110818000000005,15,4,-5.91918,-16.010002,-0.25000000000000006,9,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=180,20,0.37735849056603776,-22.46918,8.820820000000001,15,5,-6.83918,-15.379999999999999,-0.25000000000000006,10,6,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=75,16,0.3018867924528302,-22.699180000000002,8.59082,13,3,-5.64918,-16.080000000000002,-0.97,7,6,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=0,18,0.33962264150943394,-22.789179999999998,8.500820000000004,13,5,-7.169180000000001,-14.650000000000002,-0.97,7,8,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,13,0.24528301886792453,-22.839182,8.450818000000002,9,4,-10.649180000000001,-10.440002,-1.7499999999999998,5,6,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-23.080000000000002,8.21,5,1,-8.450000000000001,-11.350000000000001,-3.2800000000000002,2,4,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND entry_to_exit_loss_cents>=20,8,0.1509433962264151,-23.580002,7.709998000000002,6,2,-8.340000000000002,-11.960002,-3.2800000000000002,3,5,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,5,0.09433962264150944,-24.060002,7.229998000000002,5,0,-9.75,-11.030002,-3.2800000000000002,2,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=50,9,0.16981132075471697,-24.26,7.030000000000001,8,1,-5.8500000000000005,-16.63,-1.78,5,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-24.28,7.010000000000002,7,0,-5.8500000000000005,-16.65,-1.78,5,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=75,14,0.2641509433962264,-24.509182,6.780818000000004,11,3,-7.499180000000001,-16.030002,-0.98,7,4,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND position_seconds<=45,26,0.49056603773584906,-24.599999999999994,6.690000000000008,18,8,-6.04,-15.65,-2.9099999999999997,16,3,7,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-24.88,6.410000000000004,8,2,-7.43,-15.669999999999998,-1.78,7,1,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=500,8,0.1509433962264151,-24.939999999999998,6.350000000000005,7,1,-9.739999999999998,-14.95,-0.25000000000000006,2,2,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-25.06,6.230000000000004,4,2,-8.450000000000001,-13.329999999999998,-3.2800000000000002,2,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=500,15,0.2830188679245283,-25.089182,6.200818000000002,10,5,-8.45918,-13.350002,-3.2800000000000002,8,7,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.26,6.030000000000001,8,2,-6.85,-16.63,-1.78,6,2,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-25.500000000000004,5.789999999999999,7,3,-9.57,-13.420000000000002,-2.51,2,7,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=90,5,0.09433962264150944,-25.530002,5.759998000000003,4,1,-11.36,-10.890002000000003,-3.2800000000000002,0,5,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND entry_to_exit_loss_cents>=10,6,0.11320754716981132,-25.670000000000005,5.619999999999997,5,1,-6.510000000000001,-16.65,-2.51,5,0,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-25.810000000000002,5.48,3,0,-11.36,-11.170000000000002,-3.2800000000000002,0,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=50,7,0.1320754716981132,-26.01,5.280000000000001,6,1,-6.83,-16.63,-2.55,4,2,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=4,5,0.09433962264150944,-26.03,5.260000000000002,5,0,-6.83,-16.65,-2.55,4,0,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-26.06,5.230000000000004,6,1,-8.610000000000001,-15.669999999999998,-1.78,4,1,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=100,4,0.07547169811320754,-26.250002000000002,5.039998000000001,3,1,-10.559999999999999,-12.410001999999999,-3.2800000000000002,1,3,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-26.26,5.030000000000001,5,0,-7.83,-16.65,-1.78,3,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=100,8,0.1509433962264151,-26.34,4.950000000000003,7,1,-7.48,-15.579999999999998,-3.2800000000000002,5,3,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_sigma_t_dollars>=75,7,0.1320754716981132,-26.429182,4.860818000000002,6,1,-8.019179999999999,-15.850002,-2.5600000000000005,4,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-26.430000000000003,4.859999999999999,6,0,-7.48,-15.669999999999998,-3.2800000000000002,5,1,0,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=300 AND entry_to_exit_loss_cents>=20,13,0.24528301886792453,-26.430001999999998,4.8599980000000045,7,6,-10.330000000000002,-12.820002,-3.2800000000000002,5,8,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=0,11,0.20754716981132076,-26.500000000000004,4.789999999999999,7,4,-8.09,-16.63,-1.78,7,2,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=12,7,0.1320754716981132,-26.6,4.690000000000001,6,1,-8.170000000000002,-16.65,-1.78,5,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-26.63,4.660000000000004,6,2,-8.41,-15.669999999999998,-2.55,6,1,1,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=300,12,0.22641509433962265,-26.779182000000002,4.510818,8,4,-9.309180000000001,-14.190002,-3.2800000000000002,7,5,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=4,6,0.11320754716981132,-26.830000000000002,4.460000000000001,5,1,-8.610000000000001,-15.669999999999998,-2.55,4,1,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8,13,0.24528301886792453,-26.900000000000002,4.390000000000001,8,5,-8.490000000000002,-16.63,-1.78,9,2,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND position_seconds<=180,13,0.24528301886792453,-26.900000000000002,4.390000000000001,8,5,-8.490000000000002,-16.63,-1.78,9,2,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=180,9,0.16981132075471697,-26.909180000000003,4.38082,7,2,-8.47918,-16.65,-1.78,7,0,2,True,True
suppress_collapse_exit_if_exit_exit_bid_cents<=45 AND exit_sigma_t_dollars>=75,3,0.05660377358490566,-26.930000000000003,4.359999999999999,2,1,-11.36,-12.29,-3.2800000000000002,0,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND fair_minus_exit_bid_cents>=0,7,0.1320754716981132,-26.94,4.350000000000001,6,1,-8.08,-15.579999999999998,-3.2800000000000002,4,3,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=300,10,0.18867924528301888,-26.959182000000002,4.330818000000001,7,3,-8.31918,-15.360002,-3.2800000000000002,6,4,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=500,10,0.18867924528301888,-26.959182000000002,4.330818000000001,7,3,-8.31918,-15.360002,-3.2800000000000002,6,4,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.6,7,0.1320754716981132,-26.98,4.310000000000002,5,2,-8.03,-15.669999999999998,-3.2800000000000002,6,1,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND position_seconds<=45,22,0.41509433962264153,-27.009999999999994,4.280000000000008,15,7,-9.0,-15.65,-2.3600000000000003,13,3,6,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-27.01,4.280000000000001,6,2,-7.83,-16.63,-2.55,5,2,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-27.23,4.060000000000002,6,4,-8.09,-16.63,-2.51,7,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=10,6,0.11320754716981132,-27.240000000000002,4.050000000000001,5,1,-8.810000000000002,-16.65,-1.78,4,0,2,True,True
