lock_name,rule,kept,base,retention,wins,losses,accuracy,net_pnl_cents,net_delta_vs_base,diagnostic_only
kinetic_price_guard,blend>=0.50,55,107,0.514018691588785,37,18,0.6727272727272727,139.0,128.0,True
book_margin_early,touch_loss<=0.85,43,101,0.42574257425742573,31,12,0.7209302325581395,138.0,33.0,True
kinetic_combo_price_guard,book>=0.55,92,100,0.92,62,30,0.6739130434782609,137.0,-55.0,True
kinetic_guard,ask<=65,53,126,0.42063492063492064,34,19,0.6415094339622641,137.0,65.0,True
book_margin,book>=0.55,105,105,1.0,73,32,0.6952380952380952,135.0,0.0,True
book_margin,book>=0.60,105,105,1.0,73,32,0.6952380952380952,135.0,0.0,True
book_margin,signal_score>=0.55,105,105,1.0,73,32,0.6952380952380952,135.0,0.0,True
book_margin,signal_score>=0.60,105,105,1.0,73,32,0.6952380952380952,135.0,0.0,True
book_margin_gap015,adverse15<=0,56,89,0.6292134831460674,39,17,0.6964285714285714,134.0,25.0,True
book_margin_gap015,adverse15<=10,56,89,0.6292134831460674,39,17,0.6964285714285714,134.0,25.0,True
kinetic_combo_price_guard,blend>=0.55,32,100,0.32,23,9,0.71875,134.0,-58.0,True
impulse_reversal_book_margin_fade,ask<=70,56,58,0.9655172413793104,32,24,0.5714285714285714,132.0,49.0,True
logit_blend_edge10,fair_edge>=-10,75,75,1.0,48,27,0.64,131.0,0.0,True
logit_blend_edge10,ask<=70,59,75,0.7866666666666666,35,24,0.5932203389830508,124.0,-7.0,True
impulse_reversal_book_margin_fade,impulse<=60,57,58,0.9827586206896551,33,24,0.5789473684210527,123.0,40.0,True
logit_blend_thresh55_edge15,book>=0.65,51,69,0.7391304347826086,39,12,0.7647058823529411,121.0,164.0,True
book_margin_early,adverse15<=25,70,101,0.693069306930693,49,21,0.7,121.0,16.0,True
book_margin_gap015,touch_loss<=0.75,22,89,0.24719101123595505,17,5,0.7727272727272727,120.0,11.0,True
book_margin,adverse15<=25,73,105,0.6952380952380952,51,22,0.6986301369863014,119.0,-16.0,True
book_margin_early,blend>=0.55,28,101,0.27722772277227725,21,7,0.75,118.0,13.0,True
book_margin,blend>=0.55,28,105,0.26666666666666666,21,7,0.75,118.0,-17.0,True
