model,entry_policy,exit_policy,entry_edge_floor_cents,entry_ask_cap_cents,entry_min_p_side,entry_max_seconds_to_close,entry_min_seconds_to_close,train_markets,train_trades,train_coverage,train_pnl_dollars,train_cost_dollars,train_roi,train_fee_dollars,train_net_after_fees_dollars,train_net_roi_after_fees,train_net_after_fees_1c_entry_dollars,train_net_after_fees_1c_roundtrip_dollars,train_wins,train_losses,train_settled_count,train_exit_count,train_avg_entry_ask,train_avg_entry_edge,train_avg_entry_p_side,train_avg_entry_seconds_to_close,validation_markets,validation_trades,validation_coverage,validation_pnl_dollars,validation_cost_dollars,validation_roi,validation_fee_dollars,validation_net_after_fees_dollars,validation_net_roi_after_fees,validation_net_after_fees_1c_entry_dollars,validation_net_after_fees_1c_roundtrip_dollars,validation_wins,validation_losses,validation_settled_count,validation_exit_count,validation_avg_entry_ask,validation_avg_entry_edge,validation_avg_entry_p_side,validation_avg_entry_seconds_to_close,holdout_markets,holdout_trades,holdout_coverage,holdout_pnl_dollars,holdout_cost_dollars,holdout_roi,holdout_fee_dollars,holdout_net_after_fees_dollars,holdout_net_roi_after_fees,holdout_net_after_fees_1c_entry_dollars,holdout_net_after_fees_1c_roundtrip_dollars,holdout_wins,holdout_losses,holdout_settled_count,holdout_exit_count,holdout_avg_entry_ask,holdout_avg_entry_edge,holdout_avg_entry_p_side,holdout_avg_entry_seconds_to_close,all_markets,all_trades,all_coverage,all_pnl_dollars,all_cost_dollars,all_roi,all_fee_dollars,all_net_after_fees_dollars,all_net_roi_after_fees,all_net_after_fees_1c_entry_dollars,all_net_after_fees_1c_roundtrip_dollars,all_wins,all_losses,all_settled_count,all_exit_count,all_avg_entry_ask,all_avg_entry_edge,all_avg_entry_p_side,all_avg_entry_seconds_to_close,min_split_coverage,min_split_pnl_dollars,min_split_net_after_fees_dollars,min_split_net_after_fees_1c_roundtrip_dollars,all_splits_positive,all_splits_net_after_fees_positive,all_splits_net_after_fees_1c_roundtrip_positive,eligible_80,veto_policy,veto_low,veto_high,min_split_net_after_fees_1c_entry_dollars,all_splits_1c_entry_positive,positive_1c_days,total_days,worst_1c_day_cents,block10_positive,block10_worst_cents,block20_positive,block20_worst_cents
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,prob51,-2.0,100.0,0.64,600.0,60.0,223,190,0.852017937219731,15.84,303.76,0.05214643139320516,6.4,9.44,0.031077166183829337,5.64,4.699999999999999,158,32,143,47,79.93684210526315,3.4501982325683733,0.8338704033783152,462.24192631578956,74,62,0.8378378378378378,3.9,98.46,0.039609993906154786,2.21,1.69,0.017164330692667075,0.44999999999999996,0.10999999999999993,48,14,45,17,79.40322580645162,2.9033626403513875,0.8230658844680301,535.1465161290322,75,62,0.8266666666666667,-1.12,102.1,-0.010969637610186093,2.15,-3.27,-0.03202742409402547,-4.51,-4.89,48,14,43,19,82.33870967741936,1.7201743532000835,0.8405888403061943,440.4679838709677,372,314,0.8440860215053764,18.62,504.32,0.03692100253807107,10.76,7.860000000000001,0.015585342639593911,1.580000000000001,-0.07999999999999896,254,60,231,83,80.30573248407643,3.0006272541024908,0.8330635973817894,472.33778662420383,0.8266666666666667,-1.12,-3.27,-4.89,False,False,False,True,block_first_edge_10_25,10.0,25.0,-4.51,False,3,5,-164.0,6,-415.0,9,-401.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,prob52,-2.0,100.0,0.64,600.0,60.0,223,190,0.852017937219731,17.22,303.76,0.05668949170397682,6.42,10.799999999999999,0.0355543850408217,6.999999999999999,6.059999999999999,158,32,143,47,79.93684210526315,3.4501982325683733,0.8338704033783152,462.24192631578956,74,62,0.8378378378378378,4.1,98.46,0.041641275644931953,2.21,1.8899999999999997,0.01919561243144424,0.6499999999999997,0.30999999999999966,48,14,45,17,79.40322580645162,2.9033626403513875,0.8230658844680301,535.1465161290322,75,62,0.8266666666666667,0.42,102.1,0.004113614103819784,2.18,-1.7600000000000002,-0.017238001958863863,-3.0,-3.38,48,14,43,19,82.33870967741936,1.7201743532000835,0.8405888403061943,440.4679838709677,372,314,0.8440860215053764,21.74,504.32,0.043107550761421316,10.81,10.929999999999998,0.021672747461928932,4.649999999999998,2.9899999999999975,254,60,231,83,80.30573248407643,3.0006272541024908,0.8330635973817894,472.33778662420383,0.8266666666666667,0.42,-1.7600000000000002,-3.38,True,False,False,True,block_first_edge_10_25,10.0,25.0,-3.0,False,3,5,-95.0,7,-369.0,10,-297.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,prob53,-2.0,100.0,0.64,600.0,60.0,223,190,0.852017937219731,16.6,303.76,0.054648406636818546,6.46,10.14,0.033381617066104825,6.340000000000001,5.380000000000001,158,32,142,48,79.93684210526315,3.4501982325683733,0.8338704033783152,462.24192631578956,74,62,0.8378378378378378,4.1,98.46,0.041641275644931953,2.21,1.8899999999999997,0.01919561243144424,0.6499999999999997,0.30999999999999966,48,14,45,17,79.40322580645162,2.9033626403513875,0.8230658844680301,535.1465161290322,75,62,0.8266666666666667,0.82,102.1,0.00803134182174339,2.18,-1.3600000000000003,-0.013320274240940259,-2.6000000000000005,-2.9800000000000004,48,14,43,19,82.33870967741936,1.7201743532000835,0.8405888403061943,440.4679838709677,372,314,0.8440860215053764,21.52,504.32,0.042671319796954314,10.85,10.67,0.021157201776649745,4.39,2.71,254,60,230,84,80.30573248407643,3.0006272541024908,0.8330635973817894,472.33778662420383,0.8266666666666667,0.82,-1.3600000000000003,-2.9800000000000004,True,False,False,True,block_first_edge_10_25,10.0,25.0,-2.6000000000000005,False,3,5,-95.0,7,-369.0,10,-297.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,prob54,-2.0,100.0,0.64,600.0,60.0,223,190,0.852017937219731,16.8,303.76,0.05530682117461154,6.46,10.34,0.03404003160389781,6.54,5.58,158,32,142,48,79.93684210526315,3.4501982325683733,0.8338704033783152,462.24192631578956,74,62,0.8378378378378378,4.26,98.46,0.043266301035953685,2.21,2.05,0.020820637822465977,0.8099999999999998,0.4699999999999998,48,14,45,17,79.40322580645162,2.9033626403513875,0.8230658844680301,535.1465161290322,75,62,0.8266666666666667,1.46,102.1,0.014299706170421157,2.18,-0.7200000000000002,-0.00705190989226249,-1.9600000000000002,-2.3400000000000003,48,14,43,19,82.33870967741936,1.7201743532000835,0.8405888403061943,440.4679838709677,372,314,0.8440860215053764,22.52,504.32,0.044654187817258884,10.85,11.67,0.023140069796954314,5.39,3.71,254,60,230,84,80.30573248407643,3.0006272541024908,0.8330635973817894,472.33778662420383,0.8266666666666667,1.46,-0.7200000000000002,-2.3400000000000003,True,False,False,True,block_first_edge_10_25,10.0,25.0,-1.9600000000000002,False,3,5,-95.0,7,-351.0,10,-297.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,take8_or_prob52,-2.0,100.0,0.64,600.0,60.0,223,190,0.852017937219731,9.06,303.76,0.029826178562022652,8.16,0.9000000000000004,0.0029628654200684764,-2.8999999999999995,-5.879999999999999,158,32,41,149,79.93684210526315,3.4501982325683733,0.8338704033783152,462.24192631578956,74,62,0.8378378378378378,1.64,98.46,0.01665651025797278,2.81,-1.1700000000000002,-0.011882998171846437,-2.41,-3.45,48,14,10,52,79.40322580645162,2.9033626403513875,0.8230658844680301,535.1465161290322,75,62,0.8266666666666667,-0.84,102.1,-0.008227228207639568,2.52,-3.36,-0.03290891283055827,-4.6,-5.4799999999999995,48,14,18,44,82.33870967741936,1.7201743532000835,0.8405888403061943,440.4679838709677,372,314,0.8440860215053764,9.86,504.32,0.019551078680203046,13.49,-3.630000000000001,-0.007197810913705586,-9.91,-14.81,254,60,69,245,80.30573248407643,3.0006272541024908,0.8330635973817894,472.33778662420383,0.8266666666666667,-0.84,-3.36,-5.879999999999999,False,False,False,True,block_first_edge_10_25,10.0,25.0,-4.6,False,1,5,-502.0,3,-388.0,6,-345.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,take10_or_prob52,-2.0,100.0,0.64,600.0,60.0,223,190,0.852017937219731,12.32,303.76,0.04055833552804846,7.93,4.390000000000001,0.01445219910455623,0.5900000000000007,-2.229999999999999,158,32,49,141,79.93684210526315,3.4501982325683733,0.8338704033783152,462.24192631578956,74,62,0.8378378378378378,1.3,98.46,0.013203331302051596,2.75,-1.45,-0.014726792606134471,-2.69,-3.71,48,14,11,51,79.40322580645162,2.9033626403513875,0.8230658844680301,535.1465161290322,75,62,0.8266666666666667,-1.62,102.1,-0.0158667972575906,2.53,-4.15,-0.0406464250734574,-5.390000000000001,-6.250000000000001,48,14,19,43,82.33870967741936,1.7201743532000835,0.8405888403061943,440.4679838709677,372,314,0.8440860215053764,12.0,504.32,0.023794416243654824,13.21,-1.2100000000000009,-0.0023992703045685295,-7.490000000000001,-12.190000000000001,254,60,79,235,80.30573248407643,3.0006272541024908,0.8330635973817894,472.33778662420383,0.8266666666666667,-1.62,-4.15,-6.250000000000001,False,False,False,True,block_first_edge_10_25,10.0,25.0,-5.390000000000001,False,1,5,-450.0,3,-430.0,9,-312.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,take12_or_prob52,-2.0,100.0,0.64,600.0,60.0,223,190,0.852017937219731,15.22,303.76,0.050105346326046886,7.71,7.510000000000001,0.024723465894126946,3.710000000000001,1.1100000000000008,158,32,60,130,79.93684210526315,3.4501982325683733,0.8338704033783152,462.24192631578956,74,62,0.8378378378378378,2.58,98.46,0.026203534430225474,2.69,-0.10999999999999988,-0.0011172049563274414,-1.3499999999999999,-2.3099999999999996,48,14,14,48,79.40322580645162,2.9033626403513875,0.8230658844680301,535.1465161290322,75,62,0.8266666666666667,-0.8,102.1,-0.007835455435847209,2.46,-3.26,-0.031929480901077376,-4.5,-5.28,48,14,23,39,82.33870967741936,1.7201743532000835,0.8405888403061943,440.4679838709677,372,314,0.8440860215053764,17.0,504.32,0.033708756345177664,12.86,4.140000000000001,0.008209073604060915,-2.1399999999999997,-6.4799999999999995,254,60,97,217,80.30573248407643,3.0006272541024908,0.8330635973817894,472.33778662420383,0.8266666666666667,-0.8,-3.26,-5.28,False,False,False,True,block_first_edge_10_25,10.0,25.0,-4.5,False,2,5,-334.0,3,-397.0,9,-268.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,hold,-2.0,100.0,0.64,600.0,60.0,223,198,0.8878923766816144,11.72,314.28,0.037291587119765816,5.01,6.710000000000001,0.021350388188876166,2.750000000000001,2.750000000000001,163,35,198,0,79.36363636363636,3.8666864635129223,0.8323032282714928,460.47518181818185,74,67,0.9054054054054054,-4.24,104.24,-0.04067536454336148,1.81,-6.050000000000001,-0.05803914044512664,-7.390000000000001,-7.390000000000001,50,17,67,0,77.7910447761194,3.8589396533826865,0.8164998442950209,534.6497014925372,75,65,0.8666666666666667,-6.22,106.22,-0.05855771041235172,1.55,-7.77,-0.07315006590096026,-9.07,-9.07,50,15,65,0,81.70769230769231,2.135808589014392,0.8384350089670671,438.16146153846154,372,330,0.8870967741935484,1.26,524.74,0.002401189160346076,8.37,-7.109999999999999,-0.01354956740481,-13.709999999999999,-13.709999999999999,263,67,330,0,79.5060606060606,3.524183135873134,0.8303024374193374,471.1397303030303,0.8666666666666667,-6.22,-7.77,-9.07,False,False,False,True,block_first_edge_12_20,12.0,20.0,-9.07,False,1,5,-527.0,4,-604.0,10,-579.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,prob49,-2.0,100.0,0.64,600.0,60.0,223,198,0.8878923766816144,13.58,314.28,0.04320987654320988,6.75,6.83,0.021732213312969328,2.87,1.85,163,35,147,51,79.36363636363636,3.8666864635129223,0.8323032282714928,460.47518181818185,74,67,0.9054054054054054,4.34,104.24,0.041634689178818116,2.51,1.83,0.017555640828856488,0.49,0.08999999999999997,50,17,47,20,77.7910447761194,3.8589396533826865,0.8164998442950209,534.6497014925372,75,65,0.8666666666666667,-1.32,106.22,-0.012427038222556959,2.28,-3.5999999999999996,-0.03389192242515533,-4.8999999999999995,-5.3,50,15,45,20,81.70769230769231,2.135808589014392,0.8384350089670671,438.16146153846154,372,330,0.8870967741935484,16.6,524.74,0.03163471433471815,11.54,5.060000000000002,0.009642870755040596,-1.5399999999999974,-3.3599999999999977,263,67,239,91,79.5060606060606,3.524183135873134,0.8303024374193374,471.1397303030303,0.8666666666666667,-1.32,-3.5999999999999996,-5.3,False,False,False,True,block_first_edge_12_20,12.0,20.0,-4.8999999999999995,False,3,5,-347.0,4,-436.0,8,-410.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,prob50,-2.0,100.0,0.64,600.0,60.0,223,198,0.8878923766816144,14.08,314.28,0.04480081456026474,6.75,7.33,0.023323151330024185,3.37,2.35,163,35,147,51,79.36363636363636,3.8666864635129223,0.8323032282714928,460.47518181818185,74,67,0.9054054054054054,4.68,104.24,0.044896392939370686,2.52,2.1599999999999997,0.02072141212586339,0.8199999999999996,0.4199999999999996,50,17,47,20,77.7910447761194,3.8589396533826865,0.8164998442950209,534.6497014925372,75,65,0.8666666666666667,-0.98,106.22,-0.009226134437958953,2.28,-3.26,-0.030691018640557333,-4.56,-4.96,50,15,45,20,81.70769230769231,2.135808589014392,0.8384350089670671,438.16146153846154,372,330,0.8870967741935484,17.78,524.74,0.03388344704043907,11.55,6.23,0.011872546403933378,-0.3699999999999992,-2.1899999999999995,263,67,239,91,79.5060606060606,3.524183135873134,0.8303024374193374,471.1397303030303,0.8666666666666667,-0.98,-3.26,-4.96,False,False,False,True,block_first_edge_12_20,12.0,20.0,-4.56,False,3,5,-297.0,4,-436.0,8,-410.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,prob51,-2.0,100.0,0.64,600.0,60.0,223,198,0.8878923766816144,13.36,314.28,0.04250986381570574,6.85,6.51,0.02071401298205422,2.55,1.4899999999999998,163,35,145,53,79.36363636363636,3.8666864635129223,0.8323032282714928,460.47518181818185,74,67,0.9054054054054054,4.74,104.24,0.04547198772064467,2.52,2.22,0.02129700690713738,0.8800000000000001,0.4800000000000001,50,17,47,20,77.7910447761194,3.8589396533826865,0.8164998442950209,534.6497014925372,75,65,0.8666666666666667,-0.58,106.22,-0.00546036527960836,2.29,-2.87,-0.027019393711165508,-4.17,-4.57,50,15,45,20,81.70769230769231,2.135808589014392,0.8384350089670671,438.16146153846154,372,330,0.8870967741935484,17.52,524.74,0.033387963562907345,11.66,5.859999999999999,0.011167435301292068,-0.7400000000000002,-2.6000000000000005,263,67,237,93,79.5060606060606,3.524183135873134,0.8303024374193374,471.1397303030303,0.8666666666666667,-0.58,-2.87,-4.57,False,False,False,True,block_first_edge_12_20,12.0,20.0,-4.17,False,3,5,-164.0,4,-357.0,8,-371.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,prob52,-2.0,100.0,0.64,600.0,60.0,223,198,0.8878923766816144,15.62,314.28,0.04970090365279369,6.89,8.73,0.027777777777777783,4.7700000000000005,3.7100000000000004,163,35,145,53,79.36363636363636,3.8666864635129223,0.8323032282714928,460.47518181818185,74,67,0.9054054054054054,4.94,104.24,0.04739063699155795,2.52,2.4200000000000004,0.02321565617805066,1.0800000000000003,0.6800000000000003,50,17,47,20,77.7910447761194,3.8589396533826865,0.8164998442950209,534.6497014925372,75,65,0.8666666666666667,0.96,106.22,0.009037845980041424,2.32,-1.3599999999999999,-0.012803615138392016,-2.66,-3.06,50,15,45,20,81.70769230769231,2.135808589014392,0.8384350089670671,438.16146153846154,372,330,0.8870967741935484,21.52,524.74,0.04101078629416473,11.73,9.79,0.018656858634752447,3.1899999999999995,1.3299999999999994,263,67,237,93,79.5060606060606,3.524183135873134,0.8303024374193374,471.1397303030303,0.8666666666666667,0.96,-1.3599999999999999,-3.06,True,False,False,True,block_first_edge_12_20,12.0,20.0,-2.66,False,3,5,-95.0,5,-345.0,9,-369.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,prob53,-2.0,100.0,0.64,600.0,60.0,223,198,0.8878923766816144,15.12,314.28,0.048109965635738834,6.93,8.19,0.026059564719358535,4.2299999999999995,3.1499999999999995,163,35,144,54,79.36363636363636,3.8666864635129223,0.8323032282714928,460.47518181818185,74,67,0.9054054054054054,4.94,104.24,0.04739063699155795,2.52,2.4200000000000004,0.02321565617805066,1.0800000000000003,0.6800000000000003,50,17,47,20,77.7910447761194,3.8589396533826865,0.8164998442950209,534.6497014925372,75,65,0.8666666666666667,1.36,106.22,0.012803615138392017,2.32,-0.9599999999999997,-0.00903784598004142,-2.26,-2.6599999999999997,50,15,45,20,81.70769230769231,2.135808589014392,0.8384350089670671,438.16146153846154,372,330,0.8870967741935484,21.42,524.74,0.0408202157258833,11.77,9.650000000000002,0.018390059839158444,3.0500000000000025,1.1700000000000026,263,67,236,94,79.5060606060606,3.524183135873134,0.8303024374193374,471.1397303030303,0.8666666666666667,1.36,-0.9599999999999997,-2.6599999999999997,True,False,False,True,block_first_edge_12_20,12.0,20.0,-2.26,False,3,5,-95.0,5,-345.0,9,-369.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,prob54,-2.0,100.0,0.64,600.0,60.0,223,198,0.8878923766816144,16.02,314.28,0.05097365406643758,6.93,9.09,0.028923253150057275,5.13,4.05,163,35,144,54,79.36363636363636,3.8666864635129223,0.8323032282714928,460.47518181818185,74,67,0.9054054054054054,5.1,104.24,0.048925556408288565,2.52,2.5799999999999996,0.024750575594781273,1.2399999999999995,0.8399999999999995,50,17,47,20,77.7910447761194,3.8589396533826865,0.8164998442950209,534.6497014925372,75,65,0.8666666666666667,2.0,106.22,0.018828845791752966,2.32,-0.31999999999999984,-0.003012615326680473,-1.6199999999999999,-2.02,50,15,45,20,81.70769230769231,2.135808589014392,0.8384350089670671,438.16146153846154,372,330,0.8870967741935484,23.12,524.74,0.04405991538666768,11.77,11.350000000000001,0.021629759499942832,4.750000000000002,2.870000000000002,263,67,236,94,79.5060606060606,3.524183135873134,0.8303024374193374,471.1397303030303,0.8666666666666667,2.0,-0.31999999999999984,-2.02,True,False,False,True,block_first_edge_12_20,12.0,20.0,-1.6199999999999999,False,3,5,-95.0,5,-299.0,9,-323.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,take8_or_prob52,-2.0,100.0,0.64,600.0,60.0,223,198,0.8878923766816144,6.84,314.28,0.021764032073310426,8.68,-1.8399999999999999,-0.0058546519027618685,-5.8,-8.94,163,35,41,157,79.36363636363636,3.8666864635129223,0.8323032282714928,460.47518181818185,74,67,0.9054054054054054,1.5,104.24,0.014389869531849578,3.18,-1.6800000000000002,-0.01611665387567153,-3.0200000000000005,-4.16,50,17,10,57,77.7910447761194,3.8589396533826865,0.8164998442950209,534.6497014925372,75,65,0.8666666666666667,-0.16,106.22,-0.0015063076633402373,2.69,-2.85,-0.026831105253247976,-4.15,-5.09,50,15,18,47,81.70769230769231,2.135808589014392,0.8384350089670671,438.16146153846154,372,330,0.8870967741935484,8.18,524.74,0.01558867248542135,14.55,-6.370000000000001,-0.012139345199527387,-12.97,-18.19,263,67,69,261,79.5060606060606,3.524183135873134,0.8303024374193374,471.1397303030303,0.8666666666666667,-0.16,-2.85,-8.94,False,False,False,True,block_first_edge_12_20,12.0,20.0,-5.8,False,0,5,-502.0,2,-359.0,7,-315.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,take10_or_prob52,-2.0,100.0,0.64,600.0,60.0,223,198,0.8878923766816144,10.12,314.28,0.03220058546519028,8.45,1.67,0.005313732976963218,-2.29,-5.27,163,35,49,149,79.36363636363636,3.8666864635129223,0.8323032282714928,460.47518181818185,74,67,0.9054054054054054,1.28,104.24,0.012279355333844975,3.12,-1.84,-0.01765157329240215,-3.18,-4.300000000000001,50,17,11,56,77.7910447761194,3.8589396533826865,0.8164998442950209,534.6497014925372,75,65,0.8666666666666667,-1.7,106.22,-0.01600451892299002,2.71,-4.41,-0.04151760497081529,-5.71,-6.63,50,15,19,46,81.70769230769231,2.135808589014392,0.8384350089670671,438.16146153846154,372,330,0.8870967741935484,9.7,524.74,0.018485345123299156,14.28,-4.58,-0.008728132027289705,-11.18,-16.2,263,67,79,251,79.5060606060606,3.524183135873134,0.8303024374193374,471.1397303030303,0.8666666666666667,-1.7,-4.41,-6.63,False,False,False,True,block_first_edge_12_20,12.0,20.0,-5.71,False,1,5,-484.0,3,-476.0,7,-321.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc60-600,take12_or_prob52,-2.0,100.0,0.64,600.0,60.0,223,198,0.8878923766816144,13.08,314.28,0.041618938526155023,8.22,4.859999999999999,0.015463917525773195,0.8999999999999995,-1.8600000000000003,163,35,60,138,79.36363636363636,3.8666864635129223,0.8323032282714928,460.47518181818185,74,67,0.9054054054054054,2.56,104.24,0.02455871066768995,3.06,-0.5,-0.004796623177283193,-1.84,-2.9000000000000004,50,17,14,53,77.7910447761194,3.8589396533826865,0.8164998442950209,534.6497014925372,75,65,0.8666666666666667,-0.86,106.22,-0.008096403690453774,2.64,-3.5,-0.03295048013556769,-4.8,-5.64,50,15,23,42,81.70769230769231,2.135808589014392,0.8384350089670671,438.16146153846154,372,330,0.8870967741935484,14.78,524.74,0.028166329991996034,13.92,0.8599999999999994,0.0016389068872203366,-5.74,-10.4,263,67,97,233,79.5060606060606,3.524183135873134,0.8303024374193374,471.1397303030303,0.8666666666666667,-0.86,-3.5,-5.64,False,False,False,True,block_first_edge_12_20,12.0,20.0,-4.8,False,1,5,-366.0,3,-437.0,10,-303.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc120-600,hold,-2.0,100.0,0.64,600.0,120.0,223,190,0.852017937219731,14.44,301.56,0.04788433479241278,4.82,9.62,0.03190078259716143,5.819999999999999,5.819999999999999,158,32,190,0,79.3578947368421,3.6826172008220905,0.830405119376642,464.5487789473685,74,64,0.8648648648648649,-2.46,100.46,-0.024487358152498508,1.7,-4.16,-0.04140951622536333,-5.44,-5.44,49,15,64,0,78.484375,3.4998636075990817,0.8198423860759908,533.452921875,75,61,0.8133333333333334,-6.12,100.12,-0.06112664802237315,1.44,-7.5600000000000005,-0.07550938873351978,-8.780000000000001,-8.780000000000001,47,14,61,0,82.06557377049181,1.746293065047229,0.8381186683553903,445.8102786885246,372,315,0.8467741935483871,5.86,502.14,0.011670052176683795,7.96,-2.0999999999999996,-0.004182100609391803,-8.399999999999999,-8.399999999999999,254,61,315,0,79.70476190476191,3.270515606382283,0.8297527751114421,474.9196253968254,0.8133333333333334,-6.12,-7.5600000000000005,-8.780000000000001,False,False,False,True,block_first_edge_10_18,10.0,18.0,-8.780000000000001,False,1,5,-464.0,4,-531.0,7,-762.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc120-600,prob49,-2.0,100.0,0.64,600.0,120.0,223,190,0.852017937219731,16.22,301.56,0.05378697439978777,6.45,9.77,0.03239819604722111,5.97,5.029999999999999,158,32,143,47,79.3578947368421,3.6826172008220905,0.830405119376642,464.5487789473685,74,64,0.8648648648648649,4.34,100.46,0.04320127413896078,2.32,2.02,0.020107505474815848,0.74,0.38,49,15,46,18,78.484375,3.4998636075990817,0.8198423860759908,533.452921875,75,61,0.8133333333333334,-1.88,100.12,-0.018777467039552534,2.13,-4.01,-0.04005193767479025,-5.2299999999999995,-5.609999999999999,47,14,42,19,82.06557377049181,1.746293065047229,0.8381186683553903,445.8102786885246,372,315,0.8467741935483871,18.68,502.14,0.03720078065878042,10.9,7.779999999999999,0.015493687019556298,1.4799999999999995,-0.2000000000000004,254,61,231,84,79.70476190476191,3.270515606382283,0.8297527751114421,474.9196253968254,0.8133333333333334,-1.88,-4.01,-5.609999999999999,False,False,False,True,block_first_edge_10_18,10.0,18.0,-5.2299999999999995,False,3,5,-346.0,5,-494.0,9,-401.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc120-600,prob50,-2.0,100.0,0.64,600.0,120.0,223,190,0.852017937219731,16.72,301.56,0.05544501923332006,6.45,10.27,0.034056240880753416,6.47,5.529999999999999,158,32,143,47,79.3578947368421,3.6826172008220905,0.830405119376642,464.5487789473685,74,64,0.8648648648648649,4.68,100.46,0.04658570575353375,2.33,2.3499999999999996,0.02339239498307784,1.0699999999999996,0.7099999999999996,49,15,46,18,78.484375,3.4998636075990817,0.8198423860759908,533.452921875,75,61,0.8133333333333334,-1.54,100.12,-0.015381542149420694,2.13,-3.67,-0.03665601278465841,-4.89,-5.27,47,14,42,19,82.06557377049181,1.746293065047229,0.8381186683553903,445.8102786885246,372,315,0.8467741935483871,19.86,502.14,0.03955072290596248,10.91,8.95,0.01782371450193173,2.6499999999999995,0.9699999999999995,254,61,231,84,79.70476190476191,3.270515606382283,0.8297527751114421,474.9196253968254,0.8133333333333334,-1.54,-3.67,-5.27,False,False,False,True,block_first_edge_10_18,10.0,18.0,-4.89,False,3,5,-296.0,5,-494.0,9,-401.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc120-600,prob51,-2.0,100.0,0.64,600.0,120.0,223,190,0.852017937219731,16.0,301.56,0.05305743467303356,6.55,9.45,0.031337047353760444,5.6499999999999995,4.67,158,32,141,49,79.3578947368421,3.6826172008220905,0.830405119376642,464.5487789473685,74,64,0.8648648648648649,4.74,100.46,0.04718295839139957,2.33,2.41,0.02398964762094366,1.1300000000000001,0.7700000000000001,49,15,46,18,78.484375,3.4998636075990817,0.8198423860759908,533.452921875,75,61,0.8133333333333334,-1.14,100.12,-0.01138633639632441,2.14,-3.2800000000000002,-0.03276068717538953,-4.5,-4.88,47,14,42,19,82.06557377049181,1.746293065047229,0.8381186683553903,445.8102786885246,372,315,0.8467741935483871,19.6,502.14,0.039032939020990164,11.02,8.580000000000002,0.017086868204086513,2.280000000000002,0.560000000000002,254,61,229,86,79.70476190476191,3.270515606382283,0.8297527751114421,474.9196253968254,0.8133333333333334,-1.14,-3.2800000000000002,-4.88,False,False,False,True,block_first_edge_10_18,10.0,18.0,-4.5,False,3,5,-164.0,6,-415.0,10,-401.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc120-600,prob52,-2.0,100.0,0.64,600.0,120.0,223,190,0.852017937219731,17.38,301.56,0.0576336384135827,6.57,10.809999999999999,0.03584692930096829,7.009999999999999,6.029999999999999,158,32,141,49,79.3578947368421,3.6826172008220905,0.830405119376642,464.5487789473685,74,64,0.8648648648648649,4.94,100.46,0.04917380051761896,2.33,2.6100000000000003,0.025980489747163056,1.3300000000000003,0.9700000000000003,49,15,46,18,78.484375,3.4998636075990817,0.8198423860759908,533.452921875,75,61,0.8133333333333334,0.4,100.12,0.003995205753096285,2.17,-1.77,-0.01767878545745106,-2.99,-3.37,47,14,42,19,82.06557377049181,1.746293065047229,0.8381186683553903,445.8102786885246,372,315,0.8467741935483871,22.72,502.14,0.045246345640657985,11.07,11.649999999999999,0.023200700999721192,5.349999999999999,3.629999999999999,254,61,229,86,79.70476190476191,3.270515606382283,0.8297527751114421,474.9196253968254,0.8133333333333334,0.4,-1.77,-3.37,True,False,False,True,block_first_edge_10_18,10.0,18.0,-2.99,False,3,5,-94.0,7,-351.0,10,-297.0
