model,entry_policy,exit_policy,entry_edge_floor_cents,entry_ask_cap_cents,entry_min_p_side,entry_max_seconds_to_close,entry_min_seconds_to_close,train_markets,train_trades,train_coverage,train_pnl_dollars,train_cost_dollars,train_roi,train_fee_dollars,train_net_after_fees_dollars,train_net_roi_after_fees,train_net_after_fees_1c_entry_dollars,train_net_after_fees_1c_roundtrip_dollars,train_wins,train_losses,train_settled_count,train_exit_count,train_avg_entry_ask,train_avg_entry_edge,train_avg_entry_p_side,train_avg_entry_seconds_to_close,validation_markets,validation_trades,validation_coverage,validation_pnl_dollars,validation_cost_dollars,validation_roi,validation_fee_dollars,validation_net_after_fees_dollars,validation_net_roi_after_fees,validation_net_after_fees_1c_entry_dollars,validation_net_after_fees_1c_roundtrip_dollars,validation_wins,validation_losses,validation_settled_count,validation_exit_count,validation_avg_entry_ask,validation_avg_entry_edge,validation_avg_entry_p_side,validation_avg_entry_seconds_to_close,holdout_markets,holdout_trades,holdout_coverage,holdout_pnl_dollars,holdout_cost_dollars,holdout_roi,holdout_fee_dollars,holdout_net_after_fees_dollars,holdout_net_roi_after_fees,holdout_net_after_fees_1c_entry_dollars,holdout_net_after_fees_1c_roundtrip_dollars,holdout_wins,holdout_losses,holdout_settled_count,holdout_exit_count,holdout_avg_entry_ask,holdout_avg_entry_edge,holdout_avg_entry_p_side,holdout_avg_entry_seconds_to_close,all_markets,all_trades,all_coverage,all_pnl_dollars,all_cost_dollars,all_roi,all_fee_dollars,all_net_after_fees_dollars,all_net_roi_after_fees,all_net_after_fees_1c_entry_dollars,all_net_after_fees_1c_roundtrip_dollars,all_wins,all_losses,all_settled_count,all_exit_count,all_avg_entry_ask,all_avg_entry_edge,all_avg_entry_p_side,all_avg_entry_seconds_to_close,min_split_coverage,min_split_pnl_dollars,min_split_net_after_fees_dollars,min_split_net_after_fees_1c_roundtrip_dollars,all_splits_positive,all_splits_net_after_fees_positive,all_splits_net_after_fees_1c_roundtrip_positive,eligible_80,veto_policy,veto_low,veto_high,min_split_net_after_fees_1c_entry_dollars,all_splits_1c_entry_positive,positive_1c_days,total_days,worst_1c_day_cents,block10_positive,block10_worst_cents,block20_positive,block20_worst_cents
v38_long60_antipersist,edge-2_ask100_p0.64_stc0-570,hold,-2.0,100.0,0.64,570.0,0.0,223,194,0.8699551569506726,10.32,313.68,0.03289977046671767,4.59,5.73,0.018267023718439173,1.8500000000000005,1.8500000000000005,162,32,194,0,80.84536082474227,3.8602982886327792,0.8470565911337505,429.30751030927837,74,64,0.8648648648648649,-0.78,102.78,-0.007589025102159953,1.58,-2.3600000000000003,-0.022961665693714734,-3.6400000000000006,-3.6400000000000006,51,13,64,0,80.296875,4.366077938624299,0.846629529386243,494.853875,75,60,0.8,-4.02,100.02,-0.04019196160767846,1.34,-5.359999999999999,-0.05358928214357128,-6.56,-6.56,48,12,60,0,83.35,1.9748493943384682,0.8532484939433846,418.0231,372,318,0.8548387096774194,5.52,516.48,0.010687732342007433,7.51,-1.9900000000000002,-0.0038530049566294924,-8.350000000000001,-8.350000000000001,261,57,318,0,81.20754716981132,3.6063453450535303,0.8481389251486487,440.3700974842768,0.8,-4.02,-5.359999999999999,-6.56,False,False,False,True,block_first_edge_10_20,10.0,20.0,-6.56,False,2,5,-596.0,4,-586.0,12,-796.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc0-570,prob49,-2.0,100.0,0.64,570.0,0.0,223,194,0.8699551569506726,11.4,313.68,0.036342769701606735,6.21,5.19,0.016545524100994646,1.3100000000000005,0.37000000000000055,162,32,147,47,80.84536082474227,3.8602982886327792,0.8470565911337505,429.30751030927837,74,64,0.8648648648648649,4.32,102.78,0.04203152364273205,2.13,2.1900000000000004,0.021307647402218334,0.9100000000000004,0.5900000000000003,51,13,48,16,80.296875,4.366077938624299,0.846629529386243,494.853875,75,60,0.8,-0.82,100.02,-0.008198360327934412,1.97,-2.79,-0.027894421115776846,-3.99,-4.33,48,12,43,17,83.35,1.9748493943384682,0.8532484939433846,418.0231,372,318,0.8548387096774194,14.9,516.48,0.02884913258983891,10.31,4.59,0.008887081784386616,-1.7700000000000005,-3.3700000000000006,261,57,238,80,81.20754716981132,3.6063453450535303,0.8481389251486487,440.3700974842768,0.8,-0.82,-2.79,-4.33,False,False,False,True,block_first_edge_10_20,10.0,20.0,-3.99,False,3,5,-453.0,5,-552.0,11,-382.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc0-570,prob50,-2.0,100.0,0.64,570.0,0.0,223,194,0.8699551569506726,11.9,313.68,0.037936750828870186,6.21,5.69,0.018139505228258097,1.8100000000000005,0.8700000000000006,162,32,147,47,80.84536082474227,3.8602982886327792,0.8470565911337505,429.30751030927837,74,64,0.8648648648648649,4.66,102.78,0.04533956022572485,2.14,2.52,0.024518388791593695,1.24,0.9199999999999999,51,13,48,16,80.296875,4.366077938624299,0.846629529386243,494.853875,75,60,0.8,-0.48,100.02,-0.004799040191961607,1.97,-2.45,-0.024495100979804042,-3.6500000000000004,-3.99,48,12,43,17,83.35,1.9748493943384682,0.8532484939433846,418.0231,372,318,0.8548387096774194,16.08,516.48,0.031133828996282524,10.32,5.759999999999998,0.01115241635687732,-0.6000000000000023,-2.2000000000000024,261,57,238,80,81.20754716981132,3.6063453450535303,0.8481389251486487,440.3700974842768,0.8,-0.48,-2.45,-3.99,False,False,False,True,block_first_edge_10_20,10.0,20.0,-3.6500000000000004,False,3,5,-403.0,5,-552.0,11,-382.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc0-570,prob51,-2.0,100.0,0.64,570.0,0.0,223,194,0.8699551569506726,11.18,313.68,0.03564141800561081,6.31,4.87,0.015525376179546035,0.9900000000000002,0.010000000000000231,162,32,145,49,80.84536082474227,3.8602982886327792,0.8470565911337505,429.30751030927837,74,64,0.8648648648648649,4.72,102.78,0.04592333138742946,2.14,2.5799999999999996,0.025102159953298304,1.2999999999999996,0.9799999999999995,51,13,48,16,80.296875,4.366077938624299,0.846629529386243,494.853875,75,60,0.8,-0.48,100.02,-0.004799040191961607,1.97,-2.45,-0.024495100979804042,-3.6500000000000004,-3.99,48,12,43,17,83.35,1.9748493943384682,0.8532484939433846,418.0231,372,318,0.8548387096774194,15.42,516.48,0.029855947955390334,10.42,5.0,0.00968091697645601,-1.3600000000000003,-3.0,261,57,236,82,81.20754716981132,3.6063453450535303,0.8481389251486487,440.3700974842768,0.8,-0.48,-2.45,-3.99,False,False,False,True,block_first_edge_10_20,10.0,20.0,-3.6500000000000004,False,2,5,-265.0,5,-473.0,10,-376.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc0-570,prob52,-2.0,100.0,0.64,570.0,0.0,223,194,0.8699551569506726,12.48,313.68,0.03978576893649579,6.33,6.15,0.019605967865340475,2.2700000000000005,1.2900000000000005,162,32,145,49,80.84536082474227,3.8602982886327792,0.8470565911337505,429.30751030927837,74,64,0.8648648648648649,4.92,102.78,0.04786923525977817,2.14,2.78,0.02704806382564701,1.4999999999999998,1.1799999999999997,51,13,48,16,80.296875,4.366077938624299,0.846629529386243,494.853875,75,60,0.8,0.54,100.02,0.0053989202159568095,1.99,-1.45,-0.014497100579884023,-2.65,-2.9899999999999998,48,12,43,17,83.35,1.9748493943384682,0.8532484939433846,418.0231,372,318,0.8548387096774194,17.94,516.48,0.03473513011152417,10.46,7.48,0.014482651796778191,1.12,-0.5199999999999998,261,57,236,82,81.20754716981132,3.6063453450535303,0.8481389251486487,440.3700974842768,0.8,0.54,-1.45,-2.9899999999999998,True,False,False,True,block_first_edge_10_20,10.0,20.0,-2.65,False,3,5,-201.0,5,-409.0,12,-356.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc0-570,prob53,-2.0,100.0,0.64,570.0,0.0,223,194,0.8699551569506726,11.86,313.68,0.03780923233868911,6.37,5.489999999999999,0.017501912777352715,1.6099999999999994,0.6099999999999994,162,32,144,50,80.84536082474227,3.8602982886327792,0.8470565911337505,429.30751030927837,74,64,0.8648648648648649,4.92,102.78,0.04786923525977817,2.14,2.78,0.02704806382564701,1.4999999999999998,1.1799999999999997,51,13,48,16,80.296875,4.366077938624299,0.846629529386243,494.853875,75,60,0.8,0.94,100.02,0.009398120375924815,1.99,-1.05,-0.010497900419916018,-2.25,-2.59,48,12,43,17,83.35,1.9748493943384682,0.8532484939433846,418.0231,372,318,0.8548387096774194,17.72,516.48,0.034309169764560096,10.5,7.219999999999999,0.013979244114002476,0.8599999999999985,-0.8000000000000014,261,57,235,83,81.20754716981132,3.6063453450535303,0.8481389251486487,440.3700974842768,0.8,0.94,-1.05,-2.59,True,False,False,True,block_first_edge_10_20,10.0,20.0,-2.25,False,3,5,-201.0,5,-409.0,12,-356.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc0-570,prob54,-2.0,100.0,0.64,570.0,0.0,223,194,0.8699551569506726,12.98,313.68,0.04137975006375925,6.37,6.61,0.021072430502422853,2.7300000000000004,1.7300000000000004,162,32,144,50,80.84536082474227,3.8602982886327792,0.8470565911337505,429.30751030927837,74,64,0.8648648648648649,5.08,102.78,0.04942595835765713,2.14,2.94,0.028604786923525978,1.66,1.3399999999999999,51,13,48,16,80.296875,4.366077938624299,0.846629529386243,494.853875,75,60,0.8,1.58,100.02,0.015796840631873626,1.99,-0.4099999999999999,-0.004099180163967206,-1.6099999999999999,-1.95,48,12,43,17,83.35,1.9748493943384682,0.8532484939433846,418.0231,372,318,0.8548387096774194,19.64,516.48,0.03802664188351921,10.5,9.14,0.017696716232961585,2.7800000000000002,1.1200000000000003,261,57,235,83,81.20754716981132,3.6063453450535303,0.8481389251486487,440.3700974842768,0.8,1.58,-0.4099999999999999,-1.95,True,False,False,True,block_first_edge_10_20,10.0,20.0,-1.6099999999999999,False,4,5,-201.0,6,-409.0,12,-356.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc0-570,take8_or_prob52,-2.0,100.0,0.64,570.0,0.0,223,194,0.8699551569506726,5.96,313.68,0.01900025503698036,7.86,-1.9000000000000004,-0.006057128283601123,-5.78,-8.6,162,32,53,141,80.84536082474227,3.8602982886327792,0.8470565911337505,429.30751030927837,74,64,0.8648648648648649,3.06,102.78,0.0297723292469352,2.74,0.31999999999999984,0.003113446195757928,-0.9600000000000002,-2.0,51,13,12,52,80.296875,4.366077938624299,0.846629529386243,494.853875,75,60,0.8,-0.96,100.02,-0.009598080383923215,2.33,-3.29,-0.03289342131573685,-4.49,-5.3100000000000005,48,12,19,41,83.35,1.9748493943384682,0.8532484939433846,418.0231,372,318,0.8548387096774194,8.06,516.48,0.015605638166047089,12.93,-4.869999999999999,-0.009429213135068152,-11.23,-15.91,261,57,84,234,81.20754716981132,3.6063453450535303,0.8481389251486487,440.3700974842768,0.8,-0.96,-3.29,-8.6,False,False,False,True,block_first_edge_10_20,10.0,20.0,-5.78,False,1,5,-658.0,5,-456.0,8,-344.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc0-570,take10_or_prob52,-2.0,100.0,0.64,570.0,0.0,223,194,0.8699551569506726,7.14,313.68,0.02276205049732211,7.67,-0.5300000000000002,-0.0016896199948992611,-4.41,-7.050000000000001,162,32,62,132,80.84536082474227,3.8602982886327792,0.8470565911337505,429.30751030927837,74,64,0.8648648648648649,3.82,102.78,0.037166763961860284,2.67,1.15,0.011188947266005058,-0.13000000000000012,-1.11,51,13,15,49,80.296875,4.366077938624299,0.846629529386243,494.853875,75,60,0.8,-2.34,100.02,-0.023395320935812838,2.34,-4.68,-0.046790641871625675,-5.88,-6.68,48,12,20,40,83.35,1.9748493943384682,0.8532484939433846,418.0231,372,318,0.8548387096774194,8.62,516.48,0.016689900867410158,12.68,-4.0600000000000005,-0.00786090458488228,-10.420000000000002,-14.840000000000002,261,57,97,221,81.20754716981132,3.6063453450535303,0.8481389251486487,440.3700974842768,0.8,-2.34,-4.68,-7.050000000000001,False,False,False,True,block_first_edge_10_20,10.0,20.0,-5.88,False,2,5,-629.0,4,-498.0,8,-324.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc0-570,take12_or_prob52,-2.0,100.0,0.64,570.0,0.0,223,194,0.8699551569506726,9.2,313.68,0.029329252741647535,7.45,1.7499999999999991,0.005578933945422083,-2.130000000000001,-4.510000000000001,162,32,75,119,80.84536082474227,3.8602982886327792,0.8470565911337505,429.30751030927837,74,64,0.8648648648648649,4.2,102.78,0.040863981319322826,2.55,1.6500000000000004,0.016053706946876828,0.37000000000000033,-0.5499999999999997,51,13,18,46,80.296875,4.366077938624299,0.846629529386243,494.853875,75,60,0.8,-1.88,100.02,-0.01879624075184963,2.28,-4.16,-0.04159168166366727,-5.36,-6.08,48,12,24,36,83.35,1.9748493943384682,0.8532484939433846,418.0231,372,318,0.8548387096774194,11.52,516.48,0.022304832713754646,12.28,-0.7599999999999998,-0.001471499380421313,-7.12,-11.14,261,57,117,201,81.20754716981132,3.6063453450535303,0.8481389251486487,440.3700974842768,0.8,-1.88,-4.16,-6.08,False,False,False,True,block_first_edge_10_20,10.0,20.0,-5.36,False,3,5,-565.0,4,-461.0,8,-306.0
v38_long60_antipersist,edge-2_ask100_p0.64_stc0-570,hold,-2.0,100.0,0.64,570.0,0.0,223,193,0.8654708520179372,9.24,312.76,0.02954341987466428,4.55,4.69,0.014995523724261417,0.8300000000000005,0.8300000000000005,161,32,193,0,81.02590673575129,3.766852857023511,0.8479275959277481,429.9346632124352,74,63,0.8513513513513513,-1.9,101.9,-0.018645731108930322,1.54,-3.44,-0.03375858684985279,-4.7,-4.7,50,13,63,0,80.87301587301587,4.087574369195455,0.8496059024221132,496.59377777777775,75,60,0.8,-4.02,100.02,-0.04019196160767846,1.34,-5.359999999999999,-0.05358928214357128,-6.56,-6.56,48,12,60,0,83.35,1.9748493943384682,0.8532484939433846,418.0231,372,316,0.8494623655913979,3.32,514.68,0.00645061008782156,7.43,-4.109999999999999,-0.007985544415947773,-10.43,-10.43,259,57,316,0,81.4367088607595,3.4905403491302507,0.8492724920988974,440.96260759493674,0.8,-4.02,-5.359999999999999,-6.56,False,False,False,True,block_first_edge_10_22,10.0,22.0,-6.56,False,1,5,-596.0,4,-604.0,11,-807.0
