dataset,candidate,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask,median_seconds_to_close
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.5,impulse,<=120,6,4,2,0.6666666666666666,-52.0,-8.666666666666666,73.0,779.70901
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.5,impulse,<=40,109,73,36,0.6697247706422018,278.0,2.55045871559633,61.0,839.37476
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.5,impulse,<=80,49,33,16,0.673469387755102,93.0,1.8979591836734695,62.0,839.215199
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.5,impulse,>120,6,5,1,0.8333333333333334,1.0,0.16666666666666666,83.5,779.390142
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.5,over_margin,<=-20,57,39,18,0.6842105263157895,183.0,3.210526315789474,62.0,839.926839
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.5,over_margin,<=0,55,34,21,0.6181818181818182,-196.0,-3.5636363636363635,60.0,779.818659
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.5,over_margin,<=20,57,43,14,0.7543859649122807,537.0,9.421052631578947,62.0,839.322137
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.5,over_margin,<=40,35,21,14,0.6,-107.0,-3.057142857142857,60.0,839.37476
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.5,over_margin,>40,15,11,4,0.7333333333333333,105.0,7.0,62.0,839.169005
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,split,holdout,62,42,20,0.6774193548387096,117.0,1.8870967741935485,61.0,835.4025
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,split,train,182,122,60,0.6703296703296703,575.0,3.159340659340659,60.0,832.1305
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,split,validation,61,34,27,0.5573770491803278,-541.0,-8.868852459016393,60.0,830.941
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,side,no,151,99,52,0.6556291390728477,166.0,1.099337748344371,60.0,834.295
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,side,yes,154,99,55,0.6428571428571429,-15.0,-0.09740259740259741,60.0,832.3065
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,0,9,5,4,0.5555555555555556,-78.0,-8.666666666666666,61.0,828.716
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,1,8,5,3,0.625,-30.0,-3.75,62.5,838.75
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,10,12,10,2,0.8333333333333334,249.0,20.75,58.5,827.215
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,11,12,8,4,0.6666666666666666,-18.0,-1.5,66.0,838.07
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,12,12,10,2,0.8333333333333334,191.0,15.916666666666666,65.0,825.0095
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,13,12,7,5,0.5833333333333334,-85.0,-7.083333333333333,63.5,827.2049999999999
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,14,11,6,5,0.5454545454545454,-76.0,-6.909090909090909,58.0,835.072
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,15,12,6,6,0.5,-150.0,-12.5,57.5,829.9775
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,16,8,4,4,0.5,-123.0,-15.375,60.0,823.4615
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,17,12,8,4,0.6666666666666666,28.0,2.3333333333333335,62.5,830.98
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,18,12,11,1,0.9166666666666666,335.0,27.916666666666668,61.0,831.6725
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,19,12,8,4,0.6666666666666666,43.0,3.5833333333333335,61.0,854.6795
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,2,14,8,6,0.5714285714285714,-95.0,-6.785714285714286,61.0,830.184
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,20,12,10,2,0.8333333333333334,263.0,21.916666666666668,58.0,833.7764999999999
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,21,12,8,4,0.6666666666666666,32.0,2.6666666666666665,59.5,855.7909999999999
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,22,12,10,2,0.8333333333333334,182.0,15.166666666666666,62.5,828.1500000000001
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,23,12,9,3,0.75,134.0,11.166666666666666,60.0,828.5455
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,3,16,9,7,0.5625,-123.0,-7.6875,60.0,836.9555
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,4,16,10,6,0.625,-14.0,-0.875,58.5,799.4984999999999
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,5,16,9,7,0.5625,-81.0,-5.0625,59.0,853.374
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,6,16,14,2,0.875,339.0,21.1875,60.5,834.64
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,7,16,6,10,0.375,-433.0,-27.0625,62.5,835.049
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,8,16,10,6,0.625,-64.0,-4.0,61.0,829.933
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,9,15,7,8,0.4666666666666667,-275.0,-18.333333333333332,60.0,852.745
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,action,base_after_veto,305,198,107,0.6491803278688525,151.0,0.49508196721311476,60.0,833.013
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,impulse,<=0,94,62,32,0.6595744680851063,296.0,3.148936170212766,59.5,834.568
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,impulse,<=120,3,3,0,1.0,74.0,24.666666666666668,73.0,779.786
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,impulse,<=40,148,90,58,0.6081081081081081,-413.0,-2.7905405405405403,60.0,832.876
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,impulse,<=80,52,36,16,0.6923076923076923,158.0,3.0384615384615383,64.0,833.5350000000001
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,impulse,>120,8,7,1,0.875,36.0,4.5,84.5,812.8285000000001
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,over_margin,<=-20,77,53,24,0.6883116883116883,400.0,5.194805194805195,60.0,842.779
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,over_margin,<=0,77,48,29,0.6233766233766234,-144.0,-1.87012987012987,60.0,826.756
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,over_margin,<=20,87,54,33,0.6206896551724138,-204.0,-2.3448275862068964,60.0,830.224
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,over_margin,<=40,37,24,13,0.6486486486486487,61.0,1.6486486486486487,59.0,839.272
current,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,over_margin,>40,27,19,8,0.7037037037037037,38.0,1.4074074074074074,64.0,835.333
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,split,holdout,44,30,14,0.6818181818181818,71.0,1.6136363636363635,61.5,839.3180465
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,split,train,131,90,41,0.6870229007633588,473.0,3.6106870229007635,61.0,839.455578
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,split,validation,44,28,16,0.6363636363636364,12.0,0.2727272727272727,61.0,839.4476755000001
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,side,no,111,75,36,0.6756756756756757,305.0,2.7477477477477477,60.0,839.42217
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,side,yes,108,73,35,0.6759259259259259,251.0,2.324074074074074,62.0,839.3896425
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,0,7,5,2,0.7142857142857143,44.0,6.285714285714286,63.0,839.728686
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,1,8,5,3,0.625,-4.0,-0.5,61.0,779.8731680000001
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,10,10,9,1,0.9,218.0,21.8,64.5,809.27001
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,11,12,10,2,0.8333333333333334,211.0,17.583333333333332,61.0,839.4742715
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,12,12,10,2,0.8333333333333334,177.0,14.75,65.0,809.443867
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,13,12,6,6,0.5,-173.0,-14.416666666666666,61.0,779.6676625
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,14,12,7,5,0.5833333333333334,-76.0,-6.333333333333333,61.0,779.815492
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,15,12,6,6,0.5,-177.0,-14.75,60.5,749.4855170000001
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,16,9,7,2,0.7777777777777778,96.0,10.666666666666666,62.0,839.926839
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,17,8,5,3,0.625,-18.0,-2.25,61.5,839.2939295
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,18,8,5,3,0.625,-44.0,-5.5,64.5,809.5051605000001
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,19,8,5,3,0.625,-9.0,-1.125,61.5,866.5932165
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,2,8,4,4,0.5,-109.0,-13.625,61.0,809.4426735
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,20,8,4,4,0.5,-129.0,-16.125,63.5,839.8911395
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,21,8,7,1,0.875,176.0,22.0,61.0,861.9850974999999
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,22,8,7,1,0.875,205.0,25.625,59.5,839.3399015
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,23,8,7,1,0.875,194.0,24.25,60.5,848.6305904999999
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,3,8,3,5,0.375,-223.0,-27.875,63.5,839.3030785000001
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,4,10,7,3,0.7,41.0,4.1,60.5,809.5974575
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,5,12,9,3,0.75,142.0,11.833333333333334,59.5,848.5997995
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,6,8,5,3,0.625,-14.0,-1.75,61.0,839.4623205
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,7,8,4,4,0.5,-93.0,-11.625,58.5,839.5599119999999
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,8,7,3,4,0.42857142857142855,-151.0,-21.571428571428573,61.0,839.094062
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,hour,9,8,8,0,1.0,272.0,34.0,59.5,851.0466415000001
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,action,base_after_veto,219,148,71,0.6757990867579908,556.0,2.538812785388128,61.0,839.403719
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,impulse,<=0,51,35,16,0.6862745098039216,286.0,5.607843137254902,61.0,839.811894
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,impulse,<=120,5,4,1,0.8,21.0,4.2,75.0,779.913161
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,impulse,<=40,109,73,36,0.6697247706422018,278.0,2.55045871559633,61.0,839.37476
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,impulse,<=80,50,33,17,0.66,21.0,0.42,62.0,839.215025
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,impulse,>120,4,3,1,0.75,-50.0,-12.5,87.0,719.5691995
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,over_margin,<=-20,59,41,18,0.6949152542372882,267.0,4.52542372881356,62.0,839.893713
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,over_margin,<=0,56,34,22,0.6071428571428571,-268.0,-4.785714285714286,60.5,779.816124
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,over_margin,<=20,57,43,14,0.7543859649122807,537.0,9.421052631578947,62.0,839.322137
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,over_margin,<=40,34,21,13,0.6176470588235294,-34.0,-1.0,60.0,839.413671
v21,book55_margin_veto_signed_move_5m_abs80_over20_sig0.75,over_margin,>40,13,9,4,0.6923076923076923,54.0,4.153846153846154,61.0,839.169005
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,split,holdout,62,42,20,0.6774193548387096,134.0,2.161290322580645,61.0,836.7455
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,split,train,182,122,60,0.6703296703296703,565.0,3.1043956043956045,60.0,832.6505
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,split,validation,61,34,27,0.5573770491803278,-541.0,-8.868852459016393,60.0,830.941
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,side,no,151,99,52,0.6556291390728477,159.0,1.0529801324503312,60.0,835.718
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,side,yes,154,99,55,0.6428571428571429,-1.0,-0.006493506493506494,60.0,832.3065
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,0,9,5,4,0.5555555555555556,-78.0,-8.666666666666666,61.0,832.096
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,1,8,5,3,0.625,-30.0,-3.75,62.5,838.75
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,10,12,10,2,0.8333333333333334,249.0,20.75,58.5,827.215
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,11,12,8,4,0.6666666666666666,-18.0,-1.5,66.0,838.07
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,12,12,10,2,0.8333333333333334,193.0,16.083333333333332,65.0,825.0095
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,13,12,7,5,0.5833333333333334,-84.0,-7.0,63.5,827.2049999999999
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,14,11,6,5,0.5454545454545454,-89.0,-8.090909090909092,59.0,835.718
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,15,12,6,6,0.5,-150.0,-12.5,57.5,829.9775
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,16,8,4,4,0.5,-123.0,-15.375,60.0,823.4615
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,17,12,8,4,0.6666666666666666,28.0,2.3333333333333335,62.5,830.98
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,18,12,11,1,0.9166666666666666,335.0,27.916666666666668,61.0,831.6725
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,19,12,8,4,0.6666666666666666,43.0,3.5833333333333335,61.0,854.6795
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,2,14,8,6,0.5714285714285714,-95.0,-6.785714285714286,61.0,830.184
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,20,12,10,2,0.8333333333333334,263.0,21.916666666666668,58.0,833.7764999999999
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,21,12,8,4,0.6666666666666666,32.0,2.6666666666666665,59.5,855.7909999999999
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,22,12,10,2,0.8333333333333334,182.0,15.166666666666666,62.5,828.1500000000001
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,23,12,9,3,0.75,140.0,11.666666666666666,60.0,832.4365
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,3,16,9,7,0.5625,-119.0,-7.4375,60.0,836.9555
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,4,16,10,6,0.625,-14.0,-0.875,58.5,799.4984999999999
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,5,16,9,7,0.5625,-81.0,-5.0625,59.0,853.374
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,6,16,14,2,0.875,339.0,21.1875,60.5,834.64
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,7,16,6,10,0.375,-426.0,-26.625,61.0,836.4905
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,8,16,10,6,0.625,-64.0,-4.0,61.0,829.933
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,9,15,7,8,0.4666666666666667,-275.0,-18.333333333333332,60.0,852.745
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,action,base_after_veto,305,198,107,0.6491803278688525,158.0,0.5180327868852459,60.0,833.258
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,impulse,<=0,94,62,32,0.6595744680851063,296.0,3.148936170212766,59.5,834.568
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,impulse,<=120,5,4,1,0.8,51.0,10.2,69.0,827.654
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,impulse,<=40,146,89,57,0.6095890410958904,-394.0,-2.6986301369863015,60.0,833.8805
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,impulse,<=80,49,34,15,0.6938775510204082,159.0,3.2448979591836733,64.0,833.947
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,impulse,>120,11,9,2,0.8181818181818182,46.0,4.181818181818182,79.0,827.773
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,over_margin,<=-20,77,53,24,0.6883116883116883,400.0,5.194805194805195,60.0,842.779
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,over_margin,<=0,75,47,28,0.6266666666666667,-113.0,-1.5066666666666666,60.0,828.281
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,over_margin,<=20,85,52,33,0.611764705882353,-268.0,-3.152941176470588,60.0,830.36
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,over_margin,<=40,40,26,14,0.65,61.0,1.525,59.5,837.282
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,over_margin,>40,28,20,8,0.7142857142857143,78.0,2.7857142857142856,64.0,836.7729999999999
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,split,holdout,44,30,14,0.6818181818181818,71.0,1.6136363636363635,61.5,839.3180465
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,split,train,131,90,41,0.6870229007633588,460.0,3.5114503816793894,61.0,839.459543
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,split,validation,44,28,16,0.6363636363636364,12.0,0.2727272727272727,61.0,839.4476755000001
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,side,no,111,75,36,0.6756756756756757,314.0,2.828828828828829,61.0,839.452582
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,side,yes,108,73,35,0.6759259259259259,229.0,2.1203703703703702,62.0,839.3896425
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,0,7,5,2,0.7142857142857143,44.0,6.285714285714286,63.0,839.728686
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,1,8,5,3,0.625,-4.0,-0.5,61.0,779.8731680000001
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,10,10,9,1,0.9,218.0,21.8,64.5,809.27001
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,11,12,10,2,0.8333333333333334,211.0,17.583333333333332,61.0,839.4742715
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,12,12,10,2,0.8333333333333334,184.0,15.333333333333334,65.0,809.443867
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,13,12,6,6,0.5,-176.0,-14.666666666666666,61.5,809.496817
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,14,12,7,5,0.5833333333333334,-92.0,-7.666666666666667,62.0,831.0080195
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,15,12,6,6,0.5,-178.0,-14.833333333333334,60.5,779.484487
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,16,9,7,2,0.7777777777777778,96.0,10.666666666666666,62.0,839.926839
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,17,8,5,3,0.625,-18.0,-2.25,61.5,839.2939295
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,18,8,5,3,0.625,-44.0,-5.5,64.5,809.5051605000001
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,19,8,5,3,0.625,-9.0,-1.125,61.5,866.5932165
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,2,8,4,4,0.5,-109.0,-13.625,61.0,809.4426735
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,20,8,4,4,0.5,-129.0,-16.125,63.5,839.8911395
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,21,8,7,1,0.875,176.0,22.0,61.0,861.9850974999999
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,22,8,7,1,0.875,205.0,25.625,59.5,839.3399015
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,23,8,7,1,0.875,194.0,24.25,60.5,848.6305904999999
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,3,8,3,5,0.375,-223.0,-27.875,63.5,839.3030785000001
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,4,10,7,3,0.7,41.0,4.1,60.5,809.5974575
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,5,12,9,3,0.75,142.0,11.833333333333334,59.5,848.5997995
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,6,8,5,3,0.625,-14.0,-1.75,61.0,839.4623205
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,7,8,4,4,0.5,-93.0,-11.625,58.5,839.5599119999999
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,8,7,3,4,0.42857142857142855,-151.0,-21.571428571428573,61.0,839.094062
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,hour,9,8,8,0,1.0,272.0,34.0,59.5,851.0466415000001
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,action,base_after_veto,219,148,71,0.6757990867579908,543.0,2.4794520547945207,61.0,839.42217
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,impulse,<=0,49,33,16,0.673469387755102,202.0,4.122448979591836,61.0,839.926839
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,impulse,<=120,8,5,3,0.625,-81.0,-10.125,71.0,809.496817
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,impulse,<=40,108,73,35,0.6759259259259259,338.0,3.1296296296296298,61.0,839.375163
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,impulse,<=80,49,33,16,0.673469387755102,93.0,1.8979591836734695,62.0,839.215199
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,impulse,>120,5,4,1,0.8,-9.0,-1.8,82.0,779.581535
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,over_margin,<=-20,56,38,18,0.6785714285714286,173.0,3.0892857142857144,62.0,839.9345575
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,over_margin,<=0,54,34,20,0.6296296296296297,-136.0,-2.5185185185185186,60.5,808.4123075
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,over_margin,<=20,57,43,14,0.7543859649122807,537.0,9.421052631578947,62.0,839.322137
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,over_margin,<=40,37,22,15,0.5945945945945946,-136.0,-3.675675675675676,60.0,839.198163
v21,book55_margin_veto_signed_move_5m_abs80_over40_sig0.5,over_margin,>40,15,11,4,0.7333333333333333,105.0,7.0,62.0,839.169005
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,split,holdout,62,42,20,0.6774193548387096,124.0,2.0,61.0,836.029
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,split,train,182,122,60,0.6703296703296703,576.0,3.1648351648351647,60.0,832.1305
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,split,validation,61,34,27,0.5573770491803278,-541.0,-8.868852459016393,60.0,830.941
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,side,no,151,99,52,0.6556291390728477,173.0,1.1456953642384107,60.0,834.503
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,side,yes,154,99,55,0.6428571428571429,-14.0,-0.09090909090909091,60.0,832.3065
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,0,9,5,4,0.5555555555555556,-78.0,-8.666666666666666,61.0,832.096
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,1,8,5,3,0.625,-30.0,-3.75,62.5,838.75
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,10,12,10,2,0.8333333333333334,249.0,20.75,58.5,827.215
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,11,12,8,4,0.6666666666666666,-18.0,-1.5,66.0,838.07
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,12,12,10,2,0.8333333333333334,191.0,15.916666666666666,65.0,825.0095
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,13,12,7,5,0.5833333333333334,-84.0,-7.0,63.5,827.2049999999999
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,14,11,6,5,0.5454545454545454,-76.0,-6.909090909090909,58.0,835.072
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,15,12,6,6,0.5,-150.0,-12.5,57.5,829.9775
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,16,8,4,4,0.5,-123.0,-15.375,60.0,823.4615
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,17,12,8,4,0.6666666666666666,28.0,2.3333333333333335,62.5,830.98
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,18,12,11,1,0.9166666666666666,335.0,27.916666666666668,61.0,831.6725
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,19,12,8,4,0.6666666666666666,43.0,3.5833333333333335,61.0,854.6795
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,2,14,8,6,0.5714285714285714,-95.0,-6.785714285714286,61.0,830.184
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,20,12,10,2,0.8333333333333334,263.0,21.916666666666668,58.0,833.7764999999999
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,21,12,8,4,0.6666666666666666,32.0,2.6666666666666665,59.5,855.7909999999999
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,22,12,10,2,0.8333333333333334,182.0,15.166666666666666,62.5,828.1500000000001
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,23,12,9,3,0.75,141.0,11.75,60.0,832.4365
current,book55_margin_veto_signed_move_5m_abs80_over40_sig0.75,hour,3,16,9,7,0.5625,-123.0,-7.6875,60.0,836.9555
