dataset,candidate,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask,median_seconds_to_close
current,mean55_veto_signed_move_5m_abs40_over0_sig0.5,impulse,<=40,157,90,67,0.5732484076433121,-889.0,-5.662420382165605,60.0,839.94
current,mean55_veto_signed_move_5m_abs40_over0_sig0.5,impulse,<=80,9,5,4,0.5555555555555556,-126.0,-14.0,69.0,768.648
current,mean55_veto_signed_move_5m_abs40_over0_sig0.5,impulse,>120,11,7,4,0.6363636363636364,-146.0,-13.272727272727273,70.0,834.833
current,mean55_veto_signed_move_5m_abs40_over0_sig0.5,over_margin,<=-20,99,61,38,0.6161616161616161,-222.0,-2.242424242424242,61.0,840.103
current,mean55_veto_signed_move_5m_abs40_over0_sig0.5,over_margin,<=0,96,55,41,0.5729166666666666,-482.0,-5.020833333333333,60.0,831.3430000000001
current,mean55_veto_signed_move_5m_abs40_over0_sig0.5,over_margin,<=20,75,45,30,0.6,-377.0,-5.026666666666666,62.0,833.66
current,mean55_veto_signed_move_5m_abs40_over0_sig0.5,over_margin,<=40,25,18,7,0.72,145.0,5.8,65.0,835.709
current,mean55_veto_signed_move_5m_abs40_over0_sig0.5,over_margin,>40,10,6,4,0.6,-180.0,-18.0,75.0,831.303
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,split,holdout,44,30,14,0.6818181818181818,92.0,2.090909090909091,61.0,839.359927
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,split,train,131,90,41,0.6870229007633588,415.0,3.16793893129771,61.0,839.42217
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,split,validation,44,26,18,0.5909090909090909,-183.0,-4.159090909090909,61.0,839.6187005
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,side,no,113,75,38,0.6637168141592921,189.0,1.6725663716814159,60.0,839.455578
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,side,yes,106,71,35,0.6698113207547169,135.0,1.2735849056603774,62.0,839.359927
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,0,7,4,3,0.5714285714285714,-69.0,-9.857142857142858,63.0,839.728686
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,1,8,6,2,0.75,125.0,15.625,59.0,859.72648
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,10,10,9,1,0.9,220.0,22.0,64.5,809.27001
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,11,12,10,2,0.8333333333333334,213.0,17.75,62.5,839.4742715
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,12,12,9,3,0.75,99.0,8.25,63.5,779.2920214999999
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,13,12,5,7,0.4166666666666667,-256.0,-21.333333333333332,59.0,779.3050679999999
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,14,12,6,6,0.5,-226.0,-18.833333333333332,62.5,779.909296
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,15,12,6,6,0.5,-192.0,-16.0,60.5,779.40116
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,16,9,7,2,0.7777777777777778,87.0,9.666666666666666,65.0,860.151016
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,17,8,5,3,0.625,-45.0,-5.625,62.5,749.7130435
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,18,8,6,2,0.75,81.0,10.125,64.0,818.699623
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,19,8,5,3,0.625,-12.0,-1.5,60.5,818.5165079999999
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,2,8,5,3,0.625,-20.0,-2.5,62.5,839.5368814999999
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,20,8,5,3,0.625,-4.0,-0.5,57.5,839.53898
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,21,8,7,1,0.875,169.0,21.125,62.5,818.7635355
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,22,8,5,3,0.625,-32.0,-4.0,59.5,839.654126
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,23,8,7,1,0.875,194.0,24.25,60.5,857.3753205
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,3,8,3,5,0.375,-222.0,-27.75,63.5,839.5987065
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,4,10,8,2,0.8,158.0,15.8,59.5,779.8896824999999
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,5,12,10,2,0.8333333333333334,221.0,18.416666666666668,60.0,839.8582035
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,6,8,5,3,0.625,7.0,0.875,60.5,839.518011
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,7,8,3,5,0.375,-190.0,-23.75,58.5,839.359927
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,8,7,3,4,0.42857142857142855,-159.0,-22.714285714285715,61.0,839.094062
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,hour,9,8,7,1,0.875,177.0,22.125,59.5,851.0466415000001
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,action,base_after_veto,219,146,73,0.6666666666666666,324.0,1.4794520547945205,61.0,839.42217
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,impulse,<=0,59,38,21,0.6440677966101694,58.0,0.9830508474576272,61.0,839.819565
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,impulse,<=120,7,6,1,0.8571428571428571,29.0,4.142857142857143,83.0,779.152426
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,impulse,<=40,129,86,43,0.6666666666666666,451.0,3.496124031007752,60.0,839.474532
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,impulse,<=80,17,11,6,0.6470588235294118,-127.0,-7.470588235294118,71.0,719.781964
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,impulse,>120,7,5,2,0.7142857142857143,-87.0,-12.428571428571429,82.0,779.344425
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,over_margin,<=-20,75,46,29,0.6133333333333333,-239.0,-3.1866666666666665,62.0,839.893713
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,over_margin,<=0,64,41,23,0.640625,-34.0,-0.53125,60.0,839.268714
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,over_margin,<=20,56,44,12,0.7857142857142857,771.0,13.767857142857142,61.0,839.167018
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,over_margin,<=40,19,11,8,0.5789473684210527,-194.0,-10.210526315789474,67.0,779.575129
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.5,over_margin,>40,5,4,1,0.8,20.0,4.0,81.0,779.581535
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,split,holdout,62,43,19,0.6935483870967742,168.0,2.7096774193548385,62.0,824.3355
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,split,train,182,107,75,0.5879120879120879,-910.0,-5.0,61.0,838.043
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,split,validation,61,35,26,0.5737704918032787,-419.0,-6.868852459016393,62.0,833.849
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,side,no,158,96,62,0.6075949367088608,-580.0,-3.670886075949367,61.0,836.4224999999999
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,side,yes,147,89,58,0.6054421768707483,-581.0,-3.9523809523809526,61.0,835.709
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,0,9,4,5,0.4444444444444444,-216.0,-24.0,64.0,840.975
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,1,8,5,3,0.625,-9.0,-1.125,59.0,844.5995
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,10,12,10,2,0.8333333333333334,227.0,18.916666666666668,60.5,826.0730000000001
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,11,12,7,5,0.5833333333333334,-99.0,-8.25,64.5,838.07
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,12,12,9,3,0.75,103.0,8.583333333333334,64.0,824.2115
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,13,12,5,7,0.4166666666666667,-253.0,-21.083333333333332,62.0,854.0795
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,14,11,4,7,0.36363636363636365,-303.0,-27.545454545454547,63.0,840.103
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,15,12,8,4,0.6666666666666666,49.0,4.083333333333333,60.0,829.186
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,16,8,4,4,0.5,-136.0,-17.0,63.0,761.421
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,17,12,8,4,0.6666666666666666,37.0,3.0833333333333335,61.0,833.0395000000001
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,18,12,8,4,0.6666666666666666,48.0,4.0,61.5,839.088
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,19,12,9,3,0.75,97.0,8.083333333333334,62.0,852.205
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,2,14,9,5,0.6428571428571429,17.0,1.2142857142857142,61.0,833.7650000000001
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,20,12,9,3,0.75,170.0,14.166666666666666,57.0,845.6659999999999
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,21,12,8,4,0.6666666666666666,-22.0,-1.8333333333333333,66.0,834.7715000000001
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,22,12,7,5,0.5833333333333334,-96.0,-8.0,62.0,835.1120000000001
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,23,12,9,3,0.75,135.0,11.25,60.0,836.001
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,3,16,7,9,0.4375,-306.0,-19.125,61.5,836.217
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,4,16,11,5,0.6875,79.0,4.9375,59.5,811.343
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,5,16,10,6,0.625,-10.0,-0.625,60.0,832.3815
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,6,16,12,4,0.75,167.0,10.4375,60.0,845.954
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,7,16,4,12,0.25,-605.0,-37.8125,58.5,811.88
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,8,16,10,6,0.625,-67.0,-4.1875,63.0,836.9784999999999
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,9,15,8,7,0.5333333333333333,-168.0,-11.2,60.0,852.745
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,action,base_after_veto,305,185,120,0.6065573770491803,-1161.0,-3.8065573770491805,61.0,836.368
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,impulse,<=0,125,79,46,0.632,-100.0,-0.8,61.0,836.368
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,impulse,<=120,5,4,1,0.8,-14.0,-2.8,84.0,647.675
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,impulse,<=40,161,93,68,0.577639751552795,-881.0,-5.472049689440993,60.0,839.2
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,impulse,<=80,9,5,4,0.5555555555555556,-142.0,-15.777777777777779,70.0,659.734
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,impulse,>120,5,4,1,0.8,-24.0,-4.8,89.0,835.839
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,over_margin,<=-20,102,62,40,0.6078431372549019,-321.0,-3.1470588235294117,61.0,839.5145
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,over_margin,<=0,101,59,42,0.5841584158415841,-469.0,-4.643564356435643,61.0,829.552
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,over_margin,<=20,76,46,30,0.6052631578947368,-376.0,-4.947368421052632,62.0,832.6755
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,over_margin,<=40,22,15,7,0.6818181818181818,63.0,2.8636363636363638,62.0,836.4504999999999
current,mean55_veto_signed_move_5m_abs40_over0_sig0.75,over_margin,>40,4,3,1,0.75,-58.0,-14.5,89.5,832.8005
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,split,holdout,44,30,14,0.6818181818181818,92.0,2.090909090909091,61.0,839.359927
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,split,train,131,90,41,0.6870229007633588,464.0,3.5419847328244276,61.0,839.375566
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,split,validation,44,26,18,0.5909090909090909,-186.0,-4.2272727272727275,61.0,839.6187005
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,side,no,113,75,38,0.6637168141592921,219.0,1.9380530973451326,60.0,839.422551
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,side,yes,106,71,35,0.6698113207547169,151.0,1.4245283018867925,62.0,839.359927
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,0,7,4,3,0.5714285714285714,-59.0,-8.428571428571429,63.0,839.728686
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,1,8,6,2,0.75,125.0,15.625,59.0,859.72648
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,10,10,9,1,0.9,220.0,22.0,64.5,809.27001
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,11,12,10,2,0.8333333333333334,213.0,17.75,62.5,839.4742715
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,12,12,9,3,0.75,99.0,8.25,63.5,779.2920214999999
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,13,12,5,7,0.4166666666666667,-256.0,-21.333333333333332,59.0,779.3050679999999
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,14,12,6,6,0.5,-202.0,-16.833333333333332,62.0,779.3852755
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,15,12,6,6,0.5,-191.0,-15.916666666666666,60.5,749.40219
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,16,9,7,2,0.7777777777777778,89.0,9.88888888888889,65.0,860.151016
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,17,8,5,3,0.625,-52.0,-6.5,62.5,749.7130435
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,18,8,6,2,0.75,100.0,12.5,62.0,818.699623
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,19,8,5,3,0.625,-17.0,-2.125,60.5,818.2519405
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,2,8,5,3,0.625,-8.0,-1.0,62.5,839.5368814999999
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,20,8,5,3,0.625,-4.0,-0.5,57.5,839.53898
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,21,8,7,1,0.875,169.0,21.125,62.5,818.7635355
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,22,8,5,3,0.625,-34.0,-4.25,59.5,839.654126
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,23,8,7,1,0.875,194.0,24.25,60.5,857.3753205
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,3,8,3,5,0.375,-222.0,-27.75,63.5,839.5987065
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,4,10,8,2,0.8,150.0,15.0,59.5,779.8896824999999
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,5,12,10,2,0.8333333333333334,221.0,18.416666666666668,60.0,839.8582035
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,6,8,5,3,0.625,7.0,0.875,60.5,839.518011
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,7,8,3,5,0.375,-190.0,-23.75,58.5,839.359927
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,8,7,3,4,0.42857142857142855,-159.0,-22.714285714285715,61.0,839.094062
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,hour,9,8,7,1,0.875,177.0,22.125,59.5,851.0466415000001
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,action,base_after_veto,219,146,73,0.6666666666666666,370.0,1.6894977168949772,61.0,839.375566
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,impulse,<=0,59,38,21,0.6440677966101694,58.0,0.9830508474576272,61.0,839.819565
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,impulse,<=120,6,5,1,0.8333333333333334,-12.0,-2.0,83.0,689.414981
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,impulse,<=40,135,90,45,0.6666666666666666,449.0,3.325925925925926,60.0,839.37476
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,impulse,<=80,16,11,5,0.6875,-63.0,-3.9375,71.0,719.114452
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,impulse,>120,3,2,1,0.6666666666666666,-62.0,-20.666666666666668,89.0,779.198749
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,over_margin,<=-20,76,46,30,0.6052631578947368,-307.0,-4.0394736842105265,62.0,839.867223
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,over_margin,<=0,69,44,25,0.6376811594202898,-100.0,-1.4492753623188406,61.0,779.511079
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,over_margin,<=20,59,47,12,0.7966101694915254,845.0,14.322033898305085,62.0,839.094062
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,over_margin,<=40,14,8,6,0.5714285714285714,-113.0,-8.071428571428571,61.0,839.1930775000001
v21,mean55_veto_signed_move_5m_abs40_over0_sig0.75,over_margin,>40,1,1,0,1.0,45.0,45.0,53.0,479.169268
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,split,holdout,62,42,20,0.6774193548387096,103.0,1.6612903225806452,61.5,830.346
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,split,train,182,107,75,0.5879120879120879,-910.0,-5.0,61.0,838.3015
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,split,validation,61,35,26,0.5737704918032787,-412.0,-6.754098360655738,62.0,835.087
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,side,no,157,95,62,0.6050955414012739,-593.0,-3.7770700636942673,61.0,837.405
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,side,yes,148,89,59,0.6013513513513513,-626.0,-4.22972972972973,61.0,836.1845000000001
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,0,9,4,5,0.4444444444444444,-195.0,-21.666666666666668,64.0,840.975
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,1,8,5,3,0.625,-9.0,-1.125,59.0,844.5995
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,10,12,10,2,0.8333333333333334,227.0,18.916666666666668,60.5,826.0730000000001
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,11,12,7,5,0.5833333333333334,-99.0,-8.25,64.5,838.07
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,12,12,9,3,0.75,103.0,8.583333333333334,64.0,824.2115
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,13,12,5,7,0.4166666666666667,-253.0,-21.083333333333332,62.0,854.0795
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,14,11,4,7,0.36363636363636365,-306.0,-27.818181818181817,63.0,840.103
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,15,12,8,4,0.6666666666666666,49.0,4.083333333333333,60.0,829.186
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,16,8,4,4,0.5,-136.0,-17.0,61.0,801.296
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,17,12,8,4,0.6666666666666666,37.0,3.0833333333333335,61.0,833.0395000000001
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,18,12,8,4,0.6666666666666666,48.0,4.0,61.5,839.088
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,19,12,9,3,0.75,112.0,9.333333333333334,62.0,852.205
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,2,14,9,5,0.6428571428571429,17.0,1.2142857142857142,61.0,833.7650000000001
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,20,12,9,3,0.75,161.0,13.416666666666666,58.0,845.6659999999999
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,21,12,8,4,0.6666666666666666,-33.0,-2.75,66.0,834.7715000000001
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,22,12,7,5,0.5833333333333334,-96.0,-8.0,62.0,835.1120000000001
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,23,12,9,3,0.75,139.0,11.583333333333334,60.0,836.001
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,3,16,7,9,0.4375,-314.0,-19.625,61.5,836.217
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,4,16,11,5,0.6875,79.0,4.9375,59.5,811.343
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,5,16,9,7,0.5625,-99.0,-6.1875,60.0,836.293
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,6,16,12,4,0.75,167.0,10.4375,60.0,845.954
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,7,16,4,12,0.25,-583.0,-36.4375,58.5,837.896
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,8,16,10,6,0.625,-67.0,-4.1875,63.0,836.9784999999999
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,9,15,8,7,0.5333333333333333,-168.0,-11.2,60.0,852.745
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,action,base_after_veto,305,184,121,0.6032786885245902,-1219.0,-3.99672131147541,61.0,837.192
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,impulse,<=0,122,77,45,0.6311475409836066,-102.0,-0.8360655737704918,61.0,836.4559999999999
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,impulse,<=120,6,6,0,1.0,136.0,22.666666666666668,74.0,772.6755
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,impulse,<=40,154,87,67,0.564935064935065,-996.0,-6.467532467532467,60.0,841.337
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,impulse,<=80,12,7,5,0.5833333333333334,-111.0,-9.25,68.0,830.8985
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,impulse,>120,11,7,4,0.6363636363636364,-146.0,-13.272727272727273,70.0,834.833
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,over_margin,<=-20,99,61,38,0.6161616161616161,-222.0,-2.242424242424242,61.0,840.103
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,over_margin,<=0,94,53,41,0.5638297872340425,-540.0,-5.74468085106383,60.0,832.537
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,over_margin,<=20,77,46,31,0.5974025974025974,-422.0,-5.48051948051948,62.0,837.161
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,over_margin,<=40,25,18,7,0.72,145.0,5.8,65.0,835.709
current,mean55_veto_signed_move_5m_abs40_over20_sig0.5,over_margin,>40,10,6,4,0.6,-180.0,-18.0,75.0,831.303
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,split,holdout,44,30,14,0.6818181818181818,92.0,2.090909090909091,61.0,839.359927
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,split,train,131,89,42,0.6793893129770993,349.0,2.66412213740458,61.0,839.42217
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,split,validation,44,26,18,0.5909090909090909,-218.0,-4.954545454545454,61.5,839.7519645
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,side,no,112,74,38,0.6607142857142857,161.0,1.4375,60.0,839.4754245
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,side,yes,107,71,36,0.6635514018691588,62.0,0.5794392523364486,62.0,839.345094
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,0,7,4,3,0.5714285714285714,-69.0,-9.857142857142858,63.0,839.728686
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,1,8,6,2,0.75,125.0,15.625,59.0,859.72648
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,10,10,9,1,0.9,220.0,22.0,64.5,809.27001
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,11,12,10,2,0.8333333333333334,213.0,17.75,62.5,839.4742715
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,12,12,8,4,0.6666666666666666,-14.0,-1.1666666666666667,65.0,779.572654
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,13,12,5,7,0.4166666666666667,-256.0,-21.333333333333332,59.0,779.3050679999999
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,14,12,6,6,0.5,-226.0,-18.833333333333332,62.5,779.909296
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,15,12,6,6,0.5,-179.0,-14.916666666666666,60.5,779.484487
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,16,9,7,2,0.7777777777777778,92.0,10.222222222222221,62.0,860.151016
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,17,8,5,3,0.625,-27.0,-3.375,62.5,779.711665
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,18,8,6,2,0.75,81.0,10.125,64.0,818.699623
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,19,8,5,3,0.625,-12.0,-1.5,60.5,818.5165079999999
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,2,8,5,3,0.625,-20.0,-2.5,62.5,839.5368814999999
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,20,8,5,3,0.625,-22.0,-2.75,63.5,839.8911395
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,21,8,7,1,0.875,152.0,19.0,62.5,818.7635355
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,22,8,5,3,0.625,-32.0,-4.0,59.5,839.654126
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,23,8,7,1,0.875,194.0,24.25,60.5,857.3753205
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,3,8,3,5,0.375,-211.0,-26.375,62.0,839.5987065
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,4,10,8,2,0.8,158.0,15.8,59.5,779.8896824999999
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,5,12,10,2,0.8333333333333334,221.0,18.416666666666668,60.0,839.8582035
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,6,8,5,3,0.625,7.0,0.875,60.5,839.518011
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,7,8,3,5,0.375,-190.0,-23.75,58.5,839.359927
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,8,7,3,4,0.42857142857142855,-159.0,-22.714285714285715,61.0,839.094062
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,hour,9,8,7,1,0.875,177.0,22.125,59.5,851.0466415000001
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,action,base_after_veto,219,145,74,0.6621004566210046,223.0,1.0182648401826484,61.0,839.422551
v21,mean55_veto_signed_move_5m_abs40_over20_sig0.5,impulse,<=0,59,38,21,0.6440677966101694,58.0,0.9830508474576272,61.0,839.819565
