dataset,candidate,group_type,group,markets,wins,losses,accuracy,net_pnl_cents,net_per_market_cents,median_ask
current,hazard45_nomax_else_score_min60,selector,fallback_score_min60,79,57,22,0.7215189873417721,160.0,2.0253164556962027,63.0
current,hazard45_nomax_else_score_min60,selector,hazard_primary_0.45_nomax,213,163,50,0.7652582159624414,1108.0,5.2018779342723,69.0
current,hazard45_nomax_else_score_min60,split,holdout,59,43,16,0.7288135593220338,20.0,0.3389830508474576,69.0
current,hazard45_nomax_else_score_min60,split,train,175,131,44,0.7485714285714286,775.0,4.428571428571429,68.0
current,hazard45_nomax_else_score_min60,split,validation,58,46,12,0.7931034482758621,473.0,8.155172413793103,68.0
current,hazard45_nomax_else_score_min60,side,no,144,109,35,0.7569444444444444,694.0,4.819444444444445,69.0
current,hazard45_nomax_else_score_min60,side,yes,148,111,37,0.75,574.0,3.8783783783783785,68.0
current,hazard45_nomax_else_score_min60,hour,0,9,6,3,0.6666666666666666,-39.0,-4.333333333333333,69.0
current,hazard45_nomax_else_score_min60,hour,1,8,7,1,0.875,115.0,14.375,68.5
current,hazard45_nomax_else_score_min60,hour,10,12,11,1,0.9166666666666666,243.0,20.25,69.0
current,hazard45_nomax_else_score_min60,hour,11,12,9,3,0.75,27.0,2.25,70.5
current,hazard45_nomax_else_score_min60,hour,12,12,11,1,0.9166666666666666,231.0,19.25,69.0
current,hazard45_nomax_else_score_min60,hour,13,12,7,5,0.5833333333333334,-157.0,-13.083333333333334,65.0
current,hazard45_nomax_else_score_min60,hour,14,11,8,3,0.7272727272727273,9.0,0.8181818181818182,67.0
current,hazard45_nomax_else_score_min60,hour,15,11,8,3,0.7272727272727273,20.0,1.8181818181818181,68.0
current,hazard45_nomax_else_score_min60,hour,16,8,5,3,0.625,-69.0,-8.625,68.0
current,hazard45_nomax_else_score_min60,hour,17,12,9,3,0.75,64.0,5.333333333333333,69.0
current,hazard45_nomax_else_score_min60,hour,18,12,9,3,0.75,40.0,3.3333333333333335,71.0
current,hazard45_nomax_else_score_min60,hour,19,12,11,1,0.9166666666666666,246.0,20.5,68.5
current,hazard45_nomax_else_score_min60,hour,2,14,9,5,0.6428571428571429,-84.0,-6.0,67.5
current,hazard45_nomax_else_score_min60,hour,20,12,9,3,0.75,68.0,5.666666666666667,67.0
current,hazard45_nomax_else_score_min60,hour,21,12,10,2,0.8333333333333334,102.0,8.5,73.0
current,hazard45_nomax_else_score_min60,hour,22,12,9,3,0.75,48.0,4.0,67.5
current,hazard45_nomax_else_score_min60,hour,23,12,11,1,0.9166666666666666,280.0,23.333333333333332,64.5
current,hazard45_nomax_else_score_min60,hour,3,16,10,6,0.625,-163.0,-10.1875,70.5
current,hazard45_nomax_else_score_min60,hour,4,16,13,3,0.8125,169.0,10.5625,68.5
