label,chooser,min_score,ask_max,min_seconds_to_close,gate,coverage_pass,target_pass,nondegenerate_pass,wilson_pass,min_test_accuracy,min_test_coverage,min_test_wilson,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_gross_pnl_cents,all_median_ask,all_median_seconds_to_close,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_gross_pnl_cents,train_median_ask,train_median_seconds_to_close,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_gross_pnl_cents,validation_median_ask,validation_median_seconds_to_close,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_gross_pnl_cents,holdout_median_ask,holdout_median_seconds_to_close
pure=drift_p_5m_rv_15m; drift_p_5m_rv_15m>=0.65; ask<=100; sec>=120; margin_rv15>=0.5,drift_p_5m_rv_15m,0.65,100.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,376.0,77.0,646.04,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,354.0,76.0,649.796,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-64.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=drift_p_5m_rv_15m; drift_p_5m_rv_15m>=0.75; ask<=95; sec>=60; margin_rv15>=0.5,drift_p_5m_rv_15m,0.75,95.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,382.0,77.0,646.04,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,369.0,76.0,649.796,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-63.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,76.0,80.0,645.988
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.7; ask<=100; sec>=120; margin_rv15>=0.5,score_physics_mean_rv_drift,0.7,100.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,376.0,77.0,646.04,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,354.0,76.0,649.796,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-64.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=drift_p_5m_rv_15m; drift_p_5m_rv_15m>=0.7; ask<=95; sec>=60; margin_rv15>=0.5,drift_p_5m_rv_15m,0.7,95.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,415.0,77.0,646.04,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,395.0,76.0,649.796,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-66.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=drift_p_5m_rv_15m; drift_p_5m_rv_15m>=0.75; ask<=95; sec>=0; margin_rv15>=0.5,drift_p_5m_rv_15m,0.75,95.0,0.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,382.0,77.0,646.04,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,369.0,76.0,649.796,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-63.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,76.0,80.0,645.988
pure=drift_p_5m_rv_15m; drift_p_5m_rv_15m>=0.7; ask<=95; sec>=0; margin_rv15>=0.5,drift_p_5m_rv_15m,0.7,95.0,0.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,415.0,77.0,646.04,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,395.0,76.0,649.796,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-66.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=drift_p_5m_rv_15m; drift_p_5m_rv_15m>=0.65; ask<=95; sec>=0; margin_rv15>=0.5,drift_p_5m_rv_15m,0.65,95.0,0.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,403.0,77.0,646.04,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,381.0,76.0,649.796,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-64.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=drift_p_5m_rv_15m; drift_p_5m_rv_15m>=0.7; ask<=100; sec>=120; margin_rv15>=0.5,drift_p_5m_rv_15m,0.7,100.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,388.0,77.0,646.04,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,368.0,76.0,649.796,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-66.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.7; ask<=95; sec>=60; margin_rv15>=0.5,score_physics_mean_rv_drift,0.7,95.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,398.0,77.0,646.04,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,376.0,76.0,649.796,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-64.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=drift_p_5m_rv_15m; drift_p_5m_rv_15m>=0.65; ask<=95; sec>=60; margin_rv15>=0.5,drift_p_5m_rv_15m,0.65,95.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,403.0,77.0,646.04,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,381.0,76.0,649.796,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-64.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.7; ask<=95; sec>=0; margin_rv15>=0.5,score_physics_mean_rv_drift,0.7,95.0,0.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,398.0,77.0,646.04,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,376.0,76.0,649.796,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-64.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=score_physics_margin_blend; score_physics_margin_blend>=0.7; ask<=100; sec>=120; margin_rv15>=0.5,score_physics_margin_blend,0.7,100.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,346.0,77.0,645.988,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,326.0,76.0,648.017,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-64.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,84.0,80.0,645.988
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.55; ask<=95; sec>=120; margin_rv15>=0.5,drift_p_15m_rv_15m,0.55,95.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,388.0,77.0,645.126,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,355.0,76.0,648.017,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-45.0,76.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,78.0,80.0,593.558
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.6; ask<=95; sec>=120; margin_rv15>=0.5,drift_p_15m_rv_15m,0.6,95.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,151,120,31,0.7947019867549668,0.967948717948718,0.723351226843357,368.0,77.0,645.126,93,89,72,17,0.8089887640449438,0.956989247311828,0.715227317828824,328.0,76.0,646.259,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-54.0,76.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,94.0,80.0,593.558
pure=brownian_p_rv_60m; brownian_p_rv_60m>=0.65; ask<=100; sec>=0; margin_rv15>=0.5,brownian_p_rv_60m,0.65,100.0,0.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,1.0,0.567538641905662,156,155,123,32,0.7935483870967742,0.9935897435897436,0.7231049557811239,108.0,79.0,599.231,93,92,75,17,0.8152173913043478,0.989247311827957,0.7238594289322428,219.0,78.0,622.002,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-70.0,78.0,596.394,32,32,25,7,0.78125,1.0,0.6124500635075646,-41.0,80.0,611.5055
pure=score_physics_margin_blend; score_physics_margin_blend>=0.7; ask<=95; sec>=120; margin_rv15>=0.5,score_physics_margin_blend,0.7,95.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,150,119,31,0.7933333333333333,0.9615384615384616,0.7216063981873552,347.0,77.0,646.014,93,88,71,17,0.8068181818181818,0.946236559139785,0.7122293318676105,327.0,76.0,648.9065,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-64.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,84.0,80.0,645.988
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=95; sec>=0,score_physics_min_rv_drift,0.65,95.0,0.0,none,True,False,False,False,0.7419354838709677,1.0,0.567538641905662,156,154,122,32,0.7922077922077922,0.9871794871794872,0.7214025989940445,913.0,73.0,656.7225000000001,93,91,73,18,0.8021978021978022,0.978494623655914,0.708859763030568,649.0,73.0,705.684,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,32,26,6,0.8125,1.0,0.6469084479862404,251.0,74.0,649.9675
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=95; sec>=0; margin_rv15>=0,score_physics_min_rv_drift,0.65,95.0,0.0,margin_rv15>=0,True,False,False,False,0.7419354838709677,1.0,0.567538641905662,156,154,122,32,0.7922077922077922,0.9871794871794872,0.7214025989940445,913.0,73.0,656.7225000000001,93,91,73,18,0.8021978021978022,0.978494623655914,0.708859763030568,649.0,73.0,705.684,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,32,26,6,0.8125,1.0,0.6469084479862404,251.0,74.0,649.9675
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=100; sec>=60; margin_rv15>=0,score_physics_min_rv_drift,0.65,100.0,60.0,margin_rv15>=0,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,154,122,32,0.7922077922077922,0.9871794871794872,0.7214025989940445,910.0,73.0,656.7225000000001,93,92,74,18,0.8043478260869565,0.989247311827957,0.7117967165323347,652.0,73.0,682.7280000000001,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,245.0,74.0,651.792
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=100; sec>=60; spread<=4,score_physics_min_rv_drift,0.65,100.0,60.0,spread<=4,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,154,122,32,0.7922077922077922,0.9871794871794872,0.7214025989940445,902.0,73.0,656.7225000000001,93,92,74,18,0.8043478260869565,0.989247311827957,0.7117967165323347,644.0,73.0,679.12,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,245.0,74.0,651.792
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=100; sec>=60,score_physics_min_rv_drift,0.65,100.0,60.0,none,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,154,122,32,0.7922077922077922,0.9871794871794872,0.7214025989940445,910.0,73.0,656.7225000000001,93,92,74,18,0.8043478260869565,0.989247311827957,0.7117967165323347,652.0,73.0,682.7280000000001,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,245.0,74.0,651.792
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.75; ask<=100; sec>=60; spread<=4,score_physics_mean_rv_drift,0.75,100.0,60.0,spread<=4,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,154,122,32,0.7922077922077922,0.9871794871794872,0.7214025989940445,703.0,74.0,656.7225000000001,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,453.0,74.0,706.5625,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,31.0,74.0,649.413,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,219.0,80.0,646.04
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.75; ask<=100; sec>=60,score_physics_mean_rv_drift,0.75,100.0,60.0,none,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,154,122,32,0.7922077922077922,0.9871794871794872,0.7214025989940445,711.0,74.0,656.7225000000001,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,461.0,74.0,707.6705,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,31.0,74.0,649.413,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,219.0,80.0,646.04
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.75; ask<=100; sec>=60; margin_rv15>=0,score_physics_mean_rv_drift,0.75,100.0,60.0,margin_rv15>=0,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,154,122,32,0.7922077922077922,0.9871794871794872,0.7214025989940445,711.0,74.0,656.7225000000001,93,92,73,19,0.7934782608695652,0.989247311827957,0.6998218608639662,461.0,74.0,707.6705,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,31.0,74.0,649.413,32,31,26,5,0.8387096774193549,0.96875,0.6736564604120674,219.0,80.0,646.04
pure=drift_p_5m_rv_15m; drift_p_5m_rv_15m>=0.65; ask<=95; sec>=120; margin_rv15>=0.5,drift_p_5m_rv_15m,0.65,95.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,149,118,31,0.7919463087248322,0.9551282051282052,0.7198395052877161,374.0,76.0,646.259,93,87,70,17,0.8045977011494253,0.9354838709677419,0.7091678634827149,352.0,76.0,650.639,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-64.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=drift_p_5m_rv_15m; drift_p_5m_rv_15m>=0.7; ask<=95; sec>=120; margin_rv15>=0.5,drift_p_5m_rv_15m,0.7,95.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,149,118,31,0.7919463087248322,0.9551282051282052,0.7198395052877161,386.0,76.0,646.259,93,87,70,17,0.8045977011494253,0.9354838709677419,0.7091678634827149,366.0,76.0,650.639,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-66.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.7; ask<=95; sec>=120; margin_rv15>=0.5,score_physics_mean_rv_drift,0.7,95.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,149,118,31,0.7919463087248322,0.9551282051282052,0.7198395052877161,374.0,76.0,646.259,93,87,70,17,0.8045977011494253,0.9354838709677419,0.7091678634827149,352.0,76.0,650.639,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-64.0,77.0,596.394,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,86.0,79.0,645.988
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.75; ask<=95; sec>=0; margin_rv15>=0.5,score_physics_mean_rv_drift,0.75,95.0,0.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.9375,0.567538641905662,156,149,118,31,0.7919463087248322,0.9551282051282052,0.7198395052877161,278.0,78.0,645.988,93,88,71,17,0.8068181818181818,0.946236559139785,0.7122293318676105,307.0,76.5,650.2175,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-83.0,78.0,537.906,32,30,24,6,0.8,0.9375,0.6269430358685175,54.0,80.0,620.373
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.75; ask<=95; sec>=60; margin_rv15>=0.5,score_physics_mean_rv_drift,0.75,95.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.9375,0.567538641905662,156,149,118,31,0.7919463087248322,0.9551282051282052,0.7198395052877161,278.0,78.0,645.988,93,88,71,17,0.8068181818181818,0.946236559139785,0.7122293318676105,307.0,76.5,650.2175,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-83.0,78.0,537.906,32,30,24,6,0.8,0.9375,0.6269430358685175,54.0,80.0,620.373
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=95; sec>=60; spread<=4,score_physics_min_rv_drift,0.65,95.0,60.0,spread<=4,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,899.0,73.0,656.998,93,91,73,18,0.8021978021978022,0.978494623655914,0.708859763030568,641.0,73.0,698.468,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,245.0,74.0,651.792
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=100; sec>=120,score_physics_min_rv_drift,0.65,100.0,120.0,none,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,901.0,73.0,656.998,93,91,73,18,0.8021978021978022,0.978494623655914,0.708859763030568,643.0,73.0,705.684,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,245.0,74.0,651.792
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=100; sec>=120; spread<=4,score_physics_min_rv_drift,0.65,100.0,120.0,spread<=4,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,893.0,73.0,656.998,93,91,73,18,0.8021978021978022,0.978494623655914,0.708859763030568,635.0,73.0,698.468,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,245.0,74.0,651.792
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=95; sec>=60; margin_rv15>=0,score_physics_min_rv_drift,0.65,95.0,60.0,margin_rv15>=0,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,907.0,73.0,656.998,93,91,73,18,0.8021978021978022,0.978494623655914,0.708859763030568,649.0,73.0,705.684,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,245.0,74.0,651.792
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=100; sec>=120; margin_rv15>=0,score_physics_min_rv_drift,0.65,100.0,120.0,margin_rv15>=0,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,901.0,73.0,656.998,93,91,73,18,0.8021978021978022,0.978494623655914,0.708859763030568,643.0,73.0,705.684,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,245.0,74.0,651.792
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=95; sec>=60,score_physics_min_rv_drift,0.65,95.0,60.0,none,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,907.0,73.0,656.998,93,91,73,18,0.8021978021978022,0.978494623655914,0.708859763030568,649.0,73.0,705.684,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,245.0,74.0,651.792
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.65; ask<=95; sec>=0; spread<=4,score_physics_min_rv_drift,0.65,95.0,0.0,spread<=4,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,899.0,73.0,656.998,93,91,73,18,0.8021978021978022,0.978494623655914,0.708859763030568,641.0,73.0,698.468,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,13.0,73.0,649.413,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,245.0,74.0,651.792
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=100; sec>=60; margin_rv15>=0.5,brownian_p_rv_15m,0.5,100.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,364.0,76.0,646.259,93,91,74,17,0.8131868131868132,0.978494623655914,0.7210405380450772,398.0,76.0,648.017,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-45.0,76.0,596.394,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,11.0,79.0,647.383
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.6; ask<=100; sec>=60; margin_rv15>=0.5,brownian_p_rv_15m,0.6,100.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,364.0,76.0,646.259,93,91,74,17,0.8131868131868132,0.978494623655914,0.7210405380450772,398.0,76.0,648.017,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-45.0,76.0,596.394,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,11.0,79.0,647.383
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.65; ask<=100; sec>=60; margin_rv15>=0.5,brownian_p_rv_15m,0.65,100.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,364.0,76.0,646.259,93,91,74,17,0.8131868131868132,0.978494623655914,0.7210405380450772,398.0,76.0,648.017,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-45.0,76.0,596.394,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,11.0,79.0,647.383
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.5; ask<=100; sec>=60; margin_rv15>=0.5,score_physics_mean_rv_drift,0.5,100.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,364.0,76.0,646.259,93,91,74,17,0.8131868131868132,0.978494623655914,0.7210405380450772,398.0,76.0,648.017,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-45.0,76.0,596.394,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,11.0,79.0,647.383
pure=score_physics_margin_blend; score_physics_margin_blend>=0.5; ask<=100; sec>=60; margin_rv15>=0.5,score_physics_margin_blend,0.5,100.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,364.0,76.0,646.259,93,91,74,17,0.8131868131868132,0.978494623655914,0.7210405380450772,398.0,76.0,648.017,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-45.0,76.0,596.394,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,11.0,79.0,647.383
pure=score_physics_margin_blend; score_physics_margin_blend>=0.55; ask<=100; sec>=60; margin_rv15>=0.5,score_physics_margin_blend,0.55,100.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,364.0,76.0,646.259,93,91,74,17,0.8131868131868132,0.978494623655914,0.7210405380450772,398.0,76.0,648.017,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-45.0,76.0,596.394,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,11.0,79.0,647.383
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.6; ask<=100; sec>=60; margin_rv15>=0.5,score_physics_mean_rv_drift,0.6,100.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,364.0,76.0,646.259,93,91,74,17,0.8131868131868132,0.978494623655914,0.7210405380450772,398.0,76.0,648.017,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-45.0,76.0,596.394,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,11.0,79.0,647.383
pure=score_physics_mean_rv15_rv30; score_physics_mean_rv15_rv30>=0.5; ask<=100; sec>=60; margin_rv15>=0.5,score_physics_mean_rv15_rv30,0.5,100.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,364.0,76.0,646.259,93,91,74,17,0.8131868131868132,0.978494623655914,0.7210405380450772,398.0,76.0,648.017,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-45.0,76.0,596.394,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,11.0,79.0,647.383
pure=brownian_p_rv_60m; brownian_p_rv_60m>=0.55; ask<=100; sec>=60; margin_rv15>=0.5,brownian_p_rv_60m,0.55,100.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7419354838709677,0.96875,0.567538641905662,156,153,121,32,0.7908496732026143,0.9807692307692307,0.7196792604586697,364.0,76.0,646.259,93,91,74,17,0.8131868131868132,0.978494623655914,0.7210405380450772,398.0,76.0,648.017,31,31,23,8,0.7419354838709677,1.0,0.567538641905662,-45.0,76.0,596.394,32,31,24,7,0.7741935483870968,0.96875,0.6018758161665795,11.0,79.0,647.383
