label,chooser,min_score,ask_max,min_seconds_to_close,gate,coverage_pass,target_pass,nondegenerate_pass,wilson_pass,min_test_accuracy,min_test_coverage,min_test_wilson,all_base_markets,all_markets,all_wins,all_losses,all_accuracy,all_coverage,all_wilson95_lower,all_gross_pnl_cents,all_median_ask,all_median_seconds_to_close,train_base_markets,train_markets,train_wins,train_losses,train_accuracy,train_coverage,train_wilson95_lower,train_gross_pnl_cents,train_median_ask,train_median_seconds_to_close,validation_base_markets,validation_markets,validation_wins,validation_losses,validation_accuracy,validation_coverage,validation_wilson95_lower,validation_gross_pnl_cents,validation_median_ask,validation_median_seconds_to_close,holdout_base_markets,holdout_markets,holdout_wins,holdout_losses,holdout_accuracy,holdout_coverage,holdout_wilson95_lower,holdout_gross_pnl_cents,holdout_median_ask,holdout_median_seconds_to_close
pure=brownian_p_rv_60m; brownian_p_rv_60m>=0.85; ask<=90; sec>=240; margin_rv15>=0,brownian_p_rv_60m,0.85,90.0,240.0,margin_rv15>=0,False,False,False,False,0.7857142857142857,0.3870967741935484,0.524107694133997,156,61,52,9,0.8524590163934426,0.391025641025641,0.742767647052789,-128.0,88.0,526.525,93,35,31,4,0.8857142857142857,0.3763440860215054,0.7404853135378618,50.0,88.0,531.764,31,12,10,2,0.8333333333333334,0.3870967741935484,0.5519691377470266,-59.0,89.0,494.69,32,14,11,3,0.7857142857142857,0.4375,0.524107694133997,-119.0,87.0,503.61
pure=brownian_p_rv_60m; brownian_p_rv_60m>=0.85; ask<=90; sec>=240; margin_rv15>=0.5,brownian_p_rv_60m,0.85,90.0,240.0,margin_rv15>=0.5,False,False,False,False,0.7857142857142857,0.3870967741935484,0.524107694133997,156,61,52,9,0.8524590163934426,0.391025641025641,0.742767647052789,-128.0,88.0,526.525,93,35,31,4,0.8857142857142857,0.3763440860215054,0.7404853135378618,50.0,88.0,531.764,31,12,10,2,0.8333333333333334,0.3870967741935484,0.5519691377470266,-59.0,89.0,494.69,32,14,11,3,0.7857142857142857,0.4375,0.524107694133997,-119.0,87.0,503.61
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.85; ask<=90; sec>=60; adverse15<=10,score_physics_min_rv_drift,0.85,90.0,60.0,adverse15<=10,False,False,False,False,0.7857142857142857,0.4375,0.524107694133997,156,66,56,10,0.8484848484848485,0.4230769230769231,0.7430709513021234,-124.0,88.0,465.32349999999997,93,38,33,5,0.868421052631579,0.40860215053763443,0.7267314055770868,7.0,88.0,501.1965,31,14,11,3,0.7857142857142857,0.45161290322580644,0.524107694133997,-111.0,88.5,440.911,32,14,12,2,0.8571428571428571,0.4375,0.6005862050302965,-20.0,87.5,428.725
pure=brownian_p_rv_60m; brownian_p_rv_60m>=0.85; ask<=90; sec>=240; adverse15<=10,brownian_p_rv_60m,0.85,90.0,240.0,adverse15<=10,False,False,False,False,0.7857142857142857,0.3548387096774194,0.5230194380391558,156,58,49,9,0.8448275862068966,0.3717948717948718,0.730660191401075,-161.0,88.0,527.0765,93,33,29,4,0.8787878787878788,0.3548387096774194,0.7267449482892476,29.0,88.0,531.764,31,11,9,2,0.8181818181818182,0.3548387096774194,0.5230194380391558,-71.0,90.0,509.117,32,14,11,3,0.7857142857142857,0.4375,0.524107694133997,-119.0,87.0,499.0695
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.85; ask<=90; sec>=120,score_physics_min_rv_drift,0.85,90.0,120.0,none,False,False,False,False,0.7857142857142857,0.45161290322580644,0.524107694133997,156,68,57,11,0.8382352941176471,0.4358974358974359,0.733099723993876,-202.0,88.0,468.65,93,39,34,5,0.8717948717948718,0.41935483870967744,0.7329425662025455,17.0,88.0,476.465,31,14,11,3,0.7857142857142857,0.45161290322580644,0.524107694133997,-117.0,88.5,466.1515,32,15,12,3,0.8,0.46875,0.5481455128483065,-102.0,87.0,433.528
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.85; ask<=90; sec>=120; margin_rv15>=0,score_physics_min_rv_drift,0.85,90.0,120.0,margin_rv15>=0,False,False,False,False,0.7857142857142857,0.45161290322580644,0.524107694133997,156,68,57,11,0.8382352941176471,0.4358974358974359,0.733099723993876,-202.0,88.0,468.65,93,39,34,5,0.8717948717948718,0.41935483870967744,0.7329425662025455,17.0,88.0,476.465,31,14,11,3,0.7857142857142857,0.45161290322580644,0.524107694133997,-117.0,88.5,466.1515,32,15,12,3,0.8,0.46875,0.5481455128483065,-102.0,87.0,433.528
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.85; ask<=90; sec>=120; spread<=4,score_physics_min_rv_drift,0.85,90.0,120.0,spread<=4,False,False,False,False,0.7857142857142857,0.45161290322580644,0.524107694133997,156,68,57,11,0.8382352941176471,0.4358974358974359,0.733099723993876,-202.0,88.0,468.65,93,39,34,5,0.8717948717948718,0.41935483870967744,0.7329425662025455,17.0,88.0,476.465,31,14,11,3,0.7857142857142857,0.45161290322580644,0.524107694133997,-117.0,88.5,466.1515,32,15,12,3,0.8,0.46875,0.5481455128483065,-102.0,87.0,433.528
pure=score_physics_min_rv_drift; score_physics_min_rv_drift>=0.85; ask<=90; sec>=120; margin_rv15>=0.5,score_physics_min_rv_drift,0.85,90.0,120.0,margin_rv15>=0.5,False,False,False,False,0.7857142857142857,0.45161290322580644,0.524107694133997,156,68,57,11,0.8382352941176471,0.4358974358974359,0.733099723993876,-202.0,88.0,468.65,93,39,34,5,0.8717948717948718,0.41935483870967744,0.7329425662025455,17.0,88.0,476.465,31,14,11,3,0.7857142857142857,0.45161290322580644,0.524107694133997,-117.0,88.5,466.1515,32,15,12,3,0.8,0.46875,0.5481455128483065,-102.0,87.0,433.528
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.75; ask<=95; sec>=0; spread<=4,brownian_p_rv_15m,0.75,95.0,0.0,spread<=4,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,147,123,24,0.8367346938775511,0.9423076923076923,0.7685557430005091,311.0,82.0,533.449,93,88,75,13,0.8522727272727273,0.946236559139785,0.7634888952813075,325.0,81.5,541.8185000000001,31,31,26,5,0.8387096774193549,1.0,0.6736564604120674,82.0,81.0,476.158,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-96.0,82.5,537.824
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.75; ask<=95; sec>=0,brownian_p_rv_15m,0.75,95.0,0.0,none,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,147,123,24,0.8367346938775511,0.9423076923076923,0.7685557430005091,319.0,82.0,533.449,93,88,75,13,0.8522727272727273,0.946236559139785,0.7634888952813075,333.0,81.0,541.8185000000001,31,31,26,5,0.8387096774193549,1.0,0.6736564604120674,82.0,81.0,476.158,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-96.0,82.5,537.824
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.75; ask<=95; sec>=0; margin_rv15>=0.5,brownian_p_rv_15m,0.75,95.0,0.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,147,123,24,0.8367346938775511,0.9423076923076923,0.7685557430005091,319.0,82.0,533.449,93,88,75,13,0.8522727272727273,0.946236559139785,0.7634888952813075,333.0,81.0,541.8185000000001,31,31,26,5,0.8387096774193549,1.0,0.6736564604120674,82.0,81.0,476.158,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-96.0,82.5,537.824
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.75; ask<=95; sec>=0; margin_rv15>=0,brownian_p_rv_15m,0.75,95.0,0.0,margin_rv15>=0,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,147,123,24,0.8367346938775511,0.9423076923076923,0.7685557430005091,319.0,82.0,533.449,93,88,75,13,0.8522727272727273,0.946236559139785,0.7634888952813075,333.0,81.0,541.8185000000001,31,31,26,5,0.8387096774193549,1.0,0.6736564604120674,82.0,81.0,476.158,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-96.0,82.5,537.824
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.75; ask<=95; sec>=60; margin_rv15>=0,brownian_p_rv_15m,0.75,95.0,60.0,margin_rv15>=0,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,146,122,24,0.8356164383561644,0.9358974358974359,0.7670494253514148,303.0,82.0,535.044,93,88,75,13,0.8522727272727273,0.946236559139785,0.7634888952813075,333.0,81.0,541.8185000000001,31,30,25,5,0.8333333333333334,0.967741935483871,0.6643564949358397,66.0,80.5,476.99,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-96.0,82.5,537.824
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.75; ask<=95; sec>=60; margin_rv15>=0.5,brownian_p_rv_15m,0.75,95.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,146,122,24,0.8356164383561644,0.9358974358974359,0.7670494253514148,303.0,82.0,535.044,93,88,75,13,0.8522727272727273,0.946236559139785,0.7634888952813075,333.0,81.0,541.8185000000001,31,30,25,5,0.8333333333333334,0.967741935483871,0.6643564949358397,66.0,80.5,476.99,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-96.0,82.5,537.824
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.75; ask<=95; sec>=60,brownian_p_rv_15m,0.75,95.0,60.0,none,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,146,122,24,0.8356164383561644,0.9358974358974359,0.7670494253514148,303.0,82.0,535.044,93,88,75,13,0.8522727272727273,0.946236559139785,0.7634888952813075,333.0,81.0,541.8185000000001,31,30,25,5,0.8333333333333334,0.967741935483871,0.6643564949358397,66.0,80.5,476.99,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-96.0,82.5,537.824
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.75; ask<=95; sec>=60; spread<=4,brownian_p_rv_15m,0.75,95.0,60.0,spread<=4,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,146,122,24,0.8356164383561644,0.9358974358974359,0.7670494253514148,295.0,82.0,535.044,93,88,75,13,0.8522727272727273,0.946236559139785,0.7634888952813075,325.0,81.5,541.8185000000001,31,30,25,5,0.8333333333333334,0.967741935483871,0.6643564949358397,66.0,80.5,476.99,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-96.0,82.5,537.824
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.85; ask<=100; sec>=60; margin_rv15>=0.5,drift_p_15m_rv_15m,0.85,100.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,142,118,24,0.8309859154929577,0.9102564102564102,0.7608233923954701,55.0,84.0,529.3985,93,84,72,12,0.8571428571428571,0.9032258064516129,0.7666989708237691,251.0,84.5,562.0930000000001,31,30,24,6,0.8,0.967741935483871,0.6269430358685175,-4.0,79.0,472.587,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-192.0,85.0,441.6565
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.85; ask<=90; sec>=240; adverse15<=10,brownian_p_rv_30m,0.85,90.0,240.0,adverse15<=10,False,False,False,False,0.7857142857142857,0.4375,0.524107694133997,156,64,53,11,0.828125,0.41025641025641024,0.7178678837734179,-228.0,88.0,532.8679999999999,93,36,31,5,0.8611111111111112,0.3870967741935484,0.713404696106438,-5.0,88.0,539.3895,31,14,11,3,0.7857142857142857,0.45161290322580644,0.524107694133997,-104.0,87.0,547.2755,32,14,11,3,0.7857142857142857,0.4375,0.524107694133997,-119.0,88.0,468.43
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.85; ask<=100; sec>=120; margin_rv15>=0.5,drift_p_15m_rv_15m,0.85,100.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,138,114,24,0.8260869565217391,0.8846153846153846,0.7542564134622948,32.0,83.0,530.8910000000001,93,80,68,12,0.85,0.8602150537634409,0.7558677143867664,228.0,84.0,585.7135000000001,31,30,24,6,0.8,0.967741935483871,0.6269430358685175,-4.0,79.0,472.587,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-192.0,85.0,441.6565
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.8; ask<=95; sec>=0; margin_rv15>=0.5,drift_p_15m_rv_15m,0.8,95.0,0.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,147,120,27,0.8163265306122449,0.9423076923076923,0.7459542747669112,177.0,81.0,532.756,93,88,73,15,0.8295454545454546,0.946236559139785,0.7376312908544664,262.0,81.0,562.3305,31,31,25,6,0.8064516129032258,1.0,0.6371974218820453,32.0,79.0,476.158,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-117.0,82.0,530.3085
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.8; ask<=95; sec>=60; margin_rv15>=0.5,drift_p_15m_rv_15m,0.8,95.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,147,120,27,0.8163265306122449,0.9423076923076923,0.7459542747669112,177.0,81.0,532.756,93,88,73,15,0.8295454545454546,0.946236559139785,0.7376312908544664,262.0,81.0,562.3305,31,31,25,6,0.8064516129032258,1.0,0.6371974218820453,32.0,79.0,476.158,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-117.0,82.0,530.3085
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.8; ask<=95; sec>=120; margin_rv15>=0.5,drift_p_15m_rv_15m,0.8,95.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,144,117,27,0.8125,0.9230769230769231,0.7409421336052694,153.0,81.0,535.34,93,86,71,15,0.8255813953488372,0.9247311827956989,0.7319679420486399,248.0,80.5,585.7135000000001,31,30,24,6,0.8,0.967741935483871,0.6269430358685175,22.0,79.0,476.99,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,-117.0,82.0,530.3085
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.7; ask<=100; sec>=240; adverse15<=10,brownian_p_rv_30m,0.7,100.0,240.0,adverse15<=10,False,False,False,False,0.7857142857142857,0.75,0.5952954674681135,156,133,107,26,0.8045112781954887,0.8525641025641025,0.7289697232197552,123.0,80.0,593.425,93,81,66,15,0.8148148148148148,0.8709677419354839,0.7166841055275461,114.0,80.0,648.017,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,-3.0,78.5,535.7965,32,24,19,5,0.7916666666666666,0.75,0.5952954674681135,12.0,80.0,586.9995
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.8; ask<=90; sec>=60; margin_rv15>=0,score_physics_mean_rv_drift,0.8,90.0,60.0,margin_rv15>=0,False,False,False,False,0.7857142857142857,0.75,0.5952954674681135,156,131,105,26,0.8015267175572519,0.8397435897435898,0.7250704184045625,139.0,80.0,599.268,93,79,64,15,0.810126582278481,0.8494623655913979,0.7100735815818702,144.0,80.0,645.168,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,-3.0,79.0,563.6220000000001,32,24,19,5,0.7916666666666666,0.75,0.5952954674681135,-2.0,81.0,587.1990000000001
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.8; ask<=90; sec>=0; margin_rv15>=0,score_physics_mean_rv_drift,0.8,90.0,0.0,margin_rv15>=0,False,False,False,False,0.7857142857142857,0.75,0.5952954674681135,156,131,105,26,0.8015267175572519,0.8397435897435898,0.7250704184045625,139.0,80.0,599.268,93,79,64,15,0.810126582278481,0.8494623655913979,0.7100735815818702,144.0,80.0,645.168,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,-3.0,79.0,563.6220000000001,32,24,19,5,0.7916666666666666,0.75,0.5952954674681135,-2.0,81.0,587.1990000000001
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.8; ask<=90; sec>=60,score_physics_mean_rv_drift,0.8,90.0,60.0,none,False,False,False,False,0.7857142857142857,0.75,0.5952954674681135,156,131,105,26,0.8015267175572519,0.8397435897435898,0.7250704184045625,139.0,80.0,599.268,93,79,64,15,0.810126582278481,0.8494623655913979,0.7100735815818702,144.0,80.0,645.168,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,-3.0,79.0,563.6220000000001,32,24,19,5,0.7916666666666666,0.75,0.5952954674681135,-2.0,81.0,587.1990000000001
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.8; ask<=90; sec>=60; spread<=4,score_physics_mean_rv_drift,0.8,90.0,60.0,spread<=4,False,False,False,False,0.7857142857142857,0.75,0.5952954674681135,156,131,105,26,0.8015267175572519,0.8397435897435898,0.7250704184045625,131.0,80.0,599.268,93,79,64,15,0.810126582278481,0.8494623655913979,0.7100735815818702,136.0,80.0,645.168,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,-3.0,79.0,563.6220000000001,32,24,19,5,0.7916666666666666,0.75,0.5952954674681135,-2.0,81.0,587.1990000000001
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.8; ask<=90; sec>=0; spread<=4,score_physics_mean_rv_drift,0.8,90.0,0.0,spread<=4,False,False,False,False,0.7857142857142857,0.75,0.5952954674681135,156,131,105,26,0.8015267175572519,0.8397435897435898,0.7250704184045625,131.0,80.0,599.268,93,79,64,15,0.810126582278481,0.8494623655913979,0.7100735815818702,136.0,80.0,645.168,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,-3.0,79.0,563.6220000000001,32,24,19,5,0.7916666666666666,0.75,0.5952954674681135,-2.0,81.0,587.1990000000001
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.8; ask<=90; sec>=0,score_physics_mean_rv_drift,0.8,90.0,0.0,none,False,False,False,False,0.7857142857142857,0.75,0.5952954674681135,156,131,105,26,0.8015267175572519,0.8397435897435898,0.7250704184045625,139.0,80.0,599.268,93,79,64,15,0.810126582278481,0.8494623655913979,0.7100735815818702,144.0,80.0,645.168,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,-3.0,79.0,563.6220000000001,32,24,19,5,0.7916666666666666,0.75,0.5952954674681135,-2.0,81.0,587.1990000000001
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.8; ask<=90; sec>=60; margin_rv15>=0.5,score_physics_mean_rv_drift,0.8,90.0,60.0,margin_rv15>=0.5,False,False,False,False,0.7857142857142857,0.75,0.5952954674681135,156,131,105,26,0.8015267175572519,0.8397435897435898,0.7250704184045625,141.0,80.0,599.268,93,79,64,15,0.810126582278481,0.8494623655913979,0.7100735815818702,146.0,80.0,645.168,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,-3.0,79.0,563.6220000000001,32,24,19,5,0.7916666666666666,0.75,0.5952954674681135,-2.0,81.0,587.1990000000001
pure=score_physics_mean_rv_drift; score_physics_mean_rv_drift>=0.8; ask<=90; sec>=0; margin_rv15>=0.5,score_physics_mean_rv_drift,0.8,90.0,0.0,margin_rv15>=0.5,False,False,False,False,0.7857142857142857,0.75,0.5952954674681135,156,131,105,26,0.8015267175572519,0.8397435897435898,0.7250704184045625,141.0,80.0,599.268,93,79,64,15,0.810126582278481,0.8494623655913979,0.7100735815818702,146.0,80.0,645.168,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,-3.0,79.0,563.6220000000001,32,24,19,5,0.7916666666666666,0.75,0.5952954674681135,-2.0,81.0,587.1990000000001
pure=brownian_p_rv_30m; brownian_p_rv_30m>=0.7; ask<=95; sec>=240; adverse15<=10,brownian_p_rv_30m,0.7,95.0,240.0,adverse15<=10,False,False,False,False,0.7857142857142857,0.75,0.5952954674681135,156,130,104,26,0.8,0.8333333333333334,0.723078551876637,120.0,79.5,596.3945,93,78,63,15,0.8076923076923077,0.8387096774193549,0.7066518728093648,109.0,80.0,649.1785,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,-1.0,78.5,535.7965,32,24,19,5,0.7916666666666666,0.75,0.5952954674681135,12.0,80.0,586.9995
pure=score_physics_mean_rv15_rv30; score_physics_mean_rv15_rv30>=0.7; ask<=100; sec>=240; adverse15<=10,score_physics_mean_rv15_rv30,0.7,100.0,240.0,adverse15<=10,False,False,False,False,0.7857142857142857,0.71875,0.6046141434627813,156,134,107,27,0.7985074626865671,0.8589743589743589,0.7227118753584654,186.0,79.0,599.2495,93,83,66,17,0.7951807228915663,0.8924731182795699,0.6962453321422067,41.0,79.0,645.126,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,4.0,78.0,531.7315,32,23,19,4,0.8260869565217391,0.71875,0.6286235235977387,141.0,80.0,630.918
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.7; ask<=90; sec>=0; margin_rv15>=0.5,drift_p_15m_rv_15m,0.7,90.0,0.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,142,113,29,0.795774647887324,0.9102564102564102,0.7220946811217516,323.0,78.0,622.197,93,85,68,17,0.8,0.9139784946236559,0.7028462911516961,241.0,77.0,648.017,31,29,23,6,0.7931034482758621,0.9354838709677419,0.616099095961321,76.0,78.0,534.109,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,6.0,80.0,590.7955
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.7; ask<=90; sec>=60; margin_rv15>=0.5,drift_p_15m_rv_15m,0.7,90.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.875,0.6046141434627813,156,142,113,29,0.795774647887324,0.9102564102564102,0.7220946811217516,323.0,78.0,622.197,93,85,68,17,0.8,0.9139784946236559,0.7028462911516961,241.0,77.0,648.017,31,29,23,6,0.7931034482758621,0.9354838709677419,0.616099095961321,76.0,78.0,534.109,32,28,22,6,0.7857142857142857,0.875,0.6046141434627813,6.0,80.0,590.7955
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=90; sec>=120; adverse15<=10,brownian_p_rv_15m,0.7,90.0,120.0,adverse15<=10,False,False,False,False,0.7857142857142857,0.78125,0.6046141434627813,156,132,105,27,0.7954545454545454,0.8461538461538461,0.7187547727810396,369.0,78.0,626.136,93,79,62,17,0.7848101265822784,0.8494623655913979,0.682128319163289,142.0,77.0,645.168,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,48.0,78.0,532.226,32,25,21,4,0.84,0.78125,0.6534637839282114,179.0,80.0,646.04
pure=score_physics_mean_rv15_rv30; score_physics_mean_rv15_rv30>=0.7; ask<=95; sec>=240; adverse15<=10,score_physics_mean_rv15_rv30,0.7,95.0,240.0,adverse15<=10,False,False,False,False,0.7857142857142857,0.71875,0.6046141434627813,156,132,105,27,0.7954545454545454,0.8461538461538461,0.7187547727810396,186.0,78.5,612.1085,93,81,64,17,0.7901234567901234,0.8709677419354839,0.6893461803165967,39.0,78.0,645.168,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,6.0,78.0,531.7315,32,23,19,4,0.8260869565217391,0.71875,0.6286235235977387,141.0,80.0,630.918
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.75; ask<=90; sec>=0; margin_rv15>=0.5,drift_p_15m_rv_15m,0.75,90.0,0.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.8125,0.6046141434627813,156,136,108,28,0.7941176470588235,0.8717948717948718,0.7185363830480943,251.0,78.0,633.992,93,82,65,17,0.7926829268292683,0.8817204301075269,0.6928342703478702,152.0,78.0,645.7135000000001,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,41.0,78.0,531.135,32,26,21,5,0.8076923076923077,0.8125,0.6212374288068301,58.0,80.5,590.7955
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.75; ask<=90; sec>=60; margin_rv15>=0.5,drift_p_15m_rv_15m,0.75,90.0,60.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.8125,0.6046141434627813,156,136,108,28,0.7941176470588235,0.8717948717948718,0.7185363830480943,251.0,78.0,633.992,93,82,65,17,0.7926829268292683,0.8817204301075269,0.6928342703478702,152.0,78.0,645.7135000000001,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,41.0,78.0,531.135,32,26,21,5,0.8076923076923077,0.8125,0.6212374288068301,58.0,80.5,590.7955
pure=drift_p_15m_rv_15m; drift_p_15m_rv_15m>=0.75; ask<=90; sec>=120; margin_rv15>=0.5,drift_p_15m_rv_15m,0.75,90.0,120.0,margin_rv15>=0.5,True,False,False,False,0.7857142857142857,0.8125,0.6046141434627813,156,135,107,28,0.7925925925925926,0.8653846153846154,0.7165717620317186,238.0,78.0,635.626,93,81,64,17,0.7901234567901234,0.8709677419354839,0.6893461803165967,139.0,78.0,646.259,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,41.0,78.0,531.135,32,26,21,5,0.8076923076923077,0.8125,0.6212374288068301,58.0,80.5,590.7955
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=90; sec>=60; adverse15<=10,brownian_p_rv_15m,0.7,90.0,60.0,adverse15<=10,True,False,False,False,0.7857142857142857,0.8125,0.6046141434627813,156,135,107,28,0.7925925925925926,0.8653846153846154,0.7165717620317186,339.0,78.0,604.753,93,81,64,17,0.7901234567901234,0.8709677419354839,0.6893461803165967,170.0,77.0,645.126,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,48.0,78.0,532.226,32,26,21,5,0.8076923076923077,0.8125,0.6212374288068301,121.0,80.0,620.399
pure=brownian_p_rv_15m; brownian_p_rv_15m>=0.7; ask<=90; sec>=0; adverse15<=10,brownian_p_rv_15m,0.7,90.0,0.0,adverse15<=10,True,False,False,False,0.7857142857142857,0.8125,0.6046141434627813,156,135,107,28,0.7925925925925926,0.8653846153846154,0.7165717620317186,339.0,78.0,604.753,93,81,64,17,0.7901234567901234,0.8709677419354839,0.6893461803165967,170.0,77.0,645.126,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,48.0,78.0,532.226,32,26,21,5,0.8076923076923077,0.8125,0.6212374288068301,121.0,80.0,620.399
pure=score_physics_mean_rv15_rv30; score_physics_mean_rv15_rv30>=0.7; ask<=90; sec>=120; adverse15<=10,score_physics_mean_rv15_rv30,0.7,90.0,120.0,adverse15<=10,False,False,False,False,0.7857142857142857,0.78125,0.6046141434627813,156,132,104,28,0.7878787878787878,0.8461538461538461,0.7105105391896906,167.0,78.0,612.1085,93,79,61,18,0.7721518987341772,0.8494623655913979,0.668331517739512,-16.0,78.0,648.017,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,19.0,78.0,531.7315,32,25,21,4,0.84,0.78125,0.6534637839282114,164.0,80.0,627.966
pure=score_physics_margin_blend; score_physics_margin_blend>=0.75; ask<=90; sec>=120; adverse15<=10,score_physics_margin_blend,0.75,90.0,120.0,adverse15<=10,False,False,False,False,0.7857142857142857,0.78125,0.6046141434627813,156,131,103,28,0.7862595419847328,0.8397435897435898,0.70843236119152,305.0,77.0,649.796,93,78,60,18,0.7692307692307693,0.8387096774193549,0.6644424217371642,118.0,76.5,656.7065,31,28,22,6,0.7857142857142857,0.9032258064516129,0.6046141434627813,55.0,76.5,535.7965,32,25,21,4,0.84,0.78125,0.6534637839282114,132.0,81.0,590.625
