dataset,split,feature,bucket,rows,brier_delta,logloss_delta,candidate_brier,candidate_logloss,candidate_side_accuracy,mean_p_yes,yes_rate
all_heartbeats,all,signed_velocity_dps_3m,"(0.273, 2.981]",2376,-0.0002996946319819005,-0.0021761175013373935,0.11244369190743508,0.35068411673756666,0.835016835016835,0.7732504127081812,0.7748316498316499
all_heartbeats,validation,signed_velocity_dps_3m,"(-0.0533, 0.000278]",530,0.00010479270385896355,3.276006352326277e-05,0.14555637743953492,0.4199972684587067,0.7283018867924528,0.4425202596510422,0.4018867924528302
all_heartbeats,validation,signed_velocity_dps_3m,"(-0.122, -0.0533]",642,2.0034122663908915e-05,0.0001886119754219151,0.156482835213495,0.45515382239223096,0.7772585669781932,0.43442689769518084,0.3956386292834891
all_heartbeats,validation,signed_velocity_dps_3m,"(-0.257, -0.122]",453,-0.001877076494702673,-0.004477315360666978,0.14264237212534614,0.4236697738116289,0.8057395143487859,0.33408803812270726,0.36423841059602646
all_heartbeats,validation,signed_velocity_dps_3m,"(-3.35, -0.257]",297,-0.004475503578597009,-0.017526358545206178,0.1011186304412455,0.3068755632422624,0.8518518518518519,0.2913459998395224,0.31986531986531985
all_heartbeats,validation,signed_velocity_dps_3m,"(0.000278, 0.0593]",560,-0.00018091377359183425,-0.0009664413047939524,0.13550469909608473,0.3985096884562127,0.7589285714285714,0.5065646742834714,0.5214285714285715
all_heartbeats,validation,signed_velocity_dps_3m,"(0.0593, 0.134]",462,-0.00042595809204221124,-0.0002216917240939198,0.16104819047821614,0.48087684897986993,0.7402597402597403,0.5749388848559873,0.5995670995670995
all_heartbeats,validation,signed_velocity_dps_3m,"(0.134, 0.273]",493,-0.001676235932288772,-0.0035433569807024057,0.1275579763171681,0.3977222553406508,0.8235294117647058,0.7349119576031811,0.7403651115618661
all_heartbeats,validation,signed_velocity_dps_3m,"(0.273, 2.981]",381,-0.008258033172600293,-0.025355361344129468,0.07218754506917326,0.25036522562461444,0.9028871391076115,0.8427226726530986,0.8398950131233596
all_heartbeats,holdout,signed_velocity_dps_3m,"(-0.0533, 0.000278]",234,-8.038639022386884e-05,0.0007541889697491588,0.16379460767438894,0.4926588352524381,0.7991452991452992,0.45468664552532667,0.42735042735042733
all_heartbeats,holdout,signed_velocity_dps_3m,"(-0.122, -0.0533]",246,-0.0002921262868141594,-0.0008307517965079336,0.178157392737319,0.5189220309559893,0.7439024390243902,0.43904332002494756,0.34552845528455284
all_heartbeats,holdout,signed_velocity_dps_3m,"(-0.257, -0.122]",453,0.0005413404358609875,0.0011285064969875358,0.14457660579349135,0.43356711804090153,0.7660044150110376,0.36422389936977956,0.3090507726269316
all_heartbeats,holdout,signed_velocity_dps_3m,"(-3.35, -0.257]",988,-0.000941364234641251,-0.0025431632555298345,0.1298443285255305,0.40871938996510193,0.8117408906882592,0.2729482525575503,0.2611336032388664
all_heartbeats,holdout,signed_velocity_dps_3m,"(0.000278, 0.0593]",199,-0.00015199489856440596,-0.0006264540694986276,0.16659928536258986,0.47993777530484333,0.7386934673366834,0.4742204604907646,0.4371859296482412
all_heartbeats,holdout,signed_velocity_dps_3m,"(0.0593, 0.134]",316,-0.0004469194014215805,-0.0016059995333025934,0.1389393753142346,0.4097664554799793,0.7151898734177216,0.4807580085662646,0.3512658227848101
all_heartbeats,holdout,signed_velocity_dps_3m,"(0.134, 0.273]",463,-0.0005017736638321668,-0.0007600599657341389,0.17801268232882508,0.512172160498978,0.6889848812095032,0.5752353856758121,0.4794816414686825
all_heartbeats,holdout,signed_velocity_dps_3m,"(0.273, 2.981]",906,0.0007430353876663187,0.0013209431132348848,0.13681949128027274,0.3987995329222324,0.7924944812362031,0.7100564197397641,0.7086092715231788
minute_bucket,all,seconds_to_close,"(-0.001, 60.0]",330,4.2154558901268124e-05,0.0003490583384800766,0.02110769744387609,0.06842598902197654,0.9727272727272728,0.5102179219866243,0.49393939393939396
minute_bucket,all,seconds_to_close,"(120.0, 180.0]",326,-0.00017395450784028765,-0.0007260147577391185,0.061394282185273825,0.20582257422390354,0.9263803680981595,0.5025875243890755,0.49693251533742333
minute_bucket,all,seconds_to_close,"(180.0, 300.0]",656,-0.00022677550482542996,-0.0006555844377636455,0.09181749649921982,0.3021031132028052,0.8780487804878049,0.503055706762299,0.4969512195121951
minute_bucket,all,seconds_to_close,"(300.0, 600.0]",1629,2.4942134636551927e-06,-7.035324868953641e-05,0.16052330853108726,0.48621545105009495,0.761817065684469,0.5105505107888428,0.4960098219766728
minute_bucket,all,seconds_to_close,"(60.0, 90.0]",2,0.0006124452455625318,0.0012163358958869885,0.15437213577986333,0.40570039343512104,0.5,0.2779555372094316,0.0
minute_bucket,all,seconds_to_close,"(600.0, 900.0]",1627,-0.0011518067980952895,-0.0034220634125815552,0.22572538825026114,0.6433062841555577,0.620159803318992,0.5028203508775363,0.4972341733251383
minute_bucket,all,seconds_to_close,"(90.0, 120.0]",328,-0.00019292057039348165,-0.0008468344405661021,0.03997961044535479,0.14352200380513752,0.9451219512195121,0.5127990912936684,0.4969512195121951
minute_bucket,validation,seconds_to_close,"(-0.001, 60.0]",66,-5.6305330996112663e-05,-0.0002776470455666726,0.001404587557479168,0.008433552855160462,1.0,0.5217134216968722,0.5151515151515151
minute_bucket,validation,seconds_to_close,"(120.0, 180.0]",65,-3.767847738649771e-05,-0.0007725772391157237,0.04068751528030104,0.12926205810213987,0.9384615384615385,0.5326774044210646,0.5230769230769231
minute_bucket,validation,seconds_to_close,"(180.0, 300.0]",132,-0.00029772812771815954,-0.0008911646689385988,0.05753824605742932,0.21049748192516052,0.9318181818181818,0.5361195690996049,0.5151515151515151
minute_bucket,validation,seconds_to_close,"(300.0, 600.0]",326,0.0001084219381439766,-0.0003707866231594248,0.14385832408604074,0.4358421854171592,0.7852760736196319,0.5260254271475489,0.5184049079754601
minute_bucket,validation,seconds_to_close,"(600.0, 900.0]",327,-0.0062839765233206335,-0.01715138730132426,0.23194873923590278,0.6659107437178777,0.6116207951070336,0.5021289744125004,0.5198776758409785
minute_bucket,validation,seconds_to_close,"(90.0, 120.0]",66,-8.701419623679402e-06,-0.0005759115569363982,0.028830849988095177,0.08951972960322159,0.9393939393939394,0.5161598870775038,0.5151515151515151
minute_bucket,holdout,seconds_to_close,"(-0.001, 60.0]",66,-0.00013017143717206948,-0.0005308176650045196,0.012237328834867372,0.04306569877648817,0.9848484848484849,0.4632516821633317,0.4393939393939394
minute_bucket,holdout,seconds_to_close,"(120.0, 180.0]",65,-0.00013488009711982996,-0.0006808325323630071,0.06962735115750159,0.221332760008298,0.9230769230769231,0.4545132454891298,0.4307692307692308
minute_bucket,holdout,seconds_to_close,"(180.0, 300.0]",132,-0.0001701627922667398,-3.353973716713199e-05,0.09900268789967141,0.33069882852142096,0.8636363636363636,0.4534387994783353,0.4393939393939394
minute_bucket,holdout,seconds_to_close,"(300.0, 600.0]",325,7.096730949773811e-05,-7.004274404953659e-05,0.15789172031740745,0.4792550648085386,0.7661538461538462,0.46505644252480227,0.4307692307692308
minute_bucket,holdout,seconds_to_close,"(600.0, 900.0]",324,-0.00026411630297296096,-0.0011499509855009693,0.22828177481541262,0.6443333515916967,0.6049382716049383,0.5032570304336291,0.43209876543209874
minute_bucket,holdout,seconds_to_close,"(90.0, 120.0]",66,-4.200167123866172e-06,-0.0005022751514252022,0.053361001483781124,0.16754558854819804,0.9242424242424242,0.4738825784246115,0.4393939393939394
minute_bucket,all,abs_v32_d_sigma,"(-0.001, 0.25]",1478,-0.0006466811357276614,-0.0013285758195660247,0.24441019783478923,0.6818652120271462,0.5615696887686062,0.4939794542005471,0.4783491204330176
minute_bucket,all,abs_v32_d_sigma,"(0.25, 0.5]",822,-0.0006412363736660043,-0.0014881826642966223,0.21388078165215552,0.6190136175642775,0.6897810218978102,0.49212607837146616,0.4878345498783455
minute_bucket,all,abs_v32_d_sigma,"(0.5, 0.75]",527,0.0003865273768206834,0.000599836722255942,0.18308154123127152,0.5516241601741114,0.7552182163187856,0.47764424348842754,0.47058823529411764
minute_bucket,all,abs_v32_d_sigma,"(0.75, 1.0]",373,-0.0012013277234053515,-0.0037122089863297347,0.10452168299241998,0.36273851364003923,0.8793565683646113,0.4793599626652225,0.4450402144772118
minute_bucket,all,abs_v32_d_sigma,"(1.0, 1.5]",472,-0.0008191675575562885,-0.00471372790862068,0.0639831977692593,0.24723112053795465,0.9300847457627118,0.5101014188081292,0.5169491525423728
minute_bucket,all,abs_v32_d_sigma,"(1.5, 2.0]",283,-2.4246669056426917e-05,-5.615084606336307e-05,0.06988817193047307,0.2781148302168419,0.9257950530035336,0.48422774681864483,0.4664310954063604
minute_bucket,all,abs_v32_d_sigma,"(2.0, inf]",943,-2.9133766028992605e-06,-1.3738193689827316e-05,0.007300985921486153,0.03861752820064366,0.9925768822905621,0.5703034174598249,0.5652173913043478
minute_bucket,validation,abs_v32_d_sigma,"(-0.001, 0.25]",251,-0.004085137427853491,-0.00873534273811638,0.24181591114382495,0.6761391998060714,0.5617529880478087,0.49554669439566107,0.4900398406374502
minute_bucket,validation,abs_v32_d_sigma,"(0.25, 0.5]",148,-0.0023308224564193014,-0.005550470277594144,0.21846591087270803,0.6275314298917511,0.6621621621621622,0.4870787154803407,0.5472972972972973
minute_bucket,validation,abs_v32_d_sigma,"(0.5, 0.75]",105,-0.001305087694183027,-0.003823758306270353,0.20797242442189245,0.6061892072722713,0.7047619047619048,0.4587021804892714,0.45714285714285713
minute_bucket,validation,abs_v32_d_sigma,"(0.75, 1.0]",65,-0.006053861855795428,-0.017369840735790176,0.10897237906350171,0.3678877024045154,0.8615384615384616,0.5071148564747123,0.4461538461538462
minute_bucket,validation,abs_v32_d_sigma,"(1.0, 1.5]",109,-0.0013489587951165255,-0.009018363434076276,0.05875416748630979,0.2290243451432105,0.9357798165137615,0.5227075793155125,0.5321100917431193
minute_bucket,validation,abs_v32_d_sigma,"(1.5, 2.0]",66,-0.00014343632191905764,-0.0017932696428472616,0.07099207117482764,0.2765345502888087,0.9242424242424242,0.45592193471076287,0.4090909090909091
minute_bucket,validation,abs_v32_d_sigma,"(2.0, inf]",238,-3.438940482848596e-05,-0.0012925794210610977,0.008157935167075888,0.03834828378107974,0.9915966386554622,0.6088650337297566,0.6008403361344538
minute_bucket,holdout,abs_v32_d_sigma,"(-0.001, 0.25]",293,0.00036745264019028,0.0007309838646619715,0.24668464401800588,0.6864578493969156,0.552901023890785,0.49175791955116577,0.3993174061433447
minute_bucket,holdout,abs_v32_d_sigma,"(0.25, 0.5]",163,-0.0028433612602576375,-0.006113575446685449,0.22249515912556211,0.6369623211923241,0.656441717791411,0.485084116438274,0.39263803680981596
minute_bucket,holdout,abs_v32_d_sigma,"(0.5, 0.75]",101,0.003989543425875958,0.008521467972411267,0.16624323697413482,0.515221428107715,0.7920792079207921,0.4758521762613951,0.46534653465346537
minute_bucket,holdout,abs_v32_d_sigma,"(0.75, 1.0]",78,-0.0005348845099550359,-0.0018895966692142885,0.13785385423311364,0.44655424938421323,0.8333333333333334,0.4186514015469412,0.3333333333333333
minute_bucket,holdout,abs_v32_d_sigma,"(1.0, 1.5]",75,-0.0015459573714020486,-0.008097279665573387,0.07255642801843018,0.2738035380053089,0.92,0.4008999952022627,0.44
minute_bucket,holdout,abs_v32_d_sigma,"(1.5, 2.0]",49,0.00014054327967544245,0.0020337953402037035,0.09521828294470391,0.3635285348383347,0.8979591836734694,0.37522127563232865,0.46938775510204084
minute_bucket,holdout,abs_v32_d_sigma,"(2.0, inf]",219,4.726129718348078e-06,0.0002944351907967109,0.004592782682148642,0.028709380051650274,0.9954337899543378,0.5165468616011332,0.5205479452054794
minute_bucket,all,v34_material_antipersist3_anti_persistence_shift_dollars,"(-0.00101, 0.677]",612,-0.00015265247690918193,-0.00032344058654884544,0.06126985326347952,0.2042615661799973,0.9183006535947712,0.4213069174992894,0.40032679738562094
minute_bucket,all,v34_material_antipersist3_anti_persistence_shift_dollars,"(-0.748, -0.00101]",612,-0.00014142353852078515,-0.0007348726145542384,0.07419606076012263,0.23009934392605755,0.8839869281045751,0.5765342267320835,0.5604575163398693
minute_bucket,all,v34_material_antipersist3_anti_persistence_shift_dollars,"(-26.812, -6.676]",612,6.48044320668284e-05,0.0006863266503586152,0.1941733219223066,0.5710012250230543,0.6879084967320261,0.6387107385893913,0.6356209150326797
minute_bucket,all,v34_material_antipersist3_anti_persistence_shift_dollars,"(-6.676, -0.748]",612,-0.0001534134363598283,-0.00044962628623157475,0.1406556606512744,0.4250766434212208,0.7826797385620915,0.624279597763548,0.6290849673202614
minute_bucket,all,v34_material_antipersist3_anti_persistence_shift_dollars,"(-920.275, -26.812]",613,4.353961722966537e-05,-0.0017197532042860786,0.18491878116442903,0.5438934758295954,0.6998368678629691,0.6841933617487367,0.6818923327895595
minute_bucket,all,v34_material_antipersist3_anti_persistence_shift_dollars,"(0.677, 6.12]",612,-5.6484332547040994e-05,2.8538345551221145e-05,0.1462418374096798,0.4445516974323125,0.7826797385620915,0.38662916233784644,0.3709150326797386
minute_bucket,all,v34_material_antipersist3_anti_persistence_shift_dollars,"(25.647, 520.961]",613,-0.003039254064192809,-0.007908121790613953,0.20319876036334672,0.5912546617436344,0.6835236541598695,0.3479104001562991,0.3556280587275693
minute_bucket,all,v34_material_antipersist3_anti_persistence_shift_dollars,"(6.12, 25.647]",612,-3.0061993583296864e-05,-0.00019924449178299053,0.18651234062351643,0.5410282848336118,0.7026143790849673,0.3722614008135024,0.3366013071895425
minute_bucket,validation,v34_material_antipersist3_anti_persistence_shift_dollars,"(-0.00101, 0.677]",136,-0.00016405923286826746,-0.0011631118122693573,0.03763144980583404,0.1243708008488312,0.9411764705882353,0.4004796346896191,0.3897058823529412
minute_bucket,validation,v34_material_antipersist3_anti_persistence_shift_dollars,"(-0.748, -0.00101]",134,-0.0001552078335858506,-0.0008946560464763165,0.061394330033451405,0.18786871332226457,0.8805970149253731,0.5855512195902984,0.5895522388059702
minute_bucket,validation,v34_material_antipersist3_anti_persistence_shift_dollars,"(-26.812, -6.676]",129,9.50988903246075e-05,0.00048451219122669364,0.17522480472125726,0.5167604541616424,0.7131782945736435,0.66315689804449,0.7209302325581395
minute_bucket,validation,v34_material_antipersist3_anti_persistence_shift_dollars,"(-6.676, -0.748]",116,-0.00027652711612298486,-0.0003506961962141397,0.11533665121737809,0.36858398918153057,0.8189655172413793,0.6383537493246719,0.6551724137931034
minute_bucket,validation,v34_material_antipersist3_anti_persistence_shift_dollars,"(-920.275, -26.812]",106,-0.011671739196048303,-0.032393849639994365,0.18174817359653345,0.5545524962388984,0.7547169811320755,0.7019183011269757,0.6698113207547169
minute_bucket,validation,v34_material_antipersist3_anti_persistence_shift_dollars,"(0.677, 6.12]",130,9.074279427170873e-05,0.0003772117241732653,0.13582719504244511,0.4115557221057505,0.7846153846153846,0.44701747066583225,0.35384615384615387
minute_bucket,validation,v34_material_antipersist3_anti_persistence_shift_dollars,"(25.647, 520.961]",109,-0.007556226217204004,-0.02184770004272807,0.20959354614922499,0.6129843712472063,0.6972477064220184,0.33116025942909527,0.41284403669724773
minute_bucket,validation,v34_material_antipersist3_anti_persistence_shift_dollars,"(6.12, 25.647]",122,0.00038033862679731634,0.0005638478184643025,0.21216409998071908,0.5892065647639606,0.6311475409836066,0.3970038424142302,0.3770491803278688
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_shift_dollars,"(-0.00101, 0.677]",92,-0.00013872686584325,-0.0006921611629796265,0.05677562478518422,0.17694939020932382,0.9347826086956522,0.38500981282332986,0.358695652173913
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_shift_dollars,"(-0.748, -0.00101]",98,-0.000279393714119551,-0.0011368556465679303,0.05883124728382669,0.18971975729060223,0.9081632653061225,0.4881553488651167,0.4387755102040816
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_shift_dollars,"(-26.812, -6.676]",99,0.0002416089184826553,0.0005923548952222468,0.1890718069382295,0.5396568508874539,0.6868686868686869,0.6091380269983577,0.5454545454545454
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_shift_dollars,"(-6.676, -0.748]",103,4.1836651306054184e-05,7.358975695925807e-05,0.13112152057445292,0.39215008918582167,0.7961165048543689,0.6282156336465556,0.6116504854368932
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_shift_dollars,"(-920.275, -26.812]",186,0.0011035395130739034,0.0018131971320789475,0.19566169593088326,0.5549400183570307,0.6505376344086021,0.654966747573388,0.5967741935483871
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_shift_dollars,"(0.677, 6.12]",89,-0.00022388058833980318,0.0007384765681264227,0.13391159231330724,0.44180670408655465,0.8202247191011236,0.3274772270679343,0.3258426966292135
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_shift_dollars,"(25.647, 520.961]",184,-0.001170435906014733,-0.0034663984785351376,0.2067368691091828,0.6003927993327145,0.657608695652174,0.3452978121511127,0.32608695652173914
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_shift_dollars,"(6.12, 25.647]",127,-0.0004776716542346793,-0.0013268303718738106,0.1388857502137995,0.43117983475760663,0.8267716535433071,0.33599746273490577,0.2440944881889764
minute_bucket,all,v34_material_antipersist3_anti_persistence_materiality_gate,"(-0.000665, 0.000342]",613,-8.676562596758586e-05,-0.00045551102049393166,0.046749179772256226,0.14753928669433103,0.9298531810766721,0.4961617987494941,0.4893964110929853
minute_bucket,all,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.000342, 0.000387]",612,-0.0001935991757881228,-0.0005636980320704588,0.08914079395005113,0.28745353700469456,0.8709150326797386,0.49484343781949747,0.46568627450980393
minute_bucket,all,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.000387, 0.000562]",612,-0.00016140003426173832,-0.0003285018180477217,0.12704413850436147,0.39445497468469587,0.8120915032679739,0.49521729246304363,0.5032679738562091
minute_bucket,all,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.000562, 0.00121]",612,-1.8557458961954154e-05,-3.136620237553789e-05,0.1619327446173756,0.4797227307733372,0.7467320261437909,0.5131231971509972,0.48856209150326796
minute_bucket,all,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.00121, 0.00508]",612,-5.794671771094939e-05,2.8277172246182758e-05,0.17959174416640303,0.5297459286164333,0.7173202614379085,0.5125714155504989,0.49836601307189543
minute_bucket,all,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.00508, 0.0585]",612,5.955874142829498e-05,0.0003899256291413078,0.19949489980887145,0.5794859668619554,0.6781045751633987,0.5039772594221608,0.4820261437908497
minute_bucket,all,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.0585, 0.958]",612,-0.000161573950757804,-0.00030110289104123833,0.18858185017684762,0.552866963707054,0.7075163398692811,0.5136189090982206,0.5016339869281046
minute_bucket,all,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.958, 1.0]",613,-0.0028447664439616716,-0.009357913629755021,0.1988641152379977,0.5805626182701996,0.6786296900489397,0.5223347294288213,0.5415986949429038
minute_bucket,validation,v34_material_antipersist3_anti_persistence_materiality_gate,"(-0.000665, 0.000342]",130,-9.911821899929313e-05,-0.0006480289884465418,0.03516955379125028,0.10922346959815708,0.9461538461538461,0.4950661312485874,0.49230769230769234
minute_bucket,validation,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.000342, 0.000387]",136,-0.00022798617027047774,-0.0014012753167269576,0.06029314086789896,0.19303092064171,0.8823529411764706,0.47624889397657205,0.47794117647058826
minute_bucket,validation,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.000387, 0.000562]",138,-0.00020492150385108265,-0.0005002839135394566,0.0945211239427255,0.3103649855475549,0.8478260869565217,0.5052832731174971,0.45652173913043476
minute_bucket,validation,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.000562, 0.00121]",109,0.00017885203499609648,0.0009378711737595413,0.17479083614464416,0.5130848786194094,0.7247706422018348,0.5820042696491866,0.5412844036697247
minute_bucket,validation,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.00121, 0.00508]",128,0.00021581144958798815,0.0007814834131719683,0.19072817871955913,0.5496736239426532,0.671875,0.5527035169361207,0.53125
minute_bucket,validation,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.00508, 0.0585]",128,0.0002175810976240422,0.00020871572536806937,0.1909722249368243,0.5435973405778776,0.6875,0.5218933807841861,0.5703125
minute_bucket,validation,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.0585, 0.958]",129,-0.0007536015842962984,-0.001972212722819111,0.18401588820332862,0.5474290558131366,0.7364341085271318,0.505656510787406,0.5581395348837209
minute_bucket,validation,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.958, 1.0]",84,-0.02346593201245345,-0.0664793788818876,0.20853095942847655,0.6276794760252333,0.7142857142857143,0.5297359541158769,0.5357142857142857
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_materiality_gate,"(-0.000665, 0.000342]",91,-0.00011758005944697766,-0.0006049937246976195,0.03086279408809499,0.09940264032175018,0.9560439560439561,0.45144941207559447,0.4065934065934066
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.000342, 0.000387]",98,-0.0002785043295304296,-0.0011700849040312544,0.08270028788049912,0.2602502574040691,0.8877551020408163,0.4275830153539652,0.3979591836734694
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.000387, 0.000562]",92,-0.00018189054667011595,0.00013345644437551263,0.11969230152428191,0.38099035964858113,0.8478260869565217,0.44938894092411646,0.42391304347826086
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.000562, 0.00121]",105,-8.769740139025206e-06,0.0005068769674423934,0.14397501208328092,0.44552524378695846,0.7619047619047619,0.5149735418408501,0.5047619047619047
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.00121, 0.00508]",103,-0.00021843633310034138,-0.0005179921764545403,0.1463165336146692,0.4426192056965862,0.8058252427184466,0.4633467473090357,0.42718446601941745
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.00508, 0.0585]",115,-0.0001300741805468908,-0.00046240211381554097,0.17312895656134045,0.5103196605844058,0.7391304347826086,0.45290081300598595,0.3391304347826087
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.0585, 0.958]",134,1.4073630216215882e-05,-3.28870326535835e-05,0.2025997854840497,0.5826968414668573,0.6567164179104478,0.48598958803781334,0.3805970149253731
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_materiality_gate,"(0.958, 1.0]",240,-4.744565840353321e-05,-0.0012377271758113872,0.20012796611401834,0.5738407359024538,0.6541666666666667,0.5088117318347202,0.5083333333333333
minute_bucket,all,v34_material_antipersist3_anti_persistence_logit_weight,"(-0.0009665, 3.42e-05]",613,-8.676562596758586e-05,-0.00045551102049393166,0.046749179772256226,0.14753928669433103,0.9298531810766721,0.4961617987494941,0.4893964110929853
minute_bucket,all,v34_material_antipersist3_anti_persistence_logit_weight,"(0.000121, 0.000508]",612,-5.794671771094939e-05,2.8277172246182758e-05,0.17959174416640303,0.5297459286164333,0.7173202614379085,0.5125714155504989,0.49836601307189543
minute_bucket,all,v34_material_antipersist3_anti_persistence_logit_weight,"(0.000508, 0.00585]",612,5.955874142829498e-05,0.0003899256291413078,0.19949489980887145,0.5794859668619554,0.6781045751633987,0.5039772594221608,0.4820261437908497
minute_bucket,all,v34_material_antipersist3_anti_persistence_logit_weight,"(0.00585, 0.0958]",612,-0.000161573950757804,-0.00030110289104123833,0.18858185017684762,0.552866963707054,0.7075163398692811,0.5136189090982206,0.5016339869281046
minute_bucket,all,v34_material_antipersist3_anti_persistence_logit_weight,"(0.0958, 0.1]",613,-0.0028447664439616716,-0.009357913629755021,0.1988641152379977,0.5805626182701996,0.6786296900489397,0.5223347294288213,0.5415986949429038
minute_bucket,all,v34_material_antipersist3_anti_persistence_logit_weight,"(3.42e-05, 3.87e-05]",612,-0.0001935991757881228,-0.0005636980320704588,0.08914079395005113,0.28745353700469456,0.8709150326797386,0.49484343781949747,0.46568627450980393
minute_bucket,all,v34_material_antipersist3_anti_persistence_logit_weight,"(3.87e-05, 5.62e-05]",612,-0.00016140003426173832,-0.0003285018180477217,0.12704413850436147,0.39445497468469587,0.8120915032679739,0.49521729246304363,0.5032679738562091
minute_bucket,all,v34_material_antipersist3_anti_persistence_logit_weight,"(5.62e-05, 0.000121]",612,-1.8557458961954154e-05,-3.136620237553789e-05,0.1619327446173756,0.4797227307733372,0.7467320261437909,0.5131231971509972,0.48856209150326796
minute_bucket,validation,v34_material_antipersist3_anti_persistence_logit_weight,"(-0.0009665, 3.42e-05]",130,-9.911821899929313e-05,-0.0006480289884465418,0.03516955379125028,0.10922346959815708,0.9461538461538461,0.4950661312485874,0.49230769230769234
minute_bucket,validation,v34_material_antipersist3_anti_persistence_logit_weight,"(0.000121, 0.000508]",128,0.00021581144958798815,0.0007814834131719683,0.19072817871955913,0.5496736239426532,0.671875,0.5527035169361207,0.53125
minute_bucket,validation,v34_material_antipersist3_anti_persistence_logit_weight,"(0.000508, 0.00585]",128,0.0002175810976240422,0.00020871572536806937,0.1909722249368243,0.5435973405778776,0.6875,0.5218933807841861,0.5703125
minute_bucket,validation,v34_material_antipersist3_anti_persistence_logit_weight,"(0.00585, 0.0958]",129,-0.0007536015842962984,-0.001972212722819111,0.18401588820332862,0.5474290558131366,0.7364341085271318,0.505656510787406,0.5581395348837209
minute_bucket,validation,v34_material_antipersist3_anti_persistence_logit_weight,"(0.0958, 0.1]",84,-0.02346593201245345,-0.0664793788818876,0.20853095942847655,0.6276794760252333,0.7142857142857143,0.5297359541158769,0.5357142857142857
minute_bucket,validation,v34_material_antipersist3_anti_persistence_logit_weight,"(3.42e-05, 3.87e-05]",136,-0.00022798617027047774,-0.0014012753167269576,0.06029314086789896,0.19303092064171,0.8823529411764706,0.47624889397657205,0.47794117647058826
minute_bucket,validation,v34_material_antipersist3_anti_persistence_logit_weight,"(3.87e-05, 5.62e-05]",138,-0.00020492150385108265,-0.0005002839135394566,0.0945211239427255,0.3103649855475549,0.8478260869565217,0.5052832731174971,0.45652173913043476
minute_bucket,validation,v34_material_antipersist3_anti_persistence_logit_weight,"(5.62e-05, 0.000121]",109,0.00017885203499609648,0.0009378711737595413,0.17479083614464416,0.5130848786194094,0.7247706422018348,0.5820042696491866,0.5412844036697247
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_logit_weight,"(-0.0009665, 3.42e-05]",91,-0.00011758005944697766,-0.0006049937246976195,0.03086279408809499,0.09940264032175018,0.9560439560439561,0.45144941207559447,0.4065934065934066
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_logit_weight,"(0.000121, 0.000508]",103,-0.00021843633310034138,-0.0005179921764545403,0.1463165336146692,0.4426192056965862,0.8058252427184466,0.4633467473090357,0.42718446601941745
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_logit_weight,"(0.000508, 0.00585]",115,-0.0001300741805468908,-0.00046240211381554097,0.17312895656134045,0.5103196605844058,0.7391304347826086,0.45290081300598595,0.3391304347826087
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_logit_weight,"(0.00585, 0.0958]",134,1.4073630216215882e-05,-3.28870326535835e-05,0.2025997854840497,0.5826968414668573,0.6567164179104478,0.48598958803781334,0.3805970149253731
minute_bucket,holdout,v34_material_antipersist3_anti_persistence_logit_weight,"(0.0958, 0.1]",240,-4.744565840353321e-05,-0.0012377271758113872,0.20012796611401834,0.5738407359024538,0.6541666666666667,0.5088117318347202,0.5083333333333333
