rule,suppressed_exits,suppressed_share,adjusted_net_dollars,delta_vs_branch_actual_dollars,hurtful_exits_suppressed,helpful_exits_suppressed,train_adjusted_net,validation_adjusted_net,holdout_adjusted_net,train_suppressed,validation_suppressed,holdout_suppressed,all_splits_nonworse,diagnostic_pass
suppress_collapse_exit_if_exit_sigma_t_dollars>=75,23,0.4339622641509434,-19.549181999999995,11.960818000000007,17,6,-6.99918,-12.230002000000002,-0.3200000000000001,10,9,4,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_sigma_t_dollars>=75,21,0.39622641509433965,-19.569181999999998,11.940818000000004,16,5,-6.99918,-12.250002000000002,-0.3200000000000001,10,7,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=10,19,0.3584905660377358,-20.829182,10.680818000000002,14,5,-7.599180000000001,-12.250002000000002,-0.98,9,7,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND exit_sigma_t_dollars>=75,18,0.33962264150943394,-21.849182,9.660818000000003,14,4,-7.9791799999999995,-13.550002,-0.3200000000000001,9,5,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_sigma_t_dollars>=75,19,0.3584905660377358,-22.839181999999997,8.670818000000004,15,4,-6.14918,-16.370002,-0.3200000000000001,9,6,4,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds<=180,20,0.37735849056603776,-23.069179999999996,8.440820000000006,15,5,-6.99918,-15.75,-0.3200000000000001,10,6,4,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=75,16,0.3018867924528302,-23.37918,8.13082,13,3,-5.8091800000000005,-16.53,-1.04,7,6,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=50 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-23.380000000000003,8.129999999999999,5,1,-8.57,-11.670000000000002,-3.1399999999999997,2,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=0,18,0.33962264150943394,-23.52918,7.980820000000001,13,5,-7.259180000000001,-15.23,-1.04,7,8,3,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND entry_to_exit_loss_cents>=15,13,0.24528301886792453,-23.539181999999997,7.970818000000005,9,4,-10.83918,-11.020002000000002,-1.68,5,6,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=100,5,0.09433962264150944,-24.420002,7.089998000000001,5,0,-9.94,-11.340002000000002,-3.1399999999999997,2,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND exit_sigma_t_dollars>=50,9,0.16981132075471697,-24.55,6.960000000000001,8,1,-5.9,-16.87,-1.78,5,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-24.570000000000004,6.939999999999998,7,0,-5.9,-16.89,-1.78,5,0,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND position_seconds<=45,26,0.49056603773584906,-24.79,6.720000000000002,18,8,-5.99,-15.890000000000002,-2.9099999999999997,16,3,7,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.09,6.420000000000002,8,2,-7.48,-15.829999999999998,-1.78,7,1,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=75 AND exit_sigma_t_dollars>=75,14,0.2641509433962264,-25.099182,6.410818000000003,11,3,-7.729180000000001,-16.390002,-0.98,7,4,3,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND fair_minus_exit_bid_cents>=15,6,0.11320754716981132,-25.290000000000003,6.219999999999999,4,2,-8.57,-13.580000000000002,-3.1399999999999997,2,4,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms>=500,8,0.1509433962264151,-25.429999999999996,6.080000000000005,7,1,-9.829999999999998,-15.280000000000001,-0.3200000000000001,2,2,4,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=8,10,0.18867924528301888,-25.55,5.960000000000001,8,2,-6.9,-16.87,-1.78,6,2,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=500,15,0.2830188679245283,-25.629182000000004,5.880817999999998,10,5,-8.64918,-13.840002000000002,-3.1399999999999997,8,7,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND position_seconds>=90,5,0.09433962264150944,-25.880002,5.6299980000000005,4,1,-11.479999999999999,-11.260002,-3.1399999999999997,0,5,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND entry_to_exit_loss_cents>=10,6,0.11320754716981132,-25.890000000000004,5.619999999999997,5,1,-6.5600000000000005,-16.89,-2.44,5,0,1,True,True
suppress_collapse_exit_if_exit_btc_age_ms<=100 AND entry_to_exit_loss_cents>=20,9,0.16981132075471697,-25.930001999999998,5.579998000000003,6,3,-10.62,-12.170002,-3.1399999999999997,4,5,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-26.110000000000003,5.399999999999999,3,0,-11.479999999999999,-11.489999999999998,-3.1399999999999997,0,3,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-26.2,5.310000000000002,7,3,-9.76,-14.0,-2.44,2,7,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND exit_sigma_t_dollars>=50,7,0.1320754716981132,-26.230000000000004,5.279999999999998,6,1,-6.880000000000001,-16.87,-2.48,4,2,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=65 AND exit_fair_drawdown_cents<=4,5,0.09433962264150944,-26.250000000000004,5.259999999999998,5,0,-6.880000000000001,-16.89,-2.48,4,0,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=8,7,0.1320754716981132,-26.270000000000003,5.239999999999998,6,1,-8.66,-15.829999999999998,-1.78,4,1,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents>=20 AND exit_btc_age_ms<=100,4,0.07547169811320754,-26.540001999999998,4.969998000000004,3,1,-10.68,-12.720002000000001,-3.1399999999999997,1,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=18 AND exit_sigma_t_dollars>=100,8,0.1509433962264151,-26.6,4.91,7,1,-7.64,-15.82,-3.1399999999999997,5,3,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_sigma_t_dollars>=100,6,0.11320754716981132,-26.610000000000003,4.899999999999999,6,0,-7.64,-15.829999999999998,-3.1399999999999997,5,1,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=55 AND exit_fair_drawdown_cents<=8,5,0.09433962264150944,-26.62,4.890000000000001,5,0,-7.95,-16.89,-1.78,3,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.6 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-26.77,4.740000000000002,6,2,-8.46,-15.829999999999998,-2.48,6,1,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=0,11,0.20754716981132076,-26.790000000000003,4.719999999999999,7,4,-8.14,-16.87,-1.78,7,2,2,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_sigma_t_dollars>=75,7,0.1320754716981132,-26.809182,4.700818000000002,6,1,-8.17918,-16.210002,-2.42,4,2,1,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=12,7,0.1320754716981132,-26.860000000000003,4.649999999999999,6,1,-8.19,-16.89,-1.78,5,0,2,True,True
suppress_collapse_exit_if_exit_p_hold>=0.65 AND exit_fair_drawdown_cents<=4,6,0.11320754716981132,-26.970000000000002,4.539999999999999,5,1,-8.66,-15.829999999999998,-2.48,4,1,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents<=70 AND exit_p_hold>=0.6,7,0.1320754716981132,-27.05,4.460000000000001,5,2,-8.08,-15.829999999999998,-3.1399999999999997,6,1,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND position_seconds<=180,9,0.16981132075471697,-27.16918,4.340820000000001,7,2,-8.499179999999999,-16.89,-1.78,7,0,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8,13,0.24528301886792453,-27.19,4.32,8,5,-8.54,-16.87,-1.78,9,2,2,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND position_seconds<=180,13,0.24528301886792453,-27.19,4.32,8,5,-8.54,-16.87,-1.78,9,2,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100 AND fair_minus_exit_bid_cents>=0,7,0.1320754716981132,-27.2,4.310000000000002,6,1,-8.24,-15.82,-3.1399999999999997,4,3,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=300,10,0.18867924528301888,-27.229182,4.280818,7,3,-8.36918,-15.720002,-3.1399999999999997,6,4,0,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=80 AND exit_btc_age_ms<=500,10,0.18867924528301888,-27.229182,4.280818,7,3,-8.36918,-15.720002,-3.1399999999999997,6,4,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND exit_fair_drawdown_cents<=4,8,0.1509433962264151,-27.230000000000004,4.279999999999998,6,2,-7.880000000000001,-16.87,-2.48,5,2,1,True,True
suppress_collapse_exit_if_exit_entry_basis_cents>=70 AND position_seconds<=45,22,0.41509433962264153,-27.269999999999996,4.2400000000000055,15,7,-9.02,-15.890000000000002,-2.3600000000000003,13,3,6,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND exit_btc_age_ms<=300,12,0.22641509433962265,-27.339182000000005,4.170817999999997,8,4,-9.49918,-14.700002000000001,-3.1399999999999997,7,5,0,True,True
suppress_collapse_exit_if_exit_exit_bid_cents<=45 AND exit_sigma_t_dollars>=75,3,0.05660377358490566,-27.37,4.140000000000001,2,1,-11.479999999999999,-12.75,-3.1399999999999997,0,3,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=8 AND fair_minus_exit_bid_cents>=5,10,0.18867924528301888,-27.450000000000003,4.059999999999999,6,4,-8.14,-16.87,-2.44,7,2,1,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=4 AND entry_to_exit_loss_cents>=10,3,0.05660377358490566,-27.51,4.0,3,0,-7.480000000000001,-16.89,-3.1399999999999997,3,0,0,True,True
suppress_collapse_exit_if_exit_p_hold>=0.7 AND exit_fair_drawdown_cents<=10,6,0.11320754716981132,-27.53,3.9800000000000004,5,1,-8.86,-16.89,-1.78,4,0,2,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=75 AND fair_minus_exit_bid_cents<=0,5,0.09433962264150944,-27.530002,3.979998000000002,4,1,-11.219999999999999,-13.890001999999999,-2.42,3,1,1,True,True
suppress_collapse_exit_if_exit_exit_bid_cents>=50 AND fair_minus_exit_bid_cents>=15,3,0.05660377358490566,-27.540000000000003,3.969999999999999,3,0,-8.57,-15.829999999999998,-3.1399999999999997,2,1,0,True,True
suppress_collapse_exit_if_exit_fair_drawdown_cents<=15 AND exit_sigma_t_dollars>=100,7,0.1320754716981132,-27.650000000000002,3.8599999999999994,6,1,-7.64,-16.87,-3.1399999999999997,5,2,0,True,True
suppress_collapse_exit_if_exit_sigma_t_dollars>=100,9,0.16981132075471697,-27.740000000000002,3.7699999999999996,7,2,-8.78,-15.82,-3.1399999999999997,6,3,0,True,True
