model,market,split,entry_dt,side,outcome,win,entry_ask_cents,entry_bid_cents,entry_p_side,entry_p_yes,entry_edge_cents,entry_seconds_to_close,exit_type,exit_dt,exit_seconds_to_close,exit_bid_cents,exit_p_side,exit_fair_edge_to_bid_cents,pnl_cents,settled,cost_cents,entry_fee_cents,exit_fee_cents,total_fee_cents,candidate,entry_policy,exit_policy,fee_adjusted_pnl_cents,fee_adjusted_1c_entry_pnl_cents,fee_adjusted_1c_roundtrip_pnl_cents
v38_long60_antipersist,KXBTC15M-26MAY021915-15,train,2026-05-02 23:05:13.181000+00:00,no,no,True,86.0,85.0,0.8802061897432523,0.1197938102567477,2.020618974325231,586.819,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,26.0,24.0,24.0
v38_long60_antipersist,KXBTC15M-26MAY021930-30,train,2026-05-02 23:27:00.136000+00:00,yes,yes,True,93.0,92.0,0.9558427143184396,0.9558427143184396,2.584271431843959,179.864,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,13.0,11.0,11.0
v38_long60_antipersist,KXBTC15M-26MAY021945-45,train,2026-05-02 23:37:46.146000+00:00,no,no,True,82.0,81.0,0.8677968022902578,0.1322031977097422,4.779680229025786,433.854,settlement_win,,,,,,36.0,True,164.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,33.0,31.0,31.0
v38_long60_antipersist,KXBTC15M-26MAY022000-00,train,2026-05-02 23:52:17.755000+00:00,no,no,True,80.0,79.0,0.8873113927177338,0.1126886072822662,8.731139271773387,462.245,settlement_win,,,,,,40.0,True,160.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,37.0,35.0,35.0
v38_long60_antipersist,KXBTC15M-26MAY022015-15,train,2026-05-03 00:05:03.741000+00:00,yes,no,False,68.0,67.0,0.6945058611489203,0.6945058611489203,1.4505861148920332,596.259,probability_reduce,2026-05-03 00:08:04.194000+00:00,415.806,18.0,0.1669634812837532,-1.3036518716246803,-100.0,False,136.0,4.0,3.0,7.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-107.0,-109.0,-111.0
v38_long60_antipersist,KXBTC15M-26MAY022230-30,train,2026-05-03 02:20:12.739000+00:00,no,no,True,70.0,69.0,0.8136001308052514,0.1863998691947485,11.360013080525135,587.261,settlement_win,,,,,,60.0,True,140.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,57.0,55.0,55.0
v38_long60_antipersist,KXBTC15M-26MAY022245-45,train,2026-05-03 02:35:14.069000+00:00,yes,yes,True,79.0,78.0,0.8136154163101263,0.8136154163101263,2.361541631012642,585.931,settlement_win,,,,,,42.0,True,158.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,39.0,37.0,37.0
v38_long60_antipersist,KXBTC15M-26MAY022300-00,train,2026-05-03 02:53:30.252000+00:00,yes,yes,True,93.0,92.0,0.940892839120309,0.940892839120309,1.0892839120308935,389.748,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,13.0,11.0,11.0
v38_long60_antipersist,KXBTC15M-26MAY022315-15,train,2026-05-03 03:08:16.435000+00:00,no,no,True,68.0,67.0,0.677941417599227,0.322058582400773,-0.2058582400773048,403.565,settlement_win,,,,,,64.0,True,136.0,4.0,0.0,4.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,60.0,58.0,58.0
v38_long60_antipersist,KXBTC15M-26MAY022330-30,train,2026-05-03 03:27:18.255000+00:00,no,no,True,45.0,41.0,0.7635599012187235,0.2364400987812764,31.355990121872352,161.745,probability_reduce,2026-05-03 03:29:03.354000+00:00,56.646,15.0,0.1334148226591405,-1.6585177340859492,-60.0,False,90.0,4.0,2.0,6.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-66.0,-68.0,-70.0
v38_long60_antipersist,KXBTC15M-26MAY022345-45,train,2026-05-03 03:36:18.785000+00:00,yes,yes,True,90.0,89.0,0.9205171903471644,0.9205171903471644,2.0517190347164416,521.215,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,18.0,16.0,16.0
v38_long60_antipersist,KXBTC15M-26MAY030000-00,train,2026-05-03 03:53:20.641000+00:00,yes,yes,True,94.0,94.0,0.9584950321690392,0.9584950321690392,1.8495032169039263,399.359,settlement_win,,,,,,12.0,True,188.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,11.0,9.0,9.0
v38_long60_antipersist,KXBTC15M-26MAY030015-15,train,2026-05-03 04:10:07.223000+00:00,no,no,True,99.0,98.0,0.9868860747945616,0.0131139252054383,-0.3113925205438477,292.777,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,1.0,-1.0,-1.0
v38_long60_antipersist,KXBTC15M-26MAY030030-30,train,2026-05-03 04:25:53.675000+00:00,yes,yes,True,97.0,97.0,0.979151252665466,0.979151252665466,0.9151252665465961,246.325,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,5.0,3.0,3.0
v38_long60_antipersist,KXBTC15M-26MAY030045-45,train,2026-05-03 04:36:54.688000+00:00,no,no,True,67.0,66.0,0.6884500870961896,0.3115499129038104,1.8450087096189662,485.312,settlement_win,,,,,,66.0,True,134.0,4.0,0.0,4.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,62.0,60.0,60.0
v38_long60_antipersist,KXBTC15M-26MAY030100-00,train,2026-05-03 04:52:56.372000+00:00,no,no,True,70.0,69.0,0.7386913942336202,0.2613086057663797,3.8691394233620144,423.628,settlement_win,,,,,,60.0,True,140.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,57.0,55.0,55.0
v38_long60_antipersist,KXBTC15M-26MAY030115-15,train,2026-05-03 05:11:28.608000+00:00,yes,yes,True,99.0,99.0,0.994325586605112,0.994325586605112,0.43255866051120506,211.392,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,1.0,-1.0,-1.0
v38_long60_antipersist,KXBTC15M-26MAY030130-30,train,2026-05-03 05:27:30.147000+00:00,no,no,True,69.0,67.0,0.6816015168587826,0.3183984831412175,-0.8398483141217383,149.853,settlement_win,,,,,,62.0,True,138.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,59.0,57.0,57.0
v38_long60_antipersist,KXBTC15M-26MAY030145-45,train,2026-05-03 05:44:16.510000+00:00,no,no,True,98.0,97.0,0.9824224598827402,0.0175775401172597,0.24224598827402133,43.49,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,3.0,1.0,1.0
v38_long60_antipersist,KXBTC15M-26MAY030200-00,train,2026-05-03 05:59:17.743000+00:00,yes,yes,True,100.0,99.0,0.999984452931262,0.999984452931262,-0.0015547068737902237,42.257,settlement_win,,,,,,0.0,True,200.0,0.0,0.0,0.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,0.0,-2.0,-2.0
v38_long60_antipersist,KXBTC15M-26MAY030215-15,train,2026-05-03 06:10:18.859000+00:00,no,no,True,97.0,97.0,0.9860108600806664,0.0139891399193334,1.6010860080666447,281.141,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,5.0,3.0,3.0
v38_long60_antipersist,KXBTC15M-26MAY030230-30,validation,2026-05-03 06:26:50.613000+00:00,no,no,True,99.0,98.0,0.98558131375651,0.0144186862434899,-0.44186862434899865,189.387,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,1.0,-1.0,-1.0
v38_long60_antipersist,KXBTC15M-26MAY030245-45,validation,2026-05-03 06:41:37.156000+00:00,yes,yes,True,86.0,85.0,0.927492696688016,0.927492696688016,6.7492696688016025,202.844,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,26.0,24.0,24.0
v38_long60_antipersist,KXBTC15M-26MAY030300-00,validation,2026-05-03 06:53:08.118000+00:00,yes,yes,True,99.0,99.0,0.9937354906130572,0.9937354906130572,0.37354906130572374,411.882,settlement_win,,,,,,2.0,True,198.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,1.0,-1.0,-1.0
v38_long60_antipersist,KXBTC15M-26MAY030315-15,validation,2026-05-03 07:05:09.372000+00:00,yes,yes,True,91.0,89.0,0.9006585167294323,0.9006585167294323,-0.934148327056775,590.628,settlement_win,,,,,,18.0,True,182.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,16.0,14.0,14.0
v38_long60_antipersist,KXBTC15M-26MAY030330-30,validation,2026-05-03 07:25:26.232000+00:00,yes,yes,True,93.0,92.0,0.9453100648326912,0.9453100648326912,1.531006483269124,273.768,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,13.0,11.0,11.0
v38_long60_antipersist,KXBTC15M-26MAY030345-45,validation,2026-05-03 07:41:27.681000+00:00,yes,yes,True,69.0,66.0,0.80725730886708,0.80725730886708,11.725730886708007,212.319,settlement_win,,,,,,62.0,True,138.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,59.0,57.0,57.0
v38_long60_antipersist,KXBTC15M-26MAY030400-00,validation,2026-05-03 07:51:13.686000+00:00,no,no,True,79.0,77.0,0.794868331652606,0.205131668347394,0.4868331652605917,526.314,settlement_win,,,,,,42.0,True,158.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,39.0,37.0,37.0
v38_long60_antipersist,KXBTC15M-26MAY030415-15,validation,2026-05-03 08:05:59.920000+00:00,yes,yes,True,96.0,95.0,0.9551855472453324,0.9551855472453324,-0.4814452754667542,540.08,settlement_win,,,,,,8.0,True,192.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,7.0,5.0,5.0
v38_long60_antipersist,KXBTC15M-26MAY030430-30,validation,2026-05-03 08:24:16.749000+00:00,no,no,True,53.0,51.0,0.6510958357745903,0.3489041642254097,12.109583577459034,343.251,settlement_win,,,,,,94.0,True,106.0,4.0,0.0,4.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,90.0,88.0,88.0
v38_long60_antipersist,KXBTC15M-26MAY030445-45,validation,2026-05-03 08:35:03.022000+00:00,no,yes,False,80.0,79.0,0.808338241761346,0.1916617582386539,0.8338241761346126,596.978,probability_reduce,2026-05-03 08:39:03.459000+00:00,356.541,37.0,0.4384575213322499,6.845752133224991,-86.0,False,160.0,3.0,4.0,7.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-93.0,-95.0,-97.0
v38_long60_antipersist,KXBTC15M-26MAY030500-00,validation,2026-05-03 08:54:04.881000+00:00,no,no,True,69.0,68.0,0.6944434710174336,0.3055565289825663,0.4443471017433609,355.119,settlement_win,,,,,,62.0,True,138.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,59.0,57.0,57.0
v38_long60_antipersist,KXBTC15M-26MAY030515-15,validation,2026-05-03 09:08:06.075000+00:00,yes,yes,True,69.0,68.0,0.6991635928947312,0.6991635928947312,0.916359289473121,413.925,settlement_win,,,,,,62.0,True,138.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,59.0,57.0,57.0
v38_long60_antipersist,KXBTC15M-26MAY030530-30,validation,2026-05-03 09:24:07.704000+00:00,yes,yes,True,97.0,95.0,0.9878234156529996,0.9878234156529996,1.7823415652999586,352.296,settlement_win,,,,,,6.0,True,194.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,5.0,3.0,3.0
v38_long60_antipersist,KXBTC15M-26MAY030545-45,validation,2026-05-03 09:36:08.938000+00:00,yes,yes,True,63.0,62.0,0.701834240040673,0.701834240040673,7.183424004067291,531.062,settlement_win,,,,,,74.0,True,126.0,4.0,0.0,4.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,70.0,68.0,68.0
v38_long60_antipersist,KXBTC15M-26MAY030600-00,validation,2026-05-03 09:53:55.568000+00:00,yes,yes,True,43.0,42.0,0.6536471970031539,0.6536471970031539,22.36471970031539,364.432,probability_reduce,2026-05-03 09:54:10.567000+00:00,349.433,46.0,0.4675970781201691,0.759707812016913,6.0,False,86.0,4.0,4.0,8.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-2.0,-4.0,-6.0
v38_long60_antipersist,KXBTC15M-26MAY030615-15,validation,2026-05-03 10:05:11.591000+00:00,no,no,True,88.0,87.0,0.921568316690912,0.0784316833090879,4.156831669091204,588.409,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,22.0,20.0,20.0
v38_long60_antipersist,KXBTC15M-26MAY030630-30,validation,2026-05-03 10:22:58.509000+00:00,no,no,True,65.0,64.0,0.6521099254189822,0.3478900745810179,0.21099254189822148,421.491,settlement_win,,,,,,70.0,True,130.0,4.0,0.0,4.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,66.0,64.0,64.0
v38_long60_antipersist,KXBTC15M-26MAY030645-45,validation,2026-05-03 10:35:14.513000+00:00,yes,yes,True,78.0,77.0,0.8520210332070688,0.8520210332070688,7.2021033207068825,585.487,settlement_win,,,,,,44.0,True,156.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,41.0,39.0,39.0
v38_long60_antipersist,KXBTC15M-26MAY030700-00,validation,2026-05-03 10:51:30.935000+00:00,no,no,True,83.0,82.0,0.8380266196978237,0.1619733803021763,0.8026619697823634,509.065,settlement_win,,,,,,34.0,True,166.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,32.0,30.0,30.0
v38_long60_antipersist,KXBTC15M-26MAY030715-15,validation,2026-05-03 11:09:02.708000+00:00,yes,yes,True,77.0,76.0,0.7678794144239258,0.7678794144239258,-0.21205855760742054,357.292,settlement_win,,,,,,46.0,True,154.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,43.0,41.0,41.0
v38_long60_antipersist,KXBTC15M-26MAY030730-30,validation,2026-05-03 11:25:19.282000+00:00,no,no,True,53.0,52.0,0.6592987450776957,0.3407012549223043,12.929874507769568,280.718,settlement_win,,,,,,94.0,True,106.0,4.0,0.0,4.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,90.0,88.0,88.0
v38_long60_antipersist,KXBTC15M-26MAY030745-45,validation,2026-05-03 11:35:05.237000+00:00,yes,yes,True,90.0,89.0,0.9377315875778984,0.9377315875778984,3.7731587577898438,594.763,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,18.0,16.0,16.0
v38_long60_antipersist,KXBTC15M-26MAY030800-00,validation,2026-05-03 11:50:06.598000+00:00,yes,no,False,83.0,82.0,0.9473074512207916,0.9473074512207916,11.730745122079156,593.402,probability_reduce,2026-05-03 11:56:07.051000+00:00,232.949,15.0,0.0613562850167973,-8.86437149832027,-136.0,False,166.0,2.0,2.0,4.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-140.0,-142.0,-144.0
v38_long60_antipersist,KXBTC15M-26MAY030815-15,validation,2026-05-03 12:05:07.967000+00:00,yes,yes,True,89.0,88.0,0.9439284873628834,0.9439284873628834,5.392848736288343,592.033,settlement_win,,,,,,22.0,True,178.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,20.0,18.0,18.0
v38_long60_antipersist,KXBTC15M-26MAY030830-30,validation,2026-05-03 12:20:09.389000+00:00,no,no,True,86.0,85.0,0.9306551708973722,0.0693448291026278,7.065517089737213,590.611,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,26.0,24.0,24.0
v38_long60_antipersist,KXBTC15M-26MAY030845-45,validation,2026-05-03 12:35:10.810000+00:00,no,no,True,86.0,84.0,0.8639351411362143,0.1360648588637857,0.3935141136214213,589.19,probability_reduce,2026-05-03 12:43:11.704000+00:00,108.296,61.0,0.4833202662909193,-12.667973370908072,-50.0,False,172.0,2.0,4.0,6.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-56.0,-58.0,-60.0
v38_long60_antipersist,KXBTC15M-26MAY030900-00,validation,2026-05-03 12:50:12.440000+00:00,yes,no,False,71.0,69.0,0.7591725235228095,0.7591725235228095,4.917252352280954,587.56,probability_reduce,2026-05-03 12:55:12.889000+00:00,287.111,39.0,0.4521733362816139,6.217333628161391,-64.0,False,142.0,3.0,4.0,7.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-71.0,-73.0,-75.0
v38_long60_antipersist,KXBTC15M-26MAY030915-15,validation,2026-05-03 13:06:13.860000+00:00,no,yes,False,64.0,61.0,0.6769068769456719,0.3230931230543282,3.6906876945671883,526.14,probability_reduce,2026-05-03 13:10:14.254000+00:00,285.746,34.0,0.4190250954252538,7.9025095425253795,-60.0,False,128.0,4.0,4.0,8.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-68.0,-70.0,-72.0
v38_long60_antipersist,KXBTC15M-26MAY030930-30,validation,2026-05-03 13:20:14.969000+00:00,no,no,True,90.0,89.0,0.952430541338285,0.047569458661715,5.243054133828494,585.031,settlement_win,,,,,,20.0,True,180.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,18.0,16.0,16.0
v38_long60_antipersist,KXBTC15M-26MAY030945-45,validation,2026-05-03 13:35:01.308000+00:00,yes,no,False,71.0,70.0,0.7904067852009488,0.7904067852009488,8.040678520094872,598.692,probability_reduce,2026-05-03 13:43:01.971000+00:00,118.029,8.0,0.0124770551720928,-6.75229448279072,-126.0,False,142.0,3.0,2.0,5.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-131.0,-133.0,-135.0
v38_long60_antipersist,KXBTC15M-26MAY031000-00,validation,2026-05-03 13:51:02.647000+00:00,yes,yes,True,79.0,78.0,0.881785412787862,0.881785412787862,9.178541278786199,537.353,settlement_win,,,,,,42.0,True,158.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,39.0,37.0,37.0
v38_long60_antipersist,KXBTC15M-26MAY031015-15,validation,2026-05-03 14:05:03.943000+00:00,yes,yes,True,77.0,76.0,0.8845447792816966,0.8845447792816966,11.454477928169666,596.057,settlement_win,,,,,,46.0,True,154.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,43.0,41.0,41.0
v38_long60_antipersist,KXBTC15M-26MAY031030-30,validation,2026-05-03 14:20:05.298000+00:00,no,no,True,78.0,77.0,0.8014339892272542,0.1985660107727457,2.1433989227254244,594.702,settlement_win,,,,,,44.0,True,156.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,41.0,39.0,39.0
v38_long60_antipersist,KXBTC15M-26MAY031100-00,validation,2026-05-03 14:50:23.337000+00:00,no,yes,False,56.0,55.0,0.7807098437191365,0.2192901562808634,22.070984371913653,576.663,probability_reduce,2026-05-03 14:52:08.517000+00:00,471.483,42.0,0.4002207598764803,-1.97792401235197,-28.0,False,112.0,4.0,4.0,8.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-36.0,-38.0,-40.0
v38_long60_antipersist,KXBTC15M-26MAY031115-15,validation,2026-05-03 15:05:09.567000+00:00,yes,no,False,81.0,80.0,0.8525058986607406,0.8525058986607406,4.250589866074051,590.433,probability_reduce,2026-05-03 15:11:10.230000+00:00,229.77,70.0,0.3988034579798782,-30.11965420201218,-22.0,False,162.0,3.0,3.0,6.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-28.0,-30.0,-32.0
v38_long60_antipersist,KXBTC15M-26MAY031130-30,validation,2026-05-03 15:22:11.379000+00:00,no,yes,False,61.0,60.0,0.7428741429440127,0.2571258570559873,13.287414294401259,468.621,probability_reduce,2026-05-03 15:29:12.028000+00:00,47.972,2.0,1.8704380404077625e-05,-1.9981295619595922,-118.0,False,122.0,4.0,1.0,5.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-123.0,-125.0,-127.0
v38_long60_antipersist,KXBTC15M-26MAY031145-45,validation,2026-05-03 15:35:12.649000+00:00,no,no,True,77.0,76.0,0.7808687139052658,0.2191312860947341,1.086871390526582,587.351,settlement_win,,,,,,46.0,True,154.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,43.0,41.0,41.0
v38_long60_antipersist,KXBTC15M-26MAY031200-00,validation,2026-05-03 15:50:14.128000+00:00,no,no,True,80.0,79.0,0.8194217387428482,0.1805782612571518,1.9421738742848191,585.872,settlement_win,,,,,,40.0,True,160.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,37.0,35.0,35.0
v38_long60_antipersist,KXBTC15M-26MAY031215-15,validation,2026-05-03 16:05:00.806000+00:00,yes,no,False,74.0,73.0,0.7387478833062252,0.7387478833062252,-0.12521166937747807,599.194,probability_reduce,2026-05-03 16:07:01.005000+00:00,478.995,43.0,0.3681196098413756,-6.188039015862444,-62.0,False,148.0,3.0,4.0,7.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-69.0,-71.0,-73.0
v38_long60_antipersist,KXBTC15M-26MAY031230-30,validation,2026-05-03 16:21:02.533000+00:00,no,yes,False,69.0,68.0,0.6934659006318094,0.3065340993681906,0.34659006318094043,537.467,probability_reduce,2026-05-03 16:24:02.794000+00:00,357.206,24.0,0.2161821702484229,-2.3817829751577086,-90.0,False,138.0,3.0,3.0,6.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-96.0,-98.0,-100.0
v38_long60_antipersist,KXBTC15M-26MAY031245-45,validation,2026-05-03 16:35:03.801000+00:00,yes,yes,True,95.0,94.0,0.9533504041755864,0.9533504041755864,0.33504041755863057,596.199,settlement_win,,,,,,10.0,True,190.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,9.0,7.0,7.0
v38_long60_antipersist,KXBTC15M-26MAY031300-00,validation,2026-05-03 16:53:20.551000+00:00,no,no,True,65.0,64.0,0.7045768282153871,0.2954231717846128,5.457682821538711,399.449,settlement_win,,,,,,70.0,True,130.0,4.0,0.0,4.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,66.0,64.0,64.0
v38_long60_antipersist,KXBTC15M-26MAY031315-15,validation,2026-05-03 17:05:06.495000+00:00,no,yes,False,93.0,93.0,0.9461607782404964,0.0538392217595036,1.6160778240496398,593.505,probability_reduce,2026-05-03 17:11:07.157000+00:00,232.843,34.0,0.346393914975065,0.6393914975065016,-118.0,False,186.0,1.0,4.0,5.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,-123.0,-125.0,-127.0
v38_long60_antipersist,KXBTC15M-26MAY031330-30,validation,2026-05-03 17:20:23.371000+00:00,yes,yes,True,78.0,77.0,0.8141307836945662,0.8141307836945662,3.4130783694566134,576.629,settlement_win,,,,,,44.0,True,156.0,3.0,0.0,3.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,41.0,39.0,39.0
v38_long60_antipersist,KXBTC15M-26MAY031345-45,validation,2026-05-03 17:36:09.532000+00:00,yes,yes,True,93.0,92.0,0.9333172549176946,0.9333172549176946,0.3317254917694612,530.468,settlement_win,,,,,,14.0,True,186.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,13.0,11.0,11.0
v38_long60_antipersist,KXBTC15M-26MAY031400-00,validation,2026-05-03 17:51:10.643000+00:00,no,no,True,86.0,85.0,0.8927321514056226,0.1072678485943774,3.2732151405622574,529.357,settlement_win,,,,,,28.0,True,172.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,26.0,24.0,24.0
v38_long60_antipersist,KXBTC15M-26MAY031415-15,validation,2026-05-03 18:05:11.930000+00:00,no,no,True,88.0,87.0,0.8846497898917958,0.1153502101082042,0.4649789891795706,588.07,settlement_win,,,,,,24.0,True,176.0,2.0,0.0,2.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,22.0,20.0,20.0
v38_long60_antipersist,KXBTC15M-26MAY031430-30,validation,2026-05-03 18:20:13.276000+00:00,yes,yes,True,64.0,63.0,0.7257849358543563,0.7257849358543563,8.578493585435638,586.724,settlement_win,,,,,,72.0,True,128.0,4.0,0.0,4.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,68.0,66.0,66.0
v38_long60_antipersist,KXBTC15M-26MAY031445-45,validation,2026-05-03 18:40:00.137000+00:00,no,no,True,98.0,97.0,0.9870112659108868,0.0129887340891131,0.7011265910886806,299.863,settlement_win,,,,,,4.0,True,196.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,3.0,1.0,1.0
v38_long60_antipersist,KXBTC15M-26MAY031500-00,validation,2026-05-03 18:52:16.315000+00:00,yes,yes,True,94.0,94.0,0.9566027806745494,0.9566027806745494,1.6602780674549393,463.685,settlement_win,,,,,,12.0,True,188.0,1.0,0.0,1.0,best_min_fee_v38_p65_prob50,edge-2_ask100_p0.65_stc0-600,prob50,11.0,9.0,9.0
